time,Houston,pts.away,score,pts.home,Golden State
6:10.0,,,12-15,,Defensive rebound by A. Iguodala
5:57.0,,,12-17,2,K. Thompson makes 2-pt shot from 13 ft (assist by A. Iguodala)
5:39.0,J. Smith misses 2-pt shot from 18 ft,,12-17,,
5:39.0,Offensive rebound by T. Ariza,,12-17,,
5:34.0,T. Ariza makes 2-pt shot from 1 ft,2,14-17,,
5:30.0,,,14-17,,Turnover by S. Curry (bad pass; steal by J. Harden)
5:23.0,J. Harden misses 3-pt shot from 24 ft,,14-17,,
5:22.0,,,14-17,,Defensive rebound by D. Green
5:16.0,,,14-19,2,K. Thompson makes 2-pt shot from 6 ft (assist by D. Green)
5:06.0,Shooting foul by A. Bogut (drawn by P. Beverley),,14-19,,
5:06.0,P. Beverley makes free throw 1 of 2,1,15-19,,
5:06.0,P. Beverley makes free throw 2 of 2,1,16-19,,
4:50.0,,,16-19,,K. Thompson misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by J. Harden,,16-19,,
4:40.0,,,16-19,,Personal foul by S. Curry (drawn by J. Harden)
4:40.0,T. Lawson enters the game for P. Beverley,,16-19,,
4:27.0,Turnover by J. Harden (bad pass; steal by A. Bogut),,16-19,,
4:23.0,,,16-21,2,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala)
4:07.0,Turnover by D. Howard (traveling),,16-21,,
3:59.0,,,16-24,3,S. Curry makes 3-pt shot from 25 ft
3:44.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,18-24,,
3:33.0,,,18-27,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
3:18.0,J. Harden misses 3-pt shot from 25 ft,,18-27,,
3:18.0,,,18-27,,Defensive rebound by A. Bogut
3:02.0,,,18-30,3,S. Curry makes 3-pt shot from 22 ft (assist by K. Thompson)
2:37.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,20-30,,
2:24.0,,,20-32,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Curry)
2:08.0,,,20-32,,Golden State full timeout
2:08.0,,,20-32,,L. Barbosa enters the game for K. Thompson
2:08.0,,,20-32,,M. Speights enters the game for A. Bogut
2:08.0,C. Brewer enters the game for T. Ariza,,20-32,,
2:08.0,M. Thornton enters the game for D. Howard,,20-32,,
2:08.0,C. Capela enters the game for J. Harden,,20-32,,
2:00.0,J. Smith misses 2-pt shot from 19 ft,,20-32,,
1:59.0,,,20-32,,Defensive rebound by A. Iguodala
1:53.0,,,20-34,2,M. Speights makes 2-pt shot from 2 ft (assist by A. Iguodala)
1:53.0,,,20-34,,Shooting foul by C. Capela (drawn by M. Speights)
1:53.0,,,20-35,1,M. Speights makes free throw 1 of 1
1:35.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Smith),2,22-35,,
1:20.0,,,22-38,3,S. Curry makes 3-pt shot from 26 ft
1:00.0,J. Smith makes 3-pt shot from 25 ft (assist by M. Thornton),3,25-38,,
0:51.0,,,25-38,,Shooting foul by M. Thornton (drawn by M. Speights)
0:51.0,,,25-39,1,M. Speights makes free throw 1 of 2
0:51.0,,,25-39,,H. Barnes enters the game for D. Green
0:51.0,,,25-39,,M. Speights misses free throw 2 of 2
0:50.0,Defensive rebound by C. Capela,,25-39,,
0:43.0,,,25-39,,Personal foul by L. Barbosa (drawn by M. Thornton)
0:43.0,M. Thornton makes free throw 1 of 2,1,26-39,,
0:43.0,M. Thornton makes free throw 2 of 2,1,27-39,,
0:30.0,,,27-42,3,M. Speights makes 3-pt shot from 25 ft
0:09.0,T. Lawson misses 2-pt shot from 19 ft,,27-42,,
0:08.0,,,27-42,,Defensive rebound by H. Barnes
0:03.0,,,27-42,,S. Curry misses 3-pt shot from 29 ft
0:00.0,Defensive rebound by C. Brewer,,27-42,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,M. Thornton makes 2-pt shot from 19 ft (assist by J. Smith),2,29-42,,
11:27.0,,,29-44,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Livingston)
11:16.0,M. Thornton misses 2-pt shot from 2 ft,,29-44,,
11:14.0,,,29-44,,Defensive rebound by M. Speights
11:03.0,,,29-44,,M. Speights misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by C. Brewer,,29-44,,
10:57.0,C. Brewer misses 2-pt shot from 7 ft,,29-44,,
10:54.0,Offensive rebound by C. Brewer,,29-44,,
10:49.0,C. Brewer misses 3-pt shot from 23 ft,,29-44,,
10:49.0,Offensive rebound by C. Capela,,29-44,,
10:45.0,C. Capela makes 2-pt shot from 6 ft,2,31-44,,
10:42.0,D. Howard enters the game for C. Capela,,31-44,,
10:35.0,,,31-44,,Offensive foul by M. Speights
10:35.0,,,31-44,,Turnover by M. Speights (offensive foul)
10:23.0,J. Smith misses 2-pt shot from 6 ft,,31-44,,
10:23.0,,,31-44,,Defensive rebound by M. Speights
10:15.0,,,31-44,,A. Iguodala misses 3-pt shot from 26 ft
10:14.0,,,31-44,,Offensive rebound by H. Barnes
10:09.0,,,31-46,2,H. Barnes makes 2-pt shot from 15 ft
9:53.0,M. Thornton makes 2-pt shot from 16 ft,2,33-46,,
9:39.0,,,33-46,,L. Barbosa misses 3-pt shot from 26 ft
9:38.0,Defensive rebound by D. Howard,,33-46,,
9:28.0,J. Smith misses 3-pt shot from 24 ft,,33-46,,
9:28.0,,,33-46,,Defensive rebound by Team
9:28.0,Loose ball foul by M. Thornton (drawn by L. Barbosa),,33-46,,
9:28.0,T. Ariza enters the game for J. Smith,,33-46,,
9:07.0,,,33-48,2,S. Livingston makes 2-pt shot from 1 ft
8:59.0,,,33-48,,Personal foul by S. Livingston (drawn by D. Howard)
8:59.0,Official timeout,,33-48,,
8:48.0,Shooting foul by M. Speights (drawn by T. Ariza),,33-48,,
8:48.0,T. Ariza misses free throw 1 of 2,,33-48,,
8:48.0,Offensive rebound by Team,,33-48,,
8:48.0,T. Ariza makes free throw 2 of 2,1,34-48,,
8:35.0,,,34-50,2,M. Speights makes 2-pt shot from 17 ft (assist by H. Barnes)
8:21.0,T. Ariza makes 2-pt shot from 2 ft,2,36-50,,
8:08.0,,,36-50,,L. Barbosa misses 2-pt shot from 2 ft
8:08.0,,,36-50,,Offensive rebound by Team
8:08.0,,,36-50,,A. Bogut enters the game for M. Speights
8:08.0,,,36-50,,K. Thompson enters the game for L. Barbosa
8:08.0,P. Beverley enters the game for T. Lawson,,36-50,,
8:08.0,J. Harden enters the game for C. Brewer,,36-50,,
7:56.0,,,36-50,,A. Iguodala misses 3-pt shot from 24 ft
7:55.0,Defensive rebound by M. Thornton,,36-50,,
7:44.0,J. Harden misses 2-pt shot from 11 ft,,36-50,,
7:43.0,,,36-50,,Defensive rebound by H. Barnes
7:34.0,,,36-50,,Shooting foul by D. Howard (drawn by K. Thompson)
7:34.0,,,36-51,1,K. Thompson makes free throw 1 of 2
7:34.0,,,36-51,,D. Green enters the game for A. Iguodala
7:34.0,,,36-52,1,K. Thompson makes free throw 2 of 2
7:21.0,M. Thornton misses 3-pt shot from 26 ft,,36-52,,
7:20.0,,,36-52,,Defensive rebound by K. Thompson
7:03.0,,,36-52,,A. Bogut misses 2-pt shot from 2 ft
7:03.0,Defensive rebound by D. Howard,,36-52,,
7:01.0,Shooting foul by S. Livingston (drawn by J. Harden),,36-52,,
7:01.0,J. Harden makes free throw 1 of 2,1,37-52,,
7:01.0,,,37-52,,S. Curry enters the game for H. Barnes
7:01.0,J. Harden makes free throw 2 of 2,1,38-52,,
6:49.0,,,38-52,,Shooting foul by J. Harden (drawn by S. Curry)
6:49.0,,,38-53,1,S. Curry makes free throw 1 of 2
6:49.0,,,38-54,1,S. Curry makes free throw 2 of 2
6:25.0,J. Harden makes 3-pt shot from 26 ft (assist by P. Beverley),3,41-54,,
6:06.0,,,41-54,,S. Curry misses 2-pt shot from 2 ft
6:04.0,Defensive rebound by D. Howard,,41-54,,
5:58.0,M. Thornton misses 3-pt shot from 25 ft,,41-54,,
5:56.0,Offensive rebound by P. Beverley,,41-54,,
5:51.0,Shooting foul by D. Green (drawn by J. Harden),,41-54,,
5:51.0,,,41-54,,Golden State full timeout
5:51.0,C. Capela enters the game for D. Howard,,41-54,,
5:51.0,J. Harden makes free throw 1 of 2,1,42-54,,
5:51.0,J. Harden makes free throw 2 of 2,1,43-54,,
5:30.0,,,43-54,,K. Thompson misses 2-pt shot from 3 ft (block by M. Thornton)
5:30.0,,,43-54,,Offensive rebound by D. Green
5:30.0,,,43-54,,Shooting foul by P. Beverley (drawn by D. Green)
5:30.0,,,43-55,1,D. Green makes free throw 1 of 2
5:30.0,,,43-56,1,D. Green makes free throw 2 of 2
5:18.0,J. Harden misses 2-pt shot from 6 ft (block by A. Bogut),,43-56,,
5:18.0,Offensive rebound by Team,,43-56,,
5:15.0,J. Harden makes 3-pt shot from 24 ft (assist by M. Thornton),3,46-56,,
4:58.0,,,46-56,,Turnover by K. Thompson (bad pass)
4:49.0,Turnover by P. Beverley (bad pass),,46-56,,
4:35.0,,,46-56,,K. Thompson misses 2-pt shot from 22 ft
4:35.0,,,46-56,,Offensive rebound by Team
4:35.0,Loose ball foul by P. Beverley (drawn by D. Green),,46-56,,
4:35.0,,,46-57,1,D. Green makes free throw 1 of 2
4:35.0,C. Brewer enters the game for M. Thornton,,46-57,,
4:35.0,,,46-57,,A. Iguodala enters the game for S. Livingston
4:35.0,,,46-58,1,D. Green makes free throw 2 of 2
4:15.0,J. Harden makes 2-pt shot from 2 ft,2,48-58,,
4:09.0,,,48-58,,K. Thompson misses 2-pt shot from 12 ft
4:08.0,Defensive rebound by C. Capela,,48-58,,
4:01.0,J. Harden makes 3-pt shot from 26 ft,3,51-58,,
3:46.0,,,51-58,,K. Thompson misses 2-pt shot from 7 ft
3:46.0,Defensive rebound by C. Capela,,51-58,,
3:41.0,Shooting foul by D. Green (drawn by P. Beverley),,51-58,,
3:41.0,P. Beverley misses free throw 1 of 2,,51-58,,
3:41.0,Offensive rebound by Team,,51-58,,
3:41.0,,,51-58,,H. Barnes enters the game for D. Green
3:41.0,P. Beverley makes free throw 2 of 2,1,52-58,,
3:33.0,Personal foul by C. Brewer (drawn by A. Iguodala),,52-58,,
3:33.0,,,52-59,1,A. Iguodala makes free throw 1 of 2
3:33.0,,,52-60,1,A. Iguodala makes free throw 2 of 2
3:11.0,T. Ariza misses 2-pt shot from 15 ft,,52-60,,
3:10.0,,,52-60,,Defensive rebound by Team
3:10.0,Personal foul by C. Capela (drawn by A. Bogut),,52-60,,
3:10.0,,,52-61,1,A. Bogut makes free throw 1 of 2
3:10.0,D. Howard enters the game for C. Capela,,52-61,,
3:10.0,,,52-61,,B. Rush enters the game for H. Barnes
3:10.0,,,52-62,1,A. Bogut makes free throw 2 of 2
2:56.0,D. Howard makes 2-pt shot at rim (assist by P. Beverley),2,54-62,,
2:46.0,,,54-65,3,S. Curry makes 3-pt shot from 31 ft
2:28.0,P. Beverley misses 2-pt shot from 2 ft (block by A. Bogut),,54-65,,
2:28.0,Offensive rebound by Team,,54-65,,
2:28.0,Houston full timeout,,54-65,,
2:24.0,J. Harden makes 3-pt shot from 23 ft (assist by C. Brewer),3,57-65,,
2:22.0,Personal take foul by C. Brewer (drawn by A. Bogut),,57-65,,
2:22.0,,,57-65,,A. Bogut misses free throw 1 of 2
2:22.0,,,57-65,,Offensive rebound by Team
2:22.0,,,57-66,1,A. Bogut makes free throw 2 of 2
2:21.0,,,57-66,,Personal take foul by B. Rush (drawn by D. Howard)
2:21.0,D. Howard misses free throw 1 of 2,,57-66,,
2:21.0,Offensive rebound by Team,,57-66,,
2:21.0,D. Howard misses free throw 2 of 2,,57-66,,
2:21.0,,,57-66,,Defensive rebound by B. Rush
2:11.0,,,57-66,,S. Curry misses 2-pt shot from 5 ft
2:10.0,,,57-66,,Offensive rebound by A. Bogut
2:10.0,,,57-66,,A. Bogut misses 2-pt shot from 2 ft
2:08.0,Defensive rebound by P. Beverley,,57-66,,
2:02.0,J. Harden misses 3-pt shot from 25 ft,,57-66,,
2:01.0,Offensive rebound by P. Beverley,,57-66,,
1:55.0,T. Ariza makes 2-pt shot from 16 ft (assist by D. Howard),2,59-66,,
1:38.0,Personal foul by C. Brewer (drawn by K. Thompson),,59-66,,
1:38.0,,,59-67,1,K. Thompson makes free throw 1 of 2
1:38.0,,,59-67,,K. Thompson misses free throw 2 of 2
1:38.0,Defensive rebound by D. Howard,,59-67,,
1:38.0,,,59-67,,Personal foul by B. Rush (drawn by D. Howard)
1:38.0,D. Howard misses free throw 1 of 2,,59-67,,
1:38.0,Offensive rebound by Team,,59-67,,
1:38.0,M. Thornton enters the game for C. Brewer,,59-67,,
1:38.0,Turnover by M. Thornton (lane violation.),,59-67,,
1:38.0,,,59-67,,M. Speights enters the game for A. Bogut
1:19.0,,,59-67,,A. Iguodala misses 2-pt shot from 7 ft
1:17.0,Defensive rebound by D. Howard,,59-67,,
1:06.0,,,59-67,,Personal foul by B. Rush (drawn by M. Thornton)
1:06.0,M. Thornton makes free throw 1 of 2,1,60-67,,
1:06.0,M. Thornton makes free throw 2 of 2,1,61-67,,
0:46.0,,,61-69,2,S. Curry makes 2-pt shot from 2 ft
0:37.0,M. Thornton makes 3-pt shot from 24 ft (assist by P. Beverley),3,64-69,,
0:26.0,,,64-69,,Turnover by K. Thompson (lost ball; steal by J. Harden)
0:22.0,M. Thornton makes 2-pt shot at rim,2,66-69,,
0:07.0,,,66-69,,Offensive foul by M. Speights
0:07.0,,,66-69,,Turnover by M. Speights (offensive foul)
0:07.0,T. Lawson enters the game for D. Howard,,66-69,,
0:07.0,,,66-69,,H. Barnes enters the game for M. Speights
0:03.0,T. Lawson misses 3-pt shot from 25 ft,,66-69,,
0:00.0,,,66-69,,Defensive rebound by A. Iguodala
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,D. Howard makes 2-pt shot from 2 ft (assist by C. Brewer),2,68-69,,
11:46.0,Shooting foul by A. Bogut (drawn by D. Howard),,68-69,,
11:46.0,D. Howard misses free throw 1 of 1,,68-69,,
11:45.0,,,68-69,,Defensive rebound by A. Bogut
11:30.0,,,68-69,,S. Curry misses 3-pt shot from 25 ft
11:30.0,Defensive rebound by D. Howard,,68-69,,
11:22.0,P. Beverley misses 3-pt shot from 25 ft,,68-69,,
11:22.0,Offensive rebound by T. Ariza,,68-69,,
11:05.0,C. Brewer makes 3-pt shot from 23 ft (assist by P. Beverley),3,71-69,,
10:49.0,,,71-69,,Turnover by A. Bogut (bad pass; steal by P. Beverley)
10:42.0,T. Ariza makes 3-pt shot from 25 ft (assist by P. Beverley),3,74-69,,
10:42.0,,,74-69,,Golden State full timeout
10:25.0,,,74-69,,K. Thompson misses 2-pt shot from 15 ft
10:24.0,Defensive rebound by C. Brewer,,74-69,,
10:11.0,J. Harden misses 2-pt shot from 14 ft,,74-69,,
10:10.0,,,74-69,,Defensive rebound by A. Bogut
9:54.0,,,74-69,,S. Curry misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by D. Howard,,74-69,,
9:35.0,C. Brewer misses 2-pt shot from 17 ft,,74-69,,
9:34.0,,,74-69,,Defensive rebound by D. Green
9:23.0,,,74-71,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
9:00.0,D. Howard misses 2-pt shot from 4 ft,,74-71,,
8:59.0,Offensive rebound by D. Howard,,74-71,,
8:59.0,Shooting foul by A. Bogut (drawn by D. Howard),,74-71,,
8:59.0,D. Howard misses free throw 1 of 2,,74-71,,
8:59.0,Offensive rebound by Team,,74-71,,
8:59.0,D. Howard misses free throw 2 of 2,,74-71,,
8:58.0,,,74-71,,Defensive rebound by A. Bogut
8:40.0,,,74-71,,S. Curry misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by D. Howard,,74-71,,
8:31.0,T. Ariza misses 3-pt shot from 24 ft,,74-71,,
8:31.0,,,74-71,,Defensive rebound by H. Barnes
8:22.0,,,74-71,,K. Thompson misses 2-pt shot from 16 ft
8:21.0,Defensive rebound by D. Howard,,74-71,,
8:07.0,J. Harden misses 2-pt shot from 16 ft,,74-71,,
8:07.0,,,74-71,,Defensive rebound by S. Curry
7:58.0,,,74-73,2,S. Curry makes 2-pt shot from 2 ft
7:58.0,Houston full timeout,,74-73,,
7:38.0,P. Beverley misses 2-pt shot from 14 ft,,74-73,,
7:37.0,,,74-73,,Defensive rebound by D. Green
7:17.0,,,74-73,,K. Thompson misses 3-pt shot from 23 ft
7:16.0,,,74-73,,Offensive rebound by D. Green
7:12.0,,,74-73,,S. Curry misses 3-pt shot from 25 ft
7:10.0,,,74-73,,Offensive rebound by Team
7:10.0,Jump ball: H. Barnes vs. D. Howard (D. Green gains possession),,,,Jump ball: H. Barnes vs. D. Howard (D. Green gains possession)
7:01.0,,,74-75,2,A. Bogut makes 2-pt shot from 4 ft (assist by S. Curry)
6:49.0,Offensive charge foul by D. Howard,,74-75,,
6:49.0,Turnover by D. Howard (offensive foul),,74-75,,
6:41.0,,,74-75,,Shooting foul by D. Howard (drawn by S. Curry)
6:41.0,,,74-76,1,S. Curry makes free throw 1 of 2
6:41.0,M. Thornton enters the game for C. Brewer,,74-76,,
6:41.0,,,74-76,,A. Iguodala enters the game for H. Barnes
6:41.0,,,74-77,1,S. Curry makes free throw 2 of 2
6:22.0,M. Thornton makes 2-pt shot from 17 ft,2,76-77,,
6:02.0,,,76-77,,K. Thompson misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by P. Beverley,,76-77,,
5:50.0,D. Howard makes 2-pt shot from 5 ft (assist by M. Thornton),2,78-77,,
5:24.0,,,78-77,,Turnover by A. Bogut (bad pass; steal by P. Beverley)
5:18.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,81-77,,
5:00.0,,,81-79,2,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry)
4:40.0,P. Beverley misses 3-pt shot from 22 ft,,81-79,,
4:39.0,,,81-79,,Defensive rebound by A. Bogut
4:36.0,Personal block foul by P. Beverley (drawn by A. Iguodala),,81-79,,
4:36.0,,,81-79,,L. Barbosa enters the game for K. Thompson
4:36.0,,,81-79,,M. Speights enters the game for A. Bogut
4:36.0,C. Capela enters the game for D. Howard,,81-79,,
4:29.0,,,81-81,2,M. Speights makes 2-pt shot at rim (assist by S. Curry)
4:18.0,C. Capela misses 2-pt shot at rim,,81-81,,
4:17.0,Offensive rebound by C. Capela,,81-81,,
4:16.0,Turnover by C. Capela (lost ball; steal by S. Curry),,81-81,,
4:08.0,,,81-83,2,L. Barbosa makes 2-pt shot at rim (assist by A. Iguodala)
4:08.0,Houston full timeout,,81-83,,
4:08.0,T. Lawson enters the game for P. Beverley,,81-83,,
3:55.0,Turnover by T. Ariza (traveling),,81-83,,
3:45.0,,,81-83,,M. Speights misses 2-pt shot from 18 ft
3:44.0,Defensive rebound by T. Ariza,,81-83,,
3:35.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Lawson),3,84-83,,
3:13.0,,,84-85,2,A. Iguodala makes 2-pt shot from 12 ft
2:56.0,T. Lawson misses 2-pt shot from 14 ft,,84-85,,
2:55.0,Offensive rebound by C. Capela,,84-85,,
2:50.0,T. Ariza makes 3-pt shot from 23 ft (assist by C. Capela),3,87-85,,
2:30.0,,,87-85,,Shooting foul by M. Thornton (drawn by M. Speights)
2:30.0,,,87-86,1,M. Speights makes free throw 1 of 2
2:30.0,,,87-86,,H. Barnes enters the game for D. Green
2:30.0,,,87-87,1,M. Speights makes free throw 2 of 2
2:13.0,J. Harden makes 2-pt shot from 2 ft,2,89-87,,
2:13.0,Shooting foul by S. Curry (drawn by J. Harden),,89-87,,
2:13.0,C. Brewer enters the game for T. Ariza,,89-87,,
2:13.0,J. Harden makes free throw 1 of 1,1,90-87,,
2:02.0,,,90-90,3,S. Curry makes 3-pt shot from 26 ft
1:44.0,C. Brewer misses 3-pt shot from 23 ft,,90-90,,
1:43.0,,,90-90,,Defensive rebound by M. Speights
1:38.0,,,90-90,,L. Barbosa misses 2-pt shot from 3 ft
1:37.0,,,90-90,,Offensive rebound by L. Barbosa
1:36.0,,,90-90,,L. Barbosa misses 2-pt shot from 3 ft (block by C. Capela)
1:35.0,,,90-90,,Offensive rebound by L. Barbosa
1:34.0,,,90-90,,H. Barnes misses 2-pt shot from 2 ft (block by J. Harden)
1:34.0,,,90-90,,Offensive rebound by Team
1:29.0,,,90-90,,S. Curry misses 3-pt shot from 26 ft
1:28.0,Defensive rebound by J. Harden,,90-90,,
1:21.0,J. Harden makes 2-pt shot from 6 ft,2,92-90,,
1:21.0,Shooting foul by M. Speights (drawn by J. Harden),,92-90,,
1:21.0,J. Harden makes free throw 1 of 1,1,93-90,,
1:07.0,Personal foul by M. Thornton (drawn by H. Barnes),,93-90,,
1:00.0,,,93-90,,M. Speights misses 2-pt shot from 17 ft
0:58.0,,,93-90,,Offensive rebound by A. Iguodala
0:49.0,,,93-93,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry)
0:29.0,M. Thornton misses 3-pt shot from 23 ft,,93-93,,
0:28.0,,,93-93,,Defensive rebound by M. Speights
0:21.0,,,93-93,,M. Speights misses 2-pt shot from 4 ft
0:20.0,Defensive rebound by J. Harden,,93-93,,
0:00.0,T. Lawson misses 3-pt shot from 23 ft,,93-93,,
0:00.0,Offensive rebound by Team,,93-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,93-96,3,A. Iguodala makes 3-pt shot from 24 ft
11:20.0,M. Thornton misses 2-pt shot from 16 ft,,93-96,,
11:19.0,,,93-96,,Defensive rebound by H. Barnes
11:11.0,,,93-99,3,H. Barnes makes 3-pt shot from 26 ft (assist by A. Iguodala)
11:11.0,Houston full timeout,,93-99,,
10:53.0,M. Thornton misses 2-pt shot from 3 ft (block by A. Bogut),,93-99,,
10:52.0,,,93-99,,Defensive rebound by A. Iguodala
10:47.0,,,93-99,,H. Barnes misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by Team,,93-99,,
10:22.0,D. Howard misses 2-pt shot from 7 ft,,93-99,,
10:21.0,,,93-99,,Defensive rebound by S. Livingston
10:10.0,,,93-101,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston)
10:05.0,Offensive foul by D. Howard,,93-101,,
10:05.0,Turnover by D. Howard (offensive foul),,93-101,,
10:05.0,J. Harden enters the game for M. Thornton,,93-101,,
10:05.0,P. Beverley enters the game for T. Lawson,,93-101,,
9:55.0,,,93-101,,L. Barbosa misses 2-pt shot from 18 ft
9:53.0,Defensive rebound by T. Ariza,,93-101,,
9:43.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Harden),2,95-101,,
9:43.0,Shooting foul by A. Bogut (drawn by D. Howard),,95-101,,
9:43.0,D. Howard makes free throw 1 of 1,1,96-101,,
9:31.0,,,96-101,,A. Iguodala misses 2-pt shot from 18 ft
9:30.0,,,96-101,,Offensive rebound by A. Bogut
9:30.0,,,96-101,,A. Bogut misses 2-pt shot from 1 ft
9:28.0,,,96-101,,Offensive rebound by A. Bogut
9:28.0,,,96-101,,A. Bogut misses 2-pt shot from 1 ft
9:27.0,,,96-101,,Offensive rebound by Team
9:27.0,,,96-101,,K. Thompson enters the game for L. Barbosa
9:20.0,,,96-101,,Shooting foul by T. Ariza (drawn by S. Livingston)
9:20.0,,,96-102,1,S. Livingston makes free throw 1 of 2
9:20.0,,,96-103,1,S. Livingston makes free throw 2 of 2
9:01.0,D. Howard misses 2-pt shot from 5 ft (block by A. Bogut),,96-103,,
9:01.0,,,96-103,,Defensive rebound by Team
8:40.0,,,96-105,2,H. Barnes makes 2-pt shot from 12 ft
8:25.0,T. Ariza misses 2-pt shot from 5 ft (block by A. Bogut),,96-105,,
8:24.0,,,96-105,,Defensive rebound by A. Bogut
8:20.0,,,96-105,,Turnover by A. Iguodala (traveling)
8:08.0,J. Harden misses 2-pt shot from 15 ft,,96-105,,
8:08.0,,,96-105,,Defensive rebound by Team
