time,Washington,pts.away,score,pts.home,New York
6:03.0,J. Wall makes 3-pt shot from 25 ft (assist by J. Dudley),3,20-13,,
5:47.0,,,20-13,,Turnover by K. Porzingis (lost ball)
5:40.0,Turnover by M. Gortat (lost ball; steal by J. Calderon),,20-13,,
5:35.0,Personal foul by O. Porter (drawn by K. Porzingis),,20-13,,
5:35.0,G. Temple enters the game for O. Porter,,20-13,,
5:24.0,,,20-13,,C. Anthony misses 2-pt shot from 8 ft
5:23.0,,,20-13,,Offensive rebound by K. Porzingis
5:22.0,,,20-13,,Shooting foul by M. Gortat (drawn by K. Porzingis)
5:22.0,,,20-14,1,K. Porzingis makes free throw 1 of 2
5:22.0,,,20-15,1,K. Porzingis makes free throw 2 of 2
5:11.0,B. Beal makes 2-pt shot from 5 ft (assist by M. Gortat),2,22-15,,
4:49.0,,,22-15,,Turnover by K. Porzingis (lost ball; steal by J. Dudley)
4:42.0,J. Dudley makes 3-pt shot from 23 ft (assist by J. Wall),3,25-15,,
4:27.0,,,25-15,,K. Porzingis misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by J. Wall,,25-15,,
4:21.0,J. Wall misses 2-pt shot from 1 ft (block by K. Porzingis),,25-15,,
4:18.0,Offensive rebound by M. Gortat,,25-15,,
4:17.0,M. Gortat makes 2-pt shot from 1 ft,2,27-15,,
3:57.0,Violation by G. Temple (kicked ball),,27-15,,
3:57.0,,,27-15,,L. Thomas enters the game for K. Porzingis
3:57.0,,,27-15,,L. Galloway enters the game for J. Calderon
3:57.0,K. Oubre enters the game for B. Beal,,27-15,,
3:52.0,Personal foul by K. Oubre (drawn by A. Afflalo),,27-15,,
3:43.0,,,27-17,2,A. Afflalo makes 2-pt shot from 17 ft
3:37.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,29-17,,
3:16.0,,,29-17,,L. Thomas misses 2-pt shot from 13 ft
3:15.0,Defensive rebound by M. Gortat,,29-17,,
3:10.0,J. Wall misses 2-pt shot from 18 ft,,29-17,,
3:08.0,,,29-17,,Defensive rebound by L. Galloway
3:03.0,,,29-17,,L. Galloway misses 2-pt shot from 18 ft
3:01.0,Defensive rebound by J. Wall,,29-17,,
2:55.0,Turnover by J. Wall (bad pass; steal by L. Galloway),,29-17,,
2:49.0,,,29-17,,L. Thomas misses 2-pt shot from 21 ft
2:46.0,Defensive rebound by K. Oubre,,29-17,,
2:41.0,Washington full timeout,,29-17,,
2:41.0,D. Gooden enters the game for J. Dudley,,29-17,,
2:41.0,,,29-17,,K. Seraphin enters the game for R. Lopez
2:33.0,J. Wall makes 2-pt shot at rim,2,31-17,,
2:07.0,,,31-17,,K. Seraphin misses 2-pt shot from 10 ft
2:05.0,Defensive rebound by D. Gooden,,31-17,,
1:59.0,,,31-17,,Personal foul by A. Afflalo (drawn by K. Oubre)
1:59.0,N. Hilario enters the game for J. Wall,,31-17,,
1:59.0,R. Sessions enters the game for M. Gortat,,31-17,,
1:59.0,,,31-17,,S. Vujacic enters the game for A. Afflalo
1:47.0,D. Gooden misses 3-pt shot from 25 ft,,31-17,,
1:45.0,,,31-17,,Defensive rebound by S. Vujacic
1:32.0,,,31-19,2,C. Anthony makes 2-pt shot from 16 ft
1:19.0,N. Hilario makes 2-pt shot from 1 ft,2,33-19,,
0:57.0,Personal foul by D. Gooden (drawn by L. Thomas),,33-19,,
0:57.0,,,33-19,,L. Thomas misses free throw 1 of 2
0:57.0,,,33-19,,Offensive rebound by Team
0:57.0,,,33-19,,L. Thomas misses free throw 2 of 2
0:57.0,Defensive rebound by R. Sessions,,33-19,,
0:37.0,Shooting foul by K. Seraphin (drawn by N. Hilario),,33-19,,
0:37.0,N. Hilario makes free throw 1 of 2,1,34-19,,
0:37.0,N. Hilario makes free throw 2 of 2,1,35-19,,
0:25.0,,,35-21,2,C. Anthony makes 2-pt shot at rim (assist by K. Seraphin)
0:02.0,N. Hilario misses 2-pt shot at rim,,35-21,,
0:01.0,,,35-21,,Defensive rebound by L. Galloway
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,35-21,,S. Vujacic misses 3-pt shot from 25 ft
11:46.0,Defensive rebound by R. Sessions,,35-21,,
11:32.0,Turnover by R. Sessions (bad pass; steal by L. Galloway),,35-21,,
11:26.0,,,35-23,2,K. Seraphin makes 2-pt shot at rim (assist by L. Galloway)
11:11.0,D. Gooden misses 2-pt shot from 2 ft,,35-23,,
11:09.0,,,35-23,,Defensive rebound by C. Anthony
11:00.0,,,35-25,2,L. Thomas makes 2-pt shot from 22 ft (assist by K. Seraphin)
10:43.0,Shooting foul by L. Galloway (drawn by R. Sessions),,35-25,,
10:43.0,R. Sessions misses free throw 1 of 2,,35-25,,
10:43.0,Offensive rebound by Team,,35-25,,
10:43.0,R. Sessions makes free throw 2 of 2,1,36-25,,
10:30.0,,,36-27,2,C. Anthony makes 2-pt shot from 14 ft (assist by L. Galloway)
10:23.0,N. Hilario misses 2-pt shot from 1 ft (block by K. Seraphin),,36-27,,
10:21.0,,,36-27,,Defensive rebound by C. Anthony
10:11.0,,,36-29,2,C. Anthony makes 2-pt shot from 15 ft
10:03.0,Washington full timeout,,36-29,,
9:55.0,R. Sessions misses 2-pt shot from 12 ft,,36-29,,
9:54.0,Offensive rebound by N. Hilario,,36-29,,
9:48.0,R. Sessions makes 2-pt shot from 2 ft,2,38-29,,
9:23.0,,,38-29,,L. Thomas misses 3-pt shot from 24 ft
9:21.0,,,38-29,,Offensive rebound by S. Vujacic
9:10.0,,,38-29,,Turnover by K. Seraphin (bad pass)
9:10.0,,,38-29,,K. Porzingis enters the game for L. Thomas
9:10.0,J. Wall enters the game for K. Oubre,,38-29,,
8:51.0,J. Wall misses 2-pt shot from 16 ft,,38-29,,
8:50.0,,,38-29,,Defensive rebound by C. Anthony
8:38.0,,,38-31,2,K. Seraphin makes 2-pt shot from 13 ft (assist by S. Vujacic)
8:22.0,Turnover by N. Hilario (bad pass; steal by S. Vujacic),,38-31,,
8:16.0,,,38-33,2,L. Galloway makes 2-pt shot from 15 ft (assist by K. Seraphin)
7:58.0,R. Sessions misses 2-pt shot from 3 ft,,38-33,,
7:57.0,Offensive rebound by Team,,38-33,,
7:57.0,,,38-33,,Loose ball foul by S. Vujacic (drawn by N. Hilario)
7:57.0,,,38-33,,D. Williams enters the game for C. Anthony
7:57.0,B. Beal enters the game for R. Sessions,,38-33,,
7:57.0,J. Dudley enters the game for D. Gooden,,38-33,,
7:44.0,G. Temple misses 3-pt shot from 24 ft,,38-33,,
7:42.0,,,38-33,,Defensive rebound by K. Seraphin
7:26.0,,,38-33,,L. Galloway misses 3-pt shot from 25 ft
7:25.0,Defensive rebound by J. Dudley,,38-33,,
7:18.0,G. Temple makes 3-pt shot from 23 ft (assist by J. Wall),3,41-33,,
7:01.0,,,41-33,,S. Vujacic misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by J. Dudley,,41-33,,
6:53.0,,,41-33,,Personal foul by K. Porzingis (drawn by J. Wall)
6:53.0,,,41-33,,A. Afflalo enters the game for S. Vujacic
6:53.0,,,41-33,,R. Lopez enters the game for K. Seraphin
6:35.0,J. Dudley makes 3-pt shot from 24 ft (assist by J. Wall),3,44-33,,
6:23.0,,,44-35,2,L. Galloway makes 2-pt shot from 17 ft (assist by R. Lopez)
6:13.0,J. Dudley makes 3-pt shot from 26 ft (assist by J. Wall),3,47-35,,
6:03.0,Personal foul by G. Temple (drawn by A. Afflalo),,47-35,,
6:03.0,M. Gortat enters the game for N. Hilario,,47-35,,
6:03.0,,,47-35,,L. Thomas enters the game for K. Porzingis
5:49.0,,,47-37,2,A. Afflalo makes 2-pt shot from 11 ft
5:22.0,J. Wall misses 2-pt shot from 18 ft,,47-37,,
5:20.0,,,47-37,,Defensive rebound by D. Williams
5:18.0,Personal foul by J. Wall (drawn by D. Williams),,47-37,,
5:18.0,Official timeout,,47-37,,
5:18.0,O. Porter enters the game for G. Temple,,47-37,,
5:05.0,,,47-39,2,A. Afflalo makes 2-pt shot from 2 ft
4:42.0,B. Beal misses 2-pt shot from 19 ft,,47-39,,
4:40.0,,,47-39,,Defensive rebound by D. Williams
4:28.0,,,47-41,2,R. Lopez makes 2-pt shot from 3 ft
4:13.0,M. Gortat misses 2-pt shot from 2 ft (block by R. Lopez),,47-41,,
4:10.0,,,47-41,,Defensive rebound by R. Lopez
4:05.0,,,47-41,,L. Thomas misses 3-pt shot from 24 ft
4:03.0,Defensive rebound by J. Dudley,,47-41,,
3:54.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,50-41,,
3:32.0,,,50-41,,Shooting foul by O. Porter (drawn by D. Williams)
3:32.0,,,50-42,1,D. Williams makes free throw 1 of 2
3:32.0,G. Temple enters the game for O. Porter,,50-42,,
3:32.0,,,50-42,,J. Calderon enters the game for L. Galloway
3:32.0,,,50-43,1,D. Williams makes free throw 2 of 2
3:15.0,,,50-43,,C. Anthony enters the game for D. Williams
3:11.0,B. Beal makes 3-pt shot from 25 ft,3,53-43,,
3:02.0,,,53-43,,C. Anthony misses 2-pt shot from 15 ft
3:00.0,Defensive rebound by M. Gortat,,53-43,,
2:54.0,J. Dudley makes 3-pt shot from 25 ft (assist by J. Wall),3,56-43,,
2:40.0,,,56-43,,Turnover by C. Anthony (lost ball)
2:40.0,,,56-43,,New York full timeout
2:40.0,,,56-43,,K. Porzingis enters the game for L. Thomas
2:24.0,Shooting foul by R. Lopez (drawn by B. Beal),,56-43,,
2:24.0,B. Beal misses free throw 1 of 2,,56-43,,
2:24.0,Offensive rebound by Team,,56-43,,
2:24.0,B. Beal makes free throw 2 of 2,1,57-43,,
2:08.0,,,57-45,2,K. Porzingis makes 2-pt shot from 10 ft
1:46.0,J. Dudley makes 2-pt shot from 21 ft (assist by G. Temple),2,59-45,,
1:22.0,,,59-45,,R. Lopez misses 2-pt shot from 19 ft
1:21.0,Defensive rebound by M. Gortat,,59-45,,
1:12.0,J. Wall misses 2-pt shot from 19 ft,,59-45,,
1:10.0,,,59-45,,Defensive rebound by J. Calderon
1:06.0,Personal foul by J. Dudley (drawn by K. Porzingis),,59-45,,
1:00.0,,,59-48,3,A. Afflalo makes 3-pt shot from 23 ft (assist by J. Calderon)
0:52.0,M. Gortat misses 2-pt shot from 4 ft,,59-48,,
0:50.0,,,59-48,,Defensive rebound by R. Lopez
0:41.0,Personal foul by J. Dudley (drawn by C. Anthony),,59-48,,
0:41.0,,,59-49,1,C. Anthony makes free throw 1 of 2
0:41.0,K. Humphries enters the game for J. Dudley,,59-49,,
0:41.0,,,59-50,1,C. Anthony makes free throw 2 of 2
0:33.0,B. Beal makes 2-pt shot from 3 ft,2,61-50,,
0:25.0,,,61-50,,C. Anthony misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by J. Wall,,61-50,,
0:21.0,G. Temple makes 2-pt shot at rim (assist by J. Wall),2,63-50,,
0:02.0,,,63-50,,C. Anthony misses 2-pt shot from 1 ft (block by M. Gortat)
0:00.0,Defensive rebound by B. Beal,,63-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,63-52,2,C. Anthony makes 2-pt shot from 16 ft (assist by J. Calderon)
11:21.0,J. Wall misses 2-pt shot from 17 ft,,63-52,,
11:19.0,,,63-52,,Defensive rebound by K. Porzingis
11:12.0,,,63-55,3,K. Porzingis makes 3-pt shot from 25 ft (assist by J. Calderon)
10:51.0,O. Porter misses 2-pt shot from 8 ft,,63-55,,
10:50.0,,,63-55,,Defensive rebound by R. Lopez
10:39.0,,,63-55,,R. Lopez misses 2-pt shot from 4 ft
10:38.0,Defensive rebound by M. Gortat,,63-55,,
10:30.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,65-55,,
10:00.0,,,65-55,,J. Calderon misses 3-pt shot from 24 ft
9:58.0,Defensive rebound by O. Porter,,65-55,,
9:50.0,Turnover by J. Dudley (lost ball),,65-55,,
9:36.0,,,65-57,2,R. Lopez makes 2-pt shot from 19 ft
9:17.0,B. Beal misses 3-pt shot from 26 ft,,65-57,,
9:15.0,,,65-57,,Defensive rebound by C. Anthony
9:08.0,,,65-60,3,K. Porzingis makes 3-pt shot from 24 ft (assist by C. Anthony)
9:07.0,Washington full timeout,,65-60,,
8:50.0,Shooting foul by C. Anthony (drawn by M. Gortat),,65-60,,
8:50.0,M. Gortat makes free throw 1 of 2,1,66-60,,
8:50.0,M. Gortat makes free throw 2 of 2,1,67-60,,
8:39.0,,,67-60,,Turnover by R. Lopez (3 sec)
8:24.0,J. Dudley misses 2-pt shot from 10 ft,,67-60,,
8:23.0,,,67-60,,Defensive rebound by R. Lopez
8:13.0,,,67-63,3,C. Anthony makes 3-pt shot from 25 ft (assist by K. Porzingis)
8:02.0,,,67-63,,Def 3 sec tech foul by K. Porzingis
8:02.0,B. Beal makes technical free throw,1,68-63,,
7:46.0,B. Beal makes 3-pt shot from 25 ft,3,71-63,,
7:32.0,,,71-63,,K. Porzingis misses 3-pt shot from 26 ft
7:30.0,,,71-63,,Offensive rebound by Team
7:30.0,Loose ball foul by M. Gortat (drawn by R. Lopez),,71-63,,
7:18.0,,,71-65,2,K. Porzingis makes 2-pt shot at rim
7:12.0,Offensive foul by M. Gortat,,71-65,,
7:12.0,Turnover by M. Gortat (offensive foul),,71-65,,
6:56.0,,,71-67,2,K. Porzingis makes 2-pt shot from 12 ft
6:40.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,74-67,,
6:24.0,,,74-67,,C. Anthony misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by M. Gortat,,74-67,,
6:13.0,B. Beal misses 3-pt shot from 24 ft,,74-67,,
6:12.0,,,74-67,,Defensive rebound by J. Calderon
6:00.0,,,74-69,2,K. Porzingis makes 2-pt shot from 5 ft (assist by C. Anthony)
5:52.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,76-69,,
5:37.0,,,76-69,,R. Lopez misses 2-pt shot from 4 ft (block by M. Gortat)
5:35.0,,,76-69,,Offensive rebound by R. Lopez
5:33.0,,,76-71,2,R. Lopez makes 2-pt shot from 3 ft
5:16.0,J. Wall misses 3-pt shot from 25 ft,,76-71,,
5:14.0,,,76-71,,Defensive rebound by C. Anthony
5:06.0,,,76-71,,A. Afflalo misses 3-pt shot from 24 ft
5:05.0,,,76-71,,Offensive rebound by K. Porzingis
5:04.0,,,76-71,,K. Porzingis misses 2-pt shot from 1 ft
5:03.0,Defensive rebound by M. Gortat,,76-71,,
4:58.0,J. Dudley misses 3-pt shot from 23 ft,,76-71,,
4:55.0,,,76-71,,Defensive rebound by C. Anthony
4:31.0,,,76-73,2,C. Anthony makes 2-pt shot from 7 ft
4:14.0,M. Gortat makes 2-pt shot from 1 ft (assist by O. Porter),2,78-73,,
4:12.0,,,78-73,,New York full timeout
4:12.0,G. Temple enters the game for B. Beal,,78-73,,
4:12.0,,,78-73,,S. Vujacic enters the game for R. Lopez
4:12.0,,,78-73,,K. Seraphin enters the game for A. Afflalo
4:12.0,,,78-73,,L. Galloway enters the game for J. Calderon
3:57.0,,,78-75,2,K. Seraphin makes 2-pt shot from 3 ft (assist by L. Galloway)
3:37.0,Turnover by J. Dudley (bad pass; steal by C. Anthony),,78-75,,
3:31.0,,,78-77,2,K. Porzingis makes 2-pt shot from 5 ft (assist by L. Galloway)
3:17.0,J. Dudley misses 2-pt shot from 15 ft,,78-77,,
3:15.0,,,78-77,,Defensive rebound by S. Vujacic
3:06.0,,,78-79,2,K. Seraphin makes 2-pt shot from 17 ft
2:47.0,M. Gortat makes 2-pt shot from 4 ft (assist by J. Wall),2,80-79,,
2:31.0,,,80-79,,C. Anthony misses 2-pt shot from 14 ft
2:30.0,Defensive rebound by O. Porter,,80-79,,
2:26.0,,,80-79,,Personal foul by L. Galloway (drawn by J. Wall)
2:26.0,N. Hilario enters the game for M. Gortat,,80-79,,
2:26.0,R. Sessions enters the game for O. Porter,,80-79,,
2:11.0,J. Wall makes 2-pt shot from 21 ft,2,82-79,,
1:46.0,,,82-81,2,L. Galloway makes 2-pt shot from 10 ft
1:36.0,Shooting foul by K. Seraphin (drawn by R. Sessions),,82-81,,
1:36.0,R. Sessions makes free throw 1 of 2,1,83-81,,
1:36.0,K. Humphries enters the game for J. Dudley,,83-81,,
1:36.0,,,83-81,,D. Williams enters the game for C. Anthony
1:36.0,,,83-81,,A. Afflalo enters the game for K. Porzingis
1:36.0,R. Sessions misses free throw 2 of 2,,83-81,,
1:36.0,,,83-81,,Defensive rebound by L. Galloway
1:17.0,,,83-83,2,D. Williams makes 2-pt shot from 20 ft
1:01.0,J. Wall misses 2-pt shot from 16 ft,,83-83,,
1:00.0,,,83-83,,Defensive rebound by K. Seraphin
0:44.0,,,83-83,,Turnover by K. Seraphin (lost ball)
0:27.0,K. Humphries misses 3-pt shot from 24 ft,,83-83,,
0:25.0,,,83-83,,Defensive rebound by S. Vujacic
0:07.0,,,83-83,,K. Seraphin misses 2-pt shot from 17 ft
0:05.0,Defensive rebound by K. Humphries,,83-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Wall misses 2-pt shot from 20 ft,,83-83,,
11:44.0,,,83-83,,Defensive rebound by L. Galloway
11:37.0,,,83-83,,Turnover by L. Galloway (lost ball; steal by J. Wall)
11:34.0,J. Wall makes 2-pt shot at rim (assist by R. Sessions),2,85-83,,
11:10.0,Personal foul by G. Temple (drawn by A. Afflalo),,85-83,,
11:01.0,,,85-85,2,D. Williams makes 2-pt shot from 8 ft
10:45.0,Shooting foul by K. Seraphin (drawn by R. Sessions),,85-85,,
10:45.0,R. Sessions misses free throw 1 of 2,,85-85,,
10:45.0,Offensive rebound by Team,,85-85,,
10:45.0,R. Sessions makes free throw 2 of 2,1,86-85,,
10:31.0,,,86-85,,L. Galloway misses 2-pt shot at rim (block by N. Hilario)
10:30.0,,,86-85,,Offensive rebound by S. Vujacic
10:29.0,,,86-85,,S. Vujacic misses 2-pt shot from 18 ft
10:28.0,Defensive rebound by K. Humphries,,86-85,,
10:27.0,,,86-85,,Personal foul by L. Galloway (drawn by K. Humphries)
10:27.0,O. Porter enters the game for K. Humphries,,86-85,,
10:12.0,G. Temple misses 2-pt shot from 16 ft,,86-85,,
10:10.0,,,86-85,,Defensive rebound by A. Afflalo
9:58.0,,,86-85,,Turnover by K. Seraphin (bad pass)
9:45.0,N. Hilario misses 2-pt shot from 10 ft,,86-85,,
9:43.0,,,86-85,,Defensive rebound by S. Vujacic
9:38.0,,,86-87,2,L. Galloway makes 2-pt shot from 21 ft (assist by S. Vujacic)
9:20.0,R. Sessions makes 2-pt shot from 1 ft (assist by J. Wall),2,88-87,,
9:00.0,Personal foul by N. Hilario (drawn by K. Seraphin),,88-87,,
9:00.0,,,88-87,,J. Calderon enters the game for S. Vujacic
9:00.0,,,88-87,,C. Anthony enters the game for D. Williams
9:00.0,,,88-87,,R. Lopez enters the game for K. Seraphin
8:46.0,,,88-89,2,C. Anthony makes 2-pt shot from 14 ft
8:33.0,R. Sessions misses 3-pt shot from 25 ft,,88-89,,
8:32.0,,,88-89,,Defensive rebound by C. Anthony
8:09.0,,,88-89,,Turnover by Team (shot clock)
8:09.0,Official timeout,,88-89,,
8:09.0,B. Beal enters the game for R. Sessions,,88-89,,
7:56.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,91-89,,
7:39.0,,,91-89,,J. Calderon misses 2-pt shot from 4 ft (block by B. Beal)
7:36.0,Defensive rebound by B. Beal,,91-89,,
7:30.0,N. Hilario misses 2-pt shot from 2 ft,,91-89,,
7:28.0,,,91-89,,Defensive rebound by C. Anthony
7:18.0,,,91-92,3,L. Galloway makes 3-pt shot from 23 ft (assist by J. Calderon)
6:52.0,B. Beal misses 2-pt shot from 18 ft,,91-92,,
6:50.0,,,91-92,,Defensive rebound by C. Anthony
6:43.0,Personal foul by N. Hilario (drawn by R. Lopez),,91-92,,
6:27.0,,,91-92,,C. Anthony misses 2-pt shot from 21 ft
6:25.0,Defensive rebound by N. Hilario,,91-92,,
6:18.0,J. Wall makes 2-pt shot from 1 ft,2,93-92,,
5:59.0,,,93-92,,C. Anthony misses 2-pt shot from 18 ft
5:57.0,Defensive rebound by G. Temple,,93-92,,
5:47.0,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall),3,96-92,,
5:47.0,,,96-92,,New York full timeout
5:47.0,M. Gortat enters the game for N. Hilario,,96-92,,
5:47.0,,,96-92,,K. Porzingis enters the game for R. Lopez
5:33.0,,,96-92,,Turnover by C. Anthony (lost ball; steal by B. Beal)
5:25.0,J. Wall misses 3-pt shot from 24 ft,,96-92,,
5:23.0,,,96-92,,Defensive rebound by K. Porzingis
5:21.0,,,96-92,,Turnover by K. Porzingis (bad pass; steal by B. Beal)
5:19.0,B. Beal misses 3-pt shot from 25 ft,,96-92,,
5:17.0,,,96-92,,Defensive rebound by C. Anthony
5:06.0,,,96-92,,K. Porzingis misses 2-pt shot from 12 ft
5:05.0,,,96-92,,Offensive rebound by C. Anthony
5:05.0,,,96-94,2,C. Anthony makes 2-pt shot from 2 ft
4:57.0,Turnover by G. Temple (step out of bounds),,96-94,,
4:36.0,Personal foul by M. Gortat (drawn by K. Porzingis),,96-94,,
4:24.0,,,96-94,,L. Galloway misses 3-pt shot from 26 ft
4:22.0,Defensive rebound by J. Wall,,96-94,,
4:14.0,J. Wall misses 2-pt shot from 1 ft (block by K. Porzingis),,96-94,,
4:12.0,,,96-94,,Defensive rebound by A. Afflalo
4:05.0,,,96-94,,K. Porzingis misses 3-pt shot from 24 ft
4:03.0,Defensive rebound by M. Gortat,,96-94,,
3:58.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,99-94,,
3:44.0,,,99-94,,Turnover by C. Anthony (bad pass; steal by B. Beal)
3:43.0,,,99-94,,Personal foul by C. Anthony (drawn by G. Temple)
3:43.0,J. Dudley enters the game for M. Gortat,,99-94,,
3:20.0,J. Wall makes 2-pt shot from 19 ft,2,101-94,,
2:56.0,,,101-96,2,K. Porzingis makes 2-pt shot from 9 ft (assist by L. Galloway)
2:31.0,J. Wall makes 2-pt shot from 18 ft,2,103-96,,
2:29.0,,,103-96,,New York full timeout
2:29.0,Washington full timeout,,103-96,,
2:06.0,,,103-96,,C. Anthony misses 3-pt shot from 23 ft
2:06.0,Defensive rebound by Team,,103-96,,
1:51.0,J. Wall makes 3-pt shot from 24 ft,3,106-96,,
1:38.0,Personal foul by G. Temple (drawn by C. Anthony),,106-96,,
1:38.0,,,106-97,1,C. Anthony makes free throw 1 of 2
1:38.0,,,106-98,1,C. Anthony makes free throw 2 of 2
1:17.0,J. Wall misses 2-pt shot from 18 ft,,106-98,,
1:15.0,,,106-98,,Defensive rebound by L. Galloway
1:07.0,,,106-101,3,C. Anthony makes 3-pt shot from 24 ft (assist by K. Porzingis)
1:02.0,,,106-101,,Personal foul by K. Porzingis (drawn by J. Wall)
0:50.0,J. Wall misses 2-pt shot from 1 ft (block by K. Porzingis),,106-101,,
0:48.0,,,106-101,,Defensive rebound by C. Anthony
0:44.0,,,106-101,,Offensive foul by A. Afflalo
0:44.0,,,106-101,,Turnover by A. Afflalo (offensive foul)
0:44.0,,,106-101,,L. Thomas enters the game for K. Porzingis
0:44.0,Washington full timeout,,106-101,,
0:39.0,,,106-101,,Personal foul by C. Anthony (drawn by B. Beal)
0:39.0,B. Beal misses free throw 1 of 2,,106-101,,
0:39.0,Offensive rebound by Team,,106-101,,
0:39.0,B. Beal makes free throw 2 of 2,1,107-101,,
0:39.0,,,107-101,,New York full timeout
0:39.0,,,107-101,,K. Porzingis enters the game for L. Thomas
0:34.0,,,107-103,2,C. Anthony makes 2-pt shot from 2 ft
0:34.0,Washington full timeout,,107-103,,
0:34.0,,,107-103,,L. Thomas enters the game for K. Porzingis
0:25.0,Turnover by B. Beal (lost ball; steal by C. Anthony),,107-103,,
0:15.0,,,107-103,,Turnover by L. Galloway (bad pass; steal by B. Beal)
0:12.0,Shooting foul by L. Galloway (drawn by B. Beal),,107-103,,
0:12.0,B. Beal misses free throw 1 of 2,,107-103,,
0:12.0,Offensive rebound by Team,,107-103,,
0:12.0,,,107-103,,K. Porzingis enters the game for L. Thomas
0:12.0,B. Beal misses free throw 2 of 2,,107-103,,
0:12.0,,,107-103,,Defensive rebound by K. Porzingis
0:12.0,,,107-103,,New York full timeout
0:09.0,,,107-106,3,L. Galloway makes 3-pt shot from 25 ft (assist by K. Porzingis)
0:09.0,Washington full timeout,,107-106,,
