time,New York,pts.away,score,pts.home,Miami
2:08.0,D. Williams enters the game for C. Anthony,,22-15,,
2:08.0,K. Porzingis enters the game for R. Lopez,,22-15,,
2:08.0,,,22-15,,C. Bosh enters the game for L. Deng
2:08.0,,,22-15,,G. Green enters the game for H. Whiteside
1:54.0,,,22-15,,G. Green misses 2-pt shot from 15 ft
1:53.0,Defensive rebound by L. Galloway,,22-15,,
1:43.0,D. Williams misses 2-pt shot from 2 ft (block by C. Bosh),,22-15,,
1:42.0,,,22-15,,Defensive rebound by T. Johnson
1:27.0,,,22-17,2,C. Bosh makes 2-pt shot from 19 ft (assist by G. Dragic)
1:12.0,Turnover by L. Thomas (step out of bounds),,22-17,,
1:12.0,,,22-17,,B. Udrih enters the game for G. Dragic
1:02.0,,,22-17,,Shooting foul by K. Porzingis (drawn by C. Bosh)
1:02.0,,,22-18,1,C. Bosh makes free throw 1 of 2
1:02.0,K. O'Quinn enters the game for K. Porzingis,,22-18,,
1:02.0,,,22-19,1,C. Bosh makes free throw 2 of 2
0:46.0,K. O'Quinn misses 2-pt shot from 1 ft (block by J. Winslow),,22-19,,
0:45.0,,,22-19,,Defensive rebound by C. Bosh
0:37.0,,,22-21,2,T. Johnson makes 2-pt shot from 2 ft
0:13.0,J. Grant misses 2-pt shot from 16 ft,,22-21,,
0:12.0,Offensive rebound by L. Thomas,,22-21,,
0:01.0,J. Grant misses 2-pt shot from 1 ft (block by G. Green),,22-21,,
0:00.0,Offensive rebound by Team,,22-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,J. Grant misses 2-pt shot from 7 ft,,22-21,,
11:38.0,,,22-21,,Defensive rebound by C. Bosh
11:25.0,Personal foul by J. Grant (drawn by B. Udrih),,22-21,,
11:22.0,Personal foul by K. O'Quinn (drawn by C. Bosh),,22-21,,
11:17.0,,,22-21,,Turnover by B. Udrih (traveling)
10:59.0,K. O'Quinn makes 2-pt shot at rim (assist by L. Galloway),2,24-21,,
10:45.0,,,24-21,,B. Udrih misses 3-pt shot from 25 ft
10:44.0,Defensive rebound by D. Williams,,24-21,,
10:26.0,A. Afflalo misses 2-pt shot from 19 ft,,24-21,,
10:25.0,,,24-21,,Defensive rebound by J. Winslow
10:12.0,,,24-23,2,C. Bosh makes 2-pt shot from 4 ft
9:58.0,Offensive foul by A. Afflalo,,24-23,,
9:58.0,Turnover by A. Afflalo (offensive foul),,24-23,,
9:45.0,,,24-25,2,C. Bosh makes 2-pt shot from 13 ft (assist by B. Udrih)
9:35.0,Turnover by K. O'Quinn (bad pass),,24-25,,
9:21.0,,,24-27,2,T. Johnson makes 2-pt shot from 2 ft
9:10.0,K. O'Quinn misses 2-pt shot from 18 ft,,24-27,,
9:09.0,,,24-27,,Defensive rebound by B. Udrih
8:55.0,,,24-27,,C. Bosh misses 2-pt shot from 12 ft
8:53.0,,,24-27,,Offensive rebound by J. Winslow
8:47.0,,,24-27,,B. Udrih misses 2-pt shot from 12 ft
8:46.0,Defensive rebound by D. Williams,,24-27,,
8:32.0,L. Galloway misses 3-pt shot from 25 ft,,24-27,,
8:31.0,,,24-27,,Defensive rebound by C. Bosh
8:24.0,,,24-27,,J. Winslow misses 2-pt shot from 2 ft
8:23.0,Defensive rebound by J. Grant,,24-27,,
8:21.0,New York full timeout,,24-27,,
8:21.0,J. Calderon enters the game for L. Galloway,,24-27,,
8:21.0,R. Lopez enters the game for J. Grant,,24-27,,
8:21.0,C. Anthony enters the game for K. O'Quinn,,24-27,,
8:13.0,,,24-27,,Personal foul by G. Green (drawn by C. Anthony)
7:59.0,C. Anthony makes 2-pt shot from 7 ft,2,26-27,,
7:45.0,,,26-27,,C. Bosh misses 2-pt shot from 21 ft
7:44.0,Defensive rebound by A. Afflalo,,26-27,,
7:29.0,R. Lopez makes 2-pt shot from 7 ft,2,28-27,,
7:11.0,,,28-29,2,C. Bosh makes 2-pt shot from 16 ft (assist by T. Johnson)
6:54.0,D. Williams makes 2-pt shot from 17 ft,2,30-29,,
6:45.0,,,30-29,,Turnover by B. Udrih (bad pass; steal by D. Williams)
6:41.0,D. Williams makes 2-pt shot at rim,2,32-29,,
6:32.0,,,32-29,,Miami full timeout
6:32.0,,,32-29,,D. Wade enters the game for C. Bosh
6:32.0,,,32-29,,H. Whiteside enters the game for J. Winslow
6:32.0,,,32-29,,L. Deng enters the game for B. Udrih
6:22.0,,,32-31,2,D. Wade makes 2-pt shot from 15 ft
5:57.0,D. Williams misses 3-pt shot from 25 ft,,32-31,,
5:56.0,,,32-31,,Defensive rebound by G. Green
5:45.0,,,32-33,2,G. Green makes 2-pt shot from 14 ft
5:37.0,Turnover by J. Calderon (step out of bounds),,32-33,,
5:21.0,,,32-33,,T. Johnson misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by D. Williams,,32-33,,
5:08.0,D. Williams misses 2-pt shot from 19 ft,,32-33,,
5:07.0,,,32-33,,Defensive rebound by G. Green
4:50.0,,,32-33,,D. Wade misses 2-pt shot from 19 ft
4:49.0,Defensive rebound by D. Williams,,32-33,,
4:28.0,Turnover by R. Lopez (traveling),,32-33,,
4:28.0,,,32-33,,G. Dragic enters the game for T. Johnson
4:28.0,L. Thomas enters the game for A. Afflalo,,32-33,,
4:14.0,,,32-35,2,D. Wade makes 2-pt shot from 1 ft
3:58.0,C. Anthony makes 2-pt shot from 21 ft,2,34-35,,
3:36.0,,,34-35,,G. Green misses 2-pt shot from 14 ft
3:35.0,,,34-35,,Offensive rebound by G. Green
3:34.0,Personal foul by D. Williams (drawn by G. Green),,34-35,,
3:26.0,,,34-35,,G. Dragic misses 2-pt shot from 6 ft
3:25.0,,,34-35,,Offensive rebound by D. Wade
3:20.0,,,34-35,,D. Wade misses 2-pt shot from 6 ft
3:19.0,Defensive rebound by J. Calderon,,34-35,,
3:08.0,D. Williams makes 2-pt shot at rim (assist by C. Anthony),2,36-35,,
2:42.0,,,36-35,,L. Deng misses 2-pt shot from 9 ft
2:41.0,Defensive rebound by R. Lopez,,36-35,,
2:32.0,C. Anthony makes 2-pt shot from 16 ft,2,38-35,,
2:13.0,,,38-35,,G. Green misses 3-pt shot from 24 ft
2:12.0,,,38-35,,Offensive rebound by H. Whiteside
2:12.0,,,38-35,,Shooting foul by C. Anthony (drawn by H. Whiteside)
2:12.0,Official timeout,,38-35,,
2:12.0,K. Porzingis enters the game for L. Thomas,,38-35,,
2:12.0,A. Afflalo enters the game for D. Williams,,38-35,,
2:12.0,,,38-35,,C. Bosh enters the game for G. Green
2:12.0,,,38-36,1,H. Whiteside makes free throw 1 of 2
2:12.0,,,38-37,1,H. Whiteside makes free throw 2 of 2
1:48.0,R. Lopez makes 2-pt shot from 8 ft,2,40-37,,
1:31.0,,,40-37,,Turnover by D. Wade (bad pass; steal by C. Anthony)
1:25.0,J. Calderon makes 3-pt shot from 25 ft (assist by C. Anthony),3,43-37,,
1:02.0,,,43-37,,D. Wade misses 2-pt shot from 15 ft
1:01.0,Defensive rebound by C. Anthony,,43-37,,
0:42.0,A. Afflalo makes 2-pt shot from 20 ft,2,45-37,,
0:40.0,,,45-37,,Miami full timeout
0:40.0,L. Thomas enters the game for K. Porzingis,,45-37,,
0:24.0,,,45-39,2,C. Bosh makes 2-pt shot at rim
0:02.0,C. Anthony makes 2-pt shot from 1 ft,2,47-39,,
0:00.0,,,47-39,,L. Deng misses 3-pt shot from 48 ft
0:00.0,,,47-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Shooting foul by L. Deng (drawn by C. Anthony),,47-39,,
11:41.0,C. Anthony misses free throw 1 of 2,,47-39,,
11:41.0,Offensive rebound by Team,,47-39,,
11:41.0,C. Anthony makes free throw 2 of 2,1,48-39,,
11:26.0,,,48-41,2,G. Dragic makes 2-pt shot from 19 ft
11:08.0,K. Porzingis makes 2-pt shot from 12 ft (assist by J. Calderon),2,50-41,,
10:44.0,,,50-41,,Turnover by D. Wade (lost ball)
10:28.0,R. Lopez misses 2-pt shot from 1 ft,,50-41,,
10:27.0,,,50-41,,Defensive rebound by H. Whiteside
10:26.0,Personal foul by R. Lopez (drawn by H. Whiteside),,50-41,,
10:13.0,,,50-41,,D. Wade misses 2-pt shot from 11 ft
10:12.0,Defensive rebound by C. Anthony,,50-41,,
9:59.0,K. Porzingis misses 2-pt shot from 12 ft,,50-41,,
9:58.0,,,50-41,,Defensive rebound by H. Whiteside
9:46.0,,,50-41,,H. Whiteside misses 2-pt shot from 7 ft
9:45.0,Defensive rebound by C. Anthony,,50-41,,
9:39.0,R. Lopez makes 2-pt shot from 1 ft (assist by C. Anthony),2,52-41,,
9:16.0,,,52-41,,Turnover by H. Whiteside (3 sec)
9:01.0,R. Lopez makes 2-pt shot from 9 ft (assist by C. Anthony),2,54-41,,
8:48.0,Personal foul by J. Calderon (drawn by G. Dragic),,54-41,,
8:38.0,,,54-43,2,G. Dragic makes 2-pt shot from 14 ft
8:27.0,Offensive foul by C. Anthony,,54-43,,
8:27.0,Turnover by C. Anthony (offensive foul),,54-43,,
8:13.0,,,54-43,,G. Dragic misses 2-pt shot from 7 ft
8:12.0,,,54-43,,Offensive rebound by H. Whiteside
8:11.0,,,54-45,2,H. Whiteside makes 2-pt shot from 2 ft
7:52.0,Shooting foul by L. Deng (drawn by K. Porzingis),,54-45,,
7:52.0,K. Porzingis makes free throw 1 of 2,1,55-45,,
7:52.0,K. Porzingis makes free throw 2 of 2,1,56-45,,
7:31.0,,,56-45,,D. Wade misses 2-pt shot from 9 ft
7:30.0,Defensive rebound by J. Calderon,,56-45,,
7:15.0,A. Afflalo misses 2-pt shot from 15 ft,,56-45,,
7:14.0,,,56-45,,Defensive rebound by D. Wade
7:07.0,,,56-47,2,C. Bosh makes 2-pt shot from 6 ft (assist by D. Wade)
6:54.0,C. Anthony makes 2-pt shot from 18 ft,2,58-47,,
6:30.0,,,58-49,2,D. Wade makes 2-pt shot from 5 ft
6:30.0,New York full timeout,,58-49,,
6:30.0,,,58-49,,G. Green enters the game for C. Bosh
6:09.0,Shooting foul by D. Wade (drawn by K. Porzingis),,58-49,,
6:09.0,K. Porzingis makes free throw 1 of 2,1,59-49,,
6:09.0,K. Porzingis makes free throw 2 of 2,1,60-49,,
5:56.0,,,60-51,2,G. Dragic makes 2-pt shot from 12 ft
5:41.0,Turnover by Team (5 sec),,60-51,,
5:30.0,,,60-51,,L. Deng misses 2-pt shot from 2 ft (block by K. Porzingis)
5:29.0,Defensive rebound by C. Anthony,,60-51,,
5:24.0,K. Porzingis misses 2-pt shot at rim,,60-51,,
5:23.0,,,60-51,,Defensive rebound by D. Wade
5:19.0,,,60-53,2,L. Deng makes 2-pt shot at rim (assist by D. Wade)
4:58.0,A. Afflalo misses 2-pt shot from 10 ft,,60-53,,
4:57.0,,,60-53,,Defensive rebound by Team
4:45.0,,,60-53,,Turnover by G. Dragic (bad pass)
4:25.0,J. Calderon makes 2-pt shot from 11 ft,2,62-53,,
4:08.0,,,62-53,,D. Wade misses 2-pt shot from 2 ft (block by K. Porzingis)
4:07.0,Defensive rebound by Team,,62-53,,
4:07.0,L. Thomas enters the game for K. Porzingis,,62-53,,
3:45.0,C. Anthony makes 2-pt shot from 17 ft,2,64-53,,
3:45.0,,,64-53,,Miami full timeout
3:45.0,,,64-53,,T. Johnson enters the game for D. Wade
3:29.0,,,64-53,,Shooting foul by L. Thomas (drawn by G. Green)
3:29.0,,,64-54,1,G. Green makes free throw 1 of 2
3:29.0,,,64-55,1,G. Green makes free throw 2 of 2
3:04.0,Turnover by Team (shot clock),,64-55,,
2:51.0,,,64-57,2,G. Dragic makes 2-pt shot from 2 ft
2:35.0,Turnover by L. Thomas (lost ball; steal by G. Green),,64-57,,
2:26.0,,,64-57,,T. Johnson misses 3-pt shot from 24 ft
2:25.0,,,64-57,,Offensive rebound by H. Whiteside
2:24.0,,,64-57,,H. Whiteside misses 2-pt shot from 3 ft (block by L. Thomas)
2:23.0,,,64-57,,Offensive rebound by Team
2:12.0,,,64-57,,G. Dragic misses 2-pt shot from 15 ft
2:11.0,Defensive rebound by L. Thomas,,64-57,,
1:53.0,R. Lopez makes 2-pt shot from 5 ft,2,66-57,,
1:53.0,Shooting foul by H. Whiteside (drawn by R. Lopez),,66-57,,
1:53.0,,,66-57,,J. Winslow enters the game for L. Deng
1:53.0,,,66-57,,C. Bosh enters the game for H. Whiteside
1:53.0,L. Galloway enters the game for A. Afflalo,,66-57,,
1:53.0,R. Lopez makes free throw 1 of 1,1,67-57,,
1:31.0,,,67-57,,C. Bosh misses 2-pt shot from 15 ft
1:31.0,,,67-57,,Offensive rebound by Team
1:31.0,Loose ball foul by L. Thomas (drawn by T. Johnson),,67-57,,
1:31.0,K. Porzingis enters the game for R. Lopez,,67-57,,
1:20.0,,,67-57,,Offensive charge foul by C. Bosh
1:20.0,,,67-57,,Turnover by C. Bosh (offensive foul)
0:59.0,L. Galloway makes 2-pt shot from 3 ft (assist by L. Thomas),2,69-57,,
0:47.0,D. Williams enters the game for C. Anthony,,69-57,,
0:47.0,J. Grant enters the game for J. Calderon,,69-57,,
0:47.0,,,69-57,,B. Udrih enters the game for G. Dragic
0:43.0,,,69-57,,G. Green misses 3-pt shot from 23 ft
0:42.0,Defensive rebound by L. Galloway,,69-57,,
0:30.0,K. Porzingis misses 3-pt shot from 24 ft,,69-57,,
0:30.0,,,69-57,,Defensive rebound by T. Johnson
0:17.0,,,69-59,2,C. Bosh makes 2-pt shot at rim
0:04.0,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Grant),2,71-59,,
0:00.0,,,71-59,,J. Winslow misses 3-pt shot from 23 ft
0:00.0,,,71-59,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,71-59,,C. Bosh misses 3-pt shot from 24 ft
11:44.0,Defensive rebound by D. Williams,,71-59,,
11:32.0,Shooting foul by J. Winslow (drawn by D. Williams),,71-59,,
11:32.0,D. Williams makes free throw 1 of 2,1,72-59,,
11:32.0,D. Williams makes free throw 2 of 2,1,73-59,,
11:18.0,,,73-61,2,C. Bosh makes 2-pt shot from 15 ft (assist by T. Johnson)
10:57.0,K. Porzingis misses 2-pt shot from 15 ft,,73-61,,
10:56.0,,,73-61,,Defensive rebound by B. Udrih
10:44.0,,,73-63,2,C. Bosh makes 2-pt shot from 14 ft (assist by T. Johnson)
10:24.0,,,73-63,,Personal foul by G. Green (drawn by A. Afflalo)
10:10.0,A. Afflalo misses 2-pt shot from 19 ft,,73-63,,
10:09.0,,,73-63,,Defensive rebound by T. Johnson
9:57.0,,,73-65,2,T. Johnson makes 2-pt shot from 1 ft
9:34.0,D. Williams makes 3-pt shot from 25 ft,3,76-65,,
9:09.0,,,76-67,2,C. Bosh makes 2-pt shot from 1 ft
9:09.0,,,76-67,,Shooting foul by K. Porzingis (drawn by C. Bosh)
9:09.0,,,76-67,,C. Bosh misses free throw 1 of 1
9:08.0,Defensive rebound by D. Williams,,76-67,,
8:45.0,A. Afflalo makes 2-pt shot from 16 ft (assist by L. Thomas),2,78-67,,
8:25.0,,,78-67,,J. Winslow misses 2-pt shot from 9 ft
8:24.0,Defensive rebound by A. Afflalo,,78-67,,
8:13.0,Turnover by D. Williams (lost ball; steal by T. Johnson),,78-67,,
8:08.0,,,78-69,2,J. Winslow makes 2-pt shot from 1 ft
7:51.0,D. Williams makes 2-pt shot at rim (assist by L. Thomas),2,80-69,,
7:27.0,,,80-69,,C. Bosh misses 2-pt shot from 14 ft
7:26.0,Defensive rebound by D. Williams,,80-69,,
7:18.0,L. Thomas misses 2-pt shot from 9 ft,,80-69,,
7:16.0,,,80-69,,Defensive rebound by C. Bosh
7:12.0,,,80-69,,G. Green misses 3-pt shot from 25 ft
7:11.0,Defensive rebound by D. Williams,,80-69,,
7:11.0,New York full timeout,,80-69,,
7:11.0,,,80-69,,H. Whiteside enters the game for C. Bosh
7:11.0,,,80-69,,G. Dragic enters the game for G. Green
7:11.0,,,80-69,,D. Wade enters the game for B. Udrih
7:11.0,R. Lopez enters the game for L. Thomas,,80-69,,
7:11.0,J. Calderon enters the game for L. Galloway,,80-69,,
7:11.0,C. Anthony enters the game for D. Williams,,80-69,,
6:54.0,C. Anthony misses 2-pt shot from 5 ft,,80-69,,
6:51.0,Offensive rebound by R. Lopez,,80-69,,
6:48.0,R. Lopez makes 2-pt shot from 2 ft,2,82-69,,
6:36.0,,,82-69,,Turnover by G. Dragic (lost ball; steal by J. Calderon)
6:30.0,J. Calderon makes 2-pt shot from 2 ft,2,84-69,,
6:16.0,,,84-71,2,T. Johnson makes 2-pt shot from 2 ft (assist by D. Wade)
5:55.0,K. Porzingis makes 2-pt shot from 6 ft,2,86-71,,
5:37.0,,,86-73,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
5:21.0,C. Anthony makes 2-pt shot from 16 ft,2,88-73,,
5:16.0,,,88-73,,Miami full timeout
5:16.0,Official timeout,,88-73,,
5:16.0,,,88-73,,C. Bosh enters the game for H. Whiteside
5:16.0,,,88-73,,L. Deng enters the game for T. Johnson
5:06.0,,,88-73,,C. Bosh misses 2-pt shot from 2 ft (block by R. Lopez)
5:05.0,Defensive rebound by K. Porzingis,,88-73,,
4:47.0,R. Lopez misses 2-pt shot from 14 ft,,88-73,,
4:46.0,Offensive rebound by K. Porzingis,,88-73,,
4:44.0,K. Porzingis misses 2-pt shot from 5 ft,,88-73,,
4:43.0,,,88-73,,Defensive rebound by C. Bosh
4:37.0,,,88-73,,Shooting foul by R. Lopez (drawn by L. Deng)
4:37.0,,,88-74,1,L. Deng makes free throw 1 of 2
4:37.0,,,88-75,1,L. Deng makes free throw 2 of 2
4:12.0,C. Anthony makes 2-pt shot from 15 ft,2,90-75,,
3:54.0,,,90-77,2,C. Bosh makes 2-pt shot from 1 ft (assist by D. Wade)
3:54.0,,,90-77,,Shooting foul by K. Porzingis (drawn by C. Bosh)
3:54.0,,,90-78,1,C. Bosh makes free throw 1 of 1
3:38.0,K. Porzingis misses 2-pt shot from 5 ft,,90-78,,
3:37.0,Offensive rebound by R. Lopez,,90-78,,
3:36.0,R. Lopez makes 2-pt shot at rim,2,92-78,,
3:22.0,,,92-81,3,C. Bosh makes 3-pt shot from 24 ft (assist by D. Wade)
3:01.0,Turnover by J. Calderon (lost ball),,92-81,,
3:01.0,,,92-81,,G. Green enters the game for J. Winslow
2:49.0,,,92-81,,C. Bosh misses 3-pt shot from 25 ft
2:48.0,,,92-81,,Offensive rebound by L. Deng
2:30.0,,,92-81,,L. Deng misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by C. Anthony,,92-81,,
2:12.0,,,92-81,,Loose ball foul by D. Wade (drawn by K. Porzingis)
2:12.0,,,92-81,,Miami full timeout
1:58.0,C. Anthony misses 3-pt shot from 25 ft,,92-81,,
1:57.0,,,92-81,,Defensive rebound by L. Deng
1:50.0,,,92-81,,G. Green misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by J. Calderon,,92-81,,
1:25.0,A. Afflalo misses 2-pt shot from 6 ft,,92-81,,
1:24.0,,,92-81,,Defensive rebound by G. Dragic
1:22.0,,,92-81,,Shooting foul by J. Calderon (drawn by G. Dragic)
1:22.0,,,92-82,1,G. Dragic makes free throw 1 of 2
1:22.0,L. Thomas enters the game for R. Lopez,,92-82,,
1:22.0,,,92-83,1,G. Dragic makes free throw 2 of 2
1:15.0,,,92-83,,Personal foul by G. Green (drawn by C. Anthony)
1:15.0,New York full timeout,,92-83,,
1:10.0,New York full timeout,,92-83,,
1:09.0,,,92-83,,Personal foul by G. Green (drawn by C. Anthony)
1:09.0,C. Anthony makes free throw 1 of 2,1,93-83,,
1:09.0,C. Anthony makes free throw 2 of 2,1,94-83,,
0:58.0,,,94-85,2,D. Wade makes 2-pt shot from 2 ft
0:55.0,,,94-85,,Personal foul by L. Deng (drawn by C. Anthony)
0:55.0,C. Anthony makes free throw 1 of 2,1,95-85,,
0:55.0,C. Anthony makes free throw 2 of 2,1,96-85,,
0:55.0,,,96-85,,Miami full timeout
0:50.0,,,96-85,,D. Wade misses 2-pt shot from 2 ft
0:49.0,,,96-85,,Offensive rebound by D. Wade
0:48.0,,,96-87,2,D. Wade makes 2-pt shot at rim
0:44.0,,,96-87,,Personal foul by G. Dragic (drawn by K. Porzingis)
0:44.0,K. Porzingis makes free throw 1 of 2,1,97-87,,
0:44.0,K. Porzingis makes free throw 2 of 2,1,98-87,,
0:44.0,,,98-87,,Miami full timeout
0:41.0,,,98-87,,Turnover by D. Wade (lost ball; steal by C. Anthony)
0:18.0,Turnover by Team (shot clock),,98-87,,
0:09.0,,,98-90,3,G. Green makes 3-pt shot from 24 ft (assist by C. Bosh)
0:00.0,End of 4th quarter,,,,End of 4th quarter
