time,Miami,pts.away,score,pts.home,LA Clippers
4:22.0,,,15-13,2,C. Paul makes 2-pt shot from 12 ft
4:03.0,G. Green misses 2-pt shot from 17 ft,,15-13,,
4:02.0,,,15-13,,Defensive rebound by C. Paul
3:51.0,,,15-15,2,P. Pierce makes 2-pt shot from 8 ft (assist by C. Paul)
3:35.0,J. Winslow misses 2-pt shot from 3 ft,,15-15,,
3:34.0,,,15-15,,Defensive rebound by J. Redick
3:23.0,,,15-15,,C. Paul misses 2-pt shot from 19 ft
3:22.0,Defensive rebound by C. Bosh,,15-15,,
3:16.0,Shooting foul by L. Mbah a Moute (drawn by C. Bosh),,15-15,,
3:16.0,C. Bosh misses free throw 1 of 2,,15-15,,
3:16.0,Offensive rebound by Team,,15-15,,
3:16.0,L. Deng enters the game for J. Winslow,,15-15,,
3:16.0,D. Wade enters the game for B. Udrih,,15-15,,
3:16.0,,,15-15,,A. Rivers enters the game for P. Pierce
3:16.0,,,15-15,,J. Smith enters the game for L. Mbah a Moute
3:16.0,C. Bosh makes free throw 2 of 2,1,16-15,,
3:04.0,,,16-15,,J. Redick misses 3-pt shot from 25 ft
3:04.0,Defensive rebound by T. Johnson,,16-15,,
2:56.0,C. Bosh misses 2-pt shot from 16 ft,,16-15,,
2:55.0,,,16-15,,Defensive rebound by C. Paul
2:49.0,,,16-15,,C. Paul misses 2-pt shot from 1 ft
2:46.0,Defensive rebound by C. Bosh,,16-15,,
2:43.0,,,16-15,,LA Clippers full timeout
2:43.0,,,16-15,,W. Johnson enters the game for J. Redick
2:43.0,,,16-15,,P. Prigioni enters the game for C. Paul
2:43.0,H. Whiteside enters the game for C. Bosh,,16-15,,
2:42.0,Turnover by T. Johnson (bad pass; steal by J. Smith),,16-15,,
2:31.0,Personal foul by G. Green (drawn by A. Rivers),,16-15,,
2:22.0,,,16-15,,Turnover by P. Prigioni (bad pass; steal by G. Green)
2:16.0,L. Deng makes 2-pt shot from 2 ft (assist by G. Green),2,18-15,,
1:56.0,,,18-15,,A. Rivers misses 2-pt shot from 10 ft
1:54.0,Defensive rebound by H. Whiteside,,18-15,,
1:42.0,G. Green makes 3-pt shot from 25 ft (assist by T. Johnson),3,21-15,,
1:21.0,,,21-15,,J. Crawford misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by H. Whiteside,,21-15,,
1:05.0,Turnover by D. Wade (lost ball; steal by P. Prigioni),,21-15,,
1:00.0,,,21-15,,W. Johnson misses 3-pt shot from 26 ft
0:58.0,Defensive rebound by H. Whiteside,,21-15,,
0:58.0,,,21-15,,Personal foul by P. Prigioni (drawn by H. Whiteside)
0:46.0,D. Wade makes 2-pt shot from 2 ft,2,23-15,,
0:31.0,,,23-17,2,W. Johnson makes 2-pt shot from 14 ft (assist by P. Prigioni)
0:06.0,L. Deng misses 3-pt shot from 23 ft,,23-17,,
0:06.0,Offensive rebound by D. Wade,,23-17,,
0:03.0,D. Wade makes 2-pt shot from 2 ft,2,25-17,,
0:01.0,,,25-17,,J. Crawford misses 3-pt shot from 52 ft
0:00.0,,,25-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,25-19,2,A. Rivers makes 2-pt shot from 4 ft (assist by J. Smith)
11:43.0,Turnover by T. Johnson (lost ball; steal by P. Prigioni),,25-19,,
11:35.0,,,25-19,,J. Crawford misses 2-pt shot from 18 ft
11:35.0,Defensive rebound by H. Whiteside,,25-19,,
11:19.0,Shooting foul by J. Smith (drawn by D. Wade),,25-19,,
11:19.0,D. Wade misses free throw 1 of 2,,25-19,,
11:19.0,Offensive rebound by Team,,25-19,,
11:19.0,D. Wade makes free throw 2 of 2,1,26-19,,
10:58.0,,,26-19,,J. Smith misses 2-pt shot from 5 ft
10:56.0,Defensive rebound by D. Wade,,26-19,,
10:50.0,G. Green makes 3-pt shot from 24 ft (assist by T. Johnson),3,29-19,,
10:36.0,,,29-19,,J. Smith misses 2-pt shot from 5 ft
10:34.0,Defensive rebound by D. Wade,,29-19,,
10:28.0,H. Whiteside misses 2-pt shot from 3 ft (block by J. Smith),,29-19,,
10:24.0,,,29-19,,Defensive rebound by W. Johnson
10:23.0,Technical foul by Team,,29-19,,
10:23.0,,,29-20,1,J. Crawford makes technical free throw
10:23.0,,,29-20,,L. Stephenson enters the game for W. Johnson
10:23.0,,,29-20,,C. Aldrich enters the game for J. Smith
10:16.0,,,29-20,,A. Rivers misses 2-pt shot from 13 ft
10:14.0,Defensive rebound by L. Deng,,29-20,,
10:11.0,Turnover by D. Wade (lost ball; steal by P. Prigioni),,29-20,,
10:09.0,Personal take foul by L. Deng (drawn by P. Prigioni),,29-20,,
10:00.0,,,29-20,,J. Crawford misses 2-pt shot from 14 ft
9:58.0,Defensive rebound by H. Whiteside,,29-20,,
9:47.0,G. Green makes 2-pt shot from 19 ft (assist by D. Wade),2,31-20,,
9:35.0,,,31-20,,C. Aldrich misses 2-pt shot from 5 ft
9:34.0,Defensive rebound by T. Johnson,,31-20,,
9:18.0,G. Green misses 2-pt shot from 18 ft,,31-20,,
9:16.0,,,31-20,,Defensive rebound by J. Crawford
9:02.0,,,31-22,2,J. Crawford makes 2-pt shot from 6 ft
8:37.0,Shooting foul by A. Rivers (drawn by D. Wade),,31-22,,
8:37.0,D. Wade makes 2-pt shot from 5 ft,2,33-22,,
8:37.0,Official timeout,,33-22,,
8:37.0,,,33-22,,C. Paul enters the game for A. Rivers
8:37.0,,,33-22,,J. Redick enters the game for P. Prigioni
8:37.0,B. Udrih enters the game for G. Green,,33-22,,
8:37.0,D. Wade misses free throw 1 of 1,,33-22,,
8:36.0,Offensive rebound by L. Deng,,33-22,,
8:30.0,D. Wade misses 2-pt shot from 11 ft,,33-22,,
8:28.0,,,33-22,,Defensive rebound by C. Aldrich
8:15.0,,,33-22,,C. Aldrich misses 2-pt shot from 7 ft
8:12.0,,,33-22,,Offensive rebound by L. Stephenson
8:12.0,,,33-24,2,L. Stephenson makes 2-pt shot from 2 ft
8:01.0,,,33-24,,Personal foul by J. Crawford (drawn by L. Deng)
7:51.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,35-24,,
7:28.0,,,35-27,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
7:09.0,D. Wade makes 2-pt shot from 18 ft (assist by L. Deng),2,37-27,,
6:54.0,Personal foul by T. Johnson (drawn by J. Redick),,37-27,,
6:54.0,C. Bosh enters the game for L. Deng,,37-27,,
6:54.0,G. Green enters the game for D. Wade,,37-27,,
6:54.0,,,37-27,,P. Pierce enters the game for J. Crawford
6:54.0,,,37-27,,L. Mbah a Moute enters the game for L. Stephenson
6:54.0,J. Winslow enters the game for T. Johnson,,37-27,,
6:46.0,,,37-27,,C. Paul misses 2-pt shot from 14 ft
6:44.0,Defensive rebound by H. Whiteside,,37-27,,
6:30.0,G. Green makes 3-pt shot from 25 ft (assist by B. Udrih),3,40-27,,
6:21.0,,,40-27,,LA Clippers full timeout
6:07.0,,,40-29,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
5:48.0,B. Udrih makes 2-pt shot from 14 ft (assist by C. Bosh),2,42-29,,
5:29.0,,,42-29,,J. Redick misses 3-pt shot from 23 ft
5:28.0,Defensive rebound by C. Bosh,,42-29,,
5:15.0,J. Winslow makes 2-pt shot from 2 ft (assist by H. Whiteside),2,44-29,,
5:01.0,,,44-31,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Aldrich)
4:42.0,B. Udrih makes 3-pt shot from 28 ft (assist by C. Bosh),3,47-31,,
4:23.0,,,47-34,3,P. Pierce makes 3-pt shot from 22 ft (assist by J. Redick)
4:22.0,Miami full timeout,,47-34,,
4:06.0,G. Green misses 2-pt shot at rim,,47-34,,
4:04.0,,,47-34,,Defensive rebound by P. Pierce
3:58.0,,,47-34,,P. Pierce misses 3-pt shot from 25 ft
3:57.0,Defensive rebound by H. Whiteside,,47-34,,
3:52.0,G. Green misses 3-pt shot from 24 ft,,47-34,,
3:49.0,,,47-34,,Defensive rebound by L. Mbah a Moute
3:27.0,,,47-36,2,P. Pierce makes 2-pt shot from 11 ft (assist by J. Redick)
3:09.0,H. Whiteside makes 2-pt shot at rim,2,49-36,,
2:55.0,,,49-39,3,P. Pierce makes 3-pt shot from 25 ft (assist by C. Paul)
2:42.0,C. Bosh makes 2-pt shot from 18 ft (assist by B. Udrih),2,51-39,,
2:21.0,,,51-39,,C. Paul misses 2-pt shot from 15 ft
2:19.0,Defensive rebound by C. Bosh,,51-39,,
2:07.0,J. Winslow misses 3-pt shot from 24 ft,,51-39,,
2:06.0,,,51-39,,Defensive rebound by L. Mbah a Moute
1:53.0,,,51-41,2,C. Aldrich makes 2-pt shot from 4 ft (assist by C. Paul)
1:53.0,,,51-41,,Shooting foul by H. Whiteside (drawn by C. Aldrich)
1:53.0,L. Deng enters the game for H. Whiteside,,51-41,,
1:53.0,D. Wade enters the game for J. Winslow,,51-41,,
1:53.0,,,51-41,,C. Aldrich misses free throw 1 of 1
1:52.0,Defensive rebound by C. Bosh,,51-41,,
1:38.0,G. Green misses 3-pt shot from 25 ft,,51-41,,
1:38.0,Offensive rebound by Team,,51-41,,
1:38.0,,,51-41,,Loose ball foul by P. Pierce (drawn by L. Deng)
1:38.0,,,51-41,,W. Johnson enters the game for C. Aldrich
1:36.0,Turnover by D. Wade (bad pass; steal by C. Paul),,51-41,,
1:30.0,,,51-41,,W. Johnson misses 3-pt shot from 24 ft
1:26.0,,,51-41,,Offensive rebound by P. Pierce
1:09.0,,,51-41,,C. Paul misses 2-pt shot from 17 ft
1:07.0,Defensive rebound by L. Deng,,51-41,,
0:59.0,Offensive foul by D. Wade,,51-41,,
0:59.0,Turnover by D. Wade (offensive foul),,51-41,,
0:46.0,,,51-41,,J. Redick misses 2-pt shot from 2 ft
0:45.0,Defensive rebound by C. Bosh,,51-41,,
0:41.0,,,51-41,,Shooting block foul by W. Johnson (drawn by D. Wade)
0:41.0,D. Wade makes free throw 1 of 2,1,52-41,,
0:41.0,,,52-41,,J. Crawford enters the game for P. Pierce
0:41.0,H. Whiteside enters the game for G. Green,,52-41,,
0:41.0,,,52-41,,LA Clippers full timeout
0:41.0,D. Wade misses free throw 2 of 2,,52-41,,
0:41.0,,,52-41,,Defensive rebound by L. Mbah a Moute
0:32.0,,,52-43,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul)
0:26.0,Miami full timeout,,52-43,,
0:26.0,G. Green enters the game for B. Udrih,,52-43,,
0:26.0,,,52-43,,A. Rivers enters the game for J. Crawford
0:26.0,,,52-43,,J. Smith enters the game for W. Johnson
0:07.0,Turnover by Team (shot clock),,52-43,,
0:07.0,,,52-43,,J. Crawford enters the game for L. Mbah a Moute
0:07.0,T. Johnson enters the game for H. Whiteside,,52-43,,
0:01.0,,,52-45,2,C. Paul makes 2-pt shot from 12 ft
0:00.0,G. Green misses 3-pt shot from 25 ft,,52-45,,
0:00.0,Offensive rebound by Team,,52-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,52-47,2,J. Redick makes 2-pt shot from 13 ft (assist by C. Aldrich)
11:17.0,L. Deng misses 3-pt shot from 26 ft,,52-47,,
11:16.0,,,52-47,,Defensive rebound by L. Mbah a Moute
10:58.0,,,52-47,,Shooting foul by C. Bosh (drawn by C. Aldrich)
10:58.0,,,52-48,1,C. Aldrich makes free throw 1 of 2
10:58.0,,,52-49,1,C. Aldrich makes free throw 2 of 2
10:39.0,J. Winslow misses 3-pt shot from 25 ft,,52-49,,
10:39.0,,,52-49,,Defensive rebound by P. Pierce
10:31.0,,,52-51,2,C. Aldrich makes 2-pt shot at rim (assist by C. Paul)
10:13.0,,,52-51,,Personal foul by P. Pierce (drawn by L. Deng)
10:13.0,G. Green enters the game for J. Winslow,,52-51,,
10:02.0,B. Udrih misses 2-pt shot from 20 ft,,52-51,,
10:01.0,,,52-51,,Defensive rebound by C. Paul
9:52.0,,,52-51,,C. Aldrich misses 2-pt shot from 1 ft (block by L. Deng)
9:50.0,,,52-51,,Offensive rebound by C. Aldrich
9:49.0,,,52-53,2,C. Aldrich makes 2-pt shot from 4 ft
9:49.0,Miami full timeout,,52-53,,
9:38.0,Jump ball: C. Aldrich vs. C. Bosh (D. Wade gains possession),,,,Jump ball: C. Aldrich vs. C. Bosh (D. Wade gains possession)
9:29.0,D. Wade misses 2-pt shot from 11 ft,,52-53,,
9:27.0,,,52-53,,Defensive rebound by P. Pierce
9:12.0,,,52-56,3,C. Paul makes 3-pt shot from 24 ft (assist by L. Mbah a Moute)
8:56.0,C. Bosh misses 2-pt shot from 19 ft,,52-56,,
8:55.0,,,52-56,,Defensive rebound by P. Pierce
8:48.0,,,52-56,,Shooting foul by B. Udrih (drawn by C. Aldrich)
8:48.0,,,52-57,1,C. Aldrich makes free throw 1 of 2
8:48.0,,,52-58,1,C. Aldrich makes free throw 2 of 2
8:31.0,L. Deng makes 3-pt shot from 24 ft (assist by D. Wade),3,55-58,,
8:13.0,,,55-61,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Aldrich)
7:51.0,L. Deng makes 2-pt shot from 3 ft (assist by D. Wade),2,57-61,,
7:35.0,,,57-64,3,P. Pierce makes 3-pt shot from 26 ft (assist by C. Paul)
7:16.0,C. Bosh misses 3-pt shot from 25 ft,,57-64,,
7:16.0,,,57-64,,Defensive rebound by P. Pierce
7:08.0,,,57-66,2,C. Paul makes 2-pt shot from 11 ft
7:08.0,Miami full timeout,,57-66,,
7:08.0,H. Whiteside enters the game for L. Deng,,57-66,,
6:51.0,C. Bosh misses 2-pt shot from 5 ft (block by L. Mbah a Moute),,57-66,,
6:49.0,,,57-66,,Defensive rebound by P. Pierce
6:44.0,,,57-66,,Shooting foul by H. Whiteside (drawn by C. Aldrich)
6:44.0,,,57-66,,C. Aldrich misses free throw 1 of 2
6:44.0,,,57-66,,Offensive rebound by Team
6:44.0,T. Johnson enters the game for B. Udrih,,57-66,,
6:44.0,,,57-67,1,C. Aldrich makes free throw 2 of 2
6:37.0,,,57-67,,Personal foul by L. Mbah a Moute (drawn by C. Bosh)
6:27.0,H. Whiteside misses 2-pt shot from 5 ft,,57-67,,
6:26.0,,,57-67,,Defensive rebound by C. Aldrich
6:15.0,,,57-67,,C. Aldrich misses 2-pt shot from 2 ft
6:14.0,,,57-67,,Offensive rebound by C. Aldrich
6:11.0,,,57-69,2,C. Aldrich makes 2-pt shot from 4 ft
5:56.0,G. Green makes 3-pt shot from 23 ft (assist by T. Johnson),3,60-69,,
5:34.0,,,60-69,,P. Pierce misses 3-pt shot from 25 ft
5:34.0,Defensive rebound by T. Johnson,,60-69,,
5:26.0,,,60-69,,Personal foul by P. Pierce (drawn by H. Whiteside)
5:26.0,,,60-69,,J. Crawford enters the game for P. Pierce
5:14.0,G. Green makes 2-pt shot from 12 ft (assist by C. Bosh),2,62-69,,
4:58.0,,,62-69,,C. Paul misses 2-pt shot from 1 ft (block by T. Johnson)
4:56.0,,,62-69,,Offensive rebound by C. Aldrich
4:53.0,,,62-71,2,C. Aldrich makes 2-pt shot from 5 ft (assist by C. Paul)
4:40.0,Shooting foul by J. Redick (drawn by H. Whiteside),,62-71,,
4:40.0,H. Whiteside misses free throw 1 of 2,,62-71,,
4:40.0,Offensive rebound by Team,,62-71,,
4:40.0,L. Deng enters the game for C. Bosh,,62-71,,
4:40.0,,,62-71,,W. Johnson enters the game for J. Redick
4:40.0,H. Whiteside makes free throw 2 of 2,1,63-71,,
4:23.0,,,63-71,,L. Mbah a Moute misses 2-pt shot from 1 ft (block by H. Whiteside)
4:22.0,Defensive rebound by H. Whiteside,,63-71,,
4:08.0,T. Johnson misses 3-pt shot from 27 ft,,63-71,,
4:08.0,,,63-71,,Defensive rebound by J. Crawford
4:00.0,Personal foul by T. Johnson (drawn by C. Paul),,63-71,,
4:00.0,,,63-71,,A. Rivers enters the game for L. Mbah a Moute
3:55.0,Personal foul by T. Johnson (drawn by C. Paul),,63-71,,
3:55.0,,,63-72,1,C. Paul makes free throw 1 of 2
3:55.0,,,63-72,,C. Paul misses free throw 2 of 2
3:54.0,,,63-72,,Offensive rebound by C. Aldrich
3:51.0,,,63-72,,C. Aldrich misses 2-pt shot from 2 ft (block by H. Whiteside)
3:50.0,,,63-72,,Offensive rebound by Team
3:35.0,,,63-72,,C. Paul misses 2-pt shot from 15 ft
3:34.0,Defensive rebound by D. Wade,,63-72,,
3:26.0,D. Wade makes 2-pt shot from 3 ft,2,65-72,,
3:18.0,,,65-72,,LA Clippers full timeout
3:11.0,,,65-72,,Turnover by C. Aldrich (bad pass; steal by H. Whiteside)
3:10.0,,,65-72,,Clear path foul by A. Rivers
3:10.0,G. Green makes clear path free throw 1 of 2,1,66-72,,
3:10.0,G. Green misses clear path free throw 2 of 2,,66-72,,
3:10.0,Offensive rebound by Team,,66-72,,
2:59.0,Turnover by T. Johnson (bad pass; steal by C. Paul),,66-72,,
2:48.0,,,66-72,,Shooting foul by H. Whiteside (drawn by J. Crawford)
2:48.0,,,66-73,1,J. Crawford makes free throw 1 of 2
2:48.0,,,66-74,1,J. Crawford makes free throw 2 of 2
2:32.0,Shooting foul by C. Paul (drawn by H. Whiteside),,66-74,,
2:32.0,H. Whiteside makes free throw 1 of 2,1,67-74,,
2:32.0,,,67-74,,J. Smith enters the game for C. Aldrich
2:32.0,,,67-74,,P. Prigioni enters the game for C. Paul
2:32.0,H. Whiteside makes free throw 2 of 2,1,68-74,,
2:18.0,,,68-76,2,J. Smith makes 2-pt shot from 8 ft (assist by J. Crawford)
2:06.0,Turnover by D. Wade (lost ball),,68-76,,
1:53.0,,,68-76,,J. Crawford misses 2-pt shot from 15 ft
1:51.0,Defensive rebound by H. Whiteside,,68-76,,
1:42.0,Turnover by D. Wade (lost ball; steal by W. Johnson),,68-76,,
1:27.0,,,68-79,3,J. Crawford makes 3-pt shot from 26 ft (assist by P. Prigioni)
1:19.0,Turnover by H. Whiteside (bad pass; steal by P. Prigioni),,68-79,,
1:10.0,,,68-79,,J. Crawford misses 3-pt shot from 22 ft
1:09.0,Defensive rebound by G. Green,,68-79,,
1:00.0,Turnover by T. Johnson (bad pass; steal by P. Prigioni),,68-79,,
0:42.0,,,68-79,,A. Rivers misses 2-pt shot from 1 ft (block by H. Whiteside)
0:41.0,Defensive rebound by D. Wade,,68-79,,
0:38.0,Turnover by D. Wade (lost ball; steal by P. Prigioni),,68-79,,
0:29.0,,,68-79,,Turnover by W. Johnson (bad pass; steal by L. Deng)
0:24.0,D. Wade misses 2-pt shot from 2 ft,,68-79,,
0:24.0,Offensive rebound by D. Wade,,68-79,,
0:24.0,Shooting foul by J. Crawford (drawn by D. Wade),,68-79,,
0:24.0,D. Wade makes free throw 1 of 2,1,69-79,,
0:24.0,D. Wade misses free throw 2 of 2,,69-79,,
0:23.0,,,69-79,,Defensive rebound by J. Crawford
0:02.0,,,69-79,,J. Crawford misses 2-pt shot from 20 ft
0:01.0,Defensive rebound by L. Deng,,69-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,T. Johnson misses 2-pt shot from 3 ft (block by W. Johnson),,69-79,,
11:33.0,,,69-79,,Defensive rebound by J. Smith
11:21.0,,,69-81,2,J. Crawford makes 2-pt shot at rim
11:00.0,G. Green misses 3-pt shot from 27 ft,,69-81,,
11:00.0,Offensive rebound by Team,,69-81,,
11:00.0,,,69-81,,Loose ball foul by W. Johnson (drawn by C. Bosh)
10:59.0,Turnover by B. Udrih (bad pass; steal by J. Smith),,69-81,,
10:54.0,,,69-83,2,J. Smith makes 2-pt shot at rim
10:40.0,C. Bosh misses 3-pt shot from 24 ft,,69-83,,
10:39.0,,,69-83,,Defensive rebound by P. Prigioni
10:32.0,Personal block foul by T. Johnson (drawn by J. Crawford),,69-83,,
10:27.0,Inbound foul by G. Green,,69-83,,
10:27.0,,,69-84,1,A. Rivers makes free throw 1 of 2
10:27.0,,,69-85,1,A. Rivers makes free throw 2 of 2
10:27.0,Miami full timeout,,69-85,,
10:27.0,L. Deng enters the game for T. Johnson,,69-85,,
10:13.0,B. Udrih misses 2-pt shot from 16 ft,,69-85,,
10:11.0,,,69-85,,Defensive rebound by P. Prigioni
9:57.0,,,69-85,,J. Smith misses 2-pt shot from 19 ft
9:56.0,Defensive rebound by L. Deng,,69-85,,
9:47.0,,,69-85,,Personal foul by W. Johnson (drawn by C. Bosh)
9:47.0,Offensive foul by H. Whiteside,,69-85,,
9:47.0,Turnover by H. Whiteside (offensive foul),,69-85,,
9:35.0,,,69-87,2,A. Rivers makes 2-pt shot from 1 ft
9:28.0,Turnover by G. Green (bad pass; steal by P. Prigioni),,69-87,,
9:23.0,,,69-87,,J. Crawford misses 2-pt shot from 1 ft
9:21.0,Defensive rebound by C. Bosh,,69-87,,
9:19.0,Shooting foul by J. Smith (drawn by H. Whiteside),,69-87,,
9:19.0,H. Whiteside misses free throw 1 of 2,,69-87,,
9:19.0,Offensive rebound by Team,,69-87,,
9:19.0,T. Johnson enters the game for G. Green,,69-87,,
9:19.0,H. Whiteside makes free throw 2 of 2,1,70-87,,
9:09.0,,,70-87,,Turnover by Team (back court)
9:09.0,,,70-87,,Violation by Team (delay of game)
8:56.0,H. Whiteside makes 2-pt shot at rim (assist by C. Bosh),2,72-87,,
8:39.0,,,72-87,,J. Crawford misses 2-pt shot from 18 ft
8:39.0,Defensive rebound by H. Whiteside,,72-87,,
8:37.0,Turnover by H. Whiteside (bad pass; steal by J. Smith),,72-87,,
8:21.0,,,72-87,,J. Smith misses 3-pt shot from 26 ft
8:20.0,,,72-87,,Offensive rebound by W. Johnson
8:05.0,,,72-87,,J. Smith misses 2-pt shot from 6 ft
8:03.0,,,72-87,,Offensive rebound by W. Johnson
7:51.0,,,72-87,,Shooting foul by L. Deng (drawn by J. Crawford)
7:51.0,,,72-88,1,J. Crawford makes free throw 1 of 2
7:51.0,,,72-89,1,J. Crawford makes free throw 2 of 2
7:43.0,,,72-89,,Personal foul by A. Rivers (drawn by T. Johnson)
7:34.0,B. Udrih misses 2-pt shot from 18 ft,,72-89,,
7:34.0,,,72-89,,Defensive rebound by J. Smith
7:24.0,,,72-89,,J. Crawford misses 2-pt shot from 19 ft
7:22.0,Defensive rebound by C. Bosh,,72-89,,
7:08.0,Turnover by H. Whiteside (3 sec),,72-89,,
6:52.0,,,72-89,,J. Smith misses 2-pt shot from 20 ft
6:52.0,Defensive rebound by H. Whiteside,,72-89,,
6:36.0,T. Johnson makes 3-pt shot from 25 ft (assist by C. Bosh),3,75-89,,
6:15.0,,,75-91,2,P. Prigioni makes 2-pt shot from 11 ft
5:57.0,Turnover by H. Whiteside (lost ball; steal by P. Prigioni),,75-91,,
5:46.0,,,75-94,3,J. Crawford makes 3-pt shot from 22 ft (assist by A. Rivers)
5:45.0,Miami full timeout,,75-94,,
5:45.0,,,75-94,,C. Paul enters the game for P. Prigioni
5:45.0,D. Wade enters the game for B. Udrih,,75-94,,
5:45.0,G. Green enters the game for H. Whiteside,,75-94,,
5:30.0,Shooting foul by J. Smith (drawn by C. Bosh),,75-94,,
