time,Golden State,pts.away,score,pts.home,Minnesota
6:12.0,,,22-12,,Defensive rebound by Z. LaVine
6:04.0,,,22-12,,Z. LaVine misses 2-pt shot from 21 ft
6:03.0,Defensive rebound by H. Barnes,,22-12,,
5:58.0,K. Thompson misses 3-pt shot from 25 ft,,22-12,,
5:57.0,,,22-12,,Defensive rebound by K. Towns
5:51.0,,,22-12,,A. Wiggins misses 2-pt shot from 2 ft
5:50.0,,,22-12,,Offensive rebound by T. Prince
5:47.0,,,22-14,2,T. Prince makes 2-pt shot from 5 ft
5:29.0,F. Ezeli makes 2-pt shot at rim (assist by D. Green),2,24-14,,
5:11.0,,,24-16,2,K. Towns makes 2-pt shot from 5 ft (assist by N. Bjelica)
5:04.0,,,24-16,,Personal foul by N. Bjelica (drawn by S. Curry)
5:04.0,A. Bogut enters the game for F. Ezeli,,24-16,,
5:04.0,A. Iguodala enters the game for H. Barnes,,24-16,,
5:04.0,,,24-16,,K. Martin enters the game for T. Prince
5:00.0,K. Thompson misses 3-pt shot from 25 ft,,24-16,,
4:59.0,,,24-16,,Defensive rebound by K. Martin
4:49.0,,,24-16,,Z. LaVine misses 2-pt shot from 16 ft
4:48.0,Defensive rebound by A. Iguodala,,24-16,,
4:37.0,Shooting foul by K. Towns (drawn by S. Curry),,24-16,,
4:37.0,S. Curry makes free throw 1 of 2,1,25-16,,
4:37.0,S. Curry makes free throw 2 of 2,1,26-16,,
4:16.0,,,26-16,,Shooting foul by A. Bogut (drawn by N. Bjelica)
4:16.0,,,26-17,1,N. Bjelica makes free throw 1 of 2
4:16.0,,,26-17,,N. Bjelica misses free throw 2 of 2
4:16.0,Defensive rebound by A. Bogut,,26-17,,
4:06.0,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson),2,28-17,,
3:46.0,,,28-17,,A. Wiggins misses 2-pt shot from 17 ft
3:45.0,Defensive rebound by D. Green,,28-17,,
3:38.0,S. Curry makes 2-pt shot from 17 ft,2,30-17,,
3:12.0,Jump ball: A. Bogut vs. K. Towns (S. Curry gains possession),,,,Jump ball: A. Bogut vs. K. Towns (S. Curry gains possession)
3:12.0,,,30-17,,Turnover by K. Towns (lost ball; steal by A. Bogut)
3:02.0,A. Iguodala makes 3-pt shot from 22 ft (assist by D. Green),3,33-17,,
2:55.0,,,33-17,,Minnesota full timeout
2:55.0,Golden State full timeout,,33-17,,
2:55.0,,,33-17,,A. Miller enters the game for Z. LaVine
2:55.0,H. Barnes enters the game for K. Thompson,,33-17,,
2:55.0,S. Livingston enters the game for D. Green,,33-17,,
2:37.0,,,33-17,,K. Martin misses 2-pt shot from 12 ft
2:35.0,,,33-17,,Offensive rebound by K. Towns
2:33.0,,,33-19,2,K. Towns makes 2-pt shot from 1 ft
2:13.0,S. Curry misses 3-pt shot from 23 ft,,33-19,,
2:12.0,,,33-19,,Defensive rebound by K. Towns
2:04.0,,,33-21,2,K. Towns makes 2-pt shot from 16 ft (assist by K. Martin)
2:02.0,,,33-21,,Personal foul by A. Wiggins (drawn by S. Curry)
2:02.0,,,33-21,,G. Dieng enters the game for K. Towns
1:50.0,S. Curry makes 2-pt shot at rim (assist by A. Bogut),2,35-21,,
1:37.0,,,35-23,2,A. Wiggins makes 2-pt shot from 4 ft
1:27.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,37-23,,
1:01.0,,,37-25,2,G. Dieng makes 2-pt shot from 19 ft (assist by K. Martin)
0:54.0,S. Curry misses 2-pt shot from 6 ft,,37-25,,
0:52.0,,,37-25,,Defensive rebound by Team
0:52.0,,,37-25,,S. Muhammad enters the game for A. Wiggins
0:42.0,,,37-27,2,G. Dieng makes 2-pt shot from 17 ft (assist by K. Martin)
0:32.0,H. Barnes misses 3-pt shot from 23 ft,,37-27,,
0:30.0,Offensive rebound by A. Bogut,,37-27,,
0:13.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala),3,40-27,,
0:02.0,,,40-27,,A. Miller misses 2-pt shot at rim (block by A. Bogut)
0:01.0,,,40-27,,Offensive rebound by Team
0:00.0,,,40-27,,Turnover by A. Miller (bad pass; steal by A. Iguodala)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,40-27,,K. Martin misses 2-pt shot from 12 ft
11:47.0,Defensive rebound by I. Clark,,40-27,,
11:32.0,I. Clark makes 3-pt shot from 25 ft (assist by A. Iguodala),3,43-27,,
11:17.0,Personal foul by I. Clark (drawn by S. Muhammad),,43-27,,
11:04.0,,,43-27,,G. Dieng misses 2-pt shot from 4 ft (block by A. Bogut)
11:03.0,,,43-27,,Offensive rebound by A. Miller
11:03.0,,,43-27,,Shooting foul by I. Clark (drawn by A. Miller)
11:03.0,,,43-27,,A. Miller misses free throw 1 of 2
11:03.0,,,43-27,,Offensive rebound by Team
11:03.0,,,43-28,1,A. Miller makes free throw 2 of 2
10:49.0,I. Clark misses 2-pt shot from 1 ft (block by G. Dieng),,43-28,,
10:49.0,Offensive rebound by Team,,43-28,,
10:47.0,I. Clark makes 3-pt shot from 25 ft (assist by S. Livingston),3,46-28,,
10:34.0,,,46-30,2,A. Miller makes 2-pt shot from 1 ft (assist by K. Martin)
10:12.0,H. Barnes makes 2-pt shot from 6 ft (assist by I. Clark),2,48-30,,
10:04.0,,,48-30,,Shooting foul by A. Bogut (drawn by K. Martin)
10:04.0,,,48-31,1,K. Martin makes free throw 1 of 2
10:04.0,,,48-32,1,K. Martin makes free throw 2 of 2
9:48.0,I. Clark misses 3-pt shot from 25 ft,,48-32,,
9:47.0,Offensive rebound by H. Barnes,,48-32,,
9:34.0,A. Iguodala misses 2-pt shot from 17 ft,,48-32,,
9:33.0,,,48-32,,Defensive rebound by K. Martin
9:28.0,,,48-32,,K. Martin misses 2-pt shot from 1 ft
9:27.0,,,48-32,,Offensive rebound by K. Martin
9:26.0,,,48-32,,Shooting foul by A. Iguodala (drawn by K. Martin)
9:26.0,,,48-33,1,K. Martin makes free throw 1 of 2
9:26.0,,,48-34,1,K. Martin makes free throw 2 of 2
9:15.0,Turnover by A. Bogut (bad pass; steal by G. Dieng),,48-34,,
9:03.0,,,48-36,2,S. Muhammad makes 2-pt shot from 20 ft (assist by A. Miller)
8:48.0,S. Livingston misses 2-pt shot from 12 ft,,48-36,,
8:47.0,,,48-36,,Defensive rebound by N. Bjelica
8:30.0,,,48-36,,K. Martin misses 2-pt shot from 14 ft
8:28.0,,,48-36,,Offensive rebound by N. Bjelica
8:28.0,,,48-36,,N. Bjelica misses 2-pt shot from 1 ft
8:27.0,,,48-36,,Offensive rebound by S. Muhammad
8:27.0,,,48-38,2,S. Muhammad makes 2-pt shot at rim
8:20.0,Golden State full timeout,,48-38,,
8:20.0,J. McAdoo enters the game for A. Bogut,,48-38,,
8:20.0,K. Thompson enters the game for I. Clark,,48-38,,
8:07.0,Turnover by H. Barnes (traveling),,48-38,,
7:55.0,,,48-38,,Shooting foul by A. Iguodala (drawn by S. Muhammad)
7:55.0,,,48-39,1,S. Muhammad makes free throw 1 of 2
7:55.0,,,48-40,1,S. Muhammad makes free throw 2 of 2
7:43.0,K. Thompson misses 2-pt shot from 5 ft,,48-40,,
7:41.0,,,48-40,,Defensive rebound by G. Dieng
7:38.0,,,48-42,2,S. Muhammad makes 2-pt shot at rim (assist by A. Miller)
7:17.0,S. Livingston makes 2-pt shot from 12 ft,2,50-42,,
7:07.0,Personal foul by H. Barnes (drawn by S. Muhammad),,50-42,,
7:07.0,,,50-42,,S. Muhammad misses free throw 1 of 2
7:07.0,,,50-42,,Offensive rebound by Team
7:07.0,D. Green enters the game for H. Barnes,,50-42,,
7:07.0,S. Curry enters the game for A. Iguodala,,50-42,,
7:07.0,,,50-42,,Z. LaVine enters the game for A. Miller
7:07.0,,,50-43,1,S. Muhammad makes free throw 2 of 2
6:56.0,D. Green makes 2-pt shot from 18 ft,2,52-43,,
6:31.0,,,52-43,,G. Dieng misses 2-pt shot at rim
6:30.0,Defensive rebound by S. Curry,,52-43,,
6:22.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,54-43,,
6:13.0,,,54-45,2,S. Muhammad makes 2-pt shot from 21 ft
6:04.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,57-45,,
5:55.0,,,57-45,,Minnesota full timeout
5:55.0,A. Iguodala enters the game for J. McAdoo,,57-45,,
5:55.0,F. Ezeli enters the game for S. Livingston,,57-45,,
5:55.0,,,57-45,,K. Towns enters the game for G. Dieng
5:55.0,,,57-45,,A. Wiggins enters the game for S. Muhammad
5:46.0,,,57-45,,K. Towns misses 2-pt shot from 7 ft
5:45.0,Defensive rebound by D. Green,,57-45,,
5:40.0,F. Ezeli makes 2-pt shot at rim (assist by D. Green),2,59-45,,
5:18.0,,,59-45,,Z. LaVine misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by K. Thompson,,59-45,,
5:00.0,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala),3,62-45,,
4:46.0,,,62-48,3,A. Wiggins makes 3-pt shot from 23 ft (assist by Z. LaVine)
4:29.0,K. Thompson misses 3-pt shot from 26 ft,,62-48,,
4:28.0,,,62-48,,Defensive rebound by K. Towns
4:22.0,Shooting block foul by S. Curry (drawn by Z. LaVine),,62-48,,
4:22.0,,,62-49,1,Z. LaVine makes free throw 1 of 2
4:22.0,,,62-49,,S. Muhammad enters the game for K. Martin
4:22.0,,,62-50,1,Z. LaVine makes free throw 2 of 2
4:13.0,S. Curry misses 3-pt shot from 27 ft,,62-50,,
4:12.0,,,62-50,,Defensive rebound by S. Muhammad
4:08.0,,,62-52,2,S. Muhammad makes 2-pt shot from 1 ft
3:51.0,F. Ezeli makes 2-pt shot at rim (assist by S. Curry),2,64-52,,
3:30.0,,,64-52,,N. Bjelica misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by A. Iguodala,,64-52,,
3:25.0,S. Curry makes 2-pt shot from 11 ft (assist by D. Green),2,66-52,,
3:12.0,,,66-52,,Shooting foul by F. Ezeli (drawn by A. Wiggins)
3:12.0,,,66-53,1,A. Wiggins makes free throw 1 of 2
3:12.0,,,66-53,,A. Wiggins misses free throw 2 of 2
3:11.0,Defensive rebound by A. Iguodala,,66-53,,
3:03.0,D. Green makes 3-pt shot from 25 ft (assist by A. Iguodala),3,69-53,,
2:43.0,,,69-53,,Z. LaVine misses 2-pt shot from 2 ft (block by K. Thompson)
2:42.0,Defensive rebound by S. Curry,,69-53,,
2:36.0,Turnover by D. Green (lost ball; steal by K. Towns),,69-53,,
2:33.0,,,69-53,,Turnover by K. Towns (bad pass)
2:33.0,Golden State full timeout,,69-53,,
2:23.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,71-53,,
2:09.0,,,71-53,,Shooting foul by F. Ezeli (drawn by A. Wiggins)
2:09.0,,,71-54,1,A. Wiggins makes free throw 1 of 2
2:09.0,A. Bogut enters the game for F. Ezeli,,71-54,,
2:09.0,,,71-55,1,A. Wiggins makes free throw 2 of 2
1:58.0,Turnover by D. Green (traveling),,71-55,,
1:44.0,,,71-57,2,A. Wiggins makes 2-pt shot from 18 ft
1:09.0,,,71-57,,S. Muhammad misses 3-pt shot from 25 ft
1:07.0,,,71-57,,Offensive rebound by Z. LaVine
1:07.0,,,71-59,2,Z. LaVine makes 2-pt shot at rim
0:53.0,Offensive foul by K. Thompson,,71-59,,
0:53.0,Turnover by K. Thompson (offensive foul),,71-59,,
0:44.0,,,71-61,2,A. Wiggins makes 2-pt shot at rim
0:34.0,A. Bogut makes 2-pt shot at rim (assist by D. Green),2,73-61,,
0:21.0,,,73-63,2,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins)
0:21.0,,,73-63,,Violation by Team (delay of game)
0:07.0,,,73-63,,Personal take foul by Z. LaVine (drawn by S. Curry)
0:00.0,S. Curry makes 2-pt shot from 2 ft,2,75-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,75-65,2,K. Towns makes 2-pt shot from 6 ft (assist by A. Wiggins)
11:26.0,,,75-65,,Personal foul by K. Garnett (drawn by D. Green)
11:15.0,H. Barnes misses 2-pt shot from 22 ft,,75-65,,
11:14.0,,,75-65,,Defensive rebound by K. Garnett
11:07.0,,,75-65,,Z. LaVine misses 2-pt shot from 2 ft
11:06.0,Defensive rebound by D. Green,,75-65,,
11:01.0,,,75-65,,Personal foul by T. Prince (drawn by F. Ezeli)
10:42.0,F. Ezeli misses 2-pt shot from 14 ft,,75-65,,
10:40.0,,,75-65,,Defensive rebound by K. Garnett
10:25.0,,,75-65,,A. Wiggins misses 2-pt shot from 20 ft
10:23.0,Defensive rebound by Team,,75-65,,
10:18.0,H. Barnes misses 3-pt shot from 23 ft,,75-65,,
10:16.0,,,75-65,,Defensive rebound by K. Towns
10:10.0,,,75-65,,Shooting foul by F. Ezeli (drawn by Z. LaVine)
10:10.0,,,75-66,1,Z. LaVine makes free throw 1 of 2
10:10.0,A. Bogut enters the game for F. Ezeli,,75-66,,
10:10.0,,,75-67,1,Z. LaVine makes free throw 2 of 2
9:54.0,,,75-67,,Violation by K. Towns (def goaltending)
9:54.0,H. Barnes makes 2-pt shot from 5 ft (assist by D. Green),2,77-67,,
9:37.0,,,77-67,,A. Wiggins misses 2-pt shot from 5 ft
9:36.0,Defensive rebound by A. Bogut,,77-67,,
9:29.0,K. Thompson misses 2-pt shot from 23 ft,,77-67,,
9:27.0,,,77-67,,Defensive rebound by T. Prince
9:23.0,,,77-67,,Turnover by T. Prince (bad pass)
9:13.0,A. Bogut misses 2-pt shot from 6 ft,,77-67,,
9:12.0,,,77-67,,Defensive rebound by K. Towns
8:59.0,,,77-67,,Z. LaVine misses 2-pt shot from 6 ft (block by A. Bogut)
8:58.0,,,77-67,,Offensive rebound by Team
8:55.0,,,77-67,,Offensive charge foul by K. Towns
8:55.0,,,77-67,,Turnover by K. Towns (offensive foul)
8:37.0,,,77-67,,Personal foul by Z. LaVine (drawn by S. Curry)
8:33.0,S. Curry misses 2-pt shot from 21 ft,,77-67,,
8:32.0,,,77-67,,Defensive rebound by K. Towns
8:30.0,,,77-67,,Turnover by K. Towns (bad pass; steal by H. Barnes)
8:20.0,H. Barnes makes 3-pt shot from 26 ft (assist by A. Bogut),3,80-67,,
8:19.0,,,80-67,,Minnesota full timeout
7:59.0,,,80-67,,Shooting foul by H. Barnes (drawn by A. Wiggins)
7:59.0,,,80-67,,A. Wiggins misses free throw 1 of 2
7:59.0,,,80-67,,Offensive rebound by Team
7:59.0,,,80-68,1,A. Wiggins makes free throw 2 of 2
7:38.0,K. Thompson misses 3-pt shot from 24 ft,,80-68,,
7:37.0,Offensive rebound by A. Bogut,,80-68,,
7:37.0,A. Bogut makes 2-pt shot at rim,2,82-68,,
7:22.0,,,82-68,,A. Wiggins misses 2-pt shot from 11 ft
7:20.0,Defensive rebound by Team,,82-68,,
6:47.0,,,82-68,,K. Towns misses 2-pt shot from 4 ft
6:46.0,Defensive rebound by A. Bogut,,82-68,,
6:30.0,D. Green misses 2-pt shot from 4 ft,,82-68,,
6:29.0,,,82-68,,Defensive rebound by K. Towns
6:21.0,,,82-68,,Z. LaVine misses 2-pt shot from 15 ft
6:20.0,Defensive rebound by A. Bogut,,82-68,,
6:00.0,S. Curry misses 2-pt shot at rim,,82-68,,
5:59.0,,,82-68,,Defensive rebound by K. Garnett
5:43.0,Personal foul by D. Green (drawn by K. Garnett),,82-68,,
5:43.0,,,82-68,,A. Miller enters the game for Z. LaVine
5:43.0,,,82-68,,N. Bjelica enters the game for K. Garnett
5:43.0,A. Iguodala enters the game for H. Barnes,,82-68,,
5:31.0,,,82-68,,A. Miller misses 2-pt shot from 6 ft
5:29.0,,,82-68,,Offensive rebound by K. Towns
5:27.0,,,82-70,2,K. Towns makes 2-pt shot at rim
5:17.0,S. Curry makes 2-pt shot from 16 ft,2,84-70,,
5:17.0,,,84-70,,Away from play foul by A. Miller (drawn by D. Green)
5:17.0,D. Green makes free throw 1 of 1,1,85-70,,
5:06.0,,,85-72,2,A. Wiggins makes 2-pt shot at rim
4:51.0,K. Thompson misses 3-pt shot from 22 ft,,85-72,,
4:51.0,Offensive rebound by Team,,85-72,,
4:51.0,,,85-72,,Loose ball foul by N. Bjelica (drawn by D. Green)
4:51.0,D. Green makes free throw 1 of 2,1,86-72,,
4:51.0,,,86-72,,K. Martin enters the game for T. Prince
4:51.0,D. Green makes free throw 2 of 2,1,87-72,,
4:39.0,,,87-72,,A. Wiggins misses 2-pt shot from 21 ft
4:37.0,Defensive rebound by D. Green,,87-72,,
4:29.0,D. Green makes 2-pt shot from 5 ft,2,89-72,,
4:10.0,,,89-72,,K. Towns misses 2-pt shot from 1 ft
4:09.0,Defensive rebound by S. Curry,,89-72,,
4:00.0,Shooting foul by A. Miller (drawn by S. Curry),,89-72,,
4:00.0,S. Curry makes free throw 1 of 2,1,90-72,,
4:00.0,,,90-72,,G. Dieng enters the game for K. Towns
4:00.0,S. Livingston enters the game for K. Thompson,,90-72,,
4:00.0,S. Curry makes free throw 2 of 2,1,91-72,,
3:41.0,,,91-74,2,A. Miller makes 2-pt shot at rim (assist by N. Bjelica)
3:29.0,A. Iguodala misses 3-pt shot from 23 ft,,91-74,,
3:27.0,,,91-74,,Defensive rebound by N. Bjelica
3:23.0,,,91-74,,Shooting foul by A. Iguodala (drawn by G. Dieng)
3:23.0,,,91-75,1,G. Dieng makes free throw 1 of 2
3:23.0,,,91-76,1,G. Dieng makes free throw 2 of 2
3:06.0,S. Curry makes 3-pt shot from 25 ft,3,94-76,,
2:45.0,,,94-76,,Turnover by G. Dieng (lost ball; steal by D. Green)
2:39.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,97-76,,
2:14.0,,,97-78,2,A. Miller makes 2-pt shot from 5 ft
2:01.0,S. Curry misses 3-pt shot from 25 ft,,97-78,,
2:00.0,,,97-78,,Defensive rebound by N. Bjelica
1:48.0,,,97-80,2,N. Bjelica makes 2-pt shot at rim (assist by A. Wiggins)
1:40.0,Golden State full timeout,,97-80,,
1:40.0,,,97-80,,S. Muhammad enters the game for A. Wiggins
1:40.0,H. Barnes enters the game for D. Green,,97-80,,
1:27.0,A. Iguodala misses 2-pt shot from 15 ft,,97-80,,
1:26.0,,,97-80,,Defensive rebound by N. Bjelica
1:06.0,,,97-82,2,S. Muhammad makes 2-pt shot from 10 ft
1:06.0,,,97-82,,Shooting foul by S. Livingston (drawn by S. Muhammad)
1:06.0,,,97-83,1,S. Muhammad makes free throw 1 of 1
0:45.0,A. Iguodala misses 2-pt shot from 3 ft,,97-83,,
0:43.0,,,97-83,,Defensive rebound by G. Dieng
0:35.0,,,97-85,2,G. Dieng makes 2-pt shot from 19 ft (assist by A. Miller)
0:26.0,S. Curry misses 2-pt shot from 9 ft,,97-85,,
0:25.0,,,97-85,,Defensive rebound by N. Bjelica
0:02.0,,,97-87,2,K. Martin makes 2-pt shot from 15 ft
0:01.0,A. Iguodala misses 3-pt shot from 57 ft,,97-87,,
0:00.0,Offensive rebound by Team,,97-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,H. Barnes misses 2-pt shot from 19 ft,,97-87,,
11:45.0,,,97-87,,Defensive rebound by K. Martin
11:31.0,,,97-90,3,K. Martin makes 3-pt shot from 25 ft (assist by A. Miller)
11:12.0,H. Barnes misses 2-pt shot from 8 ft,,97-90,,
11:11.0,,,97-90,,Defensive rebound by G. Dieng
11:00.0,,,97-90,,K. Martin misses 2-pt shot from 1 ft
10:59.0,Defensive rebound by A. Iguodala,,97-90,,
10:53.0,Shooting foul by S. Muhammad (drawn by S. Livingston),,97-90,,
10:53.0,S. Livingston makes free throw 1 of 2,1,98-90,,
10:53.0,S. Livingston makes free throw 2 of 2,1,99-90,,
10:40.0,Personal foul by S. Livingston (drawn by K. Martin),,99-90,,
10:35.0,,,99-90,,K. Martin misses 2-pt shot from 11 ft
10:33.0,,,99-90,,Offensive rebound by A. Miller
10:33.0,,,99-92,2,A. Miller makes 2-pt shot from 2 ft
10:05.0,K. Thompson misses 2-pt shot from 10 ft,,99-92,,
10:03.0,,,99-92,,Defensive rebound by S. Muhammad
9:47.0,,,99-94,2,K. Martin makes 2-pt shot from 1 ft
9:30.0,,,99-94,,Personal foul by A. Miller (drawn by S. Livingston)
9:21.0,Turnover by K. Thompson (bad pass; steal by N. Bjelica),,99-94,,
9:19.0,Personal foul by S. Livingston (drawn by N. Bjelica),,99-94,,
9:02.0,,,99-94,,Turnover by A. Miller (bad pass)
8:51.0,H. Barnes makes 3-pt shot from 24 ft (assist by F. Ezeli),3,102-94,,
8:33.0,,,102-94,,K. Martin misses 2-pt shot from 21 ft
8:32.0,,,102-94,,Offensive rebound by G. Dieng
8:31.0,,,102-96,2,G. Dieng makes 2-pt shot from 1 ft
8:31.0,,,102-96,,Shooting foul by H. Barnes (drawn by G. Dieng)
8:31.0,,,102-96,,Minnesota full timeout
8:31.0,D. Green enters the game for F. Ezeli,,102-96,,
8:31.0,,,102-96,,A. Wiggins enters the game for N. Bjelica
8:31.0,,,102-97,1,G. Dieng makes free throw 1 of 1
8:13.0,S. Livingston misses 2-pt shot from 2 ft,,102-97,,
8:12.0,,,102-97,,Defensive rebound by A. Miller
8:08.0,,,102-97,,K. Martin misses 2-pt shot from 2 ft
8:06.0,,,102-97,,Offensive rebound by S. Muhammad
8:06.0,,,102-97,,S. Muhammad misses 2-pt shot from 1 ft
8:05.0,Defensive rebound by D. Green,,102-97,,
7:57.0,S. Livingston makes 2-pt shot from 9 ft (assist by D. Green),2,104-97,,
7:36.0,,,104-99,2,A. Miller makes 2-pt shot from 14 ft
7:21.0,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston),3,107-99,,
6:54.0,,,107-101,2,K. Martin makes 2-pt shot from 5 ft
6:36.0,K. Thompson misses 3-pt shot from 24 ft,,107-101,,
6:35.0,Offensive rebound by H. Barnes,,107-101,,
6:35.0,H. Barnes makes 2-pt shot from 1 ft,2,109-101,,
6:35.0,Shooting foul by S. Muhammad (drawn by H. Barnes),,109-101,,
6:35.0,S. Curry enters the game for A. Iguodala,,109-101,,
6:35.0,,,109-101,,N. Bjelica enters the game for S. Muhammad
6:35.0,H. Barnes misses free throw 1 of 1,,109-101,,
6:35.0,,,109-101,,Defensive rebound by N. Bjelica
6:21.0,Personal foul by D. Green (drawn by G. Dieng),,109-101,,
6:21.0,,,109-101,,K. Towns enters the game for G. Dieng
6:08.0,,,109-101,,A. Miller misses 2-pt shot from 19 ft
6:07.0,,,109-101,,Offensive rebound by N. Bjelica
6:05.0,,,109-103,2,N. Bjelica makes 2-pt shot at rim
5:56.0,,,109-103,,Personal foul by A. Miller (drawn by D. Green)
5:56.0,,,109-103,,Minnesota full timeout
5:51.0,S. Curry makes 3-pt shot from 26 ft,3,112-103,,
5:34.0,,,112-105,2,A. Wiggins makes 2-pt shot from 20 ft (assist by K. Martin)
5:23.0,S. Curry makes 2-pt shot from 17 ft,2,114-105,,
5:11.0,,,114-108,3,N. Bjelica makes 3-pt shot from 25 ft (assist by K. Martin)
4:58.0,S. Curry misses 3-pt shot from 26 ft,,114-108,,
4:56.0,,,114-108,,Defensive rebound by A. Wiggins
4:41.0,,,114-108,,A. Wiggins misses 2-pt shot from 14 ft (block by H. Barnes)
4:39.0,Defensive rebound by H. Barnes,,114-108,,
4:32.0,H. Barnes misses 3-pt shot from 24 ft,,114-108,,
4:31.0,Offensive rebound by S. Livingston,,114-108,,
4:30.0,D. Green makes 2-pt shot at rim (assist by S. Livingston),2,116-108,,
4:29.0,,,116-108,,Minnesota full timeout
4:14.0,,,116-108,,K. Towns misses 2-pt shot from 5 ft
4:13.0,,,116-108,,Offensive rebound by A. Wiggins
4:13.0,,,116-108,,A. Wiggins misses 2-pt shot at rim
4:11.0,Defensive rebound by D. Green,,116-108,,
4:06.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,119-108,,
3:51.0,Personal foul by S. Livingston (drawn by N. Bjelica),,119-108,,
3:51.0,,,119-108,,N. Bjelica misses free throw 1 of 2
3:51.0,,,119-108,,Offensive rebound by Team
3:51.0,,,119-108,,Z. LaVine enters the game for A. Miller
3:51.0,,,119-108,,N. Bjelica misses free throw 2 of 2
