time,Sacramento,pts.away,score,pts.home,Memphis
11:09.0,R. Rondo misses 2-pt shot from 5 ft,,45-59,,
11:06.0,Offensive rebound by D. Cousins,,45-59,,
11:06.0,D. Cousins makes 2-pt shot at rim,2,47-59,,
10:47.0,,,47-59,,Turnover by P. Hairston (lost ball; steal by Q. Acy)
10:41.0,O. Casspi makes 2-pt shot from 2 ft (assist by D. Collison),2,49-59,,
10:21.0,,,49-59,,Turnover by Z. Randolph (lost ball; steal by D. Cousins)
10:06.0,D. Cousins makes 2-pt shot from 17 ft (assist by R. Rondo),2,51-59,,
10:05.0,,,51-59,,Memphis full timeout
9:48.0,,,51-59,,Z. Randolph misses 2-pt shot from 18 ft
9:47.0,Defensive rebound by D. Cousins,,51-59,,
9:36.0,D. Cousins misses 2-pt shot from 3 ft,,51-59,,
9:34.0,Offensive rebound by D. Cousins,,51-59,,
9:34.0,D. Cousins makes 2-pt shot from 1 ft,2,53-59,,
9:21.0,,,53-59,,Shooting foul by Q. Acy (drawn by M. Conley)
9:21.0,,,53-60,1,M. Conley makes free throw 1 of 2
9:21.0,,,53-61,1,M. Conley makes free throw 2 of 2
8:57.0,Turnover by R. Rondo (lost ball; steal by M. Conley),,53-61,,
8:50.0,,,53-61,,P. Hairston misses 3-pt shot from 24 ft
8:48.0,Defensive rebound by O. Casspi,,53-61,,
8:41.0,Shooting foul by P. Hairston (drawn by D. Collison),,53-61,,
8:41.0,D. Collison makes free throw 1 of 2,1,54-61,,
8:41.0,D. Collison makes free throw 2 of 2,1,55-61,,
8:21.0,,,55-63,2,Z. Randolph makes 2-pt shot at rim
8:21.0,,,55-63,,Shooting foul by D. Cousins (drawn by Z. Randolph)
8:21.0,,,55-64,1,Z. Randolph makes free throw 1 of 1
8:06.0,D. Cousins makes 3-pt shot from 24 ft (assist by R. Rondo),3,58-64,,
7:48.0,,,58-64,,P. Hairston misses 2-pt shot from 1 ft
7:47.0,,,58-64,,Offensive rebound by C. Andersen
7:47.0,,,58-66,2,C. Andersen makes 2-pt shot at rim
7:25.0,D. Collison makes 3-pt shot from 23 ft (assist by R. Rondo),3,61-66,,
7:12.0,,,61-66,,Turnover by C. Andersen (bad pass; steal by D. Cousins)
7:07.0,D. Collison misses 3-pt shot from 25 ft,,61-66,,
7:04.0,Offensive rebound by D. Cousins,,61-66,,
7:02.0,Offensive foul by D. Collison,,61-66,,
7:02.0,Turnover by D. Collison (offensive foul),,61-66,,
7:02.0,,,61-66,,M. Chalmers enters the game for P. Hairston
7:02.0,,,61-66,,Violation by Team (delay of game)
6:54.0,,,61-68,2,M. Conley makes 2-pt shot from 1 ft (assist by M. Barnes)
6:54.0,,,61-68,,Shooting foul by D. Collison (drawn by M. Conley)
6:54.0,,,61-69,1,M. Conley makes free throw 1 of 1
6:40.0,D. Cousins makes 2-pt shot from 2 ft,2,63-69,,
6:18.0,,,63-69,,M. Conley misses 2-pt shot from 4 ft
6:16.0,Defensive rebound by Q. Acy,,63-69,,
6:15.0,Turnover by O. Casspi (lost ball),,63-69,,
6:04.0,Personal foul by D. Collison (drawn by M. Chalmers),,63-69,,
6:04.0,,,63-69,,V. Carter enters the game for M. Barnes
5:54.0,,,63-69,,M. Chalmers misses 2-pt shot from 12 ft
5:52.0,Defensive rebound by O. Casspi,,63-69,,
5:39.0,D. Collison misses 2-pt shot from 15 ft,,63-69,,
5:38.0,,,63-69,,Defensive rebound by M. Conley
5:33.0,,,63-69,,Turnover by C. Andersen (offensive foul)
5:33.0,,,63-69,,Offensive charge foul by C. Andersen
5:33.0,M. Belinelli enters the game for D. Collison,,63-69,,
5:18.0,Q. Acy makes 2-pt shot from 3 ft,2,65-69,,
5:18.0,Shooting foul by Z. Randolph (drawn by Q. Acy),,65-69,,
5:18.0,,,65-69,,J. Green enters the game for C. Andersen
5:18.0,Q. Acy makes free throw 1 of 1,1,66-69,,
5:01.0,,,66-69,,J. Green misses 2-pt shot from 18 ft
4:59.0,Defensive rebound by O. Casspi,,66-69,,
4:57.0,,,66-69,,Personal foul by J. Green (drawn by D. Cousins)
4:48.0,,,66-69,,Personal foul by Z. Randolph (drawn by D. Cousins)
4:36.0,D. Cousins misses 2-pt shot from 19 ft,,66-69,,
4:35.0,,,66-69,,Defensive rebound by V. Carter
4:32.0,Personal foul by O. Casspi (drawn by J. Green),,66-69,,
4:32.0,,,66-70,1,J. Green makes free throw 1 of 2
4:32.0,,,66-71,1,J. Green makes free throw 2 of 2
4:13.0,Q. Acy makes 2-pt shot from 22 ft (assist by M. Belinelli),2,68-71,,
3:53.0,,,68-73,2,Z. Randolph makes 2-pt shot from 3 ft
3:45.0,Turnover by O. Casspi (lost ball),,68-73,,
3:45.0,,,68-73,,R. Hollins enters the game for Z. Randolph
3:36.0,,,68-73,,M. Chalmers misses 2-pt shot from 3 ft (block by D. Cousins)
3:36.0,,,68-73,,Offensive rebound by Team
3:36.0,B. McLemore enters the game for O. Casspi,,68-73,,
3:36.0,W. Cauley-Stein enters the game for Q. Acy,,68-73,,
3:33.0,,,68-73,,Turnover by R. Hollins (lost ball)
3:13.0,Shooting foul by R. Hollins (drawn by D. Cousins),,68-73,,
3:13.0,D. Cousins misses free throw 1 of 2,,68-73,,
3:13.0,Offensive rebound by Team,,68-73,,
3:13.0,D. Cousins makes free throw 2 of 2,1,69-73,,
2:54.0,,,69-73,,V. Carter misses 3-pt shot from 24 ft
2:53.0,Defensive rebound by D. Cousins,,69-73,,
2:46.0,Turnover by D. Cousins (lost ball; steal by J. Green),,69-73,,
2:36.0,,,69-76,3,M. Chalmers makes 3-pt shot from 24 ft (assist by M. Conley)
2:35.0,Sacramento full timeout,,69-76,,
2:35.0,K. Koufos enters the game for D. Cousins,,69-76,,
2:35.0,,,69-76,,L. Stephenson enters the game for M. Conley
2:24.0,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Rondo),2,71-76,,
2:05.0,,,71-76,,Turnover by L. Stephenson (bad pass; steal by B. McLemore)
2:03.0,,,71-76,,Personal foul by M. Chalmers (drawn by B. McLemore)
2:03.0,B. McLemore misses free throw 1 of 2,,71-76,,
2:03.0,Offensive rebound by Team,,71-76,,
2:03.0,B. McLemore makes free throw 2 of 2,1,72-76,,
1:52.0,,,72-76,,Shooting foul by B. McLemore (drawn by M. Chalmers)
1:52.0,,,72-77,1,M. Chalmers makes free throw 1 of 2
1:52.0,,,72-77,,J. Martin enters the game for R. Hollins
1:52.0,,,72-78,1,M. Chalmers makes free throw 2 of 2
1:38.0,M. Belinelli makes 3-pt shot from 25 ft,3,75-78,,
1:11.0,,,75-80,2,V. Carter makes 2-pt shot at rim (assist by M. Chalmers)
0:51.0,M. Belinelli misses 3-pt shot from 23 ft,,75-80,,
0:50.0,Offensive rebound by W. Cauley-Stein,,75-80,,
0:46.0,B. McLemore makes 3-pt shot from 24 ft (assist by R. Rondo),3,78-80,,
0:31.0,,,78-83,3,J. Green makes 3-pt shot from 22 ft (assist by L. Stephenson)
0:23.0,M. Belinelli misses 2-pt shot from 15 ft,,78-83,,
0:22.0,,,78-83,,Defensive rebound by V. Carter
0:02.0,,,78-83,,L. Stephenson misses 2-pt shot from 18 ft
0:00.0,Defensive rebound by R. Rondo,,78-83,,
0:00.0,R. Rondo misses 3-pt shot from 54 ft,,78-83,,
0:00.0,Offensive rebound by Team,,78-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,78-83,,M. Chalmers misses 3-pt shot from 23 ft
11:47.0,,,78-83,,Offensive rebound by J. Martin
11:45.0,,,78-83,,Turnover by J. Martin (lost ball; steal by W. Cauley-Stein)
11:36.0,Turnover by B. McLemore (bad pass; steal by M. Chalmers),,78-83,,
11:31.0,,,78-83,,Turnover by M. Chalmers (lost ball; steal by B. McLemore)
11:31.0,Turnover by Team (back court),,78-83,,
11:22.0,,,78-83,,Turnover by L. Stephenson (traveling)
11:09.0,M. Belinelli makes 2-pt shot from 21 ft (assist by R. Rondo),2,80-83,,
10:48.0,,,80-83,,Shooting foul by K. Koufos (drawn by M. Chalmers)
10:48.0,,,80-84,1,M. Chalmers makes free throw 1 of 2
10:48.0,D. Cousins enters the game for K. Koufos,,80-84,,
10:48.0,,,80-85,1,M. Chalmers makes free throw 2 of 2
10:41.0,M. Belinelli makes 2-pt shot from 19 ft (assist by R. Rondo),2,82-85,,
10:21.0,,,82-85,,V. Carter misses 2-pt shot from 11 ft
10:20.0,,,82-85,,Offensive rebound by J. Martin
10:20.0,Loose ball foul by R. Rondo (drawn by J. Martin),,82-85,,
10:16.0,,,82-85,,Offensive charge foul by L. Stephenson
10:16.0,,,82-85,,Turnover by L. Stephenson (offensive foul)
9:57.0,Turnover by D. Cousins (bad pass; steal by J. Green),,82-85,,
9:50.0,,,82-85,,V. Carter misses 3-pt shot from 26 ft
9:48.0,Defensive rebound by W. Cauley-Stein,,82-85,,
9:31.0,M. Belinelli makes 3-pt shot from 24 ft (assist by R. Rondo),3,85-85,,
9:28.0,,,85-85,,Memphis full timeout
9:28.0,,,85-85,,P. Hairston enters the game for L. Stephenson
9:28.0,,,85-85,,C. Andersen enters the game for J. Martin
9:09.0,,,85-85,,Offensive charge foul by J. Green
9:09.0,,,85-85,,Turnover by J. Green (offensive foul)
8:53.0,Turnover by M. Belinelli (bad pass; steal by C. Andersen),,85-85,,
8:47.0,,,85-85,,M. Chalmers misses 2-pt shot from 4 ft
8:43.0,Defensive rebound by W. Cauley-Stein,,85-85,,
8:40.0,Turnover by R. Rondo (lost ball; steal by M. Chalmers),,85-85,,
8:30.0,,,85-85,,V. Carter misses 2-pt shot from 2 ft
8:29.0,Defensive rebound by D. Cousins,,85-85,,
8:19.0,D. Cousins makes 2-pt shot at rim (assist by R. Rondo),2,87-85,,
8:19.0,,,87-85,,Memphis full timeout
8:19.0,,,87-85,,M. Conley enters the game for J. Green
8:19.0,,,87-85,,Z. Randolph enters the game for M. Chalmers
8:19.0,,,87-85,,M. Barnes enters the game for V. Carter
8:19.0,D. Collison enters the game for B. McLemore,,87-85,,
