time,Boston,pts.away,score,pts.home,New York
5:42.0,,,59-56,1,R. Lopez makes free throw 1 of 2
5:42.0,,,59-56,,R. Lopez misses free throw 2 of 2
5:42.0,,,59-56,,Offensive rebound by R. Lopez
5:37.0,,,59-59,3,C. Anthony makes 3-pt shot from 23 ft (assist by L. Galloway)
5:34.0,Boston full timeout,,59-59,,
5:34.0,,,59-59,,L. Thomas enters the game for K. Porzingis
5:34.0,E. Turner enters the game for A. Johnson,,59-59,,
5:34.0,M. Smart enters the game for J. Sullinger,,59-59,,
5:34.0,T. Zeller enters the game for A. Bradley,,59-59,,
5:24.0,Shooting foul by C. Anthony (drawn by J. Crowder),,59-59,,
5:24.0,J. Crowder makes free throw 1 of 2,1,60-59,,
5:24.0,J. Crowder misses free throw 2 of 2,,60-59,,
5:22.0,Offensive rebound by T. Zeller,,60-59,,
5:02.0,I. Thomas misses 2-pt shot from 3 ft,,60-59,,
5:01.0,,,60-59,,Defensive rebound by L. Galloway
5:00.0,Technical foul by I. Thomas,,60-59,,
5:00.0,,,60-60,1,L. Galloway makes technical free throw
4:45.0,,,60-62,2,L. Thomas makes 2-pt shot from 19 ft (assist by A. Afflalo)
4:30.0,T. Zeller misses 2-pt shot from 16 ft,,60-62,,
4:28.0,,,60-62,,Defensive rebound by C. Anthony
4:21.0,,,60-62,,C. Anthony misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by I. Thomas,,60-62,,
4:16.0,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas),2,62-62,,
3:58.0,Personal foul by M. Smart (drawn by A. Afflalo),,62-62,,
3:49.0,,,62-62,,Turnover by A. Afflalo (bad pass; steal by E. Turner)
3:44.0,Turnover by E. Turner (lost ball; steal by A. Afflalo),,62-62,,
3:35.0,,,62-62,,Turnover by A. Afflalo (bad pass; steal by M. Smart)
3:31.0,J. Crowder misses 3-pt shot from 24 ft,,62-62,,
3:29.0,,,62-62,,Defensive rebound by C. Anthony
3:25.0,,,62-62,,Turnover by A. Afflalo (lost ball; steal by J. Crowder)
3:10.0,Offensive foul by E. Turner,,62-62,,
3:10.0,Turnover by E. Turner (offensive foul),,62-62,,
3:10.0,,,62-62,,S. Vujacic enters the game for A. Afflalo
2:51.0,,,62-62,,S. Vujacic misses 2-pt shot from 19 ft
2:50.0,Defensive rebound by J. Crowder,,62-62,,
2:46.0,T. Zeller makes 2-pt shot at rim (assist by E. Turner),2,64-62,,
2:22.0,,,64-64,2,R. Lopez makes 2-pt shot from 2 ft
2:07.0,T. Zeller makes 2-pt shot from 16 ft (assist by E. Turner),2,66-64,,
1:54.0,Violation by I. Thomas (kicked ball),,66-64,,
1:54.0,,,66-64,,K. Porzingis enters the game for R. Lopez
1:45.0,,,66-64,,K. Porzingis misses 2-pt shot from 5 ft
1:43.0,Defensive rebound by E. Turner,,66-64,,
1:36.0,E. Turner makes 2-pt shot from 2 ft,2,68-64,,
1:26.0,,,68-64,,Turnover by S. Vujacic (bad pass)
1:20.0,,,68-64,,Personal foul by L. Galloway (drawn by I. Thomas)
1:20.0,,,68-64,,J. Grant enters the game for L. Galloway
1:14.0,T. Zeller misses 2-pt shot from 19 ft,,68-64,,
1:13.0,,,68-64,,Defensive rebound by Team
0:53.0,,,68-64,,Shooting foul by J. Crowder (drawn by C. Anthony)
0:53.0,,,68-65,1,C. Anthony makes free throw 1 of 2
0:53.0,K. Olynyk enters the game for J. Crowder,,68-65,,
0:53.0,,,68-65,,C. Anthony misses free throw 2 of 2
0:50.0,Defensive rebound by Team,,68-65,,
0:37.0,I. Thomas makes 2-pt shot from 2 ft (assist by K. Olynyk),2,70-65,,
0:24.0,,,70-65,,C. Anthony misses 2-pt shot from 13 ft
0:22.0,Defensive rebound by T. Zeller,,70-65,,
0:03.0,Turnover by I. Thomas (bad pass; steal by S. Vujacic),,70-65,,
0:00.0,,,70-65,,S. Vujacic misses 3-pt shot from 37 ft
0:00.0,,,70-65,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,70-65,,Offensive foul by K. Porzingis
11:49.0,,,70-65,,Turnover by K. Porzingis (offensive foul)
11:31.0,E. Turner misses 2-pt shot from 12 ft,,70-65,,
11:29.0,Offensive rebound by Team,,70-65,,
11:20.0,K. Olynyk misses 2-pt shot from 4 ft,,70-65,,
11:18.0,Offensive rebound by K. Olynyk,,70-65,,
11:16.0,K. Olynyk makes 2-pt shot from 2 ft,2,72-65,,
10:53.0,,,72-65,,A. Afflalo misses 3-pt shot from 22 ft
10:50.0,Defensive rebound by K. Olynyk,,72-65,,
10:38.0,Shooting foul by L. Thomas (drawn by K. Olynyk),,72-65,,
10:38.0,K. Olynyk makes free throw 1 of 2,1,73-65,,
10:38.0,K. Olynyk makes free throw 2 of 2,1,74-65,,
10:26.0,,,74-65,,S. Vujacic misses 2-pt shot from 1 ft (block by A. Bradley)
10:24.0,Defensive rebound by T. Zeller,,74-65,,
10:17.0,T. Zeller makes 2-pt shot from 2 ft (assist by M. Smart),2,76-65,,
10:16.0,,,76-65,,New York full timeout
10:16.0,,,76-65,,R. Lopez enters the game for K. Porzingis
10:16.0,,,76-65,,D. Williams enters the game for J. Grant
10:05.0,,,76-68,3,S. Vujacic makes 3-pt shot from 24 ft (assist by D. Williams)
9:48.0,T. Zeller misses 2-pt shot from 2 ft,,76-68,,
9:46.0,Offensive rebound by T. Zeller,,76-68,,
9:45.0,T. Zeller makes 2-pt shot from 1 ft,2,78-68,,
9:20.0,,,78-70,2,R. Lopez makes 2-pt shot from 3 ft
9:07.0,K. Olynyk makes 3-pt shot from 24 ft (assist by A. Bradley),3,81-70,,
8:45.0,,,81-72,2,D. Williams makes 2-pt shot from 17 ft (assist by R. Lopez)
8:33.0,Offensive foul by A. Bradley,,81-72,,
8:33.0,Turnover by A. Bradley (offensive foul),,81-72,,
8:17.0,,,81-72,,D. Williams misses 2-pt shot from 1 ft
8:15.0,,,81-72,,Offensive rebound by D. Williams
8:14.0,,,81-74,2,D. Williams makes 2-pt shot from 2 ft
7:56.0,A. Bradley misses 2-pt shot from 19 ft,,81-74,,
7:54.0,,,81-74,,Defensive rebound by L. Thomas
7:44.0,Personal foul by M. Smart (drawn by D. Williams),,81-74,,
7:37.0,,,81-77,3,A. Afflalo makes 3-pt shot from 23 ft (assist by S. Vujacic)
7:35.0,Boston full timeout,,81-77,,
7:35.0,,,81-77,,C. Anthony enters the game for L. Thomas
7:18.0,A. Bradley misses 2-pt shot from 18 ft,,81-77,,
7:17.0,Offensive rebound by T. Zeller,,81-77,,
7:13.0,K. Olynyk misses 3-pt shot from 24 ft,,81-77,,
7:12.0,,,81-77,,Defensive rebound by R. Lopez
6:52.0,,,81-77,,A. Afflalo misses 2-pt shot from 7 ft
6:51.0,Defensive rebound by T. Zeller,,81-77,,
6:42.0,E. Turner makes 2-pt shot from 9 ft,2,83-77,,
6:22.0,,,83-77,,C. Anthony misses 2-pt shot from 11 ft
6:21.0,Defensive rebound by K. Olynyk,,83-77,,
6:11.0,E. Turner makes 2-pt shot from 13 ft,2,85-77,,
5:52.0,,,85-77,,Shooting foul by A. Bradley (drawn by S. Vujacic)
5:52.0,,,85-78,1,S. Vujacic makes free throw 1 of 3
5:52.0,,,85-79,1,S. Vujacic makes free throw 2 of 3
5:52.0,I. Thomas enters the game for M. Smart,,85-79,,
5:52.0,,,85-79,,L. Thomas enters the game for D. Williams
5:52.0,,,85-80,1,S. Vujacic makes free throw 3 of 3
5:35.0,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner),2,87-80,,
5:20.0,,,87-80,,Shooting foul by T. Zeller (drawn by L. Thomas)
5:20.0,,,87-80,,L. Thomas misses free throw 1 of 2
5:20.0,,,87-80,,Offensive rebound by Team
5:20.0,,,87-80,,L. Galloway enters the game for S. Vujacic
5:20.0,,,87-81,1,L. Thomas makes free throw 2 of 2
5:08.0,E. Turner makes 2-pt shot from 14 ft,2,89-81,,
4:52.0,Personal foul by A. Bradley (drawn by A. Afflalo),,89-81,,
4:52.0,M. Smart enters the game for A. Bradley,,89-81,,
4:37.0,,,89-81,,C. Anthony misses 2-pt shot from 20 ft
4:35.0,,,89-81,,Offensive rebound by L. Galloway
4:32.0,,,89-81,,A. Afflalo misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by E. Turner,,89-81,,
4:18.0,E. Turner misses 2-pt shot from 8 ft,,89-81,,
4:18.0,Offensive rebound by Team,,89-81,,
4:18.0,,,89-81,,Loose ball foul by C. Anthony (drawn by T. Zeller)
4:11.0,,,89-81,,Personal foul by C. Anthony (drawn by K. Olynyk)
4:02.0,T. Zeller misses 2-pt shot from 15 ft,,89-81,,
