time,Toronto,pts.away,score,pts.home,LA Lakers
3:21.0,Loose ball foul by D. Carroll (drawn by J. Randle),,16-17,,
3:21.0,,,16-17,,L. Nance enters the game for J. Randle
3:21.0,T. Ross enters the game for D. Carroll,,16-17,,
3:21.0,P. Patterson enters the game for L. Scola,,16-17,,
3:09.0,,,16-17,,Turnover by R. Hibbert (3 sec)
2:52.0,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry),3,19-17,,
2:30.0,,,19-17,,J. Clarkson misses 2-pt shot from 2 ft
2:30.0,Defensive rebound by J. Valanciunas,,19-17,,
2:22.0,T. Ross misses 3-pt shot from 23 ft,,19-17,,
2:21.0,,,19-17,,Defensive rebound by D. Russell
2:04.0,,,19-17,,Turnover by J. Clarkson (traveling)
2:04.0,,,19-17,,LA Lakers full timeout
2:04.0,,,19-17,,N. Young enters the game for J. Clarkson
2:04.0,,,19-17,,L. Williams enters the game for D. Russell
2:04.0,C. Joseph enters the game for K. Lowry,,19-17,,
1:49.0,T. Ross makes 2-pt shot from 13 ft (assist by J. Valanciunas),2,21-17,,
1:31.0,,,21-19,2,R. Hibbert makes 2-pt shot from 19 ft (assist by L. Williams)
1:10.0,,,21-19,,Personal foul by R. Hibbert (drawn by J. Valanciunas)
1:10.0,,,21-19,,B. Bass enters the game for R. Hibbert
1:10.0,B. Biyombo enters the game for J. Valanciunas,,21-19,,
1:02.0,D. DeRozan makes 2-pt shot at rim (assist by C. Joseph),2,23-19,,
0:42.0,,,23-21,2,L. Williams makes 2-pt shot at rim (assist by B. Bass)
0:34.0,,,23-21,,Personal foul by M. World Peace (drawn by C. Joseph)
0:34.0,C. Joseph makes free throw 1 of 2,1,24-21,,
0:34.0,C. Joseph makes free throw 2 of 2,1,25-21,,
0:16.0,,,25-21,,Turnover by B. Bass (traveling)
0:04.0,C. Joseph makes 2-pt shot from 12 ft,2,27-21,,
0:01.0,,,27-21,,M. World Peace misses 3-pt shot from 23 ft
0:00.0,,,27-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,T. Ross misses 2-pt shot from 10 ft,,27-21,,
11:42.0,,,27-21,,Defensive rebound by K. Bryant
11:31.0,,,27-24,3,N. Young makes 3-pt shot from 24 ft (assist by L. Nance)
11:24.0,Turnover by J. Johnson (lost ball; steal by N. Young),,27-24,,
11:10.0,,,27-27,3,N. Young makes 3-pt shot from 22 ft (assist by L. Nance)
10:48.0,C. Joseph misses 2-pt shot from 9 ft,,27-27,,
10:46.0,,,27-27,,Defensive rebound by L. Nance
10:28.0,,,27-29,2,B. Bass makes 2-pt shot from 2 ft (assist by L. Williams)
10:10.0,Turnover by J. Johnson (lost ball; steal by L. Williams),,27-29,,
10:04.0,,,27-29,,L. Williams misses 2-pt shot from 17 ft
10:00.0,Defensive rebound by P. Patterson,,27-29,,
9:51.0,T. Ross misses 2-pt shot from 8 ft,,27-29,,
9:49.0,,,27-29,,Defensive rebound by K. Bryant
9:35.0,Def 3 sec tech foul by B. Biyombo,,27-29,,
9:35.0,,,27-29,,L. Williams misses technical free throw
9:35.0,,,27-29,,Offensive rebound by Team
9:35.0,K. Lowry enters the game for T. Ross,,27-29,,
9:34.0,,,27-29,,Turnover by N. Young (lost ball)
9:21.0,K. Lowry makes 3-pt shot from 25 ft (assist by P. Patterson),3,30-29,,
8:54.0,,,30-29,,K. Bryant misses 2-pt shot from 3 ft
8:50.0,Defensive rebound by J. Johnson,,30-29,,
8:48.0,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry),3,33-29,,
8:40.0,,,33-29,,Turnover by L. Williams (step out of bounds)
8:40.0,Official timeout,,33-29,,
8:30.0,Shooting foul by N. Young (drawn by K. Lowry),,33-29,,
8:30.0,K. Lowry makes free throw 1 of 2,1,34-29,,
8:30.0,K. Lowry makes free throw 2 of 2,1,35-29,,
8:07.0,,,35-29,,L. Nance misses 2-pt shot from 4 ft
8:05.0,Defensive rebound by C. Joseph,,35-29,,
7:50.0,P. Patterson misses 3-pt shot from 24 ft,,35-29,,
7:49.0,,,35-29,,Defensive rebound by B. Bass
7:42.0,,,35-29,,Turnover by K. Bryant (bad pass; steal by K. Lowry)
7:36.0,K. Lowry misses 2-pt shot from 2 ft (block by L. Williams),,35-29,,
7:35.0,,,35-29,,Defensive rebound by L. Nance
7:24.0,,,35-29,,K. Bryant misses 3-pt shot from 23 ft
7:23.0,,,35-29,,Offensive rebound by B. Bass
7:18.0,,,35-31,2,N. Young makes 2-pt shot from 12 ft (assist by B. Bass)
7:02.0,K. Lowry misses 3-pt shot from 24 ft,,35-31,,
7:00.0,Offensive rebound by P. Patterson,,35-31,,
6:57.0,P. Patterson makes 2-pt shot at rim,2,37-31,,
6:46.0,,,37-31,,J. Randle enters the game for L. Nance
6:46.0,D. Carroll enters the game for J. Johnson,,37-31,,
6:46.0,J. Valanciunas enters the game for B. Biyombo,,37-31,,
6:46.0,,,37-31,,R. Hibbert enters the game for B. Bass
6:46.0,,,37-31,,D. Russell enters the game for L. Williams
6:46.0,,,37-31,,J. Clarkson enters the game for N. Young
6:41.0,,,37-31,,D. Russell misses 2-pt shot from 9 ft
6:38.0,,,37-31,,Offensive rebound by R. Hibbert
6:26.0,,,37-31,,D. Russell misses 3-pt shot from 24 ft
6:25.0,Defensive rebound by P. Patterson,,37-31,,
6:10.0,J. Valanciunas makes 2-pt shot from 16 ft (assist by K. Lowry),2,39-31,,
5:59.0,,,39-31,,LA Lakers full timeout
5:59.0,D. DeRozan enters the game for P. Patterson,,39-31,,
5:59.0,L. Scola enters the game for C. Joseph,,39-31,,
5:59.0,,,39-31,,M. World Peace enters the game for K. Bryant
5:50.0,,,39-33,2,R. Hibbert makes 2-pt shot from 1 ft (assist by J. Clarkson)
5:23.0,L. Scola makes 2-pt shot from 1 ft (assist by K. Lowry),2,41-33,,
5:00.0,,,41-35,2,J. Randle makes 2-pt shot from 8 ft
4:49.0,D. DeRozan misses 2-pt shot from 17 ft,,41-35,,
4:48.0,,,41-35,,Defensive rebound by J. Randle
4:39.0,,,41-35,,D. Russell misses 2-pt shot from 15 ft
4:38.0,,,41-35,,Offensive rebound by R. Hibbert
4:25.0,,,41-37,2,J. Randle makes 2-pt shot from 7 ft
4:05.0,K. Lowry makes 3-pt shot from 25 ft (assist by L. Scola),3,44-37,,
3:39.0,,,44-39,2,R. Hibbert makes 2-pt shot at rim
3:36.0,Turnover by J. Valanciunas (bad pass; steal by J. Clarkson),,44-39,,
3:34.0,,,44-39,,J. Clarkson misses 2-pt shot at rim
3:34.0,Defensive rebound by K. Lowry,,44-39,,
3:34.0,Turnover by K. Lowry (traveling),,44-39,,
3:26.0,,,44-39,,J. Randle misses 2-pt shot from 18 ft
3:26.0,Defensive rebound by Team,,44-39,,
3:07.0,D. Carroll misses 3-pt shot from 24 ft,,44-39,,
3:06.0,,,44-39,,Defensive rebound by R. Hibbert
2:59.0,,,44-39,,D. Russell misses 3-pt shot from 24 ft
2:57.0,,,44-39,,Offensive rebound by R. Hibbert
2:52.0,,,44-42,3,J. Clarkson makes 3-pt shot from 24 ft (assist by R. Hibbert)
2:45.0,Toronto full timeout,,44-42,,
2:45.0,,,44-42,,K. Bryant enters the game for M. World Peace
2:32.0,Shooting foul by D. Russell (drawn by K. Lowry),,44-42,,
2:32.0,K. Lowry makes free throw 1 of 2,1,45-42,,
2:32.0,K. Lowry makes free throw 2 of 2,1,46-42,,
2:29.0,,,46-42,,Turnover by D. Russell (bad pass; steal by K. Lowry)
2:22.0,D. Carroll makes 2-pt shot at rim (assist by K. Lowry),2,48-42,,
2:05.0,,,48-44,2,J. Clarkson makes 2-pt shot from 6 ft
1:47.0,D. DeRozan misses 3-pt shot from 24 ft,,48-44,,
1:46.0,Offensive rebound by D. Carroll,,48-44,,
1:43.0,D. Carroll misses 2-pt shot at rim (block by D. Russell),,48-44,,
1:42.0,,,48-44,,Defensive rebound by J. Randle
1:37.0,,,48-46,2,D. Russell makes 2-pt shot at rim
1:11.0,L. Scola misses 2-pt shot from 11 ft,,48-46,,
1:11.0,,,48-46,,Defensive rebound by J. Clarkson
1:09.0,Shooting block foul by K. Lowry (drawn by J. Randle),,48-46,,
1:09.0,,,48-47,1,J. Randle makes free throw 1 of 2
1:09.0,,,48-48,1,J. Randle makes free throw 2 of 2
0:55.0,Shooting foul by K. Bryant (drawn by J. Valanciunas),,48-48,,
0:55.0,Toronto full timeout,,48-48,,
0:55.0,J. Valanciunas makes free throw 1 of 2,1,49-48,,
0:55.0,C. Joseph enters the game for D. Carroll,,49-48,,
0:55.0,J. Valanciunas misses free throw 2 of 2,,49-48,,
0:55.0,,,49-48,,Defensive rebound by J. Randle
0:41.0,,,49-48,,K. Bryant misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by L. Scola,,49-48,,
0:39.0,Turnover by L. Scola (bad pass; steal by D. Russell),,49-48,,
0:39.0,,,49-50,2,D. Russell makes 2-pt shot from 1 ft
0:32.0,J. Valanciunas misses 2-pt shot from 1 ft,,49-50,,
0:31.0,,,49-50,,Defensive rebound by J. Randle
0:09.0,,,49-50,,D. Russell misses 2-pt shot from 15 ft
0:08.0,Defensive rebound by L. Scola,,49-50,,
0:00.0,K. Lowry misses 2-pt shot from 12 ft,,49-50,,
0:00.0,Offensive rebound by Team,,49-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,L. Scola makes 2-pt shot from 16 ft (assist by D. DeRozan),2,51-50,,
11:27.0,,,51-50,,Shooting foul by L. Scola (drawn by J. Randle)
11:27.0,,,51-51,1,J. Randle makes free throw 1 of 2
11:27.0,,,51-52,1,J. Randle makes free throw 2 of 2
11:15.0,L. Scola misses 2-pt shot from 18 ft,,51-52,,
11:14.0,Offensive rebound by D. Carroll,,51-52,,
11:02.0,L. Scola makes 3-pt shot from 22 ft (assist by D. Carroll),3,54-52,,
10:42.0,Violation by B. Biyombo (def goaltending),,54-52,,
10:42.0,,,54-54,2,J. Randle makes 2-pt shot from 3 ft
10:21.0,L. Scola makes 2-pt shot from 6 ft,2,56-54,,
9:58.0,,,56-56,2,K. Bryant makes 2-pt shot from 12 ft (assist by J. Clarkson)
9:39.0,,,56-56,,Personal foul by J. Clarkson (drawn by D. DeRozan)
9:32.0,,,56-56,,Personal foul by J. Randle (drawn by L. Scola)
9:27.0,L. Scola misses 2-pt shot from 14 ft,,56-56,,
9:26.0,,,56-56,,Defensive rebound by R. Hibbert
9:14.0,,,56-56,,Turnover by K. Bryant (bad pass; steal by K. Lowry)
9:07.0,Turnover by D. DeRozan (step out of bounds),,56-56,,
8:42.0,,,56-59,3,D. Russell makes 3-pt shot from 23 ft (assist by R. Hibbert)
8:19.0,K. Lowry misses 2-pt shot from 20 ft,,56-59,,
8:18.0,,,56-59,,Defensive rebound by J. Randle
8:13.0,,,56-61,2,J. Randle makes 2-pt shot from 1 ft
7:48.0,Turnover by D. Carroll (lost ball; steal by R. Hibbert),,56-61,,
7:42.0,,,56-61,,J. Clarkson misses 2-pt shot at rim
7:39.0,Defensive rebound by B. Biyombo,,56-61,,
7:35.0,Toronto full timeout,,56-61,,
7:21.0,D. Carroll misses 2-pt shot from 3 ft,,56-61,,
7:21.0,Offensive rebound by B. Biyombo,,56-61,,
7:15.0,L. Scola misses 3-pt shot from 24 ft,,56-61,,
7:15.0,,,56-61,,Defensive rebound by R. Hibbert
6:52.0,,,56-63,2,J. Randle makes 2-pt shot from 4 ft
6:31.0,Shooting foul by R. Hibbert (drawn by B. Biyombo),,56-63,,
6:31.0,B. Biyombo misses free throw 1 of 2,,56-63,,
6:31.0,Offensive rebound by Team,,56-63,,
6:31.0,P. Patterson enters the game for L. Scola,,56-63,,
6:31.0,B. Biyombo makes free throw 2 of 2,1,57-63,,
6:11.0,Personal foul by D. DeRozan (drawn by J. Clarkson),,57-63,,
5:56.0,,,57-63,,K. Bryant misses 2-pt shot from 11 ft
5:56.0,Defensive rebound by B. Biyombo,,57-63,,
5:50.0,Shooting foul by J. Randle (drawn by D. DeRozan),,57-63,,
5:50.0,D. DeRozan makes free throw 1 of 2,1,58-63,,
5:50.0,D. DeRozan makes free throw 2 of 2,1,59-63,,
5:36.0,Personal foul by K. Lowry (drawn by K. Bryant),,59-63,,
5:28.0,,,59-63,,Turnover by D. Russell (bad pass; steal by D. Carroll)
5:23.0,,,59-63,,Shooting block foul by J. Randle (drawn by D. Carroll)
5:23.0,D. Carroll misses free throw 1 of 2,,59-63,,
5:23.0,Offensive rebound by Team,,59-63,,
5:23.0,,,59-63,,L. Nance enters the game for J. Randle
5:23.0,D. Carroll makes free throw 2 of 2,1,60-63,,
5:09.0,,,60-65,2,D. Russell makes 2-pt shot from 9 ft (assist by K. Bryant)
4:53.0,K. Lowry misses 3-pt shot from 24 ft,,60-65,,
4:51.0,,,60-65,,Defensive rebound by D. Russell
4:32.0,,,60-65,,Turnover by R. Hibbert (bad pass; steal by D. DeRozan)
4:32.0,,,60-65,,Personal foul by K. Bryant (drawn by D. DeRozan)
4:32.0,D. DeRozan makes free throw 1 of 2,1,61-65,,
4:32.0,,,61-65,,L. Williams enters the game for J. Clarkson
4:32.0,C. Joseph enters the game for D. Carroll,,61-65,,
4:32.0,D. DeRozan makes free throw 2 of 2,1,62-65,,
4:11.0,,,62-65,,K. Bryant misses 2-pt shot from 2 ft (block by B. Biyombo)
4:10.0,Defensive rebound by D. DeRozan,,62-65,,
3:55.0,C. Joseph misses 2-pt shot from 17 ft,,62-65,,
3:54.0,Offensive rebound by B. Biyombo,,62-65,,
3:50.0,B. Biyombo misses 2-pt shot from 8 ft,,62-65,,
3:50.0,,,62-65,,Defensive rebound by R. Hibbert
3:35.0,,,62-65,,L. Nance misses 2-pt shot from 9 ft
3:34.0,Defensive rebound by K. Lowry,,62-65,,
3:19.0,K. Lowry makes 3-pt shot from 24 ft,3,65-65,,
3:02.0,Personal foul by P. Patterson (drawn by R. Hibbert),,65-65,,
3:02.0,,,65-65,,M. World Peace enters the game for K. Bryant
3:02.0,,,65-65,,N. Young enters the game for D. Russell
3:02.0,,,65-65,,B. Bass enters the game for R. Hibbert
2:53.0,,,65-65,,L. Williams misses 3-pt shot from 23 ft
2:52.0,Defensive rebound by P. Patterson,,65-65,,
2:47.0,K. Lowry misses 3-pt shot from 25 ft,,65-65,,
2:45.0,,,65-65,,Defensive rebound by B. Bass
2:41.0,,,65-65,,Shooting foul by B. Biyombo (drawn by L. Williams)
2:41.0,,,65-65,,LA Lakers full timeout
2:41.0,T. Ross enters the game for D. DeRozan,,65-65,,
2:41.0,J. Johnson enters the game for B. Biyombo,,65-65,,
2:41.0,,,65-65,,L. Williams misses free throw 1 of 2
2:41.0,,,65-65,,Offensive rebound by Team
2:41.0,,,65-66,1,L. Williams makes free throw 2 of 2
2:23.0,,,65-66,,Shooting block foul by L. Nance (drawn by C. Joseph)
2:23.0,C. Joseph misses free throw 1 of 2,,65-66,,
2:23.0,Offensive rebound by Team,,65-66,,
2:23.0,C. Joseph makes free throw 2 of 2,1,66-66,,
2:07.0,,,66-66,,N. Young misses 2-pt shot from 10 ft
2:06.0,Defensive rebound by T. Ross,,66-66,,
1:48.0,K. Lowry makes 3-pt shot from 24 ft (assist by C. Joseph),3,69-66,,
1:29.0,,,69-66,,B. Bass misses 2-pt shot from 14 ft
1:29.0,,,69-66,,Offensive rebound by M. World Peace
1:29.0,Loose ball foul by T. Ross (drawn by M. World Peace),,69-66,,
1:29.0,,,69-66,,M. World Peace misses free throw 1 of 2
1:29.0,,,69-66,,Offensive rebound by Team
1:29.0,,,69-67,1,M. World Peace makes free throw 2 of 2
1:12.0,J. Johnson makes 2-pt shot at rim (assist by C. Joseph),2,71-67,,
1:00.0,,,71-67,,Shooting foul by T. Ross (drawn by B. Bass)
1:00.0,,,71-67,,B. Bass misses free throw 1 of 2
1:00.0,,,71-67,,Offensive rebound by Team
1:00.0,,,71-68,1,B. Bass makes free throw 2 of 2
0:44.0,T. Ross makes 3-pt shot from 23 ft (assist by C. Joseph),3,74-68,,
0:32.0,,,74-68,,L. Williams misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by P. Patterson,,74-68,,
0:10.0,K. Lowry misses 2-pt shot from 3 ft,,74-68,,
0:09.0,Offensive rebound by P. Patterson,,74-68,,
0:09.0,P. Patterson makes 2-pt shot at rim,2,76-68,,
0:01.0,,,76-68,,N. Young misses 2-pt shot from 2 ft
0:00.0,,,76-68,,Offensive rebound by B. Bass
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,76-70,2,B. Bass makes 2-pt shot at rim (assist by L. Williams)
11:22.0,D. Carroll makes 3-pt shot from 25 ft (assist by C. Joseph),3,79-70,,
11:10.0,,,79-73,3,L. Williams makes 3-pt shot from 24 ft (assist by K. Bryant)
10:51.0,J. Johnson makes 3-pt shot from 22 ft (assist by P. Patterson),3,82-73,,
10:32.0,,,82-73,,N. Young misses 3-pt shot from 24 ft
10:31.0,Defensive rebound by J. Johnson,,82-73,,
10:16.0,C. Joseph makes 2-pt shot at rim,2,84-73,,
10:16.0,,,84-73,,LA Lakers full timeout
9:53.0,,,84-75,2,K. Bryant makes 2-pt shot from 14 ft
9:30.0,C. Joseph makes 2-pt shot from 11 ft,2,86-75,,
9:08.0,,,86-75,,Turnover by L. Williams (bad pass; steal by P. Patterson)
8:46.0,P. Patterson misses 3-pt shot from 25 ft,,86-75,,
8:46.0,Offensive rebound by J. Johnson,,86-75,,
8:32.0,Turnover by C. Joseph (bad pass; steal by L. Williams),,86-75,,
8:26.0,,,86-75,,L. Williams misses 2-pt shot from 2 ft (block by J. Johnson)
8:25.0,Defensive rebound by D. Carroll,,86-75,,
8:19.0,P. Patterson misses 3-pt shot from 23 ft,,86-75,,
8:16.0,Offensive rebound by D. Carroll,,86-75,,
8:12.0,D. Carroll makes 2-pt shot at rim,2,88-75,,
8:04.0,,,88-75,,Turnover by K. Bryant (bad pass; steal by D. Carroll)
7:58.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Patterson),3,91-75,,
7:56.0,,,91-75,,LA Lakers full timeout
7:56.0,,,91-75,,D. Russell enters the game for L. Nance
7:56.0,,,91-75,,J. Clarkson enters the game for L. Williams
7:56.0,,,91-75,,J. Randle enters the game for N. Young
7:40.0,,,91-75,,Shooting foul by J. Johnson (drawn by B. Bass)
7:40.0,,,91-76,1,B. Bass makes free throw 1 of 2
7:40.0,,,91-77,1,B. Bass makes free throw 2 of 2
7:21.0,C. Joseph misses 3-pt shot from 24 ft,,91-77,,
7:21.0,,,91-77,,Defensive rebound by K. Bryant
7:14.0,,,91-77,,K. Bryant misses 3-pt shot from 24 ft
7:13.0,Defensive rebound by D. Carroll,,91-77,,
6:48.0,C. Joseph misses 3-pt shot from 28 ft,,91-77,,
6:45.0,,,91-77,,Defensive rebound by J. Clarkson
6:40.0,,,91-79,2,J. Randle makes 2-pt shot at rim
6:25.0,Shooting foul by D. Russell (drawn by C. Joseph),,91-79,,
6:25.0,C. Joseph makes free throw 1 of 2,1,92-79,,
6:25.0,,,92-79,,M. World Peace enters the game for B. Bass
6:25.0,D. DeRozan enters the game for T. Ross,,92-79,,
6:25.0,C. Joseph makes free throw 2 of 2,1,93-79,,
6:17.0,,,93-82,3,D. Russell makes 3-pt shot from 25 ft (assist by K. Bryant)
5:48.0,C. Joseph misses 2-pt shot from 10 ft,,93-82,,
5:45.0,,,93-82,,Defensive rebound by J. Randle
5:26.0,,,93-82,,D. Russell misses 3-pt shot from 23 ft
5:25.0,Defensive rebound by J. Johnson,,93-82,,
5:02.0,P. Patterson misses 3-pt shot from 25 ft,,93-82,,
5:02.0,,,93-82,,Defensive rebound by J. Randle
4:42.0,,,93-84,2,K. Bryant makes 2-pt shot from 7 ft
4:42.0,Toronto full timeout,,93-84,,
4:42.0,K. Lowry enters the game for C. Joseph,,93-84,,
4:42.0,L. Scola enters the game for J. Johnson,,93-84,,
4:26.0,D. DeRozan misses 2-pt shot from 3 ft (block by J. Randle),,93-84,,
4:25.0,Offensive rebound by D. DeRozan,,93-84,,
4:21.0,D. Carroll misses 3-pt shot from 23 ft,,93-84,,
4:19.0,Offensive rebound by P. Patterson,,93-84,,
4:16.0,Offensive foul by L. Scola,,93-84,,
4:16.0,Turnover by L. Scola (offensive foul),,93-84,,
4:05.0,,,93-84,,M. World Peace misses 3-pt shot from 24 ft
4:05.0,,,93-84,,Offensive rebound by Team
4:05.0,Loose ball foul by P. Patterson (drawn by J. Randle),,93-84,,
3:58.0,,,93-84,,J. Clarkson misses 3-pt shot from 23 ft
3:57.0,,,93-84,,Offensive rebound by J. Randle
3:49.0,,,93-87,3,M. World Peace makes 3-pt shot from 23 ft (assist by J. Randle)
3:34.0,Shooting foul by J. Randle (drawn by D. DeRozan),,93-87,,
3:34.0,D. DeRozan makes free throw 1 of 2,1,94-87,,
3:34.0,D. DeRozan makes free throw 2 of 2,1,95-87,,
3:24.0,,,95-87,,D. Russell misses 2-pt shot from 2 ft
3:24.0,Defensive rebound by D. DeRozan,,95-87,,
3:05.0,D. DeRozan misses 2-pt shot from 1 ft,,95-87,,
3:04.0,Offensive rebound by D. DeRozan,,95-87,,
3:00.0,D. DeRozan makes 2-pt shot at rim,2,97-87,,
2:47.0,,,97-87,,M. World Peace misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by K. Lowry,,97-87,,
2:24.0,Turnover by Team (shot clock),,97-87,,
2:12.0,,,97-89,2,J. Clarkson makes 2-pt shot at rim
1:53.0,Turnover by D. DeRozan (lost ball; steal by K. Bryant),,97-89,,
1:48.0,,,97-91,2,K. Bryant makes 2-pt shot from 20 ft (assist by D. Russell)
1:48.0,Toronto full timeout,,97-91,,
1:48.0,C. Joseph enters the game for P. Patterson,,97-91,,
1:39.0,,,97-91,,Personal foul by M. World Peace (drawn by D. DeRozan)
1:25.0,D. DeRozan makes 2-pt shot from 1 ft,2,99-91,,
1:13.0,,,99-91,,K. Bryant misses 3-pt shot from 23 ft
1:12.0,Defensive rebound by K. Lowry,,99-91,,
0:53.0,K. Lowry misses 3-pt shot from 24 ft,,99-91,,
0:52.0,,,99-91,,Defensive rebound by J. Clarkson
0:46.0,,,99-91,,J. Clarkson misses 2-pt shot from 1 ft (block by L. Scola)
0:44.0,Defensive rebound by L. Scola,,99-91,,
0:25.0,D. Carroll makes 2-pt shot from 5 ft (assist by C. Joseph),2,101-91,,
0:25.0,,,101-91,,LA Lakers full timeout
0:25.0,,,101-91,,L. Nance enters the game for K. Bryant
0:25.0,,,101-91,,B. Bass enters the game for M. World Peace
0:19.0,,,101-91,,D. Russell misses 3-pt shot from 25 ft
0:18.0,,,101-91,,Offensive rebound by B. Bass
0:18.0,,,101-91,,Turnover by J. Clarkson (lost ball)
0:15.0,,,101-91,,Personal take foul by D. Russell (drawn by D. DeRozan)
0:15.0,D. DeRozan misses free throw 1 of 2,,101-91,,
0:15.0,Offensive rebound by Team,,101-91,,
