time,LA Lakers,pts.away,score,pts.home,Portland
10:59.0,J. Clarkson enters the game for D. Russell,,22-34,,
10:59.0,K. Bryant makes free throw 2 of 2,1,23-34,,
10:45.0,,,23-34,,Turnover by M. Harkless (step out of bounds)
10:26.0,M. World Peace makes 2-pt shot from 22 ft (assist by B. Bass),2,25-34,,
10:06.0,,,25-34,,C. McCollum misses 2-pt shot from 21 ft
10:06.0,Defensive rebound by M. World Peace,,25-34,,
9:58.0,L. Nance misses 2-pt shot from 20 ft,,25-34,,
9:55.0,,,25-34,,Defensive rebound by A. Crabbe
9:43.0,,,25-37,3,A. Crabbe makes 3-pt shot from 24 ft (assist by M. Leonard)
9:25.0,K. Bryant misses 2-pt shot from 18 ft,,25-37,,
9:24.0,,,25-37,,Defensive rebound by M. Leonard
9:10.0,,,25-37,,A. Crabbe misses 2-pt shot from 20 ft
9:08.0,Defensive rebound by B. Bass,,25-37,,
8:51.0,Shooting foul by A. Crabbe (drawn by K. Bryant),,25-37,,
8:51.0,Official timeout,,25-37,,
8:51.0,D. Russell enters the game for J. Clarkson,,25-37,,
8:51.0,R. Hibbert enters the game for L. Nance,,25-37,,
8:51.0,J. Randle enters the game for B. Bass,,25-37,,
8:51.0,K. Bryant misses free throw 1 of 3,,25-37,,
8:51.0,Offensive rebound by Team,,25-37,,
8:51.0,K. Bryant makes free throw 2 of 3,1,26-37,,
8:51.0,K. Bryant makes free throw 3 of 3,1,27-37,,
8:26.0,,,27-39,2,M. Leonard makes 2-pt shot from 10 ft (assist by M. Harkless)
8:06.0,Turnover by K. Bryant (bad pass),,27-39,,
8:06.0,,,27-39,,G. Henderson enters the game for A. Crabbe
7:45.0,,,27-39,,M. Leonard misses 3-pt shot from 24 ft
7:45.0,Defensive rebound by K. Bryant,,27-39,,
7:32.0,K. Bryant makes 2-pt shot from 11 ft,2,29-39,,
7:19.0,,,29-39,,E. Davis misses 2-pt shot from 1 ft
7:18.0,Defensive rebound by J. Randle,,29-39,,
7:08.0,R. Hibbert misses 2-pt shot from 20 ft,,29-39,,
7:08.0,Offensive rebound by M. World Peace,,29-39,,
6:56.0,Turnover by D. Russell (bad pass; steal by G. Henderson),,29-39,,
6:52.0,,,29-41,2,G. Henderson makes 2-pt shot at rim
6:31.0,J. Randle makes 2-pt shot from 18 ft (assist by R. Hibbert),2,31-41,,
6:16.0,,,31-41,,G. Henderson misses 3-pt shot from 23 ft
6:15.0,Defensive rebound by M. World Peace,,31-41,,
6:04.0,R. Hibbert misses 2-pt shot from 5 ft,,31-41,,
6:03.0,,,31-41,,Defensive rebound by M. Leonard
5:59.0,Flagrant foul type 1 by R. Hibbert (drawn by M. Harkless),,31-41,,
5:59.0,,,31-41,,Portland full timeout
5:59.0,,,31-41,,M. Harkless misses flagrant free throw 1 of 2
5:59.0,,,31-41,,Offensive rebound by Team
5:59.0,,,31-42,1,M. Harkless makes flagrant free throw 2 of 2
5:43.0,,,31-44,2,C. McCollum makes 2-pt shot from 11 ft
5:21.0,D. Russell makes 2-pt shot from 14 ft (assist by R. Hibbert),2,33-44,,
5:02.0,,,33-44,,Shooting foul by D. Russell (drawn by G. Henderson)
5:02.0,,,33-45,1,G. Henderson makes free throw 1 of 2
5:02.0,,,33-45,,M. Plumlee enters the game for E. Davis
5:02.0,,,33-45,,A. Aminu enters the game for M. Harkless
5:02.0,,,33-46,1,G. Henderson makes free throw 2 of 2
4:51.0,,,33-46,,D. Lillard enters the game for C. McCollum
4:43.0,Shooting foul by M. Plumlee (drawn by R. Hibbert),,33-46,,
4:43.0,R. Hibbert misses free throw 1 of 2,,33-46,,
4:43.0,Offensive rebound by Team,,33-46,,
4:43.0,,,33-46,,E. Davis enters the game for M. Plumlee
4:43.0,J. Clarkson enters the game for M. World Peace,,33-46,,
4:43.0,R. Hibbert makes free throw 2 of 2,1,34-46,,
4:30.0,,,34-49,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
4:08.0,J. Clarkson makes 2-pt shot from 2 ft,2,36-49,,
3:48.0,,,36-49,,G. Henderson misses 2-pt shot from 19 ft
3:47.0,,,36-49,,Offensive rebound by D. Lillard
3:37.0,,,36-49,,G. Henderson misses 2-pt shot from 10 ft
3:36.0,Defensive rebound by J. Randle,,36-49,,
3:29.0,J. Clarkson makes 3-pt shot from 24 ft (assist by J. Randle),3,39-49,,
3:07.0,,,39-49,,M. Leonard misses 3-pt shot from 23 ft
3:06.0,Defensive rebound by D. Russell,,39-49,,
2:54.0,R. Hibbert misses 2-pt shot from 2 ft,,39-49,,
2:53.0,Offensive rebound by R. Hibbert,,39-49,,
2:47.0,J. Randle makes 2-pt shot from 21 ft,2,41-49,,
2:47.0,,,41-49,,Away from play foul by E. Davis (drawn by R. Hibbert)
2:47.0,LA Lakers full timeout,,41-49,,
2:47.0,,,41-49,,N. Vonleh enters the game for M. Leonard
2:47.0,N. Young enters the game for J. Clarkson,,41-49,,
2:47.0,R. Hibbert makes free throw 1 of 1,1,42-49,,
2:31.0,,,42-49,,Shooting foul by N. Young (drawn by E. Davis)
2:31.0,,,42-49,,E. Davis misses free throw 1 of 2
2:31.0,,,42-49,,Offensive rebound by Team
2:31.0,,,42-50,1,E. Davis makes free throw 2 of 2
2:16.0,K. Bryant makes 2-pt shot at rim,2,44-50,,
2:05.0,,,44-53,3,G. Henderson makes 3-pt shot from 22 ft (assist by A. Aminu)
1:58.0,LA Lakers full timeout,,44-53,,
1:44.0,K. Bryant misses 2-pt shot from 19 ft,,44-53,,
1:43.0,,,44-53,,Defensive rebound by G. Henderson
1:39.0,Personal foul by K. Bryant (drawn by G. Henderson),,44-53,,
1:23.0,,,44-53,,Shooting foul by D. Russell (drawn by G. Henderson)
1:23.0,,,44-54,1,G. Henderson makes free throw 1 of 2
1:23.0,,,44-55,1,G. Henderson makes free throw 2 of 2
1:03.0,J. Randle misses 2-pt shot from 7 ft,,44-55,,
1:03.0,,,44-55,,Defensive rebound by G. Henderson
0:48.0,,,44-55,,D. Lillard misses 2-pt shot from 20 ft
0:47.0,,,44-55,,Offensive rebound by N. Vonleh
0:46.0,,,44-57,2,E. Davis makes 2-pt shot at rim (assist by N. Vonleh)
0:29.0,D. Russell makes 2-pt shot from 9 ft,2,46-57,,
0:20.0,,,46-57,,Portland full timeout
0:20.0,,,46-57,,C. McCollum enters the game for N. Vonleh
0:15.0,Jump ball: D. Lillard vs. D. Russell,,,,Jump ball: D. Lillard vs. D. Russell
0:05.0,,,46-60,3,C. McCollum makes 3-pt shot from 23 ft (assist by D. Lillard)
0:00.0,K. Bryant misses 3-pt shot from 24 ft,,46-60,,
0:00.0,Offensive rebound by Team,,46-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,K. Bryant makes 3-pt shot from 24 ft (assist by D. Russell),3,49-60,,
11:25.0,Personal foul by J. Randle (drawn by M. Plumlee),,49-60,,
11:21.0,,,49-63,3,D. Lillard makes 3-pt shot from 24 ft (assist by A. Aminu)
10:55.0,K. Bryant misses 3-pt shot from 23 ft,,49-63,,
10:54.0,,,49-63,,Defensive rebound by A. Aminu
10:46.0,,,49-63,,Offensive foul by M. Plumlee
10:46.0,,,49-63,,Turnover by M. Plumlee (offensive foul)
10:31.0,Turnover by J. Randle (lost ball),,49-63,,
10:13.0,,,49-63,,A. Aminu misses 3-pt shot from 22 ft
10:13.0,Defensive rebound by R. Hibbert,,49-63,,
10:03.0,D. Russell makes 3-pt shot from 24 ft (assist by J. Clarkson),3,52-63,,
9:52.0,,,52-63,,D. Lillard misses 3-pt shot from 27 ft
9:52.0,Defensive rebound by R. Hibbert,,52-63,,
9:41.0,J. Clarkson makes 3-pt shot from 28 ft (assist by D. Russell),3,55-63,,
9:28.0,Violation by D. Russell (kicked ball),,55-63,,
9:21.0,,,55-66,3,D. Lillard makes 3-pt shot from 22 ft (assist by C. McCollum)
9:07.0,D. Russell misses 2-pt shot from 20 ft,,55-66,,
9:05.0,,,55-66,,Defensive rebound by Team
8:49.0,,,55-68,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
8:35.0,Shooting foul by A. Aminu (drawn by K. Bryant),,55-68,,
8:35.0,K. Bryant makes free throw 1 of 2,1,56-68,,
8:35.0,K. Bryant makes free throw 2 of 2,1,57-68,,
8:16.0,,,57-68,,M. Plumlee misses 2-pt shot from 4 ft
8:14.0,Defensive rebound by J. Randle,,57-68,,
8:02.0,Shooting foul by C. McCollum (drawn by R. Hibbert),,57-68,,
8:02.0,R. Hibbert makes free throw 1 of 2,1,58-68,,
8:02.0,R. Hibbert makes free throw 2 of 2,1,59-68,,
7:46.0,,,59-68,,A. Aminu misses 2-pt shot from 2 ft
7:45.0,,,59-68,,Offensive rebound by A. Aminu
7:40.0,,,59-70,2,A. Aminu makes 2-pt shot from 5 ft
7:23.0,K. Bryant makes 2-pt shot from 19 ft (assist by D. Russell),2,61-70,,
7:12.0,,,61-70,,D. Lillard misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by D. Russell,,61-70,,
7:01.0,J. Randle misses 2-pt shot from 9 ft,,61-70,,
6:59.0,,,61-70,,Defensive rebound by C. McCollum
6:52.0,,,61-70,,C. McCollum misses 2-pt shot from 3 ft (block by J. Randle)
6:51.0,Defensive rebound by J. Randle,,61-70,,
6:46.0,J. Clarkson makes 2-pt shot from 2 ft (assist by J. Randle),2,63-70,,
6:46.0,,,63-70,,Portland full timeout
6:30.0,,,63-70,,A. Aminu misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by D. Russell,,63-70,,
6:04.0,D. Russell misses 3-pt shot from 24 ft (block by D. Lillard),,63-70,,
6:03.0,,,63-70,,Defensive rebound by N. Vonleh
5:50.0,,,63-70,,C. McCollum misses 3-pt shot from 24 ft
5:49.0,Defensive rebound by J. Randle,,63-70,,
5:43.0,Shooting foul by N. Vonleh (drawn by D. Russell),,63-70,,
5:43.0,D. Russell makes free throw 1 of 2,1,64-70,,
5:43.0,,,64-70,,A. Crabbe enters the game for C. McCollum
5:43.0,L. Nance enters the game for J. Randle,,64-70,,
5:43.0,M. World Peace enters the game for K. Bryant,,64-70,,
5:43.0,N. Young enters the game for J. Clarkson,,64-70,,
5:43.0,D. Russell makes free throw 2 of 2,1,65-70,,
5:30.0,,,65-70,,Turnover by A. Aminu (lost ball)
5:14.0,N. Young misses 3-pt shot from 26 ft,,65-70,,
5:13.0,Offensive rebound by L. Nance,,65-70,,
5:03.0,Turnover by L. Nance (bad pass),,65-70,,
4:49.0,,,65-70,,M. Plumlee misses 2-pt shot from 2 ft
4:45.0,,,65-70,,Offensive rebound by M. Plumlee
4:45.0,,,65-72,2,M. Plumlee makes 2-pt shot from 1 ft
4:33.0,N. Young misses 3-pt shot from 25 ft,,65-72,,
4:33.0,,,65-72,,Defensive rebound by A. Aminu
4:33.0,Personal foul by D. Russell (drawn by A. Aminu),,65-72,,
4:33.0,,,65-72,,M. Leonard enters the game for M. Plumlee
4:33.0,,,65-72,,E. Davis enters the game for N. Vonleh
4:33.0,B. Bass enters the game for R. Hibbert,,65-72,,
4:20.0,,,65-72,,A. Crabbe misses 2-pt shot from 14 ft
4:18.0,Defensive rebound by B. Bass,,65-72,,
3:57.0,M. World Peace misses 3-pt shot from 24 ft,,65-72,,
3:57.0,,,65-72,,Defensive rebound by M. Leonard
3:47.0,,,65-74,2,D. Lillard makes 2-pt shot from 1 ft
3:47.0,LA Lakers full timeout,,65-74,,
3:47.0,,,65-74,,M. Harkless enters the game for A. Aminu
3:37.0,L. Nance makes 2-pt shot from 5 ft,2,67-74,,
3:37.0,Shooting foul by D. Lillard (drawn by L. Nance),,67-74,,
3:37.0,L. Nance makes free throw 1 of 1,1,68-74,,
3:22.0,,,68-74,,M. Harkless misses 3-pt shot from 22 ft
3:21.0,Defensive rebound by N. Young,,68-74,,
3:13.0,B. Bass misses 2-pt shot at rim (block by M. Leonard),,68-74,,
3:11.0,,,68-74,,Defensive rebound by E. Davis
3:05.0,,,68-74,,Shooting foul by B. Bass (drawn by M. Harkless)
3:05.0,,,68-75,1,M. Harkless makes free throw 1 of 2
3:05.0,,,68-76,1,M. Harkless makes free throw 2 of 2
2:41.0,D. Russell makes 2-pt shot from 17 ft,2,70-76,,
2:24.0,,,70-79,3,D. Lillard makes 3-pt shot from 24 ft (assist by M. Harkless)
2:12.0,B. Bass misses 2-pt shot from 19 ft,,70-79,,
2:11.0,,,70-79,,Defensive rebound by E. Davis
2:05.0,,,70-79,,Shooting foul by D. Russell (drawn by D. Lillard)
2:05.0,,,70-79,,D. Lillard misses free throw 1 of 2
2:05.0,,,70-79,,Offensive rebound by Team
2:05.0,J. Clarkson enters the game for D. Russell,,70-79,,
2:05.0,,,70-80,1,D. Lillard makes free throw 2 of 2
1:47.0,Turnover by M. World Peace (bad pass; steal by E. Davis),,70-80,,
1:44.0,,,70-80,,Shooting foul by J. Clarkson (drawn by A. Crabbe)
1:44.0,,,70-81,1,A. Crabbe makes free throw 1 of 2
1:44.0,,,70-82,1,A. Crabbe makes free throw 2 of 2
1:27.0,M. World Peace misses 3-pt shot from 24 ft,,70-82,,
1:26.0,,,70-82,,Defensive rebound by E. Davis
1:14.0,,,70-82,,M. Leonard misses 3-pt shot from 23 ft
1:13.0,,,70-82,,Offensive rebound by Team
1:04.0,,,70-82,,Turnover by A. Crabbe (lost ball; steal by M. World Peace)
0:56.0,J. Clarkson misses 3-pt shot from 24 ft,,70-82,,
0:55.0,,,70-82,,Defensive rebound by Team
0:55.0,Loose ball foul by M. World Peace (drawn by D. Lillard),,70-82,,
0:55.0,,,70-83,1,D. Lillard makes free throw 1 of 2
0:55.0,,,70-84,1,D. Lillard makes free throw 2 of 2
0:42.0,N. Young makes 3-pt shot from 25 ft (assist by B. Bass),3,73-84,,
0:32.0,,,73-84,,D. Lillard misses 3-pt shot from 24 ft
0:31.0,,,73-84,,Offensive rebound by M. Harkless
0:28.0,,,73-84,,M. Harkless misses 2-pt shot at rim
0:27.0,,,73-84,,Offensive rebound by M. Harkless
0:21.0,,,73-84,,A. Crabbe misses 2-pt shot from 18 ft
0:20.0,Defensive rebound by J. Clarkson,,73-84,,
0:00.0,N. Young makes 3-pt shot from 23 ft (assist by J. Clarkson),3,76-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,76-84,,Turnover by C. McCollum (lost ball; steal by J. Clarkson)
11:46.0,Shooting foul by M. Leonard (drawn by B. Bass),,76-84,,
11:46.0,B. Bass makes free throw 1 of 2,1,77-84,,
11:46.0,B. Bass makes free throw 2 of 2,1,78-84,,
11:22.0,,,78-86,2,M. Harkless makes 2-pt shot from 2 ft
11:03.0,K. Bryant misses 3-pt shot from 24 ft,,78-86,,
11:03.0,,,78-86,,Defensive rebound by E. Davis
10:47.0,,,78-88,2,M. Leonard makes 2-pt shot from 1 ft (assist by E. Davis)
10:30.0,N. Young misses 2-pt shot from 17 ft,,78-88,,
10:29.0,,,78-88,,Defensive rebound by M. Leonard
10:19.0,,,78-88,,C. McCollum misses 2-pt shot from 22 ft
10:19.0,Defensive rebound by L. Nance,,78-88,,
10:09.0,Turnover by J. Clarkson (lost ball; steal by C. McCollum),,78-88,,
10:06.0,,,78-88,,Turnover by E. Davis (bad pass; steal by L. Nance)
10:03.0,N. Young misses 3-pt shot from 24 ft,,78-88,,
10:03.0,,,78-88,,Defensive rebound by Team
9:43.0,,,78-90,2,C. McCollum makes 2-pt shot from 14 ft
9:14.0,J. Clarkson misses 3-pt shot from 23 ft,,78-90,,
9:13.0,,,78-90,,Defensive rebound by A. Crabbe
9:08.0,,,78-90,,Shooting foul by B. Bass (drawn by E. Davis)
9:08.0,,,78-90,,E. Davis misses free throw 1 of 2
9:08.0,,,78-90,,Offensive rebound by Team
9:08.0,J. Randle enters the game for N. Young,,78-90,,
9:08.0,D. Russell enters the game for L. Nance,,78-90,,
9:08.0,,,78-91,1,E. Davis makes free throw 2 of 2
8:55.0,K. Bryant makes 2-pt shot from 20 ft (assist by J. Randle),2,80-91,,
8:40.0,,,80-93,2,A. Crabbe makes 2-pt shot from 1 ft (assist by M. Leonard)
8:24.0,B. Bass makes 2-pt shot from 22 ft (assist by D. Russell),2,82-93,,
8:11.0,,,82-93,,Turnover by A. Crabbe (lost ball; steal by J. Randle)
8:08.0,J. Clarkson makes 2-pt shot at rim,2,84-93,,
7:49.0,,,84-95,2,M. Harkless makes 2-pt shot at rim (assist by E. Davis)
7:47.0,LA Lakers full timeout,,84-95,,
7:47.0,,,84-95,,D. Lillard enters the game for A. Crabbe
7:38.0,J. Randle misses 2-pt shot from 15 ft,,84-95,,
7:37.0,,,84-95,,Defensive rebound by D. Lillard
7:27.0,,,84-95,,Turnover by D. Lillard (bad pass)
7:14.0,K. Bryant misses 3-pt shot from 28 ft,,84-95,,
7:13.0,Offensive rebound by Team,,84-95,,
7:13.0,,,84-95,,Personal foul by E. Davis (drawn by B. Bass)
7:13.0,M. World Peace enters the game for K. Bryant,,84-95,,
7:13.0,,,84-95,,M. Plumlee enters the game for E. Davis
7:13.0,,,84-95,,A. Aminu enters the game for M. Leonard
7:07.0,D. Russell makes 3-pt shot from 25 ft (assist by J. Randle),3,87-95,,
6:51.0,,,87-97,2,C. McCollum makes 2-pt shot from 1 ft (assist by M. Plumlee)
6:31.0,J. Clarkson misses 2-pt shot from 16 ft,,87-97,,
6:29.0,,,87-97,,Defensive rebound by A. Aminu
6:20.0,,,87-97,,A. Aminu misses 3-pt shot from 23 ft
6:19.0,,,87-97,,Offensive rebound by M. Harkless
6:15.0,Violation by B. Bass (kicked ball),,87-97,,
6:15.0,R. Hibbert enters the game for B. Bass,,87-97,,
6:08.0,,,87-99,2,C. McCollum makes 2-pt shot from 7 ft (assist by M. Plumlee)
5:41.0,J. Clarkson misses 2-pt shot from 5 ft,,87-99,,
5:37.0,Offensive rebound by M. World Peace,,87-99,,
5:37.0,M. World Peace misses 2-pt shot from 1 ft,,87-99,,
5:36.0,,,87-99,,Defensive rebound by C. McCollum
5:30.0,,,87-99,,Turnover by M. Plumlee (lost ball; steal by J. Randle)
5:18.0,J. Randle makes 2-pt shot from 7 ft,2,89-99,,
5:01.0,,,89-99,,D. Lillard misses 2-pt shot from 21 ft
5:01.0,Defensive rebound by M. World Peace,,89-99,,
4:44.0,J. Randle misses 2-pt shot from 5 ft,,89-99,,
4:42.0,Offensive rebound by J. Randle,,89-99,,
4:42.0,J. Randle makes 2-pt shot at rim,2,91-99,,
4:23.0,,,91-99,,M. Plumlee misses 2-pt shot from 10 ft
4:22.0,,,91-99,,Offensive rebound by M. Plumlee
4:13.0,,,91-99,,D. Lillard misses 3-pt shot from 26 ft
4:12.0,Defensive rebound by D. Russell,,91-99,,
4:05.0,D. Russell misses 2-pt shot from 20 ft,,91-99,,
4:04.0,,,91-99,,Defensive rebound by A. Aminu
3:56.0,,,91-101,2,D. Lillard makes 2-pt shot from 3 ft
3:54.0,LA Lakers full timeout,,91-101,,
3:54.0,Official timeout,,91-101,,
3:54.0,K. Bryant enters the game for M. World Peace,,91-101,,
3:50.0,,,91-101,,Personal foul by D. Lillard (drawn by D. Russell)
3:35.0,K. Bryant misses 2-pt shot from 19 ft,,91-101,,
3:34.0,,,91-101,,Defensive rebound by A. Aminu
3:16.0,,,91-101,,C. McCollum misses 2-pt shot from 8 ft
3:16.0,,,91-101,,Offensive rebound by M. Plumlee
3:16.0,Personal foul by R. Hibbert (drawn by M. Plumlee),,91-101,,
3:10.0,,,91-101,,D. Lillard misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by R. Hibbert,,91-101,,
2:45.0,J. Randle makes 2-pt shot from 4 ft,2,93-101,,
2:27.0,,,93-104,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
2:11.0,Shooting foul by M. Plumlee (drawn by J. Clarkson),,93-104,,
2:11.0,,,93-104,,Portland full timeout
2:11.0,J. Clarkson makes free throw 1 of 2,1,94-104,,
2:11.0,J. Clarkson misses free throw 2 of 2,,94-104,,
2:09.0,,,94-104,,Defensive rebound by M. Harkless
1:53.0,,,94-104,,Shooting foul by R. Hibbert (drawn by M. Plumlee)
1:53.0,,,94-105,1,M. Plumlee makes free throw 1 of 2
1:53.0,,,94-105,,M. Plumlee misses free throw 2 of 2
1:50.0,,,94-105,,Offensive rebound by A. Aminu
