time,Dallas,pts.away,score,pts.home,Oklahoma City
4:13.0,Z. Pachulia misses 2-pt shot from 2 ft (block by A. Roberson),,18-13,,
4:12.0,,,18-13,,Defensive rebound by A. Roberson
4:08.0,,,18-13,,Shooting foul by D. Powell (drawn by S. Ibaka)
4:08.0,,,18-14,1,S. Ibaka makes free throw 1 of 2
4:08.0,,,18-14,,D. Waiters enters the game for K. Durant
4:08.0,,,18-14,,K. Singler enters the game for A. Roberson
4:08.0,Dallas full timeout,,18-14,,
4:08.0,D. Harris enters the game for D. Williams,,18-14,,
4:08.0,,,18-15,1,S. Ibaka makes free throw 2 of 2
3:59.0,Shooting foul by S. Ibaka (drawn by D. Powell),,18-15,,
3:59.0,D. Powell misses free throw 1 of 2,,18-15,,
3:59.0,Offensive rebound by Team,,18-15,,
3:59.0,,,18-15,,N. Collison enters the game for S. Ibaka
3:59.0,J. Anderson enters the game for W. Matthews,,18-15,,
3:59.0,D. Powell misses free throw 2 of 2,,18-15,,
3:58.0,,,18-15,,Defensive rebound by N. Collison
3:45.0,,,18-15,,R. Westbrook misses 2-pt shot from 16 ft
3:44.0,Defensive rebound by D. Harris,,18-15,,
3:24.0,Turnover by R. Felton (lost ball),,18-15,,
3:08.0,,,18-15,,D. Waiters misses 2-pt shot from 5 ft
3:07.0,,,18-15,,Offensive rebound by R. Westbrook
2:56.0,,,18-17,2,S. Adams makes 2-pt shot from 1 ft (assist by N. Collison)
2:38.0,,,18-17,,Personal foul by N. Collison
2:38.0,,,18-17,,E. Kanter enters the game for S. Adams
2:38.0,,,18-17,,K. Durant enters the game for R. Westbrook
2:38.0,S. Mejri enters the game for D. Powell,,18-17,,
2:38.0,D. Nowitzki enters the game for Z. Pachulia,,18-17,,
2:29.0,R. Felton misses 2-pt shot from 2 ft,,18-17,,
2:29.0,,,18-17,,Defensive rebound by D. Waiters
2:16.0,,,18-17,,E. Kanter misses 2-pt shot from 17 ft
2:16.0,Defensive rebound by J. Anderson,,18-17,,
1:53.0,J. Anderson makes 2-pt shot from 1 ft (assist by D. Harris),2,20-17,,
1:40.0,,,20-17,,K. Durant misses 3-pt shot from 25 ft
1:39.0,,,20-17,,Offensive rebound by E. Kanter
1:37.0,,,20-17,,Turnover by E. Kanter (lost ball; steal by D. Harris)
1:34.0,Offensive charge foul by J. Anderson,,20-17,,
1:34.0,Turnover by J. Anderson (offensive foul),,20-17,,
1:19.0,,,20-17,,K. Durant misses 2-pt shot from 5 ft
1:19.0,Defensive rebound by Team,,20-17,,
1:01.0,D. Nowitzki misses 2-pt shot from 15 ft,,20-17,,
1:01.0,,,20-17,,Defensive rebound by E. Kanter
0:52.0,,,20-17,,Shooting foul by D. Harris (drawn by E. Kanter)
0:52.0,,,20-18,1,E. Kanter makes free throw 1 of 2
0:52.0,,,20-19,1,E. Kanter makes free throw 2 of 2
0:34.0,D. Harris makes 2-pt shot from 1 ft,2,22-19,,
0:26.0,,,22-19,,Offensive foul by K. Durant
0:26.0,,,22-19,,Turnover by K. Durant (offensive foul)
0:26.0,Technical foul by Team,,22-19,,
0:26.0,,,22-20,1,K. Durant makes technical free throw
0:08.0,,,22-20,,Personal foul by N. Collison
0:02.0,R. Felton makes 2-pt shot from 14 ft,2,24-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. Nowitzki makes 2-pt shot from 15 ft (assist by D. Harris),2,26-20,,
11:23.0,,,26-20,,K. Durant misses 2-pt shot from 5 ft
11:23.0,Defensive rebound by J. Anderson,,26-20,,
11:03.0,D. Williams misses 3-pt shot from 23 ft,,26-20,,
11:02.0,,,26-20,,Defensive rebound by E. Kanter
10:51.0,,,26-20,,K. Durant misses 3-pt shot from 24 ft
10:51.0,,,26-20,,Offensive rebound by R. Foye
10:46.0,,,26-20,,Offensive charge foul by D. Waiters
10:46.0,,,26-20,,Turnover by D. Waiters (offensive foul)
10:31.0,D. Williams misses 2-pt shot from 3 ft,,26-20,,
10:29.0,Offensive rebound by S. Mejri,,26-20,,
10:29.0,S. Mejri misses 2-pt shot from 2 ft,,26-20,,
10:29.0,,,26-20,,Defensive rebound by K. Durant
10:20.0,,,26-23,3,D. Waiters makes 3-pt shot from 23 ft (assist by R. Foye)
9:58.0,Turnover by D. Nowitzki (lost ball; steal by N. Collison),,26-23,,
9:52.0,,,26-23,,Offensive charge foul by K. Durant
9:52.0,,,26-23,,Turnover by K. Durant (offensive foul)
9:52.0,,,26-23,,S. Ibaka enters the game for N. Collison
9:31.0,D. Williams misses 2-pt shot from 9 ft,,26-23,,
9:31.0,,,26-23,,Defensive rebound by K. Durant
9:08.0,,,26-23,,Turnover by K. Durant (lost ball; steal by D. Williams)
9:03.0,J. Anderson makes 2-pt shot at rim (assist by D. Williams),2,28-23,,
9:02.0,,,28-23,,Oklahoma City full timeout
9:02.0,,,28-23,,R. Westbrook enters the game for D. Waiters
8:55.0,,,28-23,,E. Kanter misses 2-pt shot from 6 ft
8:54.0,,,28-23,,Offensive rebound by R. Westbrook
8:54.0,,,28-25,2,R. Westbrook makes 2-pt shot from 1 ft
8:36.0,Shooting foul by E. Kanter (drawn by D. Harris),,28-25,,
8:36.0,D. Harris misses free throw 1 of 2,,28-25,,
8:36.0,Offensive rebound by Team,,28-25,,
8:36.0,D. Harris misses free throw 2 of 2,,28-25,,
8:35.0,Offensive rebound by J. Anderson,,28-25,,
8:34.0,J. Anderson makes 2-pt shot at rim,2,30-25,,
8:30.0,,,30-25,,Turnover by K. Durant (lost ball; steal by D. Harris)
8:25.0,D. Williams misses 3-pt shot from 26 ft,,30-25,,
8:24.0,,,30-25,,Defensive rebound by R. Westbrook
8:18.0,,,30-28,3,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook)
7:56.0,Shooting foul by S. Ibaka (drawn by D. Nowitzki),,30-28,,
7:56.0,D. Nowitzki makes free throw 1 of 2,1,31-28,,
7:56.0,D. Nowitzki makes free throw 2 of 2,1,32-28,,
7:41.0,,,32-28,,K. Durant misses 2-pt shot from 9 ft
7:41.0,Defensive rebound by D. Williams,,32-28,,
7:19.0,D. Nowitzki misses 3-pt shot from 24 ft,,32-28,,
7:18.0,,,32-28,,Defensive rebound by E. Kanter
7:13.0,,,32-28,,Shooting foul by S. Mejri (drawn by R. Westbrook)
7:13.0,,,32-29,1,R. Westbrook makes free throw 1 of 2
7:13.0,Z. Pachulia enters the game for D. Nowitzki,,32-29,,
7:13.0,D. Powell enters the game for D. Harris,,32-29,,
7:13.0,R. Felton enters the game for J. Anderson,,32-29,,
7:13.0,W. Matthews enters the game for S. Mejri,,32-29,,
7:13.0,,,32-29,,S. Adams enters the game for E. Kanter
7:13.0,,,32-29,,A. Morrow enters the game for R. Foye
7:13.0,,,32-29,,R. Westbrook misses free throw 2 of 2
7:12.0,Defensive rebound by Z. Pachulia,,32-29,,
6:58.0,W. Matthews misses 3-pt shot from 24 ft,,32-29,,
6:57.0,,,32-29,,Defensive rebound by K. Durant
6:51.0,,,32-32,3,A. Morrow makes 3-pt shot from 22 ft (assist by K. Durant)
6:48.0,Dallas full timeout,,32-32,,
6:24.0,D. Powell misses 2-pt shot from 2 ft,,32-32,,
6:21.0,Offensive rebound by Z. Pachulia,,32-32,,
6:21.0,Z. Pachulia makes 2-pt shot from 2 ft,2,34-32,,
6:10.0,,,34-32,,S. Adams misses 2-pt shot at rim
6:10.0,,,34-32,,Offensive rebound by R. Westbrook
6:05.0,,,34-32,,R. Westbrook misses 2-pt shot from 6 ft
6:05.0,Defensive rebound by Team,,34-32,,
5:55.0,R. Felton misses 3-pt shot from 23 ft,,34-32,,
5:54.0,Offensive rebound by R. Felton,,34-32,,
5:29.0,Z. Pachulia misses 2-pt shot from 4 ft,,34-32,,
5:29.0,,,34-32,,Defensive rebound by Team
5:29.0,Loose ball foul by Z. Pachulia,,34-32,,
5:15.0,,,34-34,2,S. Ibaka makes 2-pt shot from 14 ft (assist by K. Durant)
4:56.0,D. Powell misses 2-pt shot from 2 ft,,34-34,,
4:55.0,,,34-34,,Defensive rebound by K. Durant
4:49.0,,,34-34,,Turnover by K. Durant (lost ball; steal by Z. Pachulia)
4:45.0,R. Felton makes 2-pt shot from 2 ft (assist by D. Williams),2,36-34,,
4:23.0,Personal foul by R. Felton,,36-34,,
4:23.0,D. Nowitzki enters the game for D. Powell,,36-34,,
4:17.0,,,36-36,2,R. Westbrook makes 2-pt shot from 12 ft
4:04.0,R. Felton misses 2-pt shot from 9 ft,,36-36,,
4:02.0,,,36-36,,Defensive rebound by S. Ibaka
3:59.0,Personal foul by D. Williams,,36-36,,
3:59.0,S. Mejri enters the game for Z. Pachulia,,36-36,,
3:54.0,,,36-36,,K. Durant misses 2-pt shot from 15 ft
3:53.0,,,36-36,,Offensive rebound by Team
3:53.0,Loose ball foul by S. Mejri,,36-36,,
3:53.0,,,36-37,1,S. Adams makes free throw 1 of 2
3:53.0,,,36-37,,S. Adams misses free throw 2 of 2
3:53.0,Defensive rebound by D. Nowitzki,,36-37,,
3:29.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by D. Williams),2,38-37,,
3:13.0,,,38-37,,A. Morrow misses 3-pt shot from 23 ft
3:12.0,,,38-37,,Offensive rebound by Team
3:11.0,,,38-37,,D. Waiters enters the game for A. Morrow
3:08.0,,,38-37,,S. Adams misses 2-pt shot from 5 ft
3:08.0,,,38-37,,Offensive rebound by R. Westbrook
3:08.0,,,38-37,,R. Westbrook misses 2-pt shot at rim
3:08.0,Defensive rebound by Team,,38-37,,
2:50.0,S. Mejri makes 2-pt shot from 2 ft (assist by D. Williams),2,40-37,,
2:33.0,,,40-40,3,S. Ibaka makes 3-pt shot from 23 ft (assist by S. Adams)
2:08.0,R. Felton misses 3-pt shot from 26 ft,,40-40,,
2:08.0,,,40-40,,Defensive rebound by S. Ibaka
2:02.0,,,40-43,3,R. Westbrook makes 3-pt shot from 25 ft
1:59.0,Dallas full timeout,,40-43,,
1:59.0,Official timeout,,40-43,,
1:43.0,W. Matthews misses 3-pt shot from 23 ft,,40-43,,
1:42.0,,,40-43,,Defensive rebound by K. Durant
1:28.0,,,40-43,,R. Westbrook misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by W. Matthews,,40-43,,
1:08.0,Shooting foul by R. Westbrook (drawn by S. Mejri),,40-43,,
1:08.0,S. Mejri misses free throw 1 of 2,,40-43,,
1:08.0,Offensive rebound by Team,,40-43,,
1:08.0,S. Mejri makes free throw 2 of 2,1,41-43,,
0:58.0,,,41-43,,Turnover by R. Westbrook (lost ball; steal by R. Felton)
0:53.0,Shooting foul by S. Ibaka (drawn by R. Felton),,41-43,,
0:53.0,R. Felton makes free throw 1 of 2,1,42-43,,
0:53.0,,,42-43,,N. Collison enters the game for S. Ibaka
0:53.0,R. Felton makes free throw 2 of 2,1,43-43,,
0:28.0,,,43-43,,D. Waiters misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by R. Felton,,43-43,,
0:03.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by R. Felton),2,45-43,,
0:03.0,,,45-43,,Oklahoma City full timeout
0:03.0,D. Harris enters the game for D. Nowitzki,,45-43,,
0:03.0,J. Anderson enters the game for S. Mejri,,45-43,,
0:00.0,,,45-43,,R. Westbrook misses 3-pt shot from 35 ft
0:00.0,,,45-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,D. Nowitzki misses 2-pt shot from 19 ft,,45-43,,
11:46.0,,,45-43,,Defensive rebound by A. Roberson
11:30.0,,,45-43,,K. Durant misses 3-pt shot from 25 ft
11:29.0,,,45-43,,Offensive rebound by S. Ibaka
11:26.0,,,45-45,2,S. Ibaka makes 2-pt shot from 16 ft
11:06.0,D. Nowitzki misses 2-pt shot from 15 ft,,45-45,,
11:06.0,Offensive rebound by Z. Pachulia,,45-45,,
10:50.0,R. Felton misses 3-pt shot from 25 ft,,45-45,,
10:50.0,,,45-45,,Defensive rebound by S. Adams
10:38.0,,,45-45,,K. Durant misses 2-pt shot from 13 ft
10:37.0,Defensive rebound by R. Felton,,45-45,,
10:19.0,D. Nowitzki misses 2-pt shot from 16 ft,,45-45,,
10:19.0,,,45-45,,Defensive rebound by A. Roberson
10:05.0,,,45-47,2,R. Westbrook makes 2-pt shot from 7 ft
9:52.0,Turnover by D. Williams (lost ball; steal by A. Roberson),,45-47,,
9:48.0,,,45-49,2,A. Roberson makes 2-pt shot at rim
9:32.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Felton),3,48-49,,
9:18.0,,,48-49,,Shooting foul by R. Felton (drawn by K. Durant)
9:18.0,,,48-50,1,K. Durant makes free throw 1 of 3
9:18.0,,,48-51,1,K. Durant makes free throw 2 of 3
9:18.0,,,48-52,1,K. Durant makes free throw 3 of 3
9:01.0,D. Nowitzki misses 2-pt shot from 16 ft,,48-52,,
9:00.0,,,48-52,,Defensive rebound by R. Westbrook
8:52.0,,,48-52,,R. Westbrook misses 2-pt shot from 9 ft
8:52.0,Defensive rebound by Team,,48-52,,
8:51.0,,,48-52,,Personal foul by S. Adams
8:35.0,W. Matthews misses 2-pt shot from 3 ft,,48-52,,
8:35.0,,,48-52,,Defensive rebound by R. Westbrook
8:33.0,,,48-52,,Turnover by R. Westbrook (lost ball; steal by W. Matthews)
8:32.0,,,48-52,,Loose ball foul by R. Westbrook
8:07.0,Turnover by Team (shot clock),,48-52,,
7:54.0,,,48-52,,K. Durant misses 3-pt shot from 24 ft
7:54.0,,,48-52,,Offensive rebound by Team
7:44.0,,,48-52,,K. Durant misses 2-pt shot from 15 ft
7:44.0,Defensive rebound by Z. Pachulia,,48-52,,
7:33.0,Z. Pachulia misses 2-pt shot from 2 ft (block by K. Durant),,48-52,,
7:32.0,,,48-52,,Defensive rebound by R. Westbrook
7:27.0,,,48-54,2,R. Westbrook makes 2-pt shot from 3 ft
7:24.0,Dallas full timeout,,48-54,,
7:24.0,S. Mejri enters the game for Z. Pachulia,,48-54,,
7:09.0,D. Williams makes 2-pt shot from 7 ft,2,50-54,,
6:41.0,,,50-54,,R. Westbrook misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by D. Nowitzki,,50-54,,
6:25.0,Turnover by D. Williams (lost ball; steal by A. Roberson),,50-54,,
6:23.0,Personal take foul by D. Williams,,50-54,,
6:13.0,,,50-54,,K. Durant misses 2-pt shot from 15 ft
6:12.0,,,50-54,,Offensive rebound by S. Adams
6:12.0,,,50-56,2,S. Adams makes 2-pt shot from 1 ft
5:55.0,Turnover by D. Williams (lost ball; steal by S. Ibaka),,50-56,,
5:44.0,,,50-58,2,K. Durant makes 2-pt shot from 4 ft
5:43.0,Dallas full timeout,,50-58,,
5:43.0,D. Harris enters the game for D. Williams,,50-58,,
5:21.0,D. Nowitzki makes 2-pt shot from 14 ft,2,52-58,,
4:56.0,,,52-58,,K. Durant misses 3-pt shot from 28 ft
4:54.0,Defensive rebound by W. Matthews,,52-58,,
4:47.0,Shooting foul by S. Ibaka (drawn by R. Felton),,52-58,,
4:47.0,R. Felton misses free throw 1 of 2,,52-58,,
4:47.0,Offensive rebound by Team,,52-58,,
4:47.0,,,52-58,,K. Singler enters the game for K. Durant
4:47.0,,,52-58,,E. Kanter enters the game for S. Ibaka
4:47.0,D. Powell enters the game for D. Nowitzki,,52-58,,
4:47.0,R. Felton makes free throw 2 of 2,1,53-58,,
4:38.0,,,53-58,,A. Roberson misses 2-pt shot from 2 ft
4:38.0,Defensive rebound by Team,,53-58,,
4:14.0,D. Powell misses 2-pt shot from 6 ft,,53-58,,
4:14.0,,,53-58,,Defensive rebound by R. Westbrook
3:58.0,,,53-58,,K. Singler misses 2-pt shot from 12 ft
3:56.0,Defensive rebound by R. Felton,,53-58,,
3:53.0,R. Felton makes 2-pt shot from 1 ft,2,55-58,,
3:53.0,Shooting foul by A. Roberson (drawn by R. Felton),,55-58,,
3:53.0,R. Felton makes free throw 1 of 1,1,56-58,,
3:53.0,,,56-58,,Oklahoma City full timeout
3:53.0,,,56-58,,A. Morrow enters the game for A. Roberson
3:53.0,,,56-58,,D. Waiters enters the game for K. Singler
3:40.0,,,56-58,,Offensive foul by A. Morrow
3:40.0,,,56-58,,Turnover by A. Morrow (offensive foul)
3:40.0,,,56-58,,K. Durant enters the game for S. Adams
3:28.0,Turnover by R. Felton (lost ball; steal by R. Westbrook),,56-58,,
3:22.0,,,56-60,2,A. Morrow makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:05.0,W. Matthews misses 3-pt shot from 25 ft,,56-60,,
3:04.0,,,56-60,,Defensive rebound by D. Waiters
2:57.0,Personal foul by D. Powell,,56-60,,
2:57.0,D. Nowitzki enters the game for D. Powell,,56-60,,
2:45.0,,,56-60,,K. Durant misses 2-pt shot from 9 ft
2:44.0,,,56-60,,Offensive rebound by E. Kanter
2:41.0,,,56-60,,E. Kanter misses 2-pt shot from 1 ft (block by S. Mejri)
2:40.0,Defensive rebound by R. Felton,,56-60,,
2:25.0,Turnover by D. Nowitzki (lost ball; steal by A. Morrow),,56-60,,
2:21.0,,,56-60,,Turnover by A. Morrow (lost ball)
2:11.0,R. Felton misses 2-pt shot from 12 ft,,56-60,,
2:10.0,Offensive rebound by S. Mejri,,56-60,,
2:10.0,S. Mejri makes 2-pt shot from 1 ft,2,58-60,,
1:56.0,,,58-60,,A. Morrow misses 3-pt shot from 25 ft
1:55.0,,,58-60,,Offensive rebound by E. Kanter
1:52.0,,,58-62,2,E. Kanter makes 2-pt shot from 1 ft
1:38.0,W. Matthews misses 3-pt shot from 25 ft,,58-62,,
1:37.0,,,58-62,,Defensive rebound by R. Westbrook
1:30.0,,,58-62,,D. Waiters misses 3-pt shot from 23 ft
1:27.0,Defensive rebound by D. Harris,,58-62,,
1:18.0,,,58-62,,Personal foul by R. Westbrook
1:18.0,S. Mejri misses free throw 1 of 2,,58-62,,
1:18.0,Offensive rebound by Team,,58-62,,
1:18.0,,,58-62,,R. Foye enters the game for R. Westbrook
1:18.0,S. Mejri makes free throw 2 of 2,1,59-62,,
1:01.0,,,59-62,,K. Durant misses 2-pt shot from 10 ft
1:00.0,Defensive rebound by D. Nowitzki,,59-62,,
0:39.0,D. Harris misses 2-pt shot from 16 ft,,59-62,,
0:38.0,,,59-62,,Defensive rebound by K. Durant
0:30.0,,,59-62,,R. Foye misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by R. Felton,,59-62,,
0:04.0,D. Nowitzki misses 2-pt shot from 17 ft,,59-62,,
0:03.0,,,59-62,,Defensive rebound by D. Waiters
0:00.0,,,59-62,,D. Waiters misses 3-pt shot from 41 ft
0:00.0,,,59-62,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,59-62,,K. Durant misses 2-pt shot from 14 ft
11:35.0,Defensive rebound by R. Felton,,59-62,,
11:14.0,S. Mejri makes 2-pt shot from 1 ft (assist by J. Anderson),2,61-62,,
10:56.0,,,61-62,,Shooting foul by S. Mejri (drawn by A. Morrow)
10:56.0,,,61-63,1,A. Morrow makes free throw 1 of 2
10:56.0,,,61-64,1,A. Morrow makes free throw 2 of 2
10:35.0,D. Harris makes 2-pt shot from 1 ft,2,63-64,,
10:20.0,,,63-64,,Turnover by K. Durant (lost ball; steal by J. Anderson)
10:14.0,D. Harris misses 2-pt shot from 1 ft,,63-64,,
10:13.0,Offensive rebound by S. Mejri,,63-64,,
10:13.0,S. Mejri makes 2-pt shot at rim,2,65-64,,
9:53.0,,,65-64,,K. Durant misses 2-pt shot from 2 ft (block by S. Mejri)
9:51.0,,,65-64,,Offensive rebound by E. Kanter
9:48.0,,,65-66,2,E. Kanter makes 2-pt shot from 4 ft
9:28.0,D. Nowitzki makes 2-pt shot from 6 ft (assist by R. Felton),2,67-66,,
9:12.0,,,67-68,2,D. Waiters makes 2-pt shot from 2 ft
9:10.0,Dallas full timeout,,67-68,,
9:10.0,,,67-68,,S. Ibaka enters the game for R. Foye
9:10.0,,,67-68,,R. Westbrook enters the game for A. Morrow
9:10.0,Z. Pachulia enters the game for S. Mejri,,67-68,,
9:10.0,W. Matthews enters the game for R. Felton,,67-68,,
8:47.0,W. Matthews misses 3-pt shot from 23 ft,,67-68,,
8:45.0,Offensive rebound by J. Anderson,,67-68,,
8:45.0,J. Anderson misses 2-pt shot at rim,,67-68,,
8:45.0,Offensive rebound by Team,,67-68,,
8:45.0,,,67-68,,R. Foye enters the game for K. Durant
8:37.0,Shooting foul by E. Kanter (drawn by D. Harris),,67-68,,
8:37.0,D. Harris makes free throw 1 of 2,1,68-68,,
8:37.0,D. Harris makes free throw 2 of 2,1,69-68,,
8:23.0,,,69-68,,E. Kanter misses 3-pt shot from 22 ft
8:22.0,Defensive rebound by D. Harris,,69-68,,
8:08.0,D. Nowitzki misses 2-pt shot from 13 ft,,69-68,,
8:07.0,,,69-68,,Defensive rebound by S. Ibaka
7:59.0,,,69-68,,R. Westbrook misses 2-pt shot from 5 ft
7:59.0,Defensive rebound by D. Harris,,69-68,,
7:53.0,J. Anderson misses 2-pt shot from 2 ft,,69-68,,
7:51.0,,,69-68,,Defensive rebound by S. Ibaka
7:44.0,,,69-70,2,D. Waiters makes 2-pt shot from 4 ft
7:44.0,,,69-70,,Shooting foul by D. Harris (drawn by D. Waiters)
7:44.0,,,69-70,,K. Durant enters the game for R. Foye
7:44.0,R. Felton enters the game for D. Harris,,69-70,,
7:44.0,,,69-71,1,D. Waiters makes free throw 1 of 1
7:34.0,Turnover by R. Felton (lost ball; steal by E. Kanter),,69-71,,
7:30.0,,,69-73,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
7:03.0,D. Nowitzki misses 2-pt shot from 12 ft,,69-73,,
7:01.0,Offensive rebound by J. Anderson,,69-73,,
7:01.0,J. Anderson misses 2-pt shot from 2 ft,,69-73,,
7:00.0,,,69-73,,Defensive rebound by Team
6:47.0,,,69-76,3,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook)
6:44.0,Dallas full timeout,,69-76,,
6:43.0,D. Harris enters the game for Z. Pachulia,,69-76,,
6:43.0,S. Mejri enters the game for J. Anderson,,69-76,,
6:30.0,W. Matthews makes 2-pt shot from 2 ft (assist by S. Mejri),2,71-76,,
6:17.0,,,71-78,2,R. Westbrook makes 2-pt shot from 13 ft
5:52.0,W. Matthews makes 2-pt shot from 15 ft,2,73-78,,
5:36.0,,,73-78,,R. Westbrook misses 2-pt shot from 14 ft
5:36.0,,,73-78,,Offensive rebound by E. Kanter
5:35.0,,,73-78,,E. Kanter misses 2-pt shot from 1 ft (block by S. Mejri)
5:33.0,Defensive rebound by D. Harris,,73-78,,
5:24.0,S. Mejri makes 2-pt shot at rim (assist by D. Nowitzki),2,75-78,,
5:24.0,,,75-78,,Oklahoma City full timeout
5:24.0,,,75-78,,S. Adams enters the game for E. Kanter
5:08.0,,,75-78,,K. Durant misses 3-pt shot from 24 ft
5:07.0,Defensive rebound by D. Harris,,75-78,,
4:52.0,R. Felton makes 2-pt shot from 24 ft,2,77-78,,
4:37.0,,,77-78,,K. Durant misses 2-pt shot from 15 ft
4:37.0,Defensive rebound by D. Harris,,77-78,,
4:18.0,R. Felton makes 2-pt shot from 21 ft,2,79-78,,
4:01.0,,,79-78,,R. Westbrook misses 3-pt shot from 24 ft
4:00.0,,,79-78,,Offensive rebound by S. Adams
3:47.0,,,79-78,,D. Waiters misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by R. Felton,,79-78,,
3:33.0,Turnover by R. Felton (lost ball; steal by S. Ibaka),,79-78,,
3:33.0,Personal foul by R. Felton,,79-78,,
3:21.0,Def 3 sec tech foul by S. Mejri,,79-78,,
3:21.0,,,79-79,1,K. Durant makes technical free throw
3:14.0,,,79-79,,R. Westbrook misses 2-pt shot from 1 ft
3:13.0,,,79-79,,Offensive rebound by S. Adams
3:12.0,,,79-81,2,S. Adams makes 2-pt shot from 1 ft
2:56.0,R. Felton misses 2-pt shot from 6 ft (block by S. Adams),,79-81,,
