time,Chicago,pts.away,score,pts.home,Boston
6:42.0,P. Gasol makes 2-pt shot from 19 ft (assist by D. Rose),2,13-5,,
6:17.0,,,13-5,,A. Bradley misses 3-pt shot from 23 ft
6:16.0,Defensive rebound by P. Gasol,,13-5,,
6:08.0,D. Rose misses 2-pt shot from 2 ft,,13-5,,
6:07.0,,,13-5,,Defensive rebound by J. Sullinger
6:02.0,,,13-7,2,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas)
5:42.0,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose),2,15-7,,
5:36.0,Personal block foul by J. Butler (drawn by I. Thomas),,15-7,,
5:36.0,,,15-7,,E. Turner enters the game for A. Bradley
5:36.0,,,15-7,,K. Olynyk enters the game for J. Sullinger
5:26.0,,,15-7,,K. Olynyk misses 2-pt shot from 2 ft
5:25.0,Defensive rebound by T. Gibson,,15-7,,
5:21.0,Turnover by D. Rose (lost ball),,15-7,,
5:06.0,,,15-7,,K. Olynyk misses 2-pt shot from 4 ft
5:05.0,,,15-7,,Offensive rebound by A. Johnson
5:04.0,,,15-7,,A. Johnson misses 2-pt shot from 2 ft (block by P. Gasol)
5:03.0,,,15-7,,Offensive rebound by A. Johnson
5:02.0,,,15-9,2,A. Johnson makes 2-pt shot from 1 ft
4:48.0,Turnover by J. Butler (bad pass; steal by J. Crowder),,15-9,,
4:42.0,,,15-9,,J. Crowder misses 2-pt shot from 1 ft
4:40.0,,,15-9,,Offensive rebound by Team
4:40.0,K. Hinrich enters the game for D. Rose,,15-9,,
4:40.0,J. Noah enters the game for T. Gibson,,15-9,,
4:32.0,,,15-11,2,J. Crowder makes 2-pt shot from 1 ft (assist by E. Turner)
4:13.0,Turnover by P. Gasol (lost ball; steal by J. Crowder),,15-11,,
4:09.0,,,15-11,,Turnover by J. Crowder (lost ball)
3:57.0,,,15-11,,Personal foul by A. Johnson (drawn by P. Gasol)
3:40.0,J. Noah makes 2-pt shot from 1 ft (assist by T. Snell),2,17-11,,
3:33.0,,,17-13,2,E. Turner makes 2-pt shot from 14 ft
3:21.0,J. Butler misses 3-pt shot from 24 ft,,17-13,,
3:20.0,,,17-13,,Defensive rebound by I. Thomas
3:16.0,,,17-13,,I. Thomas misses 2-pt shot from 1 ft
3:15.0,Defensive rebound by K. Hinrich,,17-13,,
3:10.0,J. Butler makes 2-pt shot from 1 ft (assist by P. Gasol),2,19-13,,
2:54.0,,,19-13,,J. Crowder misses 2-pt shot from 18 ft
2:53.0,Defensive rebound by T. Snell,,19-13,,
2:52.0,Turnover by T. Snell (bad pass; steal by J. Crowder),,19-13,,
2:50.0,,,19-15,2,J. Crowder makes 2-pt shot from 1 ft
2:50.0,Chicago full timeout,,19-15,,
2:50.0,D. McDermott enters the game for T. Snell,,19-15,,
2:50.0,N. Mirotic enters the game for P. Gasol,,19-15,,
2:50.0,,,19-15,,J. Young enters the game for I. Thomas
2:34.0,J. Butler makes 2-pt shot from 18 ft (assist by J. Noah),2,21-15,,
2:17.0,,,21-18,3,K. Olynyk makes 3-pt shot from 24 ft (assist by E. Turner)
2:02.0,Turnover by D. McDermott (traveling),,21-18,,
1:45.0,,,21-20,2,J. Crowder makes 2-pt shot at rim (assist by A. Johnson)
1:27.0,D. McDermott makes 2-pt shot from 6 ft,2,23-20,,
1:12.0,,,23-22,2,K. Olynyk makes 2-pt shot from 19 ft (assist by A. Johnson)
0:59.0,,,23-22,,Personal foul by J. Crowder (drawn by J. Butler)
0:49.0,N. Mirotic misses 3-pt shot from 24 ft,,23-22,,
0:48.0,Offensive rebound by Team,,23-22,,
0:48.0,,,23-22,,Inbound foul by K. Olynyk
0:48.0,J. Noah makes free throw 1 of 2,1,24-22,,
0:48.0,J. Noah misses free throw 2 of 2,,24-22,,
0:48.0,Offensive rebound by N. Mirotic,,24-22,,
0:42.0,D. McDermott misses 2-pt shot from 3 ft,,24-22,,
0:41.0,,,24-22,,Defensive rebound by J. Crowder
0:32.0,,,24-22,,Turnover by E. Turner (lost ball)
0:22.0,J. Noah misses 2-pt shot from 2 ft,,24-22,,
0:21.0,,,24-22,,Defensive rebound by E. Turner
0:06.0,Personal foul by K. Hinrich (drawn by K. Olynyk),,24-22,,
0:03.0,,,24-24,2,A. Johnson makes 2-pt shot from 1 ft (assist by K. Olynyk)
0:00.0,J. Butler misses 3-pt shot from 43 ft,,24-24,,
0:00.0,Offensive rebound by Team,,24-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,D. McDermott misses 2-pt shot from 4 ft,,24-24,,
11:49.0,Offensive rebound by J. Noah,,24-24,,
11:49.0,J. Noah makes 2-pt shot from 1 ft,2,26-24,,
11:33.0,,,26-24,,D. Lee misses 2-pt shot from 2 ft
11:32.0,,,26-24,,Offensive rebound by K. Olynyk
11:31.0,,,26-24,,K. Olynyk misses 2-pt shot at rim
11:30.0,Defensive rebound by J. Noah,,26-24,,
11:08.0,D. McDermott makes 3-pt shot from 25 ft (assist by N. Mirotic),3,29-24,,
10:50.0,,,29-24,,E. Turner misses 2-pt shot from 16 ft
10:49.0,Defensive rebound by D. McDermott,,29-24,,
10:39.0,D. McDermott misses 2-pt shot from 19 ft,,29-24,,
10:38.0,,,29-24,,Defensive rebound by D. Lee
10:27.0,,,29-26,2,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner)
10:13.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Noah),3,32-26,,
9:55.0,,,32-26,,Shooting foul by N. Mirotic (drawn by K. Olynyk)
9:55.0,,,32-27,1,K. Olynyk makes free throw 1 of 2
9:55.0,D. Rose enters the game for K. Hinrich,,32-27,,
9:55.0,,,32-28,1,K. Olynyk makes free throw 2 of 2
9:38.0,E. Moore misses 2-pt shot from 5 ft,,32-28,,
9:37.0,,,32-28,,Defensive rebound by D. Lee
9:27.0,,,32-31,3,K. Olynyk makes 3-pt shot from 23 ft
9:16.0,Turnover by D. Rose (traveling),,32-31,,
9:07.0,,,32-31,,K. Olynyk misses 3-pt shot from 24 ft
9:06.0,Defensive rebound by D. McDermott,,32-31,,
8:47.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Noah),3,35-31,,
8:28.0,,,35-33,2,D. Lee makes 2-pt shot from 7 ft
8:20.0,N. Mirotic misses 3-pt shot from 26 ft,,35-33,,
8:19.0,,,35-33,,Defensive rebound by D. Lee
8:11.0,,,35-33,,J. Young misses 3-pt shot from 23 ft
8:10.0,Defensive rebound by J. Noah,,35-33,,
7:57.0,Turnover by J. Noah (bad pass; steal by K. Olynyk),,35-33,,
7:55.0,,,35-33,,A. Bradley misses 2-pt shot from 1 ft
7:54.0,,,35-33,,Offensive rebound by A. Bradley
7:53.0,,,35-35,2,A. Bradley makes 2-pt shot from 2 ft
7:41.0,Turnover by D. Rose (lost ball; steal by E. Turner),,35-35,,
7:35.0,,,35-37,2,E. Turner makes 2-pt shot at rim
7:35.0,Chicago full timeout,,35-37,,
7:19.0,Turnover by J. Noah (3 sec),,35-37,,
7:04.0,,,35-39,2,D. Lee makes 2-pt shot from 1 ft (assist by K. Olynyk)
6:53.0,D. Rose misses 2-pt shot from 17 ft,,35-39,,
6:52.0,Offensive rebound by J. Noah,,35-39,,
6:49.0,D. Rose makes 2-pt shot from 1 ft (assist by J. Noah),2,37-39,,
6:37.0,P. Gasol enters the game for J. Noah,,37-39,,
6:37.0,J. Butler enters the game for N. Mirotic,,37-39,,
6:37.0,T. Gibson enters the game for E. Moore,,37-39,,
6:35.0,,,37-39,,K. Olynyk misses 3-pt shot from 23 ft
6:34.0,Defensive rebound by T. Gibson,,37-39,,
6:16.0,,,37-39,,Personal foul by K. Olynyk (drawn by J. Butler)
6:16.0,,,37-39,,I. Thomas enters the game for J. Young
6:16.0,,,37-39,,J. Sullinger enters the game for K. Olynyk
6:07.0,Shooting foul by E. Turner (drawn by J. Butler),,37-39,,
6:07.0,J. Butler makes free throw 1 of 2,1,38-39,,
6:07.0,J. Butler makes free throw 2 of 2,1,39-39,,
5:53.0,,,39-39,,A. Bradley misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by P. Gasol,,39-39,,
5:46.0,D. McDermott makes 3-pt shot from 25 ft (assist by D. Rose),3,42-39,,
5:30.0,,,42-41,2,E. Turner makes 2-pt shot from 13 ft
5:07.0,D. McDermott misses 2-pt shot from 1 ft,,42-41,,
5:06.0,Offensive rebound by D. McDermott,,42-41,,
5:06.0,D. McDermott misses 2-pt shot from 1 ft,,42-41,,
5:05.0,Offensive rebound by T. Gibson,,42-41,,
5:04.0,T. Gibson makes 2-pt shot from 2 ft,2,44-41,,
4:48.0,,,44-41,,D. Lee misses 2-pt shot from 2 ft
4:47.0,,,44-41,,Offensive rebound by J. Sullinger
4:47.0,,,44-43,2,J. Sullinger makes 2-pt shot from 1 ft
4:39.0,,,44-43,,Personal foul by D. Lee (drawn by P. Gasol)
4:39.0,Official timeout,,44-43,,
4:39.0,,,44-43,,J. Crowder enters the game for E. Turner
4:27.0,Turnover by P. Gasol (bad pass; steal by J. Sullinger),,44-43,,
4:10.0,,,44-45,2,J. Sullinger makes 2-pt shot from 16 ft (assist by D. Lee)
3:58.0,J. Butler misses 2-pt shot from 8 ft,,44-45,,
3:57.0,,,44-45,,Defensive rebound by J. Sullinger
3:48.0,,,44-45,,J. Sullinger misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by J. Butler,,44-45,,
3:33.0,Shooting foul by J. Crowder (drawn by P. Gasol),,44-45,,
3:33.0,P. Gasol misses free throw 1 of 2,,44-45,,
3:33.0,Offensive rebound by Team,,44-45,,
3:33.0,,,44-45,,A. Johnson enters the game for D. Lee
3:33.0,P. Gasol makes free throw 2 of 2,1,45-45,,
3:09.0,,,45-47,2,A. Johnson makes 2-pt shot from 11 ft
2:57.0,J. Butler makes 2-pt shot from 19 ft,2,47-47,,
2:41.0,,,47-49,2,J. Sullinger makes 2-pt shot from 19 ft (assist by A. Bradley)
2:26.0,P. Gasol misses 2-pt shot from 6 ft (block by J. Sullinger),,47-49,,
2:25.0,Offensive rebound by P. Gasol,,47-49,,
2:22.0,J. Butler misses 3-pt shot from 24 ft,,47-49,,
2:21.0,,,47-49,,Defensive rebound by A. Johnson
2:14.0,,,47-49,,A. Bradley misses 3-pt shot from 23 ft
2:13.0,Defensive rebound by P. Gasol,,47-49,,
2:06.0,Shooting foul by A. Johnson (drawn by D. Rose),,47-49,,
2:06.0,,,47-49,,Boston full timeout
2:06.0,T. Snell enters the game for T. Gibson,,47-49,,
2:06.0,N. Mirotic enters the game for D. McDermott,,47-49,,
2:06.0,D. Rose misses free throw 1 of 2,,47-49,,
2:06.0,Offensive rebound by Team,,47-49,,
2:06.0,D. Rose makes free throw 2 of 2,1,48-49,,
1:49.0,,,48-49,,Turnover by A. Bradley (traveling)
1:27.0,N. Mirotic misses 3-pt shot from 23 ft,,48-49,,
1:27.0,,,48-49,,Defensive rebound by J. Sullinger
1:19.0,,,48-51,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
1:07.0,J. Butler makes 2-pt shot at rim (assist by P. Gasol),2,50-51,,
0:51.0,,,50-51,,J. Crowder misses 2-pt shot from 8 ft
0:50.0,Defensive rebound by N. Mirotic,,50-51,,
0:44.0,J. Butler misses 2-pt shot from 12 ft,,50-51,,
0:43.0,Offensive rebound by P. Gasol,,50-51,,
0:42.0,P. Gasol misses 2-pt shot from 4 ft,,50-51,,
0:41.0,Offensive rebound by Team,,50-51,,
0:41.0,,,50-51,,Loose ball foul by A. Johnson (drawn by J. Butler)
0:41.0,J. Butler makes free throw 1 of 2,1,51-51,,
0:41.0,J. Noah enters the game for N. Mirotic,,51-51,,
0:41.0,,,51-51,,K. Olynyk enters the game for A. Johnson
0:41.0,J. Butler makes free throw 2 of 2,1,52-51,,
0:36.0,,,52-51,,Turnover by A. Bradley (lost ball; steal by T. Snell)
0:33.0,J. Butler makes 2-pt shot at rim (assist by J. Noah),2,54-51,,
0:18.0,,,54-51,,Turnover by A. Bradley (bad pass)
0:18.0,Chicago full timeout,,54-51,,
0:18.0,D. McDermott enters the game for T. Snell,,54-51,,
0:18.0,N. Mirotic enters the game for J. Noah,,54-51,,
0:18.0,,,54-51,,E. Turner enters the game for I. Thomas
0:18.0,,,54-51,,J. Jerebko enters the game for K. Olynyk
0:00.0,J. Butler misses 2-pt shot from 18 ft,,54-51,,
0:00.0,Offensive rebound by Team,,54-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,T. Snell misses 2-pt shot from 22 ft,,54-51,,
11:45.0,,,54-51,,Defensive rebound by J. Sullinger
11:28.0,,,54-51,,J. Sullinger misses 2-pt shot from 21 ft
11:27.0,Defensive rebound by D. Rose,,54-51,,
11:12.0,J. Butler misses 2-pt shot from 21 ft,,54-51,,
11:10.0,,,54-51,,Defensive rebound by J. Crowder
10:52.0,,,54-54,3,I. Thomas makes 3-pt shot from 25 ft
10:26.0,T. Gibson misses 2-pt shot from 1 ft (block by J. Sullinger),,54-54,,
10:25.0,Offensive rebound by T. Gibson,,54-54,,
10:24.0,J. Butler misses 2-pt shot from 21 ft,,54-54,,
10:23.0,Offensive rebound by Team,,54-54,,
10:23.0,Turnover by Team (shot clock),,54-54,,
10:10.0,,,54-56,2,A. Bradley makes 2-pt shot at rim (assist by I. Thomas)
10:02.0,,,54-56,,Personal foul by A. Bradley (drawn by P. Gasol)
9:53.0,J. Butler misses 2-pt shot from 16 ft,,54-56,,
9:52.0,,,54-56,,Defensive rebound by A. Johnson
9:40.0,,,54-56,,A. Johnson misses 2-pt shot from 13 ft
9:39.0,,,54-56,,Offensive rebound by Team
9:39.0,Loose ball foul by P. Gasol (drawn by J. Sullinger),,54-56,,
9:31.0,,,54-56,,A. Bradley misses 3-pt shot from 23 ft
9:30.0,Defensive rebound by J. Butler,,54-56,,
9:16.0,T. Snell misses 3-pt shot from 25 ft,,54-56,,
9:15.0,,,54-56,,Defensive rebound by J. Sullinger
9:10.0,,,54-59,3,I. Thomas makes 3-pt shot from 25 ft (assist by J. Sullinger)
8:46.0,T. Gibson makes 2-pt shot from 12 ft (assist by T. Snell),2,56-59,,
8:38.0,,,56-59,,I. Thomas misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by P. Gasol,,56-59,,
8:22.0,P. Gasol misses 2-pt shot from 14 ft,,56-59,,
8:21.0,,,56-59,,Defensive rebound by J. Sullinger
8:00.0,,,56-59,,Shooting foul by T. Gibson (drawn by J. Sullinger)
8:00.0,,,56-59,,J. Sullinger misses free throw 1 of 2
8:00.0,,,56-59,,Offensive rebound by Team
8:00.0,,,56-60,1,J. Sullinger makes free throw 2 of 2
7:45.0,D. Rose misses 2-pt shot from 19 ft,,56-60,,
7:43.0,Offensive rebound by T. Gibson,,56-60,,
7:34.0,P. Gasol makes 2-pt shot from 6 ft,2,58-60,,
7:17.0,,,58-60,,J. Sullinger misses 3-pt shot from 25 ft
7:16.0,Defensive rebound by P. Gasol,,58-60,,
7:10.0,D. Rose makes 2-pt shot from 1 ft (assist by P. Gasol),2,60-60,,
7:04.0,,,60-60,,I. Thomas misses 2-pt shot from 1 ft (block by P. Gasol)
7:03.0,,,60-60,,Offensive rebound by Team
7:00.0,,,60-62,2,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas)
6:44.0,P. Gasol misses 2-pt shot from 6 ft (block by J. Sullinger),,60-62,,
6:43.0,Offensive rebound by P. Gasol,,60-62,,
6:42.0,P. Gasol makes 2-pt shot from 2 ft,2,62-62,,
6:42.0,Shooting foul by J. Sullinger (drawn by P. Gasol),,62-62,,
6:42.0,P. Gasol makes free throw 1 of 1,1,63-62,,
6:29.0,,,63-62,,J. Sullinger misses 2-pt shot from 1 ft
6:28.0,,,63-62,,Offensive rebound by J. Sullinger
6:19.0,,,63-62,,A. Johnson misses 2-pt shot from 6 ft
6:18.0,,,63-62,,Offensive rebound by J. Sullinger
6:16.0,,,63-62,,J. Sullinger misses 2-pt shot at rim
6:14.0,Defensive rebound by J. Butler,,63-62,,
6:01.0,T. Gibson makes 2-pt shot from 4 ft,2,65-62,,
5:53.0,,,65-62,,Boston full timeout
5:44.0,,,65-62,,J. Crowder misses 3-pt shot from 24 ft
5:42.0,,,65-62,,Offensive rebound by A. Johnson
5:42.0,,,65-64,2,A. Johnson makes 2-pt shot at rim
5:19.0,J. Butler misses 3-pt shot from 22 ft,,65-64,,
5:18.0,Offensive rebound by T. Gibson,,65-64,,
5:01.0,P. Gasol misses 3-pt shot from 23 ft,,65-64,,
5:00.0,,,65-64,,Defensive rebound by I. Thomas
4:46.0,,,65-64,,I. Thomas misses 3-pt shot from 24 ft
4:45.0,,,65-64,,Offensive rebound by J. Sullinger
4:45.0,,,65-64,,Shooting foul by P. Gasol (drawn by J. Sullinger)
4:45.0,,,65-64,,J. Sullinger misses free throw 1 of 2
4:45.0,,,65-64,,Offensive rebound by Team
4:45.0,,,65-64,,E. Turner enters the game for A. Bradley
4:45.0,K. Hinrich enters the game for D. Rose,,65-64,,
4:45.0,J. Noah enters the game for T. Gibson,,65-64,,
4:45.0,,,65-65,1,J. Sullinger makes free throw 2 of 2
4:23.0,T. Snell misses 2-pt shot from 2 ft,,65-65,,
4:22.0,,,65-65,,Defensive rebound by I. Thomas
4:18.0,,,65-65,,I. Thomas misses 2-pt shot at rim
4:17.0,Defensive rebound by Team,,65-65,,
4:17.0,,,65-65,,K. Olynyk enters the game for J. Sullinger
4:00.0,J. Noah misses 2-pt shot from 3 ft,,65-65,,
3:59.0,Offensive rebound by P. Gasol,,65-65,,
3:59.0,P. Gasol makes 2-pt shot from 2 ft,2,67-65,,
3:38.0,,,67-65,,Turnover by K. Olynyk (lost ball; steal by J. Noah)
3:28.0,T. Snell misses 2-pt shot from 17 ft,,67-65,,
3:26.0,Offensive rebound by T. Snell,,67-65,,
3:23.0,Turnover by T. Snell (back court),,67-65,,
3:23.0,N. Mirotic enters the game for P. Gasol,,67-65,,
3:23.0,D. McDermott enters the game for T. Snell,,67-65,,
3:18.0,,,67-65,,Shooting foul by N. Mirotic (drawn by K. Olynyk)
3:18.0,,,67-66,1,K. Olynyk makes free throw 1 of 2
3:18.0,,,67-66,,K. Olynyk misses free throw 2 of 2
3:17.0,,,67-66,,Offensive rebound by Team
3:10.0,,,67-66,,I. Thomas misses 2-pt shot at rim
3:09.0,Defensive rebound by D. McDermott,,67-66,,
2:45.0,Turnover by Team (shot clock),,67-66,,
2:45.0,Chicago full timeout,,67-66,,
2:45.0,,,67-66,,J. Young enters the game for A. Johnson
2:45.0,,,67-66,,D. Lee enters the game for I. Thomas
2:32.0,,,67-68,2,K. Olynyk makes 2-pt shot from 1 ft
2:09.0,J. Butler makes 2-pt shot from 19 ft (assist by N. Mirotic),2,69-68,,
1:50.0,,,69-68,,J. Young misses 2-pt shot from 1 ft (block by J. Noah)
1:48.0,Defensive rebound by D. McDermott,,69-68,,
1:41.0,D. McDermott makes 3-pt shot from 25 ft (assist by J. Noah),3,72-68,,
1:32.0,Personal foul by J. Noah (drawn by D. Lee),,72-68,,
1:32.0,,,72-69,1,D. Lee makes free throw 1 of 2
1:32.0,E. Moore enters the game for J. Butler,,72-69,,
1:32.0,,,72-70,1,D. Lee makes free throw 2 of 2
1:21.0,K. Hinrich makes 2-pt shot from 2 ft,2,74-70,,
1:10.0,,,74-70,,Shooting foul by K. Hinrich (drawn by E. Turner)
1:10.0,,,74-71,1,E. Turner makes free throw 1 of 2
1:10.0,,,74-71,,A. Bradley enters the game for J. Crowder
1:10.0,,,74-72,1,E. Turner makes free throw 2 of 2
0:50.0,Turnover by K. Hinrich (bad pass; steal by E. Turner),,74-72,,
0:37.0,,,74-72,,E. Turner misses 2-pt shot from 14 ft
0:36.0,,,74-72,,Offensive rebound by D. Lee
0:29.0,,,74-72,,E. Turner misses 2-pt shot at rim
0:28.0,Defensive rebound by N. Mirotic,,74-72,,
0:28.0,,,74-72,,Personal foul by K. Olynyk (drawn by N. Mirotic)
0:28.0,J. Butler enters the game for K. Hinrich,,74-72,,
0:28.0,,,74-72,,J. Crowder enters the game for J. Young
0:11.0,Shooting foul by K. Olynyk (drawn by J. Butler),,74-72,,
0:11.0,J. Butler misses free throw 1 of 2,,74-72,,
0:11.0,Offensive rebound by Team,,74-72,,
0:11.0,T. Gibson enters the game for N. Mirotic,,74-72,,
0:11.0,T. Snell enters the game for D. McDermott,,74-72,,
0:11.0,,,74-72,,I. Thomas enters the game for D. Lee
0:11.0,J. Butler makes free throw 2 of 2,1,75-72,,
0:04.0,,,75-72,,Shooting foul by T. Snell (drawn by I. Thomas)
0:04.0,,,75-74,2,I. Thomas makes 2-pt shot from 1 ft
0:04.0,D. McDermott enters the game for T. Gibson,,75-74,,
0:04.0,N. Mirotic enters the game for T. Snell,,75-74,,
0:04.0,,,75-75,1,I. Thomas makes free throw 1 of 1
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,75-77,2,A. Bradley makes 2-pt shot at rim (assist by D. Lee)
11:17.0,N. Mirotic misses 3-pt shot from 26 ft,,75-77,,
11:16.0,,,75-77,,Defensive rebound by J. Young
10:58.0,,,75-77,,D. Lee misses 2-pt shot from 11 ft
10:57.0,Defensive rebound by D. McDermott,,75-77,,
10:44.0,D. Rose makes 2-pt shot from 15 ft,2,77-77,,
10:27.0,,,77-77,,E. Turner misses 2-pt shot from 13 ft (block by D. Rose)
10:26.0,,,77-77,,Offensive rebound by E. Turner
10:21.0,,,77-77,,Shooting foul by D. McDermott (drawn by E. Turner)
10:21.0,,,77-78,1,E. Turner makes free throw 1 of 2
10:21.0,,,77-79,1,E. Turner makes free throw 2 of 2
10:06.0,J. Noah misses 2-pt shot from 5 ft,,77-79,,
10:05.0,,,77-79,,Defensive rebound by K. Olynyk
9:54.0,,,77-81,2,D. Lee makes 2-pt shot at rim (assist by E. Turner)
9:45.0,D. Rose misses 2-pt shot from 1 ft (block by K. Olynyk),,77-81,,
9:44.0,Offensive rebound by Team,,77-81,,
9:41.0,N. Mirotic misses 2-pt shot from 13 ft,,77-81,,
9:38.0,Offensive rebound by E. Moore,,77-81,,
9:34.0,D. McDermott misses 3-pt shot from 24 ft,,77-81,,
9:33.0,,,77-81,,Defensive rebound by Team
9:17.0,,,77-81,,D. Lee misses 2-pt shot from 4 ft (block by N. Mirotic)
9:16.0,,,77-81,,Offensive rebound by D. Lee
9:15.0,,,77-83,2,D. Lee makes 2-pt shot from 2 ft
9:15.0,Chicago full timeout,,77-83,,
9:15.0,P. Gasol enters the game for N. Mirotic,,77-83,,
9:15.0,J. Butler enters the game for E. Moore,,77-83,,
8:55.0,Shooting foul by K. Olynyk (drawn by D. Rose),,77-83,,
8:55.0,D. Rose misses free throw 1 of 2,,77-83,,
8:55.0,Offensive rebound by Team,,77-83,,
8:55.0,D. Rose misses free throw 2 of 2,,77-83,,
8:54.0,,,77-83,,Defensive rebound by K. Olynyk
8:37.0,,,77-83,,A. Bradley misses 3-pt shot from 24 ft
8:35.0,Defensive rebound by D. McDermott,,77-83,,
8:23.0,P. Gasol misses 2-pt shot from 18 ft,,77-83,,
8:22.0,,,77-83,,Defensive rebound by K. Olynyk
8:09.0,,,77-83,,K. Olynyk misses 3-pt shot from 25 ft
8:06.0,,,77-83,,Offensive rebound by Team
8:06.0,,,77-83,,J. Sullinger enters the game for K. Olynyk
8:00.0,,,77-83,,D. Lee misses 2-pt shot from 20 ft
7:59.0,Defensive rebound by J. Noah,,77-83,,
7:49.0,Turnover by P. Gasol (bad pass; steal by D. Lee),,77-83,,
7:44.0,,,77-85,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
7:29.0,D. McDermott misses 2-pt shot from 14 ft,,77-85,,
7:28.0,Offensive rebound by P. Gasol,,77-85,,
7:27.0,,,77-85,,Personal foul by D. Lee (drawn by P. Gasol)
7:16.0,P. Gasol misses 2-pt shot from 14 ft,,77-85,,
7:15.0,,,77-85,,Defensive rebound by D. Lee
6:55.0,,,77-87,2,D. Lee makes 2-pt shot at rim (assist by E. Turner)
6:47.0,Chicago full timeout,,77-87,,
6:47.0,N. Mirotic enters the game for J. Noah,,77-87,,
6:47.0,,,77-87,,I. Thomas enters the game for J. Young
6:37.0,Turnover by P. Gasol (bad pass; steal by A. Bradley),,77-87,,
6:21.0,,,77-87,,D. Lee misses 2-pt shot from 12 ft
6:20.0,Defensive rebound by P. Gasol,,77-87,,
6:07.0,J. Butler makes 2-pt shot from 9 ft (assist by D. Rose),2,79-87,,
5:53.0,,,79-87,,E. Turner misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by J. Butler,,79-87,,
5:43.0,N. Mirotic misses 2-pt shot from 20 ft,,79-87,,
5:41.0,,,79-87,,Defensive rebound by J. Sullinger
5:29.0,,,79-89,2,I. Thomas makes 2-pt shot from 22 ft (assist by A. Bradley)
