time,Oklahoma City,pts.away,score,pts.home,San Antonio
11:51.0,,,32-21,,Turnover by T. Parker (bad pass)
11:32.0,E. Kanter misses 2-pt shot from 9 ft,,32-21,,
11:31.0,,,32-21,,Defensive rebound by K. Anderson
11:19.0,,,32-23,2,T. Duncan makes 2-pt shot from 8 ft
10:59.0,K. Singler makes 3-pt shot from 23 ft (assist by N. Collison),3,35-23,,
10:44.0,,,35-23,,D. West misses 2-pt shot from 15 ft
10:43.0,Defensive rebound by N. Collison,,35-23,,
10:31.0,Turnover by R. Foye (bad pass),,35-23,,
10:12.0,,,35-23,,K. Anderson misses 2-pt shot from 7 ft
10:12.0,Defensive rebound by N. Collison,,35-23,,
10:03.0,N. Collison makes 2-pt shot from 14 ft (assist by R. Foye),2,37-23,,
9:44.0,,,37-23,,T. Duncan misses 2-pt shot from 1 ft
9:43.0,Defensive rebound by E. Kanter,,37-23,,
9:31.0,Shooting foul by T. Parker (drawn by R. Foye),,37-23,,
9:31.0,R. Foye makes free throw 1 of 2,1,38-23,,
9:31.0,,,38-23,,B. Marjanovic enters the game for D. West
9:31.0,,,38-23,,J. Simmons enters the game for K. Martin
9:31.0,S. Adams enters the game for E. Kanter,,38-23,,
9:31.0,R. Foye makes free throw 2 of 2,1,39-23,,
9:12.0,,,39-23,,Turnover by K. Anderson (lost ball; steal by K. Singler)
9:02.0,Turnover by R. Foye (lost ball; steal by K. Anderson),,39-23,,
8:51.0,,,39-23,,T. Duncan misses 2-pt shot from 1 ft
8:51.0,Defensive rebound by K. Singler,,39-23,,
8:37.0,R. Foye makes 2-pt shot from 16 ft,2,41-23,,
8:19.0,,,41-23,,T. Parker misses 2-pt shot from 17 ft
8:19.0,Defensive rebound by S. Adams,,41-23,,
7:59.0,Turnover by S. Adams (3 sec),,41-23,,
7:59.0,Official timeout,,41-23,,
7:40.0,,,41-25,2,T. Parker makes 2-pt shot from 8 ft
7:11.0,R. Foye misses 2-pt shot from 19 ft,,41-25,,
7:11.0,,,41-25,,Defensive rebound by K. Anderson
7:03.0,,,41-27,2,T. Parker makes 2-pt shot from 2 ft
6:41.0,Shooting foul by J. Simmons (drawn by A. Morrow),,41-27,,
6:41.0,A. Morrow makes free throw 1 of 2,1,42-27,,
6:41.0,,,42-27,,L. Aldridge enters the game for B. Marjanovic
6:41.0,E. Kanter enters the game for N. Collison,,42-27,,
6:41.0,A. Morrow makes free throw 2 of 2,1,43-27,,
6:30.0,,,43-27,,Shooting foul by K. Singler (drawn by K. Anderson)
6:30.0,C. Payne enters the game for A. Morrow,,43-27,,
6:30.0,,,43-28,1,K. Anderson makes free throw 1 of 2
6:30.0,,,43-29,1,K. Anderson makes free throw 2 of 2
6:16.0,C. Payne makes 2-pt shot from 13 ft,2,45-29,,
6:05.0,,,45-31,2,J. Simmons makes 2-pt shot from 2 ft
5:46.0,R. Foye misses 2-pt shot from 21 ft,,45-31,,
5:46.0,,,45-31,,Defensive rebound by L. Aldridge
5:31.0,,,45-31,,J. Simmons misses 3-pt shot from 25 ft
5:28.0,,,45-31,,Offensive rebound by Team
5:28.0,Loose ball foul by S. Adams,,45-31,,
5:28.0,,,45-31,,San Antonio full timeout
5:28.0,D. Waiters enters the game for K. Singler,,45-31,,
5:28.0,J. Huestis enters the game for R. Foye,,45-31,,
5:25.0,Personal foul by D. Waiters,,45-31,,
5:11.0,,,45-31,,Shooting foul by S. Adams (drawn by L. Aldridge)
5:11.0,,,45-32,1,L. Aldridge makes free throw 1 of 2
5:11.0,N. Collison enters the game for S. Adams,,45-32,,
5:11.0,,,45-33,1,L. Aldridge makes free throw 2 of 2
4:48.0,Turnover by C. Payne (lost ball; steal by T. Parker),,45-33,,
4:33.0,,,45-33,,L. Aldridge misses 2-pt shot at rim
4:33.0,Defensive rebound by E. Kanter,,45-33,,
4:24.0,D. Waiters misses 3-pt shot from 25 ft,,45-33,,
4:24.0,,,45-33,,Defensive rebound by K. Anderson
4:16.0,,,45-33,,K. Anderson misses 2-pt shot from 8 ft
4:16.0,Defensive rebound by J. Huestis,,45-33,,
4:10.0,Turnover by C. Payne (lost ball; steal by K. Anderson),,45-33,,
4:10.0,,,45-33,,K. Leonard enters the game for J. Simmons
4:10.0,,,45-33,,D. West enters the game for T. Duncan
3:53.0,,,45-35,2,L. Aldridge makes 2-pt shot from 4 ft
3:43.0,Oklahoma City full timeout,,45-35,,
3:43.0,,,45-35,,D. Green enters the game for K. Anderson
3:43.0,J. Huestis misses 2-pt shot from 14 ft,,45-35,,
3:43.0,,,45-35,,Defensive rebound by L. Aldridge
3:31.0,,,45-35,,K. Leonard misses 2-pt shot from 7 ft
3:30.0,Defensive rebound by E. Kanter,,45-35,,
2:53.0,C. Payne misses 2-pt shot from 12 ft,,45-35,,
2:53.0,,,45-35,,Defensive rebound by L. Aldridge
2:40.0,,,45-37,2,K. Leonard makes 2-pt shot from 12 ft
2:24.0,D. Waiters makes 2-pt shot at rim (assist by C. Payne),2,47-37,,
2:11.0,,,47-37,,T. Parker misses 2-pt shot from 15 ft
2:11.0,Defensive rebound by D. Waiters,,47-37,,
2:02.0,Turnover by C. Payne (lost ball; steal by T. Parker),,47-37,,
1:57.0,Personal foul by N. Collison,,47-37,,
1:57.0,,,47-38,1,K. Leonard makes free throw 1 of 2
1:57.0,,,47-38,,P. Mills enters the game for T. Parker
1:57.0,,,47-38,,K. Anderson enters the game for D. Green
1:57.0,,,47-39,1,K. Leonard makes free throw 2 of 2
1:44.0,D. Waiters misses 2-pt shot from 19 ft,,47-39,,
1:43.0,Offensive rebound by E. Kanter,,47-39,,
1:40.0,E. Kanter makes 2-pt shot from 1 ft,2,49-39,,
1:25.0,,,49-39,,K. Leonard misses 3-pt shot from 24 ft
1:25.0,,,49-39,,Offensive rebound by D. West
1:22.0,,,49-41,2,D. West makes 2-pt shot from 1 ft
0:59.0,D. Waiters misses 2-pt shot from 9 ft (block by K. Leonard),,49-41,,
0:58.0,Offensive rebound by N. Collison,,49-41,,
0:55.0,E. Kanter makes 2-pt shot from 1 ft (assist by N. Collison),2,51-41,,
0:45.0,,,51-41,,Offensive foul by L. Aldridge
0:45.0,,,51-41,,Turnover by L. Aldridge (offensive foul)
0:34.0,C. Payne makes 2-pt shot from 18 ft,2,53-41,,
0:24.0,,,53-43,2,D. West makes 2-pt shot from 18 ft (assist by P. Mills)
0:18.0,Oklahoma City full timeout,,53-43,,
0:06.0,,,53-43,,Personal foul by K. Leonard
0:00.0,J. Huestis misses 3-pt shot from 23 ft,,53-43,,
0:00.0,Offensive rebound by Team,,53-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,53-45,2,T. Parker makes 2-pt shot from 19 ft
11:20.0,C. Payne misses 3-pt shot from 25 ft,,53-45,,
11:19.0,,,53-45,,Defensive rebound by D. Green
11:11.0,,,53-47,2,T. Parker makes 2-pt shot from 18 ft
11:07.0,Oklahoma City full timeout,,53-47,,
10:54.0,S. Adams makes 2-pt shot from 6 ft,2,55-47,,
10:37.0,,,55-50,3,D. Green makes 3-pt shot from 22 ft (assist by K. Leonard)
10:22.0,A. Roberson misses 3-pt shot from 23 ft,,55-50,,
10:21.0,Offensive rebound by N. Collison,,55-50,,
10:21.0,N. Collison makes 2-pt shot from 2 ft,2,57-50,,
10:02.0,Personal foul by N. Collison,,57-50,,
9:55.0,,,57-50,,T. Duncan misses 2-pt shot from 7 ft
9:54.0,Defensive rebound by D. Waiters,,57-50,,
9:36.0,D. Waiters misses 2-pt shot from 14 ft,,57-50,,
9:35.0,,,57-50,,Defensive rebound by K. Leonard
9:21.0,,,57-50,,K. Leonard misses 3-pt shot from 23 ft
9:20.0,Defensive rebound by D. Waiters,,57-50,,
9:10.0,,,57-50,,Personal block foul by D. Green
9:10.0,C. Payne makes 2-pt shot from 6 ft (assist by N. Collison),2,59-50,,
9:05.0,,,59-50,,San Antonio full timeout
9:05.0,,,59-50,,D. West enters the game for L. Aldridge
8:53.0,,,59-52,2,T. Parker makes 2-pt shot from 1 ft
8:35.0,Turnover by S. Adams (lost ball),,59-52,,
8:17.0,Personal foul by A. Roberson,,59-52,,
8:09.0,,,59-52,,Shooting foul by N. Collison (drawn by K. Leonard)
8:09.0,,,59-53,1,K. Leonard makes free throw 1 of 2
8:09.0,E. Kanter enters the game for N. Collison,,59-53,,
8:09.0,,,59-54,1,K. Leonard makes free throw 2 of 2
7:53.0,C. Payne misses 2-pt shot from 9 ft,,59-54,,
7:52.0,,,59-54,,Defensive rebound by D. Green
7:42.0,,,59-54,,T. Parker misses 2-pt shot from 10 ft
7:41.0,Defensive rebound by S. Adams,,59-54,,
7:28.0,S. Adams makes 2-pt shot from 2 ft (assist by D. Waiters),2,61-54,,
7:28.0,Shooting foul by T. Duncan (drawn by S. Adams),,61-54,,
7:28.0,S. Adams makes free throw 1 of 1,1,62-54,,
7:14.0,,,62-56,2,K. Leonard makes 2-pt shot from 13 ft
7:01.0,,,62-56,,Personal foul by K. Leonard
7:01.0,D. Waiters misses 2-pt shot from 19 ft,,62-56,,
7:01.0,,,62-56,,Defensive rebound by T. Parker
6:43.0,,,62-56,,K. Leonard misses 2-pt shot from 1 ft (block by S. Adams)
6:42.0,,,62-56,,Offensive rebound by Team
6:24.0,,,62-56,,D. West misses 2-pt shot from 6 ft (block by A. Roberson)
6:22.0,,,62-56,,Offensive rebound by K. Leonard
6:20.0,,,62-59,3,K. Leonard makes 3-pt shot from 24 ft
5:57.0,E. Kanter misses 2-pt shot from 2 ft (block by D. Green),,62-59,,
5:56.0,Offensive rebound by Team,,62-59,,
5:55.0,S. Adams makes 2-pt shot from 16 ft (assist by C. Payne),2,64-59,,
5:55.0,,,64-59,,T. Duncan misses 2-pt shot from 1 ft
5:54.0,Defensive rebound by C. Payne,,64-59,,
5:46.0,D. Waiters misses 3-pt shot from 22 ft,,64-59,,
5:45.0,Offensive rebound by A. Roberson,,64-59,,
5:43.0,A. Roberson makes 2-pt shot from 1 ft,2,66-59,,
5:29.0,,,66-59,,P. Mills enters the game for T. Parker
5:29.0,,,66-59,,B. Marjanovic enters the game for T. Duncan
5:19.0,,,66-59,,D. West misses 2-pt shot from 5 ft (block by S. Adams)
5:18.0,Defensive rebound by A. Roberson,,66-59,,
5:12.0,E. Kanter makes 2-pt shot from 1 ft (assist by C. Payne),2,68-59,,
4:46.0,,,68-59,,P. Mills misses 3-pt shot from 23 ft
4:46.0,Defensive rebound by E. Kanter,,68-59,,
4:37.0,D. Waiters misses 2-pt shot at rim,,68-59,,
4:36.0,,,68-59,,Defensive rebound by D. Green
4:23.0,,,68-59,,Shooting foul by S. Adams (drawn by K. Leonard)
4:23.0,,,68-60,1,K. Leonard makes free throw 1 of 2
4:23.0,N. Collison enters the game for S. Adams,,68-60,,
4:23.0,R. Foye enters the game for D. Waiters,,68-60,,
4:23.0,,,68-60,,K. Martin enters the game for D. Green
4:23.0,,,68-60,,K. Leonard misses free throw 2 of 2
4:23.0,Defensive rebound by A. Roberson,,68-60,,
4:07.0,Turnover by E. Kanter (traveling),,68-60,,
3:52.0,,,68-63,3,P. Mills makes 3-pt shot from 25 ft
3:34.0,Turnover by C. Payne (traveling),,68-63,,
3:28.0,,,68-63,,Offensive foul by P. Mills
3:21.0,,,68-63,,Turnover by P. Mills (offensive foul)
3:21.0,,,68-63,,K. Anderson enters the game for K. Leonard
3:16.0,C. Payne makes 2-pt shot from 2 ft,2,70-63,,
3:06.0,Personal foul by C. Payne,,70-63,,
3:06.0,,,70-64,1,P. Mills makes free throw 1 of 2
3:06.0,,,70-65,1,P. Mills makes free throw 2 of 2
2:57.0,Turnover by N. Collison (lost ball; steal by K. Martin),,70-65,,
2:47.0,,,70-65,,D. West misses 2-pt shot from 17 ft
2:46.0,,,70-65,,Offensive rebound by B. Marjanovic
2:44.0,,,70-65,,D. West misses 2-pt shot at rim
2:43.0,Defensive rebound by N. Collison,,70-65,,
2:34.0,Turnover by E. Kanter (lost ball; steal by D. West),,70-65,,
2:27.0,,,70-65,,Shooting foul by R. Foye (drawn by P. Mills)
2:27.0,,,70-66,1,P. Mills makes free throw 1 of 2
2:27.0,A. Morrow enters the game for A. Roberson,,70-66,,
2:27.0,,,70-67,1,P. Mills makes free throw 2 of 2
2:15.0,C. Payne misses 2-pt shot from 15 ft,,70-67,,
2:14.0,Offensive rebound by N. Collison,,70-67,,
2:10.0,R. Foye misses 3-pt shot from 24 ft,,70-67,,
2:09.0,,,70-67,,Defensive rebound by D. West
2:00.0,,,70-67,,K. Anderson misses 2-pt shot from 14 ft
2:00.0,Defensive rebound by N. Collison,,70-67,,
1:41.0,N. Collison misses 2-pt shot from 2 ft,,70-67,,
1:40.0,,,70-67,,Defensive rebound by B. Marjanovic
1:30.0,,,70-67,,D. West misses 2-pt shot from 18 ft
1:28.0,,,70-67,,Offensive rebound by Team
1:07.0,,,70-67,,K. Martin misses 3-pt shot from 25 ft
1:07.0,,,70-67,,Offensive rebound by D. West
1:05.0,,,70-67,,Shooting foul by E. Kanter (drawn by D. West)
1:05.0,,,70-68,1,D. West makes free throw 1 of 2
1:05.0,,,70-69,1,D. West makes free throw 2 of 2
0:56.0,E. Kanter makes 2-pt shot from 17 ft (assist by C. Payne),2,72-69,,
0:39.0,,,72-71,2,K. Anderson makes 2-pt shot from 1 ft
0:28.0,E. Kanter misses 2-pt shot from 17 ft (block by D. West),,72-71,,
0:27.0,,,72-71,,Defensive rebound by D. West
0:08.0,,,72-73,2,B. Marjanovic makes 2-pt shot from 3 ft (assist by P. Mills)
0:08.0,,,72-73,,Shooting foul by A. Morrow (drawn by B. Marjanovic)
0:08.0,,,72-74,1,B. Marjanovic makes free throw 1 of 1
0:03.0,,,72-74,,Personal take foul by P. Mills
0:03.0,Turnover by N. Collison (lost ball; steal by K. Martin),,72-74,,
0:00.0,,,72-74,,K. Martin misses 3-pt shot from 24 ft
0:00.0,,,72-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,A. Morrow misses 3-pt shot from 24 ft,,72-74,,
11:40.0,Offensive rebound by E. Kanter,,72-74,,
11:38.0,E. Kanter misses 2-pt shot from 2 ft,,72-74,,
11:38.0,Offensive rebound by E. Kanter,,72-74,,
11:32.0,A. Morrow misses 3-pt shot from 23 ft,,72-74,,
11:31.0,,,72-74,,Defensive rebound by K. Anderson
11:29.0,Personal foul by E. Kanter,,72-74,,
11:08.0,,,72-74,,D. West misses 2-pt shot from 2 ft
11:07.0,Defensive rebound by E. Kanter,,72-74,,
10:55.0,Shooting foul by D. West (drawn by R. Foye),,72-74,,
10:55.0,R. Foye makes free throw 1 of 2,1,73-74,,
10:55.0,S. Adams enters the game for E. Kanter,,73-74,,
10:55.0,R. Foye makes free throw 2 of 2,1,74-74,,
10:35.0,,,74-74,,P. Mills misses 2-pt shot from 1 ft
10:34.0,Defensive rebound by N. Collison,,74-74,,
10:23.0,R. Foye makes 2-pt shot from 17 ft,2,76-74,,
10:21.0,,,76-74,,San Antonio full timeout
10:21.0,,,76-74,,T. Duncan enters the game for D. West
10:09.0,,,76-74,,P. Mills misses 2-pt shot from 20 ft
10:08.0,,,76-74,,Offensive rebound by B. Marjanovic
10:08.0,,,76-76,2,B. Marjanovic makes 2-pt shot from 1 ft
9:40.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Foye),2,78-76,,
9:23.0,,,78-78,2,B. Marjanovic makes 2-pt shot at rim (assist by T. Duncan)
9:10.0,R. Foye misses 2-pt shot from 16 ft,,78-78,,
9:09.0,,,78-78,,Defensive rebound by T. Duncan
8:59.0,,,78-78,,T. Duncan misses 2-pt shot from 4 ft
8:58.0,,,78-78,,Offensive rebound by T. Duncan
8:55.0,,,78-78,,Shooting foul by N. Collison (drawn by T. Duncan)
8:55.0,,,78-78,,T. Duncan misses free throw 1 of 2
8:55.0,,,78-78,,Offensive rebound by Team
8:55.0,,,78-78,,K. Leonard enters the game for K. Martin
8:55.0,,,78-78,,T. Parker enters the game for P. Mills
8:55.0,,,78-79,1,T. Duncan makes free throw 2 of 2
8:44.0,Turnover by R. Foye (bad pass),,78-79,,
8:27.0,,,78-79,,T. Parker misses 2-pt shot from 7 ft
8:26.0,,,78-79,,Offensive rebound by T. Duncan
8:25.0,,,78-81,2,T. Duncan makes 2-pt shot from 5 ft
8:22.0,Oklahoma City full timeout,,78-81,,
8:22.0,,,78-81,,D. Green enters the game for K. Anderson
8:22.0,E. Kanter enters the game for N. Collison,,78-81,,
8:02.0,R. Foye misses 3-pt shot from 24 ft,,78-81,,
8:02.0,Offensive rebound by E. Kanter,,78-81,,
7:54.0,D. Waiters makes 3-pt shot from 25 ft (assist by R. Foye),3,81-81,,
7:31.0,,,81-81,,T. Duncan misses 2-pt shot from 1 ft
7:31.0,Defensive rebound by E. Kanter,,81-81,,
7:25.0,Turnover by D. Waiters (bad pass),,81-81,,
7:02.0,,,81-81,,K. Leonard misses 3-pt shot from 23 ft
7:01.0,Defensive rebound by R. Foye,,81-81,,
6:48.0,D. Waiters makes 2-pt shot from 4 ft,2,83-81,,
6:33.0,,,83-81,,Turnover by B. Marjanovic (lost ball; steal by E. Kanter)
6:16.0,E. Kanter misses 2-pt shot from 1 ft (block by B. Marjanovic),,83-81,,
6:15.0,,,83-81,,Defensive rebound by T. Duncan
6:00.0,,,83-81,,B. Marjanovic misses 2-pt shot from 8 ft
5:59.0,,,83-81,,Offensive rebound by Team
5:59.0,A. Roberson enters the game for R. Foye,,83-81,,
5:53.0,,,83-83,2,B. Marjanovic makes 2-pt shot at rim (assist by T. Parker)
5:32.0,E. Kanter misses 2-pt shot from 2 ft (block by B. Marjanovic),,83-83,,
5:31.0,,,83-83,,Defensive rebound by B. Marjanovic
5:23.0,,,83-83,,D. Green misses 3-pt shot from 25 ft
5:23.0,,,83-83,,Offensive rebound by T. Duncan
5:05.0,,,83-85,2,T. Parker makes 2-pt shot from 13 ft
5:05.0,,,83-85,,Shooting foul by A. Roberson (drawn by T. Parker)
5:05.0,,,83-85,,D. West enters the game for T. Duncan
5:05.0,,,83-86,1,T. Parker makes free throw 1 of 1
4:44.0,Shooting foul by D. Green (drawn by A. Morrow),,83-86,,
4:44.0,A. Morrow makes free throw 1 of 3,1,84-86,,
4:44.0,A. Morrow makes free throw 2 of 3,1,85-86,,
4:44.0,A. Morrow makes free throw 3 of 3,1,86-86,,
4:27.0,,,86-88,2,K. Leonard makes 2-pt shot from 17 ft
4:07.0,A. Morrow misses 2-pt shot from 17 ft,,86-88,,
4:05.0,Offensive rebound by E. Kanter,,86-88,,
4:03.0,Shooting foul by D. West (drawn by E. Kanter),,86-88,,
4:03.0,E. Kanter makes free throw 1 of 2,1,87-88,,
4:03.0,C. Payne enters the game for A. Morrow,,87-88,,
4:03.0,E. Kanter makes free throw 2 of 2,1,88-88,,
3:51.0,,,88-90,2,K. Leonard makes 2-pt shot from 4 ft (assist by T. Parker)
3:38.0,Turnover by D. Waiters (lost ball; steal by T. Parker),,88-90,,
3:18.0,,,88-90,,K. Leonard misses 2-pt shot from 6 ft
3:17.0,,,88-90,,Offensive rebound by B. Marjanovic
3:14.0,Jump ball: B. Marjanovic vs. A. Roberson (S. Adams gains possession),,,,Jump ball: B. Marjanovic vs. A. Roberson (S. Adams gains possession)
3:14.0,,,88-90,,Turnover by B. Marjanovic (lost ball; steal by A. Roberson)
2:59.0,E. Kanter misses 3-pt shot from 23 ft,,88-90,,
2:58.0,,,88-90,,Defensive rebound by B. Marjanovic
2:50.0,,,88-92,2,T. Parker makes 2-pt shot from 3 ft
2:47.0,Oklahoma City full timeout,,88-92,,
2:47.0,,,88-92,,T. Duncan enters the game for B. Marjanovic
2:22.0,Shooting foul by D. Green (drawn by A. Roberson),,88-92,,
2:22.0,A. Roberson misses free throw 1 of 2,,88-92,,
2:22.0,Offensive rebound by Team,,88-92,,
2:22.0,A. Roberson misses free throw 2 of 2,,88-92,,
2:22.0,Offensive rebound by D. Waiters,,88-92,,
2:19.0,D. Waiters misses 3-pt shot from 26 ft,,88-92,,
2:17.0,Offensive rebound by S. Adams,,88-92,,
2:12.0,Turnover by C. Payne (lost ball; steal by D. West),,88-92,,
1:52.0,,,88-92,,Shooting foul by S. Adams (drawn by T. Duncan)
1:52.0,,,88-92,,T. Duncan misses free throw 1 of 2
1:52.0,,,88-92,,Offensive rebound by Team
1:52.0,,,88-93,1,T. Duncan makes free throw 2 of 2
