time,Phoenix,pts.away,score,pts.home,Golden State
5:22.0,,,14-13,,H. Barnes misses 3-pt shot from 23 ft
5:21.0,Defensive rebound by T. Chandler,,14-13,,
5:05.0,A. Len makes 2-pt shot from 1 ft (assist by D. Booker),2,16-13,,
5:04.0,,,16-13,,Golden State full timeout
5:04.0,,,16-13,,L. Barbosa enters the game for K. Thompson
4:52.0,,,16-13,,D. Green misses 3-pt shot from 24 ft
4:51.0,Defensive rebound by A. Len,,16-13,,
4:38.0,,,16-13,,Violation by D. Green (kicked ball)
4:34.0,D. Booker misses 2-pt shot from 16 ft,,16-13,,
4:33.0,,,16-13,,Defensive rebound by L. Barbosa
4:22.0,,,16-16,3,S. Curry makes 3-pt shot from 24 ft (assist by H. Barnes)
4:07.0,D. Booker misses 2-pt shot from 2 ft (block by A. Bogut),,16-16,,
4:07.0,Offensive rebound by Team,,16-16,,
4:07.0,,,16-16,,M. Speights enters the game for A. Bogut
4:07.0,,,16-16,,S. Livingston enters the game for H. Barnes
3:58.0,B. Knight misses 3-pt shot from 28 ft,,16-16,,
3:57.0,,,16-16,,Defensive rebound by M. Speights
3:52.0,,,16-16,,D. Green misses 2-pt shot from 2 ft (block by B. Knight)
3:50.0,Defensive rebound by T. Chandler,,16-16,,
3:42.0,Offensive foul by T. Chandler,,16-16,,
3:42.0,Turnover by T. Chandler (offensive foul),,16-16,,
3:42.0,C. Budinger enters the game for P. Tucker,,16-16,,
3:30.0,,,16-16,,S. Curry misses 3-pt shot from 23 ft
3:29.0,,,16-16,,Offensive rebound by L. Barbosa
3:25.0,,,16-16,,Shooting foul by C. Budinger (drawn by M. Speights)
3:25.0,,,16-17,1,M. Speights makes free throw 1 of 2
3:25.0,,,16-18,1,M. Speights makes free throw 2 of 2
3:07.0,D. Booker misses 3-pt shot from 24 ft,,16-18,,
3:05.0,Offensive rebound by A. Len,,16-18,,
3:01.0,C. Budinger makes 3-pt shot from 25 ft (assist by B. Knight),3,19-18,,
2:55.0,Personal foul by C. Budinger,,19-18,,
2:55.0,Phoenix full timeout,,19-18,,
2:55.0,M. Teletovic enters the game for T. Chandler,,19-18,,
2:55.0,,,19-19,1,L. Barbosa makes free throw 1 of 2
2:55.0,,,19-20,1,L. Barbosa makes free throw 2 of 2
2:40.0,,,19-20,,Personal foul by S. Livingston
2:26.0,D. Booker misses 3-pt shot from 32 ft,,19-20,,
2:25.0,,,19-20,,Defensive rebound by M. Speights
2:05.0,,,19-22,2,D. Green makes 2-pt shot from 2 ft (assist by S. Livingston)
1:53.0,B. Knight misses 2-pt shot from 9 ft,,19-22,,
1:52.0,Offensive rebound by A. Len,,19-22,,
1:52.0,A. Len misses 2-pt shot from 2 ft (block by S. Livingston),,19-22,,
1:50.0,,,19-22,,Defensive rebound by S. Curry
1:42.0,,,19-24,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Livingston)
1:20.0,M. Teletovic makes 3-pt shot from 25 ft (assist by D. Booker),3,22-24,,
1:07.0,,,22-26,2,D. Green makes 2-pt shot from 10 ft
0:54.0,M. Teletovic misses 2-pt shot from 6 ft (block by M. Speights),,22-26,,
0:53.0,Offensive rebound by B. Knight,,22-26,,
0:43.0,C. Budinger misses 3-pt shot from 24 ft,,22-26,,
0:43.0,,,22-26,,Defensive rebound by Team
0:34.0,,,22-29,3,S. Curry makes 3-pt shot from 26 ft
0:17.0,D. Booker makes 2-pt shot from 6 ft,2,24-29,,
0:02.0,,,24-31,2,S. Curry makes 2-pt shot from 1 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Shooting foul by L. Barbosa (drawn by D. Booker),,24-31,,
11:44.0,D. Booker misses free throw 1 of 2,,24-31,,
11:44.0,Offensive rebound by Team,,24-31,,
11:44.0,D. Booker makes free throw 2 of 2,1,25-31,,
11:26.0,,,25-33,2,M. Speights makes 2-pt shot from 10 ft
11:26.0,,,25-33,,Shooting foul by C. Budinger (drawn by M. Speights)
11:26.0,A. Goodwin enters the game for D. Booker,,25-33,,
11:26.0,,,25-34,1,M. Speights makes free throw 1 of 1
11:10.0,J. Leuer misses 2-pt shot from 10 ft,,25-34,,
11:09.0,,,25-34,,Defensive rebound by L. Barbosa
11:07.0,Personal foul by C. Budinger,,25-34,,
11:07.0,J. Jenkins enters the game for C. Budinger,,25-34,,
10:59.0,,,25-34,,Turnover by B. Rush (back court)
10:44.0,A. Goodwin misses 2-pt shot from 1 ft (block by B. Rush),,25-34,,
10:43.0,,,25-34,,Defensive rebound by M. Speights
10:37.0,,,25-36,2,M. Speights makes 2-pt shot from 17 ft (assist by L. Barbosa)
10:36.0,Phoenix full timeout,,25-36,,
10:36.0,A. Len enters the game for J. Leuer,,25-36,,
10:26.0,J. Jenkins misses 3-pt shot from 24 ft,,25-36,,
10:25.0,,,25-36,,Defensive rebound by S. Livingston
10:06.0,,,25-36,,M. Speights misses 2-pt shot from 17 ft
10:06.0,Defensive rebound by A. Goodwin,,25-36,,
9:59.0,M. Teletovic makes 3-pt shot from 26 ft (assist by A. Goodwin),3,28-36,,
9:46.0,,,28-38,2,B. Rush makes 2-pt shot from 19 ft
9:29.0,A. Len misses 2-pt shot from 4 ft,,28-38,,
9:28.0,Offensive rebound by A. Len,,28-38,,
9:28.0,A. Len makes 2-pt shot from 4 ft,2,30-38,,
9:28.0,Shooting foul by H. Barnes (drawn by A. Len),,30-38,,
9:28.0,,,30-38,,K. Thompson enters the game for L. Barbosa
9:28.0,,,30-38,,A. Varejao enters the game for M. Speights
9:28.0,A. Len makes free throw 1 of 1,1,31-38,,
9:19.0,,,31-38,,K. Thompson misses 3-pt shot from 22 ft
9:19.0,Defensive rebound by J. Jenkins,,31-38,,
9:08.0,M. Teletovic misses 2-pt shot from 15 ft,,31-38,,
9:07.0,,,31-38,,Defensive rebound by K. Thompson
9:00.0,Personal foul by R. Price,,31-38,,
8:56.0,,,31-38,,Shooting foul by A. Goodwin (drawn by A. Varejao)
8:56.0,,,31-39,1,A. Varejao makes free throw 1 of 2
8:56.0,,,31-39,,A. Varejao misses free throw 2 of 2
8:56.0,Defensive rebound by A. Goodwin,,31-39,,
8:38.0,Turnover by A. Len (traveling),,31-39,,
8:23.0,,,31-41,2,H. Barnes makes 2-pt shot from 7 ft (assist by S. Livingston)
8:17.0,,,31-41,,Personal foul by H. Barnes
8:11.0,A. Len misses 2-pt shot from 14 ft,,31-41,,
8:10.0,,,31-41,,Defensive rebound by S. Livingston
7:56.0,,,31-41,,H. Barnes misses 3-pt shot from 26 ft
7:55.0,Defensive rebound by J. Jenkins,,31-41,,
7:35.0,M. Teletovic makes 2-pt shot from 9 ft (assist by A. Goodwin),2,33-41,,
7:09.0,,,33-41,,S. Livingston misses 2-pt shot from 6 ft
7:08.0,Defensive rebound by J. Jenkins,,33-41,,
7:01.0,M. Teletovic misses 3-pt shot from 23 ft,,33-41,,
7:00.0,Offensive rebound by J. Jenkins,,33-41,,
6:56.0,J. Jenkins misses 2-pt shot from 19 ft,,33-41,,
6:55.0,Offensive rebound by A. Len,,33-41,,
6:54.0,A. Len makes 2-pt shot at rim,2,35-41,,
6:54.0,,,35-41,,Golden State full timeout
6:54.0,,,35-41,,S. Curry enters the game for S. Livingston
6:54.0,,,35-41,,D. Green enters the game for H. Barnes
6:39.0,,,35-41,,Offensive foul by A. Varejao
6:39.0,,,35-41,,Turnover by A. Varejao (offensive foul)
6:26.0,A. Goodwin makes 2-pt shot from 2 ft (assist by A. Len),2,37-41,,
6:26.0,Shooting foul by S. Curry (drawn by A. Goodwin),,37-41,,
6:26.0,A. Goodwin makes free throw 1 of 1,1,38-41,,
6:14.0,,,38-41,,S. Curry misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by A. Len,,38-41,,
5:57.0,A. Len makes 2-pt shot from 17 ft (assist by A. Goodwin),2,40-41,,
5:41.0,,,40-44,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
5:25.0,A. Len makes 2-pt shot from 16 ft (assist by A. Goodwin),2,42-44,,
5:13.0,,,42-44,,S. Curry misses 2-pt shot from 20 ft
5:12.0,Defensive rebound by M. Teletovic,,42-44,,
5:03.0,Offensive foul by M. Teletovic,,42-44,,
5:03.0,Turnover by M. Teletovic (offensive foul),,42-44,,
4:49.0,,,42-44,,A. Varejao misses 2-pt shot from 16 ft
4:48.0,Defensive rebound by A. Goodwin,,42-44,,
4:41.0,A. Goodwin makes 2-pt shot from 1 ft,2,44-44,,
4:24.0,,,44-44,,A. Varejao misses 2-pt shot from 17 ft
4:23.0,Defensive rebound by A. Len,,44-44,,
4:11.0,Offensive foul by A. Len,,44-44,,
4:11.0,Turnover by A. Len (offensive foul),,44-44,,
4:11.0,,,44-44,,A. Bogut enters the game for A. Varejao
4:11.0,,,44-44,,H. Barnes enters the game for B. Rush
3:59.0,,,44-46,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
3:38.0,,,44-46,,Personal foul by A. Bogut
3:38.0,A. Len makes free throw 1 of 2,1,45-46,,
3:38.0,B. Knight enters the game for R. Price,,45-46,,
3:38.0,D. Booker enters the game for A. Goodwin,,45-46,,
3:38.0,T. Chandler enters the game for J. Jenkins,,45-46,,
3:38.0,A. Len makes free throw 2 of 2,1,46-46,,
3:23.0,,,46-46,,Shooting foul by A. Len (drawn by K. Thompson)
3:23.0,,,46-47,1,K. Thompson makes free throw 1 of 2
3:23.0,P. Tucker enters the game for A. Len,,46-47,,
3:23.0,,,46-48,1,K. Thompson makes free throw 2 of 2
3:11.0,M. Teletovic makes 2-pt shot from 19 ft (assist by D. Booker),2,48-48,,
3:04.0,Personal foul by M. Teletovic,,48-48,,
3:04.0,,,48-49,1,D. Green makes free throw 1 of 2
3:04.0,,,48-50,1,D. Green makes free throw 2 of 2
2:58.0,D. Booker misses 2-pt shot from 2 ft (block by A. Bogut),,48-50,,
2:57.0,,,48-50,,Defensive rebound by K. Thompson
2:48.0,,,48-52,2,S. Curry makes 2-pt shot from 2 ft (assist by K. Thompson)
2:33.0,Shooting foul by D. Green (drawn by M. Teletovic),,48-52,,
2:33.0,Official timeout,,48-52,,
2:33.0,M. Teletovic misses free throw 1 of 2,,48-52,,
2:33.0,Offensive rebound by Team,,48-52,,
2:33.0,M. Teletovic misses free throw 2 of 2,,48-52,,
2:31.0,,,48-52,,Defensive rebound by H. Barnes
2:13.0,Personal foul by P. Tucker,,48-52,,
2:13.0,,,48-53,1,H. Barnes makes free throw 1 of 2
2:13.0,,,48-54,1,H. Barnes makes free throw 2 of 2
1:56.0,B. Knight misses 3-pt shot from 26 ft,,48-54,,
1:56.0,Offensive rebound by B. Knight,,48-54,,
1:51.0,P. Tucker misses 2-pt shot from 22 ft,,48-54,,
1:50.0,Offensive rebound by B. Knight,,48-54,,
1:46.0,B. Knight makes 2-pt shot from 5 ft,2,50-54,,
1:46.0,Shooting foul by D. Green (drawn by B. Knight),,50-54,,
1:46.0,B. Knight makes free throw 1 of 1,1,51-54,,
1:37.0,Personal foul by B. Knight,,51-54,,
1:37.0,,,51-55,1,S. Curry makes free throw 1 of 2
1:37.0,,,51-56,1,S. Curry makes free throw 2 of 2
1:22.0,D. Booker misses 3-pt shot from 24 ft,,51-56,,
1:21.0,,,51-56,,Defensive rebound by D. Green
1:14.0,,,51-56,,Shooting foul by D. Booker (drawn by K. Thompson)
1:14.0,,,51-57,1,K. Thompson makes free throw 1 of 2
1:14.0,,,51-58,1,K. Thompson makes free throw 2 of 2
1:00.0,T. Chandler makes 2-pt shot from 1 ft (assist by D. Booker),2,53-58,,
0:50.0,,,53-58,,Shooting foul by T. Chandler (drawn by D. Green)
0:50.0,,,53-59,1,D. Green makes free throw 1 of 2
0:50.0,,,53-60,1,D. Green makes free throw 2 of 2
0:40.0,D. Booker misses 2-pt shot from 14 ft,,53-60,,
0:39.0,,,53-60,,Defensive rebound by A. Bogut
0:34.0,,,53-60,,Offensive foul by D. Green
0:34.0,,,53-60,,Turnover by D. Green (offensive foul)
0:34.0,,,53-60,,B. Rush enters the game for D. Green
0:13.0,P. Tucker makes 3-pt shot from 22 ft (assist by D. Booker),3,56-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,A. Len misses 2-pt shot from 18 ft,,56-60,,
11:43.0,,,56-60,,Defensive rebound by D. Green
11:31.0,,,56-62,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
11:10.0,A. Len makes 2-pt shot from 17 ft (assist by D. Booker),2,58-62,,
10:57.0,,,58-62,,K. Thompson misses 3-pt shot from 25 ft
10:55.0,Defensive rebound by A. Len,,58-62,,
10:51.0,,,58-62,,Personal foul by S. Curry
10:41.0,T. Chandler misses 2-pt shot from 2 ft (block by A. Bogut),,58-62,,
10:40.0,,,58-62,,Defensive rebound by D. Green
10:34.0,,,58-65,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
10:25.0,D. Booker misses 2-pt shot from 7 ft,,58-65,,
10:24.0,Offensive rebound by Team,,58-65,,
10:24.0,,,58-65,,Loose ball foul by H. Barnes
10:17.0,T. Chandler makes 2-pt shot at rim (assist by P. Tucker),2,60-65,,
10:08.0,,,60-68,3,S. Curry makes 3-pt shot from 27 ft
9:52.0,A. Len makes 2-pt shot from 22 ft (assist by D. Booker),2,62-68,,
9:43.0,,,62-68,,S. Curry misses 2-pt shot from 5 ft
9:41.0,,,62-68,,Offensive rebound by A. Bogut
9:41.0,,,62-68,,A. Bogut misses 2-pt shot at rim
9:39.0,Defensive rebound by A. Len,,62-68,,
9:32.0,P. Tucker makes 2-pt shot at rim (assist by B. Knight),2,64-68,,
9:25.0,,,64-68,,Turnover by H. Barnes (bad pass)
9:05.0,T. Chandler makes 2-pt shot at rim (assist by A. Len),2,66-68,,
8:41.0,,,66-68,,S. Curry misses 3-pt shot from 23 ft
8:40.0,Defensive rebound by B. Knight,,66-68,,
8:31.0,B. Knight misses 3-pt shot from 26 ft,,66-68,,
8:30.0,,,66-68,,Defensive rebound by A. Bogut
8:17.0,,,66-68,,H. Barnes misses 3-pt shot from 22 ft
8:16.0,Defensive rebound by B. Knight,,66-68,,
7:55.0,A. Len misses 2-pt shot from 18 ft,,66-68,,
7:55.0,Offensive rebound by Team,,66-68,,
7:55.0,,,66-68,,Loose ball foul by S. Curry
7:55.0,,,66-68,,I. Clark enters the game for S. Curry
7:48.0,Offensive charge foul by A. Len,,66-68,,
7:48.0,Turnover by A. Len (offensive foul),,66-68,,
7:48.0,M. Teletovic enters the game for A. Len,,66-68,,
7:37.0,,,66-70,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green)
7:29.0,D. Booker makes 2-pt shot at rim (assist by T. Chandler),2,68-70,,
7:14.0,,,68-70,,Turnover by D. Green (lost ball; steal by T. Chandler)
7:03.0,,,68-70,,Personal foul by K. Thompson
6:53.0,,,68-70,,Personal foul by I. Clark
6:53.0,M. Teletovic makes free throw 1 of 2,1,69-70,,
6:53.0,,,69-70,,Golden State full timeout
6:53.0,M. Teletovic makes free throw 2 of 2,1,70-70,,
6:34.0,,,70-70,,Turnover by I. Clark (lost ball; steal by B. Knight)
6:32.0,,,70-70,,Personal foul by I. Clark
6:32.0,P. Tucker misses free throw 1 of 2,,70-70,,
6:32.0,Offensive rebound by Team,,70-70,,
6:32.0,P. Tucker makes free throw 2 of 2,1,71-70,,
6:08.0,,,71-72,2,K. Thompson makes 2-pt shot from 20 ft (assist by A. Bogut)
5:56.0,Turnover by B. Knight (lost ball; steal by K. Thompson),,71-72,,
5:48.0,Personal foul by M. Teletovic,,71-72,,
5:37.0,,,71-72,,D. Green misses 3-pt shot from 25 ft
5:36.0,Defensive rebound by T. Chandler,,71-72,,
5:16.0,M. Teletovic misses 3-pt shot from 26 ft,,71-72,,
5:15.0,,,71-72,,Defensive rebound by H. Barnes
5:02.0,,,71-74,2,A. Bogut makes 2-pt shot from 1 ft (assist by K. Thompson)
4:43.0,B. Knight makes 3-pt shot from 25 ft (assist by D. Booker),3,74-74,,
4:30.0,,,74-74,,D. Green misses 2-pt shot from 2 ft
4:29.0,Defensive rebound by T. Chandler,,74-74,,
4:25.0,D. Booker makes 2-pt shot from 1 ft (assist by B. Knight),2,76-74,,
4:25.0,Shooting foul by H. Barnes (drawn by D. Booker),,76-74,,
4:25.0,,,76-74,,M. Speights enters the game for A. Bogut
4:25.0,,,76-74,,S. Livingston enters the game for H. Barnes
4:25.0,D. Booker makes free throw 1 of 1,1,77-74,,
4:14.0,Def 3 sec tech foul by T. Chandler,,77-74,,
4:14.0,,,77-75,1,K. Thompson makes technical free throw
4:09.0,,,77-75,,K. Thompson misses 3-pt shot from 25 ft
4:08.0,Defensive rebound by T. Chandler,,77-75,,
4:01.0,B. Knight makes 2-pt shot from 2 ft,2,79-75,,
3:52.0,Personal foul by D. Booker,,79-75,,
3:42.0,,,79-75,,M. Speights misses 2-pt shot from 17 ft
3:41.0,Defensive rebound by M. Teletovic,,79-75,,
3:31.0,T. Chandler makes 2-pt shot from 2 ft (assist by D. Booker),2,81-75,,
3:25.0,,,81-75,,Shooting foul by M. Teletovic (drawn by M. Speights)
3:25.0,,,81-75,,M. Speights misses free throw 1 of 2
3:25.0,,,81-75,,Offensive rebound by Team
3:25.0,,,81-75,,L. Barbosa enters the game for I. Clark
3:25.0,J. Leuer enters the game for M. Teletovic,,81-75,,
3:25.0,,,81-76,1,M. Speights makes free throw 2 of 2
3:18.0,B. Knight makes 3-pt shot from 25 ft,3,84-76,,
3:03.0,,,84-76,,D. Green misses 2-pt shot from 9 ft
3:02.0,,,84-76,,Offensive rebound by M. Speights
3:02.0,,,84-78,2,M. Speights makes 2-pt shot from 1 ft
2:54.0,B. Knight makes 3-pt shot from 26 ft,3,87-78,,
2:35.0,,,87-80,2,S. Livingston makes 2-pt shot from 14 ft
2:08.0,D. Booker makes 2-pt shot from 19 ft,2,89-80,,
2:01.0,Personal foul by J. Leuer,,89-80,,
2:01.0,Phoenix full timeout,,89-80,,
1:52.0,,,89-82,2,M. Speights makes 2-pt shot from 6 ft (assist by S. Livingston)
1:35.0,B. Knight makes 3-pt shot from 24 ft (assist by D. Booker),3,92-82,,
1:08.0,,,92-82,,M. Speights misses 2-pt shot from 16 ft
1:07.0,Defensive rebound by J. Leuer,,92-82,,
1:00.0,Turnover by B. Knight (lost ball; steal by M. Speights),,92-82,,
0:57.0,Personal foul by D. Booker,,92-82,,
0:57.0,,,92-83,1,S. Livingston makes free throw 1 of 2
0:57.0,,,92-83,,S. Livingston misses free throw 2 of 2
0:56.0,Defensive rebound by T. Chandler,,92-83,,
0:33.0,D. Booker misses 3-pt shot from 27 ft,,92-83,,
0:33.0,,,92-83,,Defensive rebound by M. Speights
0:28.0,Personal foul by D. Booker,,92-83,,
0:28.0,,,92-84,1,D. Green makes free throw 1 of 2
0:28.0,M. Teletovic enters the game for T. Chandler,,92-84,,
0:28.0,C. Budinger enters the game for P. Tucker,,92-84,,
0:28.0,,,92-84,,H. Barnes enters the game for M. Speights
0:28.0,,,92-85,1,D. Green makes free throw 2 of 2
0:07.0,B. Knight makes 3-pt shot from 24 ft,3,95-85,,
0:04.0,,,95-85,,Shooting foul by M. Teletovic (drawn by D. Green)
0:04.0,,,95-86,1,D. Green makes free throw 1 of 2
0:04.0,,,95-86,,D. Green misses free throw 2 of 2
0:04.0,Defensive rebound by J. Leuer,,95-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,95-88,2,M. Speights makes 2-pt shot from 2 ft (assist by S. Livingston)
11:35.0,D. Booker misses 2-pt shot from 8 ft,,95-88,,
11:34.0,,,95-88,,Defensive rebound by S. Livingston
11:24.0,,,95-90,2,M. Speights makes 2-pt shot from 17 ft (assist by H. Barnes)
11:09.0,B. Knight misses 2-pt shot from 6 ft,,95-90,,
11:08.0,,,95-90,,Defensive rebound by M. Speights
11:04.0,,,95-93,3,S. Curry makes 3-pt shot from 26 ft (assist by L. Barbosa)
11:02.0,Phoenix full timeout,,95-93,,
11:02.0,R. Price enters the game for B. Knight,,95-93,,
10:46.0,R. Price misses 3-pt shot from 23 ft,,95-93,,
10:45.0,,,95-93,,Defensive rebound by H. Barnes
10:23.0,,,95-93,,S. Curry misses 3-pt shot from 24 ft
10:22.0,Defensive rebound by A. Len,,95-93,,
10:00.0,A. Len misses 2-pt shot from 12 ft,,95-93,,
9:59.0,,,95-93,,Defensive rebound by S. Curry
9:49.0,,,95-95,2,M. Speights makes 2-pt shot from 19 ft (assist by H. Barnes)
9:36.0,,,95-95,,Personal foul by M. Speights
9:33.0,,,95-95,,Personal block foul by M. Speights
9:33.0,A. Len makes free throw 1 of 2,1,96-95,,
9:33.0,A. Len misses free throw 2 of 2,,96-95,,
9:33.0,,,96-95,,Defensive rebound by H. Barnes
9:20.0,,,96-97,2,S. Livingston makes 2-pt shot at rim (assist by S. Curry)
9:00.0,A. Len makes 2-pt shot from 7 ft (assist by D. Booker),2,98-97,,
8:53.0,,,98-99,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Livingston)
8:53.0,,,98-99,,Shooting foul by A. Len (drawn by M. Speights)
8:53.0,,,98-99,,K. Thompson enters the game for S. Livingston
8:53.0,T. Chandler enters the game for A. Len,,98-99,,
8:53.0,B. Knight enters the game for R. Price,,98-99,,
8:53.0,,,98-100,1,M. Speights makes free throw 1 of 1
8:47.0,,,98-100,,Personal foul by K. Thompson
8:44.0,D. Booker misses 3-pt shot from 25 ft,,98-100,,
8:43.0,,,98-100,,Defensive rebound by H. Barnes
8:32.0,,,98-100,,K. Thompson misses 2-pt shot from 10 ft
8:31.0,,,98-100,,Offensive rebound by S. Curry
8:30.0,,,98-102,2,S. Curry makes 2-pt shot from 1 ft
8:17.0,B. Knight makes 2-pt shot from 2 ft,2,100-102,,
8:01.0,,,100-102,,S. Curry misses 3-pt shot from 27 ft
8:00.0,Defensive rebound by C. Budinger,,100-102,,
7:52.0,Turnover by B. Knight (lost ball; steal by M. Speights),,100-102,,
7:45.0,,,100-102,,K. Thompson misses 2-pt shot from 3 ft
7:45.0,Defensive rebound by C. Budinger,,100-102,,
7:39.0,B. Knight makes 3-pt shot from 26 ft (assist by C. Budinger),3,103-102,,
7:31.0,,,103-105,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
7:16.0,J. Leuer misses 3-pt shot from 27 ft,,103-105,,
7:15.0,,,103-105,,Defensive rebound by M. Speights
7:05.0,,,103-105,,M. Speights misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by T. Chandler,,103-105,,
6:49.0,,,103-105,,Personal foul by K. Thompson
6:49.0,,,103-105,,Golden State full timeout
6:49.0,,,103-105,,D. Green enters the game for H. Barnes
6:44.0,D. Booker misses 2-pt shot from 12 ft,,103-105,,
6:43.0,,,103-105,,Defensive rebound by M. Speights
6:28.0,,,103-105,,S. Curry misses 2-pt shot from 5 ft (block by T. Chandler)
6:28.0,Defensive rebound by Team,,103-105,,
6:28.0,M. Teletovic enters the game for J. Leuer,,103-105,,
6:26.0,Jump ball: T. Chandler vs. S. Curry (B. Knight gains possession),,,,Jump ball: T. Chandler vs. S. Curry (B. Knight gains possession)
6:23.0,B. Knight misses 2-pt shot from 1 ft (block by L. Barbosa),,103-105,,
6:21.0,Offensive rebound by C. Budinger,,103-105,,
6:21.0,C. Budinger makes 2-pt shot from 1 ft,2,105-105,,
6:12.0,Personal foul by D. Booker,,105-105,,
6:12.0,R. Price enters the game for D. Booker,,105-105,,
6:01.0,,,105-105,,K. Thompson misses 2-pt shot from 14 ft
6:00.0,Defensive rebound by T. Chandler,,105-105,,
5:50.0,B. Knight makes 3-pt shot from 26 ft (assist by T. Chandler),3,108-105,,
5:40.0,,,108-108,3,S. Curry makes 3-pt shot from 25 ft
5:26.0,M. Teletovic misses 3-pt shot from 26 ft (block by D. Green),,108-108,,
5:26.0,,,108-108,,Defensive rebound by M. Speights
5:15.0,,,108-108,,S. Curry misses 3-pt shot from 25 ft
5:15.0,Defensive rebound by B. Knight,,108-108,,
4:58.0,R. Price misses 2-pt shot from 19 ft,,108-108,,
4:57.0,,,108-108,,Defensive rebound by K. Thompson
4:47.0,,,108-110,2,M. Speights makes 2-pt shot at rim (assist by K. Thompson)
