time,Memphis,pts.away,score,pts.home,Boston
8:15.0,,,8-7,,Turnover by A. Johnson (lost ball; steal by T. Allen)
8:14.0,,,8-7,,Personal foul by A. Johnson
7:57.0,Turnover by J. Green (lost ball; steal by J. Crowder),,8-7,,
7:39.0,,,8-9,2,J. Crowder makes 2-pt shot from 15 ft (assist by A. Johnson)
7:20.0,T. Allen misses 2-pt shot from 8 ft (block by J. Crowder),,8-9,,
7:19.0,Offensive rebound by Team,,8-9,,
7:16.0,M. Barnes misses 2-pt shot from 19 ft,,8-9,,
7:15.0,Offensive rebound by J. Green,,8-9,,
7:14.0,J. Green makes 2-pt shot from 1 ft,2,10-9,,
7:00.0,,,10-9,,I. Thomas misses 2-pt shot at rim
6:59.0,Defensive rebound by R. Hollins,,10-9,,
6:51.0,,,10-9,,Personal foul by A. Johnson
6:51.0,J. Martin enters the game for R. Hollins,,10-9,,
6:45.0,J. Green makes 2-pt shot from 19 ft (assist by M. Chalmers),2,12-9,,
6:35.0,Personal foul by T. Allen,,12-9,,
6:27.0,,,12-11,2,J. Sullinger makes 2-pt shot from 2 ft
6:27.0,,,12-11,,Shooting foul by J. Martin (drawn by J. Sullinger)
6:27.0,,,12-12,1,J. Sullinger makes free throw 1 of 1
6:10.0,T. Allen misses 2-pt shot from 17 ft,,12-12,,
6:10.0,,,12-12,,Defensive rebound by Team
5:57.0,,,12-15,3,A. Bradley makes 3-pt shot from 22 ft (assist by I. Thomas)
5:47.0,Shooting foul by A. Bradley (drawn by M. Chalmers),,12-15,,
5:47.0,,,12-15,,Boston full timeout
5:47.0,M. Chalmers makes free throw 1 of 2,1,13-15,,
5:47.0,M. Chalmers makes free throw 2 of 2,1,14-15,,
5:31.0,,,14-15,,Turnover by I. Thomas (bad pass)
5:08.0,J. Martin misses 2-pt shot at rim,,14-15,,
5:08.0,,,14-15,,Defensive rebound by J. Sullinger
5:02.0,,,14-15,,A. Bradley misses 3-pt shot from 23 ft
5:01.0,Defensive rebound by M. Chalmers,,14-15,,
4:55.0,J. Martin makes 2-pt shot from 1 ft (assist by M. Barnes),2,16-15,,
4:55.0,Shooting foul by J. Sullinger (drawn by J. Martin),,16-15,,
4:55.0,,,16-15,,M. Smart enters the game for A. Bradley
4:55.0,,,16-15,,E. Turner enters the game for A. Johnson
4:55.0,P. Hairston enters the game for T. Allen,,16-15,,
4:55.0,V. Carter enters the game for M. Barnes,,16-15,,
4:55.0,J. Martin makes free throw 1 of 1,1,17-15,,
4:38.0,,,17-15,,M. Smart misses 3-pt shot from 25 ft
4:36.0,Defensive rebound by J. Green,,17-15,,
4:30.0,Turnover by M. Chalmers (lost ball),,17-15,,
4:30.0,L. Stephenson enters the game for M. Chalmers,,17-15,,
4:30.0,,,17-15,,T. Zeller enters the game for J. Sullinger
4:19.0,,,17-15,,J. Crowder misses 2-pt shot from 17 ft
4:18.0,Defensive rebound by P. Hairston,,17-15,,
4:05.0,J. Martin makes 2-pt shot at rim (assist by L. Stephenson),2,19-15,,
4:00.0,,,19-15,,Shooting foul by J. Martin (drawn by J. Crowder)
4:00.0,,,19-16,1,J. Crowder makes free throw 1 of 2
4:00.0,,,19-17,1,J. Crowder makes free throw 2 of 2
3:39.0,J. Green misses 3-pt shot from 25 ft,,19-17,,
3:38.0,,,19-17,,Defensive rebound by T. Zeller
3:26.0,,,19-17,,J. Crowder misses 2-pt shot from 15 ft
3:25.0,Defensive rebound by J. Martin,,19-17,,
3:04.0,J. Martin makes 2-pt shot from 16 ft,2,21-17,,
2:44.0,,,21-17,,J. Crowder misses 3-pt shot from 23 ft
2:43.0,Defensive rebound by J. Green,,21-17,,
2:27.0,P. Hairston misses 3-pt shot from 25 ft,,21-17,,
2:27.0,Offensive rebound by Team,,21-17,,
2:27.0,,,21-17,,Loose ball foul by E. Turner
2:27.0,Memphis full timeout,,21-17,,
2:27.0,,,21-17,,J. Jerebko enters the game for J. Crowder
2:27.0,J. Green makes free throw 1 of 2,1,22-17,,
2:27.0,J. Green makes free throw 2 of 2,1,23-17,,
2:13.0,,,23-17,,T. Zeller misses 2-pt shot from 5 ft (block by J. Green)
2:13.0,,,23-17,,Offensive rebound by Team
2:13.0,M. Barnes enters the game for J. Green,,23-17,,
2:01.0,,,23-17,,I. Thomas misses 2-pt shot from 11 ft
2:00.0,Defensive rebound by V. Carter,,23-17,,
1:44.0,,,23-17,,Def 3 sec tech foul by T. Zeller
1:44.0,V. Carter makes technical free throw,1,24-17,,
1:37.0,V. Carter misses 3-pt shot from 24 ft,,24-17,,
1:36.0,,,24-17,,Defensive rebound by T. Zeller
1:29.0,Personal foul by V. Carter,,24-17,,
1:29.0,,,24-18,1,T. Zeller makes free throw 1 of 2
1:29.0,R. Hollins enters the game for J. Martin,,24-18,,
1:29.0,,,24-19,1,T. Zeller makes free throw 2 of 2
1:08.0,L. Stephenson makes 2-pt shot from 8 ft,2,26-19,,
0:58.0,,,26-21,2,I. Thomas makes 2-pt shot from 1 ft
0:51.0,M. Barnes misses 3-pt shot from 23 ft,,26-21,,
0:50.0,Offensive rebound by P. Hairston,,26-21,,
0:41.0,L. Stephenson misses 2-pt shot from 18 ft,,26-21,,
0:40.0,,,26-21,,Defensive rebound by J. Jerebko
0:34.0,,,26-21,,I. Thomas misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by L. Stephenson,,26-21,,
0:24.0,Turnover by V. Carter (bad pass),,26-21,,
0:02.0,,,26-24,3,M. Smart makes 3-pt shot from 26 ft (assist by I. Thomas)
0:01.0,P. Hairston misses 3-pt shot from 33 ft,,26-24,,
0:00.0,Offensive rebound by Team,,26-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,Turnover by R. Hollins (lost ball; steal by M. Smart),,26-24,,
11:46.0,,,26-26,2,M. Smart makes 2-pt shot at rim
11:26.0,P. Hairston misses 2-pt shot from 19 ft,,26-26,,
11:25.0,Offensive rebound by Team,,26-26,,
11:25.0,,,26-26,,Loose ball foul by J. Jerebko
11:15.0,L. Stephenson misses 2-pt shot from 19 ft,,26-26,,
11:14.0,,,26-26,,Defensive rebound by J. Jerebko
11:05.0,,,26-26,,M. Smart misses 3-pt shot from 26 ft
11:04.0,Defensive rebound by Team,,26-26,,
11:04.0,,,26-26,,Loose ball foul by J. Jerebko
10:54.0,M. Barnes misses 3-pt shot from 24 ft,,26-26,,
10:53.0,,,26-26,,Defensive rebound by T. Zeller
10:34.0,,,26-29,3,J. Jerebko makes 3-pt shot from 23 ft (assist by E. Turner)
10:13.0,M. Barnes misses 2-pt shot from 2 ft (block by J. Jerebko),,26-29,,
10:12.0,Offensive rebound by M. Barnes,,26-29,,
10:06.0,M. Barnes makes 3-pt shot from 24 ft (assist by V. Carter),3,29-29,,
9:53.0,,,29-29,,E. Turner misses 2-pt shot from 7 ft
9:52.0,Defensive rebound by M. Barnes,,29-29,,
9:33.0,L. Stephenson misses 2-pt shot from 8 ft,,29-29,,
9:32.0,,,29-29,,Defensive rebound by T. Zeller
9:16.0,,,29-31,2,T. Zeller makes 2-pt shot at rim (assist by A. Bradley)
9:16.0,,,29-31,,Shooting foul by V. Carter (drawn by T. Zeller)
9:16.0,M. Chalmers enters the game for L. Stephenson,,29-31,,
9:16.0,,,29-32,1,T. Zeller makes free throw 1 of 1
8:59.0,Official timeout,,29-32,,
8:59.0,J. Green enters the game for R. Hollins,,29-32,,
8:55.0,M. Barnes misses 3-pt shot from 25 ft,,29-32,,
8:54.0,Offensive rebound by P. Hairston,,29-32,,
8:51.0,Offensive charge foul by M. Barnes,,29-32,,
8:51.0,Turnover by M. Barnes (offensive foul),,29-32,,
8:31.0,,,29-34,2,A. Bradley makes 2-pt shot from 21 ft
8:17.0,M. Chalmers misses 2-pt shot from 3 ft,,29-34,,
8:16.0,Offensive rebound by M. Chalmers,,29-34,,
8:16.0,Shooting foul by A. Bradley (drawn by M. Chalmers),,29-34,,
8:16.0,M. Chalmers makes free throw 1 of 2,1,30-34,,
8:16.0,T. Allen enters the game for P. Hairston,,30-34,,
8:16.0,M. Chalmers makes free throw 2 of 2,1,31-34,,
7:53.0,,,31-34,,A. Bradley misses 3-pt shot from 25 ft
7:49.0,Defensive rebound by V. Carter,,31-34,,
7:42.0,T. Allen misses 2-pt shot from 4 ft,,31-34,,
7:42.0,,,31-34,,Defensive rebound by E. Turner
7:40.0,Violation by V. Carter (kicked ball),,31-34,,
7:40.0,,,31-34,,J. Sullinger enters the game for T. Zeller
7:31.0,,,31-36,2,E. Turner makes 2-pt shot from 15 ft (assist by M. Smart)
7:23.0,,,31-36,,Personal foul by M. Smart
7:12.0,V. Carter misses 2-pt shot from 13 ft,,31-36,,
7:11.0,Offensive rebound by J. Green,,31-36,,
7:10.0,Shooting foul by J. Sullinger (drawn by J. Green),,31-36,,
7:10.0,J. Green makes free throw 1 of 2,1,32-36,,
7:10.0,J. Green makes free throw 2 of 2,1,33-36,,
7:00.0,,,33-36,,J. Sullinger misses 2-pt shot from 3 ft (block by M. Barnes)
7:00.0,,,33-36,,Offensive rebound by Team
7:00.0,J. Martin enters the game for V. Carter,,33-36,,
6:55.0,,,33-36,,J. Sullinger misses 2-pt shot from 6 ft (block by M. Chalmers)
6:54.0,Defensive rebound by M. Chalmers,,33-36,,
6:48.0,T. Allen misses 2-pt shot from 5 ft,,33-36,,
6:47.0,,,33-36,,Defensive rebound by J. Sullinger
6:33.0,Personal foul by T. Allen,,33-36,,
6:26.0,Def 3 sec tech foul by J. Martin,,33-36,,
6:26.0,,,33-37,1,E. Turner makes technical free throw
6:19.0,,,33-37,,E. Turner misses 2-pt shot from 2 ft (block by J. Green)
6:18.0,,,33-37,,Offensive rebound by E. Turner
6:16.0,,,33-37,,E. Turner misses 2-pt shot at rim (block by M. Barnes)
6:15.0,Defensive rebound by Team,,33-37,,
6:06.0,J. Green makes 2-pt shot at rim (assist by M. Chalmers),2,35-37,,
6:03.0,Personal foul by M. Chalmers,,35-37,,
6:03.0,,,35-37,,J. Crowder enters the game for J. Jerebko
6:00.0,Personal foul by J. Green,,35-37,,
5:55.0,,,35-39,2,E. Turner makes 2-pt shot from 1 ft (assist by J. Crowder)
5:35.0,J. Martin makes 2-pt shot from 1 ft,2,37-39,,
5:16.0,,,37-41,2,J. Sullinger makes 2-pt shot from 5 ft
5:07.0,M. Chalmers misses 2-pt shot at rim,,37-41,,
5:06.0,Offensive rebound by J. Martin,,37-41,,
5:05.0,J. Martin makes 2-pt shot at rim,2,39-41,,
4:55.0,,,39-41,,Boston full timeout
4:55.0,,,39-41,,A. Johnson enters the game for E. Turner
4:44.0,,,39-41,,A. Bradley misses 2-pt shot from 21 ft
4:44.0,,,39-41,,Offensive rebound by J. Crowder
4:31.0,,,39-41,,A. Johnson misses 2-pt shot from 8 ft
4:31.0,,,39-41,,Offensive rebound by Team
4:31.0,,,39-41,,I. Thomas enters the game for M. Smart
4:19.0,,,39-43,2,J. Sullinger makes 2-pt shot from 3 ft (assist by A. Bradley)
4:01.0,,,39-43,,Personal block foul by J. Crowder
4:01.0,T. Allen misses free throw 1 of 2,,39-43,,
4:01.0,Offensive rebound by Team,,39-43,,
4:01.0,T. Allen makes free throw 2 of 2,1,40-43,,
3:44.0,,,40-43,,J. Sullinger misses 2-pt shot from 1 ft
3:43.0,Defensive rebound by J. Green,,40-43,,
3:31.0,M. Chalmers misses 2-pt shot from 2 ft,,40-43,,
3:31.0,Offensive rebound by J. Martin,,40-43,,
3:30.0,J. Martin makes 2-pt shot from 1 ft,2,42-43,,
3:12.0,,,42-43,,J. Sullinger misses 2-pt shot from 4 ft
3:12.0,Defensive rebound by J. Green,,42-43,,
3:08.0,Turnover by T. Allen (lost ball; steal by J. Crowder),,42-43,,
3:05.0,,,42-43,,Offensive charge foul by J. Crowder
3:05.0,,,42-43,,Turnover by J. Crowder (offensive foul)
3:05.0,,,42-43,,E. Turner enters the game for J. Sullinger
2:56.0,,,42-43,,Personal block foul by J. Crowder
2:56.0,Memphis full timeout,,42-43,,
2:56.0,M. Chalmers makes free throw 1 of 2,1,43-43,,
2:56.0,M. Chalmers makes free throw 2 of 2,1,44-43,,
2:43.0,,,44-46,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
2:23.0,J. Martin makes 2-pt shot from 13 ft,2,46-46,,
2:08.0,,,46-46,,J. Crowder misses 2-pt shot from 21 ft
2:08.0,Defensive rebound by Team,,46-46,,
2:08.0,L. Stephenson enters the game for M. Barnes,,46-46,,
2:08.0,,,46-46,,T. Zeller enters the game for J. Crowder
1:58.0,T. Allen makes 2-pt shot at rim (assist by J. Green),2,48-46,,
1:51.0,Shooting block foul by J. Martin (drawn by I. Thomas),,48-46,,
1:51.0,,,48-47,1,I. Thomas makes free throw 1 of 2
1:51.0,V. Carter enters the game for J. Martin,,48-47,,
1:51.0,,,48-47,,M. Smart enters the game for A. Johnson
1:51.0,,,48-48,1,I. Thomas makes free throw 2 of 2
1:36.0,Offensive foul by L. Stephenson,,48-48,,
1:36.0,Turnover by L. Stephenson (offensive foul),,48-48,,
1:24.0,,,48-48,,I. Thomas misses 2-pt shot at rim
1:23.0,Defensive rebound by V. Carter,,48-48,,
1:17.0,T. Allen makes 2-pt shot at rim (assist by M. Chalmers),2,50-48,,
1:06.0,,,50-48,,Shooting foul by V. Carter (drawn by E. Turner)
1:06.0,,,50-49,1,E. Turner makes free throw 1 of 2
1:06.0,P. Hairston enters the game for V. Carter,,50-49,,
1:06.0,,,50-49,,E. Turner misses free throw 2 of 2
1:03.0,Defensive rebound by J. Green,,50-49,,
0:54.0,Shooting foul by E. Turner (drawn by T. Allen),,50-49,,
0:54.0,T. Allen makes free throw 1 of 2,1,51-49,,
0:54.0,T. Allen makes free throw 2 of 2,1,52-49,,
0:38.0,,,52-49,,A. Bradley misses 3-pt shot from 22 ft
0:38.0,Defensive rebound by J. Green,,52-49,,
0:26.0,Turnover by J. Green (lost ball; steal by E. Turner),,52-49,,
0:23.0,,,52-51,2,E. Turner makes 2-pt shot from 2 ft
0:23.0,,,52-51,,Shooting foul by M. Chalmers (drawn by E. Turner)
0:23.0,,,52-52,1,E. Turner makes free throw 1 of 1
0:19.0,Memphis full timeout,,52-52,,
0:19.0,,,52-52,,A. Johnson enters the game for T. Zeller
0:19.0,V. Carter enters the game for T. Allen,,52-52,,
0:18.0,Turnover by M. Chalmers (lost ball; steal by I. Thomas),,52-52,,
0:13.0,R. Hollins enters the game for V. Carter,,52-52,,
0:13.0,Jump ball: P. Hairston vs. A. Johnson (J. Green gains possession),,,,Jump ball: P. Hairston vs. A. Johnson (J. Green gains possession)
0:13.0,,,52-52,,Turnover by A. Johnson (lost ball; steal by P. Hairston)
0:04.0,M. Chalmers makes 3-pt shot from 25 ft,3,55-52,,
0:01.0,,,55-52,,I. Thomas misses 3-pt shot from 30 ft
0:00.0,,,55-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,M. Barnes misses 3-pt shot from 25 ft,,55-52,,
11:34.0,,,55-52,,Defensive rebound by A. Bradley
11:26.0,,,55-52,,Shooting foul by J. Green (drawn by A. Johnson)
11:26.0,,,55-52,,A. Johnson misses free throw 1 of 2
11:26.0,,,55-52,,Offensive rebound by Team
11:26.0,,,55-53,1,A. Johnson makes free throw 2 of 2
11:16.0,M. Barnes misses 3-pt shot from 24 ft,,55-53,,
11:15.0,,,55-53,,Defensive rebound by I. Thomas
11:11.0,,,55-53,,Shooting foul by M. Barnes (drawn by I. Thomas)
11:11.0,,,55-54,1,I. Thomas makes free throw 1 of 2
11:11.0,,,55-55,1,I. Thomas makes free throw 2 of 2
10:54.0,Turnover by J. Green (lost ball; steal by J. Sullinger),,55-55,,
10:47.0,,,55-57,2,I. Thomas makes 2-pt shot from 15 ft
10:33.0,,,55-57,,Personal foul by I. Thomas
10:23.0,J. Green misses 2-pt shot from 1 ft,,55-57,,
10:22.0,,,55-57,,Defensive rebound by Team
10:07.0,,,55-57,,I. Thomas misses 2-pt shot from 19 ft
10:06.0,Defensive rebound by T. Allen,,55-57,,
10:01.0,R. Hollins makes 2-pt shot from 1 ft (assist by T. Allen),2,57-57,,
9:46.0,,,57-57,,Shooting foul by M. Barnes (drawn by I. Thomas)
9:46.0,,,57-58,1,I. Thomas makes free throw 1 of 2
9:46.0,P. Hairston enters the game for M. Barnes,,57-58,,
9:46.0,,,57-58,,I. Thomas misses free throw 2 of 2
9:46.0,,,57-58,,Offensive rebound by A. Johnson
9:36.0,,,57-60,2,J. Sullinger makes 2-pt shot from 19 ft (assist by A. Bradley)
9:35.0,Memphis full timeout,,57-60,,
9:23.0,,,57-60,,Personal foul by A. Bradley
9:10.0,J. Green misses 2-pt shot from 13 ft,,57-60,,
9:09.0,,,57-60,,Defensive rebound by J. Sullinger
8:56.0,,,57-60,,A. Bradley misses 2-pt shot from 15 ft
8:55.0,Defensive rebound by J. Green,,57-60,,
8:45.0,J. Green makes 2-pt shot from 20 ft (assist by M. Chalmers),2,59-60,,
8:38.0,Jump ball: J. Green vs. I. Thomas (A. Johnson gains possession),,,,Jump ball: J. Green vs. I. Thomas (A. Johnson gains possession)
8:37.0,,,59-62,2,A. Johnson makes 2-pt shot at rim
8:18.0,M. Chalmers misses 2-pt shot from 6 ft,,59-62,,
8:17.0,,,59-62,,Defensive rebound by Team
8:17.0,J. Martin enters the game for R. Hollins,,59-62,,
8:08.0,,,59-62,,I. Thomas misses 2-pt shot from 2 ft
8:07.0,Defensive rebound by J. Martin,,59-62,,
8:03.0,Shooting foul by J. Crowder (drawn by M. Chalmers),,59-62,,
8:03.0,M. Chalmers makes free throw 1 of 2,1,60-62,,
8:03.0,M. Chalmers makes free throw 2 of 2,1,61-62,,
7:50.0,,,61-62,,A. Bradley misses 2-pt shot from 2 ft (block by J. Martin)
7:50.0,,,61-62,,Offensive rebound by Team
7:50.0,,,61-62,,M. Smart enters the game for J. Crowder
7:46.0,,,61-64,2,M. Smart makes 2-pt shot at rim (assist by I. Thomas)
7:27.0,Turnover by T. Allen (bad pass),,61-64,,
7:15.0,,,61-64,,M. Smart misses 2-pt shot from 20 ft
7:14.0,Defensive rebound by M. Chalmers,,61-64,,
7:06.0,J. Green misses 2-pt shot from 2 ft,,61-64,,
7:04.0,Offensive rebound by J. Martin,,61-64,,
6:59.0,M. Chalmers misses 3-pt shot from 25 ft,,61-64,,
6:59.0,,,61-64,,Defensive rebound by A. Bradley
6:57.0,Personal foul by J. Martin,,61-64,,
6:57.0,Memphis full timeout,,61-64,,
6:57.0,L. Stephenson enters the game for M. Chalmers,,61-64,,
6:42.0,,,61-64,,I. Thomas misses 2-pt shot from 12 ft
6:41.0,Defensive rebound by T. Allen,,61-64,,
6:17.0,L. Stephenson misses 2-pt shot from 18 ft,,61-64,,
6:16.0,,,61-64,,Defensive rebound by J. Sullinger
6:05.0,,,61-64,,A. Johnson misses 2-pt shot from 8 ft
6:05.0,,,61-64,,Offensive rebound by Team
6:05.0,Loose ball foul by J. Martin,,61-64,,
6:05.0,,,61-65,1,J. Sullinger makes free throw 1 of 2
6:05.0,,,61-65,,J. Sullinger misses free throw 2 of 2
6:04.0,Defensive rebound by L. Stephenson,,61-65,,
5:45.0,J. Green makes 2-pt shot from 6 ft,2,63-65,,
5:34.0,,,63-67,2,A. Bradley makes 2-pt shot at rim (assist by J. Sullinger)
5:15.0,Turnover by J. Martin (lost ball; steal by J. Sullinger),,63-67,,
5:09.0,,,63-69,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Sullinger)
5:03.0,T. Allen misses 2-pt shot at rim,,63-69,,
5:01.0,,,63-69,,Defensive rebound by J. Sullinger
4:59.0,,,63-69,,Turnover by J. Sullinger (lost ball; steal by T. Allen)
4:45.0,Memphis full timeout,,63-69,,
4:45.0,,,63-69,,E. Turner enters the game for A. Johnson
4:45.0,,,63-69,,J. Jerebko enters the game for A. Bradley
4:43.0,P. Hairston misses 3-pt shot from 26 ft,,63-69,,
4:39.0,Offensive rebound by T. Allen,,63-69,,
4:35.0,Shooting foul by J. Jerebko (drawn by T. Allen),,63-69,,
4:35.0,T. Allen misses free throw 1 of 2,,63-69,,
4:35.0,Offensive rebound by Team,,63-69,,
4:35.0,V. Carter enters the game for J. Martin,,63-69,,
4:35.0,T. Allen makes free throw 2 of 2,1,64-69,,
4:22.0,Technical foul by V. Carter,,64-69,,
4:22.0,,,64-70,1,I. Thomas makes technical free throw
4:07.0,,,64-70,,J. Sullinger misses 2-pt shot from 8 ft
4:05.0,,,64-70,,Offensive rebound by M. Smart
4:01.0,,,64-73,3,I. Thomas makes 3-pt shot from 25 ft (assist by M. Smart)
3:42.0,Turnover by L. Stephenson (traveling),,64-73,,
3:32.0,,,64-73,,I. Thomas misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by T. Allen,,64-73,,
3:23.0,Shooting foul by M. Smart (drawn by J. Green),,64-73,,
3:23.0,J. Green makes free throw 1 of 2,1,65-73,,
3:23.0,J. Green misses free throw 2 of 2,,65-73,,
3:23.0,,,65-73,,Defensive rebound by J. Jerebko
3:07.0,,,65-73,,Turnover by E. Turner (bad pass)
2:52.0,Turnover by T. Allen (bad pass),,65-73,,
2:52.0,,,65-73,,T. Zeller enters the game for J. Sullinger
2:29.0,,,65-76,3,E. Turner makes 3-pt shot from 25 ft (assist by I. Thomas)
2:13.0,Turnover by V. Carter (lost ball),,65-76,,
2:13.0,M. Barnes enters the game for T. Allen,,65-76,,
1:58.0,,,65-76,,Turnover by J. Jerebko (lost ball; steal by V. Carter)
1:50.0,L. Stephenson misses 2-pt shot from 2 ft,,65-76,,
1:49.0,,,65-76,,Defensive rebound by M. Smart
1:41.0,,,65-78,2,E. Turner makes 2-pt shot at rim (assist by M. Smart)
1:32.0,L. Stephenson misses 2-pt shot at rim,,65-78,,
1:31.0,,,65-78,,Defensive rebound by T. Zeller
1:25.0,,,65-81,3,I. Thomas makes 3-pt shot from 25 ft
1:00.0,L. Stephenson misses 3-pt shot from 25 ft,,65-81,,
0:59.0,,,65-81,,Defensive rebound by I. Thomas
0:55.0,,,65-81,,I. Thomas misses 3-pt shot from 28 ft
0:53.0,Defensive rebound by V. Carter,,65-81,,
0:50.0,R. Hollins enters the game for L. Stephenson,,65-81,,
0:37.0,Turnover by M. Barnes (lost ball),,65-81,,
0:30.0,,,65-83,2,I. Thomas makes 2-pt shot from 1 ft
0:17.0,,,65-83,,Personal foul by M. Smart
0:17.0,V. Carter makes free throw 1 of 2,1,66-83,,
0:17.0,V. Carter makes free throw 2 of 2,1,67-83,,
0:00.0,,,67-83,,M. Smart misses 3-pt shot from 25 ft
0:00.0,,,67-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,67-86,3,J. Jerebko makes 3-pt shot from 26 ft (assist by E. Turner)
11:24.0,,,67-86,,Loose ball foul by J. Jerebko
11:19.0,V. Carter misses 2-pt shot from 7 ft,,67-86,,
11:18.0,Offensive rebound by R. Hollins,,67-86,,
11:17.0,,,67-86,,Loose ball foul by T. Zeller
11:08.0,P. Hairston misses 2-pt shot from 6 ft (block by T. Zeller),,67-86,,
11:07.0,,,67-86,,Defensive rebound by E. Turner
11:04.0,,,67-86,,Turnover by M. Smart (lost ball; steal by M. Barnes)
10:57.0,V. Carter makes 3-pt shot from 23 ft (assist by M. Barnes),3,70-86,,
10:41.0,,,70-88,2,E. Turner makes 2-pt shot from 9 ft
10:17.0,M. Barnes misses 3-pt shot from 26 ft,,70-88,,
10:17.0,Offensive rebound by R. Hollins,,70-88,,
10:12.0,P. Hairston misses 2-pt shot from 6 ft,,70-88,,
10:12.0,Offensive rebound by Team,,70-88,,
10:12.0,,,70-88,,Loose ball foul by T. Zeller
10:12.0,J. Green enters the game for T. Allen,,70-88,,
10:11.0,V. Carter makes 2-pt shot at rim (assist by M. Barnes),2,72-88,,
10:11.0,Shooting foul by M. Smart (drawn by V. Carter),,72-88,,
10:11.0,V. Carter misses free throw 1 of 1,,72-88,,
10:11.0,,,72-88,,Defensive rebound by M. Smart
9:49.0,,,72-88,,E. Turner misses 2-pt shot from 10 ft
9:49.0,,,72-88,,Offensive rebound by J. Jerebko
9:40.0,,,72-90,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
9:33.0,Offensive foul by J. Green,,72-90,,
9:33.0,Turnover by J. Green (offensive foul),,72-90,,
9:17.0,,,72-93,3,M. Smart makes 3-pt shot from 24 ft (assist by E. Turner)
9:01.0,M. Barnes misses 2-pt shot from 17 ft,,72-93,,
9:00.0,Offensive rebound by J. Green,,72-93,,
8:59.0,J. Green makes 2-pt shot from 1 ft,2,74-93,,
8:49.0,,,74-93,,Shooting foul by J. Green (drawn by J. Jerebko)
8:49.0,Official timeout,,74-93,,
8:49.0,J. Martin enters the game for P. Hairston,,74-93,,
8:49.0,,,74-94,1,J. Jerebko makes free throw 1 of 2
8:49.0,,,74-95,1,J. Jerebko makes free throw 2 of 2
8:31.0,R. Hollins makes 2-pt shot at rim (assist by J. Martin),2,76-95,,
8:10.0,,,76-98,3,A. Bradley makes 3-pt shot from 24 ft
7:50.0,V. Carter makes 3-pt shot from 24 ft (assist by J. Green),3,79-98,,
7:30.0,,,79-100,2,T. Zeller makes 2-pt shot at rim
