time,Washington,pts.away,score,pts.home,Boston
5:56.0,R. Sessions enters the game for M. Gortat,,71-98,,
5:56.0,K. Humphries enters the game for B. Beal,,71-98,,
5:56.0,G. Temple enters the game for J. Wall,,71-98,,
5:41.0,K. Oubre misses 3-pt shot from 24 ft,,71-98,,
5:40.0,,,71-98,,Defensive rebound by R. Hunter
5:27.0,,,71-100,2,J. Crowder makes 2-pt shot from 2 ft (assist by R. Hunter)
5:14.0,R. Sessions makes 2-pt shot from 4 ft,2,73-100,,
4:56.0,,,73-103,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Crowder)
4:48.0,,,73-103,,Personal foul by T. Rozier (drawn by G. Temple)
4:48.0,,,73-103,,J. Jerebko enters the game for J. Crowder
4:42.0,J. Dudley misses 2-pt shot from 19 ft,,73-103,,
4:42.0,,,73-103,,Defensive rebound by R. Hunter
4:24.0,,,73-103,,Shooting foul by K. Humphries (drawn by J. Jerebko)
4:24.0,,,73-104,1,J. Jerebko makes free throw 1 of 2
4:24.0,,,73-104,,J. Jerebko misses free throw 2 of 2
4:22.0,Defensive rebound by G. Temple,,73-104,,
4:07.0,R. Sessions misses 2-pt shot from 14 ft,,73-104,,
4:07.0,,,73-104,,Defensive rebound by J. Jerebko
3:56.0,,,73-104,,T. Zeller misses 2-pt shot from 2 ft (block by K. Humphries)
3:54.0,,,73-104,,Offensive rebound by J. Jerebko
3:52.0,,,73-107,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Jerebko)
3:52.0,Flagrant foul type 1 by K. Humphries (drawn by T. Zeller),,73-107,,
3:52.0,,,73-108,1,T. Zeller makes flagrant free throw 1 of 1
3:31.0,,,73-108,,R. Hunter misses 3-pt shot from 23 ft
3:30.0,Defensive rebound by Team,,73-108,,
3:15.0,K. Oubre misses 2-pt shot from 1 ft,,73-108,,
3:14.0,,,73-108,,Defensive rebound by R. Hunter
3:00.0,,,73-111,3,K. Olynyk makes 3-pt shot from 24 ft (assist by T. Rozier)
2:44.0,K. Oubre misses 2-pt shot from 5 ft (block by J. Jerebko),,73-111,,
2:43.0,Offensive rebound by K. Humphries,,73-111,,
2:38.0,R. Sessions misses 3-pt shot from 23 ft,,73-111,,
2:37.0,Offensive rebound by J. Dudley,,73-111,,
2:32.0,Turnover by K. Humphries (bad pass; steal by T. Zeller),,73-111,,
2:24.0,,,73-111,,T. Rozier misses 2-pt shot from 20 ft
2:22.0,Defensive rebound by K. Humphries,,73-111,,
2:20.0,Turnover by G. Temple (step out of bounds),,73-111,,
2:20.0,,,73-111,,Boston full timeout
2:09.0,,,73-111,,T. Zeller misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by K. Oubre,,73-111,,
1:54.0,K. Humphries misses 2-pt shot from 17 ft,,73-111,,
1:53.0,,,73-111,,Defensive rebound by J. Jerebko
1:42.0,,,73-111,,R. Hunter misses 2-pt shot from 22 ft
1:42.0,Defensive rebound by K. Oubre,,73-111,,
1:36.0,Shooting foul by T. Zeller (drawn by K. Oubre),,73-111,,
1:36.0,K. Oubre makes free throw 1 of 2,1,74-111,,
1:36.0,K. Oubre makes free throw 2 of 2,1,75-111,,
1:25.0,,,75-111,,Turnover by T. Zeller (traveling)
1:25.0,D. Blair enters the game for J. Dudley,,75-111,,
1:16.0,,,75-111,,Personal foul by R. Hunter (drawn by G. Temple)
1:16.0,G. Temple makes free throw 1 of 2,1,76-111,,
1:16.0,G. Temple misses free throw 2 of 2,,76-111,,
1:15.0,,,76-111,,Defensive rebound by K. Olynyk
1:02.0,,,76-111,,T. Rozier misses 2-pt shot from 2 ft
1:01.0,Defensive rebound by K. Oubre,,76-111,,
0:52.0,K. Oubre misses 2-pt shot from 2 ft,,76-111,,
0:51.0,Offensive rebound by D. Blair,,76-111,,
0:50.0,D. Blair misses 2-pt shot from 1 ft,,76-111,,
0:49.0,,,76-111,,Defensive rebound by T. Zeller
0:36.0,,,76-111,,T. Zeller misses 2-pt shot from 17 ft
0:35.0,Defensive rebound by K. Humphries,,76-111,,
0:30.0,G. Temple makes 2-pt shot from 1 ft,2,78-111,,
0:07.0,,,78-111,,T. Rozier misses 2-pt shot from 18 ft
0:06.0,Defensive rebound by K. Oubre,,78-111,,
0:00.0,K. Oubre misses 2-pt shot from 17 ft (block by K. Olynyk),,78-111,,
0:00.0,Offensive rebound by Team,,78-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
