time,Denver,pts.away,score,pts.home,LA Clippers
3:00.0,Offensive rebound by N. Jokic,,19-17,,
2:56.0,N. Jokic misses 2-pt shot from 1 ft,,19-17,,
2:53.0,Offensive rebound by N. Jokic,,19-17,,
2:49.0,D. Gallinari misses 3-pt shot from 25 ft,,19-17,,
2:49.0,,,19-17,,Defensive rebound by J. Crawford
2:49.0,,,19-17,,Shooting foul by E. Mudiay (drawn by C. Paul)
2:49.0,,,19-18,1,C. Paul makes free throw 1 of 2
2:49.0,,,19-18,,J. Green enters the game for J. Redick
2:49.0,W. Barton enters the game for K. Faried,,19-18,,
2:49.0,,,19-19,1,C. Paul makes free throw 2 of 2
2:42.0,,,19-19,,Personal foul by C. Paul
2:42.0,,,19-19,,P. Prigioni enters the game for C. Paul
2:35.0,E. Mudiay makes 2-pt shot from 1 ft,2,21-19,,
2:22.0,,,21-19,,W. Johnson misses 3-pt shot from 22 ft
2:21.0,Defensive rebound by G. Harris,,21-19,,
2:15.0,W. Barton misses 2-pt shot from 1 ft,,21-19,,
2:13.0,,,21-19,,Defensive rebound by W. Johnson
2:05.0,,,21-19,,J. Crawford misses 2-pt shot from 17 ft
2:04.0,Defensive rebound by W. Barton,,21-19,,
2:00.0,G. Harris misses 2-pt shot at rim (block by J. Green),,21-19,,
1:54.0,,,21-19,,Defensive rebound by J. Crawford
1:41.0,,,21-19,,Turnover by W. Johnson (bad pass)
1:41.0,,,21-19,,C. Aldrich enters the game for D. Jordan
1:41.0,J. Lauvergne enters the game for N. Jokic,,21-19,,
1:28.0,J. Lauvergne makes 2-pt shot at rim (assist by E. Mudiay),2,23-19,,
1:05.0,,,23-19,,Shooting foul by D. Gallinari (drawn by J. Green)
1:05.0,,,23-19,,J. Green misses free throw 1 of 2
1:05.0,,,23-19,,Offensive rebound by Team
1:05.0,D. Arthur enters the game for G. Harris,,23-19,,
1:05.0,,,23-19,,J. Green misses free throw 2 of 2
1:03.0,Defensive rebound by W. Barton,,23-19,,
0:51.0,E. Mudiay misses 2-pt shot from 18 ft,,23-19,,
0:48.0,,,23-19,,Defensive rebound by W. Johnson
0:41.0,,,23-19,,P. Prigioni misses 3-pt shot from 24 ft
0:40.0,,,23-19,,Offensive rebound by C. Aldrich
0:29.0,,,23-19,,J. Crawford misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by J. Lauvergne,,23-19,,
0:11.0,,,23-19,,Personal foul by J. Crawford
0:04.0,D. Arthur misses 2-pt shot from 12 ft,,23-19,,
0:03.0,,,23-19,,Defensive rebound by W. Johnson
0:02.0,,,23-19,,P. Prigioni misses 3-pt shot from 35 ft
0:00.0,,,23-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Sampson misses 2-pt shot from 6 ft,,23-19,,
11:40.0,,,23-19,,Defensive rebound by J. Green
11:21.0,,,23-19,,J. Green misses 2-pt shot from 1 ft
11:21.0,Jump ball: J. Green vs. J. Lauvergne,,,,Jump ball: J. Green vs. J. Lauvergne
11:21.0,,,23-19,,Offensive rebound by Team
11:16.0,,,23-21,2,J. Crawford makes 2-pt shot from 17 ft (assist by P. Prigioni)
11:09.0,,,23-21,,Personal foul by P. Prigioni
11:03.0,Turnover by D. Augustin (lost ball; steal by C. Aldrich),,23-21,,
10:52.0,,,23-23,2,C. Aldrich makes 2-pt shot at rim (assist by P. Prigioni)
10:37.0,Turnover by W. Barton (lost ball; steal by P. Prigioni),,23-23,,
10:31.0,,,23-25,2,J. Crawford makes 2-pt shot from 19 ft
10:29.0,Denver full timeout,,23-25,,
10:12.0,D. Arthur misses 3-pt shot from 24 ft,,23-25,,
10:12.0,,,23-25,,Defensive rebound by P. Prigioni
9:54.0,,,23-25,,J. Crawford misses 2-pt shot from 16 ft
9:53.0,Defensive rebound by J. Sampson,,23-25,,
9:45.0,,,23-25,,Personal foul by J. Green
9:38.0,,,23-25,,Def 3 sec tech foul by W. Johnson
9:38.0,W. Barton makes technical free throw,1,24-25,,
9:30.0,D. Augustin misses 3-pt shot from 24 ft,,24-25,,
9:30.0,,,24-25,,Defensive rebound by W. Johnson
9:23.0,,,24-28,3,J. Crawford makes 3-pt shot from 25 ft (assist by P. Prigioni)
9:06.0,J. Sampson misses 2-pt shot from 13 ft,,24-28,,
9:06.0,,,24-28,,Defensive rebound by P. Prigioni
8:56.0,,,24-28,,J. Green misses 2-pt shot at rim
8:54.0,Defensive rebound by J. Lauvergne,,24-28,,
8:54.0,,,24-28,,Personal take foul by P. Prigioni
8:38.0,W. Barton makes 2-pt shot from 12 ft,2,26-28,,
8:38.0,Shooting foul by P. Prigioni (drawn by W. Barton),,26-28,,
8:38.0,W. Barton makes free throw 1 of 1,1,27-28,,
8:24.0,,,27-28,,J. Crawford misses 2-pt shot from 21 ft
8:23.0,Defensive rebound by J. Lauvergne,,27-28,,
8:14.0,J. Lauvergne makes 2-pt shot from 8 ft (assist by D. Augustin),2,29-28,,
8:01.0,,,29-28,,P. Prigioni misses 3-pt shot from 24 ft
8:01.0,Defensive rebound by Team,,29-28,,
8:01.0,,,29-28,,C. Wilcox enters the game for P. Prigioni
7:46.0,Turnover by W. Barton (bad pass),,29-28,,
7:27.0,,,29-30,2,J. Crawford makes 2-pt shot from 1 ft
7:27.0,,,29-30,,Shooting foul by D. Arthur (drawn by J. Crawford)
7:27.0,,,29-31,1,J. Crawford makes free throw 1 of 1
7:13.0,Turnover by D. Augustin (lost ball; steal by C. Aldrich),,29-31,,
7:10.0,,,29-31,,Turnover by C. Aldrich (lost ball; steal by W. Barton)
7:09.0,Shooting foul by C. Aldrich (drawn by J. Lauvergne),,29-31,,
7:09.0,J. Lauvergne makes free throw 1 of 2,1,30-31,,
7:09.0,J. Lauvergne makes free throw 2 of 2,1,31-31,,
6:53.0,,,31-31,,J. Green misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by W. Barton,,31-31,,
6:47.0,W. Barton misses 2-pt shot from 18 ft,,31-31,,
6:45.0,,,31-31,,Defensive rebound by W. Johnson
6:35.0,,,31-33,2,W. Johnson makes 2-pt shot at rim (assist by J. Crawford)
6:19.0,D. Augustin misses 3-pt shot from 24 ft,,31-33,,
6:19.0,,,31-33,,Defensive rebound by J. Green
6:11.0,,,31-33,,J. Green misses 2-pt shot from 6 ft
6:06.0,Defensive rebound by W. Barton,,31-33,,
6:04.0,W. Barton misses 2-pt shot from 1 ft (block by C. Aldrich),,31-33,,
6:02.0,,,31-33,,Defensive rebound by C. Aldrich
5:56.0,Personal foul by W. Barton,,31-33,,
5:56.0,Official timeout,,31-33,,
5:56.0,,,31-33,,C. Paul enters the game for W. Johnson
5:56.0,,,31-33,,J. Redick enters the game for C. Aldrich
5:56.0,,,31-33,,D. Jordan enters the game for C. Wilcox
5:56.0,E. Mudiay enters the game for D. Augustin,,31-33,,
5:56.0,D. Gallinari enters the game for J. Sampson,,31-33,,
5:43.0,,,31-33,,D. Jordan misses 2-pt shot from 4 ft
5:41.0,Defensive rebound by E. Mudiay,,31-33,,
5:27.0,,,31-33,,Personal foul by J. Crawford
5:27.0,D. Gallinari misses free throw 1 of 2,,31-33,,
5:27.0,Offensive rebound by Team,,31-33,,
5:27.0,,,31-33,,P. Pierce enters the game for J. Green
5:27.0,,,31-33,,L. Mbah a Moute enters the game for J. Crawford
5:27.0,D. Gallinari misses free throw 2 of 2,,31-33,,
5:25.0,,,31-33,,Defensive rebound by D. Jordan
5:18.0,,,31-33,,J. Redick misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by D. Gallinari,,31-33,,
5:12.0,Shooting foul by L. Mbah a Moute (drawn by D. Gallinari),,31-33,,
5:12.0,D. Gallinari makes free throw 1 of 2,1,32-33,,
5:12.0,D. Gallinari makes free throw 2 of 2,1,33-33,,
4:55.0,,,33-35,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
4:55.0,,,33-35,,Shooting foul by D. Arthur (drawn by D. Jordan)
4:55.0,K. Faried enters the game for D. Arthur,,33-35,,
4:55.0,,,33-36,1,D. Jordan makes free throw 1 of 1
4:36.0,J. Lauvergne makes 2-pt shot from 22 ft (assist by E. Mudiay),2,35-36,,
4:20.0,,,35-36,,Turnover by D. Jordan (bad pass)
4:20.0,G. Harris enters the game for W. Barton,,35-36,,
3:58.0,G. Harris makes 2-pt shot from 20 ft,2,37-36,,
3:40.0,,,37-36,,L. Mbah a Moute misses 3-pt shot from 23 ft
3:38.0,Defensive rebound by E. Mudiay,,37-36,,
3:29.0,K. Faried makes 2-pt shot from 1 ft (assist by E. Mudiay),2,39-36,,
3:12.0,,,39-38,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul)
2:57.0,Turnover by G. Harris (lost ball; steal by L. Mbah a Moute),,39-38,,
2:50.0,Personal foul by K. Faried,,39-38,,
2:50.0,,,39-38,,LA Clippers full timeout
2:50.0,N. Jokic enters the game for J. Lauvergne,,39-38,,
2:41.0,,,39-38,,Shooting foul by K. Faried (drawn by D. Jordan)
2:41.0,,,39-39,1,D. Jordan makes free throw 1 of 2
2:41.0,,,39-39,,D. Jordan misses free throw 2 of 2
2:37.0,Defensive rebound by N. Jokic,,39-39,,
2:23.0,N. Jokic misses 3-pt shot from 23 ft,,39-39,,
2:22.0,Offensive rebound by K. Faried,,39-39,,
2:18.0,K. Faried makes 2-pt shot from 8 ft,2,41-39,,
2:08.0,,,41-39,,J. Redick misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by G. Harris,,41-39,,
2:00.0,G. Harris misses 2-pt shot from 1 ft,,41-39,,
2:00.0,Offensive rebound by K. Faried,,41-39,,
2:00.0,K. Faried makes 2-pt shot at rim,2,43-39,,
1:54.0,,,43-39,,Offensive foul by D. Jordan
1:54.0,,,43-39,,Turnover by D. Jordan (offensive foul)
1:54.0,,,43-39,,W. Johnson enters the game for L. Mbah a Moute
1:37.0,N. Jokic misses 3-pt shot from 23 ft,,43-39,,
1:34.0,Offensive rebound by K. Faried,,43-39,,
1:31.0,K. Faried misses 2-pt shot from 1 ft,,43-39,,
1:29.0,Offensive rebound by K. Faried,,43-39,,
1:29.0,K. Faried makes 2-pt shot from 2 ft,2,45-39,,
1:19.0,,,45-39,,Turnover by P. Pierce (lost ball; steal by N. Jokic)
1:16.0,K. Faried makes 2-pt shot from 9 ft (assist by N. Jokic),2,47-39,,
1:16.0,Shooting foul by P. Pierce (drawn by K. Faried),,47-39,,
1:16.0,,,47-39,,J. Green enters the game for P. Pierce
1:16.0,K. Faried makes free throw 1 of 1,1,48-39,,
1:00.0,,,48-39,,W. Johnson misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by E. Mudiay,,48-39,,
0:54.0,E. Mudiay misses 2-pt shot from 3 ft,,48-39,,
0:51.0,Offensive rebound by G. Harris,,48-39,,
0:50.0,G. Harris makes 3-pt shot from 24 ft,3,51-39,,
0:35.0,,,51-39,,J. Redick misses 2-pt shot from 21 ft
0:34.0,Defensive rebound by D. Gallinari,,51-39,,
0:22.0,D. Gallinari misses 2-pt shot from 20 ft,,51-39,,
0:22.0,,,51-39,,Defensive rebound by W. Johnson
0:15.0,,,51-39,,LA Clippers full timeout
0:15.0,,,51-39,,J. Crawford enters the game for J. Green
0:15.0,D. Arthur enters the game for K. Faried,,51-39,,
0:13.0,,,51-39,,Turnover by W. Johnson (lost ball; steal by D. Gallinari)
0:11.0,D. Gallinari makes 2-pt shot at rim,2,53-39,,
0:09.0,Personal take foul by N. Jokic,,53-39,,
0:09.0,,,53-39,,D. Jordan misses free throw 1 of 2
0:09.0,,,53-39,,Offensive rebound by Team
0:09.0,,,53-39,,L. Mbah a Moute enters the game for J. Crawford
0:09.0,,,53-39,,D. Jordan misses free throw 2 of 2
0:08.0,Defensive rebound by D. Arthur,,53-39,,
0:03.0,D. Arthur misses 3-pt shot from 24 ft,,53-39,,
0:01.0,Offensive rebound by G. Harris,,53-39,,
0:01.0,G. Harris misses 2-pt shot at rim,,53-39,,
0:00.0,Offensive rebound by Team,,53-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,K. Faried misses 2-pt shot from 6 ft (block by P. Pierce),,53-39,,
11:35.0,,,53-39,,Defensive rebound by D. Jordan
11:24.0,,,53-39,,Turnover by D. Jordan (lost ball; steal by G. Harris)
11:13.0,K. Faried misses 2-pt shot from 17 ft,,53-39,,
11:11.0,,,53-39,,Defensive rebound by C. Paul
11:04.0,,,53-39,,P. Pierce misses 3-pt shot from 24 ft
11:03.0,Defensive rebound by K. Faried,,53-39,,
10:49.0,D. Gallinari makes 2-pt shot from 1 ft,2,55-39,,
10:33.0,,,55-42,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
10:15.0,G. Harris misses 2-pt shot from 19 ft,,55-42,,
10:14.0,,,55-42,,Defensive rebound by L. Mbah a Moute
10:03.0,,,55-44,2,C. Paul makes 2-pt shot from 9 ft
9:50.0,K. Faried makes 2-pt shot at rim (assist by G. Harris),2,57-44,,
9:50.0,,,57-44,,LA Clippers full timeout
9:36.0,,,57-44,,Shooting foul by E. Mudiay (drawn by P. Pierce)
9:36.0,,,57-45,1,P. Pierce makes free throw 1 of 2
9:36.0,,,57-46,1,P. Pierce makes free throw 2 of 2
9:17.0,K. Faried makes 2-pt shot at rim (assist by N. Jokic),2,59-46,,
8:59.0,,,59-46,,J. Redick misses 3-pt shot from 24 ft
8:58.0,,,59-46,,Offensive rebound by D. Jordan
8:50.0,,,59-49,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
8:27.0,Turnover by D. Gallinari (lost ball; steal by C. Paul),,59-49,,
8:21.0,,,59-49,,J. Redick misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by K. Faried,,59-49,,
8:09.0,E. Mudiay misses 2-pt shot from 14 ft,,59-49,,
8:06.0,,,59-49,,Defensive rebound by D. Jordan
7:49.0,,,59-51,2,P. Pierce makes 2-pt shot from 12 ft
7:21.0,E. Mudiay misses 2-pt shot from 11 ft,,59-51,,
7:20.0,,,59-51,,Defensive rebound by D. Jordan
7:14.0,,,59-53,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
7:13.0,Denver full timeout,,59-53,,
6:55.0,G. Harris makes 3-pt shot from 25 ft (assist by E. Mudiay),3,62-53,,
6:28.0,,,62-53,,C. Paul misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by K. Faried,,62-53,,
6:17.0,D. Gallinari misses 2-pt shot from 12 ft,,62-53,,
6:15.0,,,62-53,,Defensive rebound by J. Redick
6:13.0,,,62-53,,Turnover by C. Paul (lost ball; steal by E. Mudiay)
6:05.0,D. Gallinari misses 2-pt shot from 1 ft (block by D. Jordan),,62-53,,
6:05.0,Offensive rebound by Team,,62-53,,
6:05.0,,,62-53,,W. Johnson enters the game for P. Pierce
5:54.0,,,62-53,,Personal foul by W. Johnson
5:47.0,N. Jokic misses 3-pt shot from 24 ft,,62-53,,
5:47.0,,,62-53,,Defensive rebound by W. Johnson
5:37.0,,,62-53,,W. Johnson misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by D. Gallinari,,62-53,,
5:18.0,K. Faried misses 2-pt shot from 14 ft,,62-53,,
5:18.0,,,62-53,,Defensive rebound by C. Paul
5:09.0,,,62-53,,W. Johnson misses 3-pt shot from 23 ft
5:08.0,Defensive rebound by E. Mudiay,,62-53,,
5:02.0,N. Jokic misses 2-pt shot from 7 ft,,62-53,,
4:57.0,,,62-53,,Defensive rebound by D. Jordan
4:52.0,,,62-55,2,C. Paul makes 2-pt shot from 8 ft
4:36.0,E. Mudiay misses 3-pt shot from 25 ft,,62-55,,
4:35.0,,,62-55,,Defensive rebound by J. Redick
4:26.0,,,62-58,3,W. Johnson makes 3-pt shot from 24 ft (assist by C. Paul)
4:26.0,Denver full timeout,,62-58,,
4:26.0,,,62-58,,J. Crawford enters the game for J. Redick
4:26.0,D. Augustin enters the game for E. Mudiay,,62-58,,
4:15.0,Turnover by N. Jokic (lost ball; steal by W. Johnson),,62-58,,
4:09.0,,,62-58,,D. Jordan misses 2-pt shot at rim
4:04.0,Defensive rebound by N. Jokic,,62-58,,
3:56.0,D. Gallinari misses 2-pt shot from 14 ft,,62-58,,
3:55.0,,,62-58,,Defensive rebound by D. Jordan
3:43.0,,,62-58,,C. Paul misses 2-pt shot from 2 ft (block by N. Jokic)
3:40.0,Defensive rebound by N. Jokic,,62-58,,
3:21.0,G. Harris misses 3-pt shot from 24 ft,,62-58,,
3:19.0,Offensive rebound by D. Gallinari,,62-58,,
3:19.0,D. Gallinari makes 2-pt shot at rim,2,64-58,,
3:07.0,Personal foul by G. Harris,,64-58,,
3:07.0,,,64-58,,J. Green enters the game for L. Mbah a Moute
3:07.0,D. Arthur enters the game for G. Harris,,64-58,,
3:07.0,W. Barton enters the game for K. Faried,,64-58,,
2:56.0,,,64-58,,W. Johnson misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by D. Arthur,,64-58,,
2:44.0,,,64-58,,Personal block foul by W. Johnson
2:44.0,J. Lauvergne enters the game for N. Jokic,,64-58,,
2:30.0,D. Gallinari misses 2-pt shot from 22 ft (block by D. Jordan),,64-58,,
2:28.0,,,64-58,,Defensive rebound by C. Paul
2:26.0,,,64-58,,Turnover by C. Paul (lost ball; steal by D. Arthur)
2:18.0,D. Gallinari makes 3-pt shot from 24 ft (assist by W. Barton),3,67-58,,
2:00.0,,,67-58,,W. Johnson misses 2-pt shot from 15 ft
1:59.0,,,67-58,,Offensive rebound by D. Jordan
1:47.0,,,67-60,2,J. Green makes 2-pt shot from 1 ft (assist by C. Paul)
1:30.0,Turnover by W. Barton (lost ball; steal by W. Johnson),,67-60,,
1:18.0,,,67-60,,J. Green misses 3-pt shot from 23 ft
1:17.0,Defensive rebound by D. Gallinari,,67-60,,
1:04.0,D. Gallinari makes 2-pt shot from 1 ft,2,69-60,,
0:50.0,,,69-62,2,J. Crawford makes 2-pt shot from 1 ft
0:37.0,Shooting foul by C. Paul (drawn by J. Lauvergne),,69-62,,
0:37.0,J. Lauvergne makes free throw 1 of 2,1,70-62,,
0:37.0,J. Sampson enters the game for D. Gallinari,,70-62,,
0:37.0,,,70-62,,J. Redick enters the game for C. Paul
0:37.0,J. Lauvergne makes free throw 2 of 2,1,71-62,,
0:24.0,,,71-62,,W. Johnson misses 3-pt shot from 23 ft
0:22.0,,,71-62,,Offensive rebound by J. Green
0:20.0,Loose ball foul by J. Sampson,,71-62,,
0:04.0,,,71-62,,J. Crawford misses 2-pt shot from 1 ft
0:04.0,Defensive rebound by Team,,71-62,,
0:01.0,Turnover by W. Barton (step out of bounds),,71-62,,
0:01.0,,,71-62,,Turnover by J. Crawford (bad pass)
0:00.0,W. Barton misses 3-pt shot from 27 ft,,71-62,,
0:00.0,Offensive rebound by Team,,71-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,71-62,,Turnover by J. Green (step out of bounds)
11:27.0,J. Lauvergne misses 3-pt shot from 23 ft,,71-62,,
11:27.0,,,71-62,,Defensive rebound by C. Aldrich
11:13.0,,,71-64,2,J. Crawford makes 2-pt shot from 18 ft
10:48.0,D. Arthur misses 3-pt shot from 25 ft,,71-64,,
10:47.0,,,71-64,,Defensive rebound by C. Aldrich
10:35.0,,,71-64,,J. Crawford misses 2-pt shot from 1 ft
10:34.0,Defensive rebound by W. Barton,,71-64,,
10:29.0,,,71-64,,Personal foul by P. Prigioni
10:16.0,W. Barton misses 2-pt shot from 9 ft,,71-64,,
10:12.0,,,71-64,,Defensive rebound by J. Crawford
10:04.0,,,71-64,,J. Crawford misses 2-pt shot from 9 ft
10:01.0,Defensive rebound by D. Arthur,,71-64,,
9:54.0,D. Augustin makes 3-pt shot from 24 ft (assist by D. Arthur),3,74-64,,
9:33.0,,,74-64,,W. Johnson misses 2-pt shot from 16 ft
9:32.0,Defensive rebound by J. Lauvergne,,74-64,,
9:32.0,,,74-64,,Personal foul by P. Prigioni
9:17.0,J. Sampson makes 2-pt shot at rim (assist by D. Augustin),2,76-64,,
9:05.0,Personal foul by J. Sampson,,76-64,,
9:00.0,,,76-64,,P. Prigioni misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by D. Arthur,,76-64,,
8:49.0,Turnover by D. Augustin (lost ball),,76-64,,
8:49.0,Official timeout,,76-64,,
8:49.0,,,76-64,,J. Redick enters the game for W. Johnson
8:39.0,,,76-64,,Turnover by P. Prigioni (lost ball; steal by J. Sampson)
8:36.0,Shooting foul by J. Crawford (drawn by J. Sampson),,76-64,,
8:36.0,J. Sampson makes free throw 1 of 2,1,77-64,,
8:36.0,,,77-64,,D. Jordan enters the game for C. Aldrich
8:36.0,,,77-64,,C. Paul enters the game for P. Prigioni
8:36.0,J. Sampson misses free throw 2 of 2,,77-64,,
8:34.0,,,77-64,,Defensive rebound by D. Jordan
8:26.0,Personal foul by W. Barton,,77-64,,
8:15.0,,,77-64,,C. Paul misses 3-pt shot from 23 ft
8:14.0,,,77-64,,Offensive rebound by J. Redick
8:05.0,,,77-67,3,J. Crawford makes 3-pt shot from 24 ft (assist by J. Redick)
7:47.0,D. Augustin misses 3-pt shot from 25 ft,,77-67,,
7:45.0,,,77-67,,Defensive rebound by J. Crawford
7:38.0,,,77-67,,Turnover by J. Redick (lost ball; steal by W. Barton)
7:26.0,D. Augustin misses 3-pt shot from 24 ft,,77-67,,
7:24.0,,,77-67,,Defensive rebound by D. Jordan
7:04.0,,,77-70,3,J. Crawford makes 3-pt shot from 26 ft (assist by J. Green)
6:44.0,J. Lauvergne makes 2-pt shot from 18 ft (assist by W. Barton),2,79-70,,
6:31.0,D. Gallinari enters the game for J. Sampson,,79-70,,
6:24.0,,,79-70,,D. Jordan misses 2-pt shot at rim
6:21.0,,,79-70,,Offensive rebound by C. Paul
6:18.0,,,79-70,,C. Paul misses 2-pt shot from 6 ft
6:12.0,Defensive rebound by J. Lauvergne,,79-70,,
6:07.0,Shooting foul by D. Jordan (drawn by D. Gallinari),,79-70,,
6:07.0,D. Gallinari misses free throw 1 of 2,,79-70,,
6:07.0,Offensive rebound by Team,,79-70,,
6:07.0,D. Gallinari makes free throw 2 of 2,1,80-70,,
5:48.0,,,80-70,,J. Green misses 2-pt shot from 3 ft
5:47.0,,,80-70,,Offensive rebound by J. Green
5:44.0,,,80-72,2,J. Green makes 2-pt shot from 3 ft
5:26.0,Turnover by D. Arthur (lost ball; steal by D. Jordan),,80-72,,
5:18.0,,,80-72,,J. Crawford misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by J. Lauvergne,,80-72,,
4:56.0,D. Augustin misses 2-pt shot from 2 ft (block by D. Jordan),,80-72,,
4:56.0,Offensive rebound by Team,,80-72,,
4:56.0,Turnover by Team (shot clock),,80-72,,
4:56.0,,,80-72,,LA Clippers full timeout
4:56.0,E. Mudiay enters the game for D. Augustin,,80-72,,
4:56.0,G. Harris enters the game for D. Arthur,,80-72,,
4:45.0,,,80-72,,J. Crawford misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by G. Harris,,80-72,,
4:29.0,Turnover by W. Barton (lost ball; steal by C. Paul),,80-72,,
4:15.0,,,80-75,3,C. Paul makes 3-pt shot from 24 ft
3:48.0,J. Lauvergne misses 2-pt shot from 2 ft (block by J. Green),,80-75,,
3:48.0,Offensive rebound by Team,,80-75,,
3:48.0,Turnover by Team (shot clock),,80-75,,
