time,Boston,pts.away,score,pts.home,Cleveland
3:27.0,,,98-110,,Shooting foul by A. Bradley (drawn by M. Dellavedova)
3:27.0,,,98-110,,M. Dellavedova misses free throw 1 of 2
3:27.0,,,98-110,,Offensive rebound by Team
3:27.0,,,98-111,1,M. Dellavedova makes free throw 2 of 2
3:22.0,,,98-111,,Personal foul by I. Shumpert (drawn by I. Thomas)
3:22.0,I. Thomas makes free throw 1 of 2,1,99-111,,
3:22.0,I. Thomas misses free throw 2 of 2,,99-111,,
3:20.0,,,99-111,,Defensive rebound by I. Shumpert
2:58.0,,,99-113,2,L. James makes 2-pt shot from 14 ft
2:58.0,,,99-113,,Shooting foul by J. Sullinger (drawn by L. James)
2:58.0,,,99-113,,Cleveland full timeout
2:58.0,Technical foul by J. Sullinger (drawn by L. James),,99-113,,
2:58.0,E. Turner enters the game for A. Bradley,,99-113,,
2:58.0,,,99-114,1,M. Dellavedova makes technical free throw
2:58.0,,,99-115,1,L. James makes free throw 1 of 1
2:48.0,,,99-115,,Personal foul by T. Thompson (drawn by I. Thomas)
2:48.0,I. Thomas makes free throw 1 of 2,1,100-115,,
2:48.0,I. Thomas makes free throw 2 of 2,1,101-115,,
2:27.0,,,101-115,,J. Smith misses 2-pt shot from 10 ft
2:26.0,Defensive rebound by J. Sullinger,,101-115,,
2:21.0,,,101-115,,Personal foul by M. Dellavedova (drawn by J. Crowder)
2:21.0,J. Crowder makes free throw 1 of 2,1,102-115,,
2:21.0,A. Bradley enters the game for I. Thomas,,102-115,,
2:21.0,J. Crowder makes free throw 2 of 2,1,103-115,,
2:03.0,,,103-118,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
1:54.0,Boston full timeout,,103-118,,
1:54.0,I. Thomas enters the game for M. Smart,,103-118,,
1:48.0,J. Crowder misses 3-pt shot from 24 ft,,103-118,,
1:48.0,Offensive rebound by J. Sullinger,,103-118,,
1:44.0,J. Sullinger misses 2-pt shot at rim,,103-118,,
1:40.0,,,103-118,,Defensive rebound by L. James
1:26.0,,,103-118,,Turnover by T. Thompson (traveling)
1:26.0,,,103-118,,R. Jefferson enters the game for L. James
1:26.0,J. Young enters the game for J. Sullinger,,103-118,,
1:26.0,T. Rozier enters the game for A. Bradley,,103-118,,
1:26.0,J. Mickey enters the game for I. Thomas,,103-118,,
1:26.0,,,103-118,,S. Kaun enters the game for J. Smith
1:26.0,,,103-118,,J. McRae enters the game for T. Thompson
1:26.0,T. Zeller enters the game for J. Crowder,,103-118,,
1:05.0,Turnover by E. Turner (lost ball; steal by I. Shumpert),,103-118,,
0:45.0,,,103-120,2,S. Kaun makes 2-pt shot at rim (assist by I. Shumpert)
0:34.0,T. Rozier misses 2-pt shot from 15 ft,,103-120,,
0:34.0,,,103-120,,Defensive rebound by I. Shumpert
0:18.0,,,103-120,,R. Jefferson misses 3-pt shot from 23 ft
0:17.0,,,103-120,,Offensive rebound by I. Shumpert
0:00.0,End of 4th quarter,,,,End of 4th quarter
