time,LA Lakers,pts.away,score,pts.home,New Orleans
7:26.0,,,6-10,2,A. Ajinca makes 2-pt shot from 18 ft (assist by T. Douglas)
7:07.0,R. Hibbert misses 2-pt shot from 17 ft,,6-10,,
7:06.0,,,6-10,,Defensive rebound by O. Asik
6:49.0,,,6-10,,T. Douglas misses 2-pt shot from 17 ft
6:48.0,Defensive rebound by J. Randle,,6-10,,
6:38.0,K. Bryant makes 2-pt shot from 19 ft (assist by J. Randle),2,8-10,,
6:23.0,Personal foul by J. Randle,,8-10,,
6:23.0,,,8-11,1,A. Ajinca makes free throw 1 of 2
6:23.0,M. Huertas enters the game for D. Russell,,8-11,,
6:23.0,,,8-12,1,A. Ajinca makes free throw 2 of 2
6:11.0,K. Bryant makes 3-pt shot from 23 ft,3,11-12,,
6:01.0,,,11-12,,Offensive foul by O. Asik
6:01.0,,,11-12,,Turnover by O. Asik (offensive foul)
5:48.0,Shooting foul by A. Ajinca (drawn by R. Hibbert),,11-12,,
5:48.0,,,11-12,,New Orleans full timeout
5:48.0,R. Hibbert makes free throw 1 of 2,1,12-12,,
5:48.0,R. Hibbert makes free throw 2 of 2,1,13-12,,
5:34.0,,,13-12,,Turnover by T. Douglas (bad pass)
5:34.0,T. Black enters the game for R. Hibbert,,13-12,,
5:26.0,Shooting foul by D. Cunningham (drawn by K. Bryant),,13-12,,
5:26.0,K. Bryant makes free throw 1 of 3,1,14-12,,
5:26.0,K. Bryant makes free throw 2 of 3,1,15-12,,
5:26.0,,,15-12,,K. Perkins enters the game for O. Asik
5:26.0,K. Bryant makes free throw 3 of 3,1,16-12,,
5:10.0,,,16-14,2,A. Ajinca makes 2-pt shot from 9 ft (assist by J. Ennis)
4:45.0,K. Bryant misses 3-pt shot from 28 ft,,16-14,,
4:44.0,,,16-14,,Defensive rebound by J. Ennis
4:35.0,L. Nance enters the game for J. Randle,,16-14,,
4:35.0,Jump ball: K. Bryant vs. J. Ennis (J. Clarkson gains possession),,,,Jump ball: K. Bryant vs. J. Ennis (J. Clarkson gains possession)
4:35.0,,,16-14,,Turnover by J. Ennis (lost ball; steal by K. Bryant)
4:29.0,J. Clarkson makes 2-pt shot at rim,2,18-14,,
4:03.0,,,18-14,,K. Perkins misses 2-pt shot from 8 ft
4:02.0,,,18-14,,Offensive rebound by Team
3:49.0,,,18-14,,T. Douglas misses 2-pt shot from 15 ft
3:48.0,Defensive rebound by T. Black,,18-14,,
3:37.0,K. Bryant misses 2-pt shot from 18 ft,,18-14,,
3:35.0,Offensive rebound by Team,,18-14,,
3:35.0,,,18-14,,J. Hamilton enters the game for J. Ennis
3:33.0,J. Clarkson makes 2-pt shot from 15 ft (assist by K. Bryant),2,20-14,,
3:16.0,,,20-14,,J. Hamilton misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by T. Black,,20-14,,
3:05.0,K. Bryant misses 2-pt shot from 9 ft,,20-14,,
3:04.0,Offensive rebound by L. Nance,,20-14,,
2:59.0,L. Nance misses 2-pt shot at rim,,20-14,,
2:58.0,Offensive rebound by M. Huertas,,20-14,,
2:54.0,K. Bryant misses 3-pt shot from 26 ft,,20-14,,
2:53.0,,,20-14,,Defensive rebound by K. Perkins
2:44.0,,,20-14,,J. Hamilton misses 2-pt shot from 18 ft
2:43.0,Defensive rebound by L. Nance,,20-14,,
2:37.0,LA Lakers full timeout,,20-14,,
2:37.0,R. Kelly enters the game for J. Clarkson,,20-14,,
2:37.0,,,20-14,,L. Babbitt enters the game for A. Ajinca
2:37.0,,,20-14,,T. Frazier enters the game for T. Douglas
2:33.0,L. Nance makes 2-pt shot from 8 ft (assist by K. Bryant),2,22-14,,
2:08.0,,,22-17,3,D. Cunningham makes 3-pt shot from 23 ft (assist by L. Babbitt)
1:47.0,Shooting foul by L. Babbitt (drawn by L. Nance),,22-17,,
1:47.0,L. Nance makes free throw 1 of 2,1,23-17,,
1:47.0,L. Nance makes free throw 2 of 2,1,24-17,,
1:39.0,,,24-17,,T. Frazier misses 2-pt shot from 3 ft (block by T. Black)
1:39.0,Defensive rebound by Team,,24-17,,
1:32.0,Offensive foul by T. Black,,24-17,,
1:32.0,Turnover by T. Black (offensive foul),,24-17,,
1:14.0,,,24-19,2,L. Babbitt makes 2-pt shot from 13 ft
0:51.0,M. Huertas misses 2-pt shot from 12 ft,,24-19,,
0:50.0,,,24-19,,Defensive rebound by T. Frazier
0:44.0,,,24-19,,D. Cunningham misses 2-pt shot at rim (block by R. Kelly)
0:44.0,,,24-19,,Offensive rebound by Team
0:42.0,,,24-22,3,L. Babbitt makes 3-pt shot from 25 ft (assist by D. Cunningham)
0:35.0,K. Bryant makes 3-pt shot from 26 ft,3,27-22,,
0:21.0,,,27-24,2,D. Cunningham makes 2-pt shot from 20 ft (assist by L. Babbitt)
0:02.0,K. Bryant misses 3-pt shot from 26 ft,,27-24,,
0:00.0,Offensive rebound by R. Kelly,,27-24,,
0:00.0,R. Kelly misses 2-pt shot at rim,,27-24,,
0:00.0,Offensive rebound by Team,,27-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,M. Huertas makes 2-pt shot from 18 ft (assist by T. Black),2,29-24,,
11:25.0,,,29-26,2,J. Hamilton makes 2-pt shot from 1 ft
11:16.0,Offensive foul by D. Russell,,29-26,,
11:16.0,Turnover by D. Russell (offensive foul),,29-26,,
10:59.0,,,29-26,,L. Babbitt misses 2-pt shot from 8 ft
10:59.0,Defensive rebound by Team,,29-26,,
10:59.0,,,29-26,,Loose ball foul by K. Perkins
10:44.0,R. Kelly misses 2-pt shot at rim,,29-26,,
10:43.0,,,29-26,,Defensive rebound by Team
10:43.0,Loose ball foul by T. Black,,29-26,,
10:27.0,,,29-26,,J. Hamilton misses 2-pt shot from 11 ft
10:26.0,Defensive rebound by D. Russell,,29-26,,
10:20.0,D. Russell makes 2-pt shot from 1 ft,2,31-26,,
10:06.0,,,31-29,3,L. Babbitt makes 3-pt shot from 26 ft (assist by T. Frazier)
9:50.0,D. Russell misses 2-pt shot from 13 ft,,31-29,,
9:49.0,,,31-29,,Defensive rebound by T. Frazier
9:36.0,Loose ball foul by T. Black,,31-29,,
9:25.0,,,31-32,3,T. Frazier makes 3-pt shot from 25 ft (assist by L. Babbitt)
8:59.0,L. Nance makes 2-pt shot from 14 ft (assist by D. Russell),2,33-32,,
8:53.0,Personal foul by M. Huertas,,33-32,,
8:53.0,Official timeout,,33-32,,
8:53.0,R. Sacre enters the game for T. Black,,33-32,,
8:53.0,,,33-32,,A. Ajinca enters the game for K. Perkins
8:42.0,,,33-34,2,A. Ajinca makes 2-pt shot from 2 ft (assist by T. Frazier)
8:28.0,L. Nance misses 2-pt shot from 5 ft,,33-34,,
8:27.0,Offensive rebound by L. Nance,,33-34,,
8:27.0,,,33-34,,Loose ball foul by L. Babbitt
8:21.0,M. Huertas misses 2-pt shot from 7 ft,,33-34,,
8:21.0,,,33-34,,Defensive rebound by A. Ajinca
8:18.0,,,33-34,,Turnover by J. Hamilton (bad pass)
8:05.0,R. Kelly misses 2-pt shot from 19 ft,,33-34,,
8:04.0,,,33-34,,Defensive rebound by A. Ajinca
7:59.0,,,33-34,,Turnover by T. Frazier (bad pass)
7:33.0,D. Russell makes 2-pt shot from 21 ft,2,35-34,,
7:22.0,,,35-34,,A. Ajinca misses 2-pt shot from 20 ft
7:21.0,Defensive rebound by Team,,35-34,,
7:18.0,Turnover by M. Huertas (lost ball; steal by L. Babbitt),,35-34,,
7:17.0,Personal foul by M. Huertas,,35-34,,
7:08.0,,,35-34,,J. Ennis misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by D. Russell,,35-34,,
7:02.0,Shooting foul by J. Ennis (drawn by D. Russell),,35-34,,
7:02.0,D. Russell misses free throw 1 of 2,,35-34,,
7:02.0,Offensive rebound by Team,,35-34,,
7:02.0,J. Randle enters the game for R. Kelly,,35-34,,
7:02.0,D. Russell makes free throw 2 of 2,1,36-34,,
6:49.0,,,36-36,2,A. Ajinca makes 2-pt shot from 19 ft (assist by T. Frazier)
6:29.0,D. Russell makes 2-pt shot from 18 ft,2,38-36,,
6:14.0,Personal foul by R. Sacre,,38-36,,
6:14.0,,,38-37,1,L. Babbitt makes free throw 1 of 2
6:14.0,J. Clarkson enters the game for M. Huertas,,38-37,,
6:14.0,,,38-38,1,L. Babbitt makes free throw 2 of 2
5:54.0,Shooting foul by T. Frazier (drawn by D. Russell),,38-38,,
5:54.0,,,38-38,,New Orleans full timeout
5:54.0,,,38-38,,O. Asik enters the game for J. Ennis
5:54.0,,,38-38,,T. Douglas enters the game for L. Babbitt
5:54.0,D. Russell makes free throw 1 of 2,1,39-38,,
5:54.0,D. Russell makes free throw 2 of 2,1,40-38,,
5:42.0,,,40-40,2,T. Frazier makes 2-pt shot from 20 ft
5:16.0,J. Clarkson misses 2-pt shot from 7 ft,,40-40,,
5:15.0,Offensive rebound by R. Sacre,,40-40,,
5:13.0,R. Sacre misses 2-pt shot from 2 ft (block by A. Ajinca),,40-40,,
5:12.0,,,40-40,,Defensive rebound by A. Ajinca
5:11.0,,,40-40,,Turnover by A. Ajinca (lost ball; steal by L. Nance)
5:10.0,R. Sacre misses 2-pt shot at rim (block by A. Ajinca),,40-40,,
5:05.0,,,40-40,,Defensive rebound by O. Asik
4:52.0,,,40-40,,Turnover by T. Frazier (lost ball; steal by D. Russell)
4:52.0,,,40-40,,Loose ball foul by T. Frazier
4:52.0,D. Russell makes free throw 1 of 2,1,41-40,,
4:52.0,D. Russell makes free throw 2 of 2,1,42-40,,
4:31.0,,,42-40,,T. Douglas misses 2-pt shot from 1 ft (block by L. Nance)
4:28.0,Defensive rebound by R. Sacre,,42-40,,
4:22.0,L. Nance misses 2-pt shot at rim,,42-40,,
4:21.0,,,42-40,,Defensive rebound by A. Ajinca
4:16.0,,,42-42,2,J. Hamilton makes 2-pt shot at rim
4:16.0,,,42-42,,Shooting foul by R. Sacre (drawn by J. Hamilton)
4:16.0,,,42-42,,J. Hamilton misses free throw 1 of 1
4:15.0,Defensive rebound by R. Sacre,,42-42,,
4:00.0,,,42-42,,Personal foul by T. Douglas
4:00.0,D. Russell makes free throw 1 of 2,1,43-42,,
4:00.0,R. Kelly enters the game for L. Nance,,43-42,,
4:00.0,D. Russell makes free throw 2 of 2,1,44-42,,
3:39.0,,,44-42,,T. Frazier misses 2-pt shot from 13 ft
3:38.0,Defensive rebound by J. Randle,,44-42,,
3:29.0,Shooting foul by T. Douglas (drawn by J. Clarkson),,44-42,,
3:29.0,J. Clarkson misses free throw 1 of 2,,44-42,,
3:29.0,Offensive rebound by Team,,44-42,,
3:29.0,M. Huertas enters the game for D. Russell,,44-42,,
3:29.0,J. Clarkson makes free throw 2 of 2,1,45-42,,
3:18.0,,,45-45,3,J. Hamilton makes 3-pt shot from 25 ft
3:05.0,Shooting foul by O. Asik (drawn by J. Randle),,45-45,,
3:05.0,J. Randle makes free throw 1 of 2,1,46-45,,
3:05.0,,,46-45,,D. Cunningham enters the game for O. Asik
3:05.0,J. Randle misses free throw 2 of 2,,46-45,,
3:04.0,,,46-45,,Defensive rebound by A. Ajinca
2:50.0,,,46-48,3,J. Hamilton makes 3-pt shot from 24 ft (assist by T. Frazier)
2:35.0,Offensive foul by J. Randle,,46-48,,
2:35.0,Turnover by J. Randle (offensive foul),,46-48,,
2:35.0,LA Lakers full timeout,,46-48,,
2:14.0,,,46-48,,J. Hamilton misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by J. Clarkson,,46-48,,
1:51.0,R. Kelly misses 2-pt shot from 16 ft,,46-48,,
1:49.0,,,46-48,,Defensive rebound by J. Hamilton
1:35.0,,,46-50,2,A. Ajinca makes 2-pt shot from 20 ft (assist by T. Frazier)
1:15.0,J. Clarkson misses 3-pt shot from 27 ft,,46-50,,
1:14.0,,,46-50,,Defensive rebound by D. Cunningham
0:59.0,,,46-52,2,T. Douglas makes 2-pt shot from 1 ft (assist by T. Frazier)
0:42.0,Turnover by M. Huertas (discontinued dribble),,46-52,,
0:42.0,,,46-52,,J. Ennis enters the game for T. Frazier
0:33.0,,,46-55,3,D. Cunningham makes 3-pt shot from 24 ft (assist by T. Douglas)
0:29.0,M. Huertas misses 2-pt shot from 4 ft,,46-55,,
0:28.0,,,46-55,,Defensive rebound by Team
0:28.0,,,46-55,,T. Frazier enters the game for J. Ennis
0:28.0,,,46-55,,L. Babbitt enters the game for D. Cunningham
0:05.0,,,46-57,2,T. Douglas makes 2-pt shot from 19 ft (assist by T. Frazier)
0:01.0,J. Randle misses 2-pt shot from 5 ft,,46-57,,
0:00.0,,,46-57,,Defensive rebound by J. Hamilton
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,K. Bryant misses 3-pt shot from 26 ft,,46-57,,
11:41.0,,,46-57,,Defensive rebound by O. Asik
11:27.0,,,46-59,2,A. Ajinca makes 2-pt shot from 12 ft (assist by D. Cunningham)
11:16.0,D. Russell misses 3-pt shot from 24 ft,,46-59,,
11:15.0,,,46-59,,Defensive rebound by J. Ennis
10:57.0,,,46-61,2,J. Ennis makes 2-pt shot from 7 ft
10:41.0,J. Clarkson makes 2-pt shot from 1 ft,2,48-61,,
10:15.0,,,48-63,2,T. Douglas makes 2-pt shot from 20 ft
10:02.0,R. Hibbert makes 2-pt shot from 15 ft (assist by J. Randle),2,50-63,,
9:49.0,,,50-63,,D. Cunningham misses 2-pt shot from 18 ft
9:48.0,,,50-63,,Offensive rebound by A. Ajinca
9:44.0,,,50-63,,J. Ennis misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by K. Bryant,,50-63,,
9:33.0,K. Bryant misses 2-pt shot from 14 ft,,50-63,,
9:32.0,,,50-63,,Defensive rebound by O. Asik
9:15.0,,,50-63,,T. Douglas misses 2-pt shot from 6 ft
9:14.0,Defensive rebound by R. Hibbert,,50-63,,
9:07.0,D. Russell makes 2-pt shot at rim,2,52-63,,
9:07.0,Shooting foul by A. Ajinca (drawn by D. Russell),,52-63,,
9:07.0,D. Russell makes free throw 1 of 1,1,53-63,,
8:50.0,,,53-63,,D. Cunningham misses 2-pt shot from 2 ft
8:49.0,,,53-63,,Offensive rebound by A. Ajinca
8:47.0,,,53-63,,Shooting foul by J. Randle (drawn by D. Cunningham)
8:47.0,,,53-64,1,D. Cunningham makes free throw 1 of 2
8:47.0,,,53-65,1,D. Cunningham makes free throw 2 of 2
8:33.0,J. Randle misses 2-pt shot from 19 ft,,53-65,,
8:32.0,,,53-65,,Defensive rebound by T. Douglas
8:11.0,,,53-65,,Shooting foul by J. Clarkson (drawn by T. Douglas)
8:11.0,,,53-66,1,T. Douglas makes free throw 1 of 2
8:11.0,,,53-67,1,T. Douglas makes free throw 2 of 2
7:46.0,J. Clarkson misses 2-pt shot from 19 ft,,53-67,,
7:45.0,,,53-67,,Defensive rebound by T. Douglas
7:37.0,,,53-69,2,T. Douglas makes 2-pt shot from 9 ft
7:18.0,J. Clarkson makes 2-pt shot from 8 ft (assist by K. Bryant),2,55-69,,
7:06.0,,,55-71,2,D. Cunningham makes 2-pt shot from 20 ft (assist by A. Ajinca)
6:56.0,Turnover by R. Hibbert (bad pass),,55-71,,
6:39.0,,,55-73,2,A. Ajinca makes 2-pt shot from 15 ft (assist by J. Ennis)
6:25.0,,,55-73,,Personal foul by A. Ajinca
6:16.0,R. Hibbert misses 2-pt shot from 17 ft,,55-73,,
6:15.0,,,55-73,,Defensive rebound by T. Douglas
5:56.0,,,55-76,3,T. Douglas makes 3-pt shot from 24 ft (assist by A. Ajinca)
5:40.0,Turnover by K. Bryant (lost ball; steal by T. Douglas),,55-76,,
5:36.0,,,55-78,2,T. Douglas makes 2-pt shot from 2 ft
5:32.0,LA Lakers full timeout,,55-78,,
5:32.0,M. Huertas enters the game for J. Clarkson,,55-78,,
5:15.0,J. Randle misses 2-pt shot from 7 ft,,55-78,,
5:14.0,,,55-78,,Defensive rebound by A. Ajinca
5:01.0,,,55-80,2,A. Ajinca makes 2-pt shot from 19 ft (assist by T. Douglas)
4:52.0,L. Nance enters the game for K. Bryant,,55-80,,
4:44.0,D. Russell misses 2-pt shot from 14 ft,,55-80,,
4:43.0,,,55-80,,Defensive rebound by A. Ajinca
4:33.0,,,55-80,,T. Douglas misses 3-pt shot from 25 ft
4:32.0,Defensive rebound by L. Nance,,55-80,,
4:22.0,J. Randle makes 2-pt shot from 1 ft (assist by M. Huertas),2,57-80,,
4:00.0,,,57-80,,Turnover by D. Cunningham (lost ball; steal by L. Nance)
3:46.0,L. Nance makes 2-pt shot from 19 ft (assist by D. Russell),2,59-80,,
3:28.0,Personal foul by M. Huertas,,59-80,,
3:28.0,,,59-80,,K. Perkins enters the game for O. Asik
3:15.0,,,59-80,,J. Ennis misses 2-pt shot from 3 ft (block by R. Hibbert)
3:14.0,Defensive rebound by R. Hibbert,,59-80,,
3:00.0,Turnover by R. Hibbert (traveling),,59-80,,
2:48.0,,,59-80,,Shooting foul by M. Huertas (drawn by T. Douglas)
2:48.0,,,59-80,,New Orleans full timeout
2:48.0,,,59-80,,L. Babbitt enters the game for D. Cunningham
2:48.0,,,59-81,1,T. Douglas makes free throw 1 of 2
2:48.0,,,59-82,1,T. Douglas makes free throw 2 of 2
2:31.0,,,59-82,,Personal foul by K. Perkins
2:26.0,D. Russell makes 3-pt shot from 25 ft (assist by J. Randle),3,62-82,,
2:06.0,,,62-82,,Turnover by J. Ennis (lost ball; steal by R. Hibbert)
2:00.0,D. Russell makes 2-pt shot at rim (assist by M. Huertas),2,64-82,,
1:37.0,,,64-82,,A. Ajinca misses 2-pt shot from 16 ft
1:36.0,Defensive rebound by R. Hibbert,,64-82,,
1:27.0,J. Randle misses 2-pt shot at rim,,64-82,,
1:26.0,Offensive rebound by J. Randle,,64-82,,
1:23.0,R. Hibbert misses 2-pt shot from 2 ft (block by K. Perkins),,64-82,,
1:22.0,Offensive rebound by R. Hibbert,,64-82,,
1:20.0,R. Hibbert misses 2-pt shot from 1 ft (block by K. Perkins),,64-82,,
1:19.0,,,64-82,,Defensive rebound by T. Douglas
1:13.0,,,64-82,,Shooting foul by R. Hibbert (drawn by J. Ennis)
1:13.0,,,64-83,1,J. Ennis makes free throw 1 of 2
1:13.0,R. Kelly enters the game for R. Hibbert,,64-83,,
1:13.0,T. Black enters the game for J. Randle,,64-83,,
1:13.0,,,64-84,1,J. Ennis makes free throw 2 of 2
1:01.0,Shooting foul by K. Perkins (drawn by D. Russell),,64-84,,
1:01.0,D. Russell misses free throw 1 of 2,,64-84,,
1:01.0,Offensive rebound by Team,,64-84,,
1:01.0,,,64-84,,J. Hamilton enters the game for A. Ajinca
1:01.0,D. Russell makes free throw 2 of 2,1,65-84,,
0:49.0,,,65-84,,T. Douglas misses 2-pt shot from 19 ft
0:48.0,Defensive rebound by T. Black,,65-84,,
0:38.0,D. Russell makes 2-pt shot from 19 ft,2,67-84,,
0:30.0,,,67-87,3,L. Babbitt makes 3-pt shot from 22 ft (assist by T. Douglas)
0:08.0,D. Russell misses 3-pt shot from 24 ft,,67-87,,
0:07.0,,,67-87,,Defensive rebound by K. Perkins
0:00.0,,,67-87,,L. Babbitt misses 2-pt shot from 7 ft
0:00.0,,,67-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,67-87,,J. Hamilton misses 3-pt shot from 24 ft
11:48.0,Defensive rebound by T. Black,,67-87,,
11:36.0,J. Clarkson makes 2-pt shot from 20 ft,2,69-87,,
11:22.0,,,69-87,,K. Perkins misses 2-pt shot from 1 ft (block by L. Nance)
11:20.0,,,69-87,,Offensive rebound by K. Perkins
11:19.0,,,69-89,2,K. Perkins makes 2-pt shot from 1 ft
11:01.0,M. Huertas makes 2-pt shot from 14 ft,2,71-89,,
10:48.0,,,71-91,2,L. Babbitt makes 2-pt shot from 1 ft (assist by K. Perkins)
10:22.0,Turnover by J. Clarkson (lost ball; steal by T. Frazier),,71-91,,
10:15.0,,,71-91,,Turnover by J. Hamilton (lost ball)
10:03.0,M. Huertas misses 2-pt shot from 7 ft,,71-91,,
10:02.0,,,71-91,,Defensive rebound by T. Frazier
9:55.0,,,71-93,2,D. Cunningham makes 2-pt shot at rim (assist by T. Frazier)
9:47.0,J. Clarkson makes 3-pt shot from 25 ft (assist by M. Huertas),3,74-93,,
9:34.0,,,74-93,,T. Frazier misses 2-pt shot from 19 ft
9:32.0,Defensive rebound by R. Kelly,,74-93,,
9:24.0,J. Clarkson makes 3-pt shot from 25 ft,3,77-93,,
9:06.0,,,77-95,2,J. Hamilton makes 2-pt shot from 17 ft (assist by T. Frazier)
8:47.0,M. Huertas misses 3-pt shot from 24 ft,,77-95,,
8:46.0,,,77-95,,Defensive rebound by L. Babbitt
8:30.0,,,77-98,3,D. Cunningham makes 3-pt shot from 23 ft (assist by L. Babbitt)
8:09.0,T. Black makes 2-pt shot from 2 ft (assist by M. Huertas),2,79-98,,
7:56.0,Personal foul by T. Black,,79-98,,
7:56.0,,,79-98,,A. Ajinca enters the game for K. Perkins
7:43.0,,,79-98,,Turnover by J. Hamilton (lost ball; steal by J. Clarkson)
7:40.0,M. Huertas makes 2-pt shot at rim,2,81-98,,
7:40.0,Shooting foul by T. Frazier (drawn by M. Huertas),,81-98,,
7:40.0,M. Huertas makes free throw 1 of 1,1,82-98,,
7:20.0,,,82-98,,Turnover by D. Cunningham (traveling)
7:20.0,K. Bryant enters the game for R. Kelly,,82-98,,
7:04.0,T. Black misses 2-pt shot at rim,,82-98,,
7:03.0,,,82-98,,Defensive rebound by L. Babbitt
6:48.0,,,82-100,2,A. Ajinca makes 2-pt shot from 17 ft (assist by T. Frazier)
6:29.0,K. Bryant misses 3-pt shot from 27 ft,,82-100,,
6:28.0,,,82-100,,Defensive rebound by L. Babbitt
6:12.0,,,82-100,,Turnover by J. Hamilton (lost ball; steal by T. Black)
6:04.0,Turnover by M. Huertas (bad pass),,82-100,,
6:04.0,,,82-100,,T. Douglas enters the game for J. Hamilton
5:52.0,,,82-100,,New Orleans full timeout
5:52.0,D. Russell enters the game for M. Huertas,,82-100,,
5:52.0,R. Sacre enters the game for T. Black,,82-100,,
5:52.0,J. Randle enters the game for L. Nance,,82-100,,
5:44.0,,,82-102,2,A. Ajinca makes 2-pt shot from 17 ft (assist by T. Frazier)
5:25.0,D. Russell makes 3-pt shot from 25 ft (assist by R. Sacre),3,85-102,,
5:09.0,,,85-104,2,T. Frazier makes 2-pt shot from 1 ft
4:55.0,K. Bryant misses 2-pt shot from 16 ft,,85-104,,
4:54.0,Offensive rebound by J. Randle,,85-104,,
4:44.0,Turnover by D. Russell (lost ball; steal by A. Ajinca),,85-104,,
4:39.0,,,85-106,2,D. Cunningham makes 2-pt shot at rim (assist by T. Frazier)
4:29.0,D. Russell misses 2-pt shot from 10 ft,,85-106,,
4:28.0,Offensive rebound by J. Clarkson,,85-106,,
4:15.0,Turnover by K. Bryant (back court),,85-106,,
4:15.0,R. Kelly enters the game for K. Bryant,,85-106,,
4:03.0,Personal foul by J. Clarkson,,85-106,,
3:55.0,,,85-106,,Turnover by T. Frazier (lost ball; steal by R. Sacre)
3:49.0,Shooting foul by D. Cunningham (drawn by J. Randle),,85-106,,
3:49.0,J. Randle makes free throw 1 of 2,1,86-106,,
3:49.0,J. Randle makes free throw 2 of 2,1,87-106,,
3:35.0,,,87-106,,L. Babbitt misses 2-pt shot from 5 ft
3:34.0,Defensive rebound by Team,,87-106,,
3:16.0,D. Russell makes 3-pt shot from 25 ft,3,90-106,,
2:55.0,,,90-106,,Turnover by L. Babbitt (lost ball; steal by J. Randle)
2:50.0,J. Randle makes 2-pt shot at rim,2,92-106,,
2:49.0,,,92-106,,New Orleans full timeout
2:34.0,,,92-106,,A. Ajinca misses 2-pt shot from 18 ft
2:33.0,,,92-106,,Offensive rebound by T. Douglas
2:33.0,,,92-108,2,T. Douglas makes 2-pt shot at rim
2:08.0,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Randle),3,95-108,,
1:49.0,,,95-108,,T. Frazier misses 3-pt shot from 24 ft
1:48.0,,,95-108,,Offensive rebound by A. Ajinca
1:34.0,,,95-108,,Shooting foul by R. Sacre (drawn by A. Ajinca)
1:34.0,,,95-109,1,A. Ajinca makes free throw 1 of 2
1:34.0,,,95-109,,J. Hamilton enters the game for D. Cunningham
1:34.0,,,95-110,1,A. Ajinca makes free throw 2 of 2
1:25.0,,,95-110,,Personal foul by T. Douglas
