time,Portland,pts.away,score,pts.home,New Orleans
4:53.0,A. Crabbe makes 2-pt shot from 22 ft (assist by M. Plumlee),2,14-18,,
4:41.0,,,14-20,2,A. Davis makes 2-pt shot from 11 ft (assist by T. Evans)
4:28.0,M. Leonard misses 3-pt shot from 24 ft,,14-20,,
4:26.0,Offensive rebound by M. Plumlee,,14-20,,
4:19.0,G. Henderson enters the game for A. Aminu,,14-20,,
4:11.0,C. McCollum makes 2-pt shot from 15 ft,2,16-20,,
3:56.0,,,16-20,,J. Holiday misses 3-pt shot from 23 ft
3:55.0,Defensive rebound by G. Henderson,,16-20,,
3:34.0,A. Crabbe misses 3-pt shot from 25 ft,,16-20,,
3:34.0,,,16-20,,Defensive rebound by J. Holiday
3:30.0,,,16-20,,A. Davis misses 2-pt shot from 1 ft
3:29.0,Defensive rebound by M. Leonard,,16-20,,
3:11.0,C. McCollum makes 3-pt shot from 25 ft,3,19-20,,
2:53.0,,,19-20,,T. Evans misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by M. Plumlee,,19-20,,
2:42.0,A. Crabbe misses 3-pt shot from 24 ft,,19-20,,
2:41.0,Offensive rebound by M. Plumlee,,19-20,,
2:40.0,Turnover by M. Plumlee (bad pass),,19-20,,
2:40.0,,,19-20,,New Orleans full timeout
2:40.0,E. Davis enters the game for M. Plumlee,,19-20,,
2:40.0,M. Harkless enters the game for A. Crabbe,,19-20,,
2:40.0,,,19-20,,N. Cole enters the game for T. Evans
2:34.0,Personal foul by E. Davis (drawn by R. Anderson),,19-20,,
2:20.0,,,19-20,,N. Cole misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by M. Harkless,,19-20,,
2:02.0,E. Davis misses 2-pt shot from 2 ft,,19-20,,
2:01.0,Offensive rebound by E. Davis,,19-20,,
2:01.0,E. Davis misses 2-pt shot from 2 ft,,19-20,,
2:00.0,,,19-20,,Defensive rebound by N. Cole
1:56.0,,,19-20,,N. Cole misses 2-pt shot at rim (block by M. Harkless)
1:55.0,,,19-20,,Offensive rebound by A. Davis
1:54.0,,,19-22,2,A. Davis makes 2-pt shot at rim
1:27.0,G. Henderson misses 2-pt shot from 1 ft,,19-22,,
1:26.0,Offensive rebound by G. Henderson,,19-22,,
1:24.0,G. Henderson makes 2-pt shot from 14 ft,2,21-22,,
1:08.0,,,21-22,,R. Anderson misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by M. Harkless,,21-22,,
0:49.0,G. Henderson makes 2-pt shot from 13 ft,2,23-22,,
0:38.0,,,23-22,,E. Gordon misses 3-pt shot from 23 ft
0:37.0,,,23-22,,Offensive rebound by R. Anderson
0:30.0,,,23-22,,Turnover by R. Anderson (lost ball; steal by M. Harkless)
0:25.0,Turnover by G. Henderson (lost ball; steal by N. Cole),,23-22,,
0:21.0,Flagrant foul type 1 by C. McCollum (drawn by N. Cole),,23-22,,
0:21.0,,,23-23,1,N. Cole makes flagrant free throw 1 of 2
0:21.0,,,23-24,1,N. Cole makes flagrant free throw 2 of 2
0:21.0,T. Frazier enters the game for C. McCollum,,23-24,,
0:06.0,,,23-24,,Shooting foul by G. Henderson (drawn by J. Holiday)
0:06.0,,,23-25,1,J. Holiday makes free throw 1 of 2
0:06.0,,,23-25,,O. Asik enters the game for A. Davis
0:06.0,,,23-25,,A. Gee enters the game for E. Gordon
0:06.0,,,23-26,1,J. Holiday makes free throw 2 of 2
0:00.0,T. Frazier misses 2-pt shot from 17 ft,,23-26,,
0:00.0,Offensive rebound by Team,,23-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,M. Harkless misses 2-pt shot from 1 ft,,23-26,,
11:40.0,,,23-26,,Defensive rebound by R. Anderson
11:34.0,,,23-28,2,N. Cole makes 2-pt shot from 17 ft (assist by J. Holiday)
11:16.0,G. Henderson makes 2-pt shot from 12 ft,2,25-28,,
11:02.0,,,25-28,,R. Anderson misses 3-pt shot from 24 ft
11:01.0,Defensive rebound by E. Davis,,25-28,,
10:42.0,M. Leonard misses 3-pt shot from 24 ft,,25-28,,
10:42.0,,,25-28,,Defensive rebound by A. Gee
10:36.0,,,25-28,,N. Cole misses 2-pt shot from 2 ft
10:36.0,,,25-28,,Offensive rebound by O. Asik
10:36.0,Personal foul by G. Henderson (drawn by O. Asik),,25-28,,
10:28.0,,,25-28,,J. Holiday misses 2-pt shot from 2 ft (block by M. Leonard)
10:27.0,Defensive rebound by E. Davis,,25-28,,
10:16.0,E. Davis misses 2-pt shot at rim (block by O. Asik),,25-28,,
10:15.0,,,25-28,,Defensive rebound by J. Holiday
10:02.0,,,25-30,2,J. Holiday makes 2-pt shot from 6 ft
9:47.0,,,25-30,,Personal foul by N. Cole (drawn by T. Frazier)
9:37.0,M. Harkless misses 3-pt shot from 24 ft,,25-30,,
9:37.0,,,25-30,,Defensive rebound by O. Asik
9:26.0,,,25-30,,N. Cole misses 2-pt shot from 18 ft
9:25.0,Defensive rebound by T. Frazier,,25-30,,
9:22.0,,,25-30,,Personal foul by J. Holiday (drawn by T. Frazier)
9:22.0,,,25-30,,T. Evans enters the game for J. Holiday
9:11.0,T. Frazier misses 2-pt shot from 12 ft (block by N. Cole),,25-30,,
9:10.0,,,25-30,,Defensive rebound by N. Cole
9:07.0,,,25-30,,T. Evans misses 2-pt shot from 2 ft
9:06.0,Defensive rebound by E. Davis,,25-30,,
9:01.0,G. Henderson misses 2-pt shot from 3 ft (block by O. Asik),,25-30,,
9:01.0,Offensive rebound by G. Henderson,,25-30,,
8:58.0,Shooting foul by O. Asik (drawn by E. Davis),,25-30,,
8:58.0,Official timeout,,25-30,,
8:58.0,,,25-30,,J. Holiday enters the game for N. Cole
8:58.0,E. Davis makes free throw 1 of 2,1,26-30,,
8:58.0,E. Davis makes free throw 2 of 2,1,27-30,,
8:53.0,,,27-30,,Turnover by T. Evans (discontinued dribble)
8:41.0,G. Henderson misses 2-pt shot from 16 ft,,27-30,,
8:40.0,,,27-30,,Defensive rebound by A. Gee
8:26.0,,,27-30,,R. Anderson misses 2-pt shot from 3 ft (block by E. Davis)
8:25.0,Defensive rebound by G. Henderson,,27-30,,
8:22.0,T. Frazier misses 3-pt shot from 25 ft,,27-30,,
8:22.0,,,27-30,,Defensive rebound by A. Gee
8:22.0,,,27-30,,Technical foul by R. Anderson
8:22.0,M. Leonard misses technical free throw,,27-30,,
8:22.0,,,27-30,,Offensive rebound by Team
8:11.0,,,27-30,,R. Anderson misses 3-pt shot from 25 ft
8:10.0,Defensive rebound by E. Davis,,27-30,,
7:55.0,Turnover by E. Davis (3 sec),,27-30,,
7:55.0,A. Aminu enters the game for M. Leonard,,27-30,,
7:40.0,,,27-32,2,J. Holiday makes 2-pt shot from 14 ft (assist by T. Evans)
7:27.0,E. Davis misses 2-pt shot from 2 ft,,27-32,,
7:27.0,,,27-32,,Defensive rebound by O. Asik
7:17.0,,,27-32,,Turnover by R. Anderson (lost ball; steal by M. Harkless)
7:01.0,M. Harkless misses 3-pt shot from 25 ft,,27-32,,
7:00.0,,,27-32,,Defensive rebound by T. Evans
6:49.0,,,27-32,,J. Holiday misses 2-pt shot from 14 ft
6:48.0,Defensive rebound by A. Aminu,,27-32,,
6:39.0,,,27-32,,Personal foul by T. Evans (drawn by A. Aminu)
6:39.0,,,27-32,,A. Davis enters the game for R. Anderson
6:39.0,,,27-32,,E. Gordon enters the game for J. Holiday
6:39.0,A. Crabbe enters the game for G. Henderson,,27-32,,
6:32.0,A. Crabbe misses 3-pt shot from 25 ft,,27-32,,
6:31.0,,,27-32,,Defensive rebound by T. Evans
6:20.0,,,27-34,2,A. Davis makes 2-pt shot at rim (assist by E. Gordon)
6:16.0,Portland full timeout,,27-34,,
6:16.0,C. McCollum enters the game for E. Davis,,27-34,,
6:16.0,M. Plumlee enters the game for T. Frazier,,27-34,,
6:09.0,Turnover by C. McCollum (bad pass),,27-34,,
5:57.0,,,27-34,,A. Davis misses 2-pt shot from 15 ft
5:57.0,Defensive rebound by A. Aminu,,27-34,,
5:47.0,A. Aminu misses 3-pt shot from 25 ft,,27-34,,
5:46.0,Offensive rebound by M. Plumlee,,27-34,,
5:45.0,M. Plumlee misses 2-pt shot from 6 ft,,27-34,,
5:44.0,,,27-34,,Defensive rebound by T. Evans
5:42.0,Personal foul by M. Plumlee (drawn by T. Evans),,27-34,,
5:19.0,,,27-34,,A. Davis misses 2-pt shot from 7 ft
5:18.0,Defensive rebound by M. Plumlee,,27-34,,
5:17.0,M. Plumlee makes 2-pt shot from 1 ft,2,29-34,,
5:17.0,Shooting foul by A. Gee (drawn by M. Plumlee),,29-34,,
5:17.0,M. Plumlee misses free throw 1 of 1,,29-34,,
5:16.0,,,29-34,,Defensive rebound by A. Davis
5:12.0,,,29-34,,A. Gee misses 2-pt shot from 1 ft (block by M. Plumlee)
5:11.0,Defensive rebound by M. Plumlee,,29-34,,
4:59.0,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum),3,32-34,,
4:41.0,,,32-36,2,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis)
4:24.0,A. Aminu makes 2-pt shot at rim (assist by M. Harkless),2,34-36,,
4:07.0,,,34-36,,E. Gordon misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by M. Plumlee,,34-36,,
3:56.0,Turnover by C. McCollum (lost ball; steal by T. Evans),,34-36,,
3:53.0,,,34-36,,Shooting foul by A. Aminu (drawn by T. Evans)
3:53.0,,,34-37,1,T. Evans makes free throw 1 of 2
3:53.0,,,34-37,,R. Anderson enters the game for O. Asik
3:53.0,,,34-38,1,T. Evans makes free throw 2 of 2
3:37.0,C. McCollum misses 2-pt shot from 19 ft,,34-38,,
3:37.0,,,34-38,,Defensive rebound by Team
3:37.0,G. Henderson enters the game for M. Harkless,,34-38,,
3:17.0,,,34-41,3,R. Anderson makes 3-pt shot from 25 ft (assist by T. Evans)
3:04.0,G. Henderson makes 2-pt shot from 1 ft (assist by C. McCollum),2,36-41,,
2:57.0,,,36-43,2,T. Evans makes 2-pt shot from 1 ft
2:39.0,Turnover by M. Plumlee (lost ball; steal by T. Evans),,36-43,,
2:33.0,,,36-45,2,T. Evans makes 2-pt shot from 2 ft
2:33.0,Portland full timeout,,36-45,,
2:33.0,,,36-45,,New Orleans full timeout
2:12.0,A. Aminu misses 2-pt shot from 20 ft,,36-45,,
2:11.0,Offensive rebound by M. Plumlee,,36-45,,
2:07.0,M. Plumlee misses 2-pt shot from 1 ft (block by A. Gee),,36-45,,
2:06.0,,,36-45,,Defensive rebound by T. Evans
1:59.0,Personal foul by A. Aminu (drawn by A. Davis),,36-45,,
1:48.0,,,36-45,,E. Gordon misses 2-pt shot from 1 ft
1:47.0,Defensive rebound by A. Aminu,,36-45,,
1:39.0,C. McCollum misses 3-pt shot from 25 ft,,36-45,,
1:37.0,Offensive rebound by A. Aminu,,36-45,,
1:34.0,A. Aminu misses 2-pt shot from 1 ft (block by A. Davis),,36-45,,
1:33.0,,,36-45,,Defensive rebound by R. Anderson
1:32.0,Technical foul by A. Aminu,,36-45,,
1:32.0,,,36-46,1,A. Davis makes technical free throw
1:21.0,,,36-46,,Turnover by A. Davis (lost ball; steal by A. Aminu)
1:17.0,Offensive charge foul by A. Aminu,,36-46,,
1:17.0,Turnover by A. Aminu (offensive foul),,36-46,,
1:17.0,N. Vonleh enters the game for A. Aminu,,36-46,,
1:07.0,,,36-49,3,R. Anderson makes 3-pt shot from 24 ft (assist by E. Gordon)
0:48.0,C. McCollum misses 2-pt shot from 1 ft,,36-49,,
0:48.0,,,36-49,,Defensive rebound by R. Anderson
0:48.0,Personal foul by M. Plumlee (drawn by R. Anderson),,36-49,,
0:48.0,,,36-50,1,R. Anderson makes free throw 1 of 2
0:48.0,M. Leonard enters the game for M. Plumlee,,36-50,,
0:48.0,,,36-51,1,R. Anderson makes free throw 2 of 2
0:31.0,C. McCollum misses 3-pt shot from 25 ft,,36-51,,
0:31.0,,,36-51,,Defensive rebound by T. Evans
0:07.0,,,36-53,2,T. Evans makes 2-pt shot from 17 ft
0:01.0,C. McCollum misses 2-pt shot from 2 ft (block by R. Anderson),,36-53,,
0:00.0,Offensive rebound by Team,,36-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Turnover by Team (shot clock),,36-53,,
11:25.0,,,36-55,2,A. Davis makes 2-pt shot from 5 ft (assist by E. Gordon)
11:09.0,M. Plumlee misses 2-pt shot from 2 ft,,36-55,,
11:08.0,,,36-55,,Defensive rebound by O. Asik
10:58.0,,,36-55,,A. Davis misses 2-pt shot from 19 ft
10:57.0,Defensive rebound by M. Plumlee,,36-55,,
10:44.0,A. Crabbe makes 2-pt shot from 2 ft,2,38-55,,
10:25.0,,,38-57,2,A. Davis makes 2-pt shot from 21 ft (assist by E. Gordon)
10:11.0,M. Plumlee misses 2-pt shot at rim,,38-57,,
10:10.0,,,38-57,,Defensive rebound by A. Davis
9:54.0,,,38-59,2,A. Davis makes 2-pt shot from 18 ft (assist by A. Gee)
9:38.0,Shooting foul by O. Asik (drawn by A. Aminu),,38-59,,
9:38.0,A. Aminu makes free throw 1 of 2,1,39-59,,
9:38.0,E. Davis enters the game for M. Plumlee,,39-59,,
9:38.0,A. Aminu makes free throw 2 of 2,1,40-59,,
9:19.0,,,40-62,3,A. Gee makes 3-pt shot from 23 ft (assist by T. Evans)
9:09.0,C. McCollum misses 2-pt shot from 10 ft,,40-62,,
9:08.0,,,40-62,,Defensive rebound by A. Davis
8:58.0,,,40-62,,E. Gordon misses 3-pt shot from 25 ft
8:58.0,Defensive rebound by C. McCollum,,40-62,,
8:54.0,Shooting foul by A. Gee (drawn by A. Aminu),,40-62,,
8:54.0,A. Aminu makes free throw 1 of 2,1,41-62,,
8:54.0,A. Aminu misses free throw 2 of 2,,41-62,,
8:52.0,,,41-62,,Defensive rebound by A. Gee
8:36.0,,,41-64,2,O. Asik makes 2-pt shot at rim (assist by T. Evans)
8:24.0,E. Davis misses 2-pt shot from 1 ft,,41-64,,
8:23.0,,,41-64,,Defensive rebound by O. Asik
8:16.0,,,41-64,,Shooting foul by A. Crabbe (drawn by T. Evans)
8:16.0,,,41-65,1,T. Evans makes free throw 1 of 2
8:16.0,,,41-66,1,T. Evans makes free throw 2 of 2
7:57.0,A. Crabbe misses 2-pt shot from 8 ft,,41-66,,
7:57.0,Offensive rebound by N. Vonleh,,41-66,,
7:57.0,Shooting foul by O. Asik (drawn by N. Vonleh),,41-66,,
7:57.0,N. Vonleh makes free throw 1 of 2,1,42-66,,
7:57.0,N. Vonleh makes free throw 2 of 2,1,43-66,,
7:47.0,,,43-66,,A. Davis misses 2-pt shot from 18 ft
7:46.0,Defensive rebound by N. Vonleh,,43-66,,
7:39.0,A. Aminu misses 2-pt shot from 1 ft,,43-66,,
7:38.0,Offensive rebound by E. Davis,,43-66,,
7:38.0,E. Davis makes 2-pt shot from 1 ft,2,45-66,,
7:22.0,,,45-66,,Turnover by E. Gordon (lost ball; steal by A. Aminu)
7:15.0,A. Crabbe misses 2-pt shot from 16 ft,,45-66,,
7:12.0,Offensive rebound by E. Davis,,45-66,,
7:11.0,E. Davis misses 2-pt shot from 1 ft (block by A. Davis),,45-66,,
7:10.0,Offensive rebound by E. Davis,,45-66,,
7:09.0,Shooting foul by O. Asik (drawn by E. Davis),,45-66,,
7:09.0,E. Davis makes free throw 1 of 2,1,46-66,,
7:09.0,,,46-66,,R. Anderson enters the game for O. Asik
7:09.0,E. Davis misses free throw 2 of 2,,46-66,,
7:08.0,,,46-66,,Defensive rebound by A. Davis
6:59.0,,,46-66,,Shooting foul by C. McCollum (drawn by T. Evans)
6:59.0,,,46-67,1,T. Evans makes free throw 1 of 2
6:59.0,,,46-68,1,T. Evans makes free throw 2 of 2
6:49.0,C. McCollum makes 2-pt shot from 19 ft,2,48-68,,
6:41.0,,,48-68,,New Orleans full timeout
6:25.0,,,48-68,,R. Anderson misses 2-pt shot from 20 ft
6:24.0,Defensive rebound by A. Aminu,,48-68,,
6:03.0,A. Crabbe misses 3-pt shot from 26 ft,,48-68,,
6:01.0,Offensive rebound by A. Aminu,,48-68,,
5:53.0,A. Aminu misses 3-pt shot from 24 ft,,48-68,,
5:52.0,,,48-68,,Defensive rebound by A. Davis
5:39.0,,,48-68,,Turnover by R. Anderson (traveling)
5:26.0,C. McCollum misses 2-pt shot from 17 ft,,48-68,,
5:25.0,,,48-68,,Defensive rebound by R. Anderson
5:08.0,,,48-68,,T. Evans misses 2-pt shot from 2 ft (block by E. Davis)
5:06.0,,,48-68,,Offensive rebound by A. Davis
5:02.0,,,48-68,,A. Davis misses 2-pt shot from 15 ft
5:02.0,Defensive rebound by E. Davis,,48-68,,
4:50.0,N. Vonleh misses 2-pt shot from 3 ft,,48-68,,
4:48.0,Offensive rebound by E. Davis,,48-68,,
4:48.0,E. Davis misses 2-pt shot from 1 ft,,48-68,,
4:45.0,Offensive rebound by E. Davis,,48-68,,
4:44.0,E. Davis misses 2-pt shot from 2 ft,,48-68,,
4:43.0,,,48-68,,Defensive rebound by A. Davis
4:35.0,,,48-68,,J. Holiday enters the game for A. Gee
4:35.0,M. Leonard enters the game for N. Vonleh,,48-68,,
4:35.0,G. Henderson enters the game for A. Aminu,,48-68,,
4:17.0,,,48-70,2,R. Anderson makes 2-pt shot from 21 ft
4:01.0,G. Henderson makes 3-pt shot from 24 ft (assist by E. Davis),3,51-70,,
3:50.0,,,51-73,3,R. Anderson makes 3-pt shot from 27 ft (assist by T. Evans)
3:39.0,C. McCollum misses 3-pt shot from 24 ft,,51-73,,
3:38.0,Offensive rebound by C. McCollum,,51-73,,
3:37.0,C. McCollum makes 2-pt shot from 7 ft,2,53-73,,
3:35.0,,,53-73,,New Orleans full timeout
3:35.0,,,53-73,,N. Cole enters the game for T. Evans
3:26.0,Personal foul by E. Davis (drawn by A. Davis),,53-73,,
3:10.0,,,53-76,3,J. Holiday makes 3-pt shot from 28 ft (assist by R. Anderson)
2:52.0,M. Leonard makes 3-pt shot from 24 ft (assist by C. McCollum),3,56-76,,
2:42.0,,,56-76,,J. Holiday misses 3-pt shot from 27 ft
2:41.0,Defensive rebound by C. McCollum,,56-76,,
2:32.0,C. McCollum misses 2-pt shot from 18 ft,,56-76,,
2:31.0,Offensive rebound by E. Davis,,56-76,,
2:25.0,M. Leonard makes 3-pt shot from 25 ft (assist by A. Crabbe),3,59-76,,
2:10.0,,,59-76,,R. Anderson misses 2-pt shot from 17 ft
2:10.0,Defensive rebound by G. Henderson,,59-76,,
2:05.0,Turnover by G. Henderson (discontinued dribble),,59-76,,
2:05.0,,,59-76,,D. Cunningham enters the game for R. Anderson
1:46.0,,,59-76,,D. Cunningham misses 2-pt shot from 2 ft (block by E. Davis)
1:45.0,Defensive rebound by M. Leonard,,59-76,,
1:39.0,,,59-76,,Personal foul by N. Cole (drawn by M. Leonard)
1:39.0,M. Leonard misses free throw 1 of 2,,59-76,,
1:39.0,Offensive rebound by Team,,59-76,,
1:39.0,M. Leonard makes free throw 2 of 2,1,60-76,,
1:30.0,,,60-76,,Turnover by A. Davis (bad pass)
1:14.0,A. Crabbe makes 2-pt shot from 22 ft (assist by C. McCollum),2,62-76,,
1:00.0,,,62-78,2,J. Holiday makes 2-pt shot from 9 ft
0:51.0,Offensive foul by M. Leonard,,62-78,,
0:51.0,Turnover by M. Leonard (offensive foul),,62-78,,
0:42.0,,,62-80,2,J. Holiday makes 2-pt shot from 15 ft
0:32.0,C. McCollum makes 2-pt shot from 2 ft (assist by G. Henderson),2,64-80,,
0:14.0,,,64-80,,Turnover by N. Cole (lost ball; steal by E. Davis)
0:14.0,,,64-80,,Loose ball foul by N. Cole (drawn by A. Crabbe)
0:14.0,A. Crabbe makes free throw 1 of 2,1,65-80,,
0:14.0,T. Frazier enters the game for C. McCollum,,65-80,,
0:14.0,A. Crabbe misses free throw 2 of 2,,65-80,,
0:14.0,,,65-80,,Defensive rebound by A. Davis
0:06.0,Personal foul by T. Frazier (drawn by J. Holiday),,65-80,,
0:00.0,,,65-80,,J. Holiday misses 2-pt shot from 13 ft
0:00.0,,,65-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,65-80,,Shooting foul by M. Leonard (drawn by A. Davis)
11:50.0,,,65-82,2,A. Davis makes 2-pt shot from 6 ft
11:50.0,,,65-82,,A. Davis misses free throw 1 of 1
11:49.0,Defensive rebound by M. Leonard,,65-82,,
11:31.0,M. Leonard makes 3-pt shot from 25 ft (assist by C. McCollum),3,68-82,,
11:20.0,,,68-85,3,T. Evans makes 3-pt shot from 25 ft (assist by J. Holiday)
11:04.0,Turnover by T. Frazier (discontinued dribble),,68-85,,
10:51.0,,,68-87,2,N. Cole makes 2-pt shot from 23 ft (assist by J. Holiday)
10:50.0,Portland full timeout,,68-87,,
10:32.0,G. Henderson misses 2-pt shot from 18 ft,,68-87,,
10:32.0,,,68-87,,Defensive rebound by T. Evans
10:18.0,,,68-89,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
10:18.0,,,68-89,,Shooting foul by M. Leonard (drawn by A. Davis)
10:18.0,,,68-90,1,A. Davis makes free throw 1 of 1
9:59.0,C. McCollum makes 2-pt shot from 16 ft,2,70-90,,
9:40.0,,,70-92,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
9:33.0,C. McCollum makes 2-pt shot from 16 ft,2,72-92,,
9:20.0,,,72-92,,Shooting foul by G. Henderson (drawn by T. Evans)
9:20.0,,,72-93,1,T. Evans makes free throw 1 of 2
9:20.0,A. Crabbe enters the game for G. Henderson,,72-93,,
9:20.0,,,72-93,,R. Anderson enters the game for A. Davis
9:20.0,,,72-94,1,T. Evans makes free throw 2 of 2
9:13.0,Shooting foul by O. Asik (drawn by C. McCollum),,72-94,,
9:13.0,C. McCollum makes free throw 1 of 2,1,73-94,,
9:13.0,C. McCollum makes free throw 2 of 2,1,74-94,,
8:59.0,,,74-94,,J. Holiday misses 2-pt shot from 7 ft
8:59.0,Defensive rebound by M. Leonard,,74-94,,
8:52.0,C. McCollum misses 3-pt shot from 24 ft,,74-94,,
8:52.0,,,74-94,,Defensive rebound by N. Cole
8:38.0,Personal block foul by T. Frazier (drawn by T. Evans),,74-94,,
8:27.0,,,74-97,3,J. Holiday makes 3-pt shot from 23 ft (assist by N. Cole)
8:03.0,C. McCollum misses 2-pt shot from 1 ft,,74-97,,
8:03.0,Offensive rebound by C. McCollum,,74-97,,
8:00.0,A. Crabbe makes 3-pt shot from 26 ft (assist by C. McCollum),3,77-97,,
7:42.0,,,77-97,,T. Evans misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by M. Leonard,,77-97,,
7:23.0,M. Leonard misses 2-pt shot from 21 ft,,77-97,,
7:22.0,,,77-97,,Defensive rebound by T. Evans
7:10.0,,,77-100,3,J. Holiday makes 3-pt shot from 22 ft (assist by T. Evans)
6:55.0,A. Crabbe misses 2-pt shot from 5 ft,,77-100,,
6:53.0,,,77-100,,Defensive rebound by N. Cole
6:46.0,,,77-100,,N. Cole misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by M. Plumlee,,77-100,,
6:38.0,A. Crabbe misses 3-pt shot from 25 ft,,77-100,,
6:36.0,Offensive rebound by M. Plumlee,,77-100,,
6:34.0,M. Plumlee makes 2-pt shot from 1 ft,2,79-100,,
6:16.0,,,79-103,3,T. Evans makes 3-pt shot from 25 ft
6:16.0,Portland full timeout,,79-103,,
6:16.0,L. Montero enters the game for M. Plumlee,,79-103,,
6:16.0,N. Vonleh enters the game for A. Crabbe,,79-103,,
6:16.0,P. Connaughton enters the game for C. McCollum,,79-103,,
6:16.0,,,79-103,,E. Gordon enters the game for O. Asik
6:16.0,,,79-103,,A. Davis enters the game for J. Holiday
