time,Indiana,pts.away,score,pts.home,Atlanta
6:58.0,,,9-14,,T. Sefolosha enters the game for K. Bazemore
6:47.0,,,9-14,,Personal foul by K. Korver (drawn by G. Hill)
6:37.0,J. Hill makes 2-pt shot at rim (assist by G. Hill),2,11-14,,
6:16.0,,,11-16,2,J. Teague makes 2-pt shot from 19 ft
5:50.0,M. Ellis misses 3-pt shot from 25 ft,,11-16,,
5:49.0,,,11-16,,Defensive rebound by T. Sefolosha
5:39.0,,,11-16,,K. Korver misses 3-pt shot from 24 ft
5:37.0,,,11-16,,Offensive rebound by Team
5:30.0,,,11-16,,J. Teague misses 3-pt shot from 24 ft
5:28.0,,,11-16,,Offensive rebound by P. Millsap
5:27.0,Personal foul by P. George (drawn by P. Millsap),,11-16,,
5:21.0,,,11-16,,Turnover by K. Korver (bad pass)
5:02.0,M. Turner makes 2-pt shot from 19 ft (assist by J. Hill),2,13-16,,
4:49.0,,,13-16,,Turnover by J. Teague (traveling)
4:37.0,,,13-16,,Violation by J. Teague (kicked ball)
4:37.0,L. Allen enters the game for J. Hill,,13-16,,
4:23.0,Turnover by Team (shot clock),,13-16,,
4:23.0,,,13-16,,D. Schroder enters the game for J. Teague
4:05.0,,,13-19,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
3:55.0,M. Turner makes 2-pt shot from 9 ft (assist by P. George),2,15-19,,
3:42.0,,,15-19,,Turnover by D. Schroder (lost ball)
3:42.0,,,15-19,,T. Hardaway enters the game for K. Korver
3:25.0,L. Allen makes 2-pt shot from 6 ft,2,17-19,,
3:13.0,J. Young enters the game for G. Hill,,17-19,,
3:07.0,,,17-21,2,M. Muscala makes 2-pt shot from 1 ft (assist by D. Schroder)
2:51.0,M. Ellis makes 3-pt shot from 25 ft (assist by P. George),3,20-21,,
2:31.0,,,20-24,3,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder)
2:09.0,Turnover by P. George (lost ball; steal by P. Millsap),,20-24,,
2:05.0,,,20-24,,T. Sefolosha misses 2-pt shot from 1 ft (block by M. Turner)
2:05.0,,,20-24,,Offensive rebound by Team
2:05.0,S. Hill enters the game for M. Turner,,20-24,,
2:05.0,,,20-24,,M. Scott enters the game for P. Millsap
1:54.0,,,20-24,,D. Schroder misses 2-pt shot from 4 ft
1:52.0,Defensive rebound by L. Allen,,20-24,,
1:29.0,P. George makes 2-pt shot from 20 ft (assist by J. Young),2,22-24,,
1:10.0,,,22-24,,T. Hardaway misses 2-pt shot from 13 ft
1:09.0,Defensive rebound by P. George,,22-24,,
1:04.0,P. George makes 3-pt shot from 24 ft,3,25-24,,
0:50.0,,,25-26,2,M. Muscala makes 2-pt shot from 1 ft (assist by M. Scott)
0:39.0,S. Hill misses 2-pt shot from 17 ft,,25-26,,
0:37.0,Offensive rebound by L. Allen,,25-26,,
0:37.0,L. Allen makes 2-pt shot at rim,2,27-26,,
0:18.0,,,27-26,,D. Schroder misses 2-pt shot at rim (block by L. Allen)
0:18.0,,,27-26,,Offensive rebound by Team
0:18.0,,,27-26,,A. Horford enters the game for M. Muscala
0:18.0,C. Miles enters the game for M. Ellis,,27-26,,
0:16.0,,,27-26,,M. Scott misses 2-pt shot from 20 ft
0:15.0,Defensive rebound by J. Young,,27-26,,
0:01.0,P. George makes 2-pt shot from 19 ft (assist by J. Young),2,29-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,C. Miles makes 2-pt shot at rim,2,31-26,,
11:33.0,,,31-28,2,A. Horford makes 2-pt shot from 6 ft (assist by K. Bazemore)
11:15.0,L. Allen misses 2-pt shot from 21 ft,,31-28,,
11:14.0,,,31-28,,Defensive rebound by Team
11:14.0,Loose ball foul by S. Hill (drawn by D. Schroder),,31-28,,
10:55.0,,,31-28,,A. Horford misses 2-pt shot at rim
10:55.0,,,31-28,,Offensive rebound by Team
10:51.0,,,31-28,,D. Schroder misses 2-pt shot from 16 ft
10:50.0,Defensive rebound by L. Allen,,31-28,,
10:43.0,C. Miles misses 3-pt shot from 24 ft,,31-28,,
10:41.0,,,31-28,,Defensive rebound by M. Scott
10:34.0,,,31-28,,D. Schroder misses 2-pt shot from 1 ft
10:32.0,Defensive rebound by C. Miles,,31-28,,
10:25.0,Turnover by L. Allen (bad pass; steal by A. Horford),,31-28,,
10:22.0,,,31-28,,Turnover by A. Horford (lost ball; steal by S. Hill)
10:19.0,Shooting foul by K. Bazemore (drawn by S. Hill),,31-28,,
10:19.0,S. Hill makes free throw 1 of 2,1,32-28,,
10:19.0,S. Hill makes free throw 2 of 2,1,33-28,,
10:06.0,,,33-31,3,K. Bazemore makes 3-pt shot from 24 ft (assist by M. Scott)
9:53.0,G. Robinson misses 2-pt shot from 7 ft,,33-31,,
9:51.0,,,33-31,,Defensive rebound by A. Horford
9:45.0,,,33-33,2,M. Scott makes 2-pt shot from 2 ft (assist by A. Horford)
9:21.0,C. Miles makes 3-pt shot from 25 ft,3,36-33,,
9:05.0,,,36-36,3,T. Hardaway makes 3-pt shot from 24 ft (assist by A. Horford)
8:46.0,Turnover by C. Miles (bad pass; steal by D. Schroder),,36-36,,
8:41.0,,,36-38,2,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder)
8:41.0,Indiana full timeout,,36-38,,
8:41.0,,,36-38,,K. Korver enters the game for T. Hardaway
8:32.0,,,36-38,,Personal foul by M. Scott
8:28.0,Turnover by L. Allen (bad pass),,36-38,,
8:21.0,,,36-38,,K. Korver misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by L. Allen,,36-38,,
8:08.0,J. Young misses 2-pt shot from 20 ft,,36-38,,
8:06.0,Offensive rebound by G. Robinson,,36-38,,
8:02.0,J. Young misses 3-pt shot from 24 ft,,36-38,,
8:01.0,,,36-38,,Defensive rebound by A. Horford
7:50.0,,,36-40,2,M. Scott makes 2-pt shot from 5 ft (assist by K. Bazemore)
7:30.0,Turnover by C. Miles (lost ball),,36-40,,
7:30.0,,,36-40,,J. Teague enters the game for D. Schroder
7:30.0,G. Hill enters the game for J. Young,,36-40,,
7:21.0,,,36-40,,K. Korver misses 2-pt shot from 19 ft
7:19.0,Defensive rebound by L. Allen,,36-40,,
6:56.0,S. Hill misses 3-pt shot from 24 ft,,36-40,,
6:55.0,Offensive rebound by L. Allen,,36-40,,
6:44.0,S. Hill makes 2-pt shot from 5 ft (assist by G. Hill),2,38-40,,
6:38.0,,,38-40,,Turnover by K. Bazemore (offensive foul)
6:38.0,,,38-40,,Offensive charge foul by K. Bazemore
6:38.0,J. Hill enters the game for L. Allen,,38-40,,
6:26.0,C. Miles misses 3-pt shot from 24 ft,,38-40,,
6:24.0,,,38-40,,Defensive rebound by K. Korver
6:11.0,,,38-43,3,K. Bazemore makes 3-pt shot from 24 ft (assist by J. Teague)
5:49.0,Turnover by S. Hill (bad pass; steal by M. Scott),,38-43,,
5:44.0,,,38-43,,Turnover by M. Scott (bad pass)
5:44.0,Official timeout,,38-43,,
5:44.0,,,38-43,,P. Millsap enters the game for M. Scott
5:44.0,M. Turner enters the game for S. Hill,,38-43,,
5:29.0,,,38-43,,Personal foul by P. Millsap (drawn by M. Turner)
5:15.0,G. Robinson makes 2-pt shot from 20 ft (assist by G. Hill),2,40-43,,
5:01.0,,,40-43,,Shooting foul by M. Turner (drawn by A. Horford)
5:01.0,,,40-44,1,A. Horford makes free throw 1 of 2
5:01.0,,,40-44,,T. Sefolosha enters the game for K. Bazemore
5:01.0,,,40-45,1,A. Horford makes free throw 2 of 2
4:37.0,Turnover by J. Hill (lost ball; steal by K. Korver),,40-45,,
4:30.0,,,40-45,,T. Sefolosha misses 2-pt shot from 1 ft (block by C. Miles)
4:28.0,Defensive rebound by M. Turner,,40-45,,
4:19.0,C. Miles makes 2-pt shot from 1 ft,2,42-45,,
4:12.0,,,42-45,,Shooting foul by M. Turner (drawn by J. Teague)
4:12.0,,,42-46,1,J. Teague makes free throw 1 of 2
4:12.0,P. George enters the game for M. Turner,,42-46,,
4:12.0,M. Ellis enters the game for C. Miles,,42-46,,
4:12.0,L. Allen enters the game for G. Robinson,,42-46,,
4:12.0,,,42-46,,J. Teague misses free throw 2 of 2
4:11.0,Defensive rebound by L. Allen,,42-46,,
3:59.0,G. Hill misses 2-pt shot from 21 ft,,42-46,,
3:56.0,,,42-46,,Defensive rebound by T. Sefolosha
3:46.0,,,42-46,,A. Horford misses 3-pt shot from 22 ft
3:45.0,Defensive rebound by M. Ellis,,42-46,,
3:31.0,J. Hill misses 2-pt shot from 5 ft,,42-46,,
3:30.0,Offensive rebound by L. Allen,,42-46,,
3:29.0,L. Allen makes 2-pt shot at rim,2,44-46,,
3:12.0,,,44-48,2,P. Millsap makes 2-pt shot from 12 ft
2:46.0,G. Hill makes 3-pt shot from 24 ft (assist by J. Hill),3,47-48,,
2:44.0,,,47-48,,Atlanta full timeout
2:44.0,,,47-48,,M. Muscala enters the game for A. Horford
2:24.0,,,47-48,,K. Korver misses 3-pt shot from 24 ft
2:23.0,,,47-48,,Offensive rebound by J. Teague
2:09.0,,,47-48,,P. Millsap misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by G. Hill,,47-48,,
1:56.0,G. Hill misses 3-pt shot from 23 ft,,47-48,,
1:54.0,,,47-48,,Defensive rebound by K. Korver
1:46.0,,,47-48,,Shooting foul by J. Hill (drawn by J. Teague)
1:46.0,,,47-49,1,J. Teague makes free throw 1 of 2
1:46.0,,,47-49,,K. Bazemore enters the game for K. Korver
1:46.0,,,47-50,1,J. Teague makes free throw 2 of 2
1:26.0,M. Ellis misses 2-pt shot from 18 ft (block by P. Millsap),,47-50,,
1:24.0,,,47-50,,Defensive rebound by J. Teague
1:21.0,,,47-50,,Turnover by P. Millsap (bad pass; steal by M. Ellis)
1:18.0,P. George makes 2-pt shot at rim (assist by G. Hill),2,49-50,,
0:51.0,,,49-50,,Turnover by P. Millsap (bad pass; steal by M. Ellis)
0:47.0,M. Ellis misses 2-pt shot from 1 ft,,49-50,,
0:45.0,,,49-50,,Defensive rebound by M. Muscala
0:33.0,,,49-50,,K. Bazemore misses 2-pt shot from 4 ft
0:31.0,Defensive rebound by J. Hill,,49-50,,
0:11.0,L. Allen makes 2-pt shot from 1 ft (assist by P. George),2,51-50,,
0:05.0,,,51-50,,Atlanta full timeout
0:05.0,,,51-50,,K. Korver enters the game for M. Muscala
0:05.0,,,51-50,,A. Horford enters the game for T. Sefolosha
0:01.0,,,51-50,,Offensive charge foul by J. Teague
0:01.0,,,51-50,,Turnover by J. Teague (offensive foul)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,M. Turner misses 2-pt shot from 17 ft,,51-50,,
11:45.0,,,51-50,,Defensive rebound by J. Teague
11:39.0,,,51-52,2,A. Horford makes 2-pt shot from 16 ft (assist by J. Teague)
11:21.0,Turnover by M. Ellis (bad pass),,51-52,,
11:16.0,,,51-52,,K. Bazemore misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by P. George,,51-52,,
11:02.0,J. Hill misses 2-pt shot from 19 ft,,51-52,,
11:01.0,,,51-52,,Defensive rebound by K. Korver
10:40.0,,,51-54,2,A. Horford makes 2-pt shot from 17 ft (assist by K. Bazemore)
10:21.0,M. Turner misses 2-pt shot from 20 ft,,51-54,,
10:19.0,Offensive rebound by M. Turner,,51-54,,
10:15.0,P. George misses 3-pt shot from 24 ft,,51-54,,
10:12.0,Offensive rebound by J. Hill,,51-54,,
10:07.0,M. Ellis makes 2-pt shot at rim (assist by G. Hill),2,53-54,,
9:47.0,,,53-54,,A. Horford misses 2-pt shot from 18 ft
9:46.0,Defensive rebound by G. Hill,,53-54,,
9:28.0,J. Hill misses 2-pt shot from 3 ft (block by P. Millsap),,53-54,,
9:26.0,,,53-54,,Defensive rebound by A. Horford
9:19.0,,,53-57,3,K. Korver makes 3-pt shot from 24 ft (assist by A. Horford)
9:05.0,,,53-57,,Personal foul by K. Bazemore (drawn by P. George)
8:59.0,Turnover by M. Ellis (bad pass; steal by K. Bazemore),,53-57,,
8:50.0,,,53-59,2,K. Bazemore makes 2-pt shot at rim
8:39.0,M. Turner misses 2-pt shot from 18 ft,,53-59,,
8:34.0,Offensive rebound by J. Hill,,53-59,,
8:30.0,,,53-59,,Violation by P. Millsap (def goaltending)
8:30.0,M. Turner makes 2-pt shot at rim (assist by P. George),2,55-59,,
8:17.0,,,55-59,,K. Korver misses 3-pt shot from 25 ft
8:16.0,Defensive rebound by J. Hill,,55-59,,
8:09.0,,,55-59,,Personal foul by K. Korver (drawn by M. Turner)
8:04.0,P. George makes 3-pt shot from 24 ft (assist by G. Hill),3,58-59,,
7:49.0,,,58-59,,A. Horford misses 2-pt shot from 19 ft
7:48.0,Defensive rebound by P. George,,58-59,,
7:40.0,P. George misses 2-pt shot from 16 ft,,58-59,,
7:38.0,,,58-59,,Defensive rebound by J. Teague
7:33.0,,,58-59,,J. Teague misses 2-pt shot from 10 ft (block by M. Ellis)
7:33.0,Defensive rebound by Team,,58-59,,
7:33.0,,,58-59,,T. Sefolosha enters the game for K. Bazemore
7:16.0,G. Hill misses 2-pt shot from 17 ft,,58-59,,
7:13.0,,,58-59,,Defensive rebound by T. Sefolosha
7:02.0,,,58-59,,P. Millsap misses 2-pt shot from 6 ft
7:00.0,Defensive rebound by J. Hill,,58-59,,
6:55.0,G. Hill makes 2-pt shot from 1 ft,2,60-59,,
6:37.0,,,60-59,,Turnover by J. Teague (bad pass; steal by M. Turner)
6:33.0,,,60-59,,Personal foul by K. Korver (drawn by P. George)
6:33.0,P. George makes free throw 1 of 2,1,61-59,,
6:33.0,P. George makes free throw 2 of 2,1,62-59,,
6:20.0,,,62-59,,Turnover by K. Korver (bad pass)
6:08.0,M. Ellis misses 2-pt shot from 5 ft,,62-59,,
6:06.0,Offensive rebound by M. Turner,,62-59,,
5:49.0,M. Ellis misses 3-pt shot from 24 ft,,62-59,,
5:47.0,,,62-59,,Defensive rebound by K. Korver
5:38.0,,,62-61,2,P. Millsap makes 2-pt shot from 5 ft
5:38.0,,,62-61,,Shooting foul by M. Turner (drawn by P. Millsap)
5:38.0,,,62-61,,Atlanta full timeout
5:38.0,,,62-61,,M. Muscala enters the game for A. Horford
5:38.0,,,62-61,,D. Schroder enters the game for K. Korver
5:38.0,L. Allen enters the game for M. Turner,,62-61,,
5:38.0,,,62-61,,P. Millsap misses free throw 1 of 1
5:37.0,Defensive rebound by P. George,,62-61,,
5:13.0,G. Hill misses 2-pt shot from 14 ft,,62-61,,
5:10.0,,,62-61,,Defensive rebound by D. Schroder
5:06.0,,,62-61,,J. Teague misses 2-pt shot from 2 ft
5:05.0,Defensive rebound by J. Hill,,62-61,,
4:50.0,P. George misses 2-pt shot from 19 ft,,62-61,,
4:49.0,Offensive rebound by Team,,62-61,,
4:49.0,,,62-61,,K. Bazemore enters the game for J. Teague
4:48.0,Turnover by J. Hill (lost ball),,62-61,,
4:35.0,,,62-61,,Shooting foul by L. Allen (drawn by P. Millsap)
4:35.0,,,62-61,,P. Millsap misses free throw 1 of 2
4:35.0,,,62-61,,Offensive rebound by Team
4:35.0,,,62-61,,P. Millsap misses free throw 2 of 2
4:34.0,Defensive rebound by P. George,,62-61,,
4:21.0,P. George makes 3-pt shot from 24 ft (assist by G. Hill),3,65-61,,
4:06.0,,,65-61,,Shooting foul by L. Allen (drawn by P. Millsap)
4:06.0,,,65-62,1,P. Millsap makes free throw 1 of 2
4:06.0,,,65-62,,P. Millsap misses free throw 2 of 2
4:04.0,Defensive rebound by L. Allen,,65-62,,
3:47.0,M. Ellis makes 3-pt shot from 22 ft (assist by L. Allen),3,68-62,,
3:35.0,,,68-65,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
3:18.0,P. George misses 2-pt shot from 17 ft,,68-65,,
3:17.0,Offensive rebound by Team,,68-65,,
3:17.0,Indiana full timeout,,68-65,,
3:17.0,C. Miles enters the game for G. Hill,,68-65,,
3:11.0,Offensive foul by J. Hill,,68-65,,
3:11.0,Turnover by J. Hill (offensive foul),,68-65,,
2:53.0,,,68-65,,K. Bazemore misses 3-pt shot from 23 ft
2:52.0,Defensive rebound by M. Ellis,,68-65,,
2:32.0,L. Allen makes 2-pt shot at rim (assist by M. Ellis),2,70-65,,
2:32.0,Shooting foul by M. Muscala (drawn by L. Allen),,70-65,,
2:32.0,,,70-65,,A. Horford enters the game for P. Millsap
2:32.0,,,70-65,,M. Scott enters the game for M. Muscala
2:32.0,S. Hill enters the game for J. Hill,,70-65,,
2:32.0,L. Allen makes free throw 1 of 1,1,71-65,,
2:15.0,,,71-65,,Turnover by A. Horford (bad pass; steal by M. Ellis)
2:08.0,P. George misses 3-pt shot from 26 ft,,71-65,,
2:07.0,,,71-65,,Defensive rebound by T. Sefolosha
1:57.0,,,71-67,2,D. Schroder makes 2-pt shot from 18 ft (assist by K. Bazemore)
1:38.0,M. Ellis misses 2-pt shot from 19 ft,,71-67,,
1:36.0,Offensive rebound by S. Hill,,71-67,,
1:34.0,Turnover by C. Miles (step out of bounds),,71-67,,
1:22.0,,,71-69,2,D. Schroder makes 2-pt shot from 19 ft
1:03.0,C. Miles misses 3-pt shot from 24 ft,,71-69,,
1:02.0,Offensive rebound by S. Hill,,71-69,,
1:01.0,Shooting foul by D. Schroder (drawn by C. Miles),,71-69,,
1:01.0,C. Miles misses free throw 1 of 2,,71-69,,
1:01.0,Offensive rebound by Team,,71-69,,
1:01.0,,,71-69,,T. Hardaway enters the game for T. Sefolosha
1:01.0,G. Robinson enters the game for P. George,,71-69,,
1:01.0,C. Miles makes free throw 2 of 2,1,72-69,,
0:49.0,,,72-71,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
0:38.0,M. Ellis misses 2-pt shot from 1 ft,,72-71,,
0:35.0,,,72-71,,Defensive rebound by T. Hardaway
0:31.0,,,72-73,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
0:06.0,S. Hill misses 2-pt shot from 10 ft,,72-73,,
0:06.0,Offensive rebound by Team,,72-73,,
0:02.0,C. Miles misses 2-pt shot from 17 ft,,72-73,,
0:01.0,,,72-73,,Defensive rebound by A. Horford
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,72-73,,K. Bazemore misses 2-pt shot from 11 ft
11:47.0,Defensive rebound by C. Miles,,72-73,,
11:28.0,G. Hill misses 2-pt shot from 20 ft,,72-73,,
11:25.0,,,72-73,,Defensive rebound by M. Scott
11:19.0,Personal foul by S. Hill (drawn by A. Horford),,72-73,,
11:12.0,,,72-73,,K. Bazemore misses 3-pt shot from 22 ft
11:11.0,Defensive rebound by G. Robinson,,72-73,,
10:56.0,S. Hill misses 2-pt shot from 1 ft (block by M. Scott),,72-73,,
10:53.0,,,72-73,,Defensive rebound by M. Scott
10:48.0,,,72-76,3,D. Schroder makes 3-pt shot from 25 ft (assist by T. Hardaway)
10:26.0,,,72-76,,Personal foul by D. Schroder (drawn by G. Hill)
10:26.0,,,72-76,,T. Sefolosha enters the game for K. Bazemore
10:26.0,P. George enters the game for G. Robinson,,72-76,,
10:18.0,,,72-76,,Personal foul by A. Horford (drawn by P. George)
10:08.0,P. George misses 3-pt shot from 24 ft,,72-76,,
10:08.0,,,72-76,,Defensive rebound by D. Schroder
10:01.0,,,72-78,2,D. Schroder makes 2-pt shot from 17 ft
9:48.0,S. Hill misses 3-pt shot from 22 ft,,72-78,,
9:46.0,Offensive rebound by G. Hill,,72-78,,
9:38.0,C. Miles misses 3-pt shot from 25 ft,,72-78,,
9:38.0,,,72-78,,Defensive rebound by Team
9:38.0,Loose ball foul by P. George (drawn by D. Schroder),,72-78,,
9:22.0,,,72-78,,A. Horford misses 2-pt shot from 19 ft
9:19.0,Defensive rebound by C. Miles,,72-78,,
9:06.0,S. Hill misses 3-pt shot from 24 ft,,72-78,,
9:04.0,,,72-78,,Defensive rebound by A. Horford
8:39.0,,,72-78,,T. Hardaway misses 3-pt shot from 23 ft
8:38.0,,,72-78,,Offensive rebound by T. Sefolosha
8:21.0,,,72-78,,D. Schroder misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by L. Allen,,72-78,,
8:10.0,C. Miles makes 2-pt shot from 1 ft,2,74-78,,
8:09.0,,,74-78,,Atlanta full timeout
8:09.0,M. Turner enters the game for S. Hill,,74-78,,
8:09.0,,,74-78,,P. Millsap enters the game for A. Horford
7:53.0,,,74-78,,Offensive charge foul by D. Schroder
7:53.0,,,74-78,,Turnover by D. Schroder (offensive foul)
7:53.0,,,74-78,,J. Teague enters the game for D. Schroder
7:35.0,M. Turner makes 2-pt shot at rim,2,76-78,,
7:27.0,,,76-78,,K. Korver enters the game for T. Sefolosha
7:27.0,,,76-78,,K. Bazemore enters the game for T. Hardaway
7:15.0,,,76-78,,J. Teague misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by M. Turner,,76-78,,
7:08.0,C. Miles misses 2-pt shot from 1 ft,,76-78,,
7:04.0,Offensive rebound by L. Allen,,76-78,,
7:03.0,Turnover by L. Allen (bad pass; steal by J. Teague),,76-78,,
7:02.0,,,76-78,,Turnover by J. Teague (bad pass)
7:02.0,,,76-78,,A. Horford enters the game for M. Scott
6:44.0,C. Miles misses 2-pt shot from 17 ft,,76-78,,
6:42.0,,,76-78,,Defensive rebound by K. Korver
6:39.0,,,76-80,2,J. Teague makes 2-pt shot from 2 ft
6:39.0,,,76-80,,Shooting foul by G. Hill (drawn by J. Teague)
6:39.0,M. Ellis enters the game for G. Hill,,76-80,,
6:39.0,,,76-81,1,J. Teague makes free throw 1 of 1
6:23.0,C. Miles makes 3-pt shot from 25 ft (assist by L. Allen),3,79-81,,
6:02.0,,,79-84,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
6:02.0,L. Allen misses 2-pt shot from 2 ft (block by P. Millsap),,79-84,,
6:02.0,Offensive rebound by M. Turner,,79-84,,
5:41.0,M. Turner misses 2-pt shot from 2 ft,,79-84,,
5:39.0,Offensive rebound by L. Allen,,79-84,,
5:39.0,L. Allen misses 2-pt shot from 1 ft,,79-84,,
5:38.0,Offensive rebound by L. Allen,,79-84,,
5:36.0,L. Allen makes 2-pt shot from 3 ft,2,81-84,,
5:25.0,,,81-84,,P. Millsap misses 3-pt shot from 24 ft
5:24.0,Defensive rebound by P. George,,81-84,,
5:15.0,L. Allen misses 2-pt shot at rim,,81-84,,
5:14.0,Offensive rebound by M. Turner,,81-84,,
5:14.0,M. Turner makes 2-pt shot from 2 ft,2,83-84,,
4:59.0,,,83-84,,A. Horford misses 3-pt shot from 23 ft
4:58.0,Defensive rebound by C. Miles,,83-84,,
4:50.0,P. George makes 3-pt shot from 24 ft (assist by C. Miles),3,86-84,,
4:49.0,,,86-84,,Atlanta full timeout
4:49.0,Official timeout,,86-84,,
4:49.0,G. Hill enters the game for L. Allen,,86-84,,
4:49.0,J. Hill enters the game for C. Miles,,86-84,,
4:24.0,,,86-86,2,A. Horford makes 2-pt shot from 17 ft (assist by K. Bazemore)
4:10.0,M. Turner misses 2-pt shot from 18 ft,,86-86,,
4:08.0,,,86-86,,Defensive rebound by A. Horford
4:00.0,,,86-89,3,A. Horford makes 3-pt shot from 24 ft (assist by K. Bazemore)
3:43.0,Shooting foul by K. Korver (drawn by J. Hill),,86-89,,
3:43.0,J. Hill misses free throw 1 of 2,,86-89,,
3:43.0,Offensive rebound by Team,,86-89,,
3:43.0,J. Hill makes free throw 2 of 2,1,87-89,,
3:23.0,,,87-91,2,K. Bazemore makes 2-pt shot at rim
3:23.0,Violation by M. Turner (def goaltending),,87-91,,
3:23.0,Indiana full timeout,,87-91,,
3:23.0,,,87-91,,T. Sefolosha enters the game for K. Korver
3:23.0,L. Allen enters the game for M. Turner,,87-91,,
3:06.0,M. Ellis misses 3-pt shot from 22 ft,,87-91,,
3:04.0,Offensive rebound by J. Hill,,87-91,,
3:02.0,Turnover by J. Hill (bad pass),,87-91,,
3:02.0,,,87-91,,K. Korver enters the game for T. Sefolosha
2:37.0,,,87-93,2,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore)
2:17.0,P. George misses 2-pt shot from 1 ft (block by P. Millsap),,87-93,,
2:15.0,Offensive rebound by P. George,,87-93,,
2:12.0,M. Ellis makes 3-pt shot from 23 ft (assist by P. George),3,90-93,,
1:53.0,,,90-93,,A. Horford misses 3-pt shot from 22 ft
1:52.0,Defensive rebound by L. Allen,,90-93,,
1:45.0,,,90-93,,Personal foul by K. Korver (drawn by G. Hill)
1:45.0,,,90-93,,T. Sefolosha enters the game for K. Korver
1:38.0,M. Ellis misses 3-pt shot from 23 ft,,90-93,,
1:36.0,,,90-93,,Defensive rebound by P. Millsap
1:19.0,,,90-95,2,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague)
1:19.0,Indiana full timeout,,90-95,,
1:07.0,P. George misses 3-pt shot from 24 ft,,90-95,,
1:04.0,Offensive rebound by P. George,,90-95,,
1:02.0,P. George makes 3-pt shot from 26 ft,3,93-95,,
0:42.0,,,93-97,2,J. Teague makes 2-pt shot from 17 ft
0:42.0,Indiana full timeout,,93-97,,
