time,Minnesota,pts.away,score,pts.home,Houston
2:29.0,Offensive rebound by Team,,17-28,,
2:29.0,G. Smith misses free throw 2 of 2,,17-28,,
2:29.0,,,17-28,,Defensive rebound by J. Harden
2:12.0,,,17-28,,J. Harden misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by K. Towns,,17-28,,
1:55.0,K. Towns makes 2-pt shot from 9 ft,2,19-28,,
1:32.0,,,19-28,,D. Howard enters the game for C. Capela
1:32.0,S. Muhammad enters the game for A. Wiggins,,19-28,,
1:28.0,,,19-31,3,J. Harden makes 3-pt shot from 28 ft (assist by J. Terry)
1:12.0,K. Towns makes 2-pt shot from 20 ft (assist by Z. LaVine),2,21-31,,
0:59.0,,,21-31,,M. Beasley misses 2-pt shot from 7 ft
0:58.0,Defensive rebound by T. Jones,,21-31,,
0:44.0,S. Muhammad makes 2-pt shot from 3 ft,2,23-31,,
0:27.0,,,23-31,,M. Beasley misses 2-pt shot from 20 ft
0:27.0,,,23-31,,Offensive rebound by D. Howard
0:04.0,,,23-31,,J. Harden misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by K. Towns,,23-31,,
0:00.0,Z. LaVine misses 3-pt shot from 26 ft,,23-31,,
0:00.0,Offensive rebound by Team,,23-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,23-33,2,D. Howard makes 2-pt shot from 8 ft
11:16.0,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones),2,25-33,,
11:16.0,Shooting foul by D. Motiejunas (drawn by K. Towns),,25-33,,
11:16.0,K. Towns makes free throw 1 of 1,1,26-33,,
11:00.0,Personal foul by G. Smith,,26-33,,
10:47.0,,,26-33,,J. Terry misses 3-pt shot from 25 ft
10:47.0,,,26-33,,Offensive rebound by D. Howard
10:47.0,Loose ball foul by G. Smith,,26-33,,
10:44.0,,,26-33,,Turnover by C. Brewer (lost ball; steal by G. Smith)
10:38.0,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones),2,28-33,,
10:18.0,,,28-35,2,D. Motiejunas makes 2-pt shot from 6 ft (assist by P. Beverley)
9:59.0,T. Prince makes 2-pt shot from 20 ft (assist by S. Muhammad),2,30-35,,
9:39.0,,,30-35,,P. Beverley misses 3-pt shot from 24 ft
9:38.0,Defensive rebound by K. Towns,,30-35,,
9:19.0,S. Muhammad misses 2-pt shot from 8 ft (block by C. Brewer),,30-35,,
9:19.0,Offensive rebound by Team,,30-35,,
9:19.0,G. Dieng enters the game for K. Towns,,30-35,,
9:18.0,,,30-35,,Personal foul by D. Motiejunas
9:11.0,Turnover by G. Smith (lost ball; steal by D. Howard),,30-35,,
8:56.0,,,30-37,2,D. Motiejunas makes 2-pt shot from 7 ft (assist by P. Beverley)
8:42.0,S. Muhammad makes 2-pt shot from 20 ft,2,32-37,,
8:26.0,,,32-37,,D. Motiejunas misses 2-pt shot from 17 ft
8:25.0,Defensive rebound by T. Jones,,32-37,,
8:19.0,Minnesota full timeout,,32-37,,
8:19.0,,,32-37,,T. Ariza enters the game for C. Brewer
8:19.0,A. Payne enters the game for G. Smith,,32-37,,
8:08.0,T. Jones misses 2-pt shot from 11 ft,,32-37,,
8:07.0,,,32-37,,Defensive rebound by D. Motiejunas
7:52.0,,,32-39,2,J. Terry makes 2-pt shot from 9 ft
7:26.0,G. Dieng misses 2-pt shot from 7 ft,,32-39,,
7:25.0,,,32-39,,Defensive rebound by D. Motiejunas
7:19.0,,,32-39,,Turnover by P. Beverley (lost ball; steal by S. Muhammad)
7:13.0,G. Dieng makes 2-pt shot at rim (assist by T. Jones),2,34-39,,
6:55.0,,,34-39,,J. Terry misses 3-pt shot from 24 ft
6:54.0,Defensive rebound by G. Dieng,,34-39,,
6:31.0,S. Muhammad makes 2-pt shot at rim (assist by A. Payne),2,36-39,,
5:59.0,,,36-42,3,P. Beverley makes 3-pt shot from 23 ft
5:45.0,G. Dieng misses 2-pt shot from 18 ft,,36-42,,
5:44.0,,,36-42,,Defensive rebound by D. Motiejunas
5:36.0,,,36-42,,Turnover by D. Motiejunas (lost ball; steal by T. Prince)
5:30.0,T. Jones makes 2-pt shot from 6 ft (assist by T. Prince),2,38-42,,
5:30.0,,,38-42,,Houston full timeout
5:30.0,,,38-42,,J. Harden enters the game for D. Howard
5:30.0,,,38-42,,C. Capela enters the game for J. Terry
5:30.0,Z. LaVine enters the game for T. Jones,,38-42,,
5:30.0,R. Rubio enters the game for S. Muhammad,,38-42,,
5:30.0,A. Wiggins enters the game for T. Prince,,38-42,,
5:12.0,,,38-44,2,D. Motiejunas makes 2-pt shot from 1 ft (assist by J. Harden)
4:52.0,G. Dieng makes 2-pt shot at rim (assist by A. Payne),2,40-44,,
4:35.0,,,40-44,,Turnover by J. Harden (lost ball; steal by A. Wiggins)
4:31.0,,,40-44,,Violation by D. Motiejunas (def goaltending)
4:31.0,R. Rubio makes 2-pt shot from 1 ft (assist by A. Wiggins),2,42-44,,
4:13.0,,,42-44,,T. Ariza misses 3-pt shot from 22 ft
4:12.0,Defensive rebound by Z. LaVine,,42-44,,
4:02.0,A. Payne misses 2-pt shot from 5 ft,,42-44,,
4:01.0,,,42-44,,Defensive rebound by D. Motiejunas
3:51.0,,,42-44,,D. Motiejunas misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by A. Payne,,42-44,,
3:43.0,,,42-44,,Personal foul by T. Ariza
3:43.0,,,42-44,,M. Beasley enters the game for D. Motiejunas
3:35.0,Shooting foul by M. Beasley (drawn by G. Dieng),,42-44,,
3:35.0,G. Dieng makes free throw 1 of 2,1,43-44,,
3:35.0,G. Dieng makes free throw 2 of 2,1,44-44,,
3:19.0,,,44-46,2,T. Ariza makes 2-pt shot from 4 ft (assist by J. Harden)
2:53.0,Turnover by R. Rubio (lost ball; steal by T. Ariza),,44-46,,
2:35.0,,,44-48,2,J. Harden makes 2-pt shot from 15 ft (assist by P. Beverley)
2:17.0,Z. LaVine misses 2-pt shot from 17 ft,,44-48,,
2:16.0,Offensive rebound by A. Payne,,44-48,,
2:15.0,A. Payne misses 2-pt shot from 2 ft,,44-48,,
2:12.0,Offensive rebound by G. Dieng,,44-48,,
1:56.0,Shooting foul by T. Ariza (drawn by G. Dieng),,44-48,,
1:56.0,Minnesota full timeout,,44-48,,
1:56.0,K. Towns enters the game for A. Payne,,44-48,,
1:56.0,,,44-48,,D. Howard enters the game for C. Capela
1:56.0,G. Dieng misses free throw 1 of 2,,44-48,,
1:56.0,Offensive rebound by Team,,44-48,,
1:56.0,G. Dieng makes free throw 2 of 2,1,45-48,,
1:40.0,,,45-48,,Shooting foul by Z. LaVine (drawn by J. Harden)
1:40.0,,,45-49,1,J. Harden makes free throw 1 of 2
1:40.0,S. Muhammad enters the game for Z. LaVine,,45-49,,
1:40.0,,,45-50,1,J. Harden makes free throw 2 of 2
1:22.0,K. Towns makes 2-pt shot from 1 ft (assist by G. Dieng),2,47-50,,
1:09.0,,,47-52,2,M. Beasley makes 2-pt shot from 17 ft (assist by J. Harden)
0:45.0,S. Muhammad makes 3-pt shot from 25 ft (assist by A. Wiggins),3,50-52,,
0:35.0,,,50-54,2,M. Beasley makes 2-pt shot at rim (assist by P. Beverley)
0:23.0,Shooting foul by P. Beverley (drawn by K. Towns),,50-54,,
0:23.0,K. Towns makes free throw 1 of 2,1,51-54,,
0:23.0,K. Towns makes free throw 2 of 2,1,52-54,,
0:02.0,,,52-54,,J. Harden misses 3-pt shot from 25 ft
0:01.0,,,52-54,,Offensive rebound by P. Beverley
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,52-56,2,T. Ariza makes 2-pt shot from 13 ft
11:26.0,R. Rubio misses 3-pt shot from 25 ft,,52-56,,
11:25.0,,,52-56,,Defensive rebound by D. Motiejunas
11:23.0,,,52-56,,Turnover by P. Beverley (bad pass)
11:02.0,Z. LaVine misses 2-pt shot from 13 ft,,52-56,,
11:01.0,Offensive rebound by G. Dieng,,52-56,,
11:00.0,G. Dieng misses 2-pt shot from 7 ft,,52-56,,
10:59.0,,,52-56,,Defensive rebound by J. Harden
10:51.0,,,52-56,,P. Beverley misses 3-pt shot from 23 ft
10:50.0,Defensive rebound by K. Towns,,52-56,,
10:44.0,Z. LaVine misses 2-pt shot from 4 ft (block by P. Beverley),,52-56,,
10:43.0,,,52-56,,Defensive rebound by T. Ariza
10:34.0,,,52-59,3,T. Ariza makes 3-pt shot from 25 ft
10:17.0,,,52-59,,Personal foul by D. Motiejunas
10:01.0,K. Towns makes 2-pt shot from 6 ft,2,54-59,,
9:40.0,,,54-61,2,J. Harden makes 2-pt shot from 14 ft
9:28.0,A. Wiggins misses 3-pt shot from 25 ft,,54-61,,
9:28.0,,,54-61,,Defensive rebound by D. Howard
9:15.0,,,54-63,2,D. Motiejunas makes 2-pt shot from 5 ft (assist by P. Beverley)
9:15.0,Minnesota full timeout,,54-63,,
8:57.0,Z. LaVine misses 2-pt shot from 4 ft,,54-63,,
8:56.0,,,54-63,,Defensive rebound by D. Howard
8:50.0,,,54-66,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley)
8:29.0,A. Wiggins makes 2-pt shot from 4 ft (assist by G. Dieng),2,56-66,,
8:07.0,,,56-66,,Turnover by D. Howard (lost ball; steal by K. Towns)
8:02.0,R. Rubio makes 2-pt shot from 3 ft,2,58-66,,
7:46.0,,,58-66,,Turnover by J. Harden (lost ball; steal by G. Dieng)
7:38.0,R. Rubio makes 2-pt shot from 2 ft,2,60-66,,
7:38.0,Shooting foul by D. Howard (drawn by R. Rubio),,60-66,,
7:38.0,R. Rubio makes free throw 1 of 1,1,61-66,,
7:25.0,,,61-66,,P. Beverley misses 3-pt shot from 23 ft
7:24.0,,,61-66,,Offensive rebound by D. Motiejunas
7:22.0,,,61-66,,Turnover by D. Howard (bad pass)
7:06.0,K. Towns makes 2-pt shot from 8 ft (assist by A. Wiggins),2,63-66,,
6:56.0,,,63-66,,Shooting foul by K. Towns (drawn by J. Harden)
6:56.0,,,63-67,1,J. Harden makes free throw 1 of 2
6:56.0,,,63-68,1,J. Harden makes free throw 2 of 2
6:38.0,G. Dieng misses 2-pt shot from 9 ft,,63-68,,
6:37.0,,,63-68,,Defensive rebound by D. Howard
6:26.0,,,63-70,2,D. Howard makes 2-pt shot at rim (assist by P. Beverley)
6:04.0,Turnover by R. Rubio (lost ball; steal by J. Harden),,63-70,,
5:59.0,,,63-72,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
5:58.0,Minnesota full timeout,,63-72,,
5:47.0,K. Towns misses 2-pt shot from 3 ft (block by D. Howard),,63-72,,
5:46.0,Offensive rebound by K. Towns,,63-72,,
5:46.0,Offensive charge foul by K. Towns,,63-72,,
5:46.0,Turnover by K. Towns (offensive foul),,63-72,,
5:34.0,,,63-72,,T. Ariza misses 3-pt shot from 23 ft
5:34.0,,,63-72,,Offensive rebound by Team
5:34.0,Loose ball foul by G. Dieng,,63-72,,
5:34.0,,,63-72,,M. Beasley enters the game for D. Motiejunas
5:26.0,,,63-74,2,J. Harden makes 2-pt shot from 5 ft
5:07.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,65-74,,
4:52.0,,,65-77,3,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden)
4:38.0,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio),2,67-77,,
4:28.0,,,67-79,2,J. Harden makes 2-pt shot from 1 ft (assist by P. Beverley)
4:09.0,Shooting foul by J. Harden (drawn by G. Dieng),,67-79,,
4:09.0,G. Dieng makes free throw 1 of 2,1,68-79,,
4:09.0,,,68-79,,C. Capela enters the game for D. Howard
4:09.0,G. Dieng makes free throw 2 of 2,1,69-79,,
3:55.0,,,69-79,,T. Ariza misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by K. Towns,,69-79,,
3:43.0,G. Dieng misses 2-pt shot from 15 ft,,69-79,,
3:42.0,Offensive rebound by K. Towns,,69-79,,
3:41.0,K. Towns makes 2-pt shot at rim,2,71-79,,
3:36.0,,,71-79,,Shooting foul by G. Dieng (drawn by T. Ariza)
3:36.0,,,71-80,1,T. Ariza makes free throw 1 of 2
3:36.0,,,71-80,,J. Terry enters the game for P. Beverley
3:36.0,,,71-81,1,T. Ariza makes free throw 2 of 2
3:23.0,A. Wiggins makes 3-pt shot from 22 ft (assist by G. Dieng),3,74-81,,
3:12.0,,,74-81,,Turnover by J. Harden (lost ball; steal by G. Dieng)
3:07.0,Z. LaVine makes 2-pt shot at rim,2,76-81,,
2:51.0,,,76-83,2,C. Capela makes 2-pt shot from 1 ft (assist by T. Ariza)
2:39.0,,,76-83,,Violation by C. Capela (kicked ball)
2:39.0,,,76-83,,Houston full timeout
2:39.0,T. Jones enters the game for A. Wiggins,,76-83,,
2:39.0,S. Muhammad enters the game for G. Dieng,,76-83,,
2:39.0,T. Prince enters the game for R. Rubio,,76-83,,
2:39.0,,,76-83,,K. McDaniels enters the game for T. Ariza
2:26.0,Z. LaVine misses 3-pt shot from 25 ft,,76-83,,
2:25.0,,,76-83,,Defensive rebound by C. Capela
2:18.0,,,76-86,3,J. Harden makes 3-pt shot from 24 ft
1:58.0,T. Prince misses 2-pt shot from 21 ft,,76-86,,
1:57.0,,,76-86,,Defensive rebound by M. Beasley
1:51.0,,,76-88,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
1:22.0,S. Muhammad misses 2-pt shot from 1 ft,,76-88,,
1:21.0,,,76-88,,Defensive rebound by C. Capela
1:10.0,,,76-88,,Turnover by J. Harden (lost ball; steal by Z. LaVine)
1:03.0,T. Jones misses 3-pt shot from 25 ft,,76-88,,
1:02.0,,,76-88,,Defensive rebound by M. Beasley
0:49.0,,,76-88,,J. Harden misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by T. Prince,,76-88,,
0:48.0,Z. LaVine misses 2-pt shot from 2 ft (block by M. Beasley),,76-88,,
0:42.0,Offensive rebound by K. Towns,,76-88,,
0:42.0,K. Towns misses 2-pt shot from 2 ft (block by C. Capela),,76-88,,
0:42.0,Offensive rebound by Team,,76-88,,
0:40.0,K. Towns misses 2-pt shot from 20 ft,,76-88,,
0:38.0,Offensive rebound by S. Muhammad,,76-88,,
0:23.0,K. Towns makes 2-pt shot from 6 ft (assist by S. Muhammad),2,78-88,,
0:10.0,Personal foul by Z. LaVine,,78-88,,
0:02.0,,,78-88,,Turnover by J. Harden (lost ball; steal by Z. LaVine)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,K. Towns makes 2-pt shot from 22 ft (assist by T. Prince),2,80-88,,
11:24.0,,,80-90,2,M. Beasley makes 2-pt shot at rim (assist by P. Beverley)
11:05.0,K. Towns misses 2-pt shot from 12 ft,,80-90,,
11:05.0,Offensive rebound by K. Towns,,80-90,,
11:05.0,Shooting foul by D. Howard (drawn by K. Towns),,80-90,,
11:05.0,K. Towns makes free throw 1 of 2,1,81-90,,
11:05.0,A. Wiggins enters the game for Z. LaVine,,81-90,,
11:05.0,K. Towns makes free throw 2 of 2,1,82-90,,
10:48.0,,,82-92,2,D. Howard makes 2-pt shot from 1 ft (assist by P. Beverley)
10:33.0,K. Towns makes 2-pt shot from 17 ft (assist by T. Jones),2,84-92,,
10:19.0,,,84-92,,Shooting foul by T. Jones (drawn by P. Beverley)
10:19.0,,,84-92,,P. Beverley misses free throw 1 of 2
10:19.0,,,84-92,,Offensive rebound by Team
10:19.0,,,84-93,1,P. Beverley makes free throw 2 of 2
10:13.0,,,84-93,,Personal foul by P. Beverley
10:05.0,K. Towns misses 2-pt shot from 12 ft,,84-93,,
10:04.0,,,84-93,,Defensive rebound by M. Beasley
9:56.0,,,84-93,,Turnover by K. McDaniels (traveling)
9:45.0,T. Prince misses 3-pt shot from 23 ft,,84-93,,
9:44.0,,,84-93,,Defensive rebound by M. Beasley
9:37.0,,,84-93,,M. Beasley misses 2-pt shot from 1 ft
9:36.0,,,84-93,,Offensive rebound by K. McDaniels
9:22.0,,,84-93,,K. McDaniels misses 3-pt shot from 23 ft
9:21.0,,,84-93,,Offensive rebound by P. Beverley
9:20.0,,,84-95,2,P. Beverley makes 2-pt shot from 1 ft
8:58.0,Shooting foul by P. Beverley (drawn by A. Wiggins),,84-95,,
8:58.0,Minnesota full timeout,,84-95,,
8:58.0,G. Dieng enters the game for K. Towns,,84-95,,
8:58.0,,,84-95,,T. Ariza enters the game for P. Beverley
8:58.0,,,84-95,,J. Harden enters the game for K. McDaniels
8:58.0,A. Wiggins makes free throw 1 of 2,1,85-95,,
8:58.0,A. Wiggins makes free throw 2 of 2,1,86-95,,
8:44.0,,,86-95,,Turnover by J. Harden (lost ball; steal by A. Wiggins)
8:40.0,A. Wiggins makes 2-pt shot at rim,2,88-95,,
8:22.0,,,88-95,,Shooting foul by G. Dieng (drawn by D. Howard)
8:22.0,,,88-95,,D. Howard misses free throw 1 of 2
8:22.0,,,88-95,,Offensive rebound by Team
8:22.0,K. Towns enters the game for T. Prince,,88-95,,
8:22.0,R. Rubio enters the game for T. Jones,,88-95,,
8:22.0,,,88-95,,D. Howard misses free throw 2 of 2
8:22.0,Defensive rebound by K. Towns,,88-95,,
8:01.0,R. Rubio misses 3-pt shot from 24 ft,,88-95,,
8:01.0,,,88-95,,Defensive rebound by T. Ariza
7:52.0,,,88-95,,Turnover by J. Harden (lost ball; steal by A. Wiggins)
7:35.0,R. Rubio makes 2-pt shot from 1 ft,2,90-95,,
7:17.0,,,90-97,2,D. Howard makes 2-pt shot from 4 ft
6:58.0,,,90-97,,D. Motiejunas enters the game for D. Howard
6:58.0,,,90-97,,C. Capela enters the game for M. Beasley
6:58.0,,,90-97,,P. Beverley enters the game for J. Terry
6:53.0,K. Towns misses 3-pt shot from 25 ft,,90-97,,
6:53.0,,,90-97,,Defensive rebound by P. Beverley
6:47.0,,,90-99,2,J. Harden makes 2-pt shot from 2 ft
6:43.0,Shooting foul by P. Beverley (drawn by S. Muhammad),,90-99,,
6:43.0,S. Muhammad misses free throw 1 of 2,,90-99,,
6:43.0,Offensive rebound by Team,,90-99,,
6:43.0,,,90-99,,J. Terry enters the game for P. Beverley
6:43.0,S. Muhammad makes free throw 2 of 2,1,91-99,,
6:35.0,,,91-99,,Shooting foul by R. Rubio (drawn by T. Ariza)
6:35.0,,,91-99,,T. Ariza misses free throw 1 of 2
6:35.0,,,91-99,,Offensive rebound by Team
6:35.0,Minnesota full timeout,,91-99,,
6:35.0,Z. LaVine enters the game for S. Muhammad,,91-99,,
6:35.0,,,91-99,,T. Ariza misses free throw 2 of 2
6:35.0,Defensive rebound by K. Towns,,91-99,,
6:18.0,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins),2,93-99,,
6:02.0,,,93-101,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
5:47.0,A. Wiggins makes 2-pt shot from 2 ft,2,95-101,,
5:34.0,,,95-104,3,D. Motiejunas makes 3-pt shot from 25 ft (assist by J. Harden)
5:15.0,Turnover by R. Rubio (bad pass),,95-104,,
5:05.0,,,95-106,2,J. Harden makes 2-pt shot from 10 ft
4:45.0,Turnover by A. Wiggins (lost ball),,95-106,,
4:33.0,,,95-106,,J. Terry misses 3-pt shot from 22 ft
4:32.0,Defensive rebound by G. Dieng,,95-106,,
4:26.0,R. Rubio makes 2-pt shot from 20 ft,2,97-106,,
4:15.0,Personal take foul by G. Dieng,,97-106,,
4:15.0,,,97-106,,M. Beasley enters the game for C. Capela
4:05.0,,,97-106,,J. Terry misses 2-pt shot from 22 ft
4:04.0,,,97-106,,Offensive rebound by D. Motiejunas
3:53.0,,,97-106,,J. Harden misses 2-pt shot from 5 ft
3:52.0,Defensive rebound by G. Dieng,,97-106,,
3:41.0,Turnover by A. Wiggins (lost ball; steal by J. Harden),,97-106,,
3:37.0,,,97-106,,Turnover by J. Harden (lost ball; steal by Z. LaVine)
3:32.0,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio),2,99-106,,
3:08.0,,,99-106,,D. Motiejunas misses 2-pt shot from 10 ft
3:07.0,,,99-106,,Offensive rebound by Team
3:01.0,,,99-106,,J. Harden misses 3-pt shot from 23 ft
3:00.0,Defensive rebound by A. Wiggins,,99-106,,
2:53.0,Turnover by A. Wiggins (lost ball; steal by J. Terry),,99-106,,
2:48.0,,,99-106,,J. Harden misses 2-pt shot from 3 ft (block by K. Towns)
2:47.0,Defensive rebound by R. Rubio,,99-106,,
2:41.0,,,99-106,,Personal foul by M. Beasley
2:41.0,,,99-106,,Houston full timeout
2:41.0,,,99-106,,P. Beverley enters the game for J. Terry
2:41.0,K. Towns makes free throw 1 of 2,1,100-106,,
2:41.0,K. Towns misses free throw 2 of 2,,100-106,,
2:41.0,,,100-106,,Defensive rebound by J. Harden
2:23.0,,,100-106,,M. Beasley misses 2-pt shot from 1 ft
2:22.0,,,100-106,,Offensive rebound by D. Motiejunas
2:21.0,,,100-108,2,D. Motiejunas makes 2-pt shot from 2 ft
2:20.0,,,100-108,,Violation by Team (delay of game)
2:02.0,Turnover by A. Wiggins (lost ball; steal by D. Motiejunas),,100-108,,
1:58.0,,,100-110,2,M. Beasley makes 2-pt shot at rim (assist by T. Ariza)
1:58.0,Minnesota full timeout,,100-110,,
