time,Cleveland,pts.away,score,pts.home,Indiana
1:49.0,K. Love makes free throw 2 of 2,1,58-65,,
1:35.0,,,58-65,,Turnover by P. George (lost ball; steal by R. Jefferson)
1:30.0,,,58-65,,Personal foul by G. Hill
1:30.0,K. Irving makes free throw 1 of 2,1,59-65,,
1:30.0,C. Frye enters the game for K. Love,,59-65,,
1:30.0,K. Irving misses free throw 2 of 2,,59-65,,
1:30.0,,,59-65,,Defensive rebound by C. Miles
1:14.0,,,59-67,2,P. George makes 2-pt shot from 1 ft
1:05.0,I. Shumpert misses 3-pt shot from 23 ft,,59-67,,
1:02.0,Offensive rebound by M. Dellavedova,,59-67,,
0:52.0,C. Frye misses 3-pt shot from 24 ft,,59-67,,
0:51.0,,,59-67,,Defensive rebound by Team
0:47.0,Personal foul by I. Shumpert,,59-67,,
0:47.0,,,59-67,,Indiana full timeout
0:47.0,,,59-67,,R. Stuckey enters the game for I. Mahinmi
0:47.0,,,59-67,,L. Allen enters the game for G. Hill
0:31.0,,,59-70,3,C. Miles makes 3-pt shot from 26 ft (assist by L. Allen)
0:17.0,K. Irving makes 2-pt shot from 1 ft,2,61-70,,
0:00.0,,,61-70,,R. Stuckey misses 3-pt shot from 25 ft
0:00.0,,,61-70,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,K. Love misses 3-pt shot from 24 ft,,61-70,,
11:42.0,,,61-70,,Defensive rebound by M. Ellis
11:30.0,Personal foul by I. Shumpert,,61-70,,
11:19.0,,,61-70,,M. Ellis misses 3-pt shot from 23 ft
11:18.0,,,61-70,,Offensive rebound by I. Mahinmi
11:17.0,,,61-70,,Shooting foul by K. Love (drawn by I. Mahinmi)
11:17.0,,,61-71,1,I. Mahinmi makes free throw 1 of 2
11:17.0,,,61-72,1,I. Mahinmi makes free throw 2 of 2
11:05.0,Shooting foul by S. Hill (drawn by K. Love),,61-72,,
11:05.0,K. Love makes free throw 1 of 2,1,62-72,,
11:05.0,K. Love makes free throw 2 of 2,1,63-72,,
10:47.0,,,63-75,3,G. Hill makes 3-pt shot from 24 ft (assist by M. Ellis)
10:35.0,K. Irving misses 3-pt shot from 27 ft,,63-75,,
10:34.0,,,63-75,,Defensive rebound by P. George
10:28.0,,,63-75,,Turnover by P. George (lost ball)
10:13.0,K. Love misses 2-pt shot from 17 ft,,63-75,,
10:13.0,,,63-75,,Defensive rebound by P. George
10:03.0,,,63-75,,G. Hill misses 2-pt shot from 18 ft
10:02.0,Defensive rebound by K. Love,,63-75,,
9:52.0,K. Irving makes 2-pt shot from 13 ft,2,65-75,,
9:32.0,,,65-75,,I. Mahinmi misses 2-pt shot from 4 ft
9:31.0,,,65-75,,Offensive rebound by I. Mahinmi
9:30.0,,,65-75,,Offensive charge foul by I. Mahinmi
9:30.0,,,65-75,,Turnover by I. Mahinmi (offensive foul)
9:16.0,K. Irving makes 3-pt shot from 25 ft (assist by J. Smith),3,68-75,,
8:56.0,Violation by T. Mozgov (def goaltending),,68-75,,
8:56.0,,,68-77,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by P. George)
8:37.0,J. Smith makes 2-pt shot from 13 ft,2,70-77,,
8:27.0,,,70-77,,S. Hill misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by K. Irving,,70-77,,
8:22.0,K. Love misses 2-pt shot from 2 ft (block by S. Hill),,70-77,,
8:21.0,,,70-77,,Defensive rebound by M. Ellis
8:15.0,,,70-79,2,S. Hill makes 2-pt shot from 1 ft (assist by M. Ellis)
8:08.0,Cleveland full timeout,,70-79,,
8:08.0,R. Jefferson enters the game for K. Love,,70-79,,
7:58.0,J. Smith misses 2-pt shot from 7 ft,,70-79,,
7:57.0,,,70-79,,Defensive rebound by M. Ellis
7:45.0,,,70-81,2,G. Hill makes 2-pt shot from 2 ft (assist by I. Mahinmi)
7:30.0,Turnover by K. Irving (lost ball; steal by S. Hill),,70-81,,
7:24.0,,,70-81,,Turnover by S. Hill (lost ball; steal by R. Jefferson)
7:10.0,R. Jefferson makes 2-pt shot from 3 ft (assist by J. Smith),2,72-81,,
6:47.0,,,72-83,2,M. Ellis makes 2-pt shot from 17 ft
6:27.0,K. Irving makes 2-pt shot from 2 ft,2,74-83,,
6:16.0,,,74-83,,Turnover by I. Mahinmi (traveling)
6:02.0,K. Irving misses 3-pt shot from 26 ft,,74-83,,
6:01.0,,,74-83,,Defensive rebound by M. Ellis
5:52.0,,,74-83,,M. Ellis misses 2-pt shot from 2 ft (block by J. Smith)
5:51.0,Defensive rebound by T. Mozgov,,74-83,,
5:43.0,J. Smith misses 3-pt shot from 24 ft,,74-83,,
5:42.0,,,74-83,,Defensive rebound by I. Mahinmi
5:26.0,Personal foul by I. Shumpert,,74-83,,
5:20.0,,,74-86,3,P. George makes 3-pt shot from 24 ft (assist by I. Mahinmi)
5:00.0,Turnover by I. Shumpert (lost ball; steal by I. Mahinmi),,74-86,,
4:55.0,,,74-86,,Shooting foul by R. Jefferson (drawn by I. Mahinmi)
4:55.0,,,74-87,1,I. Mahinmi makes free throw 1 of 2
4:55.0,T. Thompson enters the game for I. Shumpert,,74-87,,
4:55.0,,,74-88,1,I. Mahinmi makes free throw 2 of 2
4:45.0,Shooting foul by G. Hill (drawn by K. Irving),,74-88,,
4:45.0,K. Irving makes free throw 1 of 2,1,75-88,,
4:45.0,,,75-88,,R. Stuckey enters the game for G. Hill
4:45.0,K. Irving makes free throw 2 of 2,1,76-88,,
4:21.0,,,76-88,,M. Ellis misses 2-pt shot from 19 ft
4:20.0,Defensive rebound by T. Mozgov,,76-88,,
4:11.0,K. Irving makes 2-pt shot from 14 ft,2,78-88,,
4:11.0,,,78-88,,Indiana full timeout
4:11.0,,,78-88,,L. Allen enters the game for S. Hill
3:54.0,,,78-91,3,P. George makes 3-pt shot from 26 ft (assist by I. Mahinmi)
3:32.0,J. Smith misses 2-pt shot from 4 ft,,78-91,,
3:32.0,,,78-91,,Defensive rebound by I. Mahinmi
3:07.0,,,78-91,,R. Stuckey misses 3-pt shot from 24 ft
3:06.0,,,78-91,,Offensive rebound by R. Stuckey
3:01.0,,,78-94,3,P. George makes 3-pt shot from 25 ft (assist by R. Stuckey)
2:41.0,K. Irving misses 2-pt shot from 9 ft,,78-94,,
2:41.0,,,78-94,,Defensive rebound by R. Stuckey
2:31.0,,,78-96,2,I. Mahinmi makes 2-pt shot at rim (assist by R. Stuckey)
2:29.0,Cleveland full timeout,,78-96,,
2:29.0,M. Dellavedova enters the game for T. Mozgov,,78-96,,
2:29.0,C. Frye enters the game for J. Smith,,78-96,,
2:29.0,I. Shumpert enters the game for K. Irving,,78-96,,
2:13.0,,,78-96,,Personal foul by M. Ellis
2:07.0,M. Dellavedova makes 2-pt shot from 17 ft,2,80-96,,
1:50.0,,,80-96,,Offensive foul by L. Allen
1:50.0,,,80-96,,Turnover by L. Allen (offensive foul)
1:33.0,M. Dellavedova misses 3-pt shot from 25 ft,,80-96,,
1:32.0,,,80-96,,Defensive rebound by R. Stuckey
1:16.0,Violation by M. Dellavedova (kicked ball),,80-96,,
1:16.0,,,80-96,,C. Miles enters the game for I. Mahinmi
1:01.0,,,80-96,,P. George misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by I. Shumpert,,80-96,,
0:50.0,Shooting foul by P. George (drawn by R. Jefferson),,80-96,,
0:50.0,R. Jefferson makes free throw 1 of 2,1,81-96,,
0:50.0,R. Jefferson makes free throw 2 of 2,1,82-96,,
0:32.0,,,82-96,,P. George misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by Team,,82-96,,
0:20.0,C. Frye misses 3-pt shot from 24 ft,,82-96,,
0:19.0,,,82-96,,Defensive rebound by L. Allen
0:02.0,,,82-96,,Turnover by M. Ellis (lost ball; steal by C. Frye)
0:01.0,I. Shumpert misses 3-pt shot from 42 ft,,82-96,,
0:00.0,Offensive rebound by Team,,82-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,82-98,2,S. Hill makes 2-pt shot from 12 ft
11:26.0,Turnover by M. Dellavedova (lost ball; steal by S. Hill),,82-98,,
11:26.0,Personal take foul by C. Frye,,82-98,,
11:10.0,,,82-101,3,C. Miles makes 3-pt shot from 23 ft (assist by R. Stuckey)
10:53.0,C. Frye makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,85-101,,
10:34.0,,,85-103,2,L. Allen makes 2-pt shot from 5 ft (assist by G. Hill)
10:25.0,,,85-103,,Personal foul by G. Hill
10:18.0,R. Jefferson makes 2-pt shot from 9 ft,2,87-103,,
9:54.0,,,87-106,3,R. Stuckey makes 3-pt shot from 25 ft (assist by G. Hill)
9:30.0,,,87-106,,Shooting block foul by L. Allen (drawn by R. Jefferson)
9:30.0,R. Jefferson misses free throw 1 of 2,,87-106,,
9:30.0,Offensive rebound by Team,,87-106,,
9:30.0,R. Jefferson makes free throw 2 of 2,1,88-106,,
9:15.0,,,88-106,,R. Stuckey misses 3-pt shot from 23 ft
9:14.0,Defensive rebound by I. Shumpert,,88-106,,
8:52.0,T. Thompson makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,90-106,,
8:32.0,,,90-109,3,C. Miles makes 3-pt shot from 23 ft (assist by L. Allen)
8:21.0,M. Dellavedova misses 2-pt shot from 12 ft,,90-109,,
8:20.0,,,90-109,,Defensive rebound by G. Hill
8:11.0,Personal foul by I. Shumpert,,90-109,,
8:11.0,Official timeout,,90-109,,
7:54.0,,,90-109,,G. Hill misses 2-pt shot from 22 ft
7:53.0,Defensive rebound by Team,,90-109,,
7:39.0,R. Jefferson makes 3-pt shot from 24 ft (assist by I. Shumpert),3,93-109,,
7:15.0,,,93-109,,S. Hill misses 2-pt shot from 6 ft
7:15.0,Defensive rebound by C. Frye,,93-109,,
7:05.0,C. Frye makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,96-109,,
7:04.0,,,96-109,,Indiana full timeout
7:04.0,K. Irving enters the game for I. Shumpert,,96-109,,
7:04.0,K. Love enters the game for T. Thompson,,96-109,,
7:04.0,,,96-109,,I. Mahinmi enters the game for L. Allen
7:04.0,,,96-109,,P. George enters the game for R. Stuckey
6:55.0,,,96-109,,Shooting foul by K. Irving (drawn by C. Miles)
6:55.0,,,96-110,1,C. Miles makes free throw 1 of 2
6:55.0,,,96-110,,C. Miles misses free throw 2 of 2
6:55.0,Defensive rebound by R. Jefferson,,96-110,,
6:35.0,M. Dellavedova misses 2-pt shot from 5 ft,,96-110,,
6:35.0,Offensive rebound by M. Dellavedova,,96-110,,
6:31.0,C. Frye misses 3-pt shot from 24 ft,,96-110,,
6:31.0,,,96-110,,Defensive rebound by C. Miles
6:15.0,,,96-110,,S. Hill misses 2-pt shot from 2 ft
6:14.0,Defensive rebound by K. Love,,96-110,,
6:05.0,R. Jefferson misses 3-pt shot from 24 ft,,96-110,,
6:05.0,Offensive rebound by C. Frye,,96-110,,
6:05.0,Shooting foul by C. Miles (drawn by C. Frye),,96-110,,
6:05.0,C. Frye makes free throw 1 of 2,1,97-110,,
6:05.0,J. Smith enters the game for R. Jefferson,,97-110,,
6:05.0,C. Frye makes free throw 2 of 2,1,98-110,,
5:47.0,,,98-112,2,P. George makes 2-pt shot from 3 ft (assist by G. Hill)
5:47.0,,,98-112,,Shooting foul by M. Dellavedova (drawn by P. George)
5:47.0,,,98-113,1,P. George makes free throw 1 of 1
5:23.0,K. Love misses 2-pt shot from 16 ft,,98-113,,
5:22.0,,,98-113,,Defensive rebound by P. George
5:10.0,,,98-116,3,P. George makes 3-pt shot from 25 ft
5:08.0,Cleveland full timeout,,98-116,,
5:08.0,J. Jones enters the game for K. Love,,98-116,,
5:08.0,S. Kaun enters the game for J. Smith,,98-116,,
5:08.0,J. McRae enters the game for K. Irving,,98-116,,
5:08.0,R. Jefferson enters the game for C. Frye,,98-116,,
5:08.0,I. Shumpert enters the game for M. Dellavedova,,98-116,,
4:53.0,R. Jefferson misses 3-pt shot from 25 ft,,98-116,,
4:52.0,,,98-116,,Defensive rebound by Team
4:36.0,,,98-116,,P. George misses 2-pt shot from 3 ft
4:35.0,Defensive rebound by S. Kaun,,98-116,,
4:24.0,J. Jones makes 3-pt shot from 23 ft (assist by J. McRae),3,101-116,,
4:05.0,,,101-116,,G. Hill misses 2-pt shot from 21 ft
4:04.0,,,101-116,,Offensive rebound by I. Mahinmi
3:51.0,,,101-118,2,I. Mahinmi makes 2-pt shot from 3 ft
3:33.0,I. Shumpert misses 2-pt shot from 20 ft,,101-118,,
3:33.0,,,101-118,,Defensive rebound by I. Mahinmi
3:27.0,,,101-118,,Indiana full timeout
3:27.0,,,101-118,,G. Robinson enters the game for P. George
3:27.0,,,101-118,,S. Whittington enters the game for I. Mahinmi
3:27.0,,,101-118,,J. Young enters the game for S. Hill
3:27.0,,,101-118,,M. Turner enters the game for C. Miles
3:17.0,,,101-118,,J. Young misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by R. Jefferson,,101-118,,
3:02.0,J. Jones misses 2-pt shot from 21 ft,,101-118,,
3:02.0,,,101-118,,Defensive rebound by Team
2:47.0,,,101-118,,C. Miles enters the game for G. Hill
2:40.0,,,101-120,2,C. Miles makes 2-pt shot from 3 ft (assist by G. Robinson)
2:17.0,J. Jones makes 2-pt shot from 16 ft,2,103-120,,
2:03.0,,,103-120,,J. Young misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by R. Jefferson,,103-120,,
1:52.0,S. Kaun makes 2-pt shot at rim (assist by R. Jefferson),2,105-120,,
1:29.0,,,105-120,,M. Turner misses 2-pt shot from 12 ft (block by J. Jones)
1:28.0,Defensive rebound by S. Kaun,,105-120,,
1:22.0,,,105-120,,Personal foul by S. Whittington
1:19.0,Shooting foul by M. Turner (drawn by I. Shumpert),,105-120,,
1:19.0,I. Shumpert makes free throw 1 of 2,1,106-120,,
1:19.0,I. Shumpert makes free throw 2 of 2,1,107-120,,
1:02.0,,,107-123,3,C. Miles makes 3-pt shot from 24 ft (assist by S. Whittington)
