time,Portland,pts.away,score,pts.home,Dallas
9:34.0,,,38-35,1,S. Mejri makes free throw 2 of 2
9:16.0,,,38-35,,Shooting block foul by S. Mejri (drawn by A. Crabbe)
9:16.0,A. Crabbe misses free throw 1 of 2,,38-35,,
9:16.0,Offensive rebound by Team,,38-35,,
9:16.0,A. Crabbe makes free throw 2 of 2,1,39-35,,
8:55.0,,,39-37,2,J. Barea makes 2-pt shot from 4 ft
8:39.0,Turnover by A. Crabbe (lost ball; steal by S. Mejri),,39-37,,
8:33.0,,,39-39,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by D. Harris)
8:32.0,Portland full timeout,,39-39,,
8:32.0,,,39-39,,D. Williams enters the game for D. Harris
8:32.0,Violation by Team (jump ball),,39-39,,
8:17.0,Turnover by C. McCollum (bad pass),,39-39,,
7:59.0,,,39-39,,D. Nowitzki misses 2-pt shot from 16 ft
7:58.0,Defensive rebound by A. Aminu,,39-39,,
7:50.0,C. McCollum makes 2-pt shot from 12 ft,2,41-39,,
7:36.0,,,41-39,,J. Barea misses 2-pt shot from 7 ft
7:35.0,,,41-39,,Offensive rebound by S. Mejri
7:31.0,,,41-42,3,J. Barea makes 3-pt shot from 23 ft (assist by D. Williams)
7:12.0,Shooting foul by W. Matthews (drawn by G. Henderson),,41-42,,
7:12.0,G. Henderson makes free throw 1 of 2,1,42-42,,
7:12.0,D. Lillard enters the game for E. Davis,,42-42,,
7:12.0,M. Plumlee enters the game for A. Crabbe,,42-42,,
7:12.0,,,42-42,,C. Villanueva enters the game for D. Nowitzki
7:12.0,G. Henderson misses free throw 2 of 2,,42-42,,
7:10.0,,,42-42,,Defensive rebound by S. Mejri
6:56.0,,,42-45,3,W. Matthews makes 3-pt shot from 24 ft (assist by J. Barea)
6:35.0,G. Henderson makes 2-pt shot from 4 ft (assist by M. Plumlee),2,44-45,,
6:18.0,,,44-47,2,C. Villanueva makes 2-pt shot from 5 ft (assist by D. Williams)
5:57.0,,,44-47,,Shooting block foul by C. Villanueva (drawn by M. Plumlee)
5:57.0,Official timeout,,44-47,,
5:57.0,N. Vonleh enters the game for A. Aminu,,44-47,,
5:57.0,M. Plumlee makes free throw 1 of 2,1,45-47,,
5:57.0,M. Plumlee misses free throw 2 of 2,,45-47,,
5:56.0,Offensive rebound by Team,,45-47,,
5:49.0,D. Lillard makes 3-pt shot from 24 ft (assist by C. McCollum),3,48-47,,
5:34.0,,,48-49,2,D. Williams makes 2-pt shot from 6 ft
5:10.0,D. Lillard misses 3-pt shot from 26 ft,,48-49,,
5:09.0,,,48-49,,Defensive rebound by W. Matthews
4:55.0,,,48-52,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
4:31.0,G. Henderson misses 2-pt shot from 9 ft,,48-52,,
4:30.0,,,48-52,,Defensive rebound by S. Mejri
4:27.0,,,48-52,,Turnover by D. Williams (bad pass)
4:17.0,D. Lillard misses 3-pt shot from 25 ft,,48-52,,
4:16.0,,,48-52,,Defensive rebound by W. Matthews
4:02.0,,,48-52,,W. Matthews misses 2-pt shot from 7 ft
4:02.0,Defensive rebound by M. Plumlee,,48-52,,
3:56.0,C. McCollum misses 2-pt shot from 9 ft,,48-52,,
3:55.0,Offensive rebound by N. Vonleh,,48-52,,
3:55.0,,,48-52,,Loose ball foul by C. Villanueva
3:55.0,A. Crabbe enters the game for C. McCollum,,48-52,,
3:55.0,,,48-52,,D. Nowitzki enters the game for C. Villanueva
3:55.0,A. Aminu enters the game for N. Vonleh,,48-52,,
3:38.0,A. Crabbe misses 3-pt shot from 23 ft,,48-52,,
3:37.0,Offensive rebound by M. Plumlee,,48-52,,
3:34.0,A. Crabbe misses 2-pt shot from 2 ft (block by S. Mejri),,48-52,,
3:32.0,,,48-52,,Defensive rebound by S. Mejri
3:23.0,,,48-52,,S. Mejri misses 2-pt shot from 1 ft
3:21.0,Defensive rebound by M. Plumlee,,48-52,,
3:10.0,,,48-52,,Violation by D. Nowitzki (kicked ball)
2:58.0,Shooting foul by S. Mejri (drawn by D. Lillard),,48-52,,
2:58.0,,,48-52,,Dallas full timeout
2:58.0,D. Lillard makes free throw 1 of 2,1,49-52,,
2:58.0,D. Lillard makes free throw 2 of 2,1,50-52,,
2:46.0,,,50-52,,D. Williams misses 2-pt shot from 6 ft
2:45.0,Defensive rebound by D. Lillard,,50-52,,
2:31.0,A. Crabbe misses 3-pt shot from 24 ft,,50-52,,
2:30.0,,,50-52,,Defensive rebound by S. Mejri
2:21.0,,,50-54,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Williams)
2:04.0,G. Henderson misses 2-pt shot from 17 ft,,50-54,,
2:03.0,,,50-54,,Defensive rebound by J. Barea
1:51.0,,,50-56,2,D. Nowitzki makes 2-pt shot from 12 ft (assist by J. Barea)
1:27.0,G. Henderson misses 2-pt shot from 6 ft,,50-56,,
1:26.0,Offensive rebound by M. Plumlee,,50-56,,
1:19.0,M. Plumlee misses 2-pt shot at rim (block by S. Mejri),,50-56,,
1:17.0,Offensive rebound by M. Plumlee,,50-56,,
1:17.0,M. Plumlee misses 2-pt shot from 2 ft,,50-56,,
1:15.0,Offensive rebound by M. Plumlee,,50-56,,
1:10.0,A. Crabbe makes 3-pt shot from 22 ft (assist by A. Aminu),3,53-56,,
1:01.0,,,53-56,,D. Williams misses 2-pt shot from 5 ft
1:00.0,Defensive rebound by G. Henderson,,53-56,,
0:56.0,,,53-56,,Personal take foul by D. Nowitzki
0:56.0,D. Lillard makes free throw 1 of 2,1,54-56,,
0:56.0,D. Lillard makes free throw 2 of 2,1,55-56,,
0:39.0,,,55-56,,Offensive foul by S. Mejri
0:39.0,,,55-56,,Turnover by S. Mejri (offensive foul)
0:39.0,,,55-56,,D. Lee enters the game for S. Mejri
0:39.0,C. McCollum enters the game for A. Aminu,,55-56,,
0:31.0,G. Henderson misses 3-pt shot from 22 ft,,55-56,,
0:29.0,Offensive rebound by M. Plumlee,,55-56,,
0:28.0,M. Plumlee misses 2-pt shot from 2 ft,,55-56,,
0:26.0,,,55-56,,Defensive rebound by D. Nowitzki
0:09.0,,,55-58,2,D. Nowitzki makes 2-pt shot from 16 ft
0:02.0,D. Lillard misses 2-pt shot from 6 ft,,55-58,,
0:00.0,,,55-58,,Defensive rebound by D. Lee
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,55-58,,Turnover by D. Williams (bad pass)
11:35.0,C. McCollum makes 2-pt shot from 19 ft (assist by A. Aminu),2,57-58,,
11:17.0,,,57-58,,Turnover by D. Williams (back court)
11:01.0,C. McCollum makes 3-pt shot from 23 ft (assist by D. Lillard),3,60-58,,
10:43.0,,,60-60,2,R. Felton makes 2-pt shot from 21 ft
10:21.0,C. McCollum misses 3-pt shot from 26 ft,,60-60,,
10:20.0,,,60-60,,Defensive rebound by D. Williams
10:00.0,,,60-60,,R. Felton misses 2-pt shot from 14 ft
9:59.0,,,60-60,,Offensive rebound by S. Mejri
9:49.0,,,60-63,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Williams)
9:34.0,D. Lillard misses 2-pt shot from 19 ft,,60-63,,
9:33.0,,,60-63,,Defensive rebound by D. Nowitzki
9:24.0,,,60-63,,S. Mejri misses 2-pt shot from 2 ft (block by M. Plumlee)
9:23.0,,,60-63,,Offensive rebound by Team
9:20.0,,,60-65,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by D. Williams)
8:58.0,C. McCollum makes 2-pt shot from 19 ft,2,62-65,,
8:46.0,,,62-68,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Williams)
8:34.0,Turnover by C. McCollum (lost ball; steal by R. Felton),,62-68,,
8:29.0,,,62-70,2,S. Mejri makes 2-pt shot at rim (assist by D. Williams)
8:28.0,Portland full timeout,,62-70,,
8:08.0,A. Aminu misses 3-pt shot from 23 ft,,62-70,,
8:07.0,Offensive rebound by N. Vonleh,,62-70,,
8:02.0,M. Plumlee misses 2-pt shot from 6 ft,,62-70,,
8:00.0,Offensive rebound by M. Plumlee,,62-70,,
8:00.0,M. Plumlee makes 2-pt shot from 2 ft,2,64-70,,
7:38.0,,,64-72,2,R. Felton makes 2-pt shot at rim (assist by D. Nowitzki)
7:20.0,Shooting foul by D. Nowitzki (drawn by M. Plumlee),,64-72,,
7:20.0,M. Plumlee makes free throw 1 of 2,1,65-72,,
7:20.0,,,65-72,,C. Villanueva enters the game for D. Nowitzki
7:20.0,M. Plumlee makes free throw 2 of 2,1,66-72,,
7:05.0,,,66-75,3,D. Williams makes 3-pt shot from 24 ft (assist by S. Mejri)
6:51.0,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard),3,69-75,,
6:35.0,,,69-78,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
6:20.0,D. Lillard misses 3-pt shot from 25 ft,,69-78,,
6:20.0,,,69-78,,Defensive rebound by S. Mejri
6:20.0,Loose ball foul by M. Plumlee,,69-78,,
6:07.0,,,69-78,,Turnover by S. Mejri (3 sec)
5:52.0,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum),2,71-78,,
5:41.0,Personal foul by N. Vonleh,,71-78,,
5:41.0,G. Henderson enters the game for A. Aminu,,71-78,,
5:41.0,A. Crabbe enters the game for N. Vonleh,,71-78,,
5:30.0,,,71-80,2,D. Williams makes 2-pt shot from 19 ft
5:18.0,D. Lillard misses 2-pt shot from 1 ft,,71-80,,
5:16.0,,,71-80,,Defensive rebound by S. Mejri
5:02.0,,,71-83,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
5:01.0,Portland full timeout,,71-83,,
5:01.0,M. Harkless enters the game for C. McCollum,,71-83,,
4:44.0,M. Harkless misses 2-pt shot from 2 ft (block by C. Villanueva),,71-83,,
4:43.0,Offensive rebound by M. Plumlee,,71-83,,
4:36.0,Offensive foul by M. Plumlee,,71-83,,
4:36.0,Turnover by M. Plumlee (offensive foul),,71-83,,
4:36.0,E. Davis enters the game for M. Plumlee,,71-83,,
4:23.0,,,71-83,,Shooting foul by M. Harkless (drawn by S. Mejri)
4:23.0,,,71-83,,S. Mejri misses free throw 1 of 2
4:23.0,,,71-83,,Offensive rebound by Team
4:23.0,,,71-83,,S. Mejri misses free throw 2 of 2
4:22.0,Defensive rebound by M. Harkless,,71-83,,
3:59.0,D. Lillard makes 3-pt shot from 24 ft,3,74-83,,
3:50.0,,,74-83,,Dallas full timeout
3:50.0,,,74-83,,D. Lee enters the game for C. Villanueva
3:50.0,,,74-83,,D. Nowitzki enters the game for S. Mejri
3:50.0,,,74-83,,Violation by Team (jump ball)
3:44.0,,,74-83,,D. Williams misses 3-pt shot from 24 ft
3:43.0,,,74-83,,Offensive rebound by D. Lee
3:29.0,,,74-85,2,D. Nowitzki makes 2-pt shot from 2 ft
3:13.0,D. Lillard misses 3-pt shot from 25 ft,,74-85,,
3:12.0,,,74-85,,Defensive rebound by D. Lee
3:04.0,,,74-85,,W. Matthews misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by M. Harkless,,74-85,,
2:46.0,,,74-85,,Personal foul by W. Matthews
2:46.0,,,74-85,,D. Harris enters the game for W. Matthews
2:39.0,Shooting foul by D. Lee (drawn by E. Davis),,74-85,,
2:39.0,E. Davis makes free throw 1 of 2,1,75-85,,
2:39.0,C. McCollum enters the game for D. Lillard,,75-85,,
2:39.0,E. Davis makes free throw 2 of 2,1,76-85,,
2:23.0,,,76-85,,D. Nowitzki misses 3-pt shot from 23 ft
2:22.0,,,76-85,,Offensive rebound by Team
2:18.0,,,76-85,,D. Nowitzki misses 2-pt shot from 14 ft
2:17.0,Defensive rebound by E. Davis,,76-85,,
2:06.0,E. Davis makes 2-pt shot from 1 ft (assist by C. McCollum),2,78-85,,
1:48.0,,,78-87,2,D. Nowitzki makes 2-pt shot from 17 ft
1:48.0,,,78-87,,Shooting foul by A. Crabbe (drawn by D. Nowitzki)
1:48.0,,,78-87,,J. Barea enters the game for R. Felton
1:48.0,,,78-88,1,D. Nowitzki makes free throw 1 of 1
1:32.0,A. Crabbe misses 3-pt shot from 24 ft,,78-88,,
1:31.0,Offensive rebound by G. Henderson,,78-88,,
1:24.0,M. Harkless makes 2-pt shot at rim (assist by C. McCollum),2,80-88,,
1:02.0,,,80-88,,Turnover by D. Williams (lost ball; steal by G. Henderson)
0:55.0,C. McCollum misses 2-pt shot from 6 ft,,80-88,,
0:54.0,Offensive rebound by E. Davis,,80-88,,
0:54.0,E. Davis misses 2-pt shot from 1 ft,,80-88,,
0:53.0,Offensive rebound by G. Henderson,,80-88,,
0:47.0,Turnover by C. McCollum (lost ball; steal by D. Nowitzki),,80-88,,
0:38.0,,,80-88,,Turnover by J. Barea (lost ball; steal by E. Davis)
0:31.0,Turnover by G. Henderson (lost ball; steal by D. Nowitzki),,80-88,,
0:12.0,Violation by M. Harkless (kicked ball),,80-88,,
0:02.0,,,80-90,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Harris)
0:00.0,M. Harkless makes 2-pt shot from 22 ft (assist by E. Davis),2,82-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,G. Henderson misses 2-pt shot from 6 ft,,82-90,,
11:35.0,,,82-90,,Defensive rebound by D. Nowitzki
11:26.0,,,82-90,,W. Matthews misses 3-pt shot from 23 ft
11:25.0,Defensive rebound by M. Harkless,,82-90,,
11:18.0,C. McCollum makes 2-pt shot from 1 ft,2,84-90,,
11:01.0,,,84-92,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by D. Lee)
10:46.0,A. Crabbe makes 3-pt shot from 24 ft (assist by C. McCollum),3,87-92,,
10:32.0,Personal foul by M. Harkless,,87-92,,
10:32.0,D. Lillard enters the game for G. Henderson,,87-92,,
10:32.0,A. Aminu enters the game for M. Harkless,,87-92,,
10:19.0,,,87-92,,W. Matthews misses 2-pt shot from 13 ft
10:17.0,Defensive rebound by A. Aminu,,87-92,,
10:08.0,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum),3,90-92,,
10:07.0,,,90-92,,Dallas full timeout
10:00.0,,,90-92,,Turnover by D. Lee (lost ball; steal by D. Lillard)
9:51.0,D. Lillard misses 2-pt shot from 18 ft,,90-92,,
9:50.0,Offensive rebound by A. Aminu,,90-92,,
9:45.0,C. McCollum makes 3-pt shot from 25 ft (assist by A. Aminu),3,93-92,,
9:31.0,,,93-94,2,J. Barea makes 2-pt shot from 6 ft
9:10.0,A. Aminu makes 3-pt shot from 24 ft (assist by E. Davis),3,96-94,,
8:58.0,,,96-94,,J. Barea misses 3-pt shot from 25 ft
8:56.0,Defensive rebound by A. Crabbe,,96-94,,
8:50.0,D. Lillard misses 2-pt shot from 10 ft (block by D. Lee),,96-94,,
8:49.0,,,96-94,,Defensive rebound by D. Harris
8:32.0,,,96-96,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by W. Matthews)
8:15.0,C. McCollum misses 3-pt shot from 24 ft,,96-96,,
8:14.0,Offensive rebound by D. Lillard,,96-96,,
8:08.0,A. Crabbe makes 3-pt shot from 22 ft (assist by A. Aminu),3,99-96,,
7:53.0,,,99-98,2,J. Barea makes 2-pt shot from 7 ft
7:32.0,Turnover by A. Aminu (lost ball),,99-98,,
7:32.0,,,99-98,,S. Mejri enters the game for D. Lee
7:32.0,,,99-98,,D. Williams enters the game for W. Matthews
7:22.0,,,99-98,,D. Nowitzki misses 2-pt shot from 2 ft (block by E. Davis)
7:20.0,Defensive rebound by E. Davis,,99-98,,
7:02.0,A. Aminu misses 3-pt shot from 23 ft,,99-98,,
7:01.0,,,99-98,,Defensive rebound by D. Williams
6:57.0,,,99-100,2,D. Williams makes 2-pt shot from 1 ft
6:42.0,C. McCollum misses 2-pt shot from 4 ft (block by S. Mejri),,99-100,,
6:40.0,Offensive rebound by A. Crabbe,,99-100,,
6:39.0,Portland full timeout,,99-100,,
6:39.0,,,99-100,,C. Villanueva enters the game for D. Nowitzki
6:32.0,D. Lillard misses 2-pt shot from 1 ft,,99-100,,
6:31.0,,,99-100,,Defensive rebound by D. Harris
6:15.0,,,99-100,,C. Villanueva misses 3-pt shot from 24 ft
6:14.0,,,99-100,,Offensive rebound by Team
6:11.0,,,99-100,,C. Villanueva misses 2-pt shot from 4 ft
6:10.0,,,99-100,,Offensive rebound by C. Villanueva
6:10.0,,,99-100,,Shooting foul by E. Davis (drawn by C. Villanueva)
6:10.0,,,99-101,1,C. Villanueva makes free throw 1 of 2
6:10.0,,,99-102,1,C. Villanueva makes free throw 2 of 2
5:51.0,C. McCollum makes 3-pt shot from 25 ft,3,102-102,,
5:41.0,,,102-102,,Turnover by J. Barea (dbl dribble)
5:41.0,M. Plumlee enters the game for E. Davis,,102-102,,
5:32.0,C. McCollum misses 2-pt shot from 2 ft,,102-102,,
5:31.0,,,102-102,,Defensive rebound by J. Barea
5:19.0,,,102-104,2,C. Villanueva makes 2-pt shot from 3 ft (assist by D. Williams)
4:58.0,C. McCollum makes 2-pt shot from 16 ft (assist by D. Lillard),2,104-104,,
