time,Milwaukee,pts.away,score,pts.home,Chicago
1:54.0,J. Bayless misses 2-pt shot from 20 ft,,84-91,,
1:52.0,,,84-91,,Defensive rebound by T. Gibson
1:49.0,,,84-91,,Shooting foul by G. Monroe (drawn by P. Gasol)
1:49.0,,,84-92,1,P. Gasol makes free throw 1 of 2
1:49.0,,,84-93,1,P. Gasol makes free throw 2 of 2
1:49.0,Milwaukee full timeout,,84-93,,
1:46.0,,,84-93,,Personal foul by E. Moore (drawn by K. Middleton)
1:43.0,J. Parker makes 2-pt shot from 20 ft (assist by G. Antetokounmpo),2,86-93,,
1:27.0,Personal foul by J. Parker (drawn by P. Gasol),,86-93,,
1:27.0,,,86-93,,P. Gasol misses free throw 1 of 2
1:27.0,,,86-93,,Offensive rebound by Team
1:27.0,,,86-94,1,P. Gasol makes free throw 2 of 2
1:20.0,K. Middleton misses 2-pt shot from 6 ft (block by P. Gasol),,86-94,,
1:17.0,,,86-94,,Defensive rebound by P. Gasol
0:59.0,,,86-96,2,P. Gasol makes 2-pt shot from 2 ft (assist by D. Rose)
0:42.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,88-96,,
0:27.0,Personal take foul by K. Middleton (drawn by D. Rose),,88-96,,
0:27.0,,,88-97,1,D. Rose makes free throw 1 of 2
0:27.0,,,88-98,1,D. Rose makes free throw 2 of 2
0:20.0,G. Monroe makes 2-pt shot from 2 ft (assist by J. Bayless),2,90-98,,
0:20.0,Personal foul by K. Middleton (drawn by E. Moore),,90-98,,
0:20.0,,,90-99,1,E. Moore makes free throw 1 of 2
0:20.0,,,90-100,1,E. Moore makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
