time,Detroit,pts.away,score,pts.home,Milwaukee
4:48.0,,,14-14,,Defensive rebound by G. Monroe
4:40.0,,,14-14,,Shooting foul by A. Drummond (drawn by K. Middleton)
4:40.0,,,14-14,,K. Middleton misses free throw 1 of 2
4:40.0,,,14-14,,Offensive rebound by Team
4:40.0,A. Tolliver enters the game for E. Ilyasova,,14-14,,
4:40.0,,,14-14,,J. Henson enters the game for G. Monroe
4:40.0,,,14-15,1,K. Middleton makes free throw 2 of 2
4:29.0,,,14-15,,Def 3 sec tech foul by J. Henson
4:29.0,K. Caldwell-Pope makes technical free throw,1,15-15,,
4:23.0,Shooting foul by J. Henson (drawn by A. Drummond),,15-15,,
4:23.0,A. Drummond makes free throw 1 of 2,1,16-15,,
4:23.0,A. Drummond makes free throw 2 of 2,1,17-15,,
4:13.0,,,17-15,,Turnover by M. Carter-Williams (bad pass)
4:01.0,M. Morris makes 2-pt shot from 15 ft (assist by R. Jackson),2,19-15,,
3:46.0,,,19-17,2,J. Henson makes 2-pt shot from 7 ft (assist by M. Carter-Williams)
3:20.0,R. Jackson misses 2-pt shot from 12 ft,,19-17,,
3:19.0,,,19-17,,Defensive rebound by J. Henson
3:12.0,Personal foul by A. Drummond (drawn by J. Henson),,19-17,,
3:12.0,A. Baynes enters the game for A. Drummond,,19-17,,
3:07.0,,,19-17,,J. Henson misses 2-pt shot from 4 ft
3:04.0,Defensive rebound by M. Morris,,19-17,,
2:58.0,R. Jackson makes 2-pt shot from 1 ft,2,21-17,,
2:44.0,,,21-19,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by K. Middleton)
2:32.0,,,21-19,,Personal foul by G. Antetokounmpo (drawn by M. Morris)
2:32.0,,,21-19,,Milwaukee full timeout
2:32.0,,,21-19,,J. Bayless enters the game for G. Antetokounmpo
2:32.0,S. Dinwiddie enters the game for R. Jackson,,21-19,,
2:22.0,A. Baynes misses 2-pt shot from 1 ft,,21-19,,
2:21.0,,,21-19,,Defensive rebound by J. Bayless
2:10.0,Personal foul by S. Dinwiddie (drawn by M. Carter-Williams),,21-19,,
2:10.0,S. Johnson enters the game for M. Morris,,21-19,,
2:00.0,,,21-19,,Shooting foul by S. Johnson (drawn by K. Middleton)
2:00.0,,,21-20,1,K. Middleton makes free throw 1 of 2
2:00.0,,,21-21,1,K. Middleton makes free throw 2 of 2
1:47.0,,,21-21,,Shooting block foul by K. Middleton (drawn by S. Johnson)
1:47.0,S. Johnson makes free throw 1 of 2,1,22-21,,
1:47.0,,,22-21,,O. Mayo enters the game for K. Middleton
1:47.0,S. Johnson makes free throw 2 of 2,1,23-21,,
1:35.0,,,23-21,,J. Bayless misses 2-pt shot from 4 ft
1:34.0,Defensive rebound by A. Baynes,,23-21,,
1:21.0,A. Baynes misses 2-pt shot from 15 ft,,23-21,,
1:20.0,,,23-21,,Defensive rebound by O. Mayo
1:09.0,,,23-23,2,M. Carter-Williams makes 2-pt shot from 19 ft (assist by J. Henson)
0:47.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by S. Johnson),3,26-23,,
0:37.0,,,26-25,2,J. Bayless makes 2-pt shot from 14 ft (assist by M. Carter-Williams)
0:20.0,Turnover by S. Dinwiddie (bad pass; steal by J. Bayless),,26-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,26-25,,Turnover by G. Vasquez (lost ball; steal by S. Johnson)
11:40.0,Shooting foul by J. Bayless (drawn by S. Johnson),,26-25,,
11:40.0,S. Johnson makes free throw 1 of 2,1,27-25,,
11:40.0,S. Johnson makes free throw 2 of 2,1,28-25,,
11:27.0,,,28-25,,J. Parker misses 2-pt shot from 16 ft
11:26.0,Defensive rebound by S. Johnson,,28-25,,
11:14.0,D. Hilliard makes 2-pt shot from 16 ft (assist by S. Dinwiddie),2,30-25,,
11:02.0,,,30-25,,J. Bayless misses 3-pt shot from 24 ft
11:00.0,,,30-25,,Offensive rebound by G. Monroe
10:59.0,,,30-25,,G. Monroe misses 2-pt shot at rim
10:57.0,Defensive rebound by S. Dinwiddie,,30-25,,
10:47.0,A. Tolliver misses 3-pt shot from 27 ft,,30-25,,
10:45.0,,,30-25,,Defensive rebound by G. Monroe
10:30.0,,,30-25,,G. Monroe misses 2-pt shot from 5 ft
10:29.0,,,30-25,,Offensive rebound by G. Monroe
10:24.0,,,30-27,2,G. Monroe makes 2-pt shot from 1 ft
10:07.0,S. Johnson misses 2-pt shot from 19 ft,,30-27,,
10:05.0,,,30-27,,Defensive rebound by J. Bayless
9:51.0,,,30-29,2,J. Parker makes 2-pt shot from 1 ft
9:24.0,S. Dinwiddie misses 3-pt shot from 23 ft,,30-29,,
9:24.0,Offensive rebound by Team,,30-29,,
9:24.0,Turnover by Team (shot clock),,30-29,,
9:15.0,,,30-29,,J. Bayless misses 2-pt shot at rim
9:13.0,,,30-29,,Offensive rebound by G. Monroe
9:07.0,,,30-29,,G. Monroe misses 2-pt shot from 2 ft
9:06.0,Defensive rebound by A. Baynes,,30-29,,
8:59.0,A. Tolliver makes 3-pt shot from 24 ft (assist by S. Johnson),3,33-29,,
8:41.0,Personal foul by A. Tolliver (drawn by G. Monroe),,33-29,,
8:41.0,Official timeout,,33-29,,
8:28.0,,,33-29,,G. Monroe misses 2-pt shot from 4 ft
8:28.0,Defensive rebound by Team,,33-29,,
8:18.0,S. Johnson misses 3-pt shot from 22 ft,,33-29,,
8:16.0,,,33-29,,Defensive rebound by J. Bayless
8:11.0,,,33-31,2,J. Parker makes 2-pt shot from 5 ft (assist by J. Bayless)
8:11.0,,,33-31,,Shooting foul by A. Tolliver (drawn by J. Parker)
8:11.0,E. Ilyasova enters the game for A. Tolliver,,33-31,,
8:11.0,,,33-32,1,J. Parker makes free throw 1 of 1
8:05.0,,,33-32,,Personal foul by J. Bayless (drawn by D. Hilliard)
7:52.0,S. Johnson misses 2-pt shot from 7 ft,,33-32,,
7:51.0,,,33-32,,Defensive rebound by G. Monroe
7:46.0,,,33-35,3,O. Mayo makes 3-pt shot from 25 ft (assist by G. Monroe)
7:32.0,D. Hilliard misses 2-pt shot from 17 ft,,33-35,,
7:30.0,Offensive rebound by D. Hilliard,,33-35,,
7:28.0,Turnover by D. Hilliard (bad pass; steal by O. Mayo),,33-35,,
7:22.0,,,33-35,,J. Parker misses 2-pt shot from 1 ft
7:20.0,Defensive rebound by D. Hilliard,,33-35,,
7:13.0,S. Johnson makes 2-pt shot from 1 ft,2,35-35,,
7:01.0,,,35-37,2,G. Vasquez makes 2-pt shot from 1 ft (assist by J. Bayless)
6:48.0,Shooting foul by G. Monroe (drawn by S. Dinwiddie),,35-37,,
6:48.0,S. Dinwiddie makes free throw 1 of 2,1,36-37,,
6:48.0,A. Drummond enters the game for A. Baynes,,36-37,,
6:48.0,M. Morris enters the game for D. Hilliard,,36-37,,
6:48.0,S. Dinwiddie makes free throw 2 of 2,1,37-37,,
6:38.0,,,37-37,,J. Parker misses 2-pt shot at rim (block by A. Drummond)
6:35.0,,,37-37,,Offensive rebound by G. Vasquez
6:31.0,,,37-37,,G. Vasquez misses 2-pt shot from 13 ft
6:30.0,Defensive rebound by M. Morris,,37-37,,
6:16.0,S. Dinwiddie misses 2-pt shot from 4 ft,,37-37,,
6:13.0,Offensive rebound by A. Drummond,,37-37,,
6:13.0,A. Drummond misses 2-pt shot from 1 ft,,37-37,,
6:11.0,,,37-37,,Defensive rebound by G. Monroe
6:03.0,,,37-37,,O. Mayo misses 3-pt shot from 23 ft
6:02.0,,,37-37,,Offensive rebound by J. Parker
5:54.0,,,37-37,,G. Vasquez misses 2-pt shot from 18 ft
5:53.0,Defensive rebound by A. Drummond,,37-37,,
5:42.0,Turnover by E. Ilyasova (bad pass; steal by O. Mayo),,37-37,,
5:39.0,,,37-39,2,G. Vasquez makes 2-pt shot from 1 ft (assist by J. Bayless)
5:39.0,,,37-39,,Shooting foul by S. Dinwiddie (drawn by G. Vasquez)
5:39.0,,,37-39,,Milwaukee full timeout
5:39.0,,,37-39,,K. Middleton enters the game for J. Bayless
5:39.0,R. Jackson enters the game for S. Dinwiddie,,37-39,,
5:39.0,,,37-39,,Technical foul by O. Mayo
5:39.0,Technical foul by M. Morris,,37-39,,
5:39.0,,,37-40,1,G. Vasquez makes free throw 1 of 1
5:29.0,,,37-40,,Personal foul by K. Middleton (drawn by R. Jackson)
5:29.0,,,37-40,,M. Carter-Williams enters the game for G. Vasquez
5:22.0,M. Morris misses 3-pt shot from 25 ft,,37-40,,
5:20.0,Offensive rebound by S. Johnson,,37-40,,
5:14.0,S. Johnson makes 2-pt shot from 21 ft (assist by E. Ilyasova),2,39-40,,
5:14.0,,,39-40,,J. Bayless enters the game for O. Mayo
4:53.0,,,39-43,3,J. Bayless makes 3-pt shot from 22 ft (assist by M. Carter-Williams)
4:35.0,M. Morris misses 2-pt shot from 10 ft,,39-43,,
4:34.0,Offensive rebound by A. Drummond,,39-43,,
4:34.0,A. Drummond makes 2-pt shot from 1 ft,2,41-43,,
4:18.0,,,41-46,3,K. Middleton makes 3-pt shot from 25 ft (assist by J. Parker)
4:01.0,S. Johnson misses 3-pt shot from 26 ft,,41-46,,
3:58.0,Offensive rebound by A. Drummond,,41-46,,
3:40.0,R. Jackson makes 2-pt shot from 11 ft,2,43-46,,
3:27.0,,,43-46,,Turnover by K. Middleton (bad pass; steal by E. Ilyasova)
3:22.0,Turnover by E. Ilyasova (bad pass; steal by G. Monroe),,43-46,,
3:16.0,,,43-46,,Shooting foul by E. Ilyasova (drawn by J. Parker)
3:16.0,,,43-47,1,J. Parker makes free throw 1 of 2
3:16.0,K. Caldwell-Pope enters the game for S. Johnson,,43-47,,
3:16.0,,,43-47,,J. Parker misses free throw 2 of 2
3:15.0,Defensive rebound by A. Drummond,,43-47,,
3:00.0,E. Ilyasova misses 2-pt shot from 6 ft,,43-47,,
2:59.0,Offensive rebound by A. Drummond,,43-47,,
2:59.0,A. Drummond misses 2-pt shot from 1 ft,,43-47,,
2:58.0,Offensive rebound by A. Drummond,,43-47,,
2:56.0,A. Drummond misses 2-pt shot at rim,,43-47,,
2:54.0,Offensive rebound by A. Drummond,,43-47,,
2:54.0,A. Drummond misses 2-pt shot from 1 ft,,43-47,,
2:53.0,Offensive rebound by E. Ilyasova,,43-47,,
2:53.0,E. Ilyasova misses 2-pt shot at rim,,43-47,,
2:50.0,Offensive rebound by A. Drummond,,43-47,,
2:50.0,A. Drummond makes 2-pt shot at rim,2,45-47,,
2:36.0,,,45-49,2,G. Monroe makes 2-pt shot at rim (assist by K. Middleton)
2:16.0,E. Ilyasova misses 3-pt shot from 27 ft,,45-49,,
2:14.0,,,45-49,,Defensive rebound by K. Middleton
2:03.0,,,45-51,2,G. Monroe makes 2-pt shot at rim (assist by M. Carter-Williams)
1:53.0,Detroit full timeout,,45-51,,
1:53.0,Detroit full timeout,,45-51,,
1:53.0,,,45-51,,G. Antetokounmpo enters the game for J. Parker
1:53.0,A. Baynes enters the game for A. Drummond,,45-51,,
1:41.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Carter-Williams),,45-51,,
1:19.0,,,45-51,,K. Middleton misses 2-pt shot from 9 ft
1:18.0,,,45-51,,Offensive rebound by G. Antetokounmpo
1:18.0,,,45-53,2,G. Antetokounmpo makes 2-pt shot at rim
1:02.0,,,45-53,,Def 3 sec tech foul by K. Middleton
1:02.0,R. Jackson makes technical free throw,1,46-53,,
0:53.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Carter-Williams),,46-53,,
0:49.0,,,46-53,,M. Carter-Williams misses 2-pt shot from 2 ft (block by E. Ilyasova)
0:48.0,,,46-53,,Offensive rebound by G. Antetokounmpo
0:48.0,,,46-55,2,G. Antetokounmpo makes 2-pt shot from 2 ft
0:33.0,R. Jackson misses 2-pt shot from 17 ft,,46-55,,
0:33.0,Offensive rebound by A. Baynes,,46-55,,
0:33.0,A. Baynes makes 2-pt shot at rim,2,48-55,,
0:14.0,,,48-58,3,J. Bayless makes 3-pt shot from 26 ft (assist by K. Middleton)
0:02.0,R. Jackson misses 3-pt shot from 26 ft,,48-58,,
0:00.0,,,48-58,,Defensive rebound by J. Bayless
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,48-60,2,K. Middleton makes 2-pt shot from 12 ft
11:42.0,,,48-60,,Shooting foul by R. Jackson (drawn by K. Middleton)
11:42.0,,,48-61,1,K. Middleton makes free throw 1 of 1
11:24.0,K. Caldwell-Pope makes 2-pt shot from 19 ft,2,50-61,,
11:03.0,,,50-63,2,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams)
10:46.0,K. Caldwell-Pope makes 2-pt shot from 3 ft (assist by R. Jackson),2,52-63,,
10:35.0,,,52-63,,Turnover by G. Monroe (traveling)
10:23.0,M. Morris makes 2-pt shot from 14 ft (assist by R. Jackson),2,54-63,,
10:02.0,,,54-65,2,G. Monroe makes 2-pt shot from 3 ft (assist by M. Carter-Williams)
10:02.0,Violation by A. Drummond (def goaltending),,54-65,,
9:55.0,,,54-65,,Personal block foul by M. Carter-Williams (drawn by R. Jackson)
9:49.0,M. Morris misses 3-pt shot from 24 ft,,54-65,,
9:49.0,,,54-65,,Defensive rebound by K. Middleton
9:49.0,Loose ball foul by E. Ilyasova (drawn by K. Middleton),,54-65,,
9:32.0,,,54-67,2,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams)
9:31.0,Detroit full timeout,,54-67,,
9:12.0,A. Drummond misses 2-pt shot from 1 ft,,54-67,,
9:10.0,,,54-67,,Defensive rebound by K. Middleton
9:01.0,,,54-67,,G. Monroe misses 2-pt shot from 4 ft
9:00.0,Defensive rebound by A. Drummond,,54-67,,
8:51.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by R. Jackson),3,57-67,,
8:35.0,,,57-70,3,K. Middleton makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
8:14.0,K. Caldwell-Pope misses 2-pt shot from 3 ft,,57-70,,
8:14.0,Offensive rebound by E. Ilyasova,,57-70,,
8:12.0,E. Ilyasova misses 2-pt shot from 4 ft,,57-70,,
8:08.0,,,57-70,,Defensive rebound by G. Monroe
8:00.0,,,57-70,,Turnover by M. Carter-Williams (bad pass; steal by A. Drummond)
7:56.0,Turnover by R. Jackson (bad pass),,57-70,,
7:32.0,,,57-70,,G. Monroe misses 2-pt shot from 6 ft
7:31.0,Defensive rebound by M. Morris,,57-70,,
7:17.0,Offensive charge foul by M. Morris,,57-70,,
7:17.0,Turnover by M. Morris (offensive foul),,57-70,,
7:02.0,,,57-70,,G. Antetokounmpo misses 2-pt shot from 17 ft
7:01.0,Defensive rebound by R. Jackson,,57-70,,
6:57.0,Turnover by R. Jackson (lost ball; steal by M. Carter-Williams),,57-70,,
6:50.0,,,57-70,,Turnover by G. Antetokounmpo (traveling)
6:35.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,57-70,,
6:33.0,,,57-70,,Defensive rebound by G. Monroe
6:13.0,,,57-70,,K. Middleton misses 2-pt shot from 16 ft
6:12.0,Defensive rebound by Team,,57-70,,
5:54.0,M. Morris misses 2-pt shot from 14 ft,,57-70,,
5:53.0,,,57-70,,Defensive rebound by G. Monroe
5:40.0,,,57-72,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
5:17.0,,,57-72,,Personal foul by G. Monroe (drawn by A. Drummond)
5:17.0,,,57-72,,J. Bayless enters the game for K. Middleton
5:17.0,,,57-72,,J. O'Bryant enters the game for J. Parker
5:07.0,R. Jackson misses 2-pt shot from 15 ft (block by M. Carter-Williams),,57-72,,
5:05.0,,,57-72,,Defensive rebound by G. Antetokounmpo
4:56.0,,,57-72,,Turnover by G. Antetokounmpo (bad pass; steal by K. Caldwell-Pope)
4:51.0,K. Caldwell-Pope makes 2-pt shot from 1 ft,2,59-72,,
4:51.0,Shooting foul by M. Carter-Williams (drawn by K. Caldwell-Pope),,59-72,,
4:51.0,K. Caldwell-Pope makes free throw 1 of 1,1,60-72,,
4:33.0,,,60-74,2,M. Carter-Williams makes 2-pt shot from 10 ft
4:20.0,M. Morris misses 3-pt shot from 25 ft,,60-74,,
4:18.0,Offensive rebound by E. Ilyasova,,60-74,,
4:13.0,R. Jackson misses 3-pt shot from 28 ft,,60-74,,
4:12.0,,,60-74,,Defensive rebound by G. Antetokounmpo
4:06.0,,,60-74,,Turnover by J. Bayless (lost ball; steal by R. Jackson)
4:01.0,R. Jackson misses 2-pt shot from 2 ft,,60-74,,
3:59.0,,,60-74,,Defensive rebound by J. Bayless
3:43.0,,,60-77,3,G. Antetokounmpo makes 3-pt shot from 24 ft (assist by J. O'Bryant)
3:24.0,,,60-77,,Personal block foul by J. O'Bryant (drawn by K. Caldwell-Pope)
3:24.0,,,60-77,,G. Vasquez enters the game for M. Carter-Williams
3:24.0,S. Dinwiddie enters the game for E. Ilyasova,,60-77,,
3:24.0,A. Tolliver enters the game for R. Jackson,,60-77,,
3:09.0,A. Drummond misses 2-pt shot from 11 ft,,60-77,,
3:08.0,,,60-77,,Defensive rebound by J. O'Bryant
2:59.0,,,60-79,2,G. Monroe makes 2-pt shot from 2 ft (assist by G. Vasquez)
2:52.0,Detroit full timeout,,60-79,,
2:52.0,,,60-79,,Milwaukee full timeout
2:52.0,,,60-79,,O. Mayo enters the game for G. Antetokounmpo
2:52.0,S. Johnson enters the game for M. Morris,,60-79,,
2:52.0,D. Hilliard enters the game for K. Caldwell-Pope,,60-79,,
2:52.0,K. Caldwell-Pope enters the game for D. Hilliard,,60-79,,
2:39.0,A. Drummond misses 2-pt shot from 1 ft,,60-79,,
2:37.0,,,60-79,,Defensive rebound by J. Bayless
2:27.0,,,60-81,2,G. Monroe makes 2-pt shot from 1 ft
2:03.0,S. Johnson misses 3-pt shot from 27 ft,,60-81,,
2:01.0,,,60-81,,Defensive rebound by G. Monroe
1:50.0,,,60-84,3,O. Mayo makes 3-pt shot from 26 ft (assist by G. Vasquez)
1:33.0,A. Tolliver misses 3-pt shot from 24 ft,,60-84,,
1:32.0,,,60-84,,Defensive rebound by O. Mayo
1:32.0,Loose ball foul by S. Johnson (drawn by O. Mayo),,60-84,,
1:32.0,A. Baynes enters the game for A. Drummond,,60-84,,
1:32.0,D. Hilliard enters the game for K. Caldwell-Pope,,60-84,,
1:23.0,,,60-84,,G. Monroe misses 2-pt shot from 1 ft (block by A. Tolliver)
1:21.0,,,60-84,,Offensive rebound by J. O'Bryant
1:20.0,,,60-84,,J. O'Bryant misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by D. Hilliard,,60-84,,
1:11.0,,,60-84,,Personal foul by O. Mayo (drawn by S. Dinwiddie)
1:11.0,S. Dinwiddie misses free throw 1 of 2,,60-84,,
1:11.0,Offensive rebound by Team,,60-84,,
1:11.0,S. Dinwiddie misses free throw 2 of 2,,60-84,,
1:10.0,,,60-84,,Defensive rebound by G. Vasquez
0:59.0,,,60-84,,Offensive foul by G. Vasquez
0:59.0,,,60-84,,Turnover by G. Vasquez (offensive foul)
0:39.0,S. Johnson misses 3-pt shot from 25 ft,,60-84,,
0:38.0,Offensive rebound by Team,,60-84,,
0:38.0,,,60-84,,Loose ball foul by G. Monroe (drawn by A. Baynes)
0:38.0,A. Baynes makes free throw 1 of 2,1,61-84,,
0:38.0,A. Baynes makes free throw 2 of 2,1,62-84,,
0:27.0,Flagrant foul type 1 by A. Baynes (drawn by G. Monroe),,62-84,,
0:27.0,,,62-85,1,G. Monroe makes flagrant free throw 1 of 2
0:27.0,,,62-86,1,G. Monroe makes flagrant free throw 2 of 2
0:13.0,,,62-86,,G. Monroe misses 2-pt shot from 2 ft
0:12.0,,,62-86,,Offensive rebound by G. Monroe
0:11.0,,,62-88,2,G. Monroe makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,62-88,,Personal foul by O. Mayo (drawn by S. Johnson)
11:42.0,Offensive foul by S. Johnson,,62-88,,
11:42.0,Turnover by S. Johnson (offensive foul),,62-88,,
11:30.0,,,62-88,,J. Henson misses 2-pt shot from 1 ft
11:28.0,Defensive rebound by S. Dinwiddie,,62-88,,
11:25.0,Shooting foul by J. Bayless (drawn by S. Johnson),,62-88,,
11:25.0,S. Johnson makes free throw 1 of 2,1,63-88,,
11:25.0,S. Johnson makes free throw 2 of 2,1,64-88,,
11:08.0,,,64-91,3,J. Bayless makes 3-pt shot from 26 ft (assist by O. Mayo)
10:53.0,D. Hilliard misses 2-pt shot from 20 ft,,64-91,,
10:53.0,Offensive rebound by Team,,64-91,,
10:53.0,,,64-91,,Loose ball foul by J. Henson (drawn by A. Baynes)
10:38.0,D. Hilliard misses 2-pt shot from 7 ft,,64-91,,
10:37.0,,,64-91,,Defensive rebound by G. Vasquez
10:28.0,,,64-93,2,J. Bayless makes 2-pt shot at rim
10:13.0,S. Dinwiddie misses 2-pt shot from 11 ft,,64-93,,
10:11.0,Offensive rebound by A. Baynes,,64-93,,
10:08.0,A. Baynes makes 2-pt shot from 5 ft,2,66-93,,
9:56.0,,,66-93,,Offensive foul by J. Henson
9:56.0,,,66-93,,Turnover by J. Henson (offensive foul)
9:49.0,Turnover by D. Hilliard (step out of bounds),,66-93,,
9:35.0,,,66-93,,J. Henson misses 2-pt shot from 2 ft
9:34.0,Defensive rebound by A. Baynes,,66-93,,
9:21.0,D. Hilliard misses 3-pt shot from 24 ft,,66-93,,
9:19.0,,,66-93,,Defensive rebound by J. O'Bryant
9:07.0,,,66-93,,J. O'Bryant misses 2-pt shot from 12 ft
9:07.0,Defensive rebound by Team,,66-93,,
9:07.0,,,66-93,,Loose ball foul by J. Henson (drawn by A. Baynes)
8:56.0,S. Johnson makes 2-pt shot at rim (assist by S. Dinwiddie),2,68-93,,
8:44.0,,,68-93,,Turnover by J. Henson (bad pass; steal by A. Tolliver)
8:38.0,S. Dinwiddie makes 2-pt shot at rim,2,70-93,,
8:38.0,,,70-93,,Milwaukee full timeout
8:38.0,,,70-93,,G. Antetokounmpo enters the game for J. Henson
8:21.0,,,70-93,,J. O'Bryant misses 2-pt shot from 19 ft
8:20.0,Defensive rebound by A. Tolliver,,70-93,,
8:17.0,S. Johnson makes 2-pt shot from 6 ft (assist by S. Dinwiddie),2,72-93,,
8:17.0,Shooting foul by O. Mayo (drawn by S. Johnson),,72-93,,
8:17.0,S. Johnson misses free throw 1 of 1,,72-93,,
8:15.0,Offensive rebound by A. Baynes,,72-93,,
8:15.0,A. Baynes misses 2-pt shot at rim,,72-93,,
8:13.0,,,72-93,,Defensive rebound by O. Mayo
7:57.0,,,72-93,,G. Vasquez misses 3-pt shot from 24 ft
7:56.0,Defensive rebound by A. Tolliver,,72-93,,
7:49.0,S. Johnson misses 2-pt shot from 5 ft (block by G. Antetokounmpo),,72-93,,
7:48.0,,,72-93,,Defensive rebound by J. O'Bryant
7:34.0,Personal block foul by A. Tolliver (drawn by G. Antetokounmpo),,72-93,,
7:26.0,,,72-93,,Shooting foul by A. Tolliver (drawn by G. Antetokounmpo)
7:26.0,,,72-94,1,G. Antetokounmpo makes free throw 1 of 2
7:26.0,,,72-94,,J. Parker enters the game for J. O'Bryant
7:26.0,,,72-95,1,G. Antetokounmpo makes free throw 2 of 2
7:15.0,D. Hilliard misses 2-pt shot from 8 ft,,72-95,,
7:14.0,Offensive rebound by A. Baynes,,72-95,,
7:13.0,A. Baynes misses 2-pt shot from 3 ft,,72-95,,
7:12.0,Offensive rebound by Team,,72-95,,
7:09.0,D. Hilliard misses 3-pt shot from 24 ft,,72-95,,
7:07.0,,,72-95,,Defensive rebound by G. Vasquez
6:48.0,,,72-95,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo)
6:48.0,,,72-96,1,G. Antetokounmpo makes free throw 1 of 2
6:48.0,S. Blake enters the game for S. Dinwiddie,,72-96,,
