time,Toronto,pts.away,score,pts.home,New York
5:24.0,,,10-14,2,C. Anthony makes 2-pt shot from 19 ft (assist by R. Lopez)
5:22.0,Toronto full timeout,,10-14,,
5:22.0,P. Patterson enters the game for J. Thompson,,10-14,,
5:10.0,K. Lowry misses 2-pt shot from 12 ft,,10-14,,
5:08.0,,,10-14,,Defensive rebound by D. Williams
5:02.0,,,10-14,,Shooting foul by J. Valanciunas (drawn by R. Lopez)
5:02.0,,,10-15,1,R. Lopez makes free throw 1 of 2
5:02.0,B. Biyombo enters the game for J. Valanciunas,,10-15,,
5:02.0,,,10-16,1,R. Lopez makes free throw 2 of 2
4:47.0,D. DeRozan misses 2-pt shot from 6 ft,,10-16,,
4:45.0,,,10-16,,Defensive rebound by C. Anthony
4:33.0,,,10-18,2,D. Williams makes 2-pt shot from 1 ft
4:18.0,K. Lowry misses 2-pt shot from 21 ft,,10-18,,
4:16.0,,,10-18,,Defensive rebound by S. Vujacic
4:03.0,,,10-18,,C. Anthony misses 2-pt shot from 11 ft
4:01.0,Defensive rebound by N. Powell,,10-18,,
4:00.0,,,10-18,,Personal foul by J. Grant
3:38.0,K. Lowry misses 2-pt shot from 14 ft,,10-18,,
3:37.0,,,10-18,,Defensive rebound by S. Vujacic
3:25.0,,,10-21,3,S. Vujacic makes 3-pt shot from 26 ft (assist by C. Anthony)
3:07.0,D. DeRozan makes 2-pt shot from 2 ft,2,12-21,,
2:47.0,,,12-21,,D. Williams misses 2-pt shot from 14 ft
2:45.0,Defensive rebound by B. Biyombo,,12-21,,
2:35.0,D. DeRozan makes 2-pt shot from 11 ft,2,14-21,,
2:25.0,,,14-21,,New York full timeout
2:25.0,,,14-21,,K. O'Quinn enters the game for C. Anthony
2:25.0,,,14-21,,A. Afflalo enters the game for R. Lopez
2:25.0,D. Carroll enters the game for N. Powell,,14-21,,
2:25.0,C. Joseph enters the game for K. Lowry,,14-21,,
2:14.0,,,14-21,,D. Williams misses 2-pt shot from 5 ft
2:13.0,,,14-21,,Offensive rebound by D. Williams
2:12.0,,,14-21,,Shooting foul by B. Biyombo (drawn by D. Williams)
2:12.0,,,14-22,1,D. Williams makes free throw 1 of 2
2:12.0,,,14-23,1,D. Williams makes free throw 2 of 2
1:59.0,D. DeRozan makes 2-pt shot from 1 ft,2,16-23,,
1:43.0,,,16-25,2,S. Vujacic makes 2-pt shot from 18 ft (assist by K. O'Quinn)
1:30.0,D. DeRozan makes 2-pt shot from 13 ft,2,18-25,,
1:09.0,,,18-25,,K. O'Quinn misses 2-pt shot from 17 ft
1:07.0,Defensive rebound by Team,,18-25,,
0:43.0,Turnover by Team (shot clock),,18-25,,
0:36.0,,,18-25,,J. Grant misses 2-pt shot from 16 ft
0:35.0,Defensive rebound by Team,,18-25,,
0:35.0,,,18-25,,Loose ball foul by K. O'Quinn
0:22.0,C. Joseph misses 2-pt shot from 4 ft,,18-25,,
0:20.0,Offensive rebound by C. Joseph,,18-25,,
0:03.0,D. DeRozan makes 2-pt shot from 2 ft,2,20-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,20-25,,Def 3 sec tech foul by K. O'Quinn
11:50.0,T. Ross makes technical free throw,1,21-25,,
11:37.0,Shooting foul by L. Galloway (drawn by C. Joseph),,21-25,,
11:37.0,C. Joseph makes free throw 1 of 2,1,22-25,,
11:37.0,C. Joseph makes free throw 2 of 2,1,23-25,,
11:22.0,,,23-28,3,S. Vujacic makes 3-pt shot from 24 ft (assist by K. O'Quinn)
10:54.0,C. Joseph misses 2-pt shot from 13 ft,,23-28,,
10:52.0,,,23-28,,Defensive rebound by K. O'Quinn
10:37.0,,,23-28,,L. Galloway misses 2-pt shot from 20 ft
10:36.0,Defensive rebound by B. Biyombo,,23-28,,
10:27.0,P. Patterson makes 3-pt shot from 24 ft (assist by D. Carroll),3,26-28,,
10:03.0,,,26-30,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by L. Galloway)
10:03.0,,,26-30,,Shooting foul by P. Patterson (drawn by K. O'Quinn)
10:03.0,,,26-31,1,K. O'Quinn makes free throw 1 of 1
9:44.0,Shooting foul by K. O'Quinn (drawn by D. Carroll),,26-31,,
9:44.0,D. Carroll makes free throw 1 of 2,1,27-31,,
9:44.0,D. Carroll makes free throw 2 of 2,1,28-31,,
9:35.0,,,28-31,,Turnover by L. Galloway (lost ball; steal by D. Carroll)
9:17.0,P. Patterson makes 2-pt shot from 1 ft (assist by C. Joseph),2,30-31,,
9:04.0,,,30-31,,K. O'Quinn misses 2-pt shot from 3 ft
9:03.0,,,30-31,,Offensive rebound by Team
8:47.0,,,30-31,,K. O'Quinn misses 2-pt shot from 1 ft
8:45.0,Defensive rebound by B. Biyombo,,30-31,,
8:40.0,D. Carroll misses 2-pt shot from 2 ft,,30-31,,
8:38.0,Offensive rebound by B. Biyombo,,30-31,,
8:37.0,Shooting foul by C. Early (drawn by B. Biyombo),,30-31,,
8:37.0,Official timeout,,30-31,,
8:37.0,,,30-31,,J. Grant enters the game for S. Vujacic
8:37.0,,,30-31,,R. Lopez enters the game for K. O'Quinn
8:37.0,B. Biyombo misses free throw 1 of 2,,30-31,,
8:37.0,Offensive rebound by Team,,30-31,,
8:37.0,B. Biyombo misses free throw 2 of 2,,30-31,,
8:36.0,,,30-31,,Defensive rebound by A. Afflalo
8:15.0,,,30-33,2,L. Galloway makes 2-pt shot from 18 ft
8:10.0,Turnover by P. Patterson (lost ball; steal by J. Grant),,30-33,,
8:08.0,,,30-35,2,J. Grant makes 2-pt shot from 3 ft
7:52.0,T. Ross makes 2-pt shot from 7 ft,2,32-35,,
7:38.0,,,32-35,,R. Lopez misses 2-pt shot from 15 ft
7:37.0,Defensive rebound by D. Carroll,,32-35,,
7:26.0,D. Carroll makes 3-pt shot from 24 ft (assist by B. Biyombo),3,35-35,,
7:00.0,,,35-38,3,C. Early makes 3-pt shot from 25 ft (assist by A. Afflalo)
6:36.0,T. Ross makes 2-pt shot from 15 ft,2,37-38,,
6:17.0,,,37-38,,L. Galloway misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by T. Ross,,37-38,,
6:07.0,T. Ross misses 2-pt shot from 9 ft,,37-38,,
6:05.0,,,37-38,,Defensive rebound by C. Early
5:43.0,,,37-38,,A. Afflalo misses 3-pt shot from 25 ft
5:41.0,Defensive rebound by D. Carroll,,37-38,,
5:35.0,T. Ross misses 3-pt shot from 25 ft,,37-38,,
5:33.0,,,37-38,,Defensive rebound by L. Galloway
5:24.0,,,37-38,,Shooting foul by T. Ross (drawn by J. Grant)
5:24.0,,,37-38,,New York full timeout
5:24.0,,,37-38,,C. Anthony enters the game for C. Early
5:24.0,D. DeRozan enters the game for B. Biyombo,,37-38,,
5:24.0,K. Lowry enters the game for D. Carroll,,37-38,,
5:24.0,J. Valanciunas enters the game for C. Joseph,,37-38,,
5:24.0,,,37-38,,J. Grant misses free throw 1 of 2
5:24.0,,,37-38,,Offensive rebound by Team
5:24.0,,,37-39,1,J. Grant makes free throw 2 of 2
5:12.0,T. Ross makes 2-pt shot from 17 ft (assist by K. Lowry),2,39-39,,
4:49.0,,,39-39,,C. Anthony misses 2-pt shot from 15 ft
4:47.0,Defensive rebound by J. Valanciunas,,39-39,,
4:37.0,D. DeRozan makes 2-pt shot from 4 ft,2,41-39,,
4:14.0,,,41-41,2,R. Lopez makes 2-pt shot at rim (assist by J. Grant)
3:54.0,P. Patterson misses 3-pt shot from 24 ft,,41-41,,
3:52.0,,,41-41,,Defensive rebound by L. Galloway
3:42.0,,,41-41,,C. Anthony misses 2-pt shot from 21 ft
3:40.0,,,41-41,,Offensive rebound by R. Lopez
3:40.0,,,41-43,2,R. Lopez makes 2-pt shot from 2 ft
3:23.0,D. DeRozan makes 2-pt shot from 8 ft,2,43-43,,
3:01.0,,,43-45,2,R. Lopez makes 2-pt shot from 4 ft (assist by C. Anthony)
2:43.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan),2,45-45,,
2:43.0,Shooting foul by C. Anthony (drawn by J. Valanciunas),,45-45,,
2:43.0,Toronto full timeout,,45-45,,
2:43.0,,,45-45,,S. Vujacic enters the game for L. Galloway
2:43.0,J. Thompson enters the game for P. Patterson,,45-45,,
2:43.0,N. Powell enters the game for T. Ross,,45-45,,
2:43.0,J. Valanciunas makes free throw 1 of 1,1,46-45,,
2:26.0,,,46-45,,C. Anthony misses 2-pt shot from 1 ft
2:24.0,Defensive rebound by J. Thompson,,46-45,,
2:09.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,48-45,,
1:48.0,,,48-45,,C. Anthony misses 2-pt shot from 1 ft (block by J. Valanciunas)
1:47.0,,,48-45,,Offensive rebound by C. Anthony
1:46.0,,,48-47,2,C. Anthony makes 2-pt shot from 1 ft
1:45.0,,,48-47,,Violation by Team (delay of game)
1:22.0,K. Lowry makes 3-pt shot from 27 ft (assist by D. DeRozan),3,51-47,,
1:00.0,,,51-47,,Shooting foul by J. Thompson (drawn by C. Anthony)
1:00.0,,,51-48,1,C. Anthony makes free throw 1 of 2
1:00.0,,,51-48,,D. Williams enters the game for S. Vujacic
1:00.0,,,51-49,1,C. Anthony makes free throw 2 of 2
0:43.0,K. Lowry misses 2-pt shot from 4 ft,,51-49,,
0:41.0,,,51-49,,Defensive rebound by C. Anthony
0:33.0,,,51-51,2,D. Williams makes 2-pt shot from 6 ft
0:18.0,K. Lowry makes 3-pt shot from 24 ft,3,54-51,,
0:01.0,,,54-51,,C. Anthony misses 2-pt shot from 22 ft
0:00.0,,,54-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,D. DeRozan misses 2-pt shot from 19 ft,,54-51,,
11:45.0,Offensive rebound by J. Valanciunas,,54-51,,
11:44.0,J. Valanciunas misses 2-pt shot at rim (block by R. Lopez),,54-51,,
11:42.0,,,54-51,,Defensive rebound by D. Williams
11:37.0,,,54-51,,Turnover by D. Williams (lost ball; steal by K. Lowry)
11:27.0,N. Powell misses 2-pt shot from 17 ft,,54-51,,
11:25.0,,,54-51,,Defensive rebound by J. Grant
11:17.0,,,54-51,,Turnover by J. Grant (lost ball; steal by N. Powell)
10:58.0,J. Valanciunas misses 2-pt shot from 15 ft,,54-51,,
10:57.0,,,54-51,,Defensive rebound by R. Lopez
10:44.0,,,54-51,,Shooting foul by N. Powell (drawn by C. Anthony)
10:44.0,,,54-52,1,C. Anthony makes free throw 1 of 2
10:44.0,,,54-53,1,C. Anthony makes free throw 2 of 2
10:25.0,N. Powell misses 3-pt shot from 24 ft,,54-53,,
10:23.0,,,54-53,,Defensive rebound by S. Vujacic
10:03.0,,,54-55,2,C. Anthony makes 2-pt shot from 6 ft
9:37.0,K. Lowry makes 3-pt shot from 22 ft,3,57-55,,
9:13.0,,,57-55,,D. Williams misses 3-pt shot from 23 ft
9:11.0,,,57-55,,Offensive rebound by R. Lopez
9:11.0,,,57-55,,R. Lopez misses 2-pt shot at rim
9:09.0,,,57-55,,Offensive rebound by J. Grant
9:00.0,,,57-57,2,C. Anthony makes 2-pt shot from 15 ft
8:46.0,J. Thompson makes 2-pt shot from 5 ft (assist by K. Lowry),2,59-57,,
8:31.0,,,59-57,,Offensive foul by C. Anthony
8:31.0,,,59-57,,Turnover by C. Anthony (offensive foul)
8:13.0,K. Lowry makes 2-pt shot from 18 ft,2,61-57,,
7:47.0,,,61-59,2,D. Williams makes 2-pt shot from 15 ft
7:29.0,J. Valanciunas misses 2-pt shot from 7 ft,,61-59,,
7:27.0,,,61-59,,Defensive rebound by C. Anthony
7:13.0,Personal foul by J. Thompson,,61-59,,
7:04.0,,,61-59,,S. Vujacic misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by D. DeRozan,,61-59,,
6:53.0,D. DeRozan makes 2-pt shot at rim,2,63-59,,
6:26.0,,,63-59,,C. Anthony misses 2-pt shot from 18 ft
6:24.0,Defensive rebound by J. Thompson,,63-59,,
6:22.0,N. Powell misses 2-pt shot from 2 ft (block by C. Anthony),,63-59,,
6:21.0,Offensive rebound by Team,,63-59,,
6:21.0,,,63-59,,New York full timeout
6:15.0,Shooting foul by C. Anthony (drawn by J. Valanciunas),,63-59,,
6:15.0,J. Valanciunas misses free throw 1 of 2,,63-59,,
6:15.0,Offensive rebound by Team,,63-59,,
6:15.0,J. Valanciunas makes free throw 2 of 2,1,64-59,,
5:59.0,,,64-59,,S. Vujacic misses 2-pt shot from 12 ft
5:58.0,,,64-59,,Offensive rebound by R. Lopez
5:58.0,,,64-59,,R. Lopez misses 2-pt shot from 1 ft
5:57.0,,,64-59,,Offensive rebound by Team
5:56.0,,,64-59,,Turnover by R. Lopez (traveling)
5:56.0,,,64-59,,L. Galloway enters the game for S. Vujacic
5:48.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,66-59,,
5:32.0,,,66-61,2,C. Anthony makes 2-pt shot at rim
5:27.0,Turnover by J. Valanciunas (lost ball; steal by J. Grant),,66-61,,
5:20.0,Personal foul by J. Valanciunas,,66-61,,
5:05.0,,,66-61,,D. Williams misses 2-pt shot from 17 ft
5:03.0,Defensive rebound by J. Valanciunas,,66-61,,
4:55.0,K. Lowry makes 3-pt shot from 24 ft (assist by J. Valanciunas),3,69-61,,
4:38.0,,,69-61,,J. Grant misses 2-pt shot from 3 ft
4:36.0,,,69-61,,Offensive rebound by L. Galloway
4:30.0,,,69-63,2,R. Lopez makes 2-pt shot at rim (assist by L. Galloway)
4:09.0,N. Powell makes 2-pt shot from 3 ft (assist by D. DeRozan),2,71-63,,
4:08.0,,,71-63,,New York full timeout
3:59.0,,,71-63,,J. Grant misses 2-pt shot from 1 ft (block by K. Lowry)
3:58.0,,,71-63,,Offensive rebound by Team
3:46.0,,,71-63,,D. Williams misses 2-pt shot from 1 ft
3:45.0,,,71-63,,Offensive rebound by Team
3:45.0,Loose ball foul by D. DeRozan,,71-63,,
3:37.0,,,71-63,,J. Grant misses 2-pt shot from 2 ft
3:35.0,,,71-63,,Offensive rebound by Team
3:35.0,D. Carroll enters the game for N. Powell,,71-63,,
3:31.0,,,71-63,,L. Galloway misses 2-pt shot from 2 ft
3:29.0,Defensive rebound by J. Thompson,,71-63,,
3:12.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,73-63,,
2:50.0,,,73-65,2,C. Anthony makes 2-pt shot from 5 ft
2:31.0,D. DeRozan misses 2-pt shot from 5 ft,,73-65,,
2:29.0,,,73-65,,Defensive rebound by C. Anthony
2:18.0,,,73-67,2,J. Grant makes 2-pt shot from 1 ft (assist by C. Anthony)
2:18.0,,,73-67,,Shooting foul by J. Thompson (drawn by J. Grant)
2:18.0,Toronto full timeout,,73-67,,
2:18.0,,,73-67,,K. O'Quinn enters the game for C. Anthony
2:18.0,,,73-67,,C. Early enters the game for D. Williams
2:18.0,,,73-67,,A. Afflalo enters the game for R. Lopez
2:18.0,C. Joseph enters the game for J. Thompson,,73-67,,
2:18.0,P. Patterson enters the game for K. Lowry,,73-67,,
2:18.0,,,73-67,,J. Grant misses free throw 1 of 1
2:17.0,Defensive rebound by D. Carroll,,73-67,,
1:58.0,J. Valanciunas misses 2-pt shot from 10 ft,,73-67,,
1:57.0,,,73-67,,Defensive rebound by C. Early
1:46.0,,,73-67,,L. Galloway misses 3-pt shot from 23 ft
1:44.0,,,73-67,,Offensive rebound by C. Early
1:40.0,,,73-67,,K. O'Quinn misses 2-pt shot from 2 ft (block by D. Carroll)
1:39.0,,,73-67,,Offensive rebound by Team
1:39.0,B. Biyombo enters the game for J. Valanciunas,,73-67,,
1:39.0,T. Ross enters the game for D. DeRozan,,73-67,,
1:36.0,,,73-67,,J. Grant misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by C. Joseph,,73-67,,
1:19.0,T. Ross misses 2-pt shot from 11 ft,,73-67,,
1:17.0,,,73-67,,Defensive rebound by K. O'Quinn
1:04.0,,,73-67,,L. Galloway misses 2-pt shot from 17 ft
1:02.0,Defensive rebound by B. Biyombo,,73-67,,
0:44.0,B. Biyombo makes 2-pt shot from 14 ft (assist by P. Patterson),2,75-67,,
0:34.0,,,75-67,,Shooting foul by C. Joseph (drawn by J. Grant)
0:34.0,,,75-68,1,J. Grant makes free throw 1 of 2
0:34.0,,,75-69,1,J. Grant makes free throw 2 of 2
0:15.0,T. Ross misses 2-pt shot from 22 ft,,75-69,,
0:12.0,,,75-69,,Defensive rebound by A. Afflalo
0:03.0,,,75-69,,J. Grant misses 3-pt shot from 24 ft
0:00.0,,,75-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,75-69,,C. Early misses 2-pt shot from 21 ft
11:40.0,Defensive rebound by D. Carroll,,75-69,,
11:31.0,Turnover by C. Joseph (lost ball; steal by C. Early),,75-69,,
11:28.0,,,75-69,,C. Early misses 2-pt shot from 1 ft (block by P. Patterson)
11:26.0,Defensive rebound by C. Joseph,,75-69,,
11:08.0,D. Carroll misses 2-pt shot from 10 ft,,75-69,,
11:06.0,,,75-69,,Defensive rebound by C. Early
10:56.0,,,75-69,,K. O'Quinn misses 2-pt shot from 13 ft
10:55.0,Defensive rebound by D. Carroll,,75-69,,
10:38.0,P. Patterson misses 3-pt shot from 23 ft,,75-69,,
10:37.0,Offensive rebound by Team,,75-69,,
10:31.0,C. Joseph makes 2-pt shot from 18 ft (assist by P. Patterson),2,77-69,,
10:04.0,,,77-69,,L. Galloway misses 3-pt shot from 24 ft
10:02.0,Defensive rebound by P. Patterson,,77-69,,
9:53.0,T. Ross makes 2-pt shot from 13 ft,2,79-69,,
9:37.0,,,79-69,,C. Early misses 3-pt shot from 23 ft
9:35.0,,,79-69,,Offensive rebound by K. O'Quinn
9:34.0,Personal foul by D. Carroll,,79-69,,
9:27.0,,,79-69,,S. Vujacic misses 2-pt shot from 18 ft
9:25.0,,,79-69,,Offensive rebound by K. O'Quinn
9:09.0,,,79-71,2,L. Galloway makes 2-pt shot from 6 ft
8:49.0,Turnover by B. Biyombo (offensive foul),,79-71,,
8:49.0,Offensive foul by B. Biyombo,,79-71,,
8:49.0,Official timeout,,79-71,,
8:34.0,,,79-71,,S. Vujacic misses 2-pt shot from 14 ft
8:33.0,Defensive rebound by B. Biyombo,,79-71,,
8:14.0,C. Joseph misses 3-pt shot from 24 ft,,79-71,,
8:12.0,,,79-71,,Defensive rebound by K. O'Quinn
7:56.0,,,79-71,,K. O'Quinn misses 2-pt shot from 4 ft
7:55.0,,,79-71,,Offensive rebound by Team
7:48.0,,,79-71,,K. O'Quinn misses 2-pt shot from 11 ft
7:46.0,Defensive rebound by B. Biyombo,,79-71,,
7:23.0,D. Carroll misses 2-pt shot from 21 ft (block by S. Vujacic),,79-71,,
7:21.0,,,79-71,,Defensive rebound by S. Vujacic
7:15.0,Personal foul by D. Carroll,,79-71,,
7:15.0,K. Lowry enters the game for D. Carroll,,79-71,,
7:15.0,D. DeRozan enters the game for C. Joseph,,79-71,,
7:03.0,,,79-71,,C. Early misses 2-pt shot from 18 ft
7:01.0,Defensive rebound by B. Biyombo,,79-71,,
6:50.0,K. Lowry misses 3-pt shot from 25 ft,,79-71,,
6:48.0,,,79-71,,Defensive rebound by A. Afflalo
6:36.0,,,79-74,3,L. Galloway makes 3-pt shot from 24 ft (assist by K. O'Quinn)
6:11.0,T. Ross misses 3-pt shot from 24 ft,,79-74,,
6:09.0,Offensive rebound by P. Patterson,,79-74,,
5:56.0,T. Ross misses 3-pt shot from 23 ft,,79-74,,
5:54.0,,,79-74,,Defensive rebound by K. O'Quinn
5:47.0,,,79-77,3,S. Vujacic makes 3-pt shot from 24 ft (assist by L. Galloway)
5:46.0,Toronto full timeout,,79-77,,
5:46.0,J. Valanciunas enters the game for B. Biyombo,,79-77,,
5:46.0,,,79-77,,J. Grant enters the game for A. Afflalo
5:35.0,Turnover by D. DeRozan (lost ball),,79-77,,
5:23.0,,,79-79,2,K. O'Quinn makes 2-pt shot from 12 ft (assist by L. Galloway)
5:05.0,D. DeRozan makes 2-pt shot from 16 ft (assist by J. Valanciunas),2,81-79,,
4:47.0,,,81-81,2,K. O'Quinn makes 2-pt shot from 2 ft
4:19.0,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan),3,84-81,,
4:01.0,,,84-81,,K. O'Quinn misses 2-pt shot from 7 ft
4:00.0,,,84-81,,Offensive rebound by Team
4:00.0,Loose ball foul by K. Lowry,,84-81,,
3:37.0,,,84-81,,C. Early misses 2-pt shot from 17 ft
3:35.0,,,84-81,,Offensive rebound by K. O'Quinn
3:31.0,,,84-81,,L. Galloway misses 2-pt shot from 1 ft
3:30.0,Defensive rebound by J. Valanciunas,,84-81,,
3:14.0,J. Valanciunas misses 2-pt shot from 4 ft,,84-81,,
3:12.0,,,84-81,,Defensive rebound by C. Early
3:06.0,,,84-83,2,J. Grant makes 2-pt shot from 2 ft
3:06.0,,,84-83,,Shooting foul by T. Ross (drawn by J. Grant)
3:06.0,,,84-84,1,J. Grant makes free throw 1 of 1
2:48.0,Shooting foul by S. Vujacic (drawn by D. DeRozan),,84-84,,
2:48.0,,,84-84,,New York full timeout
2:48.0,C. Joseph enters the game for T. Ross,,84-84,,
2:48.0,D. DeRozan makes free throw 1 of 2,1,85-84,,
2:48.0,D. DeRozan makes free throw 2 of 2,1,86-84,,
2:34.0,,,86-84,,S. Vujacic misses 3-pt shot from 24 ft
2:32.0,,,86-84,,Offensive rebound by K. O'Quinn
2:31.0,,,86-84,,Turnover by K. O'Quinn (lost ball; steal by K. Lowry)
2:14.0,C. Joseph misses 3-pt shot from 22 ft,,86-84,,
2:13.0,,,86-84,,Defensive rebound by S. Vujacic
2:12.0,Personal foul by K. Lowry,,86-84,,
2:12.0,,,86-85,1,S. Vujacic makes free throw 1 of 2
2:12.0,,,86-86,1,S. Vujacic makes free throw 2 of 2
1:58.0,K. Lowry misses 3-pt shot from 24 ft,,86-86,,
1:56.0,Offensive rebound by D. DeRozan,,86-86,,
1:55.0,,,86-86,,Personal foul by L. Galloway
1:42.0,K. Lowry misses 3-pt shot from 24 ft,,86-86,,
1:40.0,,,86-86,,Defensive rebound by S. Vujacic
1:17.0,,,86-86,,J. Grant misses 3-pt shot from 26 ft
1:16.0,,,86-86,,Offensive rebound by Team
1:16.0,,,86-86,,Turnover by Team (shot clock)
1:16.0,Toronto full timeout,,86-86,,
1:16.0,T. Ross enters the game for C. Joseph,,86-86,,
1:05.0,D. DeRozan makes 2-pt shot from 2 ft,2,88-86,,
1:05.0,Shooting foul by K. O'Quinn (drawn by D. DeRozan),,88-86,,
1:05.0,C. Joseph enters the game for T. Ross,,88-86,,
1:05.0,B. Biyombo enters the game for J. Valanciunas,,88-86,,
1:05.0,D. DeRozan makes free throw 1 of 1,1,89-86,,
1:05.0,,,89-86,,New York full timeout
0:58.0,,,89-88,2,J. Grant makes 2-pt shot from 1 ft
0:42.0,J. Valanciunas enters the game for B. Biyombo,,89-88,,
0:42.0,T. Ross enters the game for C. Joseph,,89-88,,
0:37.0,K. Lowry misses 2-pt shot from 2 ft,,89-88,,
0:35.0,Offensive rebound by Team,,89-88,,
0:34.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,91-88,,
0:27.0,,,91-88,,J. Grant misses 2-pt shot from 1 ft
0:26.0,Defensive rebound by P. Patterson,,91-88,,
0:24.0,Toronto full timeout,,91-88,,
0:22.0,,,91-88,,Personal take foul by S. Vujacic
0:22.0,T. Ross misses free throw 1 of 2,,91-88,,
0:22.0,Offensive rebound by Team,,91-88,,
0:22.0,B. Biyombo enters the game for J. Valanciunas,,91-88,,
0:22.0,T. Ross makes free throw 2 of 2,1,92-88,,
0:22.0,,,92-88,,New York full timeout
0:22.0,C. Joseph enters the game for T. Ross,,92-88,,
0:18.0,,,92-88,,Turnover by C. Early (lost ball)
0:18.0,,,92-88,,Personal take foul by C. Early
0:18.0,K. Lowry makes free throw 1 of 2,1,93-88,,
0:18.0,K. Lowry misses free throw 2 of 2,,93-88,,
0:17.0,,,93-88,,Defensive rebound by K. O'Quinn
0:09.0,,,93-88,,J. Grant misses 3-pt shot from 25 ft
0:08.0,,,93-88,,Offensive rebound by K. O'Quinn
0:07.0,Personal foul by B. Biyombo,,93-88,,
0:07.0,,,93-89,1,K. O'Quinn makes free throw 1 of 2
0:07.0,J. Valanciunas enters the game for B. Biyombo,,93-89,,
0:07.0,,,93-89,,K. O'Quinn misses free throw 2 of 2
0:06.0,Defensive rebound by J. Valanciunas,,93-89,,
