time,Indiana,pts.away,score,pts.home,Toronto
8:12.0,,,6-9,2,D. DeRozan makes 2-pt shot from 10 ft
7:47.0,M. Ellis misses 2-pt shot from 20 ft,,6-9,,
7:47.0,,,6-9,,Defensive rebound by Team
7:27.0,,,6-11,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
7:08.0,P. George misses 2-pt shot from 4 ft (block by N. Powell),,6-11,,
7:07.0,Offensive rebound by P. George,,6-11,,
7:03.0,I. Mahinmi misses 2-pt shot from 5 ft,,6-11,,
7:03.0,Offensive rebound by Team,,6-11,,
6:50.0,Shooting foul by N. Powell (drawn by P. George),,6-11,,
6:50.0,P. George makes free throw 1 of 2,1,7-11,,
6:50.0,,,7-11,,P. Patterson enters the game for L. Scola
6:50.0,S. Hill enters the game for L. Allen,,7-11,,
6:50.0,P. George misses free throw 2 of 2,,7-11,,
6:49.0,,,7-11,,Defensive rebound by J. Valanciunas
6:29.0,,,7-11,,Turnover by D. DeRozan (traveling)
6:23.0,S. Hill misses 2-pt shot from 1 ft,,7-11,,
6:22.0,,,7-11,,Defensive rebound by K. Lowry
6:19.0,,,7-11,,Shooting foul by P. George (drawn by K. Lowry)
6:19.0,,,7-12,1,K. Lowry makes free throw 1 of 3
6:19.0,,,7-13,1,K. Lowry makes free throw 2 of 3
6:19.0,,,7-14,1,K. Lowry makes free throw 3 of 3
5:54.0,S. Hill misses 2-pt shot from 14 ft,,7-14,,
5:54.0,,,7-14,,Defensive rebound by P. Patterson
5:42.0,,,7-14,,K. Lowry misses 2-pt shot from 3 ft
5:41.0,,,7-14,,Offensive rebound by J. Valanciunas
5:41.0,,,7-16,2,J. Valanciunas makes 2-pt shot from 1 ft
5:41.0,Indiana full timeout,,7-16,,
5:23.0,M. Ellis misses 2-pt shot from 3 ft (block by J. Valanciunas),,7-16,,
5:22.0,,,7-16,,Defensive rebound by J. Valanciunas
5:12.0,,,7-16,,D. DeRozan misses 2-pt shot from 17 ft
5:12.0,Defensive rebound by S. Hill,,7-16,,
4:51.0,M. Ellis misses 2-pt shot from 21 ft,,7-16,,
4:51.0,,,7-16,,Defensive rebound by N. Powell
4:34.0,,,7-16,,Shooting foul by P. George (drawn by J. Valanciunas)
4:34.0,,,7-17,1,J. Valanciunas makes free throw 1 of 2
4:34.0,R. Stuckey enters the game for P. George,,7-17,,
4:34.0,,,7-17,,J. Valanciunas misses free throw 2 of 2
4:33.0,Defensive rebound by I. Mahinmi,,7-17,,
4:18.0,G. Hill misses 3-pt shot from 24 ft,,7-17,,
4:17.0,,,7-17,,Defensive rebound by K. Lowry
4:07.0,,,7-19,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
3:47.0,I. Mahinmi misses 2-pt shot from 5 ft,,7-19,,
3:47.0,,,7-19,,Defensive rebound by J. Valanciunas
3:33.0,,,7-21,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
3:33.0,Indiana full timeout,,7-21,,
3:33.0,M. Turner enters the game for I. Mahinmi,,7-21,,
3:33.0,T. Lawson enters the game for M. Ellis,,7-21,,
3:17.0,R. Stuckey makes 2-pt shot from 18 ft,2,9-21,,
2:54.0,,,9-21,,D. DeRozan misses 2-pt shot from 19 ft
2:53.0,Defensive rebound by S. Hill,,9-21,,
2:35.0,R. Stuckey misses 2-pt shot from 11 ft,,9-21,,
2:35.0,,,9-21,,Defensive rebound by J. Valanciunas
2:29.0,,,9-21,,D. DeRozan misses 2-pt shot from 2 ft (block by M. Turner)
2:28.0,Defensive rebound by S. Hill,,9-21,,
2:25.0,Turnover by S. Hill (lost ball; steal by K. Lowry),,9-21,,
2:20.0,,,9-23,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
2:05.0,M. Turner makes 2-pt shot from 20 ft (assist by T. Lawson),2,11-23,,
1:57.0,,,11-23,,Toronto full timeout
1:57.0,,,11-23,,T. Ross enters the game for J. Valanciunas
1:57.0,,,11-23,,B. Biyombo enters the game for K. Lowry
1:57.0,,,11-23,,C. Joseph enters the game for N. Powell
1:57.0,C. Miles enters the game for G. Hill,,11-23,,
1:49.0,,,11-23,,D. DeRozan misses 2-pt shot from 3 ft
1:49.0,,,11-23,,Offensive rebound by D. DeRozan
1:46.0,,,11-23,,D. DeRozan misses 2-pt shot from 1 ft
1:45.0,,,11-23,,Offensive rebound by B. Biyombo
1:44.0,,,11-23,,B. Biyombo misses 2-pt shot from 4 ft (block by M. Turner)
1:42.0,Defensive rebound by R. Stuckey,,11-23,,
1:38.0,M. Turner makes 2-pt shot from 1 ft (assist by R. Stuckey),2,13-23,,
1:17.0,,,13-23,,Turnover by D. DeRozan (lost ball; steal by R. Stuckey)
1:16.0,,,13-23,,Personal foul by D. DeRozan
1:16.0,R. Stuckey makes free throw 1 of 2,1,14-23,,
1:16.0,R. Stuckey misses free throw 2 of 2,,14-23,,
1:16.0,,,14-23,,Defensive rebound by B. Biyombo
1:02.0,,,14-23,,T. Ross misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by S. Hill,,14-23,,
0:54.0,Turnover by M. Turner (lost ball; steal by T. Ross),,14-23,,
0:45.0,,,14-23,,D. DeRozan misses 2-pt shot from 3 ft (block by R. Stuckey)
0:45.0,,,14-23,,Offensive rebound by Team
0:34.0,,,14-25,2,C. Joseph makes 2-pt shot from 2 ft
0:29.0,,,14-25,,Personal foul by T. Ross
0:29.0,T. Lawson makes free throw 1 of 2,1,15-25,,
0:29.0,T. Lawson makes free throw 2 of 2,1,16-25,,
0:10.0,,,16-27,2,C. Joseph makes 2-pt shot from 1 ft
0:00.0,T. Lawson misses 2-pt shot from 15 ft,,16-27,,
0:00.0,Offensive rebound by Team,,16-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Turnover by C. Miles (lost ball; steal by B. Biyombo),,16-27,,
11:27.0,,,16-29,2,P. Patterson makes 2-pt shot from 3 ft (assist by K. Lowry)
11:15.0,M. Turner makes 2-pt shot from 4 ft,2,18-29,,
11:15.0,,,18-29,,Violation by B. Biyombo (def goaltending)
11:09.0,Personal foul by M. Turner,,18-29,,
10:55.0,,,18-29,,T. Ross misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by R. Stuckey,,18-29,,
10:48.0,R. Stuckey misses 2-pt shot from 3 ft (block by P. Patterson),,18-29,,
10:47.0,,,18-29,,Defensive rebound by T. Ross
10:34.0,,,18-29,,K. Lowry misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by M. Turner,,18-29,,
10:26.0,T. Lawson misses 3-pt shot from 26 ft,,18-29,,
10:25.0,Offensive rebound by S. Hill,,18-29,,
10:21.0,M. Turner makes 2-pt shot from 4 ft (assist by S. Hill),2,20-29,,
10:00.0,,,20-31,2,C. Joseph makes 2-pt shot from 19 ft
9:43.0,C. Miles misses 3-pt shot from 26 ft,,20-31,,
9:43.0,,,20-31,,Defensive rebound by T. Ross
9:30.0,,,20-34,3,P. Patterson makes 3-pt shot from 26 ft (assist by T. Ross)
9:10.0,T. Lawson makes 2-pt shot from 4 ft,2,22-34,,
8:48.0,,,22-37,3,T. Ross makes 3-pt shot from 26 ft (assist by P. Patterson)
8:35.0,Indiana full timeout,,22-37,,
8:35.0,,,22-37,,D. Carroll enters the game for P. Patterson
8:35.0,P. George enters the game for S. Hill,,22-37,,
8:14.0,Turnover by M. Turner (lost ball; steal by C. Joseph),,22-37,,
8:00.0,,,22-40,3,T. Ross makes 3-pt shot from 26 ft (assist by D. Carroll)
7:43.0,Offensive charge foul by M. Turner,,22-40,,
7:43.0,Turnover by M. Turner (offensive foul),,22-40,,
7:43.0,G. Hill enters the game for T. Lawson,,22-40,,
7:43.0,I. Mahinmi enters the game for M. Turner,,22-40,,
7:31.0,,,22-40,,K. Lowry misses 3-pt shot from 27 ft
7:30.0,Defensive rebound by I. Mahinmi,,22-40,,
7:09.0,P. George misses 3-pt shot from 26 ft,,22-40,,
7:09.0,Offensive rebound by P. George,,22-40,,
7:02.0,P. George makes 2-pt shot from 7 ft,2,24-40,,
6:45.0,,,24-40,,Turnover by C. Joseph (dbl dribble)
6:45.0,,,24-40,,J. Valanciunas enters the game for B. Biyombo
6:45.0,M. Ellis enters the game for C. Miles,,24-40,,
6:45.0,S. Hill enters the game for G. Hill,,24-40,,
6:36.0,,,24-40,,Personal foul by T. Ross
6:34.0,P. George makes 2-pt shot from 12 ft,2,26-40,,
6:34.0,Shooting foul by J. Valanciunas (drawn by P. George),,26-40,,
6:34.0,,,26-40,,D. DeRozan enters the game for C. Joseph
6:34.0,P. George makes free throw 1 of 1,1,27-40,,
6:19.0,,,27-40,,J. Valanciunas misses 2-pt shot from 19 ft
6:19.0,Defensive rebound by R. Stuckey,,27-40,,
6:06.0,Turnover by I. Mahinmi (3 sec),,27-40,,
5:54.0,,,27-40,,J. Valanciunas misses 2-pt shot from 3 ft
5:53.0,Defensive rebound by M. Ellis,,27-40,,
5:47.0,Shooting foul by J. Valanciunas (drawn by P. George),,27-40,,
5:47.0,Official timeout,,27-40,,
5:47.0,G. Hill enters the game for R. Stuckey,,27-40,,
5:47.0,P. George makes free throw 1 of 2,1,28-40,,
5:47.0,P. George makes free throw 2 of 2,1,29-40,,
5:34.0,,,29-40,,Turnover by K. Lowry (lost ball; steal by G. Hill)
5:28.0,G. Hill makes 2-pt shot from 6 ft,2,31-40,,
5:10.0,,,31-42,2,K. Lowry makes 2-pt shot from 2 ft
5:03.0,P. George makes 3-pt shot from 25 ft,3,34-42,,
4:50.0,,,34-42,,D. DeRozan misses 2-pt shot from 3 ft
4:49.0,,,34-42,,Offensive rebound by J. Valanciunas
4:47.0,,,34-42,,J. Valanciunas misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by P. George,,34-42,,
4:41.0,M. Ellis makes 2-pt shot from 18 ft,2,36-42,,
4:41.0,Shooting foul by D. DeRozan (drawn by M. Ellis),,36-42,,
4:41.0,,,36-42,,P. Patterson enters the game for T. Ross
4:41.0,M. Ellis makes free throw 1 of 1,1,37-42,,
4:21.0,,,37-42,,J. Valanciunas misses 2-pt shot from 3 ft
4:20.0,,,37-42,,Offensive rebound by J. Valanciunas
4:20.0,,,37-42,,Shooting foul by S. Hill (drawn by J. Valanciunas)
4:20.0,,,37-43,1,J. Valanciunas makes free throw 1 of 2
4:20.0,,,37-44,1,J. Valanciunas makes free throw 2 of 2
4:15.0,Indiana full timeout,,37-44,,
4:02.0,I. Mahinmi misses 2-pt shot from 6 ft,,37-44,,
4:01.0,,,37-44,,Defensive rebound by J. Valanciunas
4:00.0,Personal foul by G. Hill,,37-44,,
3:50.0,,,37-46,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
3:27.0,P. George misses 2-pt shot from 4 ft (block by J. Valanciunas),,37-46,,
3:26.0,,,37-46,,Defensive rebound by P. Patterson
3:16.0,,,37-49,3,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry)
3:02.0,,,37-49,,Personal foul by P. Patterson
3:02.0,I. Mahinmi makes free throw 1 of 2,1,38-49,,
3:02.0,I. Mahinmi makes free throw 2 of 2,1,39-49,,
2:44.0,,,39-49,,K. Lowry misses 2-pt shot from 22 ft
2:44.0,Defensive rebound by I. Mahinmi,,39-49,,
2:35.0,S. Hill misses 3-pt shot from 24 ft,,39-49,,
2:35.0,,,39-49,,Defensive rebound by D. DeRozan
2:22.0,,,39-49,,D. DeRozan misses 2-pt shot from 13 ft
2:21.0,Defensive rebound by M. Ellis,,39-49,,
2:14.0,S. Hill makes 2-pt shot at rim (assist by M. Ellis),2,41-49,,
2:10.0,,,41-49,,Toronto full timeout
2:10.0,C. Miles enters the game for S. Hill,,41-49,,
2:10.0,,,41-49,,C. Joseph enters the game for K. Lowry
1:53.0,,,41-51,2,J. Valanciunas makes 2-pt shot from 13 ft
1:35.0,M. Ellis makes 2-pt shot from 18 ft,2,43-51,,
1:13.0,,,43-51,,Turnover by D. Carroll (lost ball; steal by P. George)
1:07.0,M. Ellis makes 2-pt shot from 2 ft (assist by P. George),2,45-51,,
0:44.0,,,45-51,,C. Joseph misses 2-pt shot from 4 ft
0:43.0,,,45-51,,Offensive rebound by Team
0:43.0,Loose ball foul by G. Hill,,45-51,,
0:43.0,R. Stuckey enters the game for G. Hill,,45-51,,
0:43.0,S. Hill enters the game for P. George,,45-51,,
0:26.0,,,45-51,,J. Valanciunas misses 2-pt shot from 4 ft
0:25.0,,,45-51,,Offensive rebound by Team
0:24.0,,,45-51,,T. Ross enters the game for D. Carroll
0:24.0,,,45-51,,Toronto full timeout
0:11.0,,,45-53,2,C. Joseph makes 2-pt shot from 8 ft
0:04.0,M. Ellis makes 3-pt shot from 27 ft,3,48-53,,
0:00.0,,,48-53,,D. DeRozan misses 3-pt shot from 28 ft
0:00.0,,,48-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Turnover by P. George (lost ball; steal by D. DeRozan),,48-53,,
11:40.0,,,48-55,2,D. DeRozan makes 2-pt shot from 17 ft
11:22.0,M. Ellis misses 2-pt shot from 14 ft,,48-55,,
11:22.0,,,48-55,,Defensive rebound by L. Scola
11:00.0,,,48-57,2,D. DeRozan makes 2-pt shot from 13 ft
10:41.0,Shooting foul by L. Scola (drawn by I. Mahinmi),,48-57,,
10:41.0,I. Mahinmi makes free throw 1 of 2,1,49-57,,
10:41.0,I. Mahinmi makes free throw 2 of 2,1,50-57,,
10:21.0,,,50-57,,Turnover by D. Carroll (lost ball)
10:08.0,Shooting foul by J. Valanciunas (drawn by I. Mahinmi),,50-57,,
10:08.0,I. Mahinmi makes free throw 1 of 2,1,51-57,,
10:08.0,I. Mahinmi misses free throw 2 of 2,,51-57,,
10:08.0,,,51-57,,Defensive rebound by Team
9:57.0,Personal foul by I. Mahinmi,,51-57,,
9:44.0,,,51-57,,J. Valanciunas misses 2-pt shot from 17 ft
9:43.0,Defensive rebound by M. Ellis,,51-57,,
9:38.0,,,51-57,,Personal foul by K. Lowry
9:28.0,Turnover by L. Allen (lost ball),,51-57,,
9:07.0,,,51-57,,D. DeRozan misses 3-pt shot from 27 ft
9:07.0,Defensive rebound by L. Allen,,51-57,,
8:55.0,I. Mahinmi misses 2-pt shot from 4 ft,,51-57,,
8:54.0,,,51-57,,Defensive rebound by J. Valanciunas
8:45.0,,,51-57,,Turnover by K. Lowry (lost ball; steal by M. Ellis)
8:42.0,Shooting foul by D. Carroll (drawn by M. Ellis),,51-57,,
8:42.0,M. Ellis makes free throw 1 of 2,1,52-57,,
8:42.0,M. Ellis misses free throw 2 of 2,,52-57,,
8:41.0,,,52-57,,Defensive rebound by J. Valanciunas
8:28.0,,,52-57,,D. DeRozan misses 2-pt shot at rim
8:27.0,Defensive rebound by I. Mahinmi,,52-57,,
8:19.0,P. George misses 2-pt shot from 21 ft,,52-57,,
8:19.0,,,52-57,,Defensive rebound by D. DeRozan
8:11.0,,,52-59,2,K. Lowry makes 2-pt shot from 2 ft (assist by D. DeRozan)
7:52.0,Turnover by G. Hill (lost ball; steal by J. Valanciunas),,52-59,,
7:36.0,,,52-59,,Turnover by L. Scola (lost ball; steal by M. Ellis)
7:15.0,I. Mahinmi misses 2-pt shot from 5 ft,,52-59,,
7:15.0,,,52-59,,Defensive rebound by D. Carroll
6:56.0,,,52-59,,J. Valanciunas misses 2-pt shot from 3 ft
6:54.0,Defensive rebound by P. George,,52-59,,
6:48.0,P. George makes 2-pt shot from 1 ft,2,54-59,,
6:38.0,,,54-59,,Toronto full timeout
6:38.0,,,54-59,,P. Patterson enters the game for L. Scola
6:38.0,S. Hill enters the game for L. Allen,,54-59,,
6:38.0,M. Turner enters the game for I. Mahinmi,,54-59,,
6:25.0,,,54-61,2,K. Lowry makes 2-pt shot from 16 ft
6:05.0,G. Hill misses 3-pt shot from 26 ft,,54-61,,
6:04.0,,,54-61,,Defensive rebound by P. Patterson
5:50.0,,,54-63,2,D. DeRozan makes 2-pt shot at rim
5:28.0,S. Hill misses 3-pt shot from 23 ft,,54-63,,
5:27.0,,,54-63,,Defensive rebound by Team
5:27.0,Personal foul by M. Turner,,54-63,,
5:08.0,,,54-63,,D. DeRozan misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by S. Hill,,54-63,,
5:01.0,G. Hill misses 3-pt shot from 24 ft,,54-63,,
5:00.0,Offensive rebound by G. Hill,,54-63,,
4:57.0,P. George makes 3-pt shot from 25 ft (assist by G. Hill),3,57-63,,
4:36.0,,,57-65,2,D. Carroll makes 2-pt shot from 6 ft
4:21.0,Turnover by P. George (bad pass),,57-65,,
4:09.0,,,57-65,,Offensive foul by J. Valanciunas
4:09.0,,,57-65,,Turnover by J. Valanciunas (offensive foul)
4:09.0,,,57-65,,B. Biyombo enters the game for J. Valanciunas
3:54.0,P. George makes 2-pt shot from 21 ft,2,59-65,,
3:28.0,,,59-65,,K. Lowry misses 2-pt shot from 7 ft
3:28.0,Defensive rebound by M. Turner,,59-65,,
3:18.0,M. Ellis makes 2-pt shot from 8 ft,2,61-65,,
2:59.0,,,61-67,2,K. Lowry makes 2-pt shot from 18 ft (assist by B. Biyombo)
2:43.0,Shooting foul by D. Carroll (drawn by P. George),,61-67,,
2:43.0,Indiana full timeout,,61-67,,
2:43.0,,,61-67,,N. Powell enters the game for D. Carroll
2:43.0,,,61-67,,C. Joseph enters the game for K. Lowry
2:43.0,R. Stuckey enters the game for M. Ellis,,61-67,,
2:43.0,T. Lawson enters the game for G. Hill,,61-67,,
2:43.0,P. George makes free throw 1 of 2,1,62-67,,
2:43.0,P. George makes free throw 2 of 2,1,63-67,,
2:27.0,,,63-67,,P. Patterson misses 2-pt shot from 10 ft
2:26.0,,,63-67,,Offensive rebound by P. Patterson
2:22.0,,,63-69,2,P. Patterson makes 2-pt shot from 4 ft
2:01.0,T. Lawson misses 3-pt shot from 25 ft,,63-69,,
2:01.0,,,63-69,,Defensive rebound by P. Patterson
1:47.0,Personal foul by M. Turner,,63-69,,
1:47.0,L. Allen enters the game for M. Turner,,63-69,,
1:35.0,,,63-69,,C. Joseph misses 2-pt shot from 13 ft
1:34.0,,,63-69,,Offensive rebound by B. Biyombo
1:33.0,,,63-69,,Shooting foul by T. Lawson (drawn by B. Biyombo)
1:33.0,,,63-69,,B. Biyombo misses free throw 1 of 2
1:33.0,,,63-69,,Offensive rebound by Team
1:33.0,,,63-70,1,B. Biyombo makes free throw 2 of 2
1:10.0,P. George makes 2-pt shot from 15 ft (assist by S. Hill),2,65-70,,
0:55.0,,,65-70,,Shooting foul by S. Hill (drawn by P. Patterson)
0:55.0,,,65-71,1,P. Patterson makes free throw 1 of 2
0:55.0,,,65-72,1,P. Patterson makes free throw 2 of 2
0:39.0,Turnover by R. Stuckey (lost ball; steal by P. Patterson),,65-72,,
0:35.0,,,65-72,,Turnover by P. Patterson (bad pass)
0:23.0,P. George misses 2-pt shot from 5 ft (block by B. Biyombo),,65-72,,
0:22.0,Offensive rebound by Team,,65-72,,
0:20.0,Shooting foul by D. DeRozan (drawn by R. Stuckey),,65-72,,
0:20.0,R. Stuckey misses free throw 1 of 2,,65-72,,
0:20.0,Offensive rebound by Team,,65-72,,
0:20.0,R. Stuckey makes free throw 2 of 2,1,66-72,,
0:04.0,Personal foul by R. Stuckey,,66-72,,
0:04.0,,,66-73,1,C. Joseph makes free throw 1 of 2
0:04.0,,,66-74,1,C. Joseph makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,66-74,,K. Lowry misses 3-pt shot from 28 ft
11:41.0,Defensive rebound by C. Miles,,66-74,,
11:29.0,R. Stuckey misses 2-pt shot from 2 ft,,66-74,,
11:28.0,,,66-74,,Defensive rebound by K. Lowry
11:28.0,Jump ball: L. Allen vs. K. Lowry (P. Patterson gains possession),,,,Jump ball: L. Allen vs. K. Lowry (P. Patterson gains possession)
11:22.0,,,66-76,2,P. Patterson makes 2-pt shot from 1 ft
10:53.0,R. Stuckey makes 3-pt shot from 26 ft (assist by T. Lawson),3,69-76,,
10:38.0,,,69-76,,Shooting foul by T. Lawson (drawn by B. Biyombo)
10:38.0,,,69-77,1,B. Biyombo makes free throw 1 of 2
10:38.0,,,69-78,1,B. Biyombo makes free throw 2 of 2
10:22.0,R. Stuckey misses 2-pt shot from 20 ft,,69-78,,
10:21.0,,,69-78,,Defensive rebound by K. Lowry
10:11.0,,,69-78,,Shooting foul by C. Miles (drawn by K. Lowry)
10:11.0,,,69-79,1,K. Lowry makes free throw 1 of 2
10:11.0,,,69-80,1,K. Lowry makes free throw 2 of 2
10:02.0,L. Allen makes 2-pt shot from 18 ft (assist by T. Lawson),2,71-80,,
9:44.0,,,71-82,2,C. Joseph makes 2-pt shot from 1 ft
9:36.0,Turnover by T. Lawson (lost ball; steal by N. Powell),,71-82,,
9:18.0,,,71-82,,Shooting foul by R. Stuckey (drawn by K. Lowry)
9:18.0,Indiana full timeout,,71-82,,
9:18.0,G. Hill enters the game for S. Hill,,71-82,,
9:18.0,M. Ellis enters the game for R. Stuckey,,71-82,,
9:18.0,P. George enters the game for T. Lawson,,71-82,,
9:18.0,,,71-83,1,K. Lowry makes free throw 1 of 2
9:18.0,,,71-84,1,K. Lowry makes free throw 2 of 2
9:04.0,C. Miles misses 3-pt shot from 26 ft,,71-84,,
9:04.0,,,71-84,,Defensive rebound by B. Biyombo
8:53.0,,,71-86,2,C. Joseph makes 2-pt shot from 3 ft (assist by K. Lowry)
8:45.0,,,71-86,,Personal foul by N. Powell
8:45.0,M. Turner enters the game for L. Allen,,71-86,,
8:37.0,Offensive foul by G. Hill,,71-86,,
8:37.0,Turnover by G. Hill (offensive foul),,71-86,,
8:12.0,,,71-86,,K. Lowry misses 2-pt shot from 16 ft
8:11.0,,,71-86,,Offensive rebound by P. Patterson
7:54.0,,,71-88,2,B. Biyombo makes 2-pt shot at rim (assist by C. Joseph)
7:54.0,,,71-88,,Shooting foul by M. Ellis (drawn by B. Biyombo)
7:54.0,,,71-89,1,B. Biyombo makes free throw 1 of 1
7:38.0,,,71-89,,Personal foul by C. Joseph
7:22.0,M. Turner misses 3-pt shot from 32 ft,,71-89,,
7:22.0,,,71-89,,Defensive rebound by K. Lowry
7:16.0,,,71-89,,Offensive foul by B. Biyombo
7:16.0,,,71-89,,Turnover by B. Biyombo (offensive foul)
7:03.0,C. Miles makes 2-pt shot from 9 ft (assist by M. Ellis),2,73-89,,
6:51.0,,,73-89,,Toronto full timeout
6:51.0,Violation by G. Hill (kicked ball),,73-89,,
6:38.0,,,73-89,,Turnover by P. Patterson (lost ball; steal by C. Miles)
6:20.0,Shooting foul by B. Biyombo (drawn by P. George),,73-89,,
6:20.0,P. George makes free throw 1 of 2,1,74-89,,
6:20.0,,,74-89,,J. Valanciunas enters the game for B. Biyombo
6:20.0,S. Hill enters the game for C. Miles,,74-89,,
6:20.0,P. George makes free throw 2 of 2,1,75-89,,
5:58.0,,,75-91,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by C. Joseph)
5:45.0,P. George makes 2-pt shot from 14 ft,2,77-91,,
5:22.0,,,77-91,,Shooting foul by M. Turner (drawn by C. Joseph)
5:22.0,,,77-92,1,C. Joseph makes free throw 1 of 2
5:22.0,L. Allen enters the game for M. Turner,,77-92,,
5:22.0,,,77-93,1,C. Joseph makes free throw 2 of 2
5:03.0,M. Ellis misses 3-pt shot from 23 ft,,77-93,,
5:02.0,Offensive rebound by L. Allen,,77-93,,
4:54.0,,,77-93,,Personal foul by C. Joseph
4:45.0,L. Allen misses 2-pt shot from 3 ft,,77-93,,
4:45.0,,,77-93,,Defensive rebound by J. Valanciunas
4:39.0,,,77-93,,N. Powell misses 2-pt shot from 2 ft
4:35.0,Defensive rebound by M. Ellis,,77-93,,
4:31.0,M. Ellis misses 2-pt shot from 2 ft,,77-93,,
4:30.0,,,77-93,,Defensive rebound by J. Valanciunas
4:19.0,,,77-93,,Shooting foul by S. Hill (drawn by K. Lowry)
4:19.0,,,77-94,1,K. Lowry makes free throw 1 of 3
4:19.0,,,77-95,1,K. Lowry makes free throw 2 of 3
4:19.0,C. Miles enters the game for S. Hill,,77-95,,
4:19.0,,,77-96,1,K. Lowry makes free throw 3 of 3
4:03.0,C. Miles misses 3-pt shot from 25 ft,,77-96,,
4:03.0,,,77-96,,Defensive rebound by C. Joseph
3:43.0,,,77-96,,N. Powell misses 3-pt shot from 23 ft
3:43.0,,,77-96,,Offensive rebound by K. Lowry
3:23.0,,,77-96,,Turnover by P. Patterson (lost ball; steal by L. Allen)
3:16.0,,,77-96,,Shooting block foul by P. Patterson (drawn by C. Miles)
3:16.0,C. Miles makes free throw 1 of 2,1,78-96,,
3:16.0,J. Hill enters the game for P. George,,78-96,,
3:16.0,G. Robinson enters the game for M. Ellis,,78-96,,
3:16.0,J. Young enters the game for G. Hill,,78-96,,
3:16.0,C. Miles makes free throw 2 of 2,1,79-96,,
2:56.0,,,79-96,,K. Lowry misses 3-pt shot from 26 ft
2:55.0,Defensive rebound by C. Miles,,79-96,,
2:50.0,C. Miles misses 3-pt shot from 26 ft,,79-96,,
2:49.0,Offensive rebound by L. Allen,,79-96,,
2:41.0,C. Miles makes 2-pt shot from 2 ft (assist by L. Allen),2,81-96,,
