time,LA Clippers,pts.away,score,pts.home,Sacramento
4:07.0,,,23-24,2,D. Collison makes 2-pt shot from 3 ft (assist by D. Cousins)
3:57.0,C. Paul makes 2-pt shot from 19 ft,2,25-24,,
3:57.0,Shooting foul by B. McLemore (drawn by C. Paul),,25-24,,
3:57.0,W. Johnson enters the game for L. Mbah a Moute,,25-24,,
3:57.0,J. Crawford enters the game for J. Redick,,25-24,,
3:57.0,,,25-24,,S. Curry enters the game for B. McLemore
3:57.0,,,25-24,,O. Casspi enters the game for R. Gay
3:57.0,C. Paul makes free throw 1 of 1,1,26-24,,
3:43.0,,,26-24,,Turnover by D. Collison (bad pass; steal by C. Paul)
3:33.0,Turnover by W. Johnson (lost ball; steal by D. Collison),,26-24,,
3:20.0,,,26-26,2,S. Curry makes 2-pt shot from 17 ft (assist by D. Cousins)
3:14.0,,,26-26,,Personal foul by S. Curry (drawn by J. Crawford)
3:14.0,J. Crawford makes free throw 1 of 2,1,27-26,,
3:14.0,,,27-26,,W. Cauley-Stein enters the game for Q. Acy
3:14.0,J. Crawford makes free throw 2 of 2,1,28-26,,
2:55.0,,,28-26,,O. Casspi misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by D. Jordan,,28-26,,
2:38.0,C. Paul misses 3-pt shot from 25 ft,,28-26,,
2:38.0,,,28-26,,Defensive rebound by S. Curry
2:34.0,,,28-26,,Shooting foul by J. Green (drawn by S. Curry)
2:34.0,LA Clippers full timeout,,28-26,,
2:34.0,C. Wilcox enters the game for J. Green,,28-26,,
2:34.0,,,28-27,1,S. Curry makes free throw 1 of 2
2:34.0,,,28-27,,S. Curry misses free throw 2 of 2
2:32.0,Defensive rebound by W. Johnson,,28-27,,
2:20.0,J. Crawford misses 2-pt shot from 4 ft,,28-27,,
2:19.0,,,28-27,,Defensive rebound by O. Casspi
2:05.0,,,28-27,,D. Cousins misses 2-pt shot from 2 ft
2:04.0,,,28-27,,Offensive rebound by D. Cousins
2:04.0,,,28-27,,D. Cousins misses 2-pt shot from 2 ft
2:03.0,,,28-27,,Offensive rebound by D. Cousins
2:03.0,,,28-27,,D. Cousins misses 2-pt shot from 3 ft
2:02.0,,,28-27,,Offensive rebound by D. Cousins
2:02.0,,,28-27,,D. Cousins misses 2-pt shot from 3 ft
2:00.0,,,28-27,,Offensive rebound by D. Cousins
2:00.0,,,28-27,,D. Cousins misses 2-pt shot from 2 ft
1:59.0,Defensive rebound by D. Jordan,,28-27,,
1:50.0,W. Johnson misses 2-pt shot from 16 ft,,28-27,,
1:49.0,Offensive rebound by D. Jordan,,28-27,,
1:49.0,Shooting foul by S. Curry (drawn by D. Jordan),,28-27,,
1:49.0,D. Jordan misses free throw 1 of 2,,28-27,,
1:49.0,Offensive rebound by Team,,28-27,,
1:49.0,P. Prigioni enters the game for C. Paul,,28-27,,
1:49.0,D. Jordan misses free throw 2 of 2,,28-27,,
1:47.0,,,28-27,,Defensive rebound by Team
1:27.0,,,28-27,,Shooting foul by W. Johnson (drawn by D. Cousins)
1:27.0,,,28-29,2,D. Cousins makes 2-pt shot from 7 ft
1:27.0,,,28-29,,M. Belinelli enters the game for D. Collison
1:27.0,,,28-30,1,D. Cousins makes free throw 1 of 1
1:17.0,W. Johnson misses 3-pt shot from 25 ft,,28-30,,
1:17.0,,,28-30,,Defensive rebound by O. Casspi
1:06.0,,,28-30,,S. Curry misses 2-pt shot from 18 ft
1:06.0,Defensive rebound by D. Jordan,,28-30,,
0:59.0,J. Crawford makes 2-pt shot from 19 ft,2,30-30,,
0:40.0,,,30-30,,O. Casspi misses 2-pt shot from 5 ft
0:40.0,,,30-30,,Offensive rebound by Team
0:40.0,C. Aldrich enters the game for D. Jordan,,30-30,,
0:40.0,,,30-30,,Turnover by S. Curry (bad pass)
0:34.0,J. Crawford misses 3-pt shot from 24 ft,,30-30,,
0:33.0,,,30-30,,Defensive rebound by S. Curry
0:26.0,,,30-30,,D. Cousins misses 2-pt shot from 3 ft
0:25.0,Defensive rebound by P. Prigioni,,30-30,,
0:02.0,C. Wilcox misses 2-pt shot from 8 ft,,30-30,,
0:01.0,Offensive rebound by W. Johnson,,30-30,,
0:00.0,W. Johnson misses 2-pt shot from 21 ft,,30-30,,
0:00.0,Offensive rebound by Team,,30-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Personal foul by C. Aldrich (drawn by W. Cauley-Stein),,30-30,,
11:45.0,,,30-30,,Shooting foul by C. Wilcox (drawn by M. Belinelli)
11:45.0,,,30-30,,M. Belinelli misses free throw 1 of 2
11:45.0,,,30-30,,Offensive rebound by Team
11:45.0,,,30-30,,M. Belinelli misses free throw 2 of 2
11:43.0,Defensive rebound by C. Aldrich,,30-30,,
11:33.0,Offensive foul by C. Aldrich,,30-30,,
11:33.0,Turnover by C. Aldrich (offensive foul),,30-30,,
11:19.0,,,30-30,,K. Koufos misses 2-pt shot from 7 ft
11:18.0,,,30-30,,Offensive rebound by K. Koufos
11:17.0,,,30-30,,K. Koufos misses 2-pt shot from 3 ft
11:11.0,,,30-30,,Offensive rebound by K. Koufos
11:11.0,,,30-33,3,S. Curry makes 3-pt shot from 24 ft (assist by K. Koufos)
11:10.0,LA Clippers full timeout,,30-33,,
10:56.0,W. Johnson makes 2-pt shot from 19 ft (assist by C. Wilcox),2,32-33,,
10:32.0,,,32-33,,S. Curry misses 2-pt shot from 17 ft
10:31.0,,,32-33,,Offensive rebound by O. Casspi
10:27.0,,,32-33,,S. Curry misses 3-pt shot from 23 ft
10:27.0,,,32-33,,Offensive rebound by W. Cauley-Stein
10:23.0,,,32-33,,M. Belinelli misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by Team,,32-33,,
10:09.0,J. Crawford makes 2-pt shot from 19 ft,2,34-33,,
10:00.0,,,34-35,2,M. Belinelli makes 2-pt shot from 2 ft
9:35.0,J. Crawford makes 2-pt shot from 6 ft,2,36-35,,
9:26.0,,,36-35,,O. Casspi misses 3-pt shot from 24 ft
9:25.0,Defensive rebound by W. Johnson,,36-35,,
9:16.0,C. Wilcox misses 3-pt shot from 25 ft,,36-35,,
9:15.0,,,36-35,,Defensive rebound by S. Curry
9:10.0,Personal foul by W. Johnson (drawn by M. Belinelli),,36-35,,
9:10.0,J. Redick enters the game for C. Wilcox,,36-35,,
9:10.0,,,36-35,,R. Gay enters the game for W. Cauley-Stein
9:02.0,,,36-35,,R. Gay misses 2-pt shot from 5 ft
9:02.0,Defensive rebound by Team,,36-35,,
9:02.0,,,36-35,,Loose ball foul by K. Koufos (drawn by P. Prigioni)
8:51.0,J. Crawford makes 2-pt shot from 17 ft,2,38-35,,
8:30.0,,,38-35,,Shooting foul by J. Crawford (drawn by S. Curry)
8:30.0,,,38-36,1,S. Curry makes free throw 1 of 3
8:30.0,,,38-37,1,S. Curry makes free throw 2 of 3
8:30.0,,,38-38,1,S. Curry makes free throw 3 of 3
8:14.0,P. Prigioni misses 3-pt shot from 25 ft,,38-38,,
8:13.0,,,38-38,,Defensive rebound by M. Belinelli
7:55.0,,,38-40,2,S. Curry makes 2-pt shot from 4 ft
7:46.0,Shooting foul by M. Belinelli (drawn by J. Crawford),,38-40,,
7:46.0,J. Crawford makes free throw 1 of 2,1,39-40,,
7:46.0,J. Crawford makes free throw 2 of 2,1,40-40,,
7:33.0,,,40-40,,Shooting foul by C. Aldrich (drawn by R. Gay)
7:33.0,,,40-41,1,R. Gay makes free throw 1 of 2
7:33.0,C. Paul enters the game for P. Prigioni,,40-41,,
7:33.0,D. Jordan enters the game for C. Aldrich,,40-41,,
7:33.0,,,40-42,1,R. Gay makes free throw 2 of 2
7:24.0,Shooting foul by S. Curry (drawn by C. Paul),,40-42,,
7:24.0,C. Paul makes free throw 1 of 2,1,41-42,,
7:24.0,,,41-42,,D. Collison enters the game for S. Curry
7:24.0,C. Paul makes free throw 2 of 2,1,42-42,,
7:14.0,,,42-42,,M. Belinelli misses 2-pt shot from 21 ft
7:13.0,Defensive rebound by C. Paul,,42-42,,
6:59.0,C. Paul makes 2-pt shot from 19 ft,2,44-42,,
6:56.0,,,44-42,,Sacramento full timeout
6:56.0,,,44-42,,D. Cousins enters the game for K. Koufos
6:44.0,,,44-44,2,R. Gay makes 2-pt shot from 19 ft (assist by M. Belinelli)
6:23.0,J. Redick misses 2-pt shot from 17 ft,,44-44,,
6:21.0,Offensive rebound by D. Jordan,,44-44,,
6:21.0,D. Jordan misses 2-pt shot from 2 ft,,44-44,,
6:20.0,,,44-44,,Defensive rebound by D. Collison
6:16.0,,,44-46,2,O. Casspi makes 2-pt shot at rim (assist by D. Collison)
6:00.0,D. Jordan makes 2-pt shot at rim (assist by W. Johnson),2,46-46,,
5:43.0,,,46-46,,M. Belinelli misses 2-pt shot from 16 ft
5:42.0,Defensive rebound by C. Paul,,46-46,,
5:26.0,C. Paul makes 2-pt shot from 5 ft,2,48-46,,
5:13.0,,,48-46,,R. Gay misses 2-pt shot from 15 ft
5:12.0,Defensive rebound by W. Johnson,,48-46,,
5:04.0,J. Crawford misses 2-pt shot from 15 ft,,48-46,,
5:03.0,,,48-46,,Defensive rebound by D. Collison
4:53.0,,,48-46,,Shooting foul by W. Johnson (drawn by D. Collison)
4:53.0,,,48-47,1,D. Collison makes free throw 1 of 2
4:53.0,,,48-47,,W. Cauley-Stein enters the game for O. Casspi
4:53.0,,,48-47,,B. McLemore enters the game for M. Belinelli
4:53.0,J. Green enters the game for W. Johnson,,48-47,,
4:53.0,,,48-48,1,D. Collison makes free throw 2 of 2
4:34.0,J. Green makes 2-pt shot from 9 ft,2,50-48,,
4:21.0,,,50-51,3,R. Gay makes 3-pt shot from 25 ft (assist by B. McLemore)
4:04.0,J. Green makes 3-pt shot from 25 ft (assist by C. Paul),3,53-51,,
3:54.0,Def 3 sec tech foul by J. Green,,53-51,,
3:54.0,,,53-52,1,R. Gay makes technical free throw
3:54.0,L. Mbah a Moute enters the game for J. Crawford,,53-52,,
3:45.0,,,53-52,,Shooting foul by D. Jordan (drawn by D. Cousins)
3:45.0,,,53-53,1,D. Cousins makes free throw 1 of 2
3:45.0,,,53-54,1,D. Cousins makes free throw 2 of 2
3:32.0,C. Paul makes 3-pt shot from 25 ft,3,56-54,,
3:19.0,,,56-57,3,B. McLemore makes 3-pt shot from 25 ft (assist by D. Collison)
2:51.0,C. Paul misses 3-pt shot from 29 ft,,56-57,,
2:50.0,Offensive rebound by C. Paul,,56-57,,
2:47.0,J. Green makes 2-pt shot at rim (assist by C. Paul),2,58-57,,
2:28.0,,,58-59,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by D. Cousins)
2:12.0,J. Redick misses 2-pt shot from 19 ft,,58-59,,
2:11.0,,,58-59,,Defensive rebound by D. Cousins
2:03.0,,,58-61,2,R. Gay makes 2-pt shot from 2 ft (assist by D. Cousins)
1:48.0,Turnover by L. Mbah a Moute (bad pass; steal by D. Collison),,58-61,,
1:45.0,,,58-63,2,D. Collison makes 2-pt shot at rim
1:27.0,Shooting foul by W. Cauley-Stein (drawn by L. Mbah a Moute),,58-63,,
1:27.0,Official timeout,,58-63,,
1:27.0,L. Mbah a Moute makes free throw 1 of 2,1,59-63,,
1:27.0,L. Mbah a Moute makes free throw 2 of 2,1,60-63,,
1:08.0,,,60-65,2,D. Cousins makes 2-pt shot from 16 ft
0:56.0,,,60-65,,Personal foul by R. Gay (drawn by C. Paul)
0:56.0,C. Paul makes free throw 1 of 2,1,61-65,,
0:56.0,C. Aldrich enters the game for D. Jordan,,61-65,,
0:56.0,C. Paul makes free throw 2 of 2,1,62-65,,
0:33.0,,,62-65,,Turnover by D. Cousins (lost ball)
0:22.0,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by C. Aldrich),2,64-65,,
0:03.0,,,64-67,2,D. Cousins makes 2-pt shot from 19 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,64-67,,Shooting foul by L. Mbah a Moute (drawn by D. Cousins)
11:46.0,,,64-69,2,D. Cousins makes 2-pt shot from 4 ft (assist by D. Collison)
11:46.0,,,64-69,,D. Cousins misses free throw 1 of 1
11:46.0,,,64-69,,Offensive rebound by Team
11:46.0,Loose ball foul by J. Green (drawn by Q. Acy),,64-69,,
11:30.0,,,64-69,,Shooting foul by L. Mbah a Moute (drawn by Q. Acy)
11:30.0,,,64-70,1,Q. Acy makes free throw 1 of 2
11:30.0,,,64-70,,Q. Acy misses free throw 2 of 2
11:28.0,Defensive rebound by D. Jordan,,64-70,,
11:08.0,C. Paul misses 2-pt shot from 18 ft,,64-70,,
11:07.0,,,64-70,,Defensive rebound by D. Cousins
10:53.0,,,64-70,,Turnover by R. Gay (bad pass; steal by L. Mbah a Moute)
10:47.0,J. Green misses 2-pt shot from 4 ft,,64-70,,
10:46.0,,,64-70,,Defensive rebound by D. Cousins
10:40.0,,,64-72,2,Q. Acy makes 2-pt shot at rim (assist by D. Cousins)
10:21.0,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul),2,66-72,,
10:01.0,,,66-72,,R. Gay misses 2-pt shot from 18 ft
10:00.0,Defensive rebound by C. Paul,,66-72,,
9:59.0,,,66-72,,Personal foul by Q. Acy (drawn by C. Paul)
9:59.0,,,66-72,,Technical foul by Q. Acy (drawn by C. Paul)
9:59.0,C. Paul makes technical free throw,1,67-72,,
9:47.0,Offensive foul by D. Jordan,,67-72,,
9:47.0,Turnover by D. Jordan (offensive foul),,67-72,,
9:28.0,,,67-72,,Offensive charge foul by D. Cousins
9:28.0,,,67-72,,Turnover by D. Cousins (offensive foul)
9:28.0,,,67-72,,Violation by Team (jump ball)
9:13.0,,,67-72,,Personal foul by D. Cousins (drawn by C. Paul)
9:04.0,J. Redick misses 2-pt shot from 22 ft,,67-72,,
9:03.0,,,67-72,,Defensive rebound by D. Cousins
8:56.0,,,67-72,,Turnover by D. Collison (lost ball; steal by C. Paul)
8:42.0,C. Paul misses 3-pt shot from 25 ft,,67-72,,
8:41.0,,,67-72,,Defensive rebound by R. Gay
8:32.0,Personal foul by L. Mbah a Moute (drawn by Q. Acy),,67-72,,
8:22.0,,,67-72,,D. Cousins misses 3-pt shot from 24 ft
8:21.0,Defensive rebound by D. Jordan,,67-72,,
8:07.0,J. Green makes 3-pt shot from 23 ft (assist by C. Paul),3,70-72,,
7:53.0,,,70-72,,B. McLemore misses 2-pt shot from 21 ft
7:52.0,Defensive rebound by D. Jordan,,70-72,,
7:42.0,C. Paul makes 2-pt shot from 8 ft,2,72-72,,
7:40.0,,,72-72,,Sacramento full timeout
7:18.0,,,72-72,,R. Gay misses 2-pt shot from 11 ft
7:17.0,Defensive rebound by L. Mbah a Moute,,72-72,,
7:04.0,D. Jordan makes 2-pt shot from 4 ft (assist by C. Paul),2,74-72,,
6:50.0,,,74-72,,Turnover by B. McLemore (offensive foul)
6:50.0,,,74-72,,Offensive charge foul by B. McLemore
6:37.0,J. Redick makes 2-pt shot from 10 ft (assist by C. Paul),2,76-72,,
6:15.0,,,76-72,,R. Gay misses 3-pt shot from 23 ft
6:15.0,Defensive rebound by J. Green,,76-72,,
6:01.0,J. Green makes 3-pt shot from 26 ft (assist by J. Redick),3,79-72,,
5:36.0,,,79-72,,D. Cousins misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by J. Redick,,79-72,,
5:25.0,,,79-72,,Personal foul by Q. Acy (drawn by C. Paul)
5:25.0,,,79-72,,O. Casspi enters the game for Q. Acy
5:25.0,,,79-72,,S. Curry enters the game for B. McLemore
5:14.0,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul),2,81-72,,
5:13.0,,,81-72,,Sacramento full timeout
4:59.0,,,81-72,,D. Cousins misses 2-pt shot from 7 ft (block by D. Jordan)
4:57.0,Defensive rebound by J. Green,,81-72,,
4:51.0,J. Green makes 3-pt shot from 24 ft (assist by C. Paul),3,84-72,,
4:35.0,,,84-72,,Turnover by D. Cousins (traveling)
4:17.0,Turnover by J. Green (bad pass; steal by R. Gay),,84-72,,
4:04.0,,,84-74,2,R. Gay makes 2-pt shot from 4 ft
3:36.0,C. Paul makes 3-pt shot from 26 ft,3,87-74,,
3:13.0,,,87-77,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Cousins)
3:13.0,LA Clippers full timeout,,87-77,,
3:13.0,,,87-77,,W. Cauley-Stein enters the game for R. Gay
2:59.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,89-77,,
2:45.0,,,89-77,,Turnover by D. Cousins (lost ball)
2:32.0,C. Paul makes 2-pt shot from 19 ft,2,91-77,,
2:20.0,,,91-77,,Shooting foul by D. Jordan (drawn by D. Cousins)
2:20.0,,,91-78,1,D. Cousins makes free throw 1 of 2
2:20.0,J. Crawford enters the game for L. Mbah a Moute,,91-78,,
2:20.0,C. Aldrich enters the game for D. Jordan,,91-78,,
2:20.0,,,91-79,1,D. Cousins makes free throw 2 of 2
2:03.0,C. Paul makes 3-pt shot from 25 ft,3,94-79,,
1:57.0,,,94-79,,Shooting foul by C. Aldrich (drawn by D. Cousins)
1:57.0,,,94-80,1,D. Cousins makes free throw 1 of 2
1:57.0,,,94-81,1,D. Cousins makes free throw 2 of 2
1:47.0,,,94-81,,Personal foul by W. Cauley-Stein (drawn by C. Paul)
1:47.0,W. Johnson enters the game for J. Redick,,94-81,,
1:41.0,C. Paul misses 3-pt shot from 26 ft,,94-81,,
1:40.0,,,94-81,,Defensive rebound by S. Curry
1:33.0,,,94-81,,D. Cousins misses 2-pt shot from 4 ft (block by J. Green)
1:30.0,Defensive rebound by J. Green,,94-81,,
1:23.0,Shooting foul by D. Collison (drawn by C. Paul),,94-81,,
1:23.0,C. Paul makes free throw 1 of 2,1,95-81,,
1:23.0,,,95-81,,K. Koufos enters the game for D. Cousins
1:23.0,C. Paul makes free throw 2 of 2,1,96-81,,
1:15.0,,,96-81,,D. Collison misses 2-pt shot from 6 ft
1:14.0,Defensive rebound by J. Green,,96-81,,
1:07.0,W. Johnson makes 2-pt shot from 22 ft (assist by C. Paul),2,98-81,,
0:54.0,,,98-81,,Shooting foul by J. Green (drawn by S. Curry)
0:54.0,,,98-82,1,S. Curry makes free throw 1 of 2
0:54.0,,,98-83,1,S. Curry makes free throw 2 of 2
0:32.0,Turnover by J. Green (lost ball; steal by S. Curry),,98-83,,
0:25.0,,,98-83,,O. Casspi misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by C. Paul,,98-83,,
0:01.0,C. Paul misses 3-pt shot from 27 ft,,98-83,,
0:00.0,Offensive rebound by Team,,98-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,W. Johnson misses 2-pt shot from 7 ft,,98-83,,
11:37.0,Offensive rebound by C. Aldrich,,98-83,,
11:37.0,C. Aldrich misses 2-pt shot from 2 ft,,98-83,,
11:37.0,,,98-83,,Defensive rebound by W. Cauley-Stein
11:22.0,,,98-83,,Shooting foul by W. Johnson (drawn by W. Cauley-Stein)
11:22.0,,,98-84,1,W. Cauley-Stein makes free throw 1 of 2
11:22.0,,,98-85,1,W. Cauley-Stein makes free throw 2 of 2
11:10.0,J. Crawford misses 2-pt shot from 20 ft,,98-85,,
11:10.0,,,98-85,,Defensive rebound by W. Cauley-Stein
11:03.0,,,98-85,,Turnover by S. Curry (bad pass)
10:50.0,W. Johnson misses 3-pt shot from 25 ft,,98-85,,
10:50.0,,,98-85,,Defensive rebound by O. Casspi
10:39.0,Personal foul by P. Prigioni (drawn by O. Casspi),,98-85,,
10:30.0,,,98-87,2,O. Casspi makes 2-pt shot from 4 ft
10:12.0,J. Crawford misses 2-pt shot from 22 ft,,98-87,,
10:11.0,Offensive rebound by P. Prigioni,,98-87,,
10:00.0,Shooting foul by W. Cauley-Stein (drawn by J. Crawford),,98-87,,
10:00.0,J. Crawford makes free throw 1 of 2,1,99-87,,
10:00.0,J. Crawford misses free throw 2 of 2,,99-87,,
9:59.0,,,99-87,,Defensive rebound by W. Cauley-Stein
9:36.0,,,99-87,,Turnover by Team (shot clock)
9:20.0,J. Crawford makes 2-pt shot from 14 ft,2,101-87,,
9:18.0,,,101-87,,Sacramento full timeout
9:18.0,,,101-87,,D. Cousins enters the game for K. Koufos
9:15.0,,,101-87,,Turnover by M. Belinelli (bad pass; steal by P. Prigioni)
9:10.0,J. Crawford makes 2-pt shot from 3 ft (assist by P. Prigioni),2,103-87,,
8:55.0,Personal foul by C. Aldrich (drawn by D. Cousins),,103-87,,
8:50.0,,,103-87,,Turnover by O. Casspi (bad pass; steal by W. Johnson)
8:31.0,J. Crawford misses 3-pt shot from 26 ft,,103-87,,
8:29.0,Offensive rebound by C. Aldrich,,103-87,,
8:20.0,C. Wilcox misses 3-pt shot from 25 ft,,103-87,,
8:20.0,,,103-87,,Defensive rebound by O. Casspi
8:13.0,,,103-87,,S. Curry misses 2-pt shot from 7 ft (block by C. Wilcox)
8:11.0,,,103-87,,Offensive rebound by O. Casspi
8:11.0,,,103-87,,Personal foul by S. Curry (drawn by C. Aldrich)
8:11.0,,,103-87,,O. Casspi misses 2-pt shot from 4 ft
8:11.0,Defensive rebound by C. Aldrich,,103-87,,
8:11.0,,,103-87,,R. Gay enters the game for O. Casspi
7:56.0,C. Wilcox misses 2-pt shot from 20 ft,,103-87,,
7:55.0,,,103-87,,Defensive rebound by D. Cousins
7:46.0,,,103-87,,D. Cousins misses 2-pt shot from 4 ft
7:45.0,Defensive rebound by C. Aldrich,,103-87,,
7:29.0,J. Crawford misses 2-pt shot from 5 ft (block by D. Cousins),,103-87,,
7:29.0,Offensive rebound by Team,,103-87,,
7:29.0,,,103-87,,D. Collison enters the game for M. Belinelli
7:22.0,P. Prigioni misses 3-pt shot from 39 ft,,103-87,,
7:22.0,,,103-87,,Defensive rebound by Team
7:13.0,,,103-87,,Shooting foul by P. Prigioni (drawn by D. Collison)
7:13.0,,,103-87,,D. Collison misses free throw 1 of 2
7:13.0,,,103-87,,Offensive rebound by Team
7:13.0,C. Paul enters the game for C. Wilcox,,103-87,,
7:13.0,J. Redick enters the game for P. Prigioni,,103-87,,
7:13.0,,,103-88,1,D. Collison makes free throw 2 of 2
6:58.0,J. Crawford misses 3-pt shot from 26 ft,,103-88,,
6:57.0,,,103-88,,Defensive rebound by D. Cousins
6:49.0,,,103-88,,D. Cousins misses 3-pt shot from 27 ft
6:48.0,,,103-88,,Offensive rebound by W. Cauley-Stein
6:46.0,,,103-88,,W. Cauley-Stein misses 2-pt shot from 2 ft
6:45.0,Defensive rebound by C. Paul,,103-88,,
6:40.0,J. Crawford makes 2-pt shot from 3 ft (assist by C. Paul),2,105-88,,
6:28.0,,,105-88,,D. Collison misses 2-pt shot from 15 ft
6:28.0,,,105-88,,Offensive rebound by Team
6:28.0,Loose ball foul by C. Paul (drawn by D. Cousins),,105-88,,
6:28.0,,,105-88,,D. Cousins misses free throw 1 of 2
6:28.0,,,105-88,,Offensive rebound by Team
6:28.0,,,105-89,1,D. Cousins makes free throw 2 of 2
6:11.0,,,105-89,,Technical foul by D. Cousins
6:11.0,C. Paul makes technical free throw,1,106-89,,
6:11.0,D. Jordan enters the game for C. Aldrich,,106-89,,
5:56.0,J. Crawford misses 3-pt shot from 27 ft,,106-89,,
5:55.0,Offensive rebound by D. Jordan,,106-89,,
5:51.0,J. Crawford misses 3-pt shot from 26 ft,,106-89,,
5:50.0,Offensive rebound by W. Johnson,,106-89,,
