time,Milwaukee,pts.away,score,pts.home,Chicago
1:50.0,K. Middleton misses 2-pt shot from 2 ft,,21-29,,
1:49.0,,,21-29,,Defensive rebound by B. Portis
1:38.0,,,21-31,2,B. Portis makes 2-pt shot from 17 ft
1:23.0,M. Carter-Williams misses 2-pt shot from 16 ft,,21-31,,
1:23.0,,,21-31,,Defensive rebound by Team
1:23.0,,,21-31,,T. Snell enters the game for T. Gibson
1:06.0,,,21-33,2,T. Snell makes 2-pt shot from 21 ft
1:06.0,Loose ball foul by J. O'Bryant (drawn by N. Mirotic),,21-33,,
1:06.0,G. Monroe enters the game for J. Henson,,21-33,,
1:06.0,,,21-34,1,N. Mirotic makes free throw 1 of 1
0:57.0,K. Middleton makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,24-34,,
0:47.0,,,24-36,2,T. Snell makes 2-pt shot at rim
0:36.0,M. Carter-Williams makes 2-pt shot at rim (assist by G. Monroe),2,26-36,,
0:28.0,,,26-36,,N. Mirotic misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by O. Mayo,,26-36,,
0:04.0,K. Middleton misses 2-pt shot from 14 ft,,26-36,,
0:02.0,Offensive rebound by G. Monroe,,26-36,,
0:02.0,G. Monroe misses 2-pt shot from 3 ft,,26-36,,
0:02.0,Offensive rebound by J. O'Bryant,,26-36,,
0:02.0,J. O'Bryant makes 2-pt shot at rim,2,28-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
12:00.0,G. Monroe misses 2-pt shot from 1 ft,,28-36,,
12:00.0,Offensive rebound by G. Monroe,,28-36,,
12:00.0,Shooting foul by T. Gibson (drawn by G. Monroe),,28-36,,
12:00.0,G. Monroe makes free throw 1 of 2,1,29-36,,
12:00.0,G. Monroe makes free throw 2 of 2,1,30-36,,
11:26.0,,,30-38,2,T. Gibson makes 2-pt shot at rim (assist by T. Snell)
11:11.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,30-38,,
11:10.0,Offensive rebound by G. Monroe,,30-38,,
11:10.0,G. Monroe makes 2-pt shot from 2 ft,2,32-38,,
10:55.0,,,32-38,,T. Snell misses 2-pt shot from 6 ft
10:55.0,Defensive rebound by Team,,32-38,,
10:37.0,G. Monroe makes 2-pt shot from 5 ft,2,34-38,,
10:13.0,,,34-38,,D. McDermott misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by G. Antetokounmpo,,34-38,,
9:59.0,G. Monroe makes 2-pt shot from 1 ft,2,36-38,,
9:58.0,,,36-38,,Chicago full timeout
9:58.0,,,36-38,,P. Gasol enters the game for T. Gibson
9:58.0,,,36-38,,D. Rose enters the game for K. Hinrich
9:37.0,,,36-38,,P. Gasol misses 2-pt shot from 13 ft
9:35.0,,,36-38,,Offensive rebound by B. Portis
9:32.0,,,36-38,,Turnover by P. Gasol (lost ball)
9:18.0,G. Monroe misses 2-pt shot from 2 ft,,36-38,,
9:17.0,,,36-38,,Defensive rebound by B. Portis
9:00.0,,,36-40,2,P. Gasol makes 2-pt shot from 15 ft (assist by D. Rose)
8:46.0,G. Antetokounmpo makes 2-pt shot from 20 ft,2,38-40,,
8:30.0,,,38-40,,Shooting foul by R. Vaughn (drawn by B. Portis)
8:30.0,,,38-41,1,B. Portis makes free throw 1 of 2
8:30.0,,,38-42,1,B. Portis makes free throw 2 of 2
8:20.0,,,38-42,,Violation by T. Snell (def goaltending)
8:20.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,40-42,,
8:20.0,Shooting foul by T. Snell (drawn by G. Antetokounmpo),,40-42,,
8:20.0,G. Antetokounmpo makes free throw 1 of 1,1,41-42,,
8:04.0,,,41-44,2,D. Rose makes 2-pt shot from 2 ft
7:51.0,G. Antetokounmpo misses 2-pt shot from 14 ft,,41-44,,
7:51.0,,,41-44,,Defensive rebound by P. Gasol
7:51.0,Personal foul by G. Antetokounmpo (drawn by P. Gasol),,41-44,,
7:51.0,,,41-44,,J. Butler enters the game for T. Snell
7:43.0,,,41-46,2,D. Rose makes 2-pt shot from 2 ft
7:31.0,O. Mayo makes 2-pt shot from 13 ft,2,43-46,,
7:15.0,,,43-46,,J. Butler misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by R. Vaughn,,43-46,,
7:04.0,G. Monroe misses 2-pt shot from 13 ft,,43-46,,
7:03.0,,,43-46,,Defensive rebound by P. Gasol
6:50.0,,,43-46,,B. Portis misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by G. Monroe,,43-46,,
6:39.0,Turnover by G. Monroe (bad pass; steal by B. Portis),,43-46,,
6:38.0,Personal foul by G. Monroe (drawn by B. Portis),,43-46,,
6:38.0,J. Henson enters the game for J. O'Bryant,,43-46,,
6:38.0,J. Parker enters the game for G. Monroe,,43-46,,
6:23.0,,,43-46,,D. Rose misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by J. Parker,,43-46,,
6:03.0,Turnover by J. Parker (offensive goaltending),,43-46,,
5:54.0,,,43-48,2,J. Butler makes 2-pt shot at rim (assist by P. Gasol)
5:47.0,Milwaukee full timeout,,43-48,,
5:47.0,,,43-48,,N. Mirotic enters the game for B. Portis
5:47.0,,,43-48,,T. Gibson enters the game for D. McDermott
5:47.0,K. Middleton enters the game for R. Vaughn,,43-48,,
5:30.0,O. Mayo makes 2-pt shot from 18 ft (assist by J. Henson),2,45-48,,
5:16.0,Personal foul by J. Henson (drawn by P. Gasol),,45-48,,
5:02.0,,,45-48,,Turnover by P. Gasol (bad pass; steal by G. Antetokounmpo)
4:59.0,Shooting foul by N. Mirotic (drawn by G. Antetokounmpo),,45-48,,
4:59.0,G. Antetokounmpo misses free throw 1 of 2,,45-48,,
4:59.0,Offensive rebound by Team,,45-48,,
4:59.0,G. Antetokounmpo makes free throw 2 of 2,1,46-48,,
4:47.0,,,46-51,3,P. Gasol makes 3-pt shot from 23 ft (assist by J. Butler)
4:23.0,J. Henson misses 2-pt shot from 12 ft,,46-51,,
4:22.0,,,46-51,,Defensive rebound by T. Gibson
4:21.0,Personal foul by K. Middleton (drawn by J. Butler),,46-51,,
4:21.0,,,46-52,1,J. Butler makes free throw 1 of 2
4:21.0,M. Carter-Williams enters the game for O. Mayo,,46-52,,
4:21.0,,,46-53,1,J. Butler makes free throw 2 of 2
4:07.0,K. Middleton makes 2-pt shot from 13 ft,2,48-53,,
3:51.0,,,48-55,2,D. Rose makes 2-pt shot from 3 ft (assist by J. Butler)
3:37.0,M. Carter-Williams misses 2-pt shot from 10 ft,,48-55,,
3:35.0,Offensive rebound by J. Henson,,48-55,,
3:35.0,J. Henson makes 2-pt shot from 3 ft,2,50-55,,
3:27.0,,,50-57,2,P. Gasol makes 2-pt shot from 19 ft (assist by J. Butler)
3:16.0,J. Parker misses 2-pt shot from 15 ft,,50-57,,
3:15.0,,,50-57,,Defensive rebound by N. Mirotic
3:09.0,,,50-57,,D. Rose misses 2-pt shot from 16 ft
3:07.0,Defensive rebound by J. Parker,,50-57,,
2:54.0,M. Carter-Williams makes 2-pt shot from 14 ft,2,52-57,,
2:36.0,,,52-59,2,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Butler)
2:25.0,Milwaukee full timeout,,52-59,,
2:25.0,Milwaukee full timeout,,52-59,,
2:12.0,K. Middleton makes 2-pt shot from 20 ft (assist by M. Carter-Williams),2,54-59,,
1:58.0,,,54-61,2,J. Butler makes 2-pt shot at rim (assist by P. Gasol)
1:43.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,54-61,,
1:42.0,Offensive rebound by J. Henson,,54-61,,
1:37.0,M. Carter-Williams makes 2-pt shot from 10 ft,2,56-61,,
1:12.0,,,56-63,2,J. Butler makes 2-pt shot from 1 ft
0:56.0,M. Carter-Williams makes 2-pt shot from 17 ft,2,58-63,,
0:45.0,,,58-65,2,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose)
0:34.0,K. Middleton makes 2-pt shot from 22 ft (assist by M. Carter-Williams),2,60-65,,
0:34.0,Shooting foul by J. Butler (drawn by K. Middleton),,60-65,,
0:34.0,K. Middleton makes free throw 1 of 1,1,61-65,,
0:21.0,,,61-65,,Shooting foul by J. Henson (drawn by P. Gasol)
0:21.0,,,61-66,1,P. Gasol makes free throw 1 of 2
0:21.0,,,61-67,1,P. Gasol makes free throw 2 of 2
0:03.0,Turnover by J. Henson (bad pass),,61-67,,
0:03.0,,,61-67,,Chicago full timeout
0:03.0,,,61-67,,D. McDermott enters the game for T. Gibson
0:03.0,O. Mayo enters the game for K. Middleton,,61-67,,
0:00.0,,,61-67,,J. Butler misses 2-pt shot from 20 ft
0:00.0,,,61-67,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,G. Monroe misses 2-pt shot from 7 ft,,61-67,,
11:42.0,,,61-67,,Defensive rebound by T. Gibson
11:28.0,,,61-70,3,N. Mirotic makes 3-pt shot from 23 ft (assist by P. Gasol)
11:10.0,J. Parker makes 2-pt shot from 13 ft (assist by M. Carter-Williams),2,63-70,,
10:53.0,,,63-70,,N. Mirotic misses 3-pt shot from 23 ft
10:52.0,Defensive rebound by G. Monroe,,63-70,,
10:39.0,J. Parker misses 2-pt shot from 2 ft (block by P. Gasol),,63-70,,
10:37.0,,,63-70,,Defensive rebound by P. Gasol
10:35.0,,,63-70,,Turnover by P. Gasol (bad pass; steal by G. Monroe)
10:33.0,J. Parker makes 2-pt shot from 2 ft (assist by G. Monroe),2,65-70,,
10:17.0,,,65-72,2,P. Gasol makes 2-pt shot from 16 ft (assist by J. Butler)
9:54.0,Turnover by G. Monroe (bad pass),,65-72,,
9:48.0,Personal foul by K. Middleton (drawn by J. Butler),,65-72,,
9:42.0,,,65-72,,J. Butler misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by G. Antetokounmpo,,65-72,,
9:34.0,K. Middleton misses 2-pt shot from 2 ft,,65-72,,
9:31.0,Offensive rebound by G. Monroe,,65-72,,
9:31.0,G. Monroe misses 2-pt shot from 1 ft,,65-72,,
9:30.0,,,65-72,,Defensive rebound by P. Gasol
9:17.0,,,65-72,,D. Rose misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by G. Antetokounmpo,,65-72,,
9:08.0,M. Carter-Williams makes 2-pt shot from 21 ft (assist by G. Antetokounmpo),2,67-72,,
8:58.0,,,67-74,2,J. Butler makes 2-pt shot from 4 ft (assist by D. Rose)
8:58.0,,,67-74,,Shooting foul by M. Carter-Williams (drawn by J. Butler)
8:58.0,,,67-75,1,J. Butler makes free throw 1 of 1
8:50.0,K. Middleton makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,70-75,,
8:32.0,,,70-77,2,P. Gasol makes 2-pt shot from 16 ft (assist by T. Gibson)
8:17.0,J. Parker makes 2-pt shot from 3 ft,2,72-77,,
8:04.0,,,72-80,3,J. Butler makes 3-pt shot from 25 ft
7:52.0,Turnover by M. Carter-Williams (bad pass; steal by N. Mirotic),,72-80,,
7:48.0,,,72-80,,J. Butler misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
7:48.0,,,72-80,,Offensive rebound by Team
7:47.0,,,72-80,,Turnover by D. Rose (bad pass)
7:36.0,M. Carter-Williams misses 2-pt shot from 10 ft,,72-80,,
7:35.0,,,72-80,,Defensive rebound by T. Gibson
7:31.0,,,72-82,2,D. Rose makes 2-pt shot from 3 ft
7:17.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by N. Mirotic),,72-82,,
7:14.0,Offensive rebound by G. Monroe,,72-82,,
7:11.0,G. Monroe misses 2-pt shot from 2 ft (block by T. Gibson),,72-82,,
7:09.0,Offensive rebound by G. Monroe,,72-82,,
7:09.0,G. Monroe misses 2-pt shot from 2 ft,,72-82,,
7:08.0,Offensive rebound by G. Antetokounmpo,,72-82,,
7:08.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,74-82,,
6:54.0,,,74-82,,N. Mirotic misses 2-pt shot from 14 ft
6:53.0,Defensive rebound by G. Monroe,,74-82,,
6:35.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,74-82,,
6:34.0,,,74-82,,Defensive rebound by J. Butler
6:26.0,,,74-84,2,N. Mirotic makes 2-pt shot from 2 ft (assist by J. Butler)
6:26.0,Milwaukee full timeout,,74-84,,
6:07.0,J. Parker misses 2-pt shot from 4 ft (block by T. Gibson),,74-84,,
6:07.0,Offensive rebound by Team,,74-84,,
6:02.0,K. Middleton misses 3-pt shot from 24 ft,,74-84,,
6:01.0,,,74-84,,Defensive rebound by P. Gasol
5:42.0,,,74-86,2,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Butler)
5:28.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,76-86,,
5:22.0,,,76-86,,Turnover by D. Rose (bad pass)
5:22.0,J. Henson enters the game for J. Parker,,76-86,,
5:22.0,J. O'Bryant enters the game for G. Monroe,,76-86,,
5:02.0,J. O'Bryant makes 2-pt shot from 7 ft (assist by K. Middleton),2,78-86,,
4:36.0,,,78-86,,P. Gasol misses 2-pt shot from 17 ft
4:35.0,Defensive rebound by J. O'Bryant,,78-86,,
4:29.0,M. Carter-Williams misses 2-pt shot from 15 ft,,78-86,,
4:27.0,,,78-86,,Defensive rebound by N. Mirotic
4:16.0,,,78-86,,D. Rose misses 2-pt shot from 2 ft (block by J. Henson)
4:14.0,,,78-86,,Offensive rebound by T. Gibson
4:14.0,,,78-88,2,T. Gibson makes 2-pt shot at rim
3:59.0,M. Carter-Williams makes 2-pt shot from 6 ft (assist by K. Middleton),2,80-88,,
3:59.0,Shooting foul by D. Rose (drawn by M. Carter-Williams),,80-88,,
3:59.0,,,80-88,,B. Portis enters the game for T. Gibson
3:59.0,M. Carter-Williams makes free throw 1 of 1,1,81-88,,
3:37.0,,,81-90,2,D. Rose makes 2-pt shot from 13 ft (assist by J. Butler)
3:16.0,J. Henson makes 2-pt shot from 14 ft (assist by K. Middleton),2,83-90,,
2:56.0,,,83-90,,Chicago full timeout
2:56.0,O. Mayo enters the game for M. Carter-Williams,,83-90,,
2:56.0,,,83-90,,K. Hinrich enters the game for D. Rose
2:48.0,,,83-90,,J. Butler misses 2-pt shot from 2 ft (block by J. Henson)
2:46.0,Defensive rebound by J. O'Bryant,,83-90,,
2:41.0,Turnover by K. Middleton (bad pass),,83-90,,
2:29.0,,,83-90,,J. Butler misses 2-pt shot from 7 ft
2:28.0,Defensive rebound by K. Middleton,,83-90,,
2:11.0,K. Middleton makes 2-pt shot from 21 ft (assist by O. Mayo),2,85-90,,
1:52.0,,,85-90,,J. Butler misses 2-pt shot from 10 ft
1:50.0,Defensive rebound by K. Middleton,,85-90,,
1:35.0,J. Henson makes 2-pt shot at rim (assist by O. Mayo),2,87-90,,
1:15.0,,,87-90,,Turnover by N. Mirotic (lost ball)
1:15.0,,,87-90,,T. Snell enters the game for N. Mirotic
1:00.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,89-90,,
0:53.0,Personal foul by G. Antetokounmpo (drawn by J. Butler),,89-90,,
0:42.0,,,89-92,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Butler)
0:36.0,,,89-92,,Personal foul by K. Hinrich (drawn by O. Mayo)
0:32.0,K. Middleton misses 3-pt shot from 24 ft,,89-92,,
0:30.0,Offensive rebound by J. Henson,,89-92,,
0:16.0,O. Mayo misses 2-pt shot from 3 ft (block by P. Gasol),,89-92,,
0:14.0,Offensive rebound by J. Henson,,89-92,,
0:08.0,J. Henson misses 2-pt shot from 1 ft,,89-92,,
0:07.0,,,89-92,,Defensive rebound by P. Gasol
0:03.0,,,89-92,,Shooting foul by J. O'Bryant (drawn by J. Butler)
0:03.0,,,89-93,1,J. Butler makes free throw 1 of 2
0:03.0,,,89-94,1,J. Butler makes free throw 2 of 2
0:00.0,O. Mayo misses 3-pt shot from 43 ft,,89-94,,
0:00.0,Offensive rebound by Team,,89-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,89-94,,T. Snell misses 2-pt shot from 21 ft
11:40.0,Defensive rebound by M. Carter-Williams,,89-94,,
11:21.0,J. O'Bryant misses 2-pt shot from 19 ft,,89-94,,
11:20.0,,,89-94,,Defensive rebound by T. Gibson
11:20.0,Personal foul by J. Henson (drawn by T. Gibson),,89-94,,
10:58.0,,,89-94,,T. Gibson misses 2-pt shot from 1 ft
10:57.0,,,89-94,,Offensive rebound by B. Portis
10:57.0,,,89-94,,Shooting foul by J. O'Bryant (drawn by B. Portis)
10:57.0,,,89-95,1,B. Portis makes free throw 1 of 2
10:57.0,,,89-96,1,B. Portis makes free throw 2 of 2
10:44.0,,,89-96,,Personal foul by B. Portis (drawn by J. Parker)
10:33.0,Turnover by M. Carter-Williams (bad pass; steal by T. Gibson),,89-96,,
10:26.0,,,89-96,,K. Hinrich misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by J. Parker,,89-96,,
10:18.0,J. Parker misses 2-pt shot from 18 ft,,89-96,,
10:17.0,,,89-96,,Defensive rebound by T. Gibson
10:10.0,,,89-98,2,T. Snell makes 2-pt shot from 5 ft (assist by K. Hinrich)
9:47.0,O. Mayo misses 2-pt shot from 17 ft,,89-98,,
9:46.0,Offensive rebound by J. O'Bryant,,89-98,,
9:44.0,J. O'Bryant misses 2-pt shot from 1 ft (block by T. Gibson),,89-98,,
9:43.0,,,89-98,,Defensive rebound by D. McDermott
9:30.0,,,89-98,,T. Snell misses 3-pt shot from 24 ft
9:29.0,Defensive rebound by J. Parker,,89-98,,
9:14.0,M. Carter-Williams makes 3-pt shot from 24 ft (assist by O. Mayo),3,92-98,,
8:52.0,,,92-98,,Turnover by K. Hinrich (lost ball; steal by M. Carter-Williams)
8:45.0,J. O'Bryant misses 2-pt shot from 5 ft,,92-98,,
8:44.0,,,92-98,,Defensive rebound by T. Gibson
8:38.0,,,92-100,2,B. Portis makes 2-pt shot at rim (assist by K. Hinrich)
8:28.0,O. Mayo makes 2-pt shot from 1 ft,2,94-100,,
8:28.0,Shooting foul by T. Snell (drawn by O. Mayo),,94-100,,
8:28.0,Milwaukee full timeout,,94-100,,
8:28.0,,,94-100,,D. Rose enters the game for K. Hinrich
8:28.0,K. Middleton enters the game for J. Henson,,94-100,,
8:28.0,G. Monroe enters the game for J. O'Bryant,,94-100,,
8:28.0,O. Mayo misses free throw 1 of 1,,94-100,,
8:26.0,,,94-100,,Defensive rebound by B. Portis
8:14.0,,,94-102,2,T. Snell makes 2-pt shot at rim (assist by D. Rose)
7:50.0,K. Middleton misses 2-pt shot from 15 ft,,94-102,,
7:49.0,,,94-102,,Defensive rebound by B. Portis
7:32.0,,,94-102,,D. McDermott misses 2-pt shot from 22 ft
7:32.0,,,94-102,,Offensive rebound by T. Gibson
7:32.0,,,94-102,,Turnover by T. Gibson (step out of bounds)
7:32.0,,,94-102,,J. Butler enters the game for D. McDermott
7:22.0,Turnover by K. Middleton (bad pass),,94-102,,
7:09.0,,,94-104,2,D. Rose makes 2-pt shot from 19 ft
6:51.0,G. Monroe misses 2-pt shot from 3 ft (block by T. Gibson),,94-104,,
6:50.0,,,94-104,,Defensive rebound by B. Portis
6:39.0,,,94-104,,D. Rose misses 2-pt shot from 2 ft
6:38.0,Defensive rebound by M. Carter-Williams,,94-104,,
6:32.0,O. Mayo misses 3-pt shot from 25 ft,,94-104,,
6:30.0,Offensive rebound by J. Parker,,94-104,,
6:30.0,J. Parker makes 2-pt shot at rim,2,96-104,,
6:05.0,,,96-106,2,D. Rose makes 2-pt shot from 2 ft
5:46.0,O. Mayo misses 2-pt shot from 1 ft,,96-106,,
5:44.0,,,96-106,,Defensive rebound by B. Portis
5:44.0,,,96-106,,Turnover by B. Portis (swinging elbows)
5:44.0,,,96-106,,Chicago full timeout
5:44.0,,,96-106,,P. Gasol enters the game for B. Portis
5:34.0,M. Carter-Williams misses 2-pt shot from 1 ft,,96-106,,
5:33.0,,,96-106,,Defensive rebound by T. Gibson
5:26.0,Personal foul by O. Mayo (drawn by D. Rose),,96-106,,
5:16.0,,,96-106,,Shooting foul by K. Middleton (drawn by J. Butler)
5:16.0,,,96-107,1,J. Butler makes free throw 1 of 2
5:16.0,G. Antetokounmpo enters the game for O. Mayo,,96-107,,
5:16.0,,,96-108,1,J. Butler makes free throw 2 of 2
5:02.0,K. Middleton makes 3-pt shot from 25 ft (assist by G. Monroe),3,99-108,,
4:37.0,,,99-111,3,P. Gasol makes 3-pt shot from 25 ft (assist by D. Rose)
4:20.0,G. Monroe makes 2-pt shot from 1 ft,2,101-111,,
4:05.0,,,101-113,2,P. Gasol makes 2-pt shot from 19 ft (assist by D. Rose)
3:50.0,Shooting foul by P. Gasol (drawn by G. Monroe),,101-113,,
3:50.0,G. Monroe makes free throw 1 of 2,1,102-113,,
3:50.0,G. Monroe misses free throw 2 of 2,,102-113,,
3:48.0,,,102-113,,Defensive rebound by T. Gibson
3:31.0,,,102-115,2,J. Butler makes 2-pt shot from 2 ft
3:12.0,Turnover by G. Monroe (bad pass; steal by P. Gasol),,102-115,,
2:53.0,,,102-115,,Turnover by P. Gasol (lost ball; steal by G. Antetokounmpo)
2:48.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,104-115,,
2:37.0,,,104-115,,J. Butler misses 2-pt shot from 4 ft
2:35.0,Defensive rebound by K. Middleton,,104-115,,
