time,Atlanta,pts.away,score,pts.home,Boston
8:13.0,,,30-28,2,J. Sullinger makes 2-pt shot from 2 ft
7:59.0,J. Teague misses 3-pt shot from 25 ft,,30-28,,
7:57.0,,,30-28,,Defensive rebound by J. Jerebko
7:44.0,,,30-28,,T. Rozier misses 2-pt shot from 3 ft
7:44.0,Defensive rebound by T. Sefolosha,,30-28,,
7:30.0,T. Sefolosha misses 3-pt shot from 23 ft,,30-28,,
7:30.0,Offensive rebound by P. Millsap,,30-28,,
7:30.0,P. Millsap makes 2-pt shot from 4 ft,2,32-28,,
7:30.0,Shooting foul by T. Rozier (drawn by P. Millsap),,32-28,,
7:30.0,D. Schroder enters the game for J. Teague,,32-28,,
7:30.0,,,32-28,,I. Thomas enters the game for T. Rozier
7:30.0,P. Millsap makes free throw 1 of 1,1,33-28,,
7:13.0,,,33-31,3,M. Smart makes 3-pt shot from 23 ft (assist by J. Sullinger)
6:58.0,P. Millsap misses 2-pt shot from 5 ft (block by E. Turner),,33-31,,
6:58.0,Jump ball: P. Millsap vs. E. Turner (J. Jerebko gains possession),,,,Jump ball: P. Millsap vs. E. Turner (J. Jerebko gains possession)
6:58.0,,,33-31,,Defensive rebound by Team
6:41.0,,,33-31,,I. Thomas misses 2-pt shot from 2 ft (block by P. Millsap)
6:40.0,,,33-31,,Offensive rebound by J. Jerebko
6:40.0,,,33-31,,Shooting foul by M. Muscala (drawn by J. Jerebko)
6:40.0,,,33-31,,J. Jerebko misses free throw 1 of 2
6:40.0,,,33-31,,Offensive rebound by Team
6:40.0,,,33-32,1,J. Jerebko makes free throw 2 of 2
6:28.0,D. Schroder misses 2-pt shot from 21 ft,,33-32,,
6:28.0,Offensive rebound by Team,,33-32,,
6:28.0,,,33-32,,Loose ball foul by J. Jerebko
6:28.0,A. Horford enters the game for M. Muscala,,33-32,,
6:28.0,,,33-32,,A. Johnson enters the game for J. Jerebko
6:28.0,,,33-32,,J. Crowder enters the game for J. Sullinger
6:15.0,P. Millsap makes 2-pt shot from 4 ft,2,35-32,,
6:01.0,,,35-32,,Turnover by J. Crowder (lost ball; steal by P. Millsap)
5:50.0,T. Sefolosha misses 3-pt shot from 25 ft,,35-32,,
5:49.0,,,35-32,,Defensive rebound by M. Smart
5:39.0,,,35-32,,E. Turner misses 3-pt shot from 23 ft
5:37.0,,,35-32,,Offensive rebound by A. Johnson
5:33.0,,,35-34,2,E. Turner makes 2-pt shot from 2 ft (assist by A. Johnson)
5:22.0,D. Schroder misses 3-pt shot from 25 ft,,35-34,,
5:21.0,,,35-34,,Defensive rebound by A. Johnson
5:08.0,,,35-34,,Turnover by I. Thomas (bad pass)
5:08.0,Official timeout,,35-34,,
5:08.0,M. Scott enters the game for P. Millsap,,35-34,,
5:08.0,Turnover by T. Sefolosha (back court),,35-34,,
4:54.0,,,35-36,2,A. Johnson makes 2-pt shot from 3 ft (assist by I. Thomas)
4:31.0,D. Schroder misses 3-pt shot from 25 ft,,35-36,,
4:30.0,,,35-36,,Defensive rebound by A. Johnson
4:22.0,Violation by M. Scott (kicked ball),,35-36,,
4:22.0,,,35-36,,T. Rozier enters the game for M. Smart
4:22.0,K. Bazemore enters the game for K. Korver,,35-36,,
4:22.0,J. Teague enters the game for D. Schroder,,35-36,,
4:15.0,,,35-38,2,I. Thomas makes 2-pt shot from 2 ft (assist by E. Turner)
3:55.0,J. Teague misses 2-pt shot from 17 ft,,35-38,,
3:54.0,,,35-38,,Defensive rebound by E. Turner
3:47.0,,,35-38,,Turnover by A. Johnson (lost ball)
3:47.0,P. Millsap enters the game for M. Scott,,35-38,,
3:30.0,Turnover by J. Teague (bad pass),,35-38,,
3:17.0,,,35-40,2,J. Crowder makes 2-pt shot from 3 ft
3:17.0,Shooting block foul by P. Millsap (drawn by J. Crowder),,35-40,,
3:17.0,,,35-41,1,J. Crowder makes free throw 1 of 1
3:08.0,Atlanta full timeout,,35-41,,
3:08.0,K. Korver enters the game for T. Sefolosha,,35-41,,
2:56.0,K. Korver misses 2-pt shot from 21 ft,,35-41,,
2:55.0,,,35-41,,Defensive rebound by Team
2:55.0,Loose ball foul by P. Millsap,,35-41,,
2:43.0,,,35-41,,E. Turner misses 2-pt shot from 2 ft
2:42.0,Defensive rebound by K. Bazemore,,35-41,,
2:32.0,A. Horford makes 3-pt shot from 24 ft (assist by P. Millsap),3,38-41,,
2:13.0,,,38-41,,J. Crowder misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by K. Bazemore,,38-41,,
2:00.0,P. Millsap makes 2-pt shot from 12 ft,2,40-41,,
1:45.0,,,40-41,,I. Thomas misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by P. Millsap,,40-41,,
1:32.0,P. Millsap makes 3-pt shot from 25 ft (assist by J. Teague),3,43-41,,
1:31.0,,,43-41,,Boston full timeout
1:31.0,D. Schroder enters the game for J. Teague,,43-41,,
1:31.0,,,43-41,,M. Smart enters the game for T. Rozier
1:19.0,,,43-41,,J. Crowder misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by D. Schroder,,43-41,,
1:08.0,P. Millsap makes 2-pt shot from 3 ft,2,45-41,,
0:56.0,,,45-44,3,E. Turner makes 3-pt shot from 23 ft (assist by I. Thomas)
0:44.0,D. Schroder misses 2-pt shot from 21 ft,,45-44,,
0:43.0,,,45-44,,Defensive rebound by A. Johnson
0:34.0,,,45-46,2,I. Thomas makes 2-pt shot from 3 ft
0:29.0,P. Millsap makes 3-pt shot from 26 ft (assist by D. Schroder),3,48-46,,
0:07.0,,,48-46,,I. Thomas misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by Team,,48-46,,
0:01.0,,,48-46,,Personal foul by I. Thomas
0:01.0,Technical foul by D. Schroder,,48-46,,
0:01.0,,,48-46,,I. Thomas misses technical free throw
0:01.0,Offensive rebound by Team,,48-46,,
0:01.0,,,48-46,,J. Jerebko enters the game for I. Thomas
0:01.0,T. Sefolosha enters the game for K. Bazemore,,48-46,,
0:01.0,M. Scott enters the game for D. Schroder,,48-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,48-46,,Def 3 sec tech foul by J. Jerebko
11:46.0,K. Korver makes technical free throw,1,49-46,,
11:37.0,P. Millsap misses 2-pt shot from 2 ft,,49-46,,
11:36.0,Offensive rebound by P. Millsap,,49-46,,
11:31.0,J. Teague misses 3-pt shot from 24 ft,,49-46,,
11:31.0,,,49-46,,Defensive rebound by I. Thomas
11:07.0,,,49-46,,Turnover by E. Turner (lost ball; steal by K. Korver)
11:01.0,P. Millsap makes 2-pt shot from 1 ft,2,51-46,,
11:01.0,Shooting foul by E. Turner (drawn by P. Millsap),,51-46,,
11:01.0,P. Millsap misses free throw 1 of 1,,51-46,,
10:58.0,,,51-46,,Defensive rebound by E. Turner
10:42.0,,,51-46,,Turnover by J. Jerebko (lost ball; steal by J. Teague)
10:40.0,J. Teague misses 2-pt shot from 2 ft (block by A. Johnson),,51-46,,
10:39.0,Offensive rebound by Team,,51-46,,
10:28.0,P. Millsap makes 2-pt shot from 14 ft,2,53-46,,
10:28.0,Shooting foul by A. Johnson (drawn by P. Millsap),,53-46,,
10:28.0,P. Millsap makes free throw 1 of 1,1,54-46,,
10:09.0,,,54-46,,E. Turner misses 2-pt shot from 11 ft
10:08.0,Defensive rebound by A. Horford,,54-46,,
10:05.0,Turnover by K. Bazemore (lost ball),,54-46,,
9:52.0,Personal foul by J. Teague,,54-46,,
9:41.0,,,54-46,,J. Crowder misses 3-pt shot from 23 ft
9:39.0,Defensive rebound by K. Korver,,54-46,,
9:20.0,P. Millsap makes 2-pt shot from 11 ft,2,56-46,,
9:20.0,,,56-46,,Boston full timeout
9:20.0,,,56-46,,M. Smart enters the game for J. Jerebko
9:20.0,,,56-46,,J. Sullinger enters the game for A. Johnson
9:05.0,,,56-46,,J. Sullinger misses 2-pt shot from 2 ft (block by P. Millsap)
9:04.0,,,56-46,,Offensive rebound by E. Turner
9:02.0,,,56-46,,I. Thomas misses 3-pt shot from 26 ft
9:01.0,,,56-46,,Offensive rebound by Team
8:50.0,,,56-46,,I. Thomas misses 2-pt shot from 4 ft
8:49.0,Defensive rebound by K. Bazemore,,56-46,,
8:39.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Bazemore),3,59-46,,
8:18.0,,,59-46,,Turnover by E. Turner (bad pass)
8:10.0,,,59-46,,Personal foul by J. Sullinger
7:58.0,K. Bazemore makes 3-pt shot from 25 ft (assist by A. Horford),3,62-46,,
7:38.0,,,62-46,,M. Smart misses 3-pt shot from 25 ft
7:37.0,Defensive rebound by K. Bazemore,,62-46,,
7:31.0,P. Millsap misses 3-pt shot from 25 ft,,62-46,,
7:29.0,,,62-46,,Defensive rebound by M. Smart
7:23.0,,,62-48,2,I. Thomas makes 2-pt shot from 2 ft
7:23.0,,,62-48,,Shooting foul by P. Millsap (drawn by I. Thomas)
7:23.0,,,62-49,1,I. Thomas makes free throw 1 of 1
7:12.0,K. Bazemore misses 3-pt shot from 24 ft,,62-49,,
7:10.0,Offensive rebound by A. Horford,,62-49,,
7:06.0,,,62-49,,Personal foul by E. Turner
7:06.0,,,62-49,,J. Jerebko enters the game for E. Turner
6:55.0,P. Millsap misses 2-pt shot from 5 ft,,62-49,,
6:55.0,,,62-49,,Defensive rebound by J. Crowder
6:42.0,,,62-49,,J. Jerebko misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by A. Horford,,62-49,,
6:34.0,Turnover by P. Millsap (3 sec),,62-49,,
6:34.0,M. Scott enters the game for A. Horford,,62-49,,
6:19.0,,,62-51,2,J. Jerebko makes 2-pt shot from 2 ft (assist by I. Thomas)
5:59.0,Shooting foul by J. Jerebko (drawn by J. Teague),,62-51,,
5:59.0,,,62-51,,Technical foul by J. Sullinger
5:59.0,J. Teague misses technical free throw,,62-51,,
5:59.0,Offensive rebound by Team,,62-51,,
5:59.0,J. Teague makes free throw 1 of 2,1,63-51,,
5:59.0,A. Horford enters the game for P. Millsap,,63-51,,
5:59.0,J. Teague makes free throw 2 of 2,1,64-51,,
5:51.0,,,64-51,,Turnover by M. Smart (bad pass)
5:43.0,J. Teague misses 2-pt shot from 3 ft,,64-51,,
5:43.0,,,64-51,,Defensive rebound by J. Sullinger
5:33.0,,,64-53,2,M. Smart makes 2-pt shot from 3 ft
5:12.0,A. Horford misses 2-pt shot from 22 ft,,64-53,,
5:11.0,,,64-53,,Defensive rebound by J. Crowder
5:03.0,,,64-56,3,I. Thomas makes 3-pt shot from 25 ft (assist by M. Smart)
5:03.0,Atlanta full timeout,,64-56,,
5:03.0,D. Schroder enters the game for K. Bazemore,,64-56,,
5:03.0,T. Sefolosha enters the game for J. Teague,,64-56,,
4:48.0,Turnover by D. Schroder (bad pass),,64-56,,
4:39.0,Personal foul by M. Scott,,64-56,,
4:29.0,,,64-56,,I. Thomas misses 2-pt shot from 4 ft
4:28.0,Defensive rebound by K. Korver,,64-56,,
4:11.0,D. Schroder misses 2-pt shot from 9 ft,,64-56,,
4:10.0,Offensive rebound by D. Schroder,,64-56,,
4:06.0,D. Schroder makes 2-pt shot from 4 ft,2,66-56,,
3:48.0,,,66-56,,Shooting foul by M. Scott (drawn by J. Crowder)
3:48.0,,,66-56,,J. Crowder misses free throw 1 of 2
3:48.0,,,66-56,,Offensive rebound by Team
3:48.0,P. Millsap enters the game for A. Horford,,66-56,,
3:48.0,,,66-57,1,J. Crowder makes free throw 2 of 2
3:40.0,D. Schroder misses 3-pt shot from 25 ft,,66-57,,
3:39.0,,,66-57,,Defensive rebound by J. Jerebko
3:29.0,,,66-57,,M. Smart misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by D. Schroder,,66-57,,
3:12.0,P. Millsap makes 2-pt shot from 2 ft,2,68-57,,
3:00.0,,,68-59,2,I. Thomas makes 2-pt shot from 7 ft (assist by J. Sullinger)
3:00.0,Shooting block foul by D. Schroder (drawn by I. Thomas),,68-59,,
3:00.0,,,68-60,1,I. Thomas makes free throw 1 of 1
2:50.0,,,68-60,,Personal block foul by J. Sullinger
2:50.0,P. Millsap misses free throw 1 of 2,,68-60,,
2:50.0,Offensive rebound by Team,,68-60,,
2:50.0,,,68-60,,E. Turner enters the game for J. Crowder
2:50.0,,,68-60,,A. Johnson enters the game for J. Sullinger
2:50.0,P. Millsap makes free throw 2 of 2,1,69-60,,
2:35.0,,,69-60,,I. Thomas misses 2-pt shot from 2 ft (block by P. Millsap)
2:33.0,Defensive rebound by M. Scott,,69-60,,
2:29.0,Shooting foul by A. Johnson (drawn by M. Scott),,69-60,,
2:29.0,M. Scott misses free throw 1 of 2,,69-60,,
2:29.0,Offensive rebound by Team,,69-60,,
2:29.0,K. Bazemore enters the game for K. Korver,,69-60,,
2:29.0,M. Scott makes free throw 2 of 2,1,70-60,,
2:09.0,,,70-62,2,E. Turner makes 2-pt shot from 2 ft (assist by I. Thomas)
1:51.0,K. Bazemore misses 3-pt shot from 23 ft,,70-62,,
1:51.0,Offensive rebound by T. Sefolosha,,70-62,,
1:37.0,D. Schroder makes 3-pt shot from 25 ft (assist by P. Millsap),3,73-62,,
1:23.0,,,73-65,3,J. Jerebko makes 3-pt shot from 25 ft (assist by M. Smart)
1:00.0,K. Bazemore misses 2-pt shot from 2 ft,,73-65,,
1:00.0,,,73-65,,Defensive rebound by J. Jerebko
0:50.0,,,73-67,2,E. Turner makes 2-pt shot from 2 ft
0:34.0,D. Schroder misses 2-pt shot from 2 ft (block by A. Johnson),,73-67,,
0:34.0,,,73-67,,Defensive rebound by Team
0:34.0,A. Horford enters the game for P. Millsap,,73-67,,
0:20.0,,,73-70,3,J. Jerebko makes 3-pt shot from 23 ft (assist by E. Turner)
0:04.0,K. Bazemore misses 3-pt shot from 28 ft,,73-70,,
0:03.0,,,73-70,,Defensive rebound by J. Jerebko
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,73-72,2,J. Jerebko makes 2-pt shot from 6 ft (assist by T. Rozier)
11:27.0,Turnover by J. Teague (lost ball; steal by M. Smart),,73-72,,
11:21.0,,,73-74,2,J. Jerebko makes 2-pt shot from 3 ft (assist by T. Rozier)
11:04.0,M. Muscala makes 2-pt shot from 2 ft (assist by J. Teague),2,75-74,,
10:50.0,,,75-74,,E. Turner misses 2-pt shot from 17 ft
10:49.0,Defensive rebound by Team,,75-74,,
10:49.0,P. Millsap enters the game for M. Muscala,,75-74,,
10:49.0,K. Bazemore enters the game for D. Schroder,,75-74,,
10:31.0,A. Horford misses 2-pt shot from 5 ft,,75-74,,
10:30.0,,,75-74,,Defensive rebound by A. Johnson
10:16.0,,,75-74,,Turnover by M. Smart (lost ball; steal by K. Bazemore)
10:01.0,P. Millsap makes 2-pt shot from 2 ft,2,77-74,,
10:01.0,Shooting foul by A. Johnson (drawn by P. Millsap),,77-74,,
10:01.0,P. Millsap makes free throw 1 of 1,1,78-74,,
9:49.0,,,78-74,,Turnover by M. Smart (offensive foul)
9:49.0,,,78-74,,Offensive foul by M. Smart
9:35.0,P. Millsap makes 2-pt shot from 23 ft (assist by J. Teague),2,80-74,,
9:18.0,,,80-74,,E. Turner misses 2-pt shot from 19 ft
9:17.0,Defensive rebound by P. Millsap,,80-74,,
9:07.0,J. Teague misses 3-pt shot from 25 ft,,80-74,,
9:06.0,,,80-74,,Defensive rebound by J. Jerebko
8:58.0,,,80-76,2,M. Smart makes 2-pt shot from 3 ft
8:58.0,,,80-76,,Shooting foul by P. Millsap (drawn by M. Smart)
8:58.0,Official timeout,,80-76,,
8:58.0,,,80-76,,I. Thomas enters the game for J. Jerebko
8:58.0,,,80-76,,J. Sullinger enters the game for A. Johnson
8:58.0,,,80-76,,J. Crowder enters the game for T. Rozier
8:58.0,,,80-77,1,M. Smart makes free throw 1 of 1
8:34.0,K. Bazemore misses 3-pt shot from 25 ft,,80-77,,
8:32.0,Offensive rebound by Team,,80-77,,
8:23.0,K. Korver misses 3-pt shot from 24 ft,,80-77,,
8:21.0,,,80-77,,Defensive rebound by J. Sullinger
7:58.0,,,80-77,,M. Smart misses 3-pt shot from 24 ft
7:56.0,Defensive rebound by P. Millsap,,80-77,,
7:45.0,A. Horford misses 3-pt shot from 24 ft,,80-77,,
7:44.0,,,80-77,,Defensive rebound by Team
7:23.0,,,80-77,,J. Crowder misses 3-pt shot from 24 ft
7:21.0,Defensive rebound by J. Teague,,80-77,,
7:02.0,P. Millsap misses 2-pt shot from 12 ft,,80-77,,
7:01.0,,,80-77,,Defensive rebound by J. Sullinger
6:47.0,,,80-77,,J. Sullinger misses 2-pt shot from 3 ft
6:46.0,,,80-77,,Offensive rebound by J. Sullinger
6:45.0,,,80-77,,J. Sullinger misses 2-pt shot from 2 ft
6:44.0,,,80-77,,Offensive rebound by Team
6:44.0,Loose ball foul by K. Bazemore,,80-77,,
6:32.0,,,80-79,2,M. Smart makes 2-pt shot at rim (assist by I. Thomas)
6:11.0,K. Bazemore makes 2-pt shot from 2 ft (assist by P. Millsap),2,82-79,,
5:51.0,,,82-82,3,M. Smart makes 3-pt shot from 25 ft (assist by E. Turner)
5:33.0,P. Millsap makes 2-pt shot from 2 ft,2,84-82,,
5:21.0,,,84-85,3,M. Smart makes 3-pt shot from 25 ft (assist by J. Crowder)
5:09.0,Turnover by K. Korver (lost ball; steal by M. Smart),,84-85,,
4:52.0,,,84-85,,I. Thomas misses 2-pt shot from 2 ft
4:51.0,Defensive rebound by P. Millsap,,84-85,,
4:51.0,,,84-85,,Personal foul by J. Sullinger
4:51.0,,,84-85,,Boston full timeout
4:51.0,D. Schroder enters the game for J. Teague,,84-85,,
