time,LA Lakers,pts.away,score,pts.home,Dallas
8:05.0,Defensive rebound by K. Bryant,,12-4,,
8:00.0,Turnover by K. Bryant (bad pass; steal by W. Matthews),,12-4,,
7:45.0,,,12-4,,Shooting foul by D. Russell (drawn by W. Matthews)
7:45.0,,,12-5,1,W. Matthews makes free throw 1 of 2
7:45.0,,,12-6,1,W. Matthews makes free throw 2 of 2
7:33.0,Shooting foul by W. Matthews (drawn by R. Hibbert),,12-6,,
7:33.0,R. Hibbert makes free throw 1 of 2,1,13-6,,
7:33.0,R. Hibbert makes free throw 2 of 2,1,14-6,,
7:16.0,,,14-6,,W. Matthews misses 3-pt shot from 24 ft
7:15.0,Defensive rebound by J. Randle,,14-6,,
7:09.0,J. Clarkson misses 2-pt shot from 20 ft,,14-6,,
7:08.0,,,14-6,,Defensive rebound by Z. Pachulia
6:56.0,,,14-9,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews)
6:33.0,D. Russell makes 3-pt shot from 24 ft (assist by K. Bryant),3,17-9,,
6:14.0,,,17-9,,D. Nowitzki misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by Team,,17-9,,
6:00.0,J. Randle makes 2-pt shot from 16 ft (assist by R. Hibbert),2,19-9,,
5:57.0,,,19-9,,Dallas full timeout
5:57.0,,,19-9,,D. Powell enters the game for C. Parsons
5:57.0,,,19-9,,D. Harris enters the game for D. Nowitzki
5:57.0,L. Williams enters the game for J. Clarkson,,19-9,,
5:46.0,,,19-11,2,D. Powell makes 2-pt shot from 17 ft (assist by Z. Pachulia)
5:30.0,L. Williams misses 2-pt shot from 1 ft (block by D. Harris),,19-11,,
5:29.0,,,19-11,,Defensive rebound by Z. Pachulia
5:19.0,,,19-13,2,D. Williams makes 2-pt shot from 6 ft
5:01.0,D. Russell misses 3-pt shot from 25 ft,,19-13,,
5:00.0,,,19-13,,Defensive rebound by D. Powell
4:51.0,,,19-16,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Powell)
4:34.0,Turnover by K. Bryant (lost ball; steal by W. Matthews),,19-16,,
4:28.0,,,19-16,,W. Matthews misses 2-pt shot at rim (block by J. Randle)
4:28.0,,,19-16,,Offensive rebound by Team
4:28.0,M. World Peace enters the game for K. Bryant,,19-16,,
4:24.0,,,19-18,2,D. Williams makes 2-pt shot from 18 ft (assist by D. Harris)
3:58.0,J. Randle misses 2-pt shot from 21 ft,,19-18,,
3:57.0,,,19-18,,Defensive rebound by Z. Pachulia
3:52.0,Personal foul by J. Randle (drawn by D. Harris),,19-18,,
3:43.0,,,19-18,,Z. Pachulia misses 2-pt shot from 15 ft
3:42.0,Defensive rebound by J. Randle,,19-18,,
3:20.0,L. Williams makes 3-pt shot from 25 ft (assist by J. Randle),3,22-18,,
3:12.0,,,22-18,,Shooting foul by D. Russell (drawn by D. Williams)
3:12.0,,,22-19,1,D. Williams makes free throw 1 of 2
3:12.0,N. Young enters the game for D. Russell,,22-19,,
3:12.0,,,22-19,,C. Villanueva enters the game for Z. Pachulia
3:12.0,,,22-20,1,D. Williams makes free throw 2 of 2
2:59.0,J. Randle misses 2-pt shot from 1 ft,,22-20,,
2:57.0,,,22-20,,Defensive rebound by C. Villanueva
2:49.0,,,22-23,3,C. Villanueva makes 3-pt shot from 24 ft (assist by D. Williams)
2:39.0,LA Lakers full timeout,,22-23,,
2:39.0,,,22-23,,R. Felton enters the game for W. Matthews
2:39.0,,,22-23,,C. Parsons enters the game for D. Williams
2:39.0,L. Nance enters the game for J. Randle,,22-23,,
2:39.0,B. Bass enters the game for R. Hibbert,,22-23,,
2:32.0,L. Williams misses 2-pt shot from 13 ft,,22-23,,
2:30.0,Offensive rebound by B. Bass,,22-23,,
2:30.0,B. Bass misses 2-pt shot from 1 ft,,22-23,,
2:29.0,,,22-23,,Defensive rebound by C. Parsons
2:15.0,,,22-26,3,C. Villanueva makes 3-pt shot from 25 ft (assist by D. Harris)
1:54.0,M. World Peace misses 2-pt shot from 21 ft,,22-26,,
1:53.0,,,22-26,,Defensive rebound by D. Harris
1:37.0,,,22-28,2,C. Parsons makes 2-pt shot from 17 ft
1:24.0,M. World Peace misses 2-pt shot at rim,,22-28,,
1:22.0,,,22-28,,Defensive rebound by D. Powell
1:15.0,,,22-28,,C. Villanueva misses 3-pt shot from 27 ft
1:14.0,Defensive rebound by M. World Peace,,22-28,,
1:03.0,L. Nance misses 2-pt shot from 17 ft,,22-28,,
1:02.0,Offensive rebound by B. Bass,,22-28,,
0:54.0,B. Bass makes 2-pt shot at rim,2,24-28,,
0:39.0,,,24-28,,D. Harris misses 3-pt shot from 24 ft
0:38.0,Defensive rebound by M. World Peace,,24-28,,
0:32.0,,,24-28,,Shooting block foul by C. Parsons (drawn by L. Williams)
0:32.0,L. Williams misses free throw 1 of 2,,24-28,,
0:32.0,Offensive rebound by Team,,24-28,,
0:32.0,L. Williams misses free throw 2 of 2,,24-28,,
0:32.0,,,24-28,,Defensive rebound by D. Powell
0:14.0,Violation by B. Bass (kicked ball),,24-28,,
0:04.0,,,24-28,,Shooting foul by M. World Peace (drawn by D. Harris)
0:04.0,,,24-29,1,D. Harris makes free throw 1 of 2
0:04.0,,,24-29,,D. Harris misses free throw 2 of 2
0:04.0,Defensive rebound by B. Bass,,24-29,,
0:00.0,B. Bass misses 3-pt shot from 31 ft,,24-29,,
0:00.0,Offensive rebound by Team,,24-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,24-29,,C. Villanueva misses 3-pt shot from 23 ft
11:48.0,,,24-29,,Offensive rebound by C. Parsons
11:34.0,,,24-31,2,D. Powell makes 2-pt shot from 5 ft (assist by R. Felton)
11:13.0,K. Bryant makes 2-pt shot from 19 ft (assist by L. Williams),2,26-31,,
10:57.0,,,26-31,,R. Felton misses 2-pt shot from 1 ft
10:56.0,Defensive rebound by L. Nance,,26-31,,
10:48.0,,,26-31,,Personal foul by C. Parsons (drawn by B. Bass)
10:48.0,,,26-31,,D. Nowitzki enters the game for C. Villanueva
10:41.0,K. Bryant misses 3-pt shot from 24 ft,,26-31,,
10:40.0,,,26-31,,Defensive rebound by D. Powell
10:28.0,,,26-31,,C. Parsons misses 3-pt shot from 24 ft
10:27.0,,,26-31,,Offensive rebound by D. Powell
10:27.0,,,26-31,,D. Powell misses 2-pt shot from 2 ft
10:26.0,Defensive rebound by B. Bass,,26-31,,
10:19.0,K. Bryant makes 3-pt shot from 24 ft (assist by L. Williams),3,29-31,,
10:01.0,,,29-31,,D. Nowitzki misses 2-pt shot from 5 ft
10:00.0,Defensive rebound by L. Nance,,29-31,,
9:55.0,Turnover by K. Bryant (lost ball; steal by C. Parsons),,29-31,,
9:41.0,,,29-33,2,D. Nowitzki makes 2-pt shot from 16 ft
9:20.0,N. Young misses 2-pt shot from 20 ft,,29-33,,
9:19.0,Offensive rebound by B. Bass,,29-33,,
9:17.0,B. Bass misses 2-pt shot from 1 ft,,29-33,,
9:16.0,Offensive rebound by B. Bass,,29-33,,
9:14.0,Turnover by Team (shot clock),,29-33,,
9:14.0,,,29-33,,W. Matthews enters the game for C. Parsons
9:04.0,Personal foul by B. Bass (drawn by D. Nowitzki),,29-33,,
9:04.0,J. Clarkson enters the game for N. Young,,29-33,,
9:04.0,,,29-33,,J. Barea enters the game for D. Harris
8:53.0,,,29-33,,D. Nowitzki misses 2-pt shot from 17 ft
8:52.0,Defensive rebound by L. Nance,,29-33,,
8:44.0,Turnover by L. Williams (lost ball; steal by R. Felton),,29-33,,
8:29.0,,,29-35,2,D. Nowitzki makes 2-pt shot at rim
8:10.0,K. Bryant misses 2-pt shot from 15 ft,,29-35,,
8:09.0,,,29-35,,Defensive rebound by D. Powell
8:02.0,,,29-35,,Turnover by J. Barea (bad pass; steal by J. Clarkson)
7:52.0,,,29-35,,Personal foul by R. Felton
7:52.0,Official timeout,,29-35,,
7:52.0,M. World Peace enters the game for K. Bryant,,29-35,,
7:52.0,R. Hibbert enters the game for B. Bass,,29-35,,
7:45.0,J. Clarkson misses 2-pt shot from 15 ft,,29-35,,
7:44.0,,,29-35,,Defensive rebound by D. Nowitzki
7:32.0,,,29-35,,Turnover by W. Matthews (turnover)
7:17.0,L. Nance misses 2-pt shot from 2 ft,,29-35,,
7:16.0,Offensive rebound by L. Nance,,29-35,,
7:16.0,L. Nance makes 2-pt shot from 2 ft,2,31-35,,
7:01.0,,,31-35,,D. Nowitzki misses 2-pt shot from 17 ft
7:00.0,Defensive rebound by R. Hibbert,,31-35,,
6:51.0,Offensive foul by R. Hibbert,,31-35,,
6:51.0,Turnover by R. Hibbert (offensive foul),,31-35,,
6:51.0,J. Randle enters the game for L. Nance,,31-35,,
6:51.0,,,31-35,,Z. Pachulia enters the game for D. Powell
6:33.0,,,31-37,2,R. Felton makes 2-pt shot from 15 ft
6:15.0,R. Hibbert misses 2-pt shot from 10 ft,,31-37,,
6:14.0,,,31-37,,Defensive rebound by Z. Pachulia
6:02.0,,,31-37,,D. Nowitzki misses 2-pt shot from 18 ft
6:01.0,Defensive rebound by R. Hibbert,,31-37,,
5:42.0,J. Clarkson makes 3-pt shot from 24 ft (assist by J. Randle),3,34-37,,
5:40.0,,,34-37,,Dallas full timeout
5:40.0,,,34-37,,C. Villanueva enters the game for D. Nowitzki
5:40.0,,,34-37,,D. Williams enters the game for J. Barea
5:40.0,D. Russell enters the game for L. Williams,,34-37,,
5:23.0,,,34-39,2,R. Felton makes 2-pt shot from 3 ft (assist by C. Villanueva)
5:03.0,M. World Peace misses 3-pt shot from 23 ft,,34-39,,
5:01.0,,,34-39,,Defensive rebound by C. Villanueva
4:49.0,,,34-39,,C. Villanueva misses 3-pt shot from 24 ft
4:49.0,,,34-39,,Offensive rebound by Z. Pachulia
4:49.0,Loose ball foul by R. Hibbert (drawn by Z. Pachulia),,34-39,,
4:33.0,,,34-39,,Turnover by D. Williams (lost ball; steal by J. Clarkson)
4:30.0,Offensive foul by D. Russell,,34-39,,
4:30.0,Turnover by D. Russell (offensive foul),,34-39,,
4:30.0,K. Bryant enters the game for M. World Peace,,34-39,,
4:16.0,,,34-39,,D. Williams misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by D. Russell,,34-39,,
4:05.0,J. Clarkson makes 2-pt shot from 15 ft (assist by K. Bryant),2,36-39,,
3:45.0,,,36-41,2,Z. Pachulia makes 2-pt shot from 10 ft (assist by D. Williams)
3:29.0,R. Hibbert misses 2-pt shot from 5 ft,,36-41,,
3:28.0,Offensive rebound by J. Clarkson,,36-41,,
3:13.0,K. Bryant makes 2-pt shot from 17 ft,2,38-41,,
2:57.0,,,38-41,,D. Williams misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by J. Randle,,38-41,,
2:42.0,Shooting foul by Z. Pachulia (drawn by R. Hibbert),,38-41,,
2:42.0,LA Lakers full timeout,,38-41,,
2:42.0,,,38-41,,D. Harris enters the game for W. Matthews
2:42.0,,,38-41,,C. Parsons enters the game for C. Villanueva
2:42.0,,,38-41,,D. Nowitzki enters the game for R. Felton
2:42.0,L. Williams enters the game for D. Russell,,38-41,,
2:42.0,R. Hibbert makes free throw 1 of 2,1,39-41,,
2:42.0,R. Hibbert makes free throw 2 of 2,1,40-41,,
2:29.0,,,40-43,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Williams)
2:08.0,K. Bryant misses 2-pt shot from 7 ft,,40-43,,
2:07.0,,,40-43,,Defensive rebound by D. Nowitzki
2:04.0,Personal block foul by L. Williams,,40-43,,
1:51.0,,,40-43,,D. Williams misses 2-pt shot from 19 ft
1:50.0,Defensive rebound by R. Hibbert,,40-43,,
1:42.0,J. Clarkson misses 2-pt shot from 7 ft (block by D. Nowitzki),,40-43,,
1:42.0,Offensive rebound by Team,,40-43,,
1:34.0,K. Bryant misses 3-pt shot from 25 ft,,40-43,,
1:33.0,,,40-43,,Defensive rebound by Z. Pachulia
1:19.0,,,40-43,,Shooting foul by L. Williams (drawn by Z. Pachulia)
1:19.0,,,40-44,1,Z. Pachulia makes free throw 1 of 2
1:19.0,,,40-44,,Z. Pachulia misses free throw 2 of 2
1:18.0,Defensive rebound by J. Randle,,40-44,,
1:07.0,J. Clarkson misses 2-pt shot from 19 ft,,40-44,,
1:05.0,Offensive rebound by R. Hibbert,,40-44,,
1:05.0,R. Hibbert misses 2-pt shot from 2 ft,,40-44,,
1:04.0,,,40-44,,Defensive rebound by D. Nowitzki
1:00.0,,,40-44,,D. Harris misses 2-pt shot from 7 ft
0:59.0,Defensive rebound by J. Randle,,40-44,,
0:53.0,K. Bryant misses 3-pt shot from 24 ft,,40-44,,
0:53.0,,,40-44,,Defensive rebound by Z. Pachulia
0:48.0,,,40-46,2,C. Parsons makes 2-pt shot at rim (assist by D. Harris)
0:32.0,Turnover by R. Hibbert (lost ball),,40-46,,
0:10.0,,,40-46,,Turnover by C. Parsons (bad pass; steal by R. Hibbert)
0:06.0,Offensive charge foul by K. Bryant,,40-46,,
0:06.0,Turnover by K. Bryant (offensive foul),,40-46,,
0:06.0,,,40-46,,W. Matthews enters the game for Z. Pachulia
0:06.0,B. Bass enters the game for R. Hibbert,,40-46,,
0:01.0,,,40-48,2,D. Harris makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,40-48,,D. Nowitzki misses 2-pt shot from 12 ft
11:46.0,Defensive rebound by D. Russell,,40-48,,
11:24.0,J. Randle makes 2-pt shot from 22 ft (assist by J. Clarkson),2,42-48,,
11:15.0,Personal foul by J. Randle (drawn by D. Nowitzki),,42-48,,
11:08.0,,,42-48,,Shooting foul by R. Hibbert (drawn by Z. Pachulia)
11:08.0,,,42-48,,Z. Pachulia misses free throw 1 of 2
11:08.0,,,42-48,,Offensive rebound by Team
11:08.0,,,42-49,1,Z. Pachulia makes free throw 2 of 2
10:53.0,J. Randle misses 2-pt shot at rim,,42-49,,
10:52.0,,,42-49,,Defensive rebound by W. Matthews
10:51.0,Personal foul by J. Randle (drawn by W. Matthews),,42-49,,
10:29.0,,,42-52,3,C. Parsons makes 3-pt shot from 22 ft (assist by D. Nowitzki)
10:19.0,,,42-52,,Personal foul by D. Williams (drawn by D. Russell)
10:12.0,J. Clarkson makes 3-pt shot from 24 ft (assist by D. Russell),3,45-52,,
10:00.0,Def 3 sec tech foul by R. Hibbert,,45-52,,
10:00.0,,,45-52,,D. Nowitzki misses technical free throw
10:00.0,,,45-52,,Offensive rebound by Team
9:49.0,,,45-52,,W. Matthews misses 2-pt shot from 8 ft
9:48.0,Defensive rebound by J. Randle,,45-52,,
9:44.0,,,45-52,,Personal foul by Z. Pachulia (drawn by J. Randle)
9:37.0,D. Russell makes 3-pt shot from 24 ft (assist by R. Hibbert),3,48-52,,
9:22.0,,,48-52,,Turnover by W. Matthews (turnover)
9:07.0,Shooting foul by D. Nowitzki (drawn by J. Randle),,48-52,,
9:07.0,J. Randle makes free throw 1 of 2,1,49-52,,
9:07.0,J. Randle makes free throw 2 of 2,1,50-52,,
8:51.0,,,50-54,2,C. Parsons makes 2-pt shot at rim
8:32.0,D. Russell misses 2-pt shot from 18 ft,,50-54,,
8:31.0,,,50-54,,Defensive rebound by Z. Pachulia
8:20.0,,,50-54,,W. Matthews misses 2-pt shot from 8 ft
8:19.0,,,50-54,,Offensive rebound by Z. Pachulia
8:19.0,,,50-56,2,Z. Pachulia makes 2-pt shot from 3 ft
8:19.0,,,50-56,,Shooting foul by R. Hibbert (drawn by Z. Pachulia)
8:19.0,,,50-56,,R. Felton enters the game for C. Parsons
8:19.0,,,50-57,1,Z. Pachulia makes free throw 1 of 1
8:00.0,Turnover by J. Randle (lost ball; steal by R. Felton),,50-57,,
7:44.0,,,50-57,,W. Matthews misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by K. Bryant,,50-57,,
7:21.0,R. Hibbert misses 3-pt shot from 24 ft,,50-57,,
7:20.0,Offensive rebound by Team,,50-57,,
7:20.0,Turnover by Team (shot clock),,50-57,,
7:09.0,,,50-57,,Turnover by D. Williams (lost ball; steal by D. Russell)
7:06.0,Shooting foul by D. Nowitzki (drawn by D. Russell),,50-57,,
7:06.0,D. Russell makes free throw 1 of 2,1,51-57,,
7:06.0,D. Russell misses free throw 2 of 2,,51-57,,
7:04.0,Offensive rebound by D. Russell,,51-57,,
7:00.0,Turnover by K. Bryant (lost ball; steal by D. Williams),,51-57,,
6:55.0,,,51-57,,W. Matthews misses 2-pt shot from 1 ft
6:54.0,Defensive rebound by J. Randle,,51-57,,
6:37.0,K. Bryant misses 2-pt shot from 5 ft,,51-57,,
6:36.0,,,51-57,,Defensive rebound by Z. Pachulia
6:30.0,,,51-57,,D. Nowitzki misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by K. Bryant,,51-57,,
6:24.0,J. Clarkson makes 2-pt shot from 1 ft (assist by K. Bryant),2,53-57,,
6:16.0,,,53-57,,Dallas full timeout
6:16.0,,,53-57,,D. Powell enters the game for D. Nowitzki
6:16.0,,,53-57,,D. Harris enters the game for W. Matthews
6:16.0,B. Bass enters the game for R. Hibbert,,53-57,,
6:07.0,,,53-59,2,D. Powell makes 2-pt shot from 18 ft (assist by D. Williams)
5:43.0,J. Clarkson misses 3-pt shot from 24 ft,,53-59,,
5:42.0,,,53-59,,Defensive rebound by Z. Pachulia
5:23.0,,,53-59,,D. Williams misses 2-pt shot from 3 ft
5:22.0,Defensive rebound by J. Randle,,53-59,,
5:00.0,J. Clarkson misses 3-pt shot from 24 ft,,53-59,,
5:00.0,,,53-59,,Defensive rebound by Team
5:00.0,L. Williams enters the game for D. Russell,,53-59,,
4:51.0,,,53-59,,R. Felton misses 2-pt shot from 21 ft
4:50.0,Defensive rebound by J. Randle,,53-59,,
4:46.0,,,53-59,,C. Villanueva enters the game for Z. Pachulia
4:35.0,L. Williams makes 2-pt shot at rim (assist by B. Bass),2,55-59,,
4:25.0,,,55-59,,D. Harris misses 3-pt shot from 24 ft
4:24.0,,,55-59,,Offensive rebound by R. Felton
4:13.0,,,55-59,,D. Williams misses 2-pt shot from 1 ft (block by J. Clarkson)
4:11.0,Defensive rebound by J. Clarkson,,55-59,,
4:07.0,J. Clarkson misses 2-pt shot from 1 ft (block by R. Felton),,55-59,,
4:06.0,,,55-59,,Defensive rebound by R. Felton
3:59.0,,,55-59,,R. Felton misses 2-pt shot from 3 ft
3:57.0,Defensive rebound by K. Bryant,,55-59,,
3:53.0,Offensive foul by B. Bass,,55-59,,
3:53.0,Turnover by B. Bass (offensive foul),,55-59,,
3:53.0,M. World Peace enters the game for K. Bryant,,55-59,,
3:41.0,,,55-59,,R. Felton misses 3-pt shot from 24 ft
3:40.0,,,55-59,,Offensive rebound by Team
3:40.0,Loose ball foul by J. Clarkson (drawn by D. Powell),,55-59,,
3:40.0,,,55-60,1,D. Powell makes free throw 1 of 2
3:40.0,,,55-61,1,D. Powell makes free throw 2 of 2
3:28.0,M. World Peace misses 2-pt shot from 3 ft,,55-61,,
3:26.0,,,55-61,,Defensive rebound by D. Harris
3:20.0,,,55-61,,Turnover by C. Villanueva (step out of bounds)
3:20.0,L. Nance enters the game for J. Clarkson,,55-61,,
3:20.0,N. Young enters the game for J. Randle,,55-61,,
3:02.0,Turnover by B. Bass (lost ball),,55-61,,
2:41.0,,,55-61,,D. Williams misses 2-pt shot from 6 ft
2:40.0,Defensive rebound by N. Young,,55-61,,
2:31.0,Turnover by B. Bass (lost ball),,55-61,,
2:31.0,LA Lakers full timeout,,55-61,,
2:31.0,,,55-61,,J. Anderson enters the game for D. Williams
2:31.0,,,55-61,,D. Nowitzki enters the game for C. Villanueva
2:31.0,,,55-61,,J. Barea enters the game for R. Felton
2:17.0,,,55-61,,D. Powell misses 2-pt shot from 19 ft (block by B. Bass)
2:16.0,Defensive rebound by N. Young,,55-61,,
2:07.0,M. World Peace misses 3-pt shot from 23 ft,,55-61,,
2:06.0,Offensive rebound by Team,,55-61,,
1:50.0,L. Williams misses 2-pt shot from 17 ft,,55-61,,
1:49.0,,,55-61,,Defensive rebound by D. Nowitzki
1:41.0,,,55-61,,D. Harris misses 2-pt shot from 4 ft
1:40.0,Defensive rebound by B. Bass,,55-61,,
1:30.0,Turnover by L. Williams (bad pass; steal by D. Powell),,55-61,,
1:26.0,,,55-63,2,J. Anderson makes 2-pt shot at rim
1:01.0,L. Williams misses 2-pt shot from 23 ft,,55-63,,
1:00.0,,,55-63,,Defensive rebound by D. Powell
0:58.0,Shooting block foul by M. World Peace (drawn by D. Harris),,55-63,,
0:58.0,,,55-64,1,D. Harris makes free throw 1 of 2
0:58.0,,,55-64,,D. Harris misses free throw 2 of 2
0:58.0,Defensive rebound by M. World Peace,,55-64,,
0:46.0,M. World Peace misses 2-pt shot at rim,,55-64,,
0:44.0,,,55-64,,Defensive rebound by D. Powell
0:23.0,,,55-64,,D. Powell misses 2-pt shot from 3 ft
0:22.0,Defensive rebound by L. Nance,,55-64,,
0:03.0,L. Williams misses 2-pt shot from 3 ft,,55-64,,
0:01.0,,,55-64,,Defensive rebound by D. Nowitzki
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,B. Bass makes 2-pt shot at rim (assist by L. Williams),2,57-64,,
11:27.0,Personal foul by M. World Peace (drawn by D. Nowitzki),,57-64,,
11:27.0,,,57-64,,Offensive foul by D. Nowitzki
11:27.0,,,57-64,,Turnover by D. Nowitzki (offensive foul)
11:17.0,N. Young misses 2-pt shot from 6 ft (block by D. Harris),,57-64,,
11:15.0,Offensive rebound by N. Young,,57-64,,
11:10.0,Shooting foul by J. Anderson (drawn by K. Bryant),,57-64,,
11:10.0,K. Bryant makes free throw 1 of 2,1,58-64,,
11:10.0,,,58-64,,W. Matthews enters the game for J. Anderson
11:10.0,K. Bryant makes free throw 2 of 2,1,59-64,,
10:57.0,,,59-64,,J. Barea misses 2-pt shot from 6 ft (block by B. Bass)
10:55.0,Defensive rebound by N. Young,,59-64,,
10:50.0,Shooting foul by D. Harris (drawn by L. Williams),,59-64,,
10:50.0,L. Williams makes free throw 1 of 3,1,60-64,,
10:50.0,L. Williams makes free throw 2 of 3,1,61-64,,
10:50.0,Turnover by B. Bass (offensive goaltending),,61-64,,
10:31.0,,,61-64,,Turnover by J. Barea (lost ball; steal by B. Bass)
10:21.0,N. Young misses 2-pt shot from 17 ft,,61-64,,
10:20.0,,,61-64,,Defensive rebound by D. Harris
10:09.0,,,61-64,,J. Barea misses 3-pt shot from 23 ft
10:07.0,,,61-64,,Offensive rebound by J. Barea
10:02.0,,,61-67,3,D. Harris makes 3-pt shot from 24 ft (assist by D. Powell)
9:45.0,K. Bryant makes 3-pt shot from 24 ft (assist by L. Williams),3,64-67,,
9:32.0,,,64-67,,D. Harris misses 2-pt shot from 9 ft (block by B. Bass)
9:30.0,Defensive rebound by N. Young,,64-67,,
9:19.0,K. Bryant misses 3-pt shot from 23 ft,,64-67,,
9:18.0,,,64-67,,Defensive rebound by D. Powell
9:08.0,Shooting block foul by N. Young (drawn by D. Harris),,64-67,,
9:08.0,,,64-68,1,D. Harris makes free throw 1 of 2
9:08.0,J. Randle enters the game for M. World Peace,,64-68,,
9:08.0,,,64-69,1,D. Harris makes free throw 2 of 2
9:00.0,L. Williams misses 3-pt shot from 24 ft,,64-69,,
8:59.0,Offensive rebound by B. Bass,,64-69,,
8:59.0,J. Randle misses 2-pt shot from 1 ft,,64-69,,
8:58.0,,,64-69,,Defensive rebound by D. Powell
8:40.0,,,64-71,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by D. Harris)
8:16.0,N. Young misses 3-pt shot from 24 ft,,64-71,,
8:15.0,Offensive rebound by B. Bass,,64-71,,
8:15.0,Shooting foul by D. Nowitzki (drawn by B. Bass),,64-71,,
8:15.0,B. Bass makes 2-pt shot from 1 ft,2,66-71,,
8:15.0,Official timeout,,66-71,,
8:15.0,,,66-71,,D. Williams enters the game for D. Nowitzki
8:15.0,,,66-71,,Z. Pachulia enters the game for D. Harris
8:15.0,,,66-71,,C. Villanueva enters the game for D. Powell
8:15.0,B. Bass makes free throw 1 of 1,1,67-71,,
8:00.0,,,67-71,,Turnover by D. Williams (bad pass; steal by L. Williams)
7:58.0,L. Williams makes 2-pt shot from 6 ft,2,69-71,,
7:58.0,Shooting foul by W. Matthews (drawn by L. Williams),,69-71,,
7:58.0,R. Hibbert enters the game for B. Bass,,69-71,,
7:58.0,L. Williams makes free throw 1 of 1,1,70-71,,
7:44.0,,,70-71,,J. Barea misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by R. Hibbert,,70-71,,
7:19.0,L. Williams misses 2-pt shot from 15 ft,,70-71,,
7:18.0,,,70-71,,Defensive rebound by C. Villanueva
7:09.0,,,70-74,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
7:09.0,LA Lakers full timeout,,70-74,,
7:09.0,J. Clarkson enters the game for K. Bryant,,70-74,,
7:00.0,Offensive foul by J. Randle,,70-74,,
7:00.0,Turnover by J. Randle (offensive foul),,70-74,,
6:48.0,,,70-74,,Turnover by Z. Pachulia (lost ball; steal by N. Young)
6:39.0,J. Clarkson makes 2-pt shot from 17 ft,2,72-74,,
6:30.0,,,72-74,,W. Matthews misses 3-pt shot from 24 ft
