time,Atlanta,pts.away,score,pts.home,Indiana
11:34.0,,,24-27,,L. Allen misses 2-pt shot at rim
11:34.0,Defensive rebound by D. Schroder,,24-27,,
11:31.0,M. Scott makes 2-pt shot at rim (assist by D. Schroder),2,26-27,,
11:31.0,Shooting foul by J. Young (drawn by M. Scott),,26-27,,
11:31.0,M. Scott makes free throw 1 of 1,1,27-27,,
11:16.0,,,27-27,,C. Miles misses 2-pt shot from 2 ft
11:15.0,Defensive rebound by K. Bazemore,,27-27,,
11:01.0,D. Schroder misses 2-pt shot at rim,,27-27,,
11:00.0,,,27-27,,Defensive rebound by L. Allen
10:52.0,,,27-27,,J. Young misses 2-pt shot from 1 ft
10:51.0,,,27-27,,Offensive rebound by L. Allen
10:49.0,,,27-27,,L. Allen misses 2-pt shot from 4 ft
10:48.0,Defensive rebound by A. Horford,,27-27,,
10:34.0,T. Hardaway misses 2-pt shot from 18 ft,,27-27,,
10:34.0,,,27-27,,Defensive rebound by L. Allen
10:15.0,,,27-29,2,G. Robinson makes 2-pt shot from 19 ft (assist by J. Hill)
9:50.0,A. Horford makes 2-pt shot from 20 ft (assist by T. Hardaway),2,29-29,,
9:32.0,,,29-31,2,J. Hill makes 2-pt shot from 5 ft
9:19.0,M. Scott misses 2-pt shot from 12 ft,,29-31,,
9:18.0,,,29-31,,Defensive rebound by Team
9:18.0,,,29-31,,G. Hill enters the game for J. Young
9:18.0,K. Korver enters the game for K. Bazemore,,29-31,,
9:06.0,,,29-34,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Robinson)
8:57.0,Atlanta full timeout,,29-34,,
8:48.0,K. Korver misses 3-pt shot from 25 ft,,29-34,,
8:47.0,,,29-34,,Defensive rebound by G. Hill
8:29.0,,,29-36,2,C. Miles makes 2-pt shot from 7 ft
8:17.0,K. Korver misses 3-pt shot from 24 ft,,29-36,,
8:17.0,,,29-36,,Defensive rebound by L. Allen
7:56.0,,,29-38,2,G. Hill makes 2-pt shot from 20 ft
7:41.0,M. Scott makes 3-pt shot from 25 ft (assist by D. Schroder),3,32-38,,
7:21.0,,,32-40,2,J. Hill makes 2-pt shot from 18 ft (assist by C. Miles)
7:05.0,M. Scott misses 3-pt shot from 24 ft,,32-40,,
7:04.0,,,32-40,,Defensive rebound by G. Hill
6:54.0,,,32-42,2,J. Hill makes 2-pt shot from 1 ft (assist by G. Hill)
6:54.0,Atlanta full timeout,,32-42,,
6:54.0,J. Teague enters the game for A. Horford,,32-42,,
6:54.0,T. Splitter enters the game for T. Hardaway,,32-42,,
6:54.0,T. Sefolosha enters the game for D. Schroder,,32-42,,
6:54.0,P. Millsap enters the game for M. Scott,,32-42,,
6:41.0,Turnover by K. Korver (bad pass; steal by L. Allen),,32-42,,
6:16.0,,,32-42,,J. Hill misses 2-pt shot from 1 ft
6:15.0,Defensive rebound by P. Millsap,,32-42,,
6:01.0,P. Millsap misses 2-pt shot from 8 ft (block by L. Allen),,32-42,,
6:00.0,,,32-42,,Defensive rebound by C. Miles
5:54.0,,,32-42,,Turnover by G. Hill (bad pass; steal by J. Teague)
5:50.0,Shooting foul by C. Miles (drawn by J. Teague),,32-42,,
5:50.0,Official timeout,,32-42,,
5:50.0,,,32-42,,P. George enters the game for L. Allen
5:50.0,,,32-42,,M. Turner enters the game for G. Robinson
5:50.0,J. Teague makes free throw 1 of 2,1,33-42,,
5:50.0,J. Teague makes free throw 2 of 2,1,34-42,,
5:32.0,,,34-42,,P. George misses 2-pt shot from 16 ft
5:29.0,Defensive rebound by T. Sefolosha,,34-42,,
5:11.0,T. Splitter makes 2-pt shot at rim (assist by K. Korver),2,36-42,,
4:49.0,,,36-44,2,J. Hill makes 2-pt shot from 1 ft (assist by P. George)
4:36.0,P. Millsap makes 2-pt shot from 1 ft,2,38-44,,
4:26.0,,,38-46,2,M. Turner makes 2-pt shot from 13 ft (assist by G. Hill)
4:05.0,Turnover by P. Millsap (lost ball; steal by P. George),,38-46,,
4:01.0,Shooting block foul by K. Korver (drawn by G. Hill),,38-46,,
4:01.0,,,38-46,,G. Hill misses free throw 1 of 2
4:01.0,,,38-46,,Offensive rebound by Team
4:01.0,,,38-46,,M. Ellis enters the game for C. Miles
4:01.0,,,38-46,,I. Mahinmi enters the game for J. Hill
4:01.0,,,38-47,1,G. Hill makes free throw 2 of 2
3:45.0,,,38-47,,Personal foul by P. George (drawn by P. Millsap)
3:45.0,K. Bazemore enters the game for K. Korver,,38-47,,
3:45.0,,,38-47,,C. Miles enters the game for P. George
3:35.0,Shooting foul by M. Turner (drawn by P. Millsap),,38-47,,
3:35.0,P. Millsap makes free throw 1 of 2,1,39-47,,
3:35.0,P. Millsap makes free throw 2 of 2,1,40-47,,
3:21.0,,,40-49,2,M. Turner makes 2-pt shot from 14 ft
3:08.0,Turnover by J. Teague (lost ball; steal by M. Ellis),,40-49,,
2:55.0,,,40-49,,M. Turner misses 2-pt shot from 18 ft
2:54.0,Defensive rebound by P. Millsap,,40-49,,
2:50.0,Atlanta full timeout,,40-49,,
2:50.0,A. Horford enters the game for P. Millsap,,40-49,,
2:34.0,J. Teague misses 2-pt shot from 17 ft,,40-49,,
2:33.0,Offensive rebound by T. Splitter,,40-49,,
2:21.0,A. Horford misses 2-pt shot from 20 ft,,40-49,,
2:21.0,,,40-49,,Defensive rebound by C. Miles
2:00.0,,,40-49,,M. Turner misses 2-pt shot from 15 ft
1:59.0,Defensive rebound by K. Bazemore,,40-49,,
1:46.0,Shooting foul by C. Miles (drawn by A. Horford),,40-49,,
1:46.0,A. Horford makes free throw 1 of 2,1,41-49,,
1:46.0,A. Horford makes free throw 2 of 2,1,42-49,,
1:23.0,,,42-51,2,C. Miles makes 2-pt shot from 1 ft
1:09.0,A. Horford makes 2-pt shot from 6 ft,2,44-51,,
0:56.0,,,44-51,,Turnover by M. Turner (bad pass; steal by T. Splitter)
0:41.0,Turnover by J. Teague (lost ball),,44-51,,
0:34.0,,,44-51,,Offensive charge foul by M. Turner
0:34.0,,,44-51,,Turnover by M. Turner (offensive foul)
0:34.0,K. Korver enters the game for T. Splitter,,44-51,,
0:34.0,,,44-51,,L. Allen enters the game for M. Turner
0:26.0,K. Bazemore misses 2-pt shot from 18 ft,,44-51,,
0:25.0,,,44-51,,Defensive rebound by M. Ellis
0:02.0,,,44-51,,I. Mahinmi misses 2-pt shot from 5 ft
0:02.0,Defensive rebound by K. Bazemore,,44-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,A. Horford makes 2-pt shot from 7 ft,2,46-51,,
11:15.0,,,46-51,,M. Turner misses 2-pt shot from 21 ft
11:14.0,,,46-51,,Offensive rebound by Team
11:14.0,,,46-51,,Turnover by Team (shot clock)
10:53.0,A. Horford misses 2-pt shot from 16 ft,,46-51,,
10:53.0,,,46-51,,Defensive rebound by M. Ellis
10:45.0,Personal foul by K. Bazemore (drawn by M. Turner),,46-51,,
10:37.0,,,46-54,3,G. Hill makes 3-pt shot from 23 ft (assist by M. Ellis)
10:17.0,K. Bazemore makes 3-pt shot from 25 ft (assist by J. Teague),3,49-54,,
9:59.0,,,49-54,,Offensive foul by G. Hill
9:59.0,,,49-54,,Turnover by G. Hill (offensive foul)
9:37.0,K. Korver misses 3-pt shot from 28 ft,,49-54,,
9:36.0,,,49-54,,Defensive rebound by G. Hill
9:28.0,,,49-56,2,P. George makes 2-pt shot from 21 ft
9:18.0,A. Horford misses 3-pt shot from 26 ft,,49-56,,
9:16.0,,,49-56,,Defensive rebound by G. Hill
9:11.0,,,49-56,,Shooting foul by T. Splitter (drawn by M. Turner)
9:11.0,,,49-56,,M. Turner misses free throw 1 of 2
9:11.0,,,49-56,,Offensive rebound by Team
9:11.0,,,49-57,1,M. Turner makes free throw 2 of 2
8:56.0,T. Splitter makes 2-pt shot from 3 ft,2,51-57,,
8:40.0,,,51-57,,M. Turner misses 2-pt shot from 1 ft (block by A. Horford)
8:39.0,,,51-57,,Offensive rebound by I. Mahinmi
8:38.0,,,51-57,,Shooting foul by T. Splitter (drawn by I. Mahinmi)
8:38.0,,,51-58,1,I. Mahinmi makes free throw 1 of 2
8:38.0,M. Scott enters the game for T. Splitter,,51-58,,
8:38.0,,,51-59,1,I. Mahinmi makes free throw 2 of 2
8:28.0,A. Horford makes 2-pt shot from 16 ft (assist by J. Teague),2,53-59,,
8:19.0,,,53-59,,M. Ellis misses 3-pt shot from 23 ft
8:18.0,Defensive rebound by K. Bazemore,,53-59,,
8:08.0,K. Bazemore misses 2-pt shot from 17 ft,,53-59,,
8:07.0,Offensive rebound by Team,,53-59,,
8:03.0,K. Korver makes 2-pt shot from 1 ft (assist by J. Teague),2,55-59,,
8:03.0,,,55-59,,Indiana full timeout
7:50.0,,,55-61,2,P. George makes 2-pt shot from 20 ft (assist by M. Ellis)
7:34.0,M. Scott misses 3-pt shot from 26 ft,,55-61,,
7:33.0,,,55-61,,Defensive rebound by M. Ellis
7:27.0,,,55-61,,Turnover by P. George (lost ball; steal by K. Bazemore)
7:21.0,K. Bazemore makes 2-pt shot at rim,2,57-61,,
7:18.0,,,57-61,,Shooting foul by K. Bazemore (drawn by P. George)
7:18.0,,,57-62,1,P. George makes free throw 1 of 2
7:18.0,,,57-63,1,P. George makes free throw 2 of 2
7:05.0,J. Teague makes 3-pt shot from 27 ft (assist by A. Horford),3,60-63,,
6:56.0,,,60-63,,Turnover by M. Ellis (traveling)
6:56.0,T. Sefolosha enters the game for K. Bazemore,,60-63,,
6:47.0,K. Korver misses 3-pt shot from 25 ft,,60-63,,
6:46.0,,,60-63,,Defensive rebound by G. Hill
6:37.0,,,60-63,,Turnover by I. Mahinmi (step out of bounds)
6:37.0,,,60-63,,Technical foul by Team
6:37.0,K. Korver makes technical free throw,1,61-63,,
6:17.0,M. Scott misses 3-pt shot from 24 ft,,61-63,,
6:16.0,,,61-63,,Defensive rebound by P. George
6:03.0,,,61-63,,M. Turner misses 2-pt shot from 20 ft
6:03.0,Defensive rebound by K. Korver,,61-63,,
5:46.0,J. Teague misses 2-pt shot from 1 ft (block by I. Mahinmi),,61-63,,
5:46.0,Offensive rebound by Team,,61-63,,
5:41.0,M. Scott makes 2-pt shot from 17 ft (assist by A. Horford),2,63-63,,
5:24.0,,,63-63,,Shooting foul by A. Horford (drawn by M. Turner)
5:24.0,,,63-65,2,M. Turner makes 2-pt shot from 10 ft
5:24.0,,,63-66,1,M. Turner makes free throw 1 of 1
5:09.0,T. Sefolosha makes 2-pt shot from 1 ft,2,65-66,,
4:52.0,,,65-68,2,M. Turner makes 2-pt shot from 20 ft (assist by G. Hill)
4:42.0,Turnover by A. Horford (lost ball; steal by M. Ellis),,65-68,,
4:35.0,,,65-70,2,M. Turner makes 2-pt shot at rim (assist by M. Ellis)
4:35.0,Atlanta full timeout,,65-70,,
4:16.0,T. Sefolosha misses 2-pt shot at rim,,65-70,,
4:15.0,,,65-70,,Defensive rebound by M. Turner
4:11.0,Shooting block foul by K. Korver (drawn by P. George),,65-70,,
4:11.0,,,65-71,1,P. George makes free throw 1 of 2
4:11.0,T. Splitter enters the game for A. Horford,,65-71,,
4:11.0,,,65-72,1,P. George makes free throw 2 of 2
4:01.0,Shooting foul by M. Turner (drawn by T. Sefolosha),,65-72,,
4:01.0,T. Sefolosha makes 2-pt shot from 4 ft,2,67-72,,
4:01.0,,,67-72,,L. Allen enters the game for M. Turner
4:01.0,T. Hardaway enters the game for K. Korver,,67-72,,
4:01.0,T. Sefolosha makes free throw 1 of 1,1,68-72,,
3:46.0,,,68-72,,Turnover by P. George (bad pass; steal by T. Splitter)
3:42.0,Offensive charge foul by J. Teague,,68-72,,
3:42.0,Turnover by J. Teague (offensive foul),,68-72,,
3:19.0,,,68-72,,Shooting foul by J. Teague (drawn by M. Ellis)
3:19.0,,,68-73,1,M. Ellis makes free throw 1 of 2
3:19.0,D. Schroder enters the game for J. Teague,,68-73,,
3:19.0,,,68-73,,C. Miles enters the game for G. Hill
3:19.0,,,68-73,,J. Hill enters the game for I. Mahinmi
3:19.0,,,68-74,1,M. Ellis makes free throw 2 of 2
3:03.0,T. Hardaway misses 3-pt shot from 25 ft,,68-74,,
3:03.0,,,68-74,,Defensive rebound by J. Hill
2:59.0,,,68-74,,Turnover by J. Hill (bad pass)
2:47.0,M. Scott misses 2-pt shot from 12 ft,,68-74,,
2:46.0,,,68-74,,Defensive rebound by M. Ellis
2:31.0,,,68-74,,P. George misses 3-pt shot from 23 ft
2:31.0,Defensive rebound by T. Splitter,,68-74,,
2:24.0,D. Schroder misses 3-pt shot from 24 ft,,68-74,,
2:24.0,,,68-74,,Defensive rebound by L. Allen
2:19.0,,,68-74,,Turnover by L. Allen (bad pass; steal by T. Sefolosha)
2:16.0,T. Sefolosha misses 2-pt shot at rim,,68-74,,
2:15.0,Offensive rebound by M. Scott,,68-74,,
2:15.0,M. Scott misses 2-pt shot at rim,,68-74,,
2:14.0,,,68-74,,Defensive rebound by L. Allen
2:09.0,,,68-77,3,M. Ellis makes 3-pt shot from 26 ft (assist by P. George)
1:47.0,T. Sefolosha makes 3-pt shot from 25 ft (assist by T. Splitter),3,71-77,,
1:18.0,,,71-79,2,C. Miles makes 2-pt shot from 22 ft
1:07.0,Shooting foul by L. Allen (drawn by T. Splitter),,71-79,,
1:07.0,,,71-79,,Indiana full timeout
1:07.0,A. Horford enters the game for M. Scott,,71-79,,
1:07.0,T. Splitter makes free throw 1 of 2,1,72-79,,
1:07.0,T. Splitter makes free throw 2 of 2,1,73-79,,
0:54.0,,,73-82,3,M. Ellis makes 3-pt shot from 25 ft
0:38.0,T. Splitter makes 2-pt shot at rim (assist by T. Hardaway),2,75-82,,
0:23.0,,,75-82,,P. George misses 2-pt shot from 19 ft
0:22.0,Defensive rebound by T. Sefolosha,,75-82,,
0:00.0,T. Sefolosha misses 3-pt shot from 23 ft (block by L. Allen),,75-82,,
0:00.0,Offensive rebound by Team,,75-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,75-82,,Turnover by Team (turnover)
11:41.0,D. Schroder misses 2-pt shot from 17 ft,,75-82,,
11:39.0,,,75-82,,Defensive rebound by C. Miles
11:16.0,,,75-84,2,G. Hill makes 2-pt shot from 8 ft
11:02.0,T. Hardaway misses 3-pt shot from 26 ft,,75-84,,
11:02.0,,,75-84,,Defensive rebound by J. Hill
10:52.0,,,75-86,2,G. Hill makes 2-pt shot from 2 ft
10:33.0,D. Schroder makes 2-pt shot from 2 ft,2,77-86,,
10:33.0,Shooting foul by J. Hill (drawn by D. Schroder),,77-86,,
10:33.0,K. Korver enters the game for T. Hardaway,,77-86,,
10:33.0,D. Schroder makes free throw 1 of 1,1,78-86,,
10:16.0,,,78-86,,G. Robinson misses 2-pt shot from 12 ft
10:15.0,,,78-86,,Offensive rebound by L. Allen
10:15.0,,,78-86,,Shooting foul by A. Horford (drawn by L. Allen)
10:15.0,,,78-86,,L. Allen misses free throw 1 of 2
10:15.0,,,78-86,,Offensive rebound by Team
10:15.0,,,78-87,1,L. Allen makes free throw 2 of 2
10:07.0,K. Korver misses 3-pt shot from 25 ft,,78-87,,
10:06.0,,,78-87,,Defensive rebound by G. Robinson
10:01.0,,,78-87,,Offensive charge foul by C. Miles
10:01.0,,,78-87,,Turnover by C. Miles (offensive foul)
10:01.0,J. Teague enters the game for D. Schroder,,78-87,,
9:37.0,T. Sefolosha makes 2-pt shot from 20 ft (assist by K. Korver),2,80-87,,
9:23.0,,,80-87,,J. Hill misses 2-pt shot from 17 ft
9:23.0,Defensive rebound by K. Korver,,80-87,,
9:06.0,J. Teague makes 2-pt shot from 3 ft,2,82-87,,
9:06.0,,,82-87,,Indiana full timeout
9:06.0,,,82-87,,P. George enters the game for G. Robinson
8:48.0,,,82-87,,C. Miles misses 3-pt shot from 23 ft
8:47.0,Defensive rebound by K. Bazemore,,82-87,,
8:33.0,Shooting foul by C. Miles (drawn by T. Sefolosha),,82-87,,
8:33.0,T. Sefolosha makes free throw 1 of 2,1,83-87,,
8:33.0,T. Sefolosha makes free throw 2 of 2,1,84-87,,
8:16.0,,,84-87,,C. Miles misses 2-pt shot from 18 ft
8:15.0,,,84-87,,Offensive rebound by P. George
8:12.0,,,84-87,,P. George misses 2-pt shot at rim
8:11.0,,,84-87,,Offensive rebound by J. Hill
8:09.0,,,84-87,,Shooting foul by J. Teague (drawn by L. Allen)
8:09.0,,,84-88,1,L. Allen makes free throw 1 of 2
8:09.0,,,84-88,,L. Allen misses free throw 2 of 2
8:08.0,Defensive rebound by T. Sefolosha,,84-88,,
8:01.0,J. Teague misses 2-pt shot at rim,,84-88,,
8:01.0,,,84-88,,Defensive rebound by G. Hill
7:38.0,,,84-88,,P. George misses 2-pt shot from 18 ft
7:36.0,Defensive rebound by J. Teague,,84-88,,
7:35.0,,,84-88,,Personal block foul by C. Miles (drawn by J. Teague)
7:35.0,,,84-88,,M. Ellis enters the game for C. Miles
7:35.0,,,84-88,,I. Mahinmi enters the game for J. Hill
7:23.0,Shooting foul by I. Mahinmi (drawn by J. Teague),,84-88,,
7:23.0,J. Teague makes free throw 1 of 2,1,85-88,,
7:23.0,J. Teague makes free throw 2 of 2,1,86-88,,
7:11.0,,,86-88,,M. Ellis misses 2-pt shot from 19 ft
7:10.0,Defensive rebound by K. Bazemore,,86-88,,
6:56.0,J. Teague misses 2-pt shot from 9 ft,,86-88,,
6:56.0,,,86-88,,Defensive rebound by I. Mahinmi
6:40.0,,,86-88,,P. George misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by A. Horford,,86-88,,
6:32.0,Shooting foul by P. George (drawn by K. Bazemore),,86-88,,
6:32.0,K. Bazemore makes free throw 1 of 2,1,87-88,,
6:32.0,T. Splitter enters the game for T. Sefolosha,,87-88,,
6:32.0,,,87-88,,M. Turner enters the game for L. Allen
6:32.0,K. Bazemore makes free throw 2 of 2,1,88-88,,
6:23.0,Personal foul by K. Korver (drawn by M. Turner),,88-88,,
6:14.0,,,88-88,,P. George misses 2-pt shot from 20 ft
6:13.0,Defensive rebound by K. Bazemore,,88-88,,
5:55.0,A. Horford makes 2-pt shot at rim (assist by T. Splitter),2,90-88,,
5:34.0,,,90-91,3,G. Hill makes 3-pt shot from 24 ft (assist by M. Ellis)
5:17.0,K. Bazemore misses 2-pt shot at rim,,90-91,,
5:16.0,,,90-91,,Defensive rebound by M. Turner
5:16.0,Personal foul by J. Teague (drawn by M. Turner),,90-91,,
5:16.0,Official timeout,,90-91,,
5:16.0,T. Sefolosha enters the game for K. Korver,,90-91,,
5:04.0,,,90-91,,Shooting foul by T. Sefolosha (drawn by P. George)
5:04.0,,,90-92,1,P. George makes free throw 1 of 3
5:04.0,,,90-93,1,P. George makes free throw 2 of 3
5:04.0,K. Korver enters the game for T. Splitter,,90-93,,
5:04.0,,,90-94,1,P. George makes free throw 3 of 3
4:46.0,Turnover by K. Bazemore (lost ball; steal by M. Ellis),,90-94,,
4:46.0,Personal foul by K. Bazemore (drawn by M. Ellis),,90-94,,
4:46.0,,,90-95,1,M. Ellis makes free throw 1 of 2
4:46.0,,,90-96,1,M. Ellis makes free throw 2 of 2
4:33.0,K. Bazemore misses 3-pt shot from 23 ft,,90-96,,
4:32.0,,,90-96,,Defensive rebound by G. Hill
4:27.0,,,90-98,2,I. Mahinmi makes 2-pt shot at rim (assist by P. George)
4:27.0,Atlanta full timeout,,90-98,,
4:10.0,A. Horford misses 2-pt shot from 17 ft,,90-98,,
