time,Oklahoma City,pts.away,score,pts.home,San Antonio
2:39.0,Oklahoma City full timeout,,86-88,,
2:24.0,R. Westbrook misses 2-pt shot from 17 ft,,86-88,,
2:23.0,Offensive rebound by R. Westbrook,,86-88,,
2:20.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,88-88,,
2:02.0,,,88-88,,T. Duncan misses 2-pt shot from 2 ft (block by E. Kanter)
1:59.0,,,88-88,,Offensive rebound by L. Aldridge
1:57.0,,,88-88,,L. Aldridge misses 2-pt shot from 15 ft
1:54.0,Defensive rebound by E. Kanter,,88-88,,
1:47.0,K. Durant misses 2-pt shot from 16 ft,,88-88,,
1:45.0,Offensive rebound by E. Kanter,,88-88,,
1:45.0,E. Kanter makes 2-pt shot from 1 ft,2,90-88,,
1:35.0,,,90-90,2,T. Parker makes 2-pt shot from 16 ft
1:27.0,Turnover by R. Westbrook (lost ball; steal by D. Green),,90-90,,
1:08.0,,,90-90,,T. Parker misses 2-pt shot from 19 ft
1:08.0,Defensive rebound by D. Waiters,,90-90,,
0:55.0,Shooting foul by D. Green (drawn by K. Durant),,90-90,,
0:55.0,K. Durant makes free throw 1 of 2,1,91-90,,
0:55.0,K. Durant makes free throw 2 of 2,1,92-90,,
0:43.0,Personal foul by S. Adams,,92-90,,
0:43.0,,,92-91,1,T. Parker makes free throw 1 of 2
0:43.0,,,92-91,,T. Parker misses free throw 2 of 2
0:42.0,Defensive rebound by R. Westbrook,,92-91,,
0:42.0,Oklahoma City full timeout,,92-91,,
0:30.0,Turnover by K. Durant (lost ball; steal by D. Green),,92-91,,
0:11.0,,,92-91,,T. Parker misses 2-pt shot from 20 ft
0:09.0,Defensive rebound by Team,,92-91,,
0:09.0,Oklahoma City full timeout,,92-91,,
0:09.0,,,92-91,,M. Ginobili enters the game for T. Duncan
0:06.0,R. Westbrook makes 2-pt shot from 2 ft,2,94-91,,
0:06.0,Shooting foul by L. Aldridge (drawn by R. Westbrook),,94-91,,
0:06.0,R. Westbrook makes free throw 1 of 1,1,95-91,,
0:06.0,,,95-91,,San Antonio full timeout
0:06.0,,,95-91,,T. Duncan enters the game for M. Ginobili
0:06.0,A. Roberson enters the game for E. Kanter,,95-91,,
0:03.0,,,95-91,,K. Leonard misses 3-pt shot from 26 ft
0:01.0,,,95-91,,Offensive rebound by T. Parker
0:00.0,,,95-91,,D. Green misses 3-pt shot from 25 ft
0:00.0,,,95-91,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
