time,Golden State,pts.away,score,pts.home,Memphis
3:10.0,S. Livingston enters the game for K. Thompson,,18-11,,
2:57.0,,,18-13,2,J. Green makes 2-pt shot from 12 ft (assist by M. Gasol)
2:41.0,,,18-13,,Personal foul by J. Green (drawn by A. Iguodala)
2:41.0,Golden State full timeout,,18-13,,
2:41.0,H. Barnes enters the game for D. Green,,18-13,,
2:31.0,S. Curry misses 2-pt shot from 19 ft,,18-13,,
2:29.0,,,18-13,,Defensive rebound by J. Green
2:13.0,,,18-13,,M. Conley misses 2-pt shot from 18 ft
2:12.0,Defensive rebound by S. Curry,,18-13,,
1:57.0,A. Iguodala makes 3-pt shot from 22 ft (assist by A. Bogut),3,21-13,,
1:33.0,,,21-13,,M. Gasol misses 2-pt shot from 12 ft
1:32.0,Defensive rebound by A. Bogut,,21-13,,
1:29.0,,,21-13,,Personal foul by M. Conley (drawn by H. Barnes)
1:29.0,,,21-13,,R. Smith enters the game for M. Conley
1:13.0,H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry),3,24-13,,
0:56.0,Personal foul by A. Bogut (drawn by M. Gasol),,24-13,,
0:48.0,,,24-13,,M. Gasol misses 2-pt shot from 18 ft
0:47.0,,,24-13,,Offensive rebound by J. Green
0:47.0,Loose ball foul by H. Barnes (drawn by J. Green),,24-13,,
0:47.0,,,24-14,1,J. Green makes free throw 1 of 2
0:47.0,,,24-15,1,J. Green makes free throw 2 of 2
0:38.0,Turnover by S. Curry (bad pass),,24-15,,
0:24.0,,,24-15,,M. Barnes misses 3-pt shot from 26 ft
0:23.0,Defensive rebound by S. Curry,,24-15,,
0:00.0,A. Bogut makes 2-pt shot from 21 ft,2,26-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,26-15,,R. Smith misses 2-pt shot from 6 ft
11:34.0,,,26-15,,Offensive rebound by J. Green
11:29.0,Personal foul by A. Iguodala (drawn by J. Green),,26-15,,
11:22.0,,,26-17,2,Z. Randolph makes 2-pt shot from 1 ft
11:22.0,,,26-17,,Shooting foul by A. Bogut (drawn by Z. Randolph)
11:22.0,,,26-18,1,Z. Randolph makes free throw 1 of 1
11:07.0,,,26-18,,Violation by Z. Randolph (kicked ball)
11:01.0,L. Barbosa misses 2-pt shot from 1 ft,,26-18,,
10:59.0,,,26-18,,Defensive rebound by J. Green
10:55.0,,,26-18,,Turnover by J. Green (lost ball; steal by H. Barnes)
10:53.0,Shooting foul by J. Green (drawn by H. Barnes),,26-18,,
10:53.0,H. Barnes makes free throw 1 of 2,1,27-18,,
10:53.0,H. Barnes makes free throw 2 of 2,1,28-18,,
10:40.0,,,28-18,,Offensive foul by J. Green
10:40.0,,,28-18,,Turnover by J. Green (offensive foul)
10:28.0,A. Iguodala makes 3-pt shot from 25 ft (assist by L. Barbosa),3,31-18,,
10:15.0,,,31-18,,M. Barnes misses 2-pt shot from 5 ft (block by H. Barnes)
10:13.0,Defensive rebound by A. Bogut,,31-18,,
10:03.0,Turnover by A. Bogut (palming),,31-18,,
9:50.0,,,31-18,,Z. Randolph misses 2-pt shot from 16 ft
9:49.0,Defensive rebound by H. Barnes,,31-18,,
9:39.0,Turnover by H. Barnes (step out of bounds),,31-18,,
9:27.0,,,31-18,,Shooting foul by A. Iguodala (drawn by J. Green)
9:27.0,,,31-18,,J. Green misses free throw 1 of 2
9:27.0,,,31-18,,Offensive rebound by Team
9:27.0,,,31-19,1,J. Green makes free throw 2 of 2
9:14.0,A. Iguodala makes 3-pt shot from 24 ft (assist by L. Barbosa),3,34-19,,
9:06.0,,,34-19,,Memphis full timeout
9:06.0,,,34-19,,M. Gasol enters the game for J. Green
9:06.0,,,34-19,,M. Conley enters the game for R. Smith
9:06.0,M. Speights enters the game for A. Bogut,,34-19,,
8:50.0,,,34-19,,M. Barnes misses 2-pt shot from 3 ft
8:50.0,,,34-19,,Offensive rebound by M. Barnes
8:50.0,,,34-19,,M. Barnes misses 2-pt shot from 3 ft (block by M. Speights)
8:50.0,,,34-19,,Offensive rebound by Team
8:42.0,,,34-21,2,M. Gasol makes 2-pt shot from 6 ft (assist by M. Conley)
8:30.0,Shooting foul by M. Gasol (drawn by H. Barnes),,34-21,,
8:30.0,H. Barnes makes free throw 1 of 2,1,35-21,,
8:30.0,H. Barnes misses free throw 2 of 2,,35-21,,
8:29.0,,,35-21,,Defensive rebound by J. Green
8:11.0,,,35-23,2,M. Gasol makes 2-pt shot from 6 ft
7:47.0,S. Livingston makes 2-pt shot from 14 ft,2,37-23,,
7:27.0,,,37-26,3,M. Barnes makes 3-pt shot from 23 ft (assist by Z. Randolph)
7:13.0,M. Speights misses 2-pt shot from 15 ft,,37-26,,
7:12.0,,,37-26,,Defensive rebound by M. Barnes
7:08.0,,,37-26,,Turnover by M. Conley (lost ball; steal by H. Barnes)
7:05.0,L. Barbosa makes 2-pt shot from 1 ft (assist by H. Barnes),2,39-26,,
7:05.0,Shooting foul by M. Barnes (drawn by L. Barbosa),,39-26,,
7:05.0,,,39-26,,C. Lee enters the game for M. Barnes
7:05.0,,,39-26,,T. Allen enters the game for J. Green
7:05.0,D. Green enters the game for H. Barnes,,39-26,,
7:05.0,K. Thompson enters the game for A. Iguodala,,39-26,,
7:05.0,L. Barbosa misses free throw 1 of 1,,39-26,,
7:04.0,,,39-26,,Defensive rebound by Z. Randolph
6:54.0,Personal foul by D. Green (drawn by M. Gasol),,39-26,,
6:41.0,,,39-26,,M. Conley misses 2-pt shot from 6 ft
6:39.0,Defensive rebound by D. Green,,39-26,,
6:29.0,M. Speights misses 2-pt shot from 1 ft,,39-26,,
6:27.0,,,39-26,,Defensive rebound by C. Lee
6:15.0,,,39-26,,M. Gasol misses 2-pt shot at rim
6:14.0,Defensive rebound by D. Green,,39-26,,
6:10.0,L. Barbosa misses 2-pt shot at rim,,39-26,,
6:08.0,,,39-26,,Defensive rebound by C. Lee
5:55.0,,,39-26,,Turnover by Z. Randolph (bad pass; steal by S. Livingston)
5:50.0,Turnover by M. Speights (offensive foul),,39-26,,
5:50.0,Offensive charge foul by M. Speights,,39-26,,
5:50.0,,,39-26,,Memphis full timeout
5:50.0,S. Curry enters the game for L. Barbosa,,39-26,,
5:33.0,,,39-26,,C. Lee misses 2-pt shot from 14 ft
5:31.0,,,39-26,,Offensive rebound by T. Allen
5:21.0,,,39-26,,M. Conley misses 2-pt shot from 5 ft (block by M. Speights)
5:19.0,Defensive rebound by K. Thompson,,39-26,,
5:17.0,Turnover by M. Speights (lost ball; steal by T. Allen),,39-26,,
5:12.0,,,39-26,,M. Conley misses 2-pt shot from 17 ft
5:10.0,Defensive rebound by D. Green,,39-26,,
5:08.0,Turnover by D. Green (bad pass; steal by M. Gasol),,39-26,,
4:46.0,,,39-26,,Z. Randolph misses 2-pt shot from 8 ft (block by S. Curry)
4:45.0,,,39-26,,Offensive rebound by M. Gasol
4:42.0,,,39-28,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol)
4:23.0,M. Speights misses 2-pt shot from 20 ft,,39-28,,
4:22.0,,,39-28,,Defensive rebound by Z. Randolph
4:13.0,,,39-28,,Turnover by M. Gasol (bad pass; steal by M. Speights)
4:09.0,Turnover by M. Speights (lost ball; steal by Z. Randolph),,39-28,,
4:05.0,,,39-28,,Z. Randolph misses 2-pt shot at rim
4:03.0,,,39-28,,Offensive rebound by T. Allen
4:03.0,,,39-30,2,T. Allen makes 2-pt shot at rim
3:52.0,S. Curry misses 3-pt shot from 25 ft,,39-30,,
3:51.0,,,39-30,,Defensive rebound by C. Lee
3:41.0,Personal foul by M. Speights (drawn by M. Gasol),,39-30,,
3:41.0,,,39-31,1,M. Gasol makes free throw 1 of 2
3:41.0,A. Iguodala enters the game for M. Speights,,39-31,,
3:41.0,F. Ezeli enters the game for S. Livingston,,39-31,,
3:41.0,,,39-31,,R. Smith enters the game for M. Conley
3:41.0,,,39-31,,J. Green enters the game for Z. Randolph
3:41.0,,,39-32,1,M. Gasol makes free throw 2 of 2
3:24.0,F. Ezeli makes 2-pt shot at rim (assist by K. Thompson),2,41-32,,
3:13.0,,,41-34,2,J. Green makes 2-pt shot from 1 ft
3:01.0,S. Curry makes 2-pt shot from 1 ft,2,43-34,,
2:50.0,Personal foul by F. Ezeli (drawn by M. Gasol),,43-34,,
2:50.0,Golden State full timeout,,43-34,,
2:50.0,,,43-34,,M. Conley enters the game for R. Smith
2:50.0,,,43-34,,M. Gasol misses free throw 1 of 2
2:50.0,,,43-34,,Offensive rebound by Team
2:50.0,,,43-35,1,M. Gasol makes free throw 2 of 2
2:34.0,K. Thompson misses 3-pt shot from 23 ft,,43-35,,
2:34.0,,,43-35,,Defensive rebound by Team
2:34.0,Loose ball foul by F. Ezeli (drawn by M. Gasol),,43-35,,
2:34.0,,,43-36,1,M. Gasol makes free throw 1 of 2
2:34.0,J. McAdoo enters the game for F. Ezeli,,43-36,,
2:34.0,,,43-37,1,M. Gasol makes free throw 2 of 2
2:27.0,,,43-37,,Personal foul by M. Conley (drawn by S. Curry)
2:19.0,S. Curry misses 2-pt shot from 2 ft (block by J. Green),,43-37,,
2:17.0,,,43-37,,Defensive rebound by M. Conley
2:06.0,,,43-37,,Shooting foul by K. Thompson (drawn by M. Gasol)
2:06.0,,,43-38,1,M. Gasol makes free throw 1 of 2
2:06.0,,,43-39,1,M. Gasol makes free throw 2 of 2
1:53.0,,,43-39,,Personal foul by M. Conley (drawn by S. Curry)
1:53.0,S. Curry makes free throw 1 of 2,1,44-39,,
1:53.0,,,44-39,,J. Green enters the game for M. Conley
1:53.0,S. Curry makes free throw 2 of 2,1,45-39,,
1:39.0,,,45-39,,M. Gasol misses 2-pt shot from 9 ft
1:39.0,,,45-39,,Offensive rebound by Team
1:28.0,,,45-39,,M. Gasol misses 2-pt shot from 13 ft
1:28.0,Defensive rebound by S. Curry,,45-39,,
1:11.0,K. Thompson misses 2-pt shot from 15 ft (block by C. Lee),,45-39,,
1:09.0,,,45-39,,Defensive rebound by M. Gasol
1:00.0,,,45-39,,Shooting foul by A. Iguodala (drawn by M. Gasol)
1:00.0,,,45-40,1,M. Gasol makes free throw 1 of 2
1:00.0,H. Barnes enters the game for A. Iguodala,,45-40,,
1:00.0,J. Thompson enters the game for D. Green,,45-40,,
1:00.0,,,45-41,1,M. Gasol makes free throw 2 of 2
0:44.0,J. Thompson makes 2-pt shot from 19 ft (assist by K. Thompson),2,47-41,,
0:27.0,,,47-41,,Turnover by J. Green (bad pass)
0:27.0,Golden State full timeout,,47-41,,
0:27.0,,,47-41,,M. Barnes enters the game for M. Gasol
0:27.0,I. Clark enters the game for J. McAdoo,,47-41,,
0:05.0,S. Curry misses 3-pt shot from 26 ft,,47-41,,
0:04.0,Offensive rebound by K. Thompson,,47-41,,
0:01.0,I. Clark misses 3-pt shot from 24 ft,,47-41,,
0:00.0,,,47-41,,Defensive rebound by J. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,47-41,,Z. Randolph misses 2-pt shot from 4 ft
11:45.0,,,47-41,,Offensive rebound by Z. Randolph
11:43.0,Personal foul by K. Thompson (drawn by Z. Randolph),,47-41,,
11:34.0,,,47-41,,Z. Randolph misses 2-pt shot from 16 ft
11:34.0,Defensive rebound by H. Barnes,,47-41,,
11:19.0,Turnover by H. Barnes (back court),,47-41,,
11:12.0,,,47-41,,Turnover by Z. Randolph (bad pass; steal by F. Ezeli)
11:02.0,S. Curry misses 2-pt shot from 10 ft,,47-41,,
11:01.0,Offensive rebound by F. Ezeli,,47-41,,
10:50.0,K. Thompson makes 2-pt shot from 21 ft (assist by D. Green),2,49-41,,
10:32.0,,,49-41,,M. Conley misses 3-pt shot from 23 ft
10:32.0,Defensive rebound by K. Thompson,,49-41,,
10:20.0,,,49-41,,Personal foul by T. Allen (drawn by K. Thompson)
10:16.0,Turnover by S. Curry (bad pass),,49-41,,
9:57.0,,,49-41,,M. Gasol misses 2-pt shot from 8 ft (block by K. Thompson)
9:55.0,,,49-41,,Offensive rebound by M. Gasol
9:54.0,,,49-41,,M. Gasol misses 2-pt shot from 6 ft (block by K. Thompson)
9:54.0,Defensive rebound by S. Curry,,49-41,,
9:54.0,Shooting foul by C. Lee (drawn by S. Curry),,49-41,,
9:54.0,S. Curry makes 2-pt shot from 1 ft,2,51-41,,
9:54.0,S. Curry makes free throw 1 of 1,1,52-41,,
9:34.0,,,52-43,2,C. Lee makes 2-pt shot from 1 ft
9:14.0,Turnover by S. Curry (bad pass; steal by M. Conley),,52-43,,
9:07.0,,,52-45,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
8:46.0,Offensive foul by F. Ezeli,,52-45,,
8:46.0,Turnover by F. Ezeli (offensive foul),,52-45,,
8:46.0,A. Bogut enters the game for F. Ezeli,,52-45,,
8:39.0,,,52-45,,Shooting foul by D. Green (drawn by M. Conley)
8:39.0,,,52-46,1,M. Conley makes free throw 1 of 2
8:39.0,,,52-47,1,M. Conley makes free throw 2 of 2
8:23.0,D. Green misses 2-pt shot from 1 ft (block by T. Allen),,52-47,,
8:21.0,Offensive rebound by D. Green,,52-47,,
8:21.0,D. Green makes 2-pt shot at rim,2,54-47,,
8:00.0,,,54-47,,Turnover by M. Conley (bad pass)
7:49.0,Turnover by K. Thompson (bad pass; steal by C. Lee),,54-47,,
7:44.0,,,54-47,,T. Allen misses 2-pt shot from 1 ft (block by D. Green)
7:41.0,,,54-47,,Offensive rebound by T. Allen
7:25.0,,,54-47,,M. Conley misses 3-pt shot from 27 ft
7:23.0,,,54-47,,Offensive rebound by C. Lee
7:21.0,,,54-47,,Turnover by C. Lee (lost ball)
7:08.0,S. Curry misses 3-pt shot from 25 ft,,54-47,,
7:08.0,,,54-47,,Defensive rebound by M. Gasol
7:01.0,,,54-49,2,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Conley)
6:48.0,Turnover by S. Curry (bad pass; steal by M. Conley),,54-49,,
6:44.0,,,54-49,,Offensive charge foul by M. Conley
6:44.0,,,54-49,,Turnover by M. Conley (offensive foul)
6:44.0,,,54-49,,M. Barnes enters the game for T. Allen
6:31.0,S. Curry misses 2-pt shot from 21 ft,,54-49,,
6:30.0,,,54-49,,Defensive rebound by Z. Randolph
6:20.0,,,54-49,,M. Gasol misses 2-pt shot from 9 ft
6:20.0,Defensive rebound by Team,,54-49,,
6:20.0,,,54-49,,Loose ball foul by M. Barnes (drawn by H. Barnes)
6:20.0,A. Iguodala enters the game for H. Barnes,,54-49,,
6:01.0,Turnover by D. Green (bad pass),,54-49,,
5:52.0,,,54-49,,Shooting foul by A. Bogut (drawn by Z. Randolph)
5:52.0,,,54-49,,Memphis full timeout
5:52.0,,,54-49,,R. Smith enters the game for M. Conley
5:52.0,,,54-50,1,Z. Randolph makes free throw 1 of 2
5:52.0,,,54-51,1,Z. Randolph makes free throw 2 of 2
5:40.0,,,54-51,,Personal foul by R. Smith (drawn by S. Curry)
5:35.0,Shooting foul by M. Barnes (drawn by A. Bogut),,54-51,,
5:35.0,A. Bogut makes free throw 1 of 2,1,55-51,,
5:35.0,A. Bogut misses free throw 2 of 2,,55-51,,
5:34.0,,,55-51,,Defensive rebound by M. Barnes
5:18.0,,,55-51,,Turnover by Z. Randolph (offensive foul)
5:18.0,,,55-51,,Offensive foul by Z. Randolph
5:04.0,Turnover by A. Bogut (bad pass; steal by M. Barnes),,55-51,,
4:50.0,Personal foul by A. Bogut (drawn by Z. Randolph),,55-51,,
4:50.0,,,55-51,,J. Green enters the game for M. Gasol
4:50.0,H. Barnes enters the game for A. Bogut,,55-51,,
4:38.0,,,55-53,2,Z. Randolph makes 2-pt shot from 7 ft
4:15.0,S. Curry misses 2-pt shot from 21 ft,,55-53,,
4:13.0,,,55-53,,Defensive rebound by R. Smith
4:05.0,,,55-53,,Turnover by M. Barnes (bad pass; steal by S. Curry)
4:00.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,57-53,,
3:37.0,,,57-53,,Shooting foul by D. Green (drawn by Z. Randolph)
3:37.0,Technical foul by D. Green (drawn by Z. Randolph),,57-53,,
3:37.0,,,57-54,1,C. Lee makes technical free throw
3:37.0,,,57-55,1,Z. Randolph makes free throw 1 of 2
3:37.0,S. Livingston enters the game for D. Green,,57-55,,
3:37.0,,,57-56,1,Z. Randolph makes free throw 2 of 2
3:23.0,Turnover by K. Thompson (bad pass; steal by C. Lee),,57-56,,
3:13.0,,,57-56,,Turnover by J. Green (lost ball)
3:08.0,,,57-56,,Personal block foul by J. Green (drawn by S. Curry)
3:08.0,,,57-56,,Technical foul by C. Lee
3:08.0,S. Curry makes technical free throw,1,58-56,,
3:08.0,S. Curry makes free throw 1 of 2,1,59-56,,
3:08.0,S. Curry makes free throw 2 of 2,1,60-56,,
3:00.0,Personal foul by H. Barnes (drawn by Z. Randolph),,60-56,,
3:00.0,,,60-57,1,Z. Randolph makes free throw 1 of 2
3:00.0,,,60-58,1,Z. Randolph makes free throw 2 of 2
2:48.0,S. Curry makes 2-pt shot from 1 ft,2,62-58,,
2:38.0,,,62-58,,Turnover by Z. Randolph (bad pass; steal by S. Curry)
2:26.0,S. Curry makes 3-pt shot from 28 ft,3,65-58,,
2:14.0,,,65-58,,C. Lee misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by Team,,65-58,,
2:14.0,,,65-58,,Loose ball foul by Z. Randolph (drawn by A. Iguodala)
2:14.0,Golden State full timeout,,65-58,,
2:14.0,,,65-58,,J. Green enters the game for C. Lee
2:14.0,L. Barbosa enters the game for K. Thompson,,65-58,,
2:14.0,Violation by Team (delay of game),,65-58,,
2:14.0,A. Iguodala misses free throw 1 of 2,,65-58,,
2:14.0,Offensive rebound by Team,,65-58,,
2:14.0,A. Iguodala makes free throw 2 of 2,1,66-58,,
2:02.0,,,66-58,,Turnover by J. Green (3 sec)
1:49.0,H. Barnes makes 2-pt shot at rim (assist by L. Barbosa),2,68-58,,
1:35.0,,,68-58,,Shooting foul by H. Barnes (drawn by R. Smith)
1:35.0,,,68-58,,R. Smith misses free throw 1 of 2
1:35.0,,,68-58,,Offensive rebound by Team
1:35.0,,,68-59,1,R. Smith makes free throw 2 of 2
1:19.0,S. Curry misses 3-pt shot from 28 ft,,68-59,,
1:18.0,,,68-59,,Defensive rebound by J. Green
1:12.0,Personal foul by S. Livingston (drawn by R. Smith),,68-59,,
1:12.0,,,68-60,1,R. Smith makes free throw 1 of 2
1:12.0,,,68-61,1,R. Smith makes free throw 2 of 2
0:52.0,L. Barbosa misses 3-pt shot from 26 ft,,68-61,,
0:51.0,,,68-61,,Defensive rebound by Team
0:31.0,,,68-63,2,Z. Randolph makes 2-pt shot from 4 ft
0:14.0,S. Curry makes 2-pt shot from 1 ft,2,70-63,,
0:14.0,Shooting foul by M. Barnes (drawn by S. Curry),,70-63,,
0:14.0,S. Curry makes free throw 1 of 1,1,71-63,,
0:02.0,,,71-63,,Turnover by R. Smith (bad pass; steal by S. Curry)
0:00.0,S. Curry makes 3-pt shot from 39 ft,3,74-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,H. Barnes misses 2-pt shot from 2 ft (block by J. Green),,74-63,,
11:38.0,,,74-63,,Defensive rebound by M. Conley
11:36.0,,,74-63,,Turnover by M. Conley (dbl dribble)
11:22.0,A. Iguodala misses 2-pt shot from 20 ft,,74-63,,
11:21.0,,,74-63,,Defensive rebound by J. Green
10:58.0,,,74-63,,M. Barnes misses 3-pt shot from 25 ft
10:57.0,Defensive rebound by A. Bogut,,74-63,,
10:40.0,A. Bogut misses 2-pt shot from 8 ft,,74-63,,
10:38.0,,,74-63,,Defensive rebound by J. Green
10:29.0,,,74-65,2,J. Green makes 2-pt shot from 22 ft (assist by M. Conley)
10:15.0,H. Barnes makes 2-pt shot from 15 ft,2,76-65,,
9:59.0,,,76-65,,M. Conley misses 2-pt shot from 20 ft
9:57.0,Defensive rebound by A. Bogut,,76-65,,
9:40.0,A. Bogut misses 2-pt shot from 21 ft,,76-65,,
9:40.0,,,76-65,,Defensive rebound by J. Green
9:31.0,,,76-67,2,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley)
9:16.0,Turnover by L. Barbosa (bad pass; steal by M. Gasol),,76-67,,
9:16.0,Loose ball foul by A. Bogut (drawn by M. Gasol),,76-67,,
9:16.0,D. Green enters the game for H. Barnes,,76-67,,
9:16.0,F. Ezeli enters the game for A. Bogut,,76-67,,
9:16.0,,,76-67,,T. Allen enters the game for J. Green
9:02.0,,,76-69,2,T. Allen makes 2-pt shot from 13 ft (assist by M. Gasol)
8:56.0,,,76-69,,Personal foul by J. Green (drawn by D. Green)
8:56.0,Golden State full timeout,,76-69,,
8:56.0,K. Thompson enters the game for A. Iguodala,,76-69,,
8:40.0,S. Livingston makes 2-pt shot from 10 ft (assist by D. Green),2,78-69,,
8:17.0,,,78-71,2,M. Gasol makes 2-pt shot from 15 ft (assist by M. Conley)
7:55.0,L. Barbosa makes 2-pt shot from 16 ft (assist by S. Livingston),2,80-71,,
7:37.0,,,80-71,,J. Green misses 2-pt shot from 2 ft (block by D. Green)
7:34.0,Defensive rebound by K. Thompson,,80-71,,
7:32.0,Turnover by K. Thompson (lost ball; steal by J. Green),,80-71,,
7:12.0,,,80-71,,M. Barnes misses 3-pt shot from 25 ft
7:11.0,Defensive rebound by Team,,80-71,,
6:59.0,K. Thompson makes 3-pt shot from 22 ft (assist by L. Barbosa),3,83-71,,
6:37.0,,,83-71,,M. Gasol misses 2-pt shot from 12 ft
6:35.0,Defensive rebound by D. Green,,83-71,,
6:34.0,,,83-71,,Personal foul by T. Allen (drawn by D. Green)
6:34.0,,,83-71,,C. Lee enters the game for M. Barnes
6:34.0,S. Curry enters the game for L. Barbosa,,83-71,,
6:28.0,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston),3,86-71,,
6:28.0,,,86-71,,Memphis full timeout
6:28.0,,,86-71,,Z. Randolph enters the game for J. Green
6:10.0,,,86-71,,Shooting foul by D. Green (drawn by M. Gasol)
6:10.0,,,86-72,1,M. Gasol makes free throw 1 of 2
6:10.0,,,86-73,1,M. Gasol makes free throw 2 of 2
5:46.0,D. Green misses 3-pt shot from 25 ft,,86-73,,
