time,San Antonio,pts.away,score,pts.home,Oklahoma City
5:07.0,K. Anderson misses 2-pt shot from 20 ft,,11-16,,
5:07.0,Offensive rebound by B. Marjanovic,,11-16,,
4:53.0,Turnover by B. Marjanovic (traveling),,11-16,,
4:53.0,,,11-16,,K. Singler enters the game for A. Roberson
4:53.0,,,11-16,,E. Kanter enters the game for S. Adams
4:53.0,,,11-16,,D. Waiters enters the game for K. Durant
4:53.0,D. West enters the game for B. Marjanovic,,11-16,,
4:53.0,K. Martin enters the game for D. Green,,11-16,,
4:34.0,,,11-18,2,R. Westbrook makes 2-pt shot from 16 ft
4:15.0,Shooting foul by D. Waiters (drawn by D. West),,11-18,,
4:15.0,D. West makes free throw 1 of 2,1,12-18,,
4:15.0,M. Bonner enters the game for B. Diaw,,12-18,,
4:15.0,A. Miller enters the game for K. Anderson,,12-18,,
4:15.0,D. West makes free throw 2 of 2,1,13-18,,
4:03.0,,,13-20,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
3:46.0,P. Mills makes 2-pt shot from 2 ft (assist by D. West),2,15-20,,
3:35.0,,,15-22,2,R. Westbrook makes 2-pt shot from 10 ft
3:12.0,D. West makes 2-pt shot from 20 ft (assist by A. Miller),2,17-22,,
2:58.0,,,17-22,,S. Ibaka misses 2-pt shot from 18 ft
2:57.0,Defensive rebound by A. Miller,,17-22,,
2:40.0,P. Mills makes 3-pt shot from 24 ft (assist by M. Bonner),3,20-22,,
2:25.0,,,20-22,,R. Westbrook misses 2-pt shot from 1 ft
2:24.0,,,20-22,,Offensive rebound by E. Kanter
2:24.0,,,20-22,,E. Kanter misses 2-pt shot from 2 ft
2:24.0,Defensive rebound by D. West,,20-22,,
2:24.0,,,20-22,,Personal foul by R. Westbrook
2:24.0,,,20-22,,Oklahoma City full timeout
2:24.0,,,20-22,,K. Durant enters the game for S. Ibaka
2:24.0,,,20-22,,C. Payne enters the game for R. Westbrook
2:24.0,J. Simmons enters the game for P. Mills,,20-22,,
2:24.0,K. Anderson enters the game for M. Bonner,,20-22,,
2:11.0,,,20-22,,Personal foul by K. Singler
2:04.0,K. Martin misses 2-pt shot from 11 ft,,20-22,,
2:03.0,Offensive rebound by D. West,,20-22,,
2:00.0,D. West misses 2-pt shot from 5 ft,,20-22,,
1:59.0,Offensive rebound by A. Miller,,20-22,,
1:59.0,A. Miller makes 2-pt shot from 1 ft,2,22-22,,
1:43.0,,,22-22,,C. Payne misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by A. Miller,,22-22,,
1:26.0,K. Martin misses 2-pt shot from 7 ft,,22-22,,
1:25.0,Offensive rebound by A. Miller,,22-22,,
1:11.0,D. West makes 2-pt shot from 11 ft (assist by J. Simmons),2,24-22,,
0:53.0,,,24-22,,E. Kanter misses 2-pt shot from 6 ft
0:53.0,Defensive rebound by Team,,24-22,,
0:53.0,,,24-22,,Loose ball foul by K. Singler
0:53.0,J. Simmons misses free throw 1 of 2,,24-22,,
0:53.0,Offensive rebound by Team,,24-22,,
0:53.0,,,24-22,,R. Foye enters the game for K. Singler
0:53.0,J. Simmons misses free throw 2 of 2,,24-22,,
0:53.0,Offensive rebound by K. Anderson,,24-22,,
0:49.0,J. Simmons makes 2-pt shot at rim (assist by K. Anderson),2,26-22,,
0:49.0,,,26-22,,Oklahoma City full timeout
0:41.0,,,26-24,2,K. Durant makes 2-pt shot from 13 ft (assist by C. Payne)
0:18.0,K. Martin misses 2-pt shot from 15 ft,,26-24,,
0:17.0,,,26-24,,Defensive rebound by K. Durant
0:00.0,,,26-24,,R. Foye misses 3-pt shot from 30 ft
0:00.0,,,26-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,D. West makes 2-pt shot from 13 ft,2,28-24,,
11:23.0,,,28-24,,D. Waiters misses 2-pt shot from 14 ft
11:23.0,Defensive rebound by K. Anderson,,28-24,,
11:09.0,A. Miller misses 2-pt shot from 4 ft,,28-24,,
11:08.0,,,28-24,,Defensive rebound by C. Payne
11:03.0,,,28-24,,Turnover by D. Waiters (lost ball; steal by K. Anderson)
11:00.0,Turnover by A. Miller (lost ball; steal by C. Payne),,28-24,,
10:55.0,,,28-24,,C. Payne misses 2-pt shot from 4 ft
10:55.0,Defensive rebound by A. Miller,,28-24,,
10:45.0,Turnover by K. Martin (traveling),,28-24,,
10:36.0,,,28-24,,Turnover by K. Durant (lost ball; steal by J. Simmons)
10:31.0,J. Simmons makes 2-pt shot at rim (assist by K. Anderson),2,30-24,,
10:17.0,,,30-24,,D. Waiters misses 2-pt shot from 16 ft
10:16.0,Defensive rebound by A. Miller,,30-24,,
9:57.0,K. Anderson makes 2-pt shot from 7 ft,2,32-24,,
9:40.0,,,32-24,,K. Durant misses 2-pt shot from 13 ft
9:39.0,,,32-24,,Offensive rebound by E. Kanter
9:38.0,,,32-24,,Shooting foul by D. West (drawn by E. Kanter)
9:38.0,,,32-24,,E. Kanter misses free throw 1 of 2
9:38.0,,,32-24,,Offensive rebound by Team
9:38.0,,,32-25,1,E. Kanter makes free throw 2 of 2
9:20.0,,,32-25,,Personal foul by C. Payne
9:12.0,D. West makes 2-pt shot from 9 ft,2,34-25,,
8:53.0,,,34-27,2,R. Foye makes 2-pt shot from 4 ft
8:28.0,Shooting foul by C. Payne (drawn by A. Miller),,34-27,,
8:28.0,Official timeout,,34-27,,
8:28.0,,,34-27,,R. Westbrook enters the game for K. Durant
8:28.0,,,34-27,,A. Roberson enters the game for E. Kanter
8:28.0,,,34-27,,S. Ibaka enters the game for D. Waiters
8:28.0,,,34-27,,S. Adams enters the game for C. Payne
8:28.0,B. Diaw enters the game for K. Anderson,,34-27,,
8:28.0,B. Marjanovic enters the game for D. West,,34-27,,
8:28.0,D. Green enters the game for J. Simmons,,34-27,,
8:28.0,A. Miller makes free throw 1 of 2,1,35-27,,
8:28.0,A. Miller makes free throw 2 of 2,1,36-27,,
8:11.0,,,36-29,2,S. Adams makes 2-pt shot at rim
7:58.0,A. Miller misses 2-pt shot from 2 ft,,36-29,,
7:57.0,,,36-29,,Defensive rebound by S. Adams
7:39.0,,,36-31,2,R. Westbrook makes 2-pt shot from 12 ft
7:38.0,San Antonio full timeout,,36-31,,
7:38.0,P. Mills enters the game for A. Miller,,36-31,,
7:23.0,K. Martin misses 2-pt shot from 13 ft,,36-31,,
7:22.0,,,36-31,,Defensive rebound by S. Ibaka
7:14.0,,,36-33,2,R. Westbrook makes 2-pt shot from 7 ft
7:05.0,,,36-33,,Personal foul by S. Adams
7:05.0,J. Simmons enters the game for K. Martin,,36-33,,
6:54.0,B. Diaw misses 3-pt shot from 24 ft,,36-33,,
6:54.0,,,36-33,,Defensive rebound by A. Roberson
6:47.0,,,36-33,,R. Westbrook misses 2-pt shot from 18 ft
6:46.0,,,36-33,,Offensive rebound by R. Westbrook
6:39.0,,,36-33,,R. Westbrook misses 3-pt shot from 23 ft
6:38.0,Defensive rebound by P. Mills,,36-33,,
6:23.0,P. Mills misses 2-pt shot from 19 ft,,36-33,,
6:22.0,,,36-33,,Defensive rebound by R. Westbrook
6:10.0,,,36-33,,S. Ibaka misses 2-pt shot from 13 ft
6:09.0,Defensive rebound by D. Green,,36-33,,
5:53.0,P. Mills makes 2-pt shot from 15 ft,2,38-33,,
5:38.0,,,38-33,,R. Foye misses 3-pt shot from 23 ft
5:37.0,Defensive rebound by B. Diaw,,38-33,,
5:28.0,Turnover by P. Mills (lost ball; steal by S. Adams),,38-33,,
5:20.0,,,38-35,2,R. Westbrook makes 2-pt shot from 16 ft
4:53.0,D. Green misses 3-pt shot from 24 ft,,38-35,,
4:52.0,Offensive rebound by B. Diaw,,38-35,,
4:48.0,Turnover by Team (shot clock),,38-35,,
4:48.0,,,38-35,,K. Durant enters the game for A. Roberson
4:29.0,,,38-37,2,R. Westbrook makes 2-pt shot from 18 ft
4:11.0,P. Mills misses 3-pt shot from 23 ft,,38-37,,
4:10.0,Offensive rebound by D. Green,,38-37,,
3:47.0,J. Simmons makes 3-pt shot from 24 ft (assist by D. Green),3,41-37,,
3:24.0,,,41-39,2,K. Durant makes 2-pt shot from 16 ft
3:05.0,B. Marjanovic misses 2-pt shot from 9 ft,,41-39,,
3:05.0,,,41-39,,Defensive rebound by K. Durant
2:56.0,,,41-39,,S. Ibaka misses 3-pt shot from 25 ft
2:54.0,,,41-39,,Offensive rebound by S. Adams
2:54.0,,,41-39,,S. Adams misses 2-pt shot from 2 ft
2:54.0,Defensive rebound by J. Simmons,,41-39,,
2:46.0,J. Simmons misses 2-pt shot at rim (block by S. Ibaka),,41-39,,
2:44.0,,,41-39,,Defensive rebound by S. Ibaka
2:39.0,,,41-41,2,R. Westbrook makes 2-pt shot at rim
2:16.0,B. Diaw misses 3-pt shot from 25 ft,,41-41,,
2:15.0,,,41-41,,Defensive rebound by R. Westbrook
2:13.0,Personal take foul by J. Simmons,,41-41,,
2:13.0,,,41-41,,Oklahoma City full timeout
2:13.0,,,41-41,,A. Roberson enters the game for R. Foye
2:13.0,D. West enters the game for B. Diaw,,41-41,,
2:13.0,M. Bonner enters the game for B. Marjanovic,,41-41,,
2:12.0,,,41-41,,Turnover by S. Ibaka (illegal screen)
1:56.0,J. Simmons misses 2-pt shot from 8 ft,,41-41,,
1:56.0,,,41-41,,Defensive rebound by K. Durant
1:49.0,,,41-44,3,K. Durant makes 3-pt shot from 25 ft
1:21.0,P. Mills makes 3-pt shot from 22 ft,3,44-44,,
1:03.0,,,44-44,,Offensive charge foul by K. Durant
1:03.0,,,44-44,,Turnover by K. Durant (offensive foul)
1:01.0,,,44-44,,Violation by Team (delay of game)
0:51.0,D. West misses 2-pt shot from 12 ft,,44-44,,
0:51.0,,,44-44,,Defensive rebound by S. Ibaka
0:38.0,,,44-46,2,S. Ibaka makes 2-pt shot at rim (assist by K. Durant)
0:22.0,D. Green misses 3-pt shot from 24 ft,,44-46,,
0:21.0,,,44-46,,Defensive rebound by Team
0:21.0,Loose ball foul by P. Mills,,44-46,,
0:03.0,Shooting block foul by P. Mills (drawn by R. Westbrook),,44-46,,
0:03.0,,,44-47,1,R. Westbrook makes free throw 1 of 2
0:03.0,,,44-48,1,R. Westbrook makes free throw 2 of 2
0:00.0,D. Green misses 3-pt shot from 43 ft,,44-48,,
0:00.0,Offensive rebound by Team,,44-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Offensive foul by K. Anderson,,44-48,,
12:00.0,Turnover by K. Anderson (offensive foul),,44-48,,
11:29.0,,,44-48,,K. Durant misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by Team,,44-48,,
11:08.0,D. West misses 2-pt shot from 1 ft,,44-48,,
11:08.0,Offensive rebound by P. Mills,,44-48,,
11:00.0,M. Bonner misses 2-pt shot from 2 ft,,44-48,,
11:00.0,Offensive rebound by Team,,44-48,,
10:57.0,D. West makes 2-pt shot from 6 ft (assist by K. Anderson),2,46-48,,
10:48.0,,,46-48,,Shooting foul by D. Green (drawn by R. Westbrook)
10:48.0,,,46-49,1,R. Westbrook makes free throw 1 of 2
10:48.0,,,46-50,1,R. Westbrook makes free throw 2 of 2
10:25.0,D. West misses 2-pt shot from 1 ft,,46-50,,
10:24.0,,,46-50,,Defensive rebound by S. Adams
10:19.0,,,46-50,,Turnover by K. Durant (lost ball)
10:11.0,Offensive foul by D. West,,46-50,,
10:11.0,Turnover by D. West (offensive foul),,46-50,,
9:55.0,,,46-50,,K. Durant misses 2-pt shot from 7 ft
9:54.0,,,46-50,,Offensive rebound by A. Roberson
9:38.0,,,46-53,3,S. Ibaka makes 3-pt shot from 22 ft (assist by K. Durant)
9:37.0,San Antonio full timeout,,46-53,,
9:28.0,D. West misses 2-pt shot from 13 ft,,46-53,,
9:27.0,,,46-53,,Defensive rebound by S. Adams
9:12.0,,,46-53,,S. Ibaka misses 3-pt shot from 23 ft
9:11.0,,,46-53,,Offensive rebound by Team
9:10.0,,,46-55,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
8:49.0,D. West makes 2-pt shot from 10 ft,2,48-55,,
8:49.0,Shooting foul by S. Adams (drawn by D. West),,48-55,,
8:49.0,D. West makes free throw 1 of 1,1,49-55,,
8:36.0,,,49-57,2,S. Ibaka makes 2-pt shot from 14 ft
8:21.0,Turnover by M. Bonner (bad pass),,49-57,,
7:55.0,,,49-57,,R. Westbrook misses 3-pt shot from 23 ft
7:55.0,Defensive rebound by K. Anderson,,49-57,,
7:45.0,M. Bonner makes 2-pt shot at rim (assist by D. West),2,51-57,,
7:33.0,,,51-57,,Turnover by R. Westbrook (lost ball; steal by K. Anderson)
7:27.0,D. Green makes 2-pt shot from 1 ft,2,53-57,,
7:26.0,,,53-57,,Oklahoma City full timeout
7:26.0,B. Marjanovic enters the game for M. Bonner,,53-57,,
7:12.0,Personal foul by P. Mills,,53-57,,
7:04.0,,,53-59,2,K. Durant makes 2-pt shot from 14 ft (assist by S. Adams)
6:45.0,D. West misses 2-pt shot from 5 ft (block by S. Ibaka),,53-59,,
6:44.0,Offensive rebound by D. West,,53-59,,
6:43.0,D. West makes 2-pt shot from 1 ft,2,55-59,,
6:25.0,,,55-61,2,K. Durant makes 2-pt shot from 13 ft
5:59.0,Shooting foul by S. Adams (drawn by B. Marjanovic),,55-61,,
5:59.0,B. Marjanovic misses free throw 1 of 2,,55-61,,
5:59.0,Offensive rebound by Team,,55-61,,
5:59.0,B. Marjanovic makes free throw 2 of 2,1,56-61,,
5:45.0,,,56-64,3,A. Roberson makes 3-pt shot from 23 ft (assist by S. Ibaka)
5:31.0,P. Mills misses 3-pt shot from 24 ft,,56-64,,
5:30.0,,,56-64,,Defensive rebound by S. Ibaka
5:21.0,,,56-64,,S. Ibaka misses 3-pt shot from 24 ft
5:19.0,,,56-64,,Offensive rebound by S. Adams
5:19.0,,,56-64,,Shooting foul by D. Green (drawn by S. Adams)
5:19.0,,,56-65,1,S. Adams makes free throw 1 of 2
5:19.0,,,56-65,,D. Waiters enters the game for K. Durant
5:19.0,K. Martin enters the game for D. Green,,56-65,,
5:19.0,,,56-65,,S. Adams misses free throw 2 of 2
5:18.0,,,56-65,,Offensive rebound by R. Westbrook
5:13.0,,,56-67,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:45.0,D. West misses 2-pt shot from 19 ft,,56-67,,
4:45.0,,,56-67,,Defensive rebound by R. Westbrook
4:39.0,,,56-67,,R. Westbrook misses 2-pt shot from 6 ft
4:37.0,Defensive rebound by B. Marjanovic,,56-67,,
4:25.0,K. Anderson misses 2-pt shot at rim,,56-67,,
4:24.0,,,56-67,,Defensive rebound by S. Ibaka
4:20.0,,,56-69,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
4:20.0,San Antonio full timeout,,56-69,,
4:20.0,A. Miller enters the game for K. Anderson,,56-69,,
4:20.0,,,56-69,,E. Kanter enters the game for S. Adams
4:10.0,,,56-69,,Personal foul by E. Kanter
4:10.0,J. Simmons enters the game for P. Mills,,56-69,,
4:06.0,Turnover by A. Miller (lost ball; steal by A. Roberson),,56-69,,
4:05.0,Personal take foul by A. Miller,,56-69,,
4:05.0,,,56-69,,Technical foul by R. Westbrook
4:05.0,K. Martin makes technical free throw,1,57-69,,
4:05.0,B. Diaw enters the game for D. West,,57-69,,
3:53.0,,,57-69,,Turnover by D. Waiters (bad pass)
3:38.0,B. Marjanovic misses 2-pt shot from 1 ft,,57-69,,
3:37.0,,,57-69,,Defensive rebound by E. Kanter
3:35.0,,,57-69,,Turnover by E. Kanter (lost ball; steal by K. Martin)
3:31.0,K. Martin misses 2-pt shot from 7 ft (block by E. Kanter),,57-69,,
3:30.0,,,57-69,,Defensive rebound by A. Roberson
3:22.0,,,57-69,,D. Waiters misses 2-pt shot from 1 ft (block by K. Martin)
3:21.0,,,57-69,,Offensive rebound by E. Kanter
3:20.0,,,57-69,,E. Kanter misses 2-pt shot from 2 ft
3:18.0,Defensive rebound by A. Miller,,57-69,,
3:10.0,Turnover by B. Marjanovic (lost ball; steal by R. Westbrook),,57-69,,
3:04.0,,,57-71,2,E. Kanter makes 2-pt shot at rim
3:04.0,,,57-71,,Shooting foul by A. Miller (drawn by E. Kanter)
3:04.0,,,57-72,1,E. Kanter makes free throw 1 of 1
2:50.0,K. Martin makes 2-pt shot from 12 ft,2,59-72,,
2:37.0,,,59-74,2,R. Westbrook makes 2-pt shot at rim
2:13.0,A. Miller makes 2-pt shot from 6 ft,2,61-74,,
1:58.0,Personal foul by J. Simmons,,61-74,,
1:58.0,,,61-75,1,R. Westbrook makes free throw 1 of 2
1:58.0,,,61-75,,K. Durant enters the game for S. Ibaka
1:58.0,,,61-75,,R. Foye enters the game for A. Roberson
1:58.0,,,61-76,1,R. Westbrook makes free throw 2 of 2
1:46.0,A. Miller misses 2-pt shot from 8 ft,,61-76,,
1:46.0,,,61-76,,Defensive rebound by K. Durant
1:38.0,,,61-78,2,R. Westbrook makes 2-pt shot at rim
1:26.0,,,61-78,,Personal foul by E. Kanter
1:26.0,,,61-78,,C. Payne enters the game for R. Westbrook
1:17.0,B. Marjanovic misses 2-pt shot from 6 ft,,61-78,,
1:16.0,,,61-78,,Defensive rebound by K. Durant
0:57.0,,,61-80,2,E. Kanter makes 2-pt shot from 5 ft (assist by R. Foye)
0:42.0,K. Martin misses 2-pt shot from 8 ft,,61-80,,
0:41.0,,,61-80,,Defensive rebound by E. Kanter
0:35.0,,,61-83,3,K. Durant makes 3-pt shot from 25 ft (assist by C. Payne)
0:23.0,K. Martin misses 2-pt shot from 2 ft,,61-83,,
0:22.0,Offensive rebound by B. Marjanovic,,61-83,,
0:22.0,B. Marjanovic makes 2-pt shot from 1 ft,2,63-83,,
0:05.0,Violation by B. Marjanovic (kicked ball),,63-83,,
0:00.0,,,63-83,,K. Durant misses 2-pt shot from 13 ft
0:00.0,,,63-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,63-83,,R. Foye misses 3-pt shot from 24 ft
11:36.0,,,63-83,,Offensive rebound by E. Kanter
11:36.0,,,63-83,,E. Kanter misses 2-pt shot at rim
11:36.0,,,63-83,,Offensive rebound by K. Durant
11:33.0,,,63-83,,Turnover by K. Durant (lost ball; steal by A. Miller)
11:24.0,B. Diaw makes 2-pt shot from 3 ft (assist by A. Miller),2,65-83,,
11:08.0,,,65-83,,D. Waiters misses 2-pt shot from 16 ft
11:07.0,Defensive rebound by A. Miller,,65-83,,
10:58.0,A. Miller makes 2-pt shot from 6 ft,2,67-83,,
10:58.0,Shooting foul by C. Payne (drawn by A. Miller),,67-83,,
10:58.0,,,67-83,,Oklahoma City full timeout
10:58.0,A. Miller makes free throw 1 of 1,1,68-83,,
10:47.0,,,68-85,2,K. Durant makes 2-pt shot from 17 ft (assist by C. Payne)
10:27.0,K. Martin misses 3-pt shot from 23 ft,,68-85,,
10:27.0,,,68-85,,Defensive rebound by C. Payne
10:11.0,,,68-85,,C. Payne misses 2-pt shot from 11 ft
10:11.0,,,68-85,,Offensive rebound by Team
10:11.0,Loose ball foul by A. Miller,,68-85,,
9:58.0,,,68-85,,C. Payne misses 3-pt shot from 23 ft
9:57.0,,,68-85,,Offensive rebound by E. Kanter
9:56.0,,,68-85,,E. Kanter misses 2-pt shot from 1 ft (block by B. Marjanovic)
9:55.0,Defensive rebound by B. Marjanovic,,68-85,,
9:42.0,Turnover by A. Miller (lost ball; steal by E. Kanter),,68-85,,
9:38.0,,,68-85,,Shooting foul by B. Diaw (drawn by E. Kanter)
9:38.0,,,68-86,1,E. Kanter makes free throw 1 of 2
9:38.0,,,68-87,1,E. Kanter makes free throw 2 of 2
9:25.0,Shooting foul by K. Durant (drawn by B. Diaw),,68-87,,
9:25.0,B. Diaw makes free throw 1 of 2,1,69-87,,
9:25.0,P. Mills enters the game for A. Miller,,69-87,,
9:25.0,B. Diaw makes free throw 2 of 2,1,70-87,,
9:10.0,,,70-87,,Shooting foul by B. Diaw (drawn by E. Kanter)
9:10.0,,,70-88,1,E. Kanter makes free throw 1 of 2
9:10.0,,,70-88,,R. Westbrook enters the game for C. Payne
9:10.0,,,70-89,1,E. Kanter makes free throw 2 of 2
9:04.0,Shooting foul by D. Waiters (drawn by J. Simmons),,70-89,,
9:04.0,J. Simmons makes free throw 1 of 2,1,71-89,,
9:04.0,,,71-89,,S. Ibaka enters the game for K. Durant
9:04.0,D. West enters the game for B. Marjanovic,,71-89,,
9:04.0,K. Anderson enters the game for K. Martin,,71-89,,
9:04.0,J. Simmons makes free throw 2 of 2,1,72-89,,
8:45.0,,,72-89,,R. Foye misses 2-pt shot from 5 ft
8:45.0,Defensive rebound by K. Anderson,,72-89,,
8:31.0,D. West misses 2-pt shot from 3 ft,,72-89,,
8:30.0,Offensive rebound by D. West,,72-89,,
8:28.0,D. West misses 2-pt shot from 1 ft,,72-89,,
8:27.0,,,72-89,,Defensive rebound by E. Kanter
8:21.0,,,72-91,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:09.0,Turnover by B. Diaw (traveling),,72-91,,
8:09.0,,,72-91,,A. Roberson enters the game for D. Waiters
8:09.0,Technical foul by B. Diaw,,72-91,,
8:09.0,,,72-92,1,R. Westbrook makes technical free throw
7:56.0,,,72-94,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
7:34.0,J. Simmons makes 2-pt shot from 1 ft,2,74-94,,
7:16.0,,,74-96,2,E. Kanter makes 2-pt shot at rim
6:59.0,P. Mills misses 2-pt shot from 17 ft,,74-96,,
6:58.0,Offensive rebound by D. West,,74-96,,
6:45.0,B. Diaw makes 2-pt shot from 4 ft,2,76-96,,
6:28.0,,,76-96,,Turnover by E. Kanter (lost ball; steal by K. Anderson)
6:24.0,J. Simmons makes 2-pt shot at rim (assist by D. West),2,78-96,,
6:04.0,,,78-96,,R. Westbrook misses 2-pt shot from 2 ft (block by D. West)
6:04.0,,,78-96,,Offensive rebound by Team
6:04.0,,,78-96,,S. Adams enters the game for E. Kanter
6:01.0,,,78-96,,R. Foye misses 2-pt shot from 15 ft
6:01.0,Defensive rebound by B. Diaw,,78-96,,
5:48.0,J. Simmons misses 2-pt shot from 7 ft,,78-96,,
5:47.0,,,78-96,,Defensive rebound by R. Foye
5:39.0,Official timeout,,78-96,,
5:39.0,,,78-96,,K. Durant enters the game for R. Foye
5:33.0,,,78-96,,K. Durant misses 2-pt shot from 15 ft
5:31.0,,,78-96,,Offensive rebound by S. Adams
5:31.0,,,78-98,2,S. Adams makes 2-pt shot from 1 ft
5:12.0,B. Diaw makes 2-pt shot from 7 ft,2,80-98,,
4:59.0,,,80-100,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
4:38.0,K. Anderson makes 2-pt shot from 1 ft,2,82-100,,
4:30.0,,,82-100,,R. Westbrook misses 2-pt shot from 14 ft
4:29.0,Defensive rebound by D. West,,82-100,,
4:17.0,J. Simmons makes 2-pt shot from 9 ft,2,84-100,,
4:01.0,,,84-102,2,K. Durant makes 2-pt shot from 17 ft
3:49.0,J. Simmons misses 2-pt shot from 4 ft,,84-102,,
3:48.0,,,84-102,,Defensive rebound by S. Ibaka
3:30.0,,,84-105,3,K. Durant makes 3-pt shot from 24 ft (assist by A. Roberson)
3:23.0,San Antonio full timeout,,84-105,,
3:23.0,,,84-105,,K. Singler enters the game for K. Durant
3:23.0,,,84-105,,C. Payne enters the game for R. Westbrook
3:23.0,A. Miller enters the game for B. Diaw,,84-105,,
3:23.0,M. Bonner enters the game for P. Mills,,84-105,,
3:23.0,B. Marjanovic enters the game for D. West,,84-105,,
3:11.0,K. Anderson misses 2-pt shot from 2 ft (block by S. Ibaka),,84-105,,
3:10.0,,,84-105,,Defensive rebound by S. Ibaka
2:49.0,,,84-105,,Turnover by S. Adams (3 sec)
2:38.0,,,84-105,,Personal foul by K. Singler
2:38.0,,,84-105,,R. Foye enters the game for S. Ibaka
2:38.0,,,84-105,,E. Kanter enters the game for S. Adams
2:32.0,A. Miller makes 2-pt shot from 1 ft,2,86-105,,
2:16.0,,,86-105,,C. Payne misses 3-pt shot from 22 ft
2:15.0,,,86-105,,Offensive rebound by Team
2:15.0,Loose ball foul by M. Bonner,,86-105,,
2:14.0,,,86-105,,Offensive foul by R. Foye
