time,Cleveland,pts.away,score,pts.home,Boston
2:44.0,,,19-16,,K. Olynyk enters the game for A. Johnson
2:44.0,,,19-16,,D. Lee enters the game for J. Sullinger
2:44.0,T. Thompson enters the game for L. James,,19-16,,
2:44.0,R. Jefferson enters the game for K. Love,,19-16,,
2:44.0,M. Williams enters the game for M. Dellavedova,,19-16,,
2:24.0,R. Jefferson misses 2-pt shot from 16 ft,,19-16,,
2:23.0,,,19-16,,Defensive rebound by A. Bradley
2:10.0,,,19-16,,D. Lee misses 2-pt shot from 4 ft
2:09.0,Defensive rebound by T. Thompson,,19-16,,
1:58.0,M. Williams misses 2-pt shot from 7 ft,,19-16,,
1:57.0,,,19-16,,Defensive rebound by Team
1:46.0,,,19-19,3,A. Bradley makes 3-pt shot from 23 ft (assist by D. Lee)
1:21.0,I. Shumpert misses 3-pt shot from 24 ft,,19-19,,
1:20.0,,,19-19,,Defensive rebound by Team
1:20.0,A. Varejao enters the game for T. Mozgov,,19-19,,
1:08.0,,,19-21,2,J. Jerebko makes 2-pt shot from 2 ft (assist by D. Lee)
0:53.0,A. Varejao makes 2-pt shot from 7 ft (assist by M. Williams),2,21-21,,
0:44.0,,,21-23,2,A. Bradley makes 2-pt shot at rim (assist by D. Lee)
0:32.0,M. Williams makes 2-pt shot from 18 ft,2,23-23,,
0:20.0,,,23-25,2,D. Lee makes 2-pt shot from 3 ft (assist by E. Turner)
0:02.0,M. Williams misses 2-pt shot from 2 ft,,23-25,,
0:01.0,Offensive rebound by Team,,23-25,,
0:01.0,,,23-25,,J. Sullinger enters the game for D. Lee
0:00.0,T. Thompson misses 2-pt shot from 8 ft,,23-25,,
0:00.0,Offensive rebound by Team,,23-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,23-25,,Personal foul by J. Young (drawn by I. Shumpert)
11:45.0,,,23-25,,Def 3 sec tech foul by D. Lee
11:45.0,M. Williams makes technical free throw,1,24-25,,
11:35.0,Jump ball: I. Shumpert vs. J. Young (R. Jefferson gains possession),,,,Jump ball: I. Shumpert vs. J. Young (R. Jefferson gains possession)
11:28.0,R. Jefferson makes 2-pt shot from 10 ft,2,26-25,,
11:19.0,Personal foul by A. Varejao (drawn by D. Lee),,26-25,,
11:16.0,Violation by I. Shumpert (kicked ball),,26-25,,
11:09.0,,,26-25,,Turnover by D. Lee (bad pass)
10:48.0,M. Williams misses 3-pt shot from 24 ft,,26-25,,
10:47.0,,,26-25,,Defensive rebound by J. Young
10:29.0,,,26-25,,E. Turner misses 3-pt shot from 23 ft
10:28.0,Defensive rebound by T. Thompson,,26-25,,
10:10.0,Turnover by R. Jefferson (lost ball; steal by K. Olynyk),,26-25,,
10:04.0,,,26-25,,J. Young misses 3-pt shot from 24 ft
10:02.0,Defensive rebound by T. Thompson,,26-25,,
9:51.0,A. Varejao makes 2-pt shot from 2 ft,2,28-25,,
9:33.0,,,28-25,,K. Olynyk misses 2-pt shot from 17 ft
9:31.0,Defensive rebound by T. Thompson,,28-25,,
9:21.0,M. Williams misses 2-pt shot from 19 ft,,28-25,,
9:20.0,,,28-25,,Defensive rebound by J. Young
9:07.0,,,28-27,2,D. Lee makes 2-pt shot from 1 ft
8:46.0,Turnover by I. Shumpert (step out of bounds),,28-27,,
8:46.0,Official timeout,,28-27,,
8:46.0,,,28-27,,I. Thomas enters the game for J. Jerebko
8:46.0,J. Smith enters the game for I. Shumpert,,28-27,,
8:46.0,L. James enters the game for R. Jefferson,,28-27,,
8:36.0,,,28-27,,K. Olynyk misses 2-pt shot from 22 ft
8:34.0,Defensive rebound by A. Varejao,,28-27,,
8:16.0,L. James misses 3-pt shot from 24 ft,,28-27,,
8:14.0,,,28-27,,Defensive rebound by I. Thomas
8:00.0,,,28-27,,D. Lee misses 2-pt shot from 2 ft
7:59.0,Defensive rebound by A. Varejao,,28-27,,
7:45.0,A. Varejao misses 2-pt shot from 16 ft,,28-27,,
7:44.0,,,28-27,,Defensive rebound by K. Olynyk
7:38.0,Shooting block foul by A. Varejao (drawn by I. Thomas),,28-27,,
7:38.0,,,28-28,1,I. Thomas makes free throw 1 of 2
7:38.0,K. Love enters the game for A. Varejao,,28-28,,
7:38.0,,,28-28,,J. Sullinger enters the game for K. Olynyk
7:38.0,,,28-29,1,I. Thomas makes free throw 2 of 2
7:29.0,Turnover by M. Williams (bad pass),,28-29,,
7:15.0,,,28-29,,J. Young misses 3-pt shot from 23 ft
7:14.0,Defensive rebound by L. James,,28-29,,
7:01.0,K. Love misses 3-pt shot from 24 ft,,28-29,,
6:59.0,,,28-29,,Defensive rebound by J. Young
6:54.0,,,28-31,2,D. Lee makes 2-pt shot at rim (assist by J. Young)
6:34.0,K. Love misses 3-pt shot from 24 ft,,28-31,,
6:33.0,,,28-31,,Defensive rebound by E. Turner
6:21.0,,,28-31,,E. Turner misses 2-pt shot from 14 ft
6:20.0,,,28-31,,Offensive rebound by E. Turner
6:14.0,,,28-31,,I. Thomas misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by J. Smith,,28-31,,
6:02.0,L. James makes 2-pt shot from 2 ft,2,30-31,,
5:56.0,,,30-31,,Boston full timeout
5:56.0,M. Dellavedova enters the game for T. Thompson,,30-31,,
5:56.0,T. Mozgov enters the game for M. Williams,,30-31,,
5:56.0,,,30-31,,J. Crowder enters the game for E. Turner
5:46.0,,,30-31,,D. Lee misses 2-pt shot from 2 ft (block by T. Mozgov)
5:45.0,,,30-31,,Offensive rebound by J. Young
5:42.0,,,30-34,3,J. Crowder makes 3-pt shot from 25 ft (assist by J. Young)
5:28.0,L. James makes 2-pt shot from 2 ft,2,32-34,,
5:06.0,,,32-34,,I. Thomas misses 2-pt shot from 8 ft (block by L. James)
5:05.0,Defensive rebound by K. Love,,32-34,,
5:00.0,T. Mozgov misses 2-pt shot from 6 ft (block by J. Crowder),,32-34,,
4:59.0,,,32-34,,Defensive rebound by D. Lee
4:56.0,,,32-34,,Turnover by D. Lee (bad pass; steal by M. Dellavedova)
4:32.0,K. Love misses 2-pt shot from 21 ft,,32-34,,
4:32.0,,,32-34,,Defensive rebound by D. Lee
4:19.0,,,32-36,2,D. Lee makes 2-pt shot from 3 ft (assist by I. Thomas)
4:08.0,Cleveland full timeout,,32-36,,
4:08.0,R. Jefferson enters the game for L. James,,32-36,,
4:08.0,,,32-36,,A. Johnson enters the game for D. Lee
4:08.0,,,32-36,,A. Bradley enters the game for J. Young
3:58.0,T. Mozgov makes 2-pt shot from 3 ft (assist by M. Dellavedova),2,34-36,,
3:37.0,,,34-36,,J. Sullinger misses 2-pt shot from 19 ft
3:35.0,Defensive rebound by T. Mozgov,,34-36,,
3:26.0,Turnover by K. Love (bad pass; steal by A. Johnson),,34-36,,
3:17.0,,,34-36,,A. Johnson misses 2-pt shot from 5 ft
3:16.0,Defensive rebound by Team,,34-36,,
2:55.0,M. Dellavedova misses 2-pt shot from 21 ft,,34-36,,
2:54.0,,,34-36,,Defensive rebound by J. Sullinger
2:30.0,,,34-39,3,J. Crowder makes 3-pt shot from 23 ft (assist by A. Bradley)
2:02.0,J. Smith makes 2-pt shot from 11 ft,2,36-39,,
1:51.0,,,36-39,,Shooting foul by M. Dellavedova (drawn by J. Sullinger)
1:51.0,,,36-40,1,J. Sullinger makes free throw 1 of 2
1:51.0,L. James enters the game for T. Mozgov,,36-40,,
1:51.0,I. Shumpert enters the game for M. Dellavedova,,36-40,,
1:51.0,,,36-40,,J. Sullinger misses free throw 2 of 2
1:51.0,Defensive rebound by J. Smith,,36-40,,
1:37.0,L. James misses 2-pt shot from 4 ft (block by J. Crowder),,36-40,,
1:36.0,,,36-40,,Defensive rebound by Team
1:31.0,,,36-40,,Shooting foul by J. Smith (drawn by I. Thomas)
1:31.0,,,36-41,1,I. Thomas makes free throw 1 of 2
1:31.0,,,36-42,1,I. Thomas makes free throw 2 of 2
1:17.0,,,36-42,,Personal foul by A. Bradley (drawn by J. Smith)
1:09.0,Shooting foul by J. Sullinger (drawn by L. James),,36-42,,
1:09.0,L. James makes free throw 1 of 2,1,37-42,,
1:09.0,,,37-42,,K. Olynyk enters the game for J. Sullinger
1:09.0,L. James makes free throw 2 of 2,1,38-42,,
1:01.0,,,38-42,,Turnover by I. Thomas (bad pass)
0:51.0,,,38-42,,Personal block foul by J. Crowder (drawn by L. James)
0:51.0,L. James makes free throw 1 of 2,1,39-42,,
0:51.0,L. James makes free throw 2 of 2,1,40-42,,
0:33.0,,,40-42,,Shooting foul by J. Smith (drawn by I. Thomas)
0:33.0,,,40-43,1,I. Thomas makes free throw 1 of 2
0:33.0,,,40-43,,J. Jerebko enters the game for K. Olynyk
0:33.0,,,40-43,,E. Turner enters the game for J. Crowder
0:33.0,M. Williams enters the game for J. Smith,,40-43,,
0:33.0,,,40-44,1,I. Thomas makes free throw 2 of 2
0:18.0,L. James misses 2-pt shot from 1 ft,,40-44,,
0:17.0,Offensive rebound by Team,,40-44,,
0:17.0,Cleveland full timeout,,40-44,,
0:17.0,,,40-44,,J. Young enters the game for I. Thomas
0:16.0,Turnover by L. James (bad pass),,40-44,,
0:16.0,,,40-44,,I. Thomas enters the game for A. Johnson
0:16.0,,,40-44,,K. Olynyk enters the game for J. Jerebko
0:16.0,,,40-44,,J. Crowder enters the game for J. Young
0:16.0,T. Thompson enters the game for M. Williams,,40-44,,
0:16.0,J. Cunningham enters the game for K. Love,,40-44,,
0:00.0,,,40-46,2,I. Thomas makes 2-pt shot from 12 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,L. James misses 2-pt shot from 9 ft,,40-46,,
11:37.0,,,40-46,,Defensive rebound by A. Johnson
11:20.0,,,40-46,,A. Bradley misses 3-pt shot from 24 ft
11:19.0,Defensive rebound by T. Mozgov,,40-46,,
11:08.0,T. Mozgov makes 2-pt shot at rim (assist by M. Dellavedova),2,42-46,,
11:08.0,Shooting foul by J. Sullinger (drawn by T. Mozgov),,42-46,,
11:08.0,T. Mozgov makes free throw 1 of 1,1,43-46,,
10:51.0,,,43-46,,Turnover by A. Bradley (bad pass; steal by J. Smith)
10:38.0,L. James misses 3-pt shot from 22 ft,,43-46,,
10:37.0,,,43-46,,Defensive rebound by J. Crowder
10:31.0,,,43-46,,I. Thomas misses 2-pt shot from 12 ft
10:30.0,,,43-46,,Offensive rebound by I. Thomas
10:25.0,,,43-46,,J. Crowder misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by L. James,,43-46,,
10:14.0,M. Dellavedova misses 3-pt shot from 24 ft,,43-46,,
10:13.0,,,43-46,,Defensive rebound by J. Sullinger
10:03.0,,,43-48,2,J. Sullinger makes 2-pt shot from 22 ft (assist by I. Thomas)
9:39.0,T. Mozgov makes 2-pt shot at rim (assist by K. Love),2,45-48,,
9:21.0,Personal foul by M. Dellavedova (drawn by J. Sullinger),,45-48,,
9:17.0,,,45-48,,I. Thomas misses 2-pt shot from 14 ft
9:16.0,,,45-48,,Offensive rebound by Team
9:16.0,Loose ball foul by L. James (drawn by J. Crowder),,45-48,,
9:09.0,,,45-48,,J. Sullinger misses 2-pt shot from 2 ft (block by T. Mozgov)
9:08.0,Defensive rebound by L. James,,45-48,,
9:03.0,Turnover by L. James (bad pass; steal by J. Crowder),,45-48,,
8:54.0,,,45-50,2,I. Thomas makes 2-pt shot from 1 ft (assist by A. Bradley)
8:32.0,K. Love misses 2-pt shot from 3 ft (block by A. Bradley),,45-50,,
8:30.0,Offensive rebound by Team,,45-50,,
8:27.0,M. Dellavedova misses 3-pt shot from 25 ft,,45-50,,
8:25.0,,,45-50,,Defensive rebound by J. Crowder
8:19.0,Personal foul by J. Smith (drawn by I. Thomas),,45-50,,
8:08.0,,,45-50,,J. Crowder misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by T. Mozgov,,45-50,,
7:46.0,K. Love makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,48-50,,
7:27.0,,,48-50,,I. Thomas misses 2-pt shot from 16 ft
7:26.0,,,48-50,,Offensive rebound by A. Johnson
7:21.0,,,48-50,,I. Thomas misses 2-pt shot from 1 ft (block by K. Love)
7:20.0,Defensive rebound by K. Love,,48-50,,
7:02.0,L. James makes 2-pt shot from 5 ft,2,50-50,,
7:01.0,,,50-50,,Boston full timeout
7:01.0,,,50-50,,K. Olynyk enters the game for A. Johnson
6:41.0,,,50-50,,K. Olynyk misses 3-pt shot from 24 ft
6:40.0,Defensive rebound by T. Mozgov,,50-50,,
6:25.0,L. James makes 2-pt shot from 2 ft (assist by K. Love),2,52-50,,
6:10.0,,,52-50,,A. Bradley misses 3-pt shot from 24 ft
6:09.0,Defensive rebound by T. Mozgov,,52-50,,
5:49.0,J. Smith makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,55-50,,
5:34.0,,,55-50,,J. Crowder misses 3-pt shot from 25 ft
5:33.0,Defensive rebound by K. Love,,55-50,,
5:29.0,L. James makes 2-pt shot at rim,2,57-50,,
5:15.0,,,57-50,,J. Sullinger misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by J. Smith,,57-50,,
5:08.0,Turnover by K. Love (bad pass),,57-50,,
5:08.0,,,57-50,,E. Turner enters the game for J. Sullinger
5:08.0,,,57-50,,D. Lee enters the game for I. Thomas
5:08.0,M. Williams enters the game for M. Dellavedova,,57-50,,
4:51.0,,,57-52,2,E. Turner makes 2-pt shot from 11 ft
4:33.0,T. Mozgov makes 2-pt shot from 5 ft (assist by K. Love),2,59-52,,
4:17.0,,,59-52,,J. Crowder misses 2-pt shot from 1 ft
4:16.0,Defensive rebound by T. Mozgov,,59-52,,
4:08.0,M. Williams misses 3-pt shot from 23 ft,,59-52,,
4:07.0,Offensive rebound by J. Smith,,59-52,,
3:49.0,J. Smith misses 3-pt shot from 27 ft,,59-52,,
3:48.0,,,59-52,,Defensive rebound by E. Turner
3:46.0,,,59-52,,Turnover by E. Turner (bad pass)
3:46.0,Cleveland full timeout,,59-52,,
3:46.0,,,59-52,,J. Young enters the game for J. Crowder
3:32.0,M. Williams makes 3-pt shot from 23 ft (assist by K. Love),3,62-52,,
3:18.0,,,62-52,,A. Bradley misses 3-pt shot from 23 ft
3:18.0,Defensive rebound by Team,,62-52,,
2:52.0,L. James misses 2-pt shot from 21 ft,,62-52,,
2:51.0,,,62-52,,Defensive rebound by A. Bradley
2:37.0,,,62-52,,Shooting foul by M. Williams (drawn by A. Bradley)
2:37.0,,,62-53,1,A. Bradley makes free throw 1 of 2
2:37.0,R. Jefferson enters the game for L. James,,62-53,,
2:37.0,T. Thompson enters the game for T. Mozgov,,62-53,,
2:37.0,,,62-54,1,A. Bradley makes free throw 2 of 2
2:16.0,K. Love misses 3-pt shot from 24 ft,,62-54,,
2:15.0,,,62-54,,Defensive rebound by E. Turner
2:10.0,,,62-57,3,A. Bradley makes 3-pt shot from 24 ft (assist by E. Turner)
1:42.0,J. Smith makes 2-pt shot from 8 ft,2,64-57,,
1:27.0,,,64-57,,A. Bradley misses 3-pt shot from 24 ft
1:25.0,,,64-57,,Offensive rebound by D. Lee
1:22.0,,,64-57,,D. Lee misses 2-pt shot from 1 ft (block by K. Love)
1:21.0,Defensive rebound by K. Love,,64-57,,
1:04.0,R. Jefferson makes 3-pt shot from 23 ft (assist by M. Williams),3,67-57,,
0:48.0,,,67-57,,A. Bradley misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by M. Williams,,67-57,,
0:36.0,M. Williams misses 3-pt shot from 25 ft,,67-57,,
0:34.0,,,67-57,,Defensive rebound by E. Turner
0:27.0,,,67-59,2,E. Turner makes 2-pt shot from 16 ft
0:05.0,Turnover by M. Williams (lost ball; steal by A. Bradley),,67-59,,
0:05.0,Personal foul by M. Williams (drawn by A. Bradley),,67-59,,
0:05.0,,,67-60,1,A. Bradley makes free throw 1 of 2
0:05.0,,,67-60,,J. Crowder enters the game for D. Lee
0:05.0,,,67-61,1,A. Bradley makes free throw 2 of 2
0:00.0,M. Williams makes 2-pt shot from 2 ft,2,69-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,69-63,2,K. Olynyk makes 2-pt shot from 1 ft
11:22.0,I. Shumpert makes 3-pt shot from 23 ft (assist by L. James),3,72-63,,
11:12.0,Personal foul by I. Shumpert (drawn by I. Thomas),,72-63,,
10:58.0,,,72-66,3,K. Olynyk makes 3-pt shot from 24 ft (assist by I. Thomas)
10:44.0,M. Williams makes 2-pt shot from 16 ft,2,74-66,,
10:28.0,,,74-66,,I. Thomas misses 2-pt shot from 14 ft
10:26.0,,,74-66,,Offensive rebound by I. Thomas
10:23.0,,,74-66,,K. Olynyk misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by Team,,74-66,,
10:05.0,I. Shumpert makes 3-pt shot from 25 ft (assist by R. Jefferson),3,77-66,,
9:49.0,,,77-66,,J. Young misses 3-pt shot from 24 ft
9:48.0,,,77-66,,Offensive rebound by D. Lee
9:38.0,,,77-66,,Turnover by E. Turner (bad pass; steal by L. James)
9:21.0,L. James makes 2-pt shot from 2 ft (assist by M. Williams),2,79-66,,
9:20.0,,,79-66,,Boston full timeout
9:20.0,,,79-66,,A. Johnson enters the game for D. Lee
9:20.0,,,79-66,,J. Crowder enters the game for J. Young
9:06.0,,,79-66,,I. Thomas misses 2-pt shot from 3 ft (block by I. Shumpert)
9:05.0,Defensive rebound by T. Thompson,,79-66,,
8:47.0,Turnover by M. Williams (lost ball),,79-66,,
8:35.0,,,79-66,,E. Turner misses 2-pt shot from 2 ft
8:35.0,,,79-66,,Offensive rebound by Team
8:35.0,J. Smith enters the game for I. Shumpert,,79-66,,
8:28.0,,,79-66,,Shooting foul by L. James (drawn by A. Johnson)
8:28.0,,,79-67,1,A. Johnson makes free throw 1 of 2
8:28.0,,,79-67,,A. Johnson misses free throw 2 of 2
8:27.0,,,79-67,,Offensive rebound by K. Olynyk
8:22.0,,,79-67,,I. Thomas misses 2-pt shot from 12 ft
8:20.0,Defensive rebound by L. James,,79-67,,
7:58.0,J. Smith misses 2-pt shot from 12 ft,,79-67,,
7:58.0,,,79-67,,Defensive rebound by A. Johnson
7:53.0,,,79-67,,E. Turner misses 2-pt shot from 1 ft
7:52.0,Defensive rebound by Team,,79-67,,
7:31.0,L. James misses 3-pt shot from 24 ft,,79-67,,
7:30.0,,,79-67,,Defensive rebound by A. Johnson
7:18.0,,,79-67,,I. Thomas misses 2-pt shot from 5 ft
7:17.0,,,79-67,,Offensive rebound by Team
7:17.0,M. Dellavedova enters the game for M. Williams,,79-67,,
7:17.0,,,79-67,,A. Bradley enters the game for I. Thomas
7:11.0,,,79-70,3,J. Crowder makes 3-pt shot from 23 ft (assist by E. Turner)
6:49.0,,,79-70,,Personal foul by A. Johnson (drawn by L. James)
6:49.0,K. Love enters the game for R. Jefferson,,79-70,,
6:35.0,L. James misses 2-pt shot from 12 ft,,79-70,,
6:34.0,Offensive rebound by Team,,79-70,,
6:34.0,Turnover by Team (shot clock),,79-70,,
6:16.0,,,79-72,2,E. Turner makes 2-pt shot from 10 ft
5:56.0,K. Love makes 2-pt shot from 6 ft,2,81-72,,
5:41.0,,,81-72,,K. Olynyk misses 2-pt shot from 21 ft
5:40.0,Defensive rebound by K. Love,,81-72,,
5:30.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,84-72,,
5:19.0,,,84-72,,Turnover by A. Johnson (bad pass)
5:19.0,Official timeout,,84-72,,
5:19.0,,,84-72,,J. Jerebko enters the game for K. Olynyk
5:03.0,,,84-72,,Personal foul by J. Jerebko (drawn by L. James)
4:46.0,L. James makes 2-pt shot from 9 ft,2,86-72,,
4:27.0,,,86-72,,E. Turner misses 2-pt shot from 13 ft
4:26.0,Defensive rebound by T. Thompson,,86-72,,
4:04.0,K. Love misses 2-pt shot from 15 ft,,86-72,,
4:02.0,Offensive rebound by J. Smith,,86-72,,
3:59.0,Shooting foul by J. Crowder (drawn by K. Love),,86-72,,
3:59.0,K. Love makes free throw 1 of 2,1,87-72,,
3:59.0,K. Love misses free throw 2 of 2,,87-72,,
3:59.0,,,87-72,,Defensive rebound by E. Turner
3:46.0,,,87-72,,J. Jerebko misses 3-pt shot from 23 ft
3:45.0,Defensive rebound by T. Thompson,,87-72,,
3:24.0,J. Smith misses 2-pt shot from 11 ft,,87-72,,
3:23.0,Offensive rebound by T. Thompson,,87-72,,
3:22.0,T. Thompson misses 2-pt shot from 2 ft (block by E. Turner),,87-72,,
3:21.0,Offensive rebound by J. Smith,,87-72,,
3:11.0,K. Love misses 2-pt shot from 3 ft (block by A. Johnson),,87-72,,
3:09.0,,,87-72,,Defensive rebound by E. Turner
3:08.0,Personal foul by M. Dellavedova (drawn by E. Turner),,87-72,,
3:08.0,,,87-72,,T. Zeller enters the game for A. Johnson
2:50.0,,,87-74,2,A. Bradley makes 2-pt shot from 19 ft (assist by E. Turner)
2:40.0,,,87-74,,Personal take foul by J. Jerebko (drawn by T. Thompson)
2:40.0,Cleveland full timeout,,87-74,,
2:40.0,,,87-74,,R. Hunter enters the game for J. Crowder
2:40.0,R. Jefferson enters the game for T. Thompson,,87-74,,
2:21.0,Turnover by L. James (lost ball; steal by A. Bradley),,87-74,,
2:16.0,Personal foul by J. Smith (drawn by J. Jerebko),,87-74,,
2:07.0,,,87-74,,T. Zeller misses 2-pt shot from 17 ft
2:06.0,Defensive rebound by R. Jefferson,,87-74,,
1:45.0,J. Smith makes 2-pt shot from 20 ft,2,89-74,,
1:28.0,,,89-74,,R. Hunter misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by K. Love,,89-74,,
1:26.0,Cleveland full timeout,,89-74,,
1:26.0,T. Thompson enters the game for L. James,,89-74,,
1:26.0,A. Varejao enters the game for K. Love,,89-74,,
1:26.0,,,89-74,,T. Rozier enters the game for A. Bradley
1:26.0,,,89-74,,J. Young enters the game for E. Turner
1:11.0,M. Dellavedova misses 2-pt shot from 8 ft,,89-74,,
1:10.0,,,89-74,,Defensive rebound by J. Young
0:56.0,,,89-74,,T. Rozier misses 2-pt shot from 8 ft
0:55.0,Defensive rebound by T. Thompson,,89-74,,
0:35.0,J. Smith misses 2-pt shot from 18 ft,,89-74,,
0:34.0,,,89-74,,Defensive rebound by T. Rozier
