time,New Orleans,pts.away,score,pts.home,Minnesota
2:44.0,J. Ennis misses 3-pt shot from 23 ft,,99-137,,
2:43.0,,,99-137,,Defensive rebound by D. Rudez
2:42.0,New Orleans full timeout,,99-137,,
2:42.0,K. Perkins enters the game for O. Asik,,99-137,,
2:31.0,,,99-139,2,S. Muhammad makes 2-pt shot at rim
2:31.0,,,99-139,,Shooting foul by J. Ennis (drawn by S. Muhammad)
2:31.0,,,99-140,1,S. Muhammad makes free throw 1 of 1
2:10.0,T. Frazier makes 2-pt shot at rim (assist by K. Perkins),2,101-140,,
2:03.0,,,101-142,2,S. Muhammad makes 2-pt shot at rim (assist by T. Jones)
1:45.0,J. Hamilton misses 3-pt shot from 23 ft,,101-142,,
1:44.0,,,101-142,,Defensive rebound by A. Payne
1:38.0,,,101-142,,Turnover by A. Payne (bad pass)
1:26.0,J. Ennis makes 2-pt shot at rim (assist by T. Frazier),2,103-142,,
1:18.0,,,103-144,2,T. Jones makes 2-pt shot from 1 ft
1:10.0,T. Frazier makes 2-pt shot at rim,2,105-144,,
1:03.0,,,105-144,,S. Muhammad misses 3-pt shot from 23 ft
1:02.0,Defensive rebound by K. Perkins,,105-144,,
0:59.0,J. Ennis makes 2-pt shot at rim (assist by T. Frazier),2,107-144,,
0:46.0,,,107-144,,A. Payne misses 2-pt shot from 1 ft
0:45.0,Defensive rebound by K. Perkins,,107-144,,
0:21.0,K. Perkins makes 2-pt shot from 18 ft (assist by T. Frazier),2,109-144,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
