time,New Orleans,pts.away,score,pts.home,LA Clippers
5:42.0,,,17-11,,L. Mbah a Moute misses free throw 1 of 2
5:42.0,,,17-11,,Offensive rebound by Team
5:42.0,,,17-11,,L. Mbah a Moute misses free throw 2 of 2
5:40.0,Defensive rebound by O. Asik,,17-11,,
5:30.0,E. Gordon misses 3-pt shot from 24 ft,,17-11,,
5:29.0,,,17-11,,Defensive rebound by P. Pierce
5:08.0,,,17-14,3,C. Paul makes 3-pt shot from 25 ft
4:53.0,,,17-14,,Personal foul by L. Mbah a Moute (drawn by R. Anderson)
4:53.0,,,17-14,,W. Johnson enters the game for P. Pierce
4:48.0,Turnover by T. Evans (lost ball; steal by W. Johnson),,17-14,,
4:40.0,Personal foul by T. Evans (drawn by C. Paul),,17-14,,
4:40.0,,,17-14,,J. Crawford enters the game for L. Mbah a Moute
4:40.0,J. Holiday enters the game for O. Asik,,17-14,,
4:25.0,,,17-16,2,J. Crawford makes 2-pt shot from 18 ft (assist by C. Paul)
4:16.0,Turnover by J. Holiday (lost ball; steal by W. Johnson),,17-16,,
4:10.0,,,17-16,,W. Johnson misses 3-pt shot from 24 ft
4:06.0,,,17-16,,Offensive rebound by C. Paul
3:59.0,,,17-18,2,J. Crawford makes 2-pt shot from 19 ft (assist by C. Paul)
3:51.0,Turnover by T. Evans (bad pass; steal by W. Johnson),,17-18,,
3:47.0,,,17-18,,Shooting foul by T. Evans (drawn by W. Johnson)
3:47.0,,,17-18,,W. Johnson misses free throw 1 of 2
3:47.0,,,17-18,,Offensive rebound by Team
3:47.0,,,17-18,,A. Rivers enters the game for J. Redick
3:47.0,N. Cole enters the game for T. Evans,,17-18,,
3:47.0,,,17-19,1,W. Johnson makes free throw 2 of 2
3:33.0,N. Cole misses 3-pt shot from 25 ft,,17-19,,
3:33.0,Offensive rebound by J. Holiday,,17-19,,
3:26.0,R. Anderson makes 2-pt shot at rim (assist by N. Cole),2,19-19,,
3:07.0,,,19-19,,Turnover by D. Jordan (lost ball; steal by E. Gordon)
2:57.0,R. Anderson misses 3-pt shot from 26 ft,,19-19,,
2:57.0,,,19-19,,Defensive rebound by J. Crawford
2:46.0,,,19-19,,C. Paul misses 2-pt shot from 20 ft
2:46.0,Defensive rebound by R. Anderson,,19-19,,
2:41.0,,,19-19,,Personal foul by W. Johnson (drawn by J. Holiday)
2:41.0,New Orleans full timeout,,19-19,,
2:41.0,A. Ajinca enters the game for R. Anderson,,19-19,,
2:41.0,,,19-19,,P. Prigioni enters the game for D. Jordan
2:41.0,,,19-19,,C. Aldrich enters the game for C. Paul
2:41.0,Violation by Team (delay of game),,19-19,,
2:41.0,,,19-19,,Violation by Team (delay of game)
2:28.0,A. Ajinca makes 2-pt shot from 11 ft (assist by J. Holiday),2,21-19,,
2:15.0,,,21-19,,Turnover by J. Crawford (bad pass)
2:05.0,Turnover by J. Holiday (bad pass),,21-19,,
1:43.0,,,21-19,,W. Johnson misses 3-pt shot from 23 ft
1:43.0,,,21-19,,Offensive rebound by P. Prigioni
1:36.0,,,21-19,,J. Crawford misses 2-pt shot from 16 ft
1:36.0,Defensive rebound by N. Cole,,21-19,,
1:28.0,Shooting foul by C. Aldrich (drawn by J. Holiday),,21-19,,
1:28.0,J. Holiday misses free throw 1 of 2,,21-19,,
1:28.0,Offensive rebound by Team,,21-19,,
1:28.0,T. Douglas enters the game for N. Cole,,21-19,,
1:28.0,J. Holiday makes free throw 2 of 2,1,22-19,,
1:26.0,,,22-19,,Turnover by W. Johnson (bad pass; steal by J. Holiday)
1:19.0,J. Holiday misses 2-pt shot from 15 ft,,22-19,,
1:16.0,,,22-19,,Defensive rebound by W. Johnson
1:05.0,,,22-19,,J. Crawford misses 2-pt shot from 9 ft
1:05.0,Defensive rebound by T. Douglas,,22-19,,
0:51.0,D. Cunningham misses 3-pt shot from 26 ft,,22-19,,
0:51.0,,,22-19,,Defensive rebound by C. Aldrich
0:40.0,,,22-19,,Turnover by P. Prigioni (bad pass; steal by J. Holiday)
0:35.0,J. Holiday misses 2-pt shot from 3 ft,,22-19,,
0:33.0,,,22-19,,Defensive rebound by C. Aldrich
0:21.0,,,22-19,,Turnover by W. Johnson (bad pass; steal by T. Douglas)
0:19.0,T. Douglas makes 2-pt shot from 2 ft,2,24-19,,
0:03.0,,,24-19,,J. Crawford misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by A. Ajinca,,24-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Shooting foul by C. Aldrich (drawn by A. Ajinca),,24-19,,
11:45.0,A. Ajinca makes free throw 1 of 2,1,25-19,,
11:45.0,A. Ajinca makes free throw 2 of 2,1,26-19,,
11:29.0,,,26-19,,J. Crawford misses 3-pt shot from 26 ft
11:29.0,,,26-19,,Offensive rebound by W. Johnson
11:21.0,,,26-19,,A. Rivers misses 2-pt shot from 6 ft
11:21.0,,,26-19,,Offensive rebound by C. Aldrich
11:21.0,,,26-19,,C. Aldrich misses 2-pt shot from 1 ft
11:21.0,Defensive rebound by Team,,26-19,,
11:21.0,,,26-19,,Loose ball foul by C. Aldrich (drawn by A. Ajinca)
11:10.0,J. Holiday makes 2-pt shot from 11 ft,2,28-19,,
10:56.0,,,28-19,,C. Aldrich misses 2-pt shot from 8 ft
10:55.0,Defensive rebound by N. Cole,,28-19,,
10:44.0,N. Cole makes 2-pt shot from 15 ft,2,30-19,,
10:31.0,,,30-21,2,A. Rivers makes 2-pt shot from 2 ft (assist by P. Prigioni)
10:18.0,L. Babbitt misses 3-pt shot from 23 ft,,30-21,,
10:17.0,,,30-21,,Defensive rebound by C. Aldrich
10:00.0,,,30-23,2,A. Rivers makes 2-pt shot from 3 ft
9:54.0,J. Holiday makes 2-pt shot from 4 ft,2,32-23,,
9:54.0,Shooting foul by C. Aldrich (drawn by J. Holiday),,32-23,,
9:54.0,,,32-23,,D. Jordan enters the game for C. Aldrich
9:54.0,J. Holiday makes free throw 1 of 1,1,33-23,,
9:48.0,Personal foul by T. Douglas (drawn by A. Rivers),,33-23,,
9:35.0,,,33-23,,Shooting foul by L. Babbitt (drawn by J. Crawford)
9:35.0,,,33-25,2,J. Crawford makes 2-pt shot from 17 ft
9:35.0,,,33-26,1,J. Crawford makes free throw 1 of 1
9:21.0,N. Cole misses 2-pt shot from 18 ft,,33-26,,
9:21.0,,,33-26,,Defensive rebound by D. Jordan
9:12.0,,,33-28,2,D. Jordan makes 2-pt shot from 2 ft (assist by P. Prigioni)
9:10.0,,,33-28,,Personal foul by P. Prigioni (drawn by T. Douglas)
9:02.0,J. Holiday misses 2-pt shot from 18 ft,,33-28,,
9:02.0,Offensive rebound by A. Ajinca,,33-28,,
8:53.0,N. Cole misses 2-pt shot from 11 ft,,33-28,,
8:51.0,,,33-28,,Defensive rebound by D. Jordan
8:42.0,,,33-30,2,A. Rivers makes 2-pt shot from 16 ft
8:27.0,T. Douglas misses 3-pt shot from 24 ft,,33-30,,
8:26.0,,,33-30,,Defensive rebound by D. Jordan
8:10.0,,,33-33,3,P. Prigioni makes 3-pt shot from 27 ft
8:04.0,New Orleans full timeout,,33-33,,
8:04.0,T. Evans enters the game for N. Cole,,33-33,,
8:04.0,E. Gordon enters the game for A. Ajinca,,33-33,,
8:04.0,R. Anderson enters the game for T. Douglas,,33-33,,
8:04.0,O. Asik enters the game for L. Babbitt,,33-33,,
7:53.0,E. Gordon misses 3-pt shot from 25 ft,,33-33,,
7:53.0,,,33-33,,Defensive rebound by J. Crawford
7:42.0,,,33-33,,A. Rivers misses 2-pt shot from 20 ft
7:42.0,,,33-33,,Offensive rebound by Team
7:42.0,Loose ball foul by O. Asik (drawn by D. Jordan),,33-33,,
7:30.0,,,33-36,3,W. Johnson makes 3-pt shot from 25 ft (assist by P. Prigioni)
7:10.0,T. Evans makes 2-pt shot from 20 ft,2,35-36,,
6:55.0,,,35-36,,W. Johnson misses 3-pt shot from 25 ft
6:54.0,Defensive rebound by T. Evans,,35-36,,
6:41.0,,,35-36,,C. Paul enters the game for P. Prigioni
6:33.0,J. Holiday misses 2-pt shot from 18 ft,,35-36,,
6:32.0,,,35-36,,Defensive rebound by C. Paul
6:17.0,,,35-39,3,W. Johnson makes 3-pt shot from 23 ft (assist by J. Crawford)
6:00.0,,,35-39,,Personal foul by A. Rivers (drawn by T. Evans)
6:00.0,T. Evans makes free throw 1 of 2,1,36-39,,
6:00.0,,,36-39,,J. Redick enters the game for A. Rivers
6:00.0,,,36-39,,L. Mbah a Moute enters the game for W. Johnson
6:00.0,T. Evans misses free throw 2 of 2,,36-39,,
5:59.0,,,36-39,,Defensive rebound by L. Mbah a Moute
5:41.0,,,36-42,3,J. Crawford makes 3-pt shot from 23 ft (assist by C. Paul)
5:13.0,E. Gordon misses 3-pt shot from 25 ft,,36-42,,
5:13.0,,,36-42,,Defensive rebound by L. Mbah a Moute
5:04.0,,,36-45,3,C. Paul makes 3-pt shot from 27 ft
4:50.0,J. Holiday misses 2-pt shot from 13 ft,,36-45,,
4:49.0,Offensive rebound by T. Evans,,36-45,,
4:47.0,T. Evans makes 2-pt shot from 2 ft,2,38-45,,
4:39.0,,,38-45,,LA Clippers full timeout
4:28.0,,,38-45,,Shooting foul by J. Holiday (drawn by D. Jordan)
4:28.0,,,38-45,,D. Jordan misses free throw 1 of 2
4:28.0,,,38-45,,Offensive rebound by Team
4:28.0,,,38-45,,D. Jordan misses free throw 2 of 2
4:27.0,Defensive rebound by J. Holiday,,38-45,,
4:16.0,E. Gordon misses 2-pt shot from 3 ft (block by D. Jordan),,38-45,,
4:16.0,Offensive rebound by Team,,38-45,,
4:10.0,T. Evans misses 2-pt shot from 3 ft,,38-45,,
4:06.0,,,38-45,,Defensive rebound by J. Crawford
4:03.0,,,38-47,2,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by C. Paul)
4:03.0,,,38-47,,Shooting foul by E. Gordon (drawn by L. Mbah a Moute)
4:03.0,N. Cole enters the game for E. Gordon,,38-47,,
4:03.0,,,38-47,,L. Mbah a Moute misses free throw 1 of 1
4:02.0,Defensive rebound by J. Holiday,,38-47,,
3:53.0,J. Holiday misses 2-pt shot from 5 ft,,38-47,,
3:51.0,Offensive rebound by T. Evans,,38-47,,
3:41.0,,,38-47,,Personal foul by J. Crawford (drawn by O. Asik)
3:41.0,O. Asik makes free throw 1 of 2,1,39-47,,
3:41.0,,,39-47,,A. Rivers enters the game for J. Crawford
3:41.0,O. Asik makes free throw 2 of 2,1,40-47,,
3:26.0,,,40-47,,A. Rivers misses 3-pt shot from 27 ft
3:25.0,Defensive rebound by R. Anderson,,40-47,,
3:15.0,J. Holiday makes 2-pt shot from 1 ft (assist by T. Evans),2,42-47,,
3:07.0,,,42-49,2,C. Paul makes 2-pt shot from 10 ft
2:50.0,Shooting foul by C. Paul (drawn by T. Evans),,42-49,,
2:50.0,Official timeout,,42-49,,
2:50.0,T. Evans misses free throw 1 of 2,,42-49,,
2:50.0,Offensive rebound by Team,,42-49,,
2:50.0,T. Evans makes free throw 2 of 2,1,43-49,,
2:30.0,,,43-49,,A. Rivers misses 2-pt shot from 3 ft
2:28.0,Defensive rebound by J. Holiday,,43-49,,
2:22.0,N. Cole misses 3-pt shot from 25 ft,,43-49,,
2:21.0,,,43-49,,Defensive rebound by C. Paul
2:15.0,,,43-52,3,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul)
1:59.0,J. Holiday misses 2-pt shot from 18 ft,,43-52,,
1:59.0,Offensive rebound by J. Holiday,,43-52,,
1:54.0,T. Evans misses 3-pt shot from 25 ft,,43-52,,
1:53.0,Offensive rebound by O. Asik,,43-52,,
1:52.0,Shooting foul by D. Jordan (drawn by O. Asik),,43-52,,
1:52.0,O. Asik misses free throw 1 of 2,,43-52,,
1:52.0,Offensive rebound by Team,,43-52,,
1:52.0,O. Asik makes free throw 2 of 2,1,44-52,,
1:40.0,Personal foul by O. Asik (drawn by C. Paul),,44-52,,
1:40.0,,,44-52,,Technical foul by C. Paul
1:40.0,R. Anderson makes technical free throw,1,45-52,,
1:40.0,,,45-52,,C. Paul misses free throw 1 of 2
1:40.0,,,45-52,,Offensive rebound by Team
1:40.0,,,45-53,1,C. Paul makes free throw 2 of 2
1:31.0,J. Holiday makes 2-pt shot from 2 ft,2,47-53,,
1:31.0,,,47-53,,Violation by D. Jordan (def goaltending)
1:21.0,,,47-53,,Shooting foul by N. Cole (drawn by C. Paul)
1:21.0,,,47-54,1,C. Paul makes free throw 1 of 2
1:21.0,,,47-54,,C. Paul misses free throw 2 of 2
1:20.0,Defensive rebound by O. Asik,,47-54,,
1:04.0,J. Holiday misses 2-pt shot from 1 ft,,47-54,,
1:03.0,,,47-54,,Defensive rebound by A. Rivers
0:57.0,,,47-54,,J. Redick misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by O. Asik,,47-54,,
0:45.0,,,47-54,,Personal foul by A. Rivers (drawn by R. Anderson)
0:45.0,R. Anderson makes free throw 1 of 2,1,48-54,,
0:45.0,A. Ajinca enters the game for O. Asik,,48-54,,
0:45.0,,,48-54,,W. Johnson enters the game for D. Jordan
0:45.0,,,48-54,,J. Crawford enters the game for L. Mbah a Moute
0:45.0,T. Douglas enters the game for T. Evans,,48-54,,
0:45.0,R. Anderson makes free throw 2 of 2,1,49-54,,
0:34.0,,,49-54,,J. Crawford misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by J. Holiday,,49-54,,
0:23.0,R. Anderson misses 2-pt shot from 3 ft,,49-54,,
0:20.0,,,49-54,,Defensive rebound by W. Johnson
0:02.0,,,49-56,2,C. Paul makes 2-pt shot from 16 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,R. Anderson makes 3-pt shot from 24 ft (assist by E. Gordon),3,52-56,,
11:27.0,,,52-56,,P. Pierce misses 2-pt shot from 12 ft
11:27.0,Defensive rebound by R. Anderson,,52-56,,
11:06.0,T. Evans misses 2-pt shot from 19 ft,,52-56,,
11:01.0,,,52-56,,Defensive rebound by P. Pierce
10:47.0,,,52-56,,C. Paul misses 2-pt shot from 19 ft
10:46.0,Defensive rebound by T. Evans,,52-56,,
10:39.0,O. Asik misses 2-pt shot from 5 ft (block by C. Paul),,52-56,,
10:39.0,Offensive rebound by Team,,52-56,,
10:31.0,E. Gordon makes 2-pt shot from 20 ft (assist by O. Asik),2,54-56,,
10:03.0,,,54-58,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by J. Redick)
9:48.0,O. Asik makes 2-pt shot from 3 ft (assist by E. Gordon),2,56-58,,
9:38.0,,,56-58,,J. Redick misses 3-pt shot from 25 ft (block by E. Gordon)
9:38.0,,,56-58,,Offensive rebound by Team
9:29.0,,,56-58,,C. Paul misses 2-pt shot from 16 ft
9:29.0,Defensive rebound by T. Evans,,56-58,,
9:23.0,Turnover by D. Cunningham (traveling),,56-58,,
9:06.0,,,56-58,,P. Pierce misses 3-pt shot from 26 ft
9:05.0,Defensive rebound by T. Evans,,56-58,,
8:56.0,E. Gordon misses 3-pt shot from 26 ft,,56-58,,
8:56.0,,,56-58,,Defensive rebound by L. Mbah a Moute
8:49.0,,,56-58,,Shooting foul by D. Cunningham (drawn by J. Redick)
8:49.0,,,56-59,1,J. Redick makes free throw 1 of 3
8:49.0,,,56-60,1,J. Redick makes free throw 2 of 3
8:49.0,,,56-61,1,J. Redick makes free throw 3 of 3
8:33.0,E. Gordon misses 2-pt shot from 3 ft,,56-61,,
8:32.0,,,56-61,,Defensive rebound by D. Jordan
8:17.0,,,56-61,,C. Paul misses 2-pt shot from 10 ft
8:17.0,Defensive rebound by O. Asik,,56-61,,
8:12.0,Turnover by T. Evans (lost ball),,56-61,,
7:47.0,,,56-61,,P. Pierce misses 2-pt shot from 12 ft
7:46.0,Defensive rebound by O. Asik,,56-61,,
7:42.0,,,56-61,,Personal foul by J. Redick (drawn by E. Gordon)
7:27.0,O. Asik misses 2-pt shot from 5 ft,,56-61,,
7:27.0,Offensive rebound by O. Asik,,56-61,,
7:25.0,O. Asik makes 2-pt shot at rim,2,58-61,,
7:04.0,,,58-61,,P. Pierce misses 3-pt shot from 27 ft (block by T. Evans)
7:03.0,,,58-61,,Offensive rebound by P. Pierce
7:00.0,,,58-63,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by P. Pierce)
6:47.0,R. Anderson misses 2-pt shot from 23 ft,,58-63,,
6:46.0,,,58-63,,Defensive rebound by P. Pierce
6:29.0,,,58-65,2,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by C. Paul)
6:24.0,New Orleans full timeout,,58-65,,
6:24.0,,,58-65,,W. Johnson enters the game for P. Pierce
6:24.0,A. Gee enters the game for E. Gordon,,58-65,,
6:07.0,R. Anderson misses 3-pt shot from 26 ft,,58-65,,
6:04.0,,,58-65,,Defensive rebound by C. Paul
5:57.0,,,58-65,,J. Redick misses 3-pt shot from 27 ft
5:56.0,Defensive rebound by D. Cunningham,,58-65,,
5:46.0,Shooting foul by C. Paul (drawn by O. Asik),,58-65,,
5:46.0,O. Asik makes free throw 1 of 2,1,59-65,,
5:46.0,O. Asik misses free throw 2 of 2,,59-65,,
5:44.0,,,59-65,,Defensive rebound by D. Jordan
5:29.0,,,59-67,2,W. Johnson makes 2-pt shot from 3 ft (assist by C. Paul)
5:15.0,T. Evans makes 2-pt shot from 18 ft,2,61-67,,
5:00.0,,,61-69,2,L. Mbah a Moute makes 2-pt shot from 17 ft (assist by W. Johnson)
4:47.0,T. Evans makes 3-pt shot from 24 ft,3,64-69,,
4:24.0,,,64-71,2,C. Paul makes 2-pt shot from 20 ft
4:10.0,,,64-71,,Def 3 sec tech foul by D. Jordan
4:10.0,R. Anderson makes technical free throw,1,65-71,,
4:10.0,,,65-71,,J. Crawford enters the game for L. Mbah a Moute
4:05.0,Turnover by T. Evans (lost ball; steal by C. Paul),,65-71,,
3:59.0,,,65-73,2,J. Redick makes 2-pt shot from 2 ft (assist by D. Jordan)
3:42.0,D. Cunningham makes 3-pt shot from 25 ft (assist by T. Evans),3,68-73,,
3:27.0,,,68-75,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:06.0,Turnover by R. Anderson (bad pass; steal by W. Johnson),,68-75,,
2:57.0,,,68-77,2,J. Crawford makes 2-pt shot from 5 ft (assist by C. Paul)
2:37.0,T. Evans misses 2-pt shot from 1 ft,,68-77,,
2:37.0,Offensive rebound by T. Evans,,68-77,,
2:36.0,T. Evans misses 2-pt shot from 1 ft,,68-77,,
2:35.0,Offensive rebound by R. Anderson,,68-77,,
2:35.0,R. Anderson misses 2-pt shot from 1 ft,,68-77,,
2:34.0,Offensive rebound by Team,,68-77,,
2:34.0,,,68-77,,LA Clippers full timeout
2:34.0,,,68-77,,A. Rivers enters the game for J. Redick
2:34.0,N. Cole enters the game for D. Cunningham,,68-77,,
2:34.0,J. Holiday enters the game for T. Evans,,68-77,,
2:21.0,New Orleans full timeout,,68-77,,
2:14.0,J. Holiday misses 2-pt shot from 19 ft,,68-77,,
2:13.0,,,68-77,,Defensive rebound by D. Jordan
1:51.0,,,68-77,,C. Paul misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by O. Asik,,68-77,,
1:35.0,N. Cole makes 2-pt shot from 19 ft (assist by J. Holiday),2,70-77,,
1:13.0,,,70-79,2,J. Crawford makes 2-pt shot from 3 ft
1:02.0,Turnover by R. Anderson (lost ball; steal by C. Paul),,70-79,,
0:57.0,,,70-81,2,A. Rivers makes 2-pt shot from 2 ft (assist by C. Paul)
0:49.0,J. Holiday makes 2-pt shot from 13 ft,2,72-81,,
0:39.0,,,72-83,2,D. Jordan makes 2-pt shot from 2 ft (assist by J. Crawford)
0:39.0,Shooting block foul by N. Cole (drawn by D. Jordan),,72-83,,
0:39.0,A. Ajinca enters the game for O. Asik,,72-83,,
0:39.0,,,72-83,,P. Prigioni enters the game for C. Paul
0:39.0,,,72-84,1,D. Jordan makes free throw 1 of 1
0:14.0,N. Cole makes 2-pt shot from 3 ft,2,74-84,,
0:03.0,,,74-84,,Turnover by J. Crawford (lost ball; steal by J. Holiday)
0:01.0,J. Holiday makes 2-pt shot at rim,2,76-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,76-84,,A. Rivers misses 3-pt shot from 27 ft
11:38.0,Defensive rebound by J. Holiday,,76-84,,
11:28.0,A. Ajinca misses 2-pt shot from 19 ft,,76-84,,
11:28.0,,,76-84,,Defensive rebound by C. Aldrich
11:17.0,,,76-84,,W. Johnson misses 3-pt shot from 26 ft
11:16.0,,,76-84,,Offensive rebound by A. Rivers
11:02.0,,,76-84,,J. Crawford misses 2-pt shot from 3 ft
11:01.0,Defensive rebound by R. Anderson,,76-84,,
10:57.0,N. Cole misses 2-pt shot from 2 ft,,76-84,,
10:55.0,,,76-84,,Defensive rebound by W. Johnson
10:53.0,,,76-87,3,J. Crawford makes 3-pt shot from 23 ft (assist by A. Rivers)
10:53.0,,,76-87,,Shooting foul by J. Holiday (drawn by J. Crawford)
10:53.0,,,76-88,1,J. Crawford makes free throw 1 of 1
10:44.0,Turnover by N. Cole (step out of bounds),,76-88,,
10:33.0,,,76-88,,Turnover by W. Johnson (bad pass)
10:33.0,T. Evans enters the game for N. Cole,,76-88,,
10:18.0,T. Evans makes 2-pt shot from 2 ft (assist by E. Gordon),2,78-88,,
10:05.0,,,78-90,2,A. Rivers makes 2-pt shot from 2 ft (assist by P. Prigioni)
9:53.0,,,78-90,,Personal foul by A. Rivers (drawn by R. Anderson)
9:42.0,A. Ajinca misses 2-pt shot from 17 ft,,78-90,,
9:41.0,,,78-90,,Defensive rebound by C. Aldrich
9:26.0,,,78-90,,W. Johnson misses 3-pt shot from 26 ft
9:25.0,Defensive rebound by A. Ajinca,,78-90,,
9:18.0,J. Holiday misses 3-pt shot from 26 ft,,78-90,,
9:16.0,Offensive rebound by Team,,78-90,,
9:16.0,D. Cunningham enters the game for R. Anderson,,78-90,,
9:15.0,Jump ball: A. Ajinca vs. C. Aldrich,,,,Jump ball: A. Ajinca vs. C. Aldrich
9:07.0,J. Holiday misses 2-pt shot from 2 ft,,78-90,,
9:07.0,Offensive rebound by A. Ajinca,,78-90,,
9:06.0,A. Ajinca makes 2-pt shot at rim,2,80-90,,
8:47.0,,,80-90,,A. Rivers misses 3-pt shot from 26 ft
8:46.0,Defensive rebound by A. Ajinca,,80-90,,
8:41.0,,,80-90,,Personal foul by A. Rivers (drawn by J. Holiday)
8:41.0,Official timeout,,80-90,,
8:32.0,A. Ajinca makes 2-pt shot from 4 ft (assist by J. Holiday),2,82-90,,
8:32.0,Shooting foul by J. Crawford (drawn by A. Ajinca),,82-90,,
8:32.0,A. Ajinca makes free throw 1 of 1,1,83-90,,
8:11.0,,,83-90,,W. Johnson misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by A. Ajinca,,83-90,,
7:57.0,T. Evans makes 2-pt shot from 19 ft,2,85-90,,
7:44.0,,,85-90,,Turnover by C. Aldrich (bad pass; steal by T. Evans)
7:39.0,Turnover by T. Evans (traveling),,85-90,,
7:39.0,,,85-90,,D. Jordan enters the game for C. Aldrich
7:39.0,,,85-90,,C. Paul enters the game for P. Prigioni
7:26.0,,,85-93,3,J. Crawford makes 3-pt shot from 26 ft
7:11.0,J. Holiday makes 2-pt shot at rim (assist by A. Ajinca),2,87-93,,
7:00.0,,,87-93,,Turnover by A. Rivers (bad pass; steal by E. Gordon)
6:54.0,T. Evans makes 2-pt shot from 1 ft (assist by J. Holiday),2,89-93,,
6:54.0,,,89-93,,LA Clippers full timeout
6:54.0,,,89-93,,J. Redick enters the game for A. Rivers
6:31.0,,,89-95,2,W. Johnson makes 2-pt shot at rim (assist by D. Jordan)
6:17.0,J. Holiday misses 2-pt shot from 18 ft,,89-95,,
6:16.0,,,89-95,,Defensive rebound by C. Paul
6:05.0,,,89-97,2,C. Paul makes 2-pt shot from 16 ft
5:49.0,T. Evans misses 2-pt shot from 2 ft,,89-97,,
5:48.0,Offensive rebound by J. Holiday,,89-97,,
5:47.0,R. Anderson enters the game for A. Ajinca,,89-97,,
5:43.0,Turnover by J. Holiday (bad pass; steal by W. Johnson),,89-97,,
5:27.0,,,89-97,,J. Crawford misses 3-pt shot from 23 ft
5:27.0,Defensive rebound by D. Cunningham,,89-97,,
5:15.0,D. Cunningham misses 3-pt shot from 25 ft,,89-97,,
5:15.0,,,89-97,,Defensive rebound by J. Redick
4:57.0,,,89-97,,C. Paul misses 2-pt shot from 15 ft
