time,New York,pts.away,score,pts.home,Philadelphia
5:34.0,R. Lopez misses 2-pt shot from 6 ft,,42-35,,
5:31.0,,,42-35,,Defensive rebound by R. Covington
5:29.0,,,42-37,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
5:29.0,,,42-37,,Shooting foul by R. Lopez (drawn by N. Noel)
5:29.0,,,42-37,,N. Noel misses free throw 1 of 1
5:28.0,Defensive rebound by R. Lopez,,42-37,,
5:16.0,Shooting foul by J. Grant (drawn by C. Anthony),,42-37,,
5:16.0,C. Anthony makes free throw 1 of 2,1,43-37,,
5:16.0,C. Anthony makes free throw 2 of 2,1,44-37,,
5:00.0,,,44-37,,R. Covington misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by J. Grant,,44-37,,
4:40.0,D. Williams misses 2-pt shot from 17 ft,,44-37,,
4:38.0,,,44-37,,Defensive rebound by Team
4:38.0,Loose ball foul by R. Lopez,,44-37,,
4:25.0,,,44-37,,N. Noel misses 2-pt shot from 1 ft
4:22.0,Defensive rebound by C. Anthony,,44-37,,
4:21.0,Shooting foul by R. Covington (drawn by R. Lopez),,44-37,,
4:21.0,R. Lopez misses free throw 1 of 2,,44-37,,
4:21.0,Offensive rebound by Team,,44-37,,
4:21.0,R. Lopez misses free throw 2 of 2,,44-37,,
4:19.0,,,44-37,,Defensive rebound by N. Noel
4:08.0,,,44-37,,I. Smith misses 2-pt shot from 3 ft (block by R. Lopez)
4:06.0,Defensive rebound by R. Lopez,,44-37,,
3:59.0,A. Afflalo misses 3-pt shot from 24 ft,,44-37,,
3:58.0,Offensive rebound by Team,,44-37,,
3:49.0,C. Anthony makes 2-pt shot from 17 ft,2,46-37,,
3:28.0,,,46-40,3,I. Smith makes 3-pt shot from 25 ft (assist by N. Stauskas)
3:19.0,C. Anthony misses 3-pt shot from 24 ft,,46-40,,
3:18.0,,,46-40,,Defensive rebound by Team
3:06.0,,,46-40,,R. Covington misses 2-pt shot from 2 ft
3:03.0,Defensive rebound by R. Lopez,,46-40,,
2:53.0,Shooting foul by N. Noel (drawn by R. Lopez),,46-40,,
2:53.0,New York full timeout,,46-40,,
2:53.0,S. Vujacic enters the game for A. Afflalo,,46-40,,
2:53.0,R. Lopez misses free throw 1 of 2,,46-40,,
2:53.0,Offensive rebound by Team,,46-40,,
2:53.0,R. Lopez makes free throw 2 of 2,1,47-40,,
2:41.0,,,47-42,2,J. Grant makes 2-pt shot from 5 ft (assist by R. Covington)
2:41.0,,,47-42,,Shooting foul by C. Anthony (drawn by J. Grant)
2:41.0,,,47-42,,J. Grant misses free throw 1 of 1
2:40.0,,,47-42,,Offensive rebound by N. Noel
2:36.0,,,47-42,,J. Grant misses 2-pt shot from 6 ft (block by C. Anthony)
2:35.0,,,47-42,,Offensive rebound by R. Covington
2:32.0,,,47-42,,R. Covington misses 2-pt shot from 18 ft
2:30.0,Defensive rebound by D. Williams,,47-42,,
2:23.0,C. Anthony misses 2-pt shot from 2 ft (block by N. Noel),,47-42,,
2:21.0,,,47-42,,Defensive rebound by N. Noel
2:17.0,Personal foul by R. Lopez,,47-42,,
2:17.0,,,47-43,1,N. Noel makes free throw 1 of 2
2:17.0,,,47-43,,H. Thompson enters the game for R. Covington
2:17.0,K. O'Quinn enters the game for R. Lopez,,47-43,,
2:17.0,,,47-44,1,N. Noel makes free throw 2 of 2
1:53.0,D. Williams makes 2-pt shot from 17 ft,2,49-44,,
1:40.0,,,49-44,,N. Stauskas misses 2-pt shot from 12 ft
1:38.0,,,49-44,,Offensive rebound by N. Noel
1:38.0,Personal foul by S. Vujacic,,49-44,,
1:38.0,,,49-45,1,N. Noel makes free throw 1 of 2
1:38.0,L. Galloway enters the game for S. Vujacic,,49-45,,
1:38.0,A. Afflalo enters the game for C. Anthony,,49-45,,
1:38.0,,,49-46,1,N. Noel makes free throw 2 of 2
1:22.0,D. Williams misses 2-pt shot from 17 ft,,49-46,,
1:21.0,,,49-46,,Defensive rebound by I. Smith
1:13.0,,,49-46,,H. Thompson misses 2-pt shot from 13 ft
1:12.0,Defensive rebound by D. Williams,,49-46,,
0:54.0,A. Afflalo misses 2-pt shot from 8 ft,,49-46,,
0:53.0,,,49-46,,Defensive rebound by N. Noel
0:34.0,,,49-46,,N. Stauskas misses 3-pt shot from 26 ft
0:32.0,,,49-46,,Offensive rebound by N. Noel
0:30.0,,,49-46,,N. Noel misses 2-pt shot from 1 ft
0:28.0,Defensive rebound by K. O'Quinn,,49-46,,
0:21.0,New York full timeout,,49-46,,
0:08.0,L. Galloway misses 2-pt shot from 12 ft,,49-46,,
0:07.0,,,49-46,,Defensive rebound by N. Stauskas
0:00.0,,,49-46,,I. Smith misses 2-pt shot from 15 ft
0:00.0,,,49-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,49-46,,N. Stauskas misses 3-pt shot from 25 ft
11:36.0,Defensive rebound by S. Vujacic,,49-46,,
11:28.0,S. Vujacic makes 3-pt shot from 25 ft (assist by J. Grant),3,52-46,,
11:07.0,,,52-46,,J. Grant misses 3-pt shot from 26 ft
11:06.0,Defensive rebound by J. Grant,,52-46,,
10:57.0,Shooting foul by I. Smith (drawn by J. Grant),,52-46,,
10:57.0,J. Grant makes 2-pt shot from 5 ft,2,54-46,,
10:57.0,J. Grant makes free throw 1 of 1,1,55-46,,
10:47.0,,,55-49,3,R. Covington makes 3-pt shot from 25 ft (assist by N. Noel)
10:32.0,D. Williams misses 3-pt shot from 25 ft,,55-49,,
10:31.0,,,55-49,,Defensive rebound by Team
10:09.0,,,55-49,,J. Grant misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by R. Lopez,,55-49,,
10:01.0,C. Anthony misses 3-pt shot from 24 ft,,55-49,,
9:58.0,Offensive rebound by R. Lopez,,55-49,,
9:58.0,Turnover by R. Lopez (lost ball; steal by R. Covington),,55-49,,
9:44.0,,,55-49,,J. Grant misses 3-pt shot from 24 ft
9:43.0,,,55-49,,Offensive rebound by R. Covington
9:40.0,,,55-49,,N. Stauskas misses 3-pt shot from 26 ft
9:37.0,,,55-49,,Offensive rebound by R. Covington
9:32.0,,,55-52,3,R. Covington makes 3-pt shot from 24 ft (assist by I. Smith)
9:09.0,R. Lopez makes 2-pt shot from 11 ft (assist by D. Williams),2,57-52,,
8:54.0,,,57-55,3,R. Covington makes 3-pt shot from 25 ft (assist by J. Grant)
8:31.0,C. Anthony makes 2-pt shot from 13 ft,2,59-55,,
8:19.0,,,59-55,,Shooting foul by D. Williams (drawn by J. Grant)
8:19.0,,,59-55,,J. Grant misses free throw 1 of 2
8:19.0,,,59-55,,Offensive rebound by Team
8:19.0,,,59-55,,J. Grant misses free throw 2 of 2
8:18.0,Defensive rebound by D. Williams,,59-55,,
8:03.0,S. Vujacic misses 3-pt shot from 25 ft,,59-55,,
8:03.0,,,59-55,,Defensive rebound by Team
7:52.0,,,59-57,2,N. Stauskas makes 2-pt shot from 2 ft (assist by J. Grant)
7:39.0,,,59-57,,Personal foul by R. Covington
7:28.0,C. Anthony misses 2-pt shot from 12 ft,,59-57,,
7:25.0,,,59-57,,Defensive rebound by I. Smith
7:19.0,,,59-57,,Shooting foul by S. Vujacic (drawn by I. Smith)
7:19.0,,,59-58,1,I. Smith makes free throw 1 of 2
7:19.0,,,59-58,,H. Thompson enters the game for R. Covington
7:19.0,,,59-59,1,I. Smith makes free throw 2 of 2
7:00.0,J. Grant misses 2-pt shot from 16 ft,,59-59,,
6:58.0,Offensive rebound by R. Lopez,,59-59,,
6:58.0,R. Lopez makes 2-pt shot at rim,2,61-59,,
6:35.0,,,61-59,,I. Smith misses 2-pt shot from 18 ft
6:33.0,Defensive rebound by C. Anthony,,61-59,,
6:20.0,R. Lopez makes 2-pt shot from 3 ft,2,63-59,,
6:01.0,,,63-59,,J. Grant misses 3-pt shot from 23 ft
5:59.0,Defensive rebound by D. Williams,,63-59,,
5:49.0,C. Anthony misses 2-pt shot from 16 ft,,63-59,,
5:48.0,,,63-59,,Defensive rebound by I. Smith
5:36.0,,,63-59,,N. Noel misses 2-pt shot from 5 ft (block by R. Lopez)
5:34.0,Defensive rebound by J. Grant,,63-59,,
5:23.0,C. Anthony misses 3-pt shot from 25 ft,,63-59,,
5:22.0,,,63-59,,Defensive rebound by N. Stauskas
5:09.0,,,63-61,2,N. Noel makes 2-pt shot at rim (assist by N. Stauskas)
5:09.0,New York full timeout,,63-61,,
5:09.0,L. Galloway enters the game for C. Anthony,,63-61,,
5:09.0,,,63-61,,R. Covington enters the game for J. Grant
5:09.0,A. Afflalo enters the game for S. Vujacic,,63-61,,
4:58.0,J. Grant makes 2-pt shot from 12 ft,2,65-61,,
4:48.0,,,65-64,3,R. Covington makes 3-pt shot from 27 ft (assist by I. Smith)
4:28.0,R. Lopez misses 2-pt shot at rim,,65-64,,
4:27.0,,,65-64,,Defensive rebound by N. Stauskas
4:20.0,,,65-64,,N. Stauskas misses 2-pt shot from 4 ft (block by R. Lopez)
4:18.0,,,65-64,,Offensive rebound by N. Noel
4:16.0,,,65-64,,N. Noel misses 2-pt shot from 2 ft
4:15.0,Defensive rebound by R. Lopez,,65-64,,
4:10.0,J. Grant makes 2-pt shot from 2 ft,2,67-64,,
4:10.0,Shooting foul by N. Stauskas (drawn by J. Grant),,67-64,,
4:10.0,,,67-64,,E. Brand enters the game for N. Noel
4:10.0,J. Grant makes free throw 1 of 1,1,68-64,,
4:04.0,,,68-64,,Turnover by I. Smith (lost ball; steal by D. Williams)
4:00.0,D. Williams misses 2-pt shot from 2 ft (block by E. Brand),,68-64,,
4:00.0,Offensive rebound by Team,,68-64,,
4:00.0,C. Early enters the game for D. Williams,,68-64,,
3:57.0,J. Grant misses 3-pt shot from 27 ft,,68-64,,
3:56.0,,,68-64,,Defensive rebound by R. Covington
3:42.0,,,68-64,,H. Thompson misses 2-pt shot from 3 ft
3:41.0,,,68-64,,Offensive rebound by E. Brand
3:39.0,,,68-66,2,E. Brand makes 2-pt shot at rim
3:28.0,R. Lopez makes 2-pt shot from 11 ft (assist by J. Grant),2,70-66,,
3:16.0,,,70-66,,E. Brand misses 2-pt shot from 13 ft
3:15.0,Defensive rebound by A. Afflalo,,70-66,,
2:59.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Grant),2,72-66,,
2:59.0,,,72-66,,Philadelphia full timeout
2:59.0,,,72-66,,T. McConnell enters the game for N. Stauskas
2:39.0,,,72-66,,Shooting foul by C. Early (drawn by I. Smith)
2:39.0,,,72-66,,I. Smith misses free throw 1 of 2
2:39.0,,,72-66,,Offensive rebound by Team
2:39.0,,,72-67,1,I. Smith makes free throw 2 of 2
2:32.0,J. Grant makes 2-pt shot from 1 ft,2,74-67,,
2:32.0,Shooting foul by E. Brand (drawn by J. Grant),,74-67,,
2:32.0,J. Grant makes free throw 1 of 1,1,75-67,,
2:21.0,,,75-67,,Shooting foul by C. Early (drawn by R. Covington)
2:21.0,,,75-67,,R. Covington misses free throw 1 of 2
2:21.0,,,75-67,,Offensive rebound by Team
2:21.0,,,75-67,,R. Covington misses free throw 2 of 2
2:20.0,Defensive rebound by A. Afflalo,,75-67,,
2:04.0,Turnover by J. Grant (lost ball; steal by T. McConnell),,75-67,,
1:58.0,,,75-69,2,R. Covington makes 2-pt shot from 1 ft (assist by T. McConnell)
1:53.0,,,75-69,,Personal block foul by E. Brand
1:53.0,C. Early makes free throw 1 of 2,1,76-69,,
1:53.0,C. Early misses free throw 2 of 2,,76-69,,
1:52.0,,,76-69,,Defensive rebound by R. Covington
1:46.0,,,76-69,,H. Thompson misses 3-pt shot from 27 ft
1:45.0,Defensive rebound by C. Early,,76-69,,
1:32.0,C. Early misses 3-pt shot from 28 ft,,76-69,,
1:31.0,Offensive rebound by R. Lopez,,76-69,,
1:31.0,R. Lopez makes 2-pt shot at rim,2,78-69,,
1:07.0,,,78-72,3,R. Covington makes 3-pt shot from 25 ft (assist by E. Brand)
0:50.0,R. Lopez makes 2-pt shot from 4 ft (assist by J. Grant),2,80-72,,
0:38.0,,,80-74,2,I. Smith makes 2-pt shot from 6 ft
0:30.0,J. Grant makes 2-pt shot from 2 ft,2,82-74,,
0:08.0,,,82-74,,I. Smith misses 2-pt shot from 16 ft
0:07.0,Defensive rebound by C. Early,,82-74,,
0:01.0,J. Grant misses 3-pt shot from 25 ft,,82-74,,
0:00.0,Offensive rebound by Team,,82-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,A. Afflalo makes 2-pt shot from 12 ft,2,84-74,,
11:17.0,,,84-74,,H. Thompson misses 3-pt shot from 24 ft
11:15.0,Defensive rebound by C. Early,,84-74,,
10:55.0,A. Afflalo misses 2-pt shot from 19 ft,,84-74,,
10:54.0,,,84-74,,Defensive rebound by E. Brand
10:46.0,Personal foul by C. Early,,84-74,,
10:46.0,,,84-74,,K. Marshall enters the game for H. Thompson
10:35.0,,,84-74,,T. McConnell misses 2-pt shot from 5 ft (block by K. O'Quinn)
10:34.0,,,84-74,,Offensive rebound by E. Brand
10:30.0,,,84-74,,Turnover by T. McConnell (bad pass)
10:17.0,A. Afflalo makes 3-pt shot from 25 ft (assist by S. Vujacic),3,87-74,,
10:16.0,,,87-74,,Philadelphia full timeout
10:16.0,,,87-74,,N. Noel enters the game for E. Brand
9:53.0,,,87-74,,K. Marshall misses 3-pt shot from 26 ft
9:52.0,Defensive rebound by C. Early,,87-74,,
9:37.0,C. Early misses 2-pt shot from 16 ft,,87-74,,
9:35.0,Offensive rebound by K. O'Quinn,,87-74,,
9:33.0,K. O'Quinn makes 2-pt shot from 1 ft,2,89-74,,
9:16.0,,,89-74,,Turnover by J. Grant (lost ball; steal by L. Galloway)
9:08.0,S. Vujacic makes 3-pt shot from 25 ft (assist by C. Early),3,92-74,,
8:43.0,,,92-74,,Shooting foul by C. Early (drawn by N. Noel)
8:43.0,,,92-74,,N. Noel misses free throw 1 of 2
8:43.0,,,92-74,,Offensive rebound by Team
8:43.0,,,92-74,,R. Covington enters the game for K. Marshall
8:43.0,,,92-74,,I. Smith enters the game for T. McConnell
8:43.0,,,92-75,1,N. Noel makes free throw 2 of 2
8:22.0,S. Vujacic makes 2-pt shot from 16 ft (assist by K. O'Quinn),2,94-75,,
8:13.0,,,94-75,,N. Noel misses 2-pt shot from 8 ft
8:11.0,,,94-75,,Offensive rebound by N. Noel
8:11.0,,,94-75,,N. Noel misses 2-pt shot from 4 ft (block by K. O'Quinn)
8:08.0,Defensive rebound by L. Galloway,,94-75,,
7:57.0,K. O'Quinn misses 2-pt shot from 1 ft,,94-75,,
7:54.0,,,94-75,,Defensive rebound by I. Smith
7:48.0,,,94-75,,I. Smith misses 2-pt shot from 16 ft
7:46.0,,,94-75,,Offensive rebound by J. Grant
7:44.0,,,94-77,2,J. Grant makes 2-pt shot from 2 ft
7:24.0,K. O'Quinn misses 2-pt shot from 15 ft,,94-77,,
7:23.0,,,94-77,,Defensive rebound by N. Stauskas
7:17.0,,,94-77,,Shooting foul by L. Galloway (drawn by N. Noel)
7:17.0,,,94-78,1,N. Noel makes free throw 1 of 2
7:17.0,,,94-78,,N. Noel misses free throw 2 of 2
7:15.0,Defensive rebound by K. O'Quinn,,94-78,,
6:59.0,A. Afflalo misses 2-pt shot from 15 ft,,94-78,,
6:58.0,,,94-78,,Defensive rebound by N. Noel
6:45.0,,,94-78,,Shooting foul by L. Galloway (drawn by J. Grant)
6:45.0,,,94-79,1,J. Grant makes free throw 1 of 2
6:45.0,,,94-79,,J. Grant misses free throw 2 of 2
6:44.0,,,94-79,,Offensive rebound by J. Grant
6:40.0,,,94-79,,R. Covington misses 3-pt shot from 24 ft
6:38.0,,,94-79,,Offensive rebound by Team
6:27.0,,,94-79,,N. Stauskas misses 3-pt shot from 23 ft
6:24.0,Defensive rebound by L. Galloway,,94-79,,
