time,Memphis,pts.away,score,pts.home,Dallas
8:38.0,,,21-28,,D. Harris enters the game for D. Nowitzki
8:38.0,,,21-28,,D. Lee enters the game for R. Felton
8:27.0,V. Carter misses 3-pt shot from 24 ft,,21-28,,
8:26.0,,,21-28,,Defensive rebound by J. Anderson
8:04.0,,,21-30,2,D. Lee makes 2-pt shot from 6 ft
7:56.0,Offensive foul by J. Farmar,,21-30,,
7:56.0,Turnover by J. Farmar (offensive foul),,21-30,,
7:56.0,,,21-30,,J. Barea enters the game for W. Matthews
7:34.0,,,21-30,,D. Harris misses 2-pt shot from 20 ft
7:33.0,Defensive rebound by M. Barnes,,21-30,,
7:29.0,,,21-30,,Personal foul by D. Harris
7:24.0,J. Farmar misses 2-pt shot from 3 ft (block by S. Mejri),,21-30,,
7:24.0,Offensive rebound by Team,,21-30,,
7:17.0,,,21-30,,Def 3 sec tech foul by S. Mejri
7:17.0,M. Barnes makes technical free throw,1,22-30,,
7:10.0,M. Barnes makes 3-pt shot from 24 ft (assist by L. Stephenson),3,25-30,,
6:44.0,,,25-30,,J. Barea misses 3-pt shot from 24 ft
6:43.0,Defensive rebound by L. Stephenson,,25-30,,
6:31.0,Offensive charge foul by L. Stephenson,,25-30,,
6:31.0,Turnover by L. Stephenson (offensive foul),,25-30,,
6:31.0,,,25-30,,W. Matthews enters the game for J. Anderson
6:31.0,T. Allen enters the game for V. Carter,,25-30,,
6:15.0,Shooting block foul by M. Barnes (drawn by S. Mejri),,25-30,,
6:15.0,,,25-31,1,S. Mejri makes free throw 1 of 2
6:15.0,C. Andersen enters the game for J. Martin,,25-31,,
6:15.0,,,25-31,,S. Mejri misses free throw 2 of 2
6:14.0,Defensive rebound by L. Stephenson,,25-31,,
5:53.0,M. Barnes misses 3-pt shot from 25 ft,,25-31,,
5:51.0,Offensive rebound by L. Stephenson,,25-31,,
5:51.0,L. Stephenson makes 2-pt shot from 1 ft,2,27-31,,
5:45.0,,,27-31,,Dallas full timeout
5:45.0,,,27-31,,D. Nowitzki enters the game for D. Lee
5:39.0,,,27-31,,Turnover by D. Harris (lost ball; steal by M. Barnes)
5:24.0,J. Farmar makes 2-pt shot from 3 ft,2,29-31,,
5:11.0,,,29-33,2,J. Barea makes 2-pt shot from 2 ft
4:49.0,,,29-33,,R. Felton enters the game for J. Barea
4:49.0,Z. Randolph enters the game for M. Barnes,,29-33,,
4:42.0,J. Farmar misses 2-pt shot from 17 ft,,29-33,,
4:41.0,,,29-33,,Defensive rebound by D. Nowitzki
4:29.0,,,29-36,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Felton)
4:07.0,J. Farmar makes 3-pt shot from 24 ft (assist by Z. Randolph),3,32-36,,
3:53.0,Personal foul by J. Farmar,,32-36,,
3:53.0,X. Munford enters the game for J. Farmar,,32-36,,
3:38.0,,,32-36,,Turnover by W. Matthews (lost ball; steal by T. Allen)
3:34.0,T. Allen makes 2-pt shot from 4 ft,2,34-36,,
3:34.0,Shooting foul by D. Nowitzki (drawn by T. Allen),,34-36,,
3:34.0,,,34-36,,Z. Pachulia enters the game for S. Mejri
3:34.0,T. Allen makes free throw 1 of 1,1,35-36,,
3:22.0,,,35-36,,Turnover by R. Felton (lost ball; steal by X. Munford)
3:17.0,T. Allen makes 2-pt shot from 1 ft (assist by X. Munford),2,37-36,,
3:05.0,,,37-36,,Offensive foul by D. Nowitzki
3:05.0,,,37-36,,Turnover by D. Nowitzki (offensive foul)
3:05.0,,,37-36,,J. Anderson enters the game for D. Harris
3:05.0,,,37-36,,D. Lee enters the game for D. Nowitzki
2:56.0,Turnover by L. Stephenson (lost ball; steal by J. Anderson),,37-36,,
2:55.0,,,37-36,,Shooting foul by L. Stephenson (drawn by J. Anderson)
2:55.0,Official timeout,,37-36,,
2:55.0,M. Barnes enters the game for L. Stephenson,,37-36,,
2:55.0,,,37-37,1,J. Anderson makes free throw 1 of 2
2:55.0,,,37-38,1,J. Anderson makes free throw 2 of 2
2:42.0,Shooting foul by W. Matthews (drawn by T. Allen),,37-38,,
2:42.0,T. Allen makes free throw 1 of 2,1,38-38,,
2:42.0,T. Allen makes free throw 2 of 2,1,39-38,,
2:28.0,,,39-38,,W. Matthews misses 2-pt shot from 21 ft (block by T. Allen)
2:28.0,,,39-38,,Offensive rebound by Team
2:28.0,L. Stephenson enters the game for C. Andersen,,39-38,,
2:28.0,,,39-38,,C. Villanueva enters the game for D. Lee
2:24.0,,,39-40,2,R. Felton makes 2-pt shot from 9 ft
2:24.0,,,39-40,,Shooting foul by X. Munford (drawn by R. Felton)
2:24.0,,,39-41,1,R. Felton makes free throw 1 of 1
2:09.0,T. Allen makes 2-pt shot at rim,2,41-41,,
1:54.0,,,41-41,,R. Felton misses 2-pt shot from 5 ft
1:52.0,,,41-41,,Offensive rebound by R. Felton
1:51.0,,,41-43,2,C. Villanueva makes 2-pt shot at rim (assist by R. Felton)
1:36.0,M. Barnes makes 3-pt shot from 24 ft (assist by L. Stephenson),3,44-43,,
1:21.0,,,44-46,3,R. Felton makes 3-pt shot from 24 ft
1:01.0,Memphis full timeout,,44-46,,
1:00.0,Shooting foul by W. Matthews (drawn by T. Allen),,44-46,,
1:00.0,T. Allen makes free throw 1 of 2,1,45-46,,
1:00.0,,,45-46,,D. Harris enters the game for W. Matthews
1:00.0,T. Allen makes free throw 2 of 2,1,46-46,,
0:43.0,,,46-46,,C. Villanueva misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by T. Allen,,46-46,,
0:37.0,M. Barnes makes 3-pt shot from 23 ft (assist by T. Allen),3,49-46,,
0:14.0,,,49-46,,R. Felton misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by Team,,49-46,,
0:14.0,V. Carter enters the game for T. Allen,,49-46,,
0:14.0,,,49-46,,D. Powell enters the game for C. Villanueva
0:01.0,L. Stephenson misses 2-pt shot from 2 ft (block by D. Powell),,49-46,,
0:00.0,,,49-46,,Defensive rebound by J. Anderson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Z. Randolph misses 2-pt shot from 21 ft,,49-46,,
11:37.0,,,49-46,,Defensive rebound by J. Anderson
11:13.0,,,49-46,,Turnover by Team (shot clock)
11:00.0,T. Allen misses 2-pt shot from 1 ft,,49-46,,
10:59.0,,,49-46,,Defensive rebound by Z. Pachulia
10:44.0,,,49-49,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Felton)
10:27.0,Turnover by Z. Randolph (lost ball; steal by Z. Pachulia),,49-49,,
10:24.0,Personal foul by T. Allen,,49-49,,
10:10.0,,,49-49,,Turnover by J. Anderson (traveling)
9:57.0,,,49-49,,Def 3 sec tech foul by D. Nowitzki
9:57.0,M. Barnes makes technical free throw,1,50-49,,
9:47.0,Turnover by M. Barnes (lost ball; steal by Z. Pachulia),,50-49,,
9:38.0,,,50-49,,R. Felton misses 3-pt shot from 23 ft
9:37.0,Defensive rebound by J. Farmar,,50-49,,
9:26.0,C. Andersen misses 3-pt shot from 23 ft,,50-49,,
9:25.0,Offensive rebound by Z. Randolph,,50-49,,
9:23.0,Z. Randolph misses 2-pt shot from 2 ft (block by Z. Pachulia),,50-49,,
9:21.0,Offensive rebound by Z. Randolph,,50-49,,
9:20.0,Z. Randolph misses 2-pt shot from 3 ft,,50-49,,
9:19.0,,,50-49,,Defensive rebound by W. Matthews
9:07.0,Personal block foul by C. Andersen,,50-49,,
8:53.0,,,50-49,,Turnover by Team (shot clock)
8:41.0,T. Allen misses 2-pt shot from 5 ft,,50-49,,
8:40.0,Offensive rebound by T. Allen,,50-49,,
8:37.0,T. Allen makes 2-pt shot from 1 ft,2,52-49,,
8:15.0,,,52-49,,D. Nowitzki misses 3-pt shot from 24 ft
8:14.0,Defensive rebound by M. Barnes,,52-49,,
8:10.0,Turnover by M. Barnes (bad pass),,52-49,,
7:55.0,,,52-51,2,D. Nowitzki makes 2-pt shot from 15 ft
7:38.0,J. Farmar misses 2-pt shot from 5 ft,,52-51,,
7:38.0,,,52-51,,Defensive rebound by Z. Pachulia
7:38.0,Personal foul by C. Andersen,,52-51,,
7:38.0,X. Munford enters the game for J. Farmar,,52-51,,
7:22.0,,,52-51,,J. Anderson misses 3-pt shot from 22 ft
7:21.0,Defensive rebound by C. Andersen,,52-51,,
7:04.0,Z. Randolph makes 2-pt shot from 9 ft,2,54-51,,
6:50.0,Personal foul by Z. Randolph,,54-51,,
6:50.0,J. Green enters the game for C. Andersen,,54-51,,
6:43.0,,,54-51,,Shooting foul by M. Barnes (drawn by J. Anderson)
6:43.0,,,54-52,1,J. Anderson makes free throw 1 of 2
6:43.0,,,54-53,1,J. Anderson makes free throw 2 of 2
6:21.0,Z. Randolph misses 2-pt shot from 4 ft,,54-53,,
6:21.0,Offensive rebound by T. Allen,,54-53,,
6:21.0,T. Allen misses 2-pt shot from 1 ft,,54-53,,
6:21.0,,,54-53,,Defensive rebound by D. Nowitzki
6:21.0,Loose ball foul by Z. Randolph,,54-53,,
6:21.0,,,54-54,1,D. Nowitzki makes free throw 1 of 2
6:21.0,,,54-55,1,D. Nowitzki makes free throw 2 of 2
6:04.0,T. Allen makes 2-pt shot from 21 ft (assist by M. Barnes),2,56-55,,
5:47.0,,,56-55,,R. Felton misses 2-pt shot from 20 ft
5:46.0,Defensive rebound by T. Allen,,56-55,,
5:34.0,,,56-55,,Def 3 sec tech foul by D. Nowitzki
5:34.0,,,56-55,,Dallas full timeout
5:34.0,V. Carter enters the game for M. Barnes,,56-55,,
5:34.0,,,56-55,,D. Harris enters the game for R. Felton
5:34.0,Z. Randolph makes technical free throw,1,57-55,,
5:22.0,Z. Randolph misses 2-pt shot from 6 ft,,57-55,,
5:21.0,,,57-55,,Defensive rebound by D. Harris
5:00.0,,,57-58,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Nowitzki)
4:42.0,X. Munford misses 3-pt shot from 24 ft,,57-58,,
4:41.0,Offensive rebound by Z. Randolph,,57-58,,
4:39.0,Z. Randolph makes 2-pt shot from 1 ft,2,59-58,,
4:21.0,Personal block foul by J. Green,,59-58,,
4:21.0,,,59-59,1,D. Harris makes free throw 1 of 2
4:21.0,,,59-59,,D. Lee enters the game for D. Nowitzki
4:21.0,,,59-59,,D. Harris misses free throw 2 of 2
4:20.0,Defensive rebound by V. Carter,,59-59,,
4:05.0,Shooting foul by D. Harris (drawn by X. Munford),,59-59,,
4:05.0,X. Munford misses free throw 1 of 2,,59-59,,
4:05.0,Offensive rebound by Team,,59-59,,
4:05.0,X. Munford makes free throw 2 of 2,1,60-59,,
3:56.0,,,60-59,,Turnover by D. Harris (lost ball)
3:49.0,Z. Randolph misses 2-pt shot from 5 ft,,60-59,,
3:49.0,,,60-59,,Defensive rebound by Z. Pachulia
3:49.0,Loose ball foul by Z. Randolph,,60-59,,
3:49.0,,,60-60,1,Z. Pachulia makes free throw 1 of 2
3:49.0,,,60-60,,Z. Pachulia misses free throw 2 of 2
3:48.0,Defensive rebound by Z. Randolph,,60-60,,
3:34.0,J. Green misses 2-pt shot from 21 ft,,60-60,,
3:33.0,Offensive rebound by T. Allen,,60-60,,
3:32.0,Shooting foul by D. Lee (drawn by T. Allen),,60-60,,
3:32.0,T. Allen makes free throw 1 of 2,1,61-60,,
3:32.0,T. Allen makes free throw 2 of 2,1,62-60,,
3:19.0,Personal foul by J. Green,,62-60,,
3:19.0,,,62-61,1,D. Harris makes free throw 1 of 2
3:19.0,L. Stephenson enters the game for T. Allen,,62-61,,
3:19.0,,,62-62,1,D. Harris makes free throw 2 of 2
3:06.0,J. Green makes 2-pt shot from 2 ft (assist by L. Stephenson),2,64-62,,
3:06.0,Shooting foul by Z. Pachulia (drawn by J. Green),,64-62,,
3:06.0,J. Green makes free throw 1 of 1,1,65-62,,
2:54.0,Memphis full timeout,,65-62,,
2:54.0,,,65-62,,Turnover by D. Harris (bad pass)
2:54.0,,,65-62,,D. Nowitzki enters the game for J. Anderson
2:54.0,,,65-62,,R. Felton enters the game for Z. Pachulia
2:54.0,M. Barnes enters the game for J. Green,,65-62,,
2:35.0,L. Stephenson misses 2-pt shot from 18 ft,,65-62,,
2:34.0,,,65-62,,Defensive rebound by D. Harris
2:22.0,,,65-65,3,W. Matthews makes 3-pt shot from 22 ft (assist by D. Nowitzki)
2:04.0,Turnover by X. Munford (lost ball; steal by D. Harris),,65-65,,
2:01.0,,,65-67,2,D. Harris makes 2-pt shot from 1 ft
2:01.0,,,65-67,,Shooting foul by M. Barnes (drawn by D. Harris)
2:01.0,J. Farmar enters the game for X. Munford,,65-67,,
2:01.0,,,65-68,1,D. Harris makes free throw 1 of 1
1:59.0,,,65-68,,Personal foul by D. Lee
1:42.0,Z. Randolph misses 2-pt shot from 14 ft,,65-68,,
1:41.0,,,65-68,,Defensive rebound by R. Felton
1:27.0,,,65-71,3,D. Harris makes 3-pt shot from 24 ft (assist by R. Felton)
1:26.0,Memphis full timeout,,65-71,,
1:26.0,C. Andersen enters the game for Z. Randolph,,65-71,,
1:02.0,J. Farmar misses 3-pt shot from 22 ft,,65-71,,
1:02.0,Offensive rebound by C. Andersen,,65-71,,
1:02.0,,,65-71,,Loose ball foul by D. Nowitzki
1:02.0,C. Andersen misses free throw 1 of 2,,65-71,,
1:02.0,Offensive rebound by Team,,65-71,,
1:02.0,,,65-71,,J. Anderson enters the game for D. Nowitzki
1:02.0,C. Andersen makes free throw 2 of 2,1,66-71,,
0:42.0,,,66-71,,Offensive charge foul by R. Felton
0:42.0,,,66-71,,Turnover by R. Felton (offensive foul)
0:34.0,V. Carter makes 2-pt shot from 3 ft,2,68-71,,
0:22.0,,,68-74,3,D. Harris makes 3-pt shot from 25 ft (assist by R. Felton)
0:07.0,M. Barnes misses 3-pt shot from 26 ft,,68-74,,
0:05.0,,,68-74,,Defensive rebound by D. Lee
0:00.0,,,68-74,,D. Harris misses 3-pt shot from 34 ft
0:00.0,,,68-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,68-74,,Shooting foul by L. Stephenson (drawn by D. Harris)
11:47.0,,,68-74,,D. Harris misses free throw 1 of 2
11:47.0,,,68-74,,Offensive rebound by Team
11:47.0,,,68-75,1,D. Harris makes free throw 2 of 2
11:27.0,L. Stephenson makes 2-pt shot from 1 ft,2,70-75,,
11:10.0,,,70-78,3,D. Harris makes 3-pt shot from 24 ft
10:49.0,L. Stephenson misses 2-pt shot from 2 ft,,70-78,,
10:48.0,,,70-78,,Defensive rebound by D. Harris
10:32.0,,,70-78,,Turnover by D. Harris (lost ball; steal by C. Andersen)
10:15.0,Shooting foul by D. Harris (drawn by V. Carter),,70-78,,
10:15.0,V. Carter makes free throw 1 of 2,1,71-78,,
10:15.0,,,71-78,,D. Nowitzki enters the game for D. Harris
10:15.0,T. Allen enters the game for C. Andersen,,71-78,,
10:15.0,Z. Randolph enters the game for L. Stephenson,,71-78,,
10:15.0,,,71-78,,S. Mejri enters the game for D. Lee
10:15.0,V. Carter misses free throw 2 of 2,,71-78,,
10:14.0,,,71-78,,Defensive rebound by W. Matthews
9:59.0,,,71-81,3,J. Anderson makes 3-pt shot from 24 ft (assist by R. Felton)
9:59.0,Memphis full timeout,,71-81,,
9:59.0,J. Green enters the game for V. Carter,,71-81,,
9:39.0,Z. Randolph misses 2-pt shot from 18 ft,,71-81,,
9:38.0,,,71-81,,Defensive rebound by J. Anderson
9:15.0,,,71-84,3,J. Anderson makes 3-pt shot from 26 ft
8:49.0,J. Green makes 2-pt shot from 2 ft (assist by J. Farmar),2,73-84,,
8:37.0,,,73-86,2,S. Mejri makes 2-pt shot at rim (assist by R. Felton)
8:09.0,Z. Randolph misses 2-pt shot from 5 ft,,73-86,,
8:09.0,,,73-86,,Defensive rebound by D. Nowitzki
7:55.0,,,73-88,2,S. Mejri makes 2-pt shot at rim (assist by R. Felton)
7:55.0,Memphis full timeout,,73-88,,
7:55.0,L. Stephenson enters the game for J. Farmar,,73-88,,
7:41.0,M. Barnes misses 3-pt shot from 24 ft,,73-88,,
7:40.0,,,73-88,,Defensive rebound by R. Felton
7:30.0,,,73-90,2,S. Mejri makes 2-pt shot from 1 ft (assist by R. Felton)
7:29.0,Memphis full timeout,,73-90,,
7:13.0,J. Green misses 3-pt shot from 24 ft,,73-90,,
7:12.0,,,73-90,,Defensive rebound by J. Anderson
6:51.0,,,73-90,,R. Felton misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by J. Green,,73-90,,
6:42.0,T. Allen misses 2-pt shot from 14 ft,,73-90,,
6:41.0,,,73-90,,Defensive rebound by Team
6:41.0,Loose ball foul by Z. Randolph,,73-90,,
6:24.0,,,73-90,,Turnover by D. Nowitzki (bad pass)
6:12.0,L. Stephenson misses 3-pt shot from 24 ft,,73-90,,
6:11.0,Offensive rebound by J. Green,,73-90,,
6:11.0,J. Green makes 2-pt shot at rim,2,75-90,,
6:11.0,Shooting foul by S. Mejri (drawn by J. Green),,75-90,,
6:11.0,J. Green misses free throw 1 of 1,,75-90,,
6:11.0,,,75-90,,Defensive rebound by R. Felton
5:47.0,,,75-90,,D. Nowitzki misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by L. Stephenson,,75-90,,
5:38.0,Z. Randolph misses 3-pt shot from 24 ft,,75-90,,
5:37.0,Offensive rebound by T. Allen,,75-90,,
5:37.0,T. Allen misses 2-pt shot from 1 ft,,75-90,,
5:37.0,Offensive rebound by Team,,75-90,,
5:37.0,P. Hairston enters the game for Z. Randolph,,75-90,,
5:37.0,,,75-90,,D. Harris enters the game for S. Mejri
5:21.0,J. Green misses 2-pt shot at rim,,75-90,,
5:20.0,,,75-90,,Defensive rebound by R. Felton
4:58.0,,,75-90,,D. Harris misses 3-pt shot from 22 ft
4:57.0,Defensive rebound by M. Barnes,,75-90,,
4:51.0,,,75-90,,Shooting block foul by R. Felton (drawn by T. Allen)
4:51.0,T. Allen makes free throw 1 of 2,1,76-90,,
4:51.0,J. Martin enters the game for J. Green,,76-90,,
4:51.0,T. Allen makes free throw 2 of 2,1,77-90,,
4:36.0,Personal foul by J. Martin,,77-90,,
4:24.0,,,77-90,,D. Nowitzki misses 2-pt shot from 15 ft
4:23.0,Defensive rebound by M. Barnes,,77-90,,
4:13.0,L. Stephenson makes 2-pt shot from 15 ft,2,79-90,,
4:12.0,,,79-90,,Dallas full timeout
4:11.0,,,79-90,,Turnover by D. Harris (lost ball; steal by P. Hairston)
4:04.0,P. Hairston misses 3-pt shot from 25 ft,,79-90,,
4:03.0,,,79-90,,Defensive rebound by R. Felton
3:57.0,,,79-90,,Dallas full timeout
3:50.0,,,79-90,,D. Nowitzki misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by L. Stephenson,,79-90,,
