time,Boston,pts.away,score,pts.home,Philadelphia
3:29.0,,,85-59,,Defensive rebound by J. Grant
3:15.0,,,85-61,2,H. Thompson makes 2-pt shot from 3 ft (assist by R. Holmes)
2:58.0,M. Smart misses 3-pt shot from 25 ft,,85-61,,
2:56.0,,,85-61,,Defensive rebound by I. Canaan
2:47.0,,,85-61,,Turnover by T. McConnell (bad pass; steal by M. Smart)
2:43.0,Turnover by I. Thomas (bad pass; steal by I. Canaan),,85-61,,
2:36.0,,,85-61,,Offensive charge foul by I. Canaan
2:36.0,,,85-61,,Turnover by I. Canaan (offensive foul)
2:36.0,Boston full timeout,,85-61,,
2:36.0,K. Olynyk enters the game for A. Johnson,,85-61,,
2:25.0,E. Turner makes 2-pt shot from 1 ft,2,87-61,,
2:13.0,,,87-61,,Turnover by I. Canaan (lost ball; steal by M. Smart)
2:11.0,Turnover by M. Smart (bad pass),,87-61,,
2:00.0,,,87-63,2,J. Grant makes 2-pt shot from 2 ft
1:33.0,Turnover by Team (shot clock),,87-63,,
1:19.0,,,87-65,2,I. Canaan makes 2-pt shot from 1 ft
1:03.0,E. Turner makes 2-pt shot from 17 ft,2,89-65,,
0:53.0,,,89-67,2,T. McConnell makes 2-pt shot from 12 ft
0:35.0,I. Thomas makes 2-pt shot at rim (assist by K. Olynyk),2,91-67,,
0:35.0,Violation by Team (delay of game),,91-67,,
0:28.0,,,91-67,,Turnover by H. Thompson (bad pass; steal by K. Olynyk)
0:21.0,I. Thomas makes 3-pt shot from 22 ft (assist by E. Turner),3,94-67,,
0:04.0,,,94-69,2,T. McConnell makes 2-pt shot from 18 ft
0:00.0,M. Smart misses 3-pt shot from 24 ft,,94-69,,
0:00.0,Offensive rebound by Team,,94-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,94-69,,Turnover by J. Okafor (lost ball; steal by A. Bradley)
11:19.0,M. Smart makes 2-pt shot from 9 ft,2,96-69,,
11:07.0,,,96-69,,R. Covington misses 3-pt shot from 26 ft
11:04.0,,,96-69,,Offensive rebound by J. Okafor
10:51.0,,,96-69,,Shooting foul by K. Olynyk (drawn by R. Covington)
10:51.0,,,96-70,1,R. Covington makes free throw 1 of 2
10:51.0,,,96-71,1,R. Covington makes free throw 2 of 2
10:39.0,K. Olynyk misses 2-pt shot from 17 ft,,96-71,,
10:38.0,,,96-71,,Defensive rebound by I. Smith
10:32.0,Personal foul by M. Smart (drawn by I. Smith),,96-71,,
10:21.0,,,96-71,,Turnover by N. Noel (lost ball; steal by M. Smart)
10:16.0,A. Bradley misses 3-pt shot from 25 ft,,96-71,,
10:13.0,,,96-71,,Defensive rebound by N. Noel
9:55.0,,,96-71,,N. Stauskas misses 3-pt shot from 26 ft
9:53.0,Defensive rebound by E. Turner,,96-71,,
9:48.0,A. Bradley makes 3-pt shot from 26 ft (assist by E. Turner),3,99-71,,
9:46.0,,,99-71,,Philadelphia full timeout
9:30.0,,,99-73,2,N. Noel makes 2-pt shot from 1 ft (assist by R. Covington)
9:16.0,K. Olynyk misses 3-pt shot from 25 ft,,99-73,,
9:14.0,,,99-73,,Defensive rebound by R. Covington
9:03.0,,,99-73,,N. Noel misses 2-pt shot from 7 ft
9:01.0,,,99-73,,Offensive rebound by N. Noel
8:58.0,,,99-75,2,N. Noel makes 2-pt shot at rim (assist by N. Stauskas)
8:46.0,Offensive foul by K. Olynyk,,99-75,,
8:46.0,Turnover by K. Olynyk (offensive foul),,99-75,,
8:37.0,,,99-75,,Turnover by N. Stauskas (bad pass; steal by M. Smart)
8:28.0,E. Turner makes 2-pt shot from 2 ft,2,101-75,,
8:18.0,,,101-75,,Shooting foul by E. Turner (drawn by R. Covington)
8:18.0,,,101-76,1,R. Covington makes free throw 1 of 3
8:18.0,,,101-77,1,R. Covington makes free throw 2 of 3
8:18.0,,,101-78,1,R. Covington makes free throw 3 of 3
7:58.0,M. Smart misses 2-pt shot from 10 ft,,101-78,,
7:57.0,,,101-78,,Defensive rebound by J. Okafor
7:45.0,,,101-78,,I. Smith misses 2-pt shot from 17 ft
7:44.0,Defensive rebound by E. Turner,,101-78,,
7:44.0,,,101-78,,Loose ball foul by N. Noel (drawn by E. Turner)
7:44.0,,,101-78,,K. Marshall enters the game for I. Smith
7:29.0,E. Turner misses 2-pt shot from 18 ft,,101-78,,
7:28.0,,,101-78,,Defensive rebound by K. Marshall
7:21.0,,,101-78,,N. Stauskas misses 2-pt shot from 1 ft
7:19.0,,,101-78,,Offensive rebound by J. Okafor
7:18.0,,,101-80,2,J. Okafor makes 2-pt shot at rim
7:13.0,,,101-80,,Personal foul by R. Covington (drawn by E. Turner)
7:08.0,J. Jerebko misses 2-pt shot from 21 ft,,101-80,,
7:07.0,,,101-80,,Defensive rebound by Team
7:07.0,Loose ball foul by K. Olynyk (drawn by N. Noel),,101-80,,
7:07.0,T. Zeller enters the game for K. Olynyk,,101-80,,
6:53.0,,,101-80,,J. Okafor misses 2-pt shot from 9 ft
6:52.0,Defensive rebound by J. Jerebko,,101-80,,
6:47.0,,,101-80,,Personal foul by J. Okafor (drawn by T. Zeller)
6:42.0,J. Jerebko misses 2-pt shot from 4 ft,,101-80,,
6:40.0,Offensive rebound by T. Zeller,,101-80,,
6:39.0,T. Zeller makes 2-pt shot from 1 ft,2,103-80,,
6:29.0,,,103-80,,K. Marshall misses 2-pt shot from 5 ft
6:27.0,,,103-80,,Offensive rebound by J. Okafor
6:27.0,,,103-82,2,J. Okafor makes 2-pt shot at rim
6:12.0,Turnover by E. Turner (bad pass; steal by R. Covington),,103-82,,
6:06.0,,,103-82,,R. Covington misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by A. Bradley,,103-82,,
