time,Indiana,pts.away,score,pts.home,Orlando
0:20.0,,,22-18,,S. Napier enters the game for N. Vucevic
0:20.0,,,22-18,,A. Gordon enters the game for V. Oladipo
0:03.0,,,22-18,,Shooting foul by C. Miles (drawn by S. Napier)
0:03.0,,,22-19,1,S. Napier makes free throw 1 of 2
0:03.0,,,22-20,1,S. Napier makes free throw 2 of 2
0:01.0,Turnover by R. Stuckey (step out of bounds),,22-20,,
0:00.0,,,22-20,,J. Smith misses 3-pt shot from 28 ft
0:00.0,,,22-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Def 3 sec tech foul by G. Robinson,,22-20,,
11:44.0,,,22-21,1,S. Napier makes technical free throw
11:32.0,,,22-21,,Turnover by S. Napier (bad pass)
11:09.0,G. Hill misses 2-pt shot from 8 ft,,22-21,,
11:08.0,,,22-21,,Defensive rebound by A. Gordon
10:55.0,Personal foul by G. Hill (drawn by S. Napier),,22-21,,
10:41.0,,,22-21,,A. Nicholson misses 2-pt shot from 2 ft
10:40.0,,,22-21,,Offensive rebound by A. Gordon
10:35.0,,,22-21,,Offensive foul by J. Smith
10:35.0,,,22-21,,Turnover by J. Smith (offensive foul)
10:20.0,R. Stuckey misses 2-pt shot from 17 ft,,22-21,,
10:19.0,,,22-21,,Defensive rebound by A. Nicholson
10:10.0,,,22-21,,A. Gordon misses 3-pt shot from 25 ft
10:09.0,Defensive rebound by M. Turner,,22-21,,
10:02.0,C. Miles misses 2-pt shot from 19 ft,,22-21,,
10:01.0,,,22-21,,Defensive rebound by A. Gordon
9:51.0,,,22-21,,A. Nicholson misses 3-pt shot from 26 ft
9:50.0,,,22-21,,Offensive rebound by J. Smith
9:44.0,,,22-21,,A. Gordon misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by Team,,22-21,,
9:28.0,G. Hill makes 2-pt shot from 8 ft,2,24-21,,
9:11.0,,,24-21,,Turnover by A. Gordon (lost ball)
8:51.0,C. Miles misses 3-pt shot from 25 ft,,24-21,,
8:49.0,,,24-21,,Defensive rebound by A. Gordon
8:37.0,,,24-21,,S. Napier misses 3-pt shot from 24 ft
8:36.0,Defensive rebound by M. Turner,,24-21,,
8:26.0,Turnover by M. Turner (traveling),,24-21,,
8:26.0,Official timeout,,24-21,,
8:16.0,,,24-23,2,J. Smith makes 2-pt shot from 20 ft (assist by S. Napier)
8:01.0,G. Robinson makes 2-pt shot from 2 ft (assist by R. Stuckey),2,26-23,,
8:01.0,Shooting foul by A. Gordon (drawn by G. Robinson),,26-23,,
8:01.0,G. Robinson misses free throw 1 of 1,,26-23,,
8:01.0,,,26-23,,Defensive rebound by J. Smith
7:44.0,,,26-25,2,A. Gordon makes 2-pt shot from 2 ft
7:29.0,M. Turner makes 2-pt shot from 2 ft (assist by R. Stuckey),2,28-25,,
7:10.0,,,28-27,2,J. Smith makes 2-pt shot from 9 ft
6:51.0,Turnover by C. Miles (bad pass; steal by J. Smith),,28-27,,
6:42.0,,,28-30,3,S. Napier makes 3-pt shot from 25 ft
6:41.0,Indiana full timeout,,28-30,,
6:41.0,,,28-30,,T. Harris enters the game for A. Gordon
6:41.0,,,28-30,,V. Oladipo enters the game for S. Napier
6:41.0,J. Hill enters the game for M. Turner,,28-30,,
6:19.0,R. Stuckey misses 2-pt shot from 16 ft,,28-30,,
6:17.0,Offensive rebound by Team,,28-30,,
6:00.0,J. Hill makes 2-pt shot from 2 ft,2,30-30,,
5:48.0,,,30-32,2,J. Smith makes 2-pt shot from 18 ft (assist by V. Oladipo)
5:41.0,G. Robinson misses 2-pt shot from 1 ft (block by T. Harris),,30-32,,
5:41.0,Offensive rebound by Team,,30-32,,
5:41.0,M. Ellis enters the game for G. Hill,,30-32,,
5:26.0,G. Robinson misses 3-pt shot from 24 ft,,30-32,,
5:25.0,,,30-32,,Defensive rebound by V. Oladipo
5:12.0,,,30-32,,Turnover by A. Nicholson (lost ball; steal by C. Miles)
5:05.0,C. Miles misses 2-pt shot from 1 ft,,30-32,,
5:03.0,,,30-32,,Defensive rebound by A. Nicholson
4:56.0,,,30-32,,A. Nicholson misses 3-pt shot from 23 ft
4:55.0,Defensive rebound by C. Miles,,30-32,,
4:45.0,J. Hill misses 2-pt shot from 3 ft (block by A. Nicholson),,30-32,,
4:42.0,,,30-32,,Defensive rebound by J. Smith
4:27.0,,,30-32,,J. Smith misses 2-pt shot from 19 ft
4:25.0,Defensive rebound by J. Hill,,30-32,,
4:18.0,J. Hill misses 2-pt shot from 20 ft,,30-32,,
4:17.0,,,30-32,,Defensive rebound by V. Oladipo
4:11.0,,,30-34,2,T. Harris makes 2-pt shot from 2 ft (assist by M. Hezonja)
3:59.0,,,30-34,,Personal take foul by V. Oladipo (drawn by M. Ellis)
3:59.0,L. Allen enters the game for C. Miles,,30-34,,
3:59.0,P. George enters the game for G. Robinson,,30-34,,
3:59.0,,,30-34,,A. Gordon enters the game for A. Nicholson
3:59.0,,,30-34,,N. Vucevic enters the game for J. Smith
3:59.0,,,30-34,,E. Fournier enters the game for M. Hezonja
3:47.0,Turnover by M. Ellis (bad pass; steal by E. Fournier),,30-34,,
3:41.0,,,30-36,2,E. Fournier makes 2-pt shot from 1 ft
3:40.0,Indiana full timeout,,30-36,,
3:17.0,R. Stuckey makes 2-pt shot from 11 ft (assist by M. Ellis),2,32-36,,
2:52.0,,,32-36,,A. Gordon misses 2-pt shot at rim (block by R. Stuckey)
2:47.0,,,32-36,,Offensive rebound by A. Gordon
2:47.0,,,32-38,2,A. Gordon makes 2-pt shot from 2 ft
2:35.0,M. Ellis misses 2-pt shot from 17 ft,,32-38,,
2:33.0,,,32-38,,Defensive rebound by Team
2:33.0,,,32-38,,Orlando full timeout
2:33.0,G. Hill enters the game for R. Stuckey,,32-38,,
2:33.0,I. Mahinmi enters the game for J. Hill,,32-38,,
2:17.0,,,32-38,,N. Vucevic misses 2-pt shot from 6 ft (block by L. Allen)
2:15.0,,,32-38,,Offensive rebound by N. Vucevic
2:12.0,,,32-38,,Turnover by N. Vucevic (bad pass; steal by G. Hill)
2:01.0,P. George misses 2-pt shot from 18 ft,,32-38,,
2:00.0,,,32-38,,Defensive rebound by V. Oladipo
1:48.0,,,32-38,,Turnover by T. Harris (lost ball; steal by M. Ellis)
1:31.0,G. Hill makes 3-pt shot from 24 ft (assist by M. Ellis),3,35-38,,
1:07.0,,,35-38,,E. Fournier misses 2-pt shot from 7 ft
1:06.0,Defensive rebound by I. Mahinmi,,35-38,,
0:56.0,P. George makes 2-pt shot from 2 ft (assist by I. Mahinmi),2,37-38,,
0:42.0,,,37-38,,N. Vucevic misses 2-pt shot from 18 ft
0:40.0,Defensive rebound by P. George,,37-38,,
0:22.0,M. Ellis misses 3-pt shot from 24 ft,,37-38,,
0:21.0,Offensive rebound by I. Mahinmi,,37-38,,
0:05.0,,,37-38,,Personal foul by E. Fournier (drawn by M. Ellis)
0:01.0,I. Mahinmi misses 2-pt shot from 2 ft (block by A. Gordon),,37-38,,
0:01.0,Offensive rebound by L. Allen,,37-38,,
0:01.0,L. Allen misses 2-pt shot from 1 ft,,37-38,,
0:00.0,,,37-38,,Defensive rebound by A. Gordon
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,37-40,2,N. Vucevic makes 2-pt shot from 12 ft
11:33.0,,,37-40,,Personal foul by E. Fournier (drawn by P. George)
11:25.0,M. Ellis misses 2-pt shot from 2 ft,,37-40,,
11:23.0,Offensive rebound by M. Ellis,,37-40,,
11:23.0,M. Ellis makes 2-pt shot from 1 ft,2,39-40,,
10:59.0,,,39-40,,T. Harris misses 3-pt shot from 23 ft
10:58.0,Defensive rebound by G. Hill,,39-40,,
10:48.0,P. George misses 3-pt shot from 25 ft,,39-40,,
10:46.0,,,39-40,,Defensive rebound by C. Frye
10:32.0,,,39-40,,E. Fournier misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by P. George,,39-40,,
10:20.0,Turnover by P. George (bad pass; steal by N. Vucevic),,39-40,,
10:04.0,,,39-40,,T. Harris misses 2-pt shot from 2 ft (block by I. Mahinmi)
10:02.0,Defensive rebound by G. Hill,,39-40,,
9:57.0,G. Hill misses 2-pt shot from 2 ft (block by V. Oladipo),,39-40,,
9:55.0,,,39-40,,Defensive rebound by N. Vucevic
9:48.0,,,39-40,,Turnover by N. Vucevic (bad pass; steal by M. Ellis)
9:43.0,Shooting foul by C. Frye (drawn by I. Mahinmi),,39-40,,
9:43.0,I. Mahinmi misses free throw 1 of 2,,39-40,,
9:43.0,Offensive rebound by Team,,39-40,,
9:43.0,I. Mahinmi makes free throw 2 of 2,1,40-40,,
9:28.0,,,40-40,,E. Fournier misses 3-pt shot from 23 ft
9:27.0,Defensive rebound by L. Allen,,40-40,,
9:23.0,Shooting foul by N. Vucevic (drawn by P. George),,40-40,,
9:23.0,P. George makes free throw 1 of 2,1,41-40,,
9:23.0,P. George makes free throw 2 of 2,1,42-40,,
9:11.0,,,42-40,,Turnover by E. Fournier (lost ball; steal by P. George)
9:07.0,P. George makes 2-pt shot from 2 ft,2,44-40,,
9:07.0,Shooting foul by V. Oladipo (drawn by P. George),,44-40,,
9:07.0,P. George makes free throw 1 of 1,1,45-40,,
8:55.0,,,45-42,2,N. Vucevic makes 2-pt shot from 18 ft (assist by V. Oladipo)
8:45.0,Shooting foul by C. Frye (drawn by I. Mahinmi),,45-42,,
8:45.0,I. Mahinmi makes free throw 1 of 2,1,46-42,,
8:45.0,I. Mahinmi makes free throw 2 of 2,1,47-42,,
8:34.0,Personal block foul by I. Mahinmi (drawn by E. Fournier),,47-42,,
8:26.0,,,47-44,2,V. Oladipo makes 2-pt shot from 17 ft
8:16.0,G. Hill makes 2-pt shot from 18 ft,2,49-44,,
8:01.0,,,49-46,2,V. Oladipo makes 2-pt shot from 2 ft (assist by C. Frye)
7:52.0,M. Ellis misses 3-pt shot from 23 ft,,49-46,,
7:51.0,,,49-46,,Defensive rebound by E. Fournier
7:38.0,,,49-46,,N. Vucevic misses 2-pt shot from 9 ft
7:38.0,,,49-46,,Offensive rebound by Team
7:38.0,Loose ball foul by M. Ellis (drawn by T. Harris),,49-46,,
7:21.0,,,49-46,,E. Fournier misses 3-pt shot from 24 ft
7:17.0,Defensive rebound by I. Mahinmi,,49-46,,
7:10.0,L. Allen makes 2-pt shot from 2 ft (assist by M. Ellis),2,51-46,,
6:50.0,,,51-46,,Turnover by E. Fournier (lost ball; steal by P. George)
6:48.0,,,51-46,,Personal foul by C. Frye (drawn by P. George)
6:48.0,,,51-46,,M. Hezonja enters the game for C. Frye
6:48.0,,,51-46,,A. Gordon enters the game for E. Fournier
6:48.0,P. George makes free throw 1 of 2,1,52-46,,
6:48.0,P. George makes free throw 2 of 2,1,53-46,,
6:39.0,,,53-46,,Turnover by V. Oladipo (bad pass; steal by M. Ellis)
6:33.0,P. George misses 2-pt shot at rim,,53-46,,
6:32.0,,,53-46,,Defensive rebound by T. Harris
6:28.0,,,53-46,,Turnover by M. Hezonja (bad pass)
6:21.0,L. Allen makes 2-pt shot from 17 ft (assist by G. Hill),2,55-46,,
6:05.0,,,55-48,2,N. Vucevic makes 2-pt shot from 6 ft (assist by V. Oladipo)
5:50.0,M. Ellis makes 2-pt shot from 17 ft (assist by I. Mahinmi),2,57-48,,
5:30.0,,,57-48,,T. Harris misses 3-pt shot from 24 ft
5:28.0,,,57-48,,Offensive rebound by A. Gordon
5:28.0,,,57-50,2,A. Gordon makes 2-pt shot from 1 ft
5:08.0,Turnover by M. Ellis (bad pass; steal by N. Vucevic),,57-50,,
4:59.0,,,57-50,,Orlando full timeout
4:59.0,R. Stuckey enters the game for G. Hill,,57-50,,
4:46.0,,,57-50,,T. Harris misses 2-pt shot from 9 ft
4:45.0,Defensive rebound by P. George,,57-50,,
4:34.0,P. George misses 3-pt shot from 24 ft,,57-50,,
4:33.0,,,57-50,,Defensive rebound by M. Hezonja
4:20.0,,,57-53,3,V. Oladipo makes 3-pt shot from 23 ft (assist by T. Harris)
3:53.0,Turnover by P. George (bad pass),,57-53,,
3:42.0,,,57-53,,M. Hezonja misses 2-pt shot from 2 ft (block by L. Allen)
3:42.0,,,57-53,,Offensive rebound by Team
3:42.0,C. Miles enters the game for L. Allen,,57-53,,
3:33.0,,,57-53,,T. Harris misses 3-pt shot from 26 ft
3:32.0,Defensive rebound by I. Mahinmi,,57-53,,
3:13.0,I. Mahinmi misses 2-pt shot from 5 ft,,57-53,,
3:12.0,,,57-53,,Defensive rebound by A. Gordon
3:08.0,,,57-55,2,T. Harris makes 2-pt shot from 2 ft (assist by A. Gordon)
2:53.0,C. Miles misses 2-pt shot from 14 ft,,57-55,,
2:52.0,Offensive rebound by I. Mahinmi,,57-55,,
2:50.0,Indiana full timeout,,57-55,,
2:50.0,,,57-55,,D. Dedmon enters the game for T. Harris
2:50.0,,,57-55,,E. Fournier enters the game for N. Vucevic
2:50.0,M. Turner enters the game for I. Mahinmi,,57-55,,
2:41.0,Shooting foul by A. Gordon (drawn by P. George),,57-55,,
2:41.0,P. George makes free throw 1 of 2,1,58-55,,
2:41.0,P. George makes free throw 2 of 2,1,59-55,,
2:22.0,,,59-55,,V. Oladipo misses 3-pt shot from 23 ft
2:21.0,Defensive rebound by R. Stuckey,,59-55,,
2:10.0,C. Miles makes 3-pt shot from 24 ft (assist by P. George),3,62-55,,
1:48.0,,,62-55,,Shooting foul by M. Turner (drawn by A. Gordon)
1:48.0,,,62-56,1,A. Gordon makes free throw 1 of 2
1:48.0,,,62-56,,S. Napier enters the game for V. Oladipo
1:48.0,,,62-57,1,A. Gordon makes free throw 2 of 2
1:33.0,M. Ellis makes 2-pt shot from 20 ft,2,64-57,,
1:18.0,,,64-57,,Turnover by A. Gordon (bad pass)
1:05.0,Offensive foul by P. George,,64-57,,
1:05.0,Turnover by P. George (offensive foul),,64-57,,
0:53.0,,,64-57,,S. Napier misses 2-pt shot from 2 ft (block by M. Turner)
0:51.0,Defensive rebound by P. George,,64-57,,
0:48.0,P. George misses 3-pt shot from 25 ft,,64-57,,
0:45.0,,,64-57,,Defensive rebound by Team
0:30.0,,,64-57,,M. Hezonja misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by M. Turner,,64-57,,
0:07.0,M. Ellis makes 2-pt shot from 19 ft,2,66-57,,
0:02.0,,,66-57,,Shooting foul by M. Ellis (drawn by S. Napier)
0:02.0,,,66-58,1,S. Napier makes free throw 1 of 2
0:02.0,,,66-59,1,S. Napier makes free throw 2 of 2
0:00.0,M. Ellis misses 3-pt shot from 56 ft,,66-59,,
0:00.0,Offensive rebound by Team,,66-59,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,R. Stuckey misses 3-pt shot from 25 ft,,66-59,,
11:39.0,,,66-59,,Defensive rebound by D. Dedmon
11:25.0,,,66-59,,V. Oladipo misses 2-pt shot from 2 ft (block by J. Hill)
11:23.0,,,66-59,,Offensive rebound by V. Oladipo
11:18.0,,,66-61,2,E. Fournier makes 2-pt shot from 22 ft (assist by M. Hezonja)
10:59.0,C. Miles misses 3-pt shot from 24 ft,,66-61,,
10:58.0,Offensive rebound by J. Hill,,66-61,,
10:55.0,J. Hill makes 2-pt shot from 9 ft,2,68-61,,
10:38.0,,,68-64,3,V. Oladipo makes 3-pt shot from 25 ft (assist by E. Fournier)
10:19.0,G. Hill misses 2-pt shot from 2 ft (block by D. Dedmon),,68-64,,
10:19.0,Offensive rebound by Team,,68-64,,
10:16.0,Turnover by G. Robinson (bad pass; steal by E. Fournier),,68-64,,
10:10.0,,,68-64,,Turnover by M. Hezonja (bad pass)
9:47.0,G. Robinson misses 2-pt shot from 19 ft,,68-64,,
9:46.0,,,68-64,,Defensive rebound by Team
9:45.0,Loose ball foul by C. Miles (drawn by A. Nicholson),,68-64,,
9:29.0,Personal foul by C. Miles (drawn by A. Nicholson),,68-64,,
9:24.0,,,68-64,,V. Oladipo misses 2-pt shot from 13 ft
9:23.0,,,68-64,,Offensive rebound by D. Dedmon
9:22.0,,,68-64,,Shooting foul by J. Hill (drawn by D. Dedmon)
9:22.0,,,68-65,1,D. Dedmon makes free throw 1 of 2
9:22.0,,,68-66,1,D. Dedmon makes free throw 2 of 2
9:00.0,J. Hill misses 2-pt shot from 17 ft,,68-66,,
8:59.0,,,68-66,,Defensive rebound by M. Hezonja
8:48.0,,,68-66,,Turnover by V. Oladipo (bad pass; steal by R. Stuckey)
8:43.0,G. Robinson makes 2-pt shot at rim (assist by R. Stuckey),2,70-66,,
8:32.0,,,70-66,,D. Dedmon misses 2-pt shot from 1 ft
8:30.0,Defensive rebound by G. Robinson,,70-66,,
8:26.0,Shooting foul by M. Hezonja (drawn by G. Robinson),,70-66,,
8:26.0,Official timeout,,70-66,,
8:26.0,G. Robinson misses free throw 1 of 2,,70-66,,
8:26.0,Offensive rebound by Team,,70-66,,
8:26.0,G. Robinson makes free throw 2 of 2,1,71-66,,
8:05.0,,,71-66,,E. Fournier misses 2-pt shot from 20 ft
8:03.0,Defensive rebound by G. Hill,,71-66,,
7:48.0,C. Miles misses 2-pt shot from 20 ft,,71-66,,
7:47.0,,,71-66,,Defensive rebound by E. Fournier
7:42.0,Personal foul by G. Robinson (drawn by E. Fournier),,71-66,,
7:42.0,P. George enters the game for G. Robinson,,71-66,,
7:42.0,,,71-66,,N. Vucevic enters the game for D. Dedmon
7:29.0,,,71-69,3,V. Oladipo makes 3-pt shot from 25 ft (assist by A. Nicholson)
7:11.0,C. Miles misses 3-pt shot from 25 ft,,71-69,,
7:10.0,Offensive rebound by J. Hill,,71-69,,
7:03.0,G. Hill makes 3-pt shot from 25 ft (assist by P. George),3,74-69,,
6:41.0,Personal foul by P. George (drawn by E. Fournier),,74-69,,
6:41.0,,,74-70,1,E. Fournier makes free throw 1 of 2
6:41.0,I. Mahinmi enters the game for J. Hill,,74-70,,
6:41.0,L. Allen enters the game for C. Miles,,74-70,,
6:41.0,,,74-70,,T. Harris enters the game for M. Hezonja
6:41.0,,,74-71,1,E. Fournier makes free throw 2 of 2
6:26.0,G. Hill makes 3-pt shot from 24 ft (assist by I. Mahinmi),3,77-71,,
6:02.0,,,77-73,2,T. Harris makes 2-pt shot from 9 ft (assist by E. Fournier)
5:41.0,R. Stuckey misses 2-pt shot from 17 ft,,77-73,,
5:39.0,Offensive rebound by L. Allen,,77-73,,
5:39.0,,,77-73,,Personal foul by E. Fournier (drawn by L. Allen)
5:39.0,,,77-73,,Orlando full timeout
5:39.0,M. Ellis enters the game for G. Hill,,77-73,,
5:21.0,Turnover by R. Stuckey (bad pass; steal by V. Oladipo),,77-73,,
5:00.0,,,77-73,,V. Oladipo misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by P. George,,77-73,,
4:56.0,,,77-73,,Personal foul by E. Fournier (drawn by P. George)
4:33.0,M. Ellis makes 3-pt shot from 25 ft,3,80-73,,
4:12.0,,,80-75,2,N. Vucevic makes 2-pt shot from 13 ft
4:01.0,Shooting foul by N. Vucevic (drawn by R. Stuckey),,80-75,,
4:01.0,R. Stuckey makes free throw 1 of 2,1,81-75,,
4:01.0,R. Stuckey makes free throw 2 of 2,1,82-75,,
3:47.0,Personal foul by I. Mahinmi (drawn by N. Vucevic),,82-75,,
3:47.0,,,82-75,,N. Vucevic misses free throw 1 of 2
3:47.0,,,82-75,,Offensive rebound by Team
3:47.0,G. Hill enters the game for R. Stuckey,,82-75,,
3:47.0,J. Hill enters the game for I. Mahinmi,,82-75,,
3:47.0,,,82-76,1,N. Vucevic makes free throw 2 of 2
3:32.0,J. Hill makes 2-pt shot at rim (assist by M. Ellis),2,84-76,,
3:09.0,,,84-76,,N. Vucevic misses 2-pt shot from 10 ft
3:07.0,Defensive rebound by L. Allen,,84-76,,
3:02.0,Shooting foul by T. Harris (drawn by P. George),,84-76,,
3:02.0,P. George makes free throw 1 of 2,1,85-76,,
3:02.0,P. George makes free throw 2 of 2,1,86-76,,
2:45.0,,,86-78,2,N. Vucevic makes 2-pt shot from 9 ft
2:44.0,Indiana full timeout,,86-78,,
2:23.0,Shooting foul by V. Oladipo (drawn by G. Hill),,86-78,,
2:23.0,G. Hill makes free throw 1 of 3,1,87-78,,
2:23.0,G. Hill makes free throw 2 of 3,1,88-78,,
2:23.0,G. Hill makes free throw 3 of 3,1,89-78,,
2:06.0,,,89-78,,E. Fournier misses 2-pt shot from 10 ft
2:05.0,,,89-78,,Offensive rebound by A. Nicholson
2:02.0,,,89-81,3,E. Fournier makes 3-pt shot from 25 ft (assist by A. Nicholson)
1:48.0,Offensive foul by M. Ellis,,89-81,,
1:48.0,Turnover by M. Ellis (offensive foul),,89-81,,
1:31.0,,,89-84,3,V. Oladipo makes 3-pt shot from 25 ft
1:11.0,M. Ellis misses 2-pt shot from 19 ft,,89-84,,
1:10.0,,,89-84,,Defensive rebound by A. Nicholson
0:58.0,Personal block foul by G. Hill (drawn by V. Oladipo),,89-84,,
0:58.0,,,89-85,1,V. Oladipo makes free throw 1 of 2
0:58.0,I. Mahinmi enters the game for J. Hill,,89-85,,
0:58.0,,,89-86,1,V. Oladipo makes free throw 2 of 2
0:58.0,Indiana full timeout,,89-86,,
0:58.0,C. Miles enters the game for L. Allen,,89-86,,
0:50.0,Shooting foul by E. Fournier (drawn by M. Ellis),,89-86,,
0:50.0,M. Ellis makes free throw 1 of 2,1,90-86,,
0:50.0,L. Allen enters the game for C. Miles,,90-86,,
0:50.0,M. Ellis makes free throw 2 of 2,1,91-86,,
0:50.0,,,91-86,,Orlando full timeout
0:41.0,,,91-86,,V. Oladipo misses 2-pt shot from 4 ft
0:39.0,,,91-86,,Offensive rebound by A. Nicholson
