time,Orlando,pts.away,score,pts.home,Boston
8:41.0,V. Oladipo makes free throw 2 of 2,1,5-2,,
8:17.0,,,5-4,2,J. Sullinger makes 2-pt shot from 8 ft
8:06.0,T. Harris misses 2-pt shot from 2 ft,,5-4,,
8:05.0,Offensive rebound by A. Gordon,,5-4,,
8:05.0,Shooting foul by A. Johnson (drawn by A. Gordon),,5-4,,
8:05.0,A. Gordon makes free throw 1 of 2,1,6-4,,
8:05.0,A. Gordon makes free throw 2 of 2,1,7-4,,
7:47.0,,,7-6,2,J. Sullinger makes 2-pt shot from 1 ft
7:47.0,,,7-6,,Shooting foul by A. Gordon (drawn by J. Sullinger)
7:47.0,,,7-7,1,J. Sullinger makes free throw 1 of 1
7:38.0,,,7-7,,Personal foul by I. Thomas (drawn by E. Payton)
7:21.0,V. Oladipo misses 3-pt shot from 27 ft,,7-7,,
7:20.0,,,7-7,,Defensive rebound by A. Johnson
7:09.0,,,7-7,,I. Thomas misses 2-pt shot from 4 ft
7:08.0,Defensive rebound by A. Gordon,,7-7,,
6:59.0,E. Payton misses 2-pt shot from 2 ft (block by J. Sullinger),,7-7,,
6:58.0,,,7-7,,Defensive rebound by J. Sullinger
6:49.0,,,7-7,,A. Johnson misses 2-pt shot from 7 ft
6:48.0,Defensive rebound by A. Gordon,,7-7,,
6:42.0,E. Payton makes 2-pt shot from 2 ft (assist by V. Oladipo),2,9-7,,
6:32.0,Personal foul by E. Payton (drawn by I. Thomas),,9-7,,
6:20.0,,,9-7,,J. Sullinger misses 2-pt shot from 16 ft
6:19.0,Defensive rebound by A. Gordon,,9-7,,
6:02.0,V. Oladipo misses 2-pt shot from 19 ft,,9-7,,
6:01.0,,,9-7,,Defensive rebound by A. Johnson
5:53.0,,,9-9,2,I. Thomas makes 2-pt shot from 1 ft
5:31.0,N. Vucevic makes 2-pt shot from 5 ft (assist by A. Gordon),2,11-9,,
5:21.0,,,11-9,,A. Bradley misses 3-pt shot from 26 ft
5:20.0,,,11-9,,Offensive rebound by A. Johnson
5:15.0,,,11-11,2,J. Sullinger makes 2-pt shot at rim (assist by I. Thomas)
5:09.0,Orlando full timeout,,11-11,,
4:56.0,T. Harris makes 3-pt shot from 25 ft (assist by N. Vucevic),3,14-11,,
4:37.0,,,14-11,,Shooting foul by E. Payton (drawn by I. Thomas)
4:37.0,,,14-12,1,I. Thomas makes free throw 1 of 2
4:37.0,E. Fournier enters the game for E. Payton,,14-12,,
4:37.0,,,14-13,1,I. Thomas makes free throw 2 of 2
4:13.0,V. Oladipo misses 2-pt shot from 8 ft,,14-13,,
4:12.0,,,14-13,,Defensive rebound by J. Sullinger
4:05.0,,,14-15,2,I. Thomas makes 2-pt shot from 22 ft
3:45.0,N. Vucevic misses 2-pt shot from 4 ft,,14-15,,
3:44.0,,,14-15,,Defensive rebound by J. Sullinger
3:36.0,,,14-15,,I. Thomas misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by N. Vucevic,,14-15,,
3:22.0,Turnover by T. Harris (bad pass),,14-15,,
3:22.0,,,14-15,,E. Turner enters the game for J. Sullinger
3:22.0,,,14-15,,M. Smart enters the game for A. Bradley
3:11.0,,,14-17,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
2:55.0,Turnover by T. Harris (bad pass),,14-17,,
2:55.0,,,14-17,,Boston full timeout
2:55.0,C. Frye enters the game for A. Gordon,,14-17,,
2:55.0,S. Napier enters the game for V. Oladipo,,14-17,,
2:55.0,M. Hezonja enters the game for T. Harris,,14-17,,
2:35.0,,,14-19,2,J. Crowder makes 2-pt shot from 12 ft (assist by I. Thomas)
2:22.0,S. Napier makes 2-pt shot from 7 ft,2,16-19,,
2:04.0,,,16-19,,J. Crowder misses 3-pt shot from 25 ft
2:02.0,Defensive rebound by E. Fournier,,16-19,,
1:51.0,C. Frye makes 2-pt shot from 20 ft (assist by E. Fournier),2,18-19,,
1:44.0,,,18-19,,I. Thomas misses 2-pt shot from 2 ft
1:43.0,Defensive rebound by N. Vucevic,,18-19,,
1:27.0,E. Fournier misses 2-pt shot from 15 ft,,18-19,,
1:26.0,,,18-19,,Defensive rebound by A. Johnson
1:14.0,,,18-22,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
1:00.0,Turnover by M. Hezonja (bad pass; steal by J. Crowder),,18-22,,
0:58.0,,,18-24,2,E. Turner makes 2-pt shot from 1 ft
0:45.0,S. Napier misses 3-pt shot from 26 ft,,18-24,,
0:44.0,Offensive rebound by Team,,18-24,,
0:44.0,,,18-24,,Loose ball foul by E. Turner (drawn by C. Frye)
0:44.0,,,18-24,,K. Olynyk enters the game for I. Thomas
0:37.0,E. Fournier makes 2-pt shot from 20 ft,2,20-24,,
0:28.0,,,20-26,2,J. Crowder makes 2-pt shot from 2 ft (assist by E. Turner)
0:08.0,E. Fournier makes 2-pt shot from 19 ft (assist by S. Napier),2,22-26,,
0:00.0,,,22-26,,E. Turner misses 2-pt shot from 13 ft
0:00.0,,,22-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,J. Smith misses 2-pt shot from 1 ft,,22-26,,
11:47.0,,,22-26,,Defensive rebound by E. Turner
11:27.0,,,22-26,,K. Olynyk misses 2-pt shot from 1 ft (block by C. Frye)
11:26.0,Defensive rebound by C. Frye,,22-26,,
11:21.0,Turnover by S. Napier (bad pass),,22-26,,
11:14.0,Personal foul by E. Fournier (drawn by E. Turner),,22-26,,
10:59.0,,,22-26,,K. Olynyk misses 2-pt shot from 17 ft
10:58.0,Defensive rebound by C. Frye,,22-26,,
10:43.0,Turnover by C. Frye (bad pass; steal by E. Turner),,22-26,,
10:36.0,,,22-28,2,E. Turner makes 2-pt shot from 11 ft
10:17.0,S. Napier makes 2-pt shot from 22 ft,2,24-28,,
9:58.0,,,24-28,,Shooting foul by M. Hezonja (drawn by E. Turner)
9:58.0,,,24-29,1,E. Turner makes free throw 1 of 2
9:58.0,,,24-30,1,E. Turner makes free throw 2 of 2
9:36.0,E. Fournier misses 2-pt shot from 12 ft (block by M. Smart),,24-30,,
9:35.0,,,24-30,,Defensive rebound by M. Smart
9:34.0,Personal foul by E. Fournier (drawn by M. Smart),,24-30,,
9:23.0,,,24-30,,E. Turner misses 2-pt shot from 10 ft
9:20.0,,,24-30,,Offensive rebound by J. Jerebko
9:16.0,,,24-33,3,M. Smart makes 3-pt shot from 25 ft (assist by E. Turner)
9:01.0,Shooting foul by K. Olynyk (drawn by E. Fournier),,24-33,,
9:01.0,E. Fournier misses free throw 1 of 2,,24-33,,
9:01.0,Offensive rebound by Team,,24-33,,
9:01.0,E. Fournier makes free throw 2 of 2,1,25-33,,
8:48.0,,,25-35,2,A. Bradley makes 2-pt shot from 20 ft (assist by K. Olynyk)
8:36.0,E. Fournier makes 2-pt shot from 2 ft,2,27-35,,
8:25.0,,,27-35,,Shooting foul by M. Hezonja (drawn by E. Turner)
8:25.0,,,27-37,2,E. Turner makes 2-pt shot from 3 ft
8:25.0,Official timeout,,27-37,,
8:25.0,,,27-38,1,E. Turner makes free throw 1 of 1
8:09.0,Shooting foul by M. Smart (drawn by E. Fournier),,27-38,,
8:09.0,E. Fournier makes free throw 1 of 2,1,28-38,,
8:09.0,E. Payton enters the game for S. Napier,,28-38,,
8:09.0,E. Fournier misses free throw 2 of 2,,28-38,,
8:09.0,,,28-38,,Defensive rebound by E. Turner
7:54.0,,,28-38,,Turnover by J. Jerebko (lost ball; steal by E. Fournier)
7:50.0,M. Hezonja makes 2-pt shot at rim (assist by E. Fournier),2,30-38,,
7:28.0,,,30-38,,A. Bradley misses 3-pt shot from 26 ft
7:27.0,Defensive rebound by E. Payton,,30-38,,
7:17.0,E. Payton misses 2-pt shot from 2 ft,,30-38,,
7:16.0,Offensive rebound by J. Smith,,30-38,,
7:16.0,J. Smith makes 2-pt shot from 1 ft,2,32-38,,
7:03.0,,,32-38,,Turnover by E. Turner (bad pass; steal by J. Smith)
6:57.0,Turnover by C. Frye (step out of bounds),,32-38,,
6:38.0,,,32-38,,Turnover by E. Turner (bad pass; steal by C. Frye)
6:27.0,J. Smith misses 2-pt shot from 19 ft,,32-38,,
6:26.0,,,32-38,,Defensive rebound by J. Jerebko
6:15.0,,,32-38,,Shooting foul by J. Smith (drawn by K. Olynyk)
6:15.0,,,32-38,,K. Olynyk misses free throw 1 of 2
6:15.0,,,32-38,,Offensive rebound by Team
6:15.0,V. Oladipo enters the game for E. Fournier,,32-38,,
6:15.0,,,32-39,1,K. Olynyk makes free throw 2 of 2
6:07.0,Offensive foul by J. Smith,,32-39,,
6:07.0,Turnover by J. Smith (offensive foul),,32-39,,
6:07.0,N. Vucevic enters the game for J. Smith,,32-39,,
5:54.0,,,32-41,2,K. Olynyk makes 2-pt shot at rim
5:40.0,N. Vucevic misses 2-pt shot from 20 ft,,32-41,,
5:39.0,,,32-41,,Defensive rebound by J. Jerebko
5:30.0,,,32-41,,K. Olynyk misses 3-pt shot from 26 ft
5:29.0,Defensive rebound by E. Payton,,32-41,,
5:18.0,E. Payton misses 2-pt shot from 1 ft,,32-41,,
5:17.0,,,32-41,,Defensive rebound by J. Jerebko
5:07.0,,,32-44,3,J. Jerebko makes 3-pt shot from 26 ft (assist by E. Turner)
4:59.0,Orlando full timeout,,32-44,,
4:59.0,T. Harris enters the game for C. Frye,,32-44,,
4:59.0,A. Gordon enters the game for M. Hezonja,,32-44,,
4:51.0,V. Oladipo makes 2-pt shot from 21 ft (assist by N. Vucevic),2,34-44,,
4:25.0,Inbound foul by A. Gordon,,34-44,,
4:25.0,,,34-45,1,J. Jerebko makes free throw 1 of 2
4:25.0,,,34-45,,I. Thomas enters the game for M. Smart
4:25.0,,,34-45,,J. Sullinger enters the game for K. Olynyk
4:25.0,,,34-46,1,J. Jerebko makes free throw 2 of 2
4:16.0,Shooting foul by J. Sullinger (drawn by V. Oladipo),,34-46,,
4:16.0,V. Oladipo makes free throw 1 of 2,1,35-46,,
4:16.0,V. Oladipo makes free throw 2 of 2,1,36-46,,
3:55.0,,,36-49,3,J. Jerebko makes 3-pt shot from 25 ft (assist by I. Thomas)
3:42.0,N. Vucevic makes 2-pt shot from 2 ft,2,38-49,,
3:24.0,,,38-49,,J. Crowder enters the game for E. Turner
3:19.0,,,38-49,,Turnover by J. Sullinger (lost ball; steal by V. Oladipo)
3:12.0,Offensive foul by N. Vucevic,,38-49,,
3:12.0,Turnover by N. Vucevic (offensive foul),,38-49,,
2:58.0,,,38-49,,Offensive foul by I. Thomas
2:58.0,,,38-49,,Turnover by I. Thomas (offensive foul)
2:58.0,,,38-49,,Boston full timeout
2:58.0,,,38-49,,A. Johnson enters the game for J. Jerebko
2:43.0,N. Vucevic makes 2-pt shot from 2 ft,2,40-49,,
2:33.0,,,40-51,2,I. Thomas makes 2-pt shot at rim
2:25.0,,,40-51,,Personal foul by J. Crowder (drawn by N. Vucevic)
2:14.0,E. Payton makes 2-pt shot from 3 ft (assist by N. Vucevic),2,42-51,,
2:02.0,,,42-51,,A. Bradley misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by Team,,42-51,,
1:53.0,Shooting foul by A. Johnson (drawn by V. Oladipo),,42-51,,
1:53.0,V. Oladipo makes free throw 1 of 2,1,43-51,,
1:53.0,,,43-51,,M. Smart enters the game for A. Bradley
1:53.0,V. Oladipo makes free throw 2 of 2,1,44-51,,
1:41.0,,,44-54,3,M. Smart makes 3-pt shot from 27 ft (assist by I. Thomas)
1:22.0,T. Harris misses 3-pt shot from 27 ft,,44-54,,
1:21.0,,,44-54,,Defensive rebound by J. Sullinger
1:14.0,,,44-54,,Turnover by I. Thomas (lost ball; steal by E. Payton)
1:10.0,E. Payton makes 2-pt shot at rim,2,46-54,,
0:51.0,,,46-54,,I. Thomas misses 2-pt shot from 2 ft
0:50.0,Defensive rebound by A. Gordon,,46-54,,
0:45.0,T. Harris makes 2-pt shot from 2 ft,2,48-54,,
0:35.0,Personal foul by E. Payton (drawn by I. Thomas),,48-54,,
0:35.0,,,48-55,1,I. Thomas makes free throw 1 of 2
0:35.0,S. Napier enters the game for E. Payton,,48-55,,
0:35.0,,,48-55,,E. Turner enters the game for J. Sullinger
0:35.0,,,48-56,1,I. Thomas makes free throw 2 of 2
0:29.0,S. Napier misses 3-pt shot from 25 ft,,48-56,,
0:28.0,Offensive rebound by N. Vucevic,,48-56,,
0:06.0,Shooting foul by A. Johnson (drawn by N. Vucevic),,48-56,,
0:06.0,N. Vucevic makes free throw 1 of 2,1,49-56,,
0:06.0,,,49-56,,K. Olynyk enters the game for A. Johnson
0:06.0,N. Vucevic makes free throw 2 of 2,1,50-56,,
0:01.0,,,50-58,2,I. Thomas makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,N. Vucevic misses 2-pt shot from 4 ft,,50-58,,
11:35.0,Offensive rebound by A. Gordon,,50-58,,
11:33.0,A. Gordon makes 2-pt shot at rim,2,52-58,,
11:16.0,,,52-58,,J. Crowder misses 3-pt shot from 26 ft
11:15.0,Defensive rebound by V. Oladipo,,52-58,,
11:12.0,,,52-58,,Personal foul by J. Crowder (drawn by T. Harris)
11:12.0,T. Harris makes free throw 1 of 2,1,53-58,,
11:12.0,T. Harris makes free throw 2 of 2,1,54-58,,
11:02.0,,,54-58,,J. Sullinger misses 2-pt shot from 1 ft
11:01.0,Defensive rebound by N. Vucevic,,54-58,,
10:39.0,A. Gordon misses 2-pt shot from 8 ft,,54-58,,
10:38.0,,,54-58,,Defensive rebound by A. Bradley
10:23.0,,,54-58,,J. Sullinger misses 2-pt shot from 20 ft
10:22.0,,,54-58,,Offensive rebound by A. Johnson
10:19.0,,,54-58,,I. Thomas misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by T. Harris,,54-58,,
9:55.0,N. Vucevic makes 2-pt shot from 20 ft (assist by A. Gordon),2,56-58,,
9:32.0,,,56-61,3,J. Crowder makes 3-pt shot from 26 ft (assist by A. Johnson)
9:11.0,V. Oladipo misses 3-pt shot from 22 ft,,56-61,,
9:10.0,,,56-61,,Defensive rebound by J. Sullinger
9:02.0,,,56-61,,Turnover by I. Thomas (lost ball)
8:50.0,N. Vucevic misses 2-pt shot from 17 ft,,56-61,,
8:49.0,,,56-61,,Defensive rebound by J. Crowder
8:43.0,,,56-61,,J. Crowder misses 2-pt shot from 2 ft
8:42.0,Defensive rebound by N. Vucevic,,56-61,,
8:35.0,E. Payton misses 2-pt shot from 14 ft,,56-61,,
8:33.0,Offensive rebound by T. Harris,,56-61,,
8:32.0,T. Harris misses 2-pt shot from 1 ft (block by A. Johnson),,56-61,,
8:30.0,,,56-61,,Defensive rebound by J. Sullinger
8:28.0,,,56-63,2,J. Crowder makes 2-pt shot from 2 ft (assist by J. Sullinger)
8:14.0,V. Oladipo makes 2-pt shot at rim,2,58-63,,
8:02.0,,,58-63,,Boston full timeout
8:02.0,,,58-63,,J. Crowder misses 2-pt shot from 20 ft
8:01.0,,,58-63,,Offensive rebound by J. Sullinger
7:57.0,,,58-63,,I. Thomas misses 3-pt shot from 24 ft
7:56.0,,,58-63,,Offensive rebound by A. Johnson
7:56.0,,,58-63,,Shooting foul by T. Harris (drawn by A. Johnson)
7:56.0,,,58-63,,A. Johnson misses free throw 1 of 2
7:56.0,,,58-63,,Offensive rebound by Team
7:56.0,,,58-64,1,A. Johnson makes free throw 2 of 2
7:32.0,A. Gordon misses 2-pt shot from 5 ft (block by J. Sullinger),,58-64,,
7:30.0,,,58-64,,Defensive rebound by J. Sullinger
7:21.0,,,58-64,,A. Bradley misses 2-pt shot from 17 ft
7:20.0,Defensive rebound by V. Oladipo,,58-64,,
7:06.0,A. Gordon misses 2-pt shot from 19 ft,,58-64,,
7:04.0,,,58-64,,Defensive rebound by J. Crowder
6:52.0,,,58-66,2,J. Sullinger makes 2-pt shot from 19 ft (assist by I. Thomas)
6:40.0,A. Gordon makes 3-pt shot from 23 ft (assist by V. Oladipo),3,61-66,,
6:23.0,,,61-66,,J. Sullinger misses 2-pt shot from 21 ft
6:22.0,Defensive rebound by T. Harris,,61-66,,
6:12.0,T. Harris misses 2-pt shot from 2 ft (block by J. Crowder),,61-66,,
6:11.0,,,61-66,,Defensive rebound by A. Bradley
6:05.0,,,61-68,2,A. Johnson makes 2-pt shot from 1 ft (assist by J. Crowder)
5:45.0,Shooting foul by A. Johnson (drawn by A. Gordon),,61-68,,
5:45.0,A. Gordon makes free throw 1 of 2,1,62-68,,
5:45.0,,,62-68,,K. Olynyk enters the game for A. Johnson
5:45.0,A. Gordon makes free throw 2 of 2,1,63-68,,
5:32.0,Personal foul by T. Harris (drawn by J. Crowder),,63-68,,
5:24.0,,,63-68,,I. Thomas misses 2-pt shot from 6 ft
5:23.0,,,63-68,,Offensive rebound by K. Olynyk
5:22.0,,,63-70,2,K. Olynyk makes 2-pt shot from 1 ft
5:10.0,Shooting foul by A. Bradley (drawn by V. Oladipo),,63-70,,
5:10.0,V. Oladipo misses free throw 1 of 3,,63-70,,
5:10.0,Offensive rebound by Team,,63-70,,
5:10.0,V. Oladipo makes free throw 2 of 3,1,64-70,,
5:10.0,V. Oladipo misses free throw 3 of 3,,64-70,,
5:10.0,,,64-70,,Defensive rebound by J. Sullinger
4:54.0,,,64-73,3,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas)
4:42.0,,,64-73,,Personal block foul by A. Bradley (drawn by V. Oladipo)
4:42.0,E. Fournier enters the game for A. Gordon,,64-73,,
4:28.0,N. Vucevic misses 2-pt shot from 10 ft,,64-73,,
4:27.0,,,64-73,,Defensive rebound by J. Crowder
4:03.0,,,64-75,2,I. Thomas makes 2-pt shot from 3 ft (assist by K. Olynyk)
3:46.0,E. Payton makes 2-pt shot from 20 ft (assist by E. Fournier),2,66-75,,
3:34.0,,,66-75,,I. Thomas misses 2-pt shot from 3 ft (block by N. Vucevic)
3:34.0,Defensive rebound by N. Vucevic,,66-75,,
3:34.0,,,66-75,,Personal foul by I. Thomas (drawn by N. Vucevic)
3:34.0,N. Vucevic makes free throw 1 of 2,1,67-75,,
3:34.0,,,67-75,,M. Smart enters the game for A. Bradley
3:34.0,,,67-75,,E. Turner enters the game for J. Sullinger
3:34.0,N. Vucevic makes free throw 2 of 2,1,68-75,,
3:13.0,,,68-75,,Shooting foul by E. Fournier (drawn by E. Turner)
3:13.0,,,68-76,1,E. Turner makes free throw 1 of 2
3:13.0,,,68-77,1,E. Turner makes free throw 2 of 2
3:00.0,Shooting foul by K. Olynyk (drawn by N. Vucevic),,68-77,,
3:00.0,N. Vucevic makes free throw 1 of 2,1,69-77,,
3:00.0,N. Vucevic makes free throw 2 of 2,1,70-77,,
2:43.0,,,70-80,3,M. Smart makes 3-pt shot from 26 ft (assist by J. Crowder)
2:24.0,N. Vucevic misses 2-pt shot from 2 ft,,70-80,,
2:23.0,,,70-80,,Defensive rebound by K. Olynyk
2:12.0,,,70-80,,M. Smart misses 3-pt shot from 26 ft
2:11.0,Defensive rebound by T. Harris,,70-80,,
1:59.0,E. Payton makes 2-pt shot from 2 ft,2,72-80,,
1:47.0,Orlando full timeout,,72-80,,
1:47.0,J. Smith enters the game for N. Vucevic,,72-80,,
1:37.0,,,72-82,2,K. Olynyk makes 2-pt shot from 20 ft (assist by E. Turner)
1:18.0,E. Fournier misses 3-pt shot from 29 ft,,72-82,,
1:18.0,,,72-82,,Defensive rebound by J. Crowder
1:04.0,,,72-82,,Turnover by K. Olynyk (bad pass; steal by E. Payton)
1:00.0,E. Payton makes 2-pt shot at rim,2,74-82,,
0:49.0,,,74-82,,J. Crowder misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by E. Fournier,,74-82,,
0:41.0,Turnover by J. Smith (lost ball; steal by M. Smart),,74-82,,
0:37.0,Personal foul by J. Smith (drawn by M. Smart),,74-82,,
0:37.0,,,74-83,1,M. Smart makes free throw 1 of 2
0:37.0,,,74-83,,J. Jerebko enters the game for I. Thomas
0:37.0,M. Hezonja enters the game for V. Oladipo,,74-83,,
0:37.0,,,74-84,1,M. Smart makes free throw 2 of 2
0:25.0,T. Harris misses 2-pt shot at rim,,74-84,,
0:24.0,Offensive rebound by Team,,74-84,,
0:06.0,T. Harris makes 3-pt shot from 26 ft (assist by E. Payton),3,77-84,,
0:00.0,,,77-86,2,E. Turner makes 2-pt shot from 14 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,77-89,3,K. Olynyk makes 3-pt shot from 23 ft (assist by M. Smart)
11:28.0,,,77-89,,Personal foul by M. Smart (drawn by E. Fournier)
11:14.0,E. Fournier misses 3-pt shot from 27 ft,,77-89,,
11:13.0,,,77-89,,Defensive rebound by K. Olynyk
10:50.0,,,77-89,,K. Olynyk misses 2-pt shot from 2 ft
10:49.0,Defensive rebound by A. Gordon,,77-89,,
10:39.0,J. Smith misses 2-pt shot from 17 ft (block by K. Olynyk),,77-89,,
10:37.0,,,77-89,,Defensive rebound by J. Jerebko
10:16.0,,,77-91,2,K. Olynyk makes 2-pt shot from 1 ft
10:00.0,J. Smith makes 2-pt shot from 20 ft (assist by S. Napier),2,79-91,,
9:47.0,,,79-91,,K. Olynyk misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by S. Napier,,79-91,,
9:43.0,Turnover by E. Fournier (traveling),,79-91,,
9:32.0,,,79-93,2,A. Bradley makes 2-pt shot from 17 ft (assist by K. Olynyk)
9:17.0,J. Smith makes 2-pt shot from 19 ft (assist by S. Napier),2,81-93,,
8:59.0,,,81-95,2,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner)
8:45.0,Turnover by S. Napier (bad pass; steal by M. Smart),,81-95,,
8:40.0,,,81-97,2,K. Olynyk makes 2-pt shot at rim (assist by M. Smart)
8:40.0,Orlando full timeout,,81-97,,
8:40.0,E. Payton enters the game for E. Fournier,,81-97,,
8:40.0,V. Oladipo enters the game for S. Napier,,81-97,,
8:40.0,N. Vucevic enters the game for M. Hezonja,,81-97,,
8:40.0,T. Harris enters the game for J. Smith,,81-97,,
8:18.0,Turnover by N. Vucevic (bad pass; steal by M. Smart),,81-97,,
8:05.0,,,81-99,2,E. Turner makes 2-pt shot at rim
7:50.0,T. Harris misses 2-pt shot from 15 ft,,81-99,,
7:49.0,,,81-99,,Defensive rebound by J. Jerebko
7:37.0,,,81-102,3,J. Jerebko makes 3-pt shot from 25 ft (assist by M. Smart)
7:24.0,A. Gordon misses 3-pt shot from 26 ft,,81-102,,
7:23.0,,,81-102,,Defensive rebound by Team
7:10.0,,,81-104,2,M. Smart makes 2-pt shot from 1 ft (assist by E. Turner)
7:05.0,Turnover by A. Gordon (bad pass; steal by A. Bradley),,81-104,,
7:04.0,,,81-104,,M. Smart misses 2-pt shot from 2 ft
7:03.0,,,81-104,,Offensive rebound by J. Jerebko
7:03.0,,,81-106,2,J. Jerebko makes 2-pt shot from 1 ft
7:03.0,Orlando full timeout,,81-106,,
7:03.0,D. Dedmon enters the game for T. Harris,,81-106,,
7:03.0,S. Napier enters the game for A. Gordon,,81-106,,
7:03.0,K. Appling enters the game for N. Vucevic,,81-106,,
7:03.0,M. Hezonja enters the game for V. Oladipo,,81-106,,
7:03.0,A. Nicholson enters the game for E. Payton,,81-106,,
6:42.0,A. Nicholson misses 2-pt shot from 7 ft,,81-106,,
6:41.0,,,81-106,,Defensive rebound by K. Olynyk
6:27.0,,,81-108,2,A. Bradley makes 2-pt shot from 1 ft (assist by E. Turner)
6:07.0,Shooting foul by J. Jerebko (drawn by A. Nicholson),,81-108,,
6:07.0,A. Nicholson makes free throw 1 of 2,1,82-108,,
6:07.0,,,82-108,,J. Young enters the game for A. Bradley
6:07.0,A. Nicholson makes free throw 2 of 2,1,83-108,,
5:46.0,,,83-108,,Shooting foul by S. Napier (drawn by M. Smart)
5:46.0,Official timeout,,83-108,,
5:46.0,,,83-108,,T. Zeller enters the game for K. Olynyk
5:46.0,,,83-108,,M. Smart misses free throw 1 of 3
5:46.0,,,83-108,,Offensive rebound by Team
5:46.0,,,83-108,,M. Smart misses free throw 2 of 3
5:46.0,,,83-108,,Offensive rebound by Team
5:46.0,,,83-109,1,M. Smart makes free throw 3 of 3
5:30.0,K. Appling misses 3-pt shot from 26 ft,,83-109,,
5:29.0,,,83-109,,Defensive rebound by J. Jerebko
5:13.0,,,83-109,,J. Young misses 2-pt shot at rim (block by M. Hezonja)
5:10.0,Defensive rebound by S. Napier,,83-109,,
5:03.0,S. Napier makes 3-pt shot from 26 ft,3,86-109,,
4:47.0,,,86-109,,T. Zeller misses 2-pt shot from 3 ft
4:46.0,Defensive rebound by D. Dedmon,,86-109,,
4:33.0,Turnover by M. Hezonja (bad pass; steal by E. Turner),,86-109,,
4:28.0,,,86-111,2,M. Smart makes 2-pt shot from 1 ft (assist by E. Turner)
4:17.0,Shooting foul by M. Smart (drawn by S. Napier),,86-111,,
4:17.0,S. Napier misses free throw 1 of 2,,86-111,,
4:17.0,Offensive rebound by Team,,86-111,,
4:17.0,S. Napier misses free throw 2 of 2,,86-111,,
4:17.0,,,86-111,,Defensive rebound by J. Jerebko
4:03.0,,,86-111,,M. Smart misses 2-pt shot from 3 ft (block by A. Nicholson)
4:01.0,,,86-111,,Offensive rebound by M. Smart
3:59.0,,,86-111,,Turnover by M. Smart (bad pass; steal by M. Hezonja)
3:49.0,A. Nicholson misses 3-pt shot from 26 ft,,86-111,,
3:48.0,,,86-111,,Defensive rebound by J. Young
