time,Charlotte,pts.away,score,pts.home,Miami
11:23.0,,,30-26,,J. Winslow misses free throw 2 of 2
11:22.0,Defensive rebound by M. Williams,,30-26,,
11:08.0,Turnover by M. Williams (lost ball; steal by J. McRoberts),,30-26,,
10:57.0,,,30-26,,G. Green misses 2-pt shot from 2 ft
10:56.0,Defensive rebound by S. Hawes,,30-26,,
10:54.0,Turnover by S. Hawes (lost ball; steal by J. Winslow),,30-26,,
10:50.0,,,30-26,,Turnover by J. McRoberts (lost ball; steal by S. Hawes)
10:37.0,C. Zeller misses 2-pt shot from 1 ft,,30-26,,
10:36.0,,,30-26,,Defensive rebound by J. Richardson
10:22.0,,,30-26,,G. Dragic misses 3-pt shot from 24 ft
10:21.0,Defensive rebound by Team,,30-26,,
10:20.0,,,30-26,,Loose ball foul by J. Richardson
10:06.0,N. Batum misses 2-pt shot from 12 ft,,30-26,,
10:05.0,,,30-26,,Defensive rebound by G. Dragic
10:00.0,,,30-26,,J. Winslow misses 2-pt shot from 2 ft (block by S. Hawes)
9:58.0,Defensive rebound by N. Batum,,30-26,,
9:48.0,S. Hawes misses 2-pt shot from 12 ft,,30-26,,
9:46.0,,,30-26,,Defensive rebound by J. Winslow
9:34.0,,,30-26,,J. Winslow misses 2-pt shot from 9 ft
9:33.0,,,30-26,,Offensive rebound by J. Winslow
9:33.0,,,30-26,,Shooting foul by C. Zeller (drawn by J. Winslow)
9:33.0,,,30-27,1,J. Winslow makes free throw 1 of 2
9:33.0,F. Kaminsky enters the game for C. Zeller,,30-27,,
9:33.0,,,30-28,1,J. Winslow makes free throw 2 of 2
9:17.0,F. Kaminsky misses 3-pt shot from 25 ft,,30-28,,
9:16.0,,,30-28,,Defensive rebound by J. Winslow
9:06.0,,,30-28,,J. McRoberts misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by F. Kaminsky,,30-28,,
8:44.0,S. Hawes makes 2-pt shot from 8 ft,2,32-28,,
8:25.0,,,32-28,,G. Green misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by F. Kaminsky,,32-28,,
8:10.0,Turnover by N. Batum (lost ball; steal by J. McRoberts),,32-28,,
7:59.0,,,32-28,,J. Richardson misses 2-pt shot from 16 ft
7:58.0,Defensive rebound by M. Williams,,32-28,,
7:55.0,,,32-28,,Personal foul by J. McRoberts
7:55.0,Official timeout,,32-28,,
7:55.0,C. Lee enters the game for N. Batum,,32-28,,
7:55.0,,,32-28,,D. Wade enters the game for J. Richardson
7:55.0,,,32-28,,L. Deng enters the game for J. McRoberts
7:55.0,,,32-28,,H. Whiteside enters the game for G. Green
7:48.0,J. Lin makes 2-pt shot from 2 ft (assist by S. Hawes),2,34-28,,
7:29.0,,,34-28,,Turnover by D. Wade (bad pass)
7:15.0,C. Lee misses 2-pt shot from 16 ft,,34-28,,
7:14.0,,,34-28,,Defensive rebound by G. Dragic
7:05.0,,,34-28,,D. Wade misses 2-pt shot from 8 ft
7:04.0,Defensive rebound by S. Hawes,,34-28,,
6:57.0,M. Williams makes 2-pt shot from 2 ft (assist by J. Lin),2,36-28,,
6:51.0,,,36-28,,Miami full timeout
6:51.0,,,36-28,,J. Johnson enters the game for J. Winslow
6:40.0,,,36-28,,Turnover by G. Dragic (lost ball; steal by M. Williams)
6:26.0,Shooting foul by L. Deng (drawn by C. Lee),,36-28,,
6:26.0,C. Lee makes free throw 1 of 2,1,37-28,,
6:26.0,C. Lee makes free throw 2 of 2,1,38-28,,
6:16.0,,,38-28,,Turnover by D. Wade (lost ball; steal by M. Williams)
6:11.0,J. Lin makes 2-pt shot from 1 ft,2,40-28,,
5:49.0,,,40-30,2,D. Wade makes 2-pt shot from 9 ft
5:30.0,M. Williams makes 2-pt shot from 2 ft (assist by J. Lin),2,42-30,,
5:07.0,,,42-32,2,D. Wade makes 2-pt shot from 2 ft
4:55.0,Turnover by S. Hawes (lost ball),,42-32,,
4:55.0,K. Walker enters the game for M. Williams,,42-32,,
4:55.0,A. Jefferson enters the game for S. Hawes,,42-32,,
4:55.0,,,42-32,,J. Richardson enters the game for G. Dragic
4:39.0,,,42-32,,L. Deng misses 3-pt shot from 24 ft
4:38.0,,,42-32,,Offensive rebound by J. Richardson
4:35.0,,,42-34,2,L. Deng makes 2-pt shot at rim (assist by J. Richardson)
4:13.0,,,42-34,,Personal foul by J. Johnson
4:13.0,J. Lin makes free throw 1 of 2,1,43-34,,
4:13.0,J. Lin misses free throw 2 of 2,,43-34,,
4:12.0,,,43-34,,Defensive rebound by H. Whiteside
3:57.0,,,43-34,,H. Whiteside misses 2-pt shot from 3 ft
3:56.0,Defensive rebound by J. Lin,,43-34,,
3:51.0,J. Lin misses 2-pt shot from 20 ft,,43-34,,
3:49.0,,,43-34,,Defensive rebound by J. Johnson
3:44.0,,,43-36,2,D. Wade makes 2-pt shot from 2 ft (assist by J. Johnson)
3:26.0,K. Walker misses 2-pt shot from 4 ft (block by J. Richardson),,43-36,,
3:24.0,,,43-36,,Defensive rebound by H. Whiteside
3:20.0,,,43-38,2,L. Deng makes 2-pt shot from 2 ft (assist by D. Wade)
3:20.0,Charlotte full timeout,,43-38,,
3:20.0,M. Williams enters the game for F. Kaminsky,,43-38,,
3:04.0,A. Jefferson misses 2-pt shot from 7 ft,,43-38,,
3:03.0,,,43-38,,Defensive rebound by L. Deng
2:57.0,,,43-40,2,D. Wade makes 2-pt shot at rim
2:42.0,A. Jefferson makes 2-pt shot at rim (assist by J. Lin),2,45-40,,
2:21.0,,,45-40,,H. Whiteside misses 2-pt shot from 11 ft
2:20.0,Defensive rebound by A. Jefferson,,45-40,,
2:10.0,Turnover by M. Williams (lost ball; steal by J. Johnson),,45-40,,
2:07.0,,,45-40,,Offensive charge foul by J. Richardson
2:07.0,,,45-40,,Turnover by J. Richardson (offensive foul)
2:07.0,,,45-40,,G. Dragic enters the game for D. Wade
2:07.0,,,45-40,,J. Winslow enters the game for J. Richardson
1:46.0,A. Jefferson makes 2-pt shot from 7 ft (assist by J. Lin),2,47-40,,
1:36.0,Personal foul by C. Lee,,47-40,,
1:27.0,Personal block foul by J. Lin,,47-40,,
1:27.0,,,47-41,1,L. Deng makes free throw 1 of 2
1:27.0,,,47-41,,D. Wade enters the game for J. Winslow
1:27.0,,,47-42,1,L. Deng makes free throw 2 of 2
1:06.0,C. Lee misses 2-pt shot from 8 ft,,47-42,,
1:05.0,,,47-42,,Defensive rebound by G. Dragic
1:00.0,,,47-44,2,J. Johnson makes 2-pt shot from 13 ft
0:46.0,K. Walker misses 2-pt shot from 11 ft,,47-44,,
0:45.0,,,47-44,,Defensive rebound by G. Dragic
0:42.0,Personal foul by C. Lee,,47-44,,
0:42.0,,,47-45,1,J. Johnson makes free throw 1 of 2
0:42.0,N. Batum enters the game for C. Lee,,47-45,,
0:42.0,,,47-45,,J. Johnson misses free throw 2 of 2
0:41.0,Defensive rebound by M. Williams,,47-45,,
0:30.0,A. Jefferson makes 2-pt shot from 1 ft (assist by J. Lin),2,49-45,,
0:16.0,,,49-47,2,D. Wade makes 2-pt shot from 4 ft
0:01.0,K. Walker misses 2-pt shot from 3 ft (block by H. Whiteside),,49-47,,
0:00.0,Offensive rebound by Team,,49-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,A. Jefferson makes 2-pt shot from 10 ft (assist by K. Walker),2,51-47,,
11:25.0,,,51-49,2,G. Dragic makes 2-pt shot from 2 ft
11:09.0,C. Lee misses 2-pt shot from 7 ft,,51-49,,
11:08.0,,,51-49,,Defensive rebound by D. Wade
11:03.0,,,51-49,,Turnover by D. Wade (lost ball; steal by A. Jefferson)
10:57.0,M. Williams makes 3-pt shot from 25 ft (assist by C. Lee),3,54-49,,
10:32.0,,,54-52,3,J. Johnson makes 3-pt shot from 24 ft (assist by L. Deng)
10:14.0,A. Jefferson misses 2-pt shot from 9 ft,,54-52,,
10:13.0,,,54-52,,Defensive rebound by J. Johnson
10:01.0,,,54-52,,L. Deng misses 2-pt shot from 2 ft
10:00.0,Defensive rebound by M. Williams,,54-52,,
9:43.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker),3,57-52,,
9:22.0,,,57-52,,L. Deng misses 3-pt shot from 25 ft
9:21.0,Defensive rebound by A. Jefferson,,57-52,,
9:11.0,M. Williams misses 2-pt shot from 20 ft,,57-52,,
9:10.0,Offensive rebound by Team,,57-52,,
8:59.0,K. Walker misses 3-pt shot from 25 ft,,57-52,,
8:58.0,,,57-52,,Defensive rebound by H. Whiteside
8:40.0,,,57-52,,D. Wade misses 2-pt shot from 16 ft
8:39.0,Defensive rebound by K. Walker,,57-52,,
8:28.0,K. Walker misses 2-pt shot from 14 ft,,57-52,,
8:27.0,,,57-52,,Defensive rebound by D. Wade
8:18.0,,,57-54,2,D. Wade makes 2-pt shot from 12 ft
7:55.0,C. Lee misses 2-pt shot from 19 ft,,57-54,,
7:54.0,,,57-54,,Defensive rebound by Team
7:54.0,Loose ball foul by A. Jefferson,,57-54,,
7:38.0,,,57-56,2,G. Dragic makes 2-pt shot from 4 ft
7:09.0,C. Lee misses 2-pt shot from 20 ft,,57-56,,
7:08.0,,,57-56,,Defensive rebound by J. Johnson
7:02.0,,,57-56,,Shooting foul by F. Kaminsky (drawn by L. Deng)
7:02.0,,,57-57,1,L. Deng makes free throw 1 of 2
7:02.0,J. Lin enters the game for K. Walker,,57-57,,
7:02.0,,,57-58,1,L. Deng makes free throw 2 of 2
6:42.0,A. Jefferson misses 2-pt shot from 9 ft,,57-58,,
6:41.0,Offensive rebound by M. Williams,,57-58,,
6:40.0,M. Williams misses 2-pt shot at rim,,57-58,,
6:39.0,,,57-58,,Defensive rebound by G. Dragic
6:34.0,,,57-58,,G. Dragic misses 2-pt shot from 9 ft
6:32.0,Defensive rebound by Team,,57-58,,
6:23.0,,,57-58,,Personal foul by G. Dragic
6:23.0,,,57-58,,J. Richardson enters the game for G. Dragic
6:07.0,F. Kaminsky misses 2-pt shot from 11 ft,,57-58,,
6:04.0,Offensive rebound by A. Jefferson,,57-58,,
6:04.0,A. Jefferson misses 2-pt shot at rim,,57-58,,
6:03.0,,,57-58,,Defensive rebound by L. Deng
5:55.0,,,57-60,2,D. Wade makes 2-pt shot from 3 ft (assist by J. Johnson)
5:55.0,Charlotte full timeout,,57-60,,
5:55.0,N. Batum enters the game for M. Williams,,57-60,,
5:40.0,Turnover by J. Lin (lost ball),,57-60,,
5:29.0,,,57-60,,D. Wade misses 2-pt shot from 17 ft
5:28.0,Defensive rebound by F. Kaminsky,,57-60,,
5:14.0,J. Lin misses 2-pt shot from 17 ft,,57-60,,
5:13.0,,,57-60,,Defensive rebound by D. Wade
4:50.0,,,57-60,,J. Johnson misses 2-pt shot from 6 ft
4:49.0,,,57-60,,Offensive rebound by H. Whiteside
4:48.0,,,57-62,2,H. Whiteside makes 2-pt shot from 2 ft
4:31.0,N. Batum misses 3-pt shot from 24 ft,,57-62,,
4:30.0,,,57-62,,Defensive rebound by J. Richardson
4:19.0,,,57-62,,Turnover by L. Deng (bad pass)
4:19.0,,,57-62,,J. Winslow enters the game for J. Johnson
4:11.0,,,57-62,,Personal foul by H. Whiteside
3:57.0,A. Jefferson makes 2-pt shot from 12 ft (assist by N. Batum),2,59-62,,
3:40.0,,,59-62,,Shooting foul by C. Lee (drawn by D. Wade)
3:40.0,,,59-62,,D. Wade misses free throw 1 of 2
3:40.0,,,59-62,,Offensive rebound by Team
3:40.0,C. Zeller enters the game for A. Jefferson,,59-62,,
3:40.0,,,59-62,,J. McRoberts enters the game for H. Whiteside
3:40.0,,,59-63,1,D. Wade makes free throw 2 of 2
3:24.0,J. Lin misses 3-pt shot from 26 ft,,59-63,,
3:23.0,,,59-63,,Defensive rebound by J. Winslow
3:11.0,,,59-63,,J. Winslow misses 2-pt shot from 17 ft
3:10.0,Defensive rebound by J. Lin,,59-63,,
3:04.0,C. Zeller makes 2-pt shot at rim (assist by N. Batum),2,61-63,,
2:56.0,,,61-63,,Miami full timeout
2:56.0,K. Walker enters the game for C. Lee,,61-63,,
2:56.0,,,61-63,,G. Dragic enters the game for D. Wade
2:42.0,,,61-66,3,J. Richardson makes 3-pt shot from 25 ft (assist by J. Winslow)
2:18.0,K. Walker makes 3-pt shot from 25 ft,3,64-66,,
2:04.0,,,64-66,,L. Deng misses 2-pt shot from 15 ft
2:03.0,Defensive rebound by F. Kaminsky,,64-66,,
1:52.0,F. Kaminsky misses 2-pt shot from 5 ft,,64-66,,
1:49.0,,,64-66,,Defensive rebound by G. Dragic
1:43.0,,,64-69,3,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic)
1:29.0,K. Walker misses 2-pt shot from 15 ft,,64-69,,
1:28.0,,,64-69,,Defensive rebound by J. Richardson
1:13.0,,,64-69,,Turnover by J. Richardson (step out of bounds)
1:13.0,S. Hawes enters the game for F. Kaminsky,,64-69,,
1:13.0,,,64-69,,J. Johnson enters the game for L. Deng
1:00.0,Offensive foul by S. Hawes,,64-69,,
1:00.0,Turnover by S. Hawes (offensive foul),,64-69,,
0:44.0,,,64-71,2,J. Johnson makes 2-pt shot from 14 ft
0:32.0,Shooting foul by J. Johnson (drawn by J. Lin),,64-71,,
0:32.0,J. Lin misses free throw 1 of 2,,64-71,,
0:32.0,Offensive rebound by Team,,64-71,,
0:32.0,J. Lin makes free throw 2 of 2,1,65-71,,
0:11.0,,,65-71,,J. Richardson misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by J. Lin,,65-71,,
0:01.0,C. Zeller misses 2-pt shot from 5 ft,,65-71,,
0:00.0,,,65-71,,Defensive rebound by J. Winslow
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,65-71,,G. Dragic misses 2-pt shot from 2 ft
11:35.0,Defensive rebound by S. Hawes,,65-71,,
11:17.0,J. Lin makes 2-pt shot from 2 ft,2,67-71,,
10:59.0,,,67-71,,J. Winslow misses 2-pt shot from 2 ft
10:58.0,Defensive rebound by C. Zeller,,67-71,,
10:37.0,K. Walker misses 2-pt shot from 20 ft,,67-71,,
10:36.0,,,67-71,,Defensive rebound by J. Winslow
10:23.0,,,67-71,,J. McRoberts misses 2-pt shot from 17 ft
10:22.0,Defensive rebound by N. Batum,,67-71,,
10:03.0,N. Batum misses 3-pt shot from 24 ft,,67-71,,
10:02.0,,,67-71,,Defensive rebound by J. Winslow
9:54.0,,,67-71,,J. Winslow misses 2-pt shot from 10 ft
9:53.0,Defensive rebound by K. Walker,,67-71,,
9:44.0,S. Hawes misses 3-pt shot from 25 ft,,67-71,,
9:43.0,,,67-71,,Defensive rebound by J. McRoberts
9:28.0,,,67-73,2,J. Johnson makes 2-pt shot from 12 ft
9:28.0,,,67-73,,Shooting foul by S. Hawes (drawn by J. Johnson)
9:28.0,,,67-74,1,J. Johnson makes free throw 1 of 1
9:08.0,K. Walker makes 2-pt shot from 8 ft,2,69-74,,
9:08.0,Shooting foul by G. Dragic (drawn by K. Walker),,69-74,,
9:08.0,K. Walker makes free throw 1 of 1,1,70-74,,
8:56.0,,,70-74,,G. Dragic misses 2-pt shot from 17 ft
8:55.0,Defensive rebound by J. Lin,,70-74,,
8:46.0,K. Walker misses 2-pt shot from 1 ft (block by J. Winslow),,70-74,,
8:45.0,,,70-74,,Defensive rebound by J. McRoberts
8:40.0,,,70-76,2,J. Richardson makes 2-pt shot from 20 ft (assist by G. Dragic)
8:13.0,S. Hawes makes 2-pt shot from 15 ft (assist by C. Zeller),2,72-76,,
7:50.0,,,72-76,,J. Richardson misses 2-pt shot from 6 ft
7:49.0,Defensive rebound by K. Walker,,72-76,,
7:45.0,Turnover by K. Walker (lost ball; steal by G. Dragic),,72-76,,
7:28.0,,,72-76,,J. Johnson misses 3-pt shot from 25 ft
7:27.0,Defensive rebound by Team,,72-76,,
7:27.0,Official timeout,,72-76,,
7:27.0,C. Lee enters the game for K. Walker,,72-76,,
7:27.0,M. Williams enters the game for S. Hawes,,72-76,,
7:27.0,,,72-76,,D. Wade enters the game for J. Johnson
7:27.0,,,72-76,,L. Deng enters the game for G. Dragic
7:27.0,,,72-76,,H. Whiteside enters the game for J. McRoberts
7:09.0,N. Batum makes 3-pt shot from 24 ft (assist by J. Lin),3,75-76,,
6:49.0,,,75-78,2,H. Whiteside makes 2-pt shot from 2 ft
6:37.0,J. Lin misses 2-pt shot from 17 ft,,75-78,,
6:36.0,,,75-78,,Defensive rebound by J. Winslow
6:14.0,,,75-78,,D. Wade misses 2-pt shot from 17 ft
6:13.0,Defensive rebound by M. Williams,,75-78,,
6:00.0,M. Williams makes 2-pt shot from 20 ft (assist by N. Batum),2,77-78,,
5:40.0,,,77-78,,L. Deng misses 2-pt shot from 23 ft
5:39.0,Defensive rebound by Team,,77-78,,
5:39.0,,,77-78,,Loose ball foul by H. Whiteside
5:39.0,,,77-78,,Miami full timeout
5:39.0,K. Walker enters the game for J. Lin,,77-78,,
5:19.0,N. Batum makes 3-pt shot from 25 ft,3,80-78,,
5:01.0,,,80-78,,Shooting foul by N. Batum (drawn by H. Whiteside)
5:01.0,,,80-78,,H. Whiteside misses free throw 1 of 2
5:01.0,,,80-78,,Offensive rebound by Team
5:01.0,,,80-78,,J. Johnson enters the game for J. Winslow
5:01.0,,,80-79,1,H. Whiteside makes free throw 2 of 2
4:46.0,Shooting foul by H. Whiteside (drawn by C. Zeller),,80-79,,
4:46.0,C. Zeller makes free throw 1 of 2,1,81-79,,
4:46.0,C. Zeller makes free throw 2 of 2,1,82-79,,
4:38.0,,,82-79,,Shooting foul by C. Zeller (drawn by D. Wade)
4:38.0,,,82-80,1,D. Wade makes free throw 1 of 2
4:38.0,,,82-81,1,D. Wade makes free throw 2 of 2
4:14.0,K. Walker misses 3-pt shot from 25 ft,,82-81,,
4:13.0,,,82-81,,Defensive rebound by H. Whiteside
4:01.0,,,82-81,,Turnover by D. Wade (lost ball; steal by C. Zeller)
3:45.0,Turnover by C. Zeller (traveling),,82-81,,
3:23.0,,,82-84,3,L. Deng makes 3-pt shot from 24 ft (assist by D. Wade)
3:23.0,Charlotte full timeout,,82-84,,
3:23.0,J. Lin enters the game for N. Batum,,82-84,,
3:07.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,85-84,,
2:51.0,,,85-86,2,D. Wade makes 2-pt shot from 10 ft
2:38.0,K. Walker misses 2-pt shot from 2 ft (block by J. Richardson),,85-86,,
2:37.0,,,85-86,,Defensive rebound by H. Whiteside
2:27.0,,,85-88,2,D. Wade makes 2-pt shot from 16 ft
2:06.0,J. Lin makes 2-pt shot from 22 ft,2,87-88,,
1:39.0,,,87-88,,J. Richardson misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by J. Lin,,87-88,,
1:30.0,J. Lin misses 3-pt shot from 25 ft,,87-88,,
1:29.0,,,87-88,,Defensive rebound by L. Deng
1:09.0,,,87-88,,Turnover by L. Deng (lost ball; steal by K. Walker)
1:04.0,C. Lee misses 2-pt shot from 2 ft,,87-88,,
1:03.0,,,87-88,,Defensive rebound by J. Johnson
1:00.0,,,87-88,,Miami full timeout
0:44.0,,,87-88,,J. Richardson misses 3-pt shot from 27 ft
0:43.0,Defensive rebound by Team,,87-88,,
0:30.0,K. Walker misses 2-pt shot from 16 ft,,87-88,,
0:29.0,Offensive rebound by C. Lee,,87-88,,
0:25.0,C. Lee makes 3-pt shot from 25 ft (assist by J. Lin),3,90-88,,
0:25.0,,,90-88,,Miami full timeout
0:25.0,N. Batum enters the game for J. Lin,,90-88,,
0:25.0,,,90-88,,G. Dragic enters the game for J. Richardson
