time,Brooklyn,pts.away,score,pts.home,Cleveland
10:45.0,,,22-31,,Personal foul by M. Dellavedova
10:34.0,T. Robinson makes 2-pt shot from 1 ft (assist by D. Sloan),2,24-31,,
10:26.0,,,24-31,,Turnover by T. Thompson (lost ball; steal by T. Robinson)
10:18.0,S. Kilpatrick makes 2-pt shot from 1 ft (assist by T. Robinson),2,26-31,,
10:03.0,,,26-31,,Turnover by K. Irving (bad pass)
9:49.0,C. McCullough misses 3-pt shot from 25 ft,,26-31,,
9:48.0,,,26-31,,Defensive rebound by I. Shumpert
9:38.0,,,26-31,,M. Dellavedova misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by M. Brown,,26-31,,
9:22.0,T. Robinson misses 2-pt shot from 17 ft,,26-31,,
9:22.0,,,26-31,,Defensive rebound by I. Shumpert
9:13.0,,,26-31,,I. Shumpert misses 3-pt shot from 25 ft
9:12.0,,,26-31,,Offensive rebound by Team
9:08.0,,,26-31,,K. Irving misses 2-pt shot from 12 ft
9:08.0,Defensive rebound by M. Brown,,26-31,,
9:00.0,,,26-31,,Personal foul by K. Irving
8:47.0,C. McCullough makes 2-pt shot from 16 ft (assist by D. Sloan),2,28-31,,
8:31.0,,,28-33,2,I. Shumpert makes 2-pt shot from 8 ft (assist by K. Irving)
8:31.0,,,28-33,,Shooting foul by C. McCullough (drawn by I. Shumpert)
8:31.0,Official timeout,,28-33,,
8:31.0,,,28-34,1,I. Shumpert makes free throw 1 of 1
8:08.0,M. Brown misses 2-pt shot from 15 ft,,28-34,,
8:07.0,Offensive rebound by T. Robinson,,28-34,,
8:03.0,T. Robinson misses 2-pt shot from 2 ft,,28-34,,
8:01.0,Offensive rebound by C. McCullough,,28-34,,
8:01.0,C. McCullough makes 2-pt shot at rim,2,30-34,,
7:50.0,,,30-36,2,K. Irving makes 2-pt shot at rim
7:42.0,D. Sloan makes 2-pt shot from 1 ft,2,32-36,,
7:42.0,Shooting foul by T. Thompson (drawn by D. Sloan),,32-36,,
7:42.0,D. Sloan makes free throw 1 of 1,1,33-36,,
7:27.0,,,33-36,,Shooting foul by C. McCullough (drawn by I. Shumpert)
7:27.0,,,33-37,1,I. Shumpert makes free throw 1 of 2
7:27.0,,,33-38,1,I. Shumpert makes free throw 2 of 2
7:15.0,S. Kilpatrick misses 2-pt shot from 14 ft,,33-38,,
7:13.0,Offensive rebound by T. Robinson,,33-38,,
7:12.0,T. Robinson misses 2-pt shot from 1 ft (block by K. Irving),,33-38,,
7:12.0,Offensive rebound by Team,,33-38,,
7:12.0,Jump ball: K. Irving vs. T. Robinson,,,,Jump ball: K. Irving vs. T. Robinson
7:12.0,,,33-38,,Violation by Team (jump ball)
6:57.0,T. Robinson misses 2-pt shot from 12 ft,,33-38,,
6:56.0,,,33-38,,Defensive rebound by I. Shumpert
6:42.0,,,33-38,,Turnover by I. Shumpert (lost ball; steal by M. Brown)
6:40.0,,,33-38,,Personal foul by M. Dellavedova
6:40.0,,,33-38,,L. James enters the game for M. Dellavedova
6:40.0,,,33-38,,J. Smith enters the game for C. Frye
6:40.0,,,33-38,,K. Love enters the game for I. Shumpert
6:35.0,D. Sloan misses 3-pt shot from 25 ft,,33-38,,
6:34.0,,,33-38,,Defensive rebound by L. James
6:26.0,,,33-41,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
6:26.0,Brooklyn full timeout,,33-41,,
6:26.0,B. Bogdanovic enters the game for S. Kilpatrick,,33-41,,
6:26.0,T. Young enters the game for D. Sloan,,33-41,,
6:26.0,S. Larkin enters the game for C. McCullough,,33-41,,
6:07.0,T. Robinson misses 2-pt shot from 1 ft (block by T. Thompson),,33-41,,
6:04.0,,,33-41,,Defensive rebound by T. Thompson
5:58.0,,,33-44,3,K. Love makes 3-pt shot from 22 ft (assist by L. James)
5:41.0,T. Young misses 2-pt shot from 20 ft,,33-44,,
5:40.0,,,33-44,,Defensive rebound by T. Thompson
5:33.0,,,33-44,,Turnover by J. Smith (bad pass)
5:33.0,H. Sims enters the game for M. Brown,,33-44,,
5:33.0,W. Ellington enters the game for T. Robinson,,33-44,,
5:33.0,,,33-44,,T. Mozgov enters the game for T. Thompson
5:13.0,H. Sims misses 2-pt shot from 1 ft,,33-44,,
5:13.0,,,33-44,,Defensive rebound by T. Mozgov
5:04.0,,,33-44,,K. Irving misses 3-pt shot from 24 ft
5:04.0,,,33-44,,Offensive rebound by K. Love
4:59.0,,,33-44,,K. Irving misses 3-pt shot from 24 ft
4:58.0,Defensive rebound by T. Young,,33-44,,
4:53.0,Turnover by T. Young (lost ball; steal by K. Love),,33-44,,
4:44.0,,,33-44,,Turnover by L. James (lost ball; steal by T. Young)
4:38.0,H. Sims misses 2-pt shot at rim (block by T. Mozgov),,33-44,,
4:36.0,,,33-44,,Defensive rebound by K. Irving
4:28.0,,,33-44,,L. James misses 2-pt shot from 7 ft
4:24.0,,,33-44,,Offensive rebound by T. Mozgov
4:24.0,,,33-44,,T. Mozgov misses 2-pt shot from 1 ft
4:23.0,Defensive rebound by S. Larkin,,33-44,,
4:21.0,B. Bogdanovic misses 3-pt shot from 26 ft,,33-44,,
4:20.0,Offensive rebound by T. Young,,33-44,,
4:20.0,Turnover by T. Young (traveling),,33-44,,
4:09.0,,,33-46,2,L. James makes 2-pt shot at rim (assist by K. Love)
4:09.0,,,33-46,,Shooting foul by H. Sims (drawn by L. James)
4:09.0,,,33-46,,L. James misses free throw 1 of 1
4:08.0,Defensive rebound by T. Young,,33-46,,
3:51.0,B. Bogdanovic makes 2-pt shot at rim (assist by S. Larkin),2,35-46,,
3:51.0,,,35-46,,Violation by T. Mozgov (def goaltending)
3:36.0,,,35-46,,K. Love misses 3-pt shot from 23 ft
3:35.0,,,35-46,,Offensive rebound by T. Mozgov
3:28.0,,,35-46,,Shooting foul by T. Young (drawn by T. Mozgov)
3:28.0,,,35-47,1,T. Mozgov makes free throw 1 of 2
3:28.0,,,35-47,,M. Dellavedova enters the game for K. Irving
3:28.0,,,35-48,1,T. Mozgov makes free throw 2 of 2
3:22.0,Shooting foul by M. Dellavedova (drawn by S. Larkin),,35-48,,
3:22.0,S. Larkin makes free throw 1 of 2,1,36-48,,
3:22.0,,,36-48,,I. Shumpert enters the game for M. Dellavedova
3:22.0,S. Larkin makes free throw 2 of 2,1,37-48,,
3:01.0,,,37-50,2,K. Love makes 2-pt shot from 13 ft
2:42.0,W. Ellington misses 2-pt shot from 19 ft,,37-50,,
2:42.0,,,37-50,,Defensive rebound by L. James
2:24.0,,,37-52,2,T. Mozgov makes 2-pt shot from 10 ft (assist by J. Smith)
2:22.0,Brooklyn full timeout,,37-52,,
2:10.0,Turnover by S. Larkin (lost ball; steal by L. James),,37-52,,
2:05.0,,,37-54,2,L. James makes 2-pt shot at rim
1:45.0,B. Bogdanovic misses 2-pt shot at rim,,37-54,,
1:43.0,,,37-54,,Defensive rebound by K. Love
1:38.0,,,37-54,,Shooting foul by H. Sims (drawn by T. Mozgov)
1:38.0,,,37-56,2,T. Mozgov makes 2-pt shot from 1 ft (assist by I. Shumpert)
1:38.0,T. Robinson enters the game for H. Sims,,37-56,,
1:38.0,,,37-56,,T. Mozgov misses free throw 1 of 1
1:36.0,Defensive rebound by W. Ellington,,37-56,,
1:23.0,Turnover by B. Bogdanovic (lost ball; steal by L. James),,37-56,,
1:10.0,,,37-59,3,K. Love makes 3-pt shot from 26 ft (assist by L. James)
0:49.0,T. Young makes 2-pt shot from 5 ft (assist by S. Larkin),2,39-59,,
0:45.0,Personal foul by B. Bogdanovic,,39-59,,
0:45.0,,,39-60,1,L. James makes free throw 1 of 2
0:45.0,,,39-60,,T. Thompson enters the game for T. Mozgov
0:45.0,M. Brown enters the game for B. Bogdanovic,,39-60,,
0:45.0,,,39-61,1,L. James makes free throw 2 of 2
0:38.0,S. Larkin misses 2-pt shot from 3 ft (block by K. Love),,39-61,,
0:36.0,,,39-61,,Defensive rebound by J. Smith
0:31.0,,,39-61,,Turnover by L. James (lost ball; steal by M. Brown)
0:26.0,Turnover by M. Brown (lost ball; steal by I. Shumpert),,39-61,,
0:15.0,,,39-61,,Shooting foul by M. Brown (drawn by L. James)
0:15.0,,,39-62,1,L. James makes free throw 1 of 2
0:15.0,,,39-63,1,L. James makes free throw 2 of 2
0:00.0,W. Ellington misses 3-pt shot from 29 ft,,39-63,,
0:00.0,Offensive rebound by Team,,39-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Turnover by B. Bogdanovic (lost ball; steal by J. Smith),,39-63,,
11:36.0,,,39-63,,Turnover by L. James (lost ball)
11:24.0,T. Young misses 2-pt shot from 19 ft,,39-63,,
11:24.0,,,39-63,,Defensive rebound by Team
11:10.0,,,39-63,,Turnover by T. Mozgov (lost ball; steal by H. Sims)
11:01.0,B. Bogdanovic misses 3-pt shot from 24 ft,,39-63,,
11:00.0,Offensive rebound by T. Young,,39-63,,
11:00.0,T. Young misses 2-pt shot from 1 ft,,39-63,,
10:58.0,,,39-63,,Defensive rebound by T. Mozgov
10:50.0,,,39-65,2,K. Irving makes 2-pt shot from 8 ft
10:29.0,S. Larkin makes 3-pt shot from 22 ft (assist by B. Bogdanovic),3,42-65,,
10:13.0,,,42-65,,K. Irving misses 2-pt shot from 14 ft
10:11.0,Defensive rebound by W. Ellington,,42-65,,
10:00.0,Turnover by T. Young (lost ball; steal by J. Smith),,42-65,,
9:52.0,,,42-67,2,L. James makes 2-pt shot at rim (assist by J. Smith)
9:28.0,W. Ellington misses 3-pt shot from 23 ft,,42-67,,
9:27.0,,,42-67,,Defensive rebound by K. Love
9:19.0,,,42-67,,K. Irving misses 3-pt shot from 24 ft
9:18.0,Defensive rebound by T. Young,,42-67,,
9:12.0,W. Ellington misses 2-pt shot from 3 ft (block by T. Mozgov),,42-67,,
9:12.0,Offensive rebound by Team,,42-67,,
9:12.0,Brooklyn full timeout,,42-67,,
8:58.0,T. Young makes 2-pt shot from 5 ft (assist by H. Sims),2,44-67,,
8:46.0,,,44-67,,Turnover by K. Love (lost ball; steal by S. Larkin)
8:46.0,,,44-67,,Personal foul by K. Irving
8:33.0,T. Young misses 2-pt shot from 7 ft,,44-67,,
8:33.0,Offensive rebound by H. Sims,,44-67,,
8:33.0,Shooting foul by T. Mozgov (drawn by H. Sims),,44-67,,
8:33.0,H. Sims makes free throw 1 of 2,1,45-67,,
8:33.0,H. Sims misses free throw 2 of 2,,45-67,,
8:33.0,,,45-67,,Defensive rebound by T. Mozgov
8:19.0,,,45-69,2,K. Irving makes 2-pt shot from 8 ft (assist by L. James)
8:02.0,T. Young makes 2-pt shot from 4 ft,2,47-69,,
7:47.0,,,47-72,3,K. Love makes 3-pt shot from 24 ft (assist by K. Irving)
7:37.0,B. Bogdanovic makes 2-pt shot from 8 ft,2,49-72,,
7:20.0,,,49-74,2,T. Mozgov makes 2-pt shot from 7 ft (assist by L. James)
7:02.0,S. Larkin misses 2-pt shot from 15 ft,,49-74,,
7:01.0,,,49-74,,Defensive rebound by J. Smith
6:55.0,,,49-74,,Turnover by L. James (lost ball; steal by W. Ellington)
6:50.0,T. Young makes 2-pt shot at rim (assist by W. Ellington),2,51-74,,
6:37.0,,,51-76,2,L. James makes 2-pt shot at rim (assist by K. Love)
6:37.0,,,51-76,,Shooting foul by H. Sims (drawn by L. James)
6:37.0,,,51-77,1,L. James makes free throw 1 of 1
6:21.0,Turnover by T. Young (lost ball; steal by K. Irving),,51-77,,
6:15.0,,,51-79,2,K. Irving makes 2-pt shot from 1 ft
5:49.0,T. Young misses 2-pt shot from 6 ft,,51-79,,
5:48.0,,,51-79,,Defensive rebound by K. Love
5:37.0,,,51-79,,J. Smith misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by S. Larkin,,51-79,,
5:31.0,Shooting foul by J. Smith (drawn by B. Bogdanovic),,51-79,,
5:31.0,B. Bogdanovic makes free throw 1 of 2,1,52-79,,
5:31.0,T. Robinson enters the game for H. Sims,,52-79,,
5:31.0,B. Bogdanovic makes free throw 2 of 2,1,53-79,,
5:16.0,,,53-79,,K. Irving misses 2-pt shot from 20 ft
5:15.0,Defensive rebound by T. Robinson,,53-79,,
5:04.0,B. Bogdanovic makes 3-pt shot from 27 ft (assist by S. Larkin),3,56-79,,
4:45.0,,,56-79,,K. Irving misses 2-pt shot from 20 ft
4:44.0,,,56-79,,Offensive rebound by K. Love
4:38.0,,,56-79,,K. Love misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by T. Young,,56-79,,
4:24.0,T. Young misses 2-pt shot from 12 ft,,56-79,,
4:23.0,,,56-79,,Defensive rebound by J. Smith
4:17.0,,,56-79,,J. Smith misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by S. Larkin,,56-79,,
4:09.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by S. Larkin),2,58-79,,
4:09.0,,,58-79,,Cleveland full timeout
4:09.0,,,58-79,,M. Dellavedova enters the game for T. Mozgov
4:09.0,,,58-79,,T. Thompson enters the game for K. Irving
4:09.0,S. Kilpatrick enters the game for W. Ellington,,58-79,,
3:49.0,,,58-79,,L. James misses 2-pt shot from 1 ft
3:47.0,Defensive rebound by B. Bogdanovic,,58-79,,
3:44.0,Shooting foul by M. Dellavedova (drawn by S. Larkin),,58-79,,
3:44.0,S. Larkin makes free throw 1 of 2,1,59-79,,
3:44.0,,,59-79,,C. Frye enters the game for K. Love
3:44.0,,,59-79,,I. Shumpert enters the game for J. Smith
3:44.0,S. Larkin misses free throw 2 of 2,,59-79,,
3:43.0,,,59-79,,Defensive rebound by C. Frye
3:20.0,,,59-79,,C. Frye misses 3-pt shot from 24 ft
3:20.0,,,59-79,,Offensive rebound by T. Thompson
3:17.0,,,59-81,2,T. Thompson makes 2-pt shot from 4 ft
3:00.0,T. Young misses 2-pt shot from 2 ft,,59-81,,
2:59.0,Offensive rebound by T. Robinson,,59-81,,
2:57.0,T. Robinson makes 2-pt shot from 1 ft,2,61-81,,
2:46.0,,,61-83,2,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova)
2:46.0,,,61-83,,Shooting foul by T. Robinson (drawn by L. James)
2:46.0,,,61-84,1,L. James makes free throw 1 of 1
2:32.0,T. Young makes 2-pt shot from 8 ft (assist by S. Larkin),2,63-84,,
2:18.0,,,63-84,,T. Thompson misses 2-pt shot from 6 ft
2:16.0,,,63-84,,Offensive rebound by T. Thompson
2:16.0,,,63-84,,T. Thompson misses 2-pt shot at rim
2:15.0,Defensive rebound by T. Robinson,,63-84,,
2:11.0,,,63-84,,Personal foul by I. Shumpert
2:11.0,T. Robinson misses free throw 1 of 2,,63-84,,
2:11.0,Offensive rebound by Team,,63-84,,
2:11.0,T. Robinson misses free throw 2 of 2,,63-84,,
2:10.0,,,63-84,,Defensive rebound by I. Shumpert
1:50.0,,,63-86,2,C. Frye makes 2-pt shot from 6 ft (assist by L. James)
1:40.0,B. Bogdanovic misses 2-pt shot from 1 ft,,63-86,,
1:37.0,Offensive rebound by T. Robinson,,63-86,,
1:36.0,T. Robinson misses 2-pt shot from 3 ft (block by M. Dellavedova),,63-86,,
1:33.0,,,63-86,,Defensive rebound by C. Frye
1:31.0,Personal foul by S. Larkin,,63-86,,
1:12.0,,,63-86,,M. Dellavedova misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by S. Kilpatrick,,63-86,,
1:02.0,Turnover by B. Bogdanovic (lost ball; steal by T. Thompson),,63-86,,
1:01.0,Personal block foul by S. Kilpatrick,,63-86,,
1:01.0,,,63-87,1,I. Shumpert makes free throw 1 of 2
1:01.0,D. Sloan enters the game for S. Larkin,,63-87,,
1:01.0,C. McCullough enters the game for T. Young,,63-87,,
1:01.0,,,63-87,,I. Shumpert misses free throw 2 of 2
1:00.0,Defensive rebound by T. Robinson,,63-87,,
0:45.0,Turnover by B. Bogdanovic (bad pass),,63-87,,
0:45.0,M. Brown enters the game for B. Bogdanovic,,63-87,,
0:40.0,,,63-89,2,L. James makes 2-pt shot from 1 ft
0:33.0,S. Kilpatrick misses 3-pt shot from 22 ft,,63-89,,
0:32.0,,,63-89,,Defensive rebound by I. Shumpert
0:14.0,,,63-89,,I. Shumpert misses 3-pt shot from 27 ft
0:13.0,Defensive rebound by T. Robinson,,63-89,,
0:02.0,,,63-89,,Violation by I. Shumpert (kicked ball)
0:02.0,Brooklyn full timeout,,63-89,,
0:00.0,T. Robinson misses 2-pt shot from 20 ft,,63-89,,
0:00.0,Offensive rebound by Team,,63-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,63-89,,M. Dellavedova misses 2-pt shot from 18 ft
11:35.0,,,63-89,,Offensive rebound by Team
11:32.0,,,63-89,,M. Dellavedova misses 2-pt shot from 9 ft
11:30.0,Defensive rebound by T. Robinson,,63-89,,
11:18.0,M. Brown makes 2-pt shot from 18 ft (assist by S. Kilpatrick),2,65-89,,
10:55.0,,,65-89,,I. Shumpert misses 2-pt shot from 8 ft (block by M. Brown)
10:53.0,Defensive rebound by C. McCullough,,65-89,,
10:49.0,S. Kilpatrick misses 2-pt shot from 20 ft,,65-89,,
10:49.0,,,65-89,,Defensive rebound by T. Thompson
10:42.0,,,65-91,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
10:23.0,T. Robinson makes 2-pt shot at rim (assist by S. Kilpatrick),2,67-91,,
10:23.0,Shooting foul by C. Frye (drawn by T. Robinson),,67-91,,
10:23.0,T. Robinson misses free throw 1 of 1,,67-91,,
10:22.0,,,67-91,,Defensive rebound by T. Thompson
10:06.0,,,67-91,,C. Frye misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by M. Brown,,67-91,,
10:02.0,Offensive charge foul by C. McCullough,,67-91,,
10:02.0,Turnover by C. McCullough (offensive foul),,67-91,,
9:46.0,,,67-91,,M. Dellavedova misses 2-pt shot at rim
9:46.0,Defensive rebound by C. McCullough,,67-91,,
9:33.0,C. McCullough misses 2-pt shot from 12 ft,,67-91,,
9:33.0,,,67-91,,Defensive rebound by I. Shumpert
9:21.0,,,67-94,3,R. Jefferson makes 3-pt shot from 23 ft (assist by M. Dellavedova)
9:06.0,Shooting foul by C. Frye (drawn by C. McCullough),,67-94,,
9:06.0,C. McCullough misses free throw 1 of 2,,67-94,,
9:06.0,Offensive rebound by Team,,67-94,,
9:06.0,S. Larkin enters the game for S. Kilpatrick,,67-94,,
9:06.0,,,67-94,,M. Williams enters the game for M. Dellavedova
9:06.0,C. McCullough makes free throw 2 of 2,1,68-94,,
8:49.0,Violation by C. McCullough (kicked ball),,68-94,,
8:49.0,Official timeout,,68-94,,
8:41.0,,,68-97,3,C. Frye makes 3-pt shot from 24 ft (assist by I. Shumpert)
8:24.0,M. Brown misses 3-pt shot from 25 ft,,68-97,,
8:24.0,,,68-97,,Defensive rebound by I. Shumpert
