time,Utah,pts.away,score,pts.home,Indiana
8:34.0,D. Favors misses 2-pt shot from 1 ft (block by M. Ellis),,6-7,,
8:33.0,,,6-7,,Defensive rebound by M. Ellis
8:29.0,Shooting block foul by R. Gobert (drawn by G. Hill),,6-7,,
8:29.0,,,6-8,1,G. Hill makes free throw 1 of 2
8:29.0,,,6-9,1,G. Hill makes free throw 2 of 2
8:14.0,G. Hayward misses 2-pt shot from 16 ft,,6-9,,
8:13.0,,,6-9,,Defensive rebound by Team
8:13.0,Loose ball foul by D. Favors (drawn by C. Miles),,6-9,,
8:02.0,,,6-9,,M. Ellis misses 2-pt shot from 19 ft
8:01.0,Defensive rebound by R. Gobert,,6-9,,
7:53.0,R. Hood misses 3-pt shot from 24 ft,,6-9,,
7:52.0,Offensive rebound by D. Favors,,6-9,,
7:42.0,Turnover by D. Favors (traveling),,6-9,,
7:35.0,,,6-9,,Turnover by G. Hill (bad pass; steal by D. Favors)
7:25.0,G. Hayward makes 2-pt shot from 1 ft (assist by R. Neto),2,8-9,,
7:09.0,,,8-9,,M. Ellis misses 2-pt shot from 19 ft
7:09.0,,,8-9,,Offensive rebound by Team
7:09.0,Loose ball foul by D. Favors (drawn by G. Hill),,8-9,,
7:09.0,T. Booker enters the game for D. Favors,,8-9,,
6:59.0,,,8-9,,Turnover by C. Miles (bad pass; steal by R. Hood)
6:56.0,,,8-9,,Personal foul by P. George (drawn by G. Hayward)
6:50.0,R. Neto misses 3-pt shot from 23 ft,,8-9,,
6:48.0,Offensive rebound by R. Neto,,8-9,,
6:46.0,Turnover by R. Neto (bad pass; steal by G. Hill),,8-9,,
6:42.0,Personal block foul by R. Hood (drawn by M. Ellis),,8-9,,
6:42.0,,,8-10,1,M. Ellis makes free throw 1 of 2
6:42.0,,,8-11,1,M. Ellis makes free throw 2 of 2
6:30.0,Turnover by R. Neto (bad pass),,8-11,,
6:16.0,,,8-13,2,P. George makes 2-pt shot from 19 ft
5:59.0,R. Hood misses 2-pt shot from 2 ft (block by I. Mahinmi),,8-13,,
5:58.0,Offensive rebound by R. Hood,,8-13,,
5:56.0,R. Hood makes 2-pt shot at rim,2,10-13,,
5:44.0,,,10-13,,Indiana full timeout
5:44.0,T. Burke enters the game for R. Neto,,10-13,,
5:37.0,,,10-13,,Turnover by M. Ellis (bad pass; steal by G. Hayward)
5:33.0,R. Hood makes 2-pt shot from 1 ft,2,12-13,,
5:11.0,,,12-15,2,M. Ellis makes 2-pt shot from 11 ft
4:49.0,T. Burke makes 3-pt shot from 22 ft (assist by G. Hayward),3,15-15,,
4:44.0,,,15-15,,Shooting foul by T. Burke (drawn by C. Miles)
4:44.0,,,15-16,1,C. Miles makes free throw 1 of 2
4:44.0,,,15-16,,R. Stuckey enters the game for G. Hill
4:44.0,,,15-16,,M. Turner enters the game for I. Mahinmi
4:44.0,,,15-16,,C. Miles misses free throw 2 of 2
4:44.0,Defensive rebound by T. Booker,,15-16,,
4:26.0,G. Hayward misses 2-pt shot at rim,,15-16,,
4:25.0,Offensive rebound by T. Burke,,15-16,,
4:20.0,R. Hood makes 2-pt shot from 20 ft,2,17-16,,
4:05.0,,,17-18,2,M. Turner makes 2-pt shot from 16 ft (assist by C. Miles)
3:45.0,R. Gobert misses 2-pt shot from 3 ft (block by M. Ellis),,17-18,,
3:44.0,,,17-18,,Defensive rebound by C. Miles
3:43.0,Personal take foul by R. Hood (drawn by C. Miles),,17-18,,
3:43.0,,,17-19,1,C. Miles makes free throw 1 of 2
3:43.0,A. Burks enters the game for R. Hood,,17-19,,
3:43.0,,,17-20,1,C. Miles makes free throw 2 of 2
3:30.0,T. Burke makes 2-pt shot from 12 ft,2,19-20,,
3:18.0,,,19-22,2,M. Ellis makes 2-pt shot from 17 ft
2:58.0,Turnover by G. Hayward (lost ball; steal by C. Miles),,19-22,,
2:53.0,,,19-24,2,P. George makes 2-pt shot from 1 ft (assist by C. Miles)
2:52.0,Utah full timeout,,19-24,,
2:52.0,T. Lyles enters the game for R. Gobert,,19-24,,
2:52.0,,,19-24,,L. Allen enters the game for C. Miles
2:28.0,T. Burke misses 3-pt shot from 26 ft,,19-24,,
2:27.0,Offensive rebound by Team,,19-24,,
2:21.0,Offensive foul by T. Lyles,,19-24,,
2:21.0,Turnover by T. Lyles (offensive foul),,19-24,,
2:09.0,,,19-24,,Offensive foul by L. Allen
2:09.0,,,19-24,,Turnover by L. Allen (offensive foul)
1:52.0,T. Burke makes 2-pt shot at rim,2,21-24,,
1:37.0,,,21-24,,M. Turner misses 2-pt shot at rim
1:37.0,,,21-24,,Offensive rebound by M. Turner
1:37.0,,,21-24,,Shooting foul by G. Hayward (drawn by M. Turner)
1:37.0,,,21-25,1,M. Turner makes free throw 1 of 2
1:37.0,,,21-26,1,M. Turner makes free throw 2 of 2
1:17.0,T. Lyles misses 2-pt shot from 14 ft,,21-26,,
1:16.0,,,21-26,,Defensive rebound by L. Allen
1:10.0,,,21-28,2,M. Turner makes 2-pt shot at rim (assist by M. Ellis)
0:56.0,T. Booker misses 2-pt shot from 6 ft,,21-28,,
0:56.0,Offensive rebound by T. Lyles,,21-28,,
0:56.0,Shooting foul by P. George (drawn by T. Lyles),,21-28,,
0:56.0,T. Lyles makes free throw 1 of 2,1,22-28,,
0:56.0,,,22-28,,C. Budinger enters the game for P. George
0:56.0,T. Lyles makes free throw 2 of 2,1,23-28,,
0:44.0,,,23-28,,R. Stuckey misses 2-pt shot from 17 ft
0:43.0,Defensive rebound by A. Burks,,23-28,,
0:35.0,A. Burks misses 2-pt shot from 12 ft,,23-28,,
0:34.0,Offensive rebound by T. Lyles,,23-28,,
0:34.0,T. Lyles misses 2-pt shot from 1 ft,,23-28,,
0:32.0,,,23-28,,Defensive rebound by R. Stuckey
0:20.0,,,23-28,,M. Ellis misses 2-pt shot from 13 ft
0:18.0,,,23-28,,Offensive rebound by Team
0:16.0,Personal foul by T. Booker (drawn by L. Allen),,23-28,,
0:16.0,,,23-29,1,L. Allen makes free throw 1 of 2
0:16.0,,,23-29,,L. Allen misses free throw 2 of 2
0:16.0,Defensive rebound by T. Booker,,23-29,,
0:01.0,A. Burks misses 2-pt shot from 5 ft,,23-29,,
0:01.0,,,23-29,,Defensive rebound by R. Stuckey
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Personal foul by T. Burke (drawn by G. Hill),,23-29,,
11:34.0,,,23-29,,R. Stuckey misses 3-pt shot from 26 ft
11:33.0,Defensive rebound by D. Favors,,23-29,,
11:14.0,D. Favors misses 2-pt shot from 13 ft,,23-29,,
11:13.0,,,23-29,,Defensive rebound by G. Hill
10:53.0,,,23-29,,C. Budinger misses 3-pt shot from 25 ft
10:52.0,Defensive rebound by D. Favors,,23-29,,
10:35.0,Turnover by T. Burke (bad pass; steal by R. Stuckey),,23-29,,
10:32.0,Personal foul by J. Ingles (drawn by C. Budinger),,23-29,,
10:19.0,,,23-31,2,M. Turner makes 2-pt shot from 7 ft
10:01.0,Offensive charge foul by T. Burke,,23-31,,
10:01.0,Turnover by T. Burke (offensive foul),,23-31,,
10:01.0,R. Neto enters the game for T. Burke,,23-31,,
9:43.0,,,23-33,2,M. Turner makes 2-pt shot from 16 ft
9:23.0,J. Ingles makes 2-pt shot from 18 ft,2,25-33,,
9:07.0,,,25-33,,M. Turner misses 2-pt shot from 15 ft
9:07.0,Defensive rebound by D. Favors,,25-33,,
8:54.0,J. Ingles makes 3-pt shot from 27 ft,3,28-33,,
8:37.0,,,28-33,,Shooting foul by T. Booker (drawn by G. Hill)
8:37.0,Official timeout,,28-33,,
8:37.0,,,28-34,1,G. Hill makes free throw 1 of 3
8:37.0,,,28-34,,G. Hill misses free throw 2 of 3
8:37.0,,,28-34,,Offensive rebound by Team
8:37.0,,,28-35,1,G. Hill makes free throw 3 of 3
8:14.0,R. Neto misses 2-pt shot from 17 ft,,28-35,,
8:13.0,,,28-35,,Defensive rebound by L. Allen
8:07.0,,,28-35,,Turnover by G. Hill (bad pass)
7:51.0,A. Burks misses 2-pt shot from 17 ft,,28-35,,
7:51.0,,,28-35,,Defensive rebound by C. Budinger
7:46.0,,,28-35,,Offensive charge foul by G. Hill
7:46.0,,,28-35,,Turnover by G. Hill (offensive foul)
7:26.0,J. Ingles misses 3-pt shot from 26 ft,,28-35,,
7:26.0,,,28-35,,Defensive rebound by M. Turner
7:10.0,,,28-35,,R. Stuckey misses 2-pt shot at rim
7:10.0,,,28-35,,Offensive rebound by L. Allen
7:10.0,,,28-37,2,L. Allen makes 2-pt shot at rim
6:47.0,A. Burks makes 2-pt shot at rim,2,30-37,,
6:47.0,,,30-37,,Indiana full timeout
6:47.0,R. Hood enters the game for R. Neto,,30-37,,
6:47.0,R. Gobert enters the game for T. Booker,,30-37,,
6:22.0,,,30-37,,Turnover by R. Stuckey (bad pass; steal by J. Ingles)
6:17.0,A. Burks misses 2-pt shot at rim,,30-37,,
6:17.0,,,30-37,,Defensive rebound by M. Turner
6:05.0,,,30-39,2,R. Stuckey makes 2-pt shot from 14 ft
5:47.0,D. Favors misses 2-pt shot from 3 ft,,30-39,,
5:46.0,,,30-39,,Defensive rebound by C. Budinger
5:35.0,,,30-39,,L. Allen misses 2-pt shot from 20 ft
5:35.0,Defensive rebound by R. Hood,,30-39,,
5:14.0,R. Hood makes 2-pt shot from 7 ft,2,32-39,,
4:58.0,,,32-39,,M. Turner misses 2-pt shot from 22 ft
4:58.0,,,32-39,,Offensive rebound by L. Allen
4:53.0,,,32-42,3,C. Budinger makes 3-pt shot from 24 ft (assist by L. Allen)
4:33.0,A. Burks makes 2-pt shot at rim,2,34-42,,
4:22.0,,,34-44,2,R. Stuckey makes 2-pt shot from 9 ft
4:08.0,A. Burks makes 2-pt shot at rim,2,36-44,,
3:51.0,,,36-44,,Turnover by G. Hill (bad pass; steal by D. Favors)
3:37.0,D. Favors makes 2-pt shot from 1 ft,2,38-44,,
3:35.0,,,38-44,,Indiana full timeout
3:35.0,,,38-44,,P. George enters the game for R. Stuckey
3:35.0,,,38-44,,M. Ellis enters the game for M. Turner
3:35.0,,,38-44,,C. Miles enters the game for L. Allen
3:35.0,,,38-44,,I. Mahinmi enters the game for C. Budinger
3:35.0,E. Millsap enters the game for A. Burks,,38-44,,
3:35.0,G. Hayward enters the game for J. Ingles,,38-44,,
3:16.0,,,38-44,,I. Mahinmi misses 2-pt shot from 1 ft (block by R. Gobert)
3:16.0,,,38-44,,Offensive rebound by Team
3:14.0,,,38-44,,Shooting foul by E. Millsap (drawn by P. George)
3:14.0,,,38-45,1,P. George makes free throw 1 of 2
3:14.0,T. Booker enters the game for D. Favors,,38-45,,
3:14.0,,,38-46,1,P. George makes free throw 2 of 2
2:54.0,G. Hayward makes 2-pt shot from 7 ft,2,40-46,,
2:30.0,,,40-46,,M. Ellis misses 2-pt shot from 20 ft
2:30.0,Defensive rebound by R. Hood,,40-46,,
2:14.0,G. Hayward misses 2-pt shot from 12 ft,,40-46,,
2:13.0,,,40-46,,Defensive rebound by P. George
2:01.0,Personal foul by G. Hayward (drawn by P. George),,40-46,,
2:01.0,Utah full timeout,,40-46,,
2:01.0,J. Ingles enters the game for R. Hood,,40-46,,
2:01.0,,,40-46,,P. George misses free throw 1 of 2
2:01.0,,,40-46,,Offensive rebound by Team
2:01.0,,,40-47,1,P. George makes free throw 2 of 2
1:44.0,G. Hayward misses 2-pt shot from 14 ft,,40-47,,
1:44.0,Offensive rebound by Team,,40-47,,
1:44.0,,,40-47,,Loose ball foul by I. Mahinmi (drawn by R. Gobert)
1:31.0,T. Booker misses 2-pt shot from 15 ft,,40-47,,
1:30.0,,,40-47,,Defensive rebound by C. Miles
1:17.0,,,40-47,,C. Miles misses 3-pt shot from 27 ft
1:16.0,Defensive rebound by J. Ingles,,40-47,,
1:00.0,J. Ingles misses 3-pt shot from 24 ft,,40-47,,
0:59.0,,,40-47,,Defensive rebound by G. Hill
0:40.0,,,40-47,,M. Ellis misses 2-pt shot at rim
0:39.0,,,40-47,,Offensive rebound by I. Mahinmi
0:39.0,,,40-49,2,I. Mahinmi makes 2-pt shot at rim
0:29.0,,,40-49,,Personal block foul by M. Ellis (drawn by J. Ingles)
0:29.0,J. Ingles makes free throw 1 of 2,1,41-49,,
0:29.0,C. Johnson enters the game for G. Hayward,,41-49,,
0:29.0,J. Ingles makes free throw 2 of 2,1,42-49,,
0:05.0,,,42-49,,G. Hill misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by R. Gobert,,42-49,,
0:00.0,T. Booker misses 3-pt shot from 43 ft,,42-49,,
0:00.0,Offensive rebound by Team,,42-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,42-49,,C. Miles misses 2-pt shot at rim (block by D. Favors)
11:39.0,Defensive rebound by D. Favors,,42-49,,
11:19.0,D. Favors makes 2-pt shot from 5 ft,2,44-49,,
11:01.0,,,44-49,,P. George misses 2-pt shot from 8 ft
11:01.0,Defensive rebound by R. Gobert,,44-49,,
10:52.0,,,44-49,,Personal foul by P. George (drawn by G. Hayward)
10:39.0,R. Neto misses 2-pt shot from 8 ft,,44-49,,
10:39.0,,,44-49,,Defensive rebound by M. Ellis
10:24.0,,,44-49,,G. Hill misses 2-pt shot from 17 ft
10:24.0,Defensive rebound by R. Gobert,,44-49,,
10:08.0,D. Favors misses 2-pt shot at rim (block by I. Mahinmi),,44-49,,
10:07.0,Offensive rebound by Team,,44-49,,
10:05.0,Shooting foul by C. Miles (drawn by R. Gobert),,44-49,,
10:05.0,R. Gobert misses free throw 1 of 2,,44-49,,
10:05.0,Offensive rebound by Team,,44-49,,
10:05.0,R. Gobert makes free throw 2 of 2,1,45-49,,
9:49.0,,,45-49,,I. Mahinmi misses 2-pt shot from 16 ft
9:49.0,Defensive rebound by D. Favors,,45-49,,
9:35.0,Turnover by R. Gobert (traveling),,45-49,,
9:26.0,,,45-49,,Turnover by M. Ellis (bad pass; steal by R. Hood)
9:22.0,Shooting foul by I. Mahinmi (drawn by R. Gobert),,45-49,,
9:22.0,R. Gobert makes free throw 1 of 2,1,46-49,,
9:22.0,R. Gobert makes free throw 2 of 2,1,47-49,,
9:05.0,,,47-49,,I. Mahinmi misses 2-pt shot from 18 ft
9:05.0,Defensive rebound by R. Gobert,,47-49,,
8:53.0,G. Hayward makes 3-pt shot from 26 ft (assist by R. Gobert),3,50-49,,
8:51.0,,,50-49,,Indiana full timeout
8:30.0,,,50-49,,C. Miles misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by Team,,50-49,,
8:12.0,D. Favors makes 2-pt shot from 1 ft,2,52-49,,
8:12.0,Shooting foul by I. Mahinmi (drawn by D. Favors),,52-49,,
8:12.0,D. Favors misses free throw 1 of 1,,52-49,,
8:09.0,Offensive rebound by R. Neto,,52-49,,
8:03.0,G. Hayward misses 2-pt shot from 6 ft,,52-49,,
8:03.0,,,52-49,,Defensive rebound by I. Mahinmi
7:52.0,Personal foul by D. Favors (drawn by P. George),,52-49,,
7:47.0,,,52-49,,P. George misses 2-pt shot from 15 ft
7:46.0,Defensive rebound by R. Gobert,,52-49,,
7:42.0,Offensive charge foul by R. Hood,,52-49,,
7:42.0,Turnover by R. Hood (offensive foul),,52-49,,
7:29.0,,,52-49,,Turnover by G. Hill (lost ball)
7:11.0,R. Neto misses 2-pt shot from 11 ft,,52-49,,
7:10.0,Offensive rebound by R. Gobert,,52-49,,
6:59.0,R. Gobert makes 2-pt shot at rim (assist by G. Hayward),2,54-49,,
6:50.0,,,54-49,,C. Miles misses 3-pt shot from 25 ft
6:50.0,,,54-49,,Offensive rebound by G. Hill
6:29.0,,,54-51,2,M. Ellis makes 2-pt shot from 19 ft
6:02.0,R. Hood misses 2-pt shot from 12 ft,,54-51,,
6:00.0,Offensive rebound by R. Gobert,,54-51,,
6:00.0,R. Gobert misses 2-pt shot from 1 ft,,54-51,,
5:58.0,Offensive rebound by R. Gobert,,54-51,,
5:58.0,R. Gobert makes 2-pt shot from 1 ft,2,56-51,,
5:44.0,,,56-51,,I. Mahinmi misses 2-pt shot from 8 ft (block by R. Gobert)
5:44.0,,,56-51,,Offensive rebound by Team
5:44.0,T. Burke enters the game for R. Neto,,56-51,,
5:44.0,T. Booker enters the game for R. Gobert,,56-51,,
5:41.0,Personal block foul by G. Hayward (drawn by P. George),,56-51,,
5:41.0,J. Ingles enters the game for G. Hayward,,56-51,,
5:31.0,,,56-51,,M. Ellis misses 3-pt shot from 25 ft
5:30.0,Defensive rebound by T. Booker,,56-51,,
5:23.0,Turnover by T. Burke (bad pass; steal by C. Miles),,56-51,,
5:18.0,,,56-53,2,P. George makes 2-pt shot at rim (assist by M. Ellis)
4:53.0,D. Favors makes 2-pt shot from 15 ft,2,58-53,,
4:43.0,,,58-55,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis)
4:24.0,T. Burke makes 2-pt shot from 18 ft (assist by D. Favors),2,60-55,,
4:12.0,,,60-57,2,C. Miles makes 2-pt shot from 18 ft
3:58.0,A. Burks enters the game for R. Hood,,60-57,,
3:58.0,,,60-57,,M. Turner enters the game for C. Miles
3:58.0,,,60-57,,R. Stuckey enters the game for I. Mahinmi
3:58.0,,,60-57,,L. Allen enters the game for G. Hill
3:50.0,T. Burke misses 2-pt shot from 1 ft (block by M. Turner),,60-57,,
3:50.0,Offensive rebound by Team,,60-57,,
3:50.0,Utah full timeout,,60-57,,
3:46.0,A. Burks misses 2-pt shot from 19 ft,,60-57,,
3:45.0,,,60-57,,Defensive rebound by P. George
3:40.0,,,60-57,,Turnover by P. George (bad pass)
3:27.0,Shooting foul by R. Stuckey (drawn by A. Burks),,60-57,,
3:27.0,A. Burks makes free throw 1 of 2,1,61-57,,
3:27.0,G. Hayward enters the game for J. Ingles,,61-57,,
3:27.0,A. Burks makes free throw 2 of 2,1,62-57,,
3:13.0,,,62-57,,M. Turner misses 2-pt shot from 18 ft
3:11.0,Defensive rebound by T. Burke,,62-57,,
2:55.0,D. Favors misses 2-pt shot from 1 ft (block by L. Allen),,62-57,,
2:54.0,,,62-57,,Defensive rebound by M. Ellis
2:52.0,,,62-57,,Turnover by M. Ellis (bad pass; steal by T. Burke)
2:48.0,D. Favors makes 2-pt shot at rim (assist by T. Burke),2,64-57,,
2:26.0,R. Gobert enters the game for D. Favors,,64-57,,
2:22.0,,,64-57,,P. George misses 2-pt shot from 12 ft
2:21.0,Defensive rebound by R. Gobert,,64-57,,
2:17.0,,,64-57,,Violation by M. Ellis (kicked ball)
2:14.0,Offensive charge foul by G. Hayward,,64-57,,
2:14.0,Turnover by G. Hayward (offensive foul),,64-57,,
2:14.0,J. Ingles enters the game for G. Hayward,,64-57,,
1:56.0,,,64-57,,R. Stuckey misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by R. Gobert,,64-57,,
1:41.0,Turnover by A. Burks (traveling),,64-57,,
1:29.0,,,64-57,,M. Ellis misses 2-pt shot at rim
1:28.0,Defensive rebound by R. Gobert,,64-57,,
1:13.0,A. Burks makes 2-pt shot from 2 ft,2,66-57,,
1:02.0,,,66-57,,P. George misses 3-pt shot from 26 ft
1:01.0,Defensive rebound by T. Burke,,66-57,,
0:55.0,T. Burke makes 2-pt shot at rim,2,68-57,,
0:38.0,,,68-59,2,M. Ellis makes 2-pt shot from 15 ft
0:22.0,T. Booker makes 2-pt shot at rim (assist by T. Burke),2,70-59,,
0:05.0,Personal take foul by A. Burks (drawn by P. George),,70-59,,
0:02.0,,,70-61,2,P. George makes 2-pt shot at rim
0:00.0,T. Burke misses 3-pt shot from 47 ft,,70-61,,
0:00.0,Offensive rebound by Team,,70-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by R. Hood (traveling),,70-61,,
11:29.0,,,70-61,,Turnover by L. Allen (traveling)
11:15.0,A. Burks misses 2-pt shot from 17 ft,,70-61,,
11:14.0,Offensive rebound by R. Gobert,,70-61,,
11:08.0,T. Booker misses 2-pt shot from 1 ft,,70-61,,
11:07.0,Offensive rebound by Team,,70-61,,
10:56.0,R. Hood makes 2-pt shot from 8 ft,2,72-61,,
10:52.0,,,72-61,,Turnover by L. Allen (bad pass; steal by T. Burke)
10:51.0,T. Burke makes 2-pt shot from 1 ft,2,74-61,,
10:33.0,,,74-64,3,G. Hill makes 3-pt shot from 22 ft (assist by C. Budinger)
10:13.0,R. Hood makes 3-pt shot from 25 ft,3,77-64,,
10:00.0,,,77-66,2,G. Hill makes 2-pt shot from 18 ft
9:39.0,A. Burks misses 2-pt shot from 19 ft,,77-66,,
9:39.0,,,77-66,,Defensive rebound by Team
9:39.0,Loose ball foul by T. Booker (drawn by C. Budinger),,77-66,,
9:39.0,D. Favors enters the game for T. Booker,,77-66,,
9:24.0,,,77-69,3,G. Hill makes 3-pt shot from 24 ft (assist by R. Stuckey)
9:17.0,,,77-69,,Personal foul by G. Hill (drawn by T. Burke)
9:17.0,R. Neto enters the game for T. Burke,,77-69,,
9:09.0,A. Burks misses 2-pt shot from 1 ft,,77-69,,
9:08.0,,,77-69,,Defensive rebound by G. Hill
8:56.0,,,77-69,,L. Allen misses 2-pt shot from 19 ft
8:54.0,Defensive rebound by Team,,77-69,,
8:54.0,Official timeout,,77-69,,
8:54.0,,,77-69,,P. George enters the game for C. Budinger
8:42.0,D. Favors makes 2-pt shot from 19 ft (assist by R. Neto),2,79-69,,
8:27.0,,,79-69,,Offensive foul by M. Turner
8:27.0,,,79-69,,Turnover by M. Turner (offensive foul)
8:27.0,T. Booker enters the game for R. Gobert,,79-69,,
8:06.0,R. Hood misses 3-pt shot from 24 ft,,79-69,,
8:05.0,Offensive rebound by D. Favors,,79-69,,
8:01.0,A. Burks misses 2-pt shot from 1 ft,,79-69,,
8:01.0,,,79-69,,Defensive rebound by L. Allen
7:48.0,,,79-69,,Turnover by L. Allen (lost ball; steal by A. Burks)
7:43.0,R. Hood misses 2-pt shot from 2 ft,,79-69,,
7:42.0,Offensive rebound by T. Booker,,79-69,,
7:42.0,T. Booker makes 2-pt shot at rim,2,81-69,,
7:33.0,,,81-69,,Turnover by P. George (bad pass)
7:33.0,,,81-69,,C. Miles enters the game for L. Allen
7:33.0,G. Hayward enters the game for A. Burks,,81-69,,
7:16.0,G. Hayward misses 2-pt shot from 19 ft,,81-69,,
7:13.0,,,81-69,,Defensive rebound by M. Turner
7:07.0,Personal foul by R. Hood (drawn by P. George),,81-69,,
7:07.0,J. Ingles enters the game for R. Hood,,81-69,,
6:55.0,,,81-69,,G. Hill misses 3-pt shot from 22 ft
6:54.0,Defensive rebound by T. Booker,,81-69,,
6:31.0,Turnover by G. Hayward (lost ball; steal by G. Hill),,81-69,,
6:26.0,,,81-69,,Turnover by G. Hill (lost ball)
6:26.0,,,81-69,,Indiana full timeout
6:26.0,,,81-69,,Technical foul by Team
6:26.0,,,81-69,,I. Mahinmi enters the game for R. Stuckey
6:26.0,,,81-69,,M. Ellis enters the game for M. Turner
6:26.0,G. Hayward makes technical free throw,1,82-69,,
6:04.0,D. Favors makes 2-pt shot at rim (assist by J. Ingles),2,84-69,,
5:38.0,,,84-69,,M. Ellis misses 3-pt shot from 26 ft
5:37.0,Defensive rebound by J. Ingles,,84-69,,
5:25.0,T. Booker misses 2-pt shot from 4 ft (block by C. Miles),,84-69,,
5:24.0,,,84-69,,Defensive rebound by M. Ellis
5:18.0,,,84-69,,M. Ellis misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by J. Ingles,,84-69,,
5:17.0,,,84-69,,Personal foul by I. Mahinmi (drawn by J. Ingles)
5:17.0,T. Burke enters the game for R. Neto,,84-69,,
5:01.0,G. Hayward makes 3-pt shot from 27 ft (assist by J. Ingles),3,87-69,,
5:00.0,,,87-69,,Indiana full timeout
5:00.0,R. Gobert enters the game for T. Booker,,87-69,,
4:41.0,,,87-71,2,P. George makes 2-pt shot from 6 ft
4:41.0,,,87-71,,Shooting foul by R. Gobert (drawn by P. George)
4:41.0,R. Hood enters the game for J. Ingles,,87-71,,
4:41.0,,,87-72,1,P. George makes free throw 1 of 1
4:18.0,D. Favors misses 2-pt shot from 19 ft,,87-72,,
4:17.0,Offensive rebound by R. Gobert,,87-72,,
4:15.0,,,87-72,,Personal foul by I. Mahinmi (drawn by R. Gobert)
4:03.0,T. Burke misses 2-pt shot at rim,,87-72,,
4:01.0,,,87-72,,Defensive rebound by G. Hill
3:55.0,,,87-72,,Turnover by G. Hill (bad pass; steal by R. Hood)
3:37.0,Turnover by R. Hood (lost ball; steal by P. George),,87-72,,
3:32.0,,,87-72,,P. George misses 2-pt shot from 1 ft
3:32.0,,,87-72,,Offensive rebound by G. Hill
3:30.0,,,87-74,2,G. Hill makes 2-pt shot from 1 ft
3:07.0,D. Favors makes 2-pt shot at rim (assist by G. Hayward),2,89-74,,
2:51.0,,,89-74,,Turnover by P. George (bad pass; steal by D. Favors)
2:48.0,,,89-74,,Personal foul by G. Hill (drawn by G. Hayward)
2:48.0,Utah full timeout,,89-74,,
2:29.0,D. Favors makes 2-pt shot from 18 ft (assist by R. Hood),2,91-74,,
2:14.0,,,91-74,,C. Miles misses 3-pt shot from 24 ft
2:12.0,,,91-74,,Offensive rebound by I. Mahinmi
2:10.0,,,91-76,2,I. Mahinmi makes 2-pt shot at rim
1:56.0,,,91-76,,Personal block foul by C. Miles (drawn by T. Burke)
1:56.0,T. Burke makes free throw 1 of 2,1,92-76,,
1:56.0,,,92-76,,S. Hill enters the game for C. Miles
1:56.0,,,92-76,,S. Whittington enters the game for P. George
1:56.0,,,92-76,,J. Young enters the game for I. Mahinmi
