time,Golden State,pts.away,score,pts.home,Portland
4:12.0,,,94-109,2,D. Lillard makes 2-pt shot from 1 ft
4:04.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,97-109,,
3:53.0,,,97-111,2,E. Davis makes 2-pt shot from 1 ft (assist by C. McCollum)
3:43.0,K. Thompson misses 3-pt shot from 25 ft,,97-111,,
3:43.0,,,97-111,,Defensive rebound by Team
3:23.0,,,97-111,,Turnover by D. Lillard (bad pass)
3:23.0,Golden State full timeout,,97-111,,
3:23.0,B. Rush enters the game for A. Iguodala,,97-111,,
3:23.0,S. Livingston enters the game for L. Barbosa,,97-111,,
3:11.0,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston),2,99-111,,
2:47.0,,,99-114,3,D. Lillard makes 3-pt shot from 24 ft
2:35.0,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson),3,102-114,,
2:17.0,,,102-117,3,D. Lillard makes 3-pt shot from 25 ft
2:09.0,Shooting foul by E. Davis (drawn by D. Green),,102-117,,
2:09.0,D. Green misses free throw 1 of 2,,102-117,,
2:09.0,Offensive rebound by Team,,102-117,,
2:09.0,D. Green makes free throw 2 of 2,1,103-117,,
1:54.0,,,103-117,,A. Crabbe misses 3-pt shot from 24 ft
1:53.0,Defensive rebound by K. Thompson,,103-117,,
1:42.0,D. Green makes 3-pt shot from 25 ft (assist by B. Rush),3,106-117,,
1:22.0,,,106-120,3,C. McCollum makes 3-pt shot from 25 ft
1:22.0,Golden State full timeout,,106-120,,
1:22.0,J. McAdoo enters the game for H. Barnes,,106-120,,
1:22.0,I. Clark enters the game for D. Green,,106-120,,
1:22.0,M. Speights enters the game for K. Thompson,,106-120,,
1:22.0,L. Barbosa enters the game for S. Livingston,,106-120,,
1:09.0,I. Clark misses 3-pt shot from 25 ft,,106-120,,
1:08.0,,,106-120,,Defensive rebound by C. McCollum
0:50.0,,,106-120,,Turnover by D. Lillard (lost ball)
0:50.0,,,106-120,,Portland full timeout
0:50.0,,,106-120,,P. Connaughton enters the game for A. Aminu
0:50.0,,,106-120,,L. Montero enters the game for C. McCollum
0:50.0,,,106-120,,B. Roberts enters the game for D. Lillard
0:50.0,,,106-120,,N. Vonleh enters the game for E. Davis
0:39.0,L. Barbosa makes 2-pt shot from 20 ft (assist by M. Speights),2,108-120,,
0:17.0,,,108-120,,B. Roberts misses 2-pt shot from 19 ft
0:16.0,Defensive rebound by B. Rush,,108-120,,
0:09.0,L. Barbosa misses 3-pt shot from 25 ft,,108-120,,
0:06.0,Offensive rebound by L. Barbosa,,108-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
