time,New York,pts.away,score,pts.home,Toronto
5:38.0,K. Porzingis misses 2-pt shot from 16 ft,,37-40,,
5:38.0,,,37-40,,Defensive rebound by C. Joseph
5:19.0,,,37-40,,L. Scola misses 2-pt shot from 2 ft
5:19.0,Defensive rebound by S. Vujacic,,37-40,,
5:09.0,C. Anthony makes 2-pt shot from 17 ft,2,39-40,,
4:49.0,,,39-42,2,D. DeRozan makes 2-pt shot from 15 ft (assist by C. Joseph)
4:31.0,C. Anthony makes 2-pt shot from 2 ft,2,41-42,,
4:31.0,Shooting foul by A. Bennett (drawn by C. Anthony),,41-42,,
4:31.0,,,41-42,,J. Johnson enters the game for A. Bennett
4:31.0,C. Anthony makes free throw 1 of 1,1,42-42,,
4:13.0,,,42-42,,D. DeRozan misses 2-pt shot from 14 ft
4:12.0,Defensive rebound by S. Vujacic,,42-42,,
4:04.0,C. Anthony makes 3-pt shot from 25 ft (assist by J. Calderon),3,45-42,,
3:51.0,,,45-44,2,L. Scola makes 2-pt shot from 1 ft (assist by C. Joseph)
3:38.0,K. Porzingis makes 2-pt shot from 9 ft (assist by C. Anthony),2,47-44,,
3:18.0,,,47-47,3,J. Johnson makes 3-pt shot from 25 ft (assist by C. Joseph)
3:02.0,C. Anthony misses 2-pt shot from 16 ft,,47-47,,
3:02.0,,,47-47,,Defensive rebound by J. Valanciunas
2:52.0,,,47-49,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by C. Joseph)
2:52.0,,,47-49,,Shooting foul by R. Lopez (drawn by J. Valanciunas)
2:52.0,New York full timeout,,47-49,,
2:52.0,,,47-49,,K. Lowry enters the game for C. Joseph
2:52.0,,,47-50,1,J. Valanciunas makes free throw 1 of 1
2:35.0,C. Anthony misses 2-pt shot from 5 ft,,47-50,,
2:34.0,,,47-50,,Defensive rebound by J. Johnson
2:31.0,L. Galloway enters the game for J. Calderon,,47-50,,
2:16.0,,,47-50,,Turnover by K. Lowry (bad pass; steal by S. Vujacic)
2:10.0,K. Porzingis makes 2-pt shot at rim (assist by L. Galloway),2,49-50,,
2:00.0,,,49-50,,D. DeRozan misses 2-pt shot from 16 ft
1:59.0,Defensive rebound by S. Vujacic,,49-50,,
1:51.0,S. Vujacic misses 2-pt shot from 14 ft,,49-50,,
1:50.0,Offensive rebound by Team,,49-50,,
1:46.0,,,49-50,,Personal foul by K. Lowry (drawn by S. Vujacic)
1:46.0,,,49-50,,Technical foul by K. Lowry (drawn by S. Vujacic)
1:46.0,C. Anthony makes technical free throw,1,50-50,,
1:40.0,C. Anthony misses 2-pt shot from 15 ft,,50-50,,
1:40.0,Offensive rebound by S. Vujacic,,50-50,,
1:35.0,C. Anthony misses 3-pt shot from 25 ft,,50-50,,
1:34.0,Offensive rebound by K. Porzingis,,50-50,,
1:32.0,K. Porzingis makes 2-pt shot at rim,2,52-50,,
1:26.0,Personal foul by L. Galloway (drawn by K. Lowry),,52-50,,
1:26.0,,,52-50,,K. Lowry misses free throw 1 of 2
1:26.0,,,52-50,,Offensive rebound by Team
1:26.0,,,52-51,1,K. Lowry makes free throw 2 of 2
1:04.0,C. Anthony makes 2-pt shot from 14 ft,2,54-51,,
1:04.0,Shooting foul by J. Johnson (drawn by C. Anthony),,54-51,,
1:04.0,K. Seraphin enters the game for R. Lopez,,54-51,,
1:04.0,C. Anthony makes free throw 1 of 1,1,55-51,,
0:46.0,,,55-51,,D. DeRozan misses 2-pt shot from 2 ft
0:45.0,,,55-51,,Offensive rebound by L. Scola
0:44.0,,,55-51,,Shooting foul by K. Porzingis (drawn by L. Scola)
0:44.0,,,55-51,,L. Scola misses free throw 1 of 2
0:44.0,,,55-51,,Offensive rebound by Team
0:44.0,,,55-51,,A. Bennett enters the game for J. Johnson
0:44.0,,,55-52,1,L. Scola makes free throw 2 of 2
0:37.0,C. Anthony makes 2-pt shot from 20 ft,2,57-52,,
0:30.0,,,57-52,,Turnover by K. Lowry (bad pass; steal by C. Anthony)
0:06.0,C. Anthony makes 3-pt shot from 26 ft,3,60-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,C. Anthony makes 2-pt shot from 16 ft,2,62-52,,
11:26.0,,,62-52,,D. DeRozan misses 2-pt shot from 2 ft
11:25.0,Defensive rebound by R. Lopez,,62-52,,
11:18.0,J. Calderon makes 3-pt shot from 26 ft (assist by S. Vujacic),3,65-52,,
11:01.0,,,65-52,,K. Lowry misses 2-pt shot from 2 ft (block by R. Lopez)
11:01.0,,,65-52,,Offensive rebound by Team
10:57.0,,,65-54,2,D. DeRozan makes 2-pt shot from 19 ft (assist by K. Lowry)
10:37.0,C. Anthony misses 3-pt shot from 24 ft,,65-54,,
10:36.0,,,65-54,,Defensive rebound by J. Valanciunas
10:24.0,,,65-56,2,L. Scola makes 2-pt shot from 4 ft
9:59.0,R. Lopez misses 2-pt shot from 9 ft,,65-56,,
9:58.0,,,65-56,,Defensive rebound by D. DeRozan
9:47.0,,,65-56,,Shooting foul by J. Calderon (drawn by J. Valanciunas)
9:47.0,,,65-58,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
9:47.0,,,65-59,1,J. Valanciunas makes free throw 1 of 1
9:29.0,S. Vujacic misses 2-pt shot from 16 ft,,65-59,,
9:29.0,Offensive rebound by Team,,65-59,,
9:23.0,K. Porzingis misses 2-pt shot from 19 ft,,65-59,,
9:22.0,,,65-59,,Defensive rebound by D. DeRozan
9:07.0,,,65-59,,L. Scola misses 2-pt shot from 1 ft
9:07.0,Defensive rebound by K. Porzingis,,65-59,,
8:53.0,Turnover by K. Porzingis (lost ball; steal by L. Scola),,65-59,,
8:48.0,,,65-61,2,K. Lowry makes 2-pt shot at rim
8:48.0,New York full timeout,,65-61,,
8:42.0,Offensive foul by K. Porzingis,,65-61,,
8:42.0,Turnover by K. Porzingis (offensive foul),,65-61,,
8:29.0,,,65-63,2,L. Scola makes 2-pt shot from 4 ft (assist by K. Lowry)
8:08.0,R. Lopez makes 2-pt shot from 6 ft (assist by S. Vujacic),2,67-63,,
7:53.0,,,67-63,,Shooting foul by S. Vujacic (drawn by L. Scola)
7:53.0,,,67-64,1,L. Scola makes free throw 1 of 2
7:53.0,,,67-65,1,L. Scola makes free throw 2 of 2
7:32.0,C. Anthony makes 2-pt shot from 20 ft,2,69-65,,
7:20.0,,,69-65,,D. DeRozan misses 2-pt shot from 16 ft
7:20.0,,,69-65,,Offensive rebound by J. Johnson
7:15.0,,,69-67,2,K. Lowry makes 2-pt shot from 2 ft (assist by J. Johnson)
6:55.0,,,69-67,,Personal foul by J. Johnson (drawn by C. Anthony)
6:47.0,S. Vujacic misses 2-pt shot from 20 ft,,69-67,,
6:47.0,,,69-67,,Defensive rebound by L. Scola
6:36.0,,,69-67,,L. Scola misses 2-pt shot from 19 ft
6:36.0,,,69-67,,Offensive rebound by J. Valanciunas
6:33.0,,,69-69,2,J. Valanciunas makes 2-pt shot at rim
6:14.0,J. Calderon misses 2-pt shot from 18 ft,,69-69,,
6:14.0,Offensive rebound by R. Lopez,,69-69,,
6:10.0,R. Lopez makes 2-pt shot at rim,2,71-69,,
5:51.0,,,71-69,,L. Scola misses 2-pt shot from 3 ft (block by R. Lopez)
5:49.0,Defensive rebound by C. Anthony,,71-69,,
5:44.0,J. Calderon misses 3-pt shot from 23 ft (block by J. Johnson),,71-69,,
5:42.0,,,71-69,,Defensive rebound by J. Valanciunas
5:35.0,,,71-71,2,D. DeRozan makes 2-pt shot from 3 ft (assist by K. Lowry)
5:07.0,K. Porzingis misses 2-pt shot from 18 ft,,71-71,,
5:06.0,,,71-71,,Defensive rebound by D. DeRozan
4:58.0,,,71-71,,D. DeRozan misses 3-pt shot from 23 ft
4:58.0,Defensive rebound by S. Vujacic,,71-71,,
4:47.0,C. Anthony misses 2-pt shot from 14 ft,,71-71,,
4:46.0,,,71-71,,Defensive rebound by D. DeRozan
4:42.0,,,71-71,,Shooting foul by R. Lopez (drawn by D. DeRozan)
4:42.0,,,71-72,1,D. DeRozan makes free throw 1 of 2
4:42.0,K. O'Quinn enters the game for K. Porzingis,,71-72,,
4:42.0,L. Galloway enters the game for S. Vujacic,,71-72,,
4:42.0,,,71-72,,P. Patterson enters the game for L. Scola
4:42.0,,,71-72,,D. DeRozan misses free throw 2 of 2
4:40.0,Defensive rebound by K. O'Quinn,,71-72,,
4:26.0,L. Galloway makes 2-pt shot from 2 ft (assist by R. Lopez),2,73-72,,
4:03.0,,,73-72,,D. DeRozan misses 2-pt shot from 4 ft (block by K. O'Quinn)
4:01.0,Defensive rebound by R. Lopez,,73-72,,
3:59.0,Shooting foul by P. Patterson (drawn by K. O'Quinn),,73-72,,
3:59.0,K. O'Quinn misses free throw 1 of 2,,73-72,,
3:59.0,Offensive rebound by Team,,73-72,,
3:59.0,,,73-72,,C. Joseph enters the game for D. DeRozan
3:59.0,J. Grant enters the game for J. Calderon,,73-72,,
3:59.0,K. O'Quinn makes free throw 2 of 2,1,74-72,,
3:59.0,,,74-72,,Toronto full timeout
3:45.0,,,74-72,,P. Patterson misses 3-pt shot from 26 ft
3:45.0,Defensive rebound by L. Galloway,,74-72,,
3:37.0,L. Galloway misses 2-pt shot from 3 ft (block by J. Johnson),,74-72,,
3:36.0,,,74-72,,Defensive rebound by K. Lowry
3:29.0,,,74-75,3,K. Lowry makes 3-pt shot from 27 ft
3:18.0,Turnover by C. Anthony (bad pass; steal by C. Joseph),,74-75,,
3:16.0,Personal foul by R. Lopez (drawn by C. Joseph),,74-75,,
3:16.0,K. Seraphin enters the game for C. Anthony,,74-75,,
3:16.0,L. Thomas enters the game for R. Lopez,,74-75,,
3:16.0,,,74-75,,B. Biyombo enters the game for J. Johnson
3:16.0,,,74-75,,A. Bennett enters the game for J. Valanciunas
3:07.0,Violation by K. O'Quinn (def goaltending),,74-75,,
3:07.0,,,74-77,2,K. Lowry makes 2-pt shot from 2 ft (assist by C. Joseph)
2:54.0,L. Galloway misses 2-pt shot from 2 ft,,74-77,,
2:52.0,Offensive rebound by L. Galloway,,74-77,,
2:47.0,L. Thomas makes 2-pt shot from 9 ft (assist by J. Grant),2,76-77,,
2:23.0,Personal foul by L. Thomas (drawn by A. Bennett),,76-77,,
2:23.0,,,76-78,1,A. Bennett makes free throw 1 of 2
2:23.0,,,76-79,1,A. Bennett makes free throw 2 of 2
2:11.0,J. Grant misses 2-pt shot from 10 ft,,76-79,,
2:11.0,,,76-79,,Defensive rebound by P. Patterson
1:57.0,,,76-79,,K. Lowry misses 3-pt shot from 26 ft
1:57.0,Defensive rebound by K. O'Quinn,,76-79,,
1:43.0,K. O'Quinn misses 2-pt shot from 4 ft,,76-79,,
1:43.0,,,76-79,,Defensive rebound by P. Patterson
1:35.0,,,76-79,,Shooting foul by L. Thomas (drawn by C. Joseph)
1:35.0,,,76-80,1,C. Joseph makes free throw 1 of 2
1:35.0,,,76-80,,N. Powell enters the game for K. Lowry
1:35.0,,,76-81,1,C. Joseph makes free throw 2 of 2
1:15.0,K. Seraphin misses 2-pt shot from 12 ft (block by B. Biyombo),,76-81,,
1:15.0,,,76-81,,Defensive rebound by A. Bennett
1:05.0,,,76-81,,N. Powell misses 3-pt shot from 23 ft
1:04.0,Defensive rebound by K. O'Quinn,,76-81,,
0:45.0,L. Thomas makes 3-pt shot from 26 ft (assist by L. Galloway),3,79-81,,
0:31.0,,,79-83,2,P. Patterson makes 2-pt shot from 7 ft (assist by C. Joseph)
0:14.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by J. Grant),2,81-83,,
0:14.0,Shooting foul by C. Joseph (drawn by K. O'Quinn),,81-83,,
0:14.0,C. Early enters the game for K. Seraphin,,81-83,,
0:14.0,K. O'Quinn makes free throw 1 of 1,1,82-83,,
0:04.0,,,82-83,,C. Joseph misses 2-pt shot from 10 ft
0:03.0,,,82-83,,Offensive rebound by B. Biyombo
0:03.0,,,82-85,2,B. Biyombo makes 2-pt shot from 1 ft
0:00.0,C. Early makes 3-pt shot from 30 ft (assist by K. O'Quinn),3,85-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,85-87,2,C. Joseph makes 2-pt shot from 8 ft
11:23.0,K. O'Quinn misses 2-pt shot from 17 ft,,85-87,,
11:23.0,,,85-87,,Defensive rebound by B. Biyombo
11:03.0,,,85-87,,B. Biyombo misses 2-pt shot from 2 ft (block by K. O'Quinn)
11:02.0,,,85-87,,Offensive rebound by P. Patterson
11:00.0,,,85-87,,P. Patterson misses 2-pt shot from 1 ft
10:59.0,Defensive rebound by K. O'Quinn,,85-87,,
10:47.0,J. Grant makes 2-pt shot from 2 ft,2,87-87,,
10:35.0,,,87-87,,Shooting foul by K. O'Quinn (drawn by D. DeRozan)
10:35.0,,,87-88,1,D. DeRozan makes free throw 1 of 2
10:35.0,,,87-89,1,D. DeRozan makes free throw 2 of 2
10:11.0,L. Galloway makes 2-pt shot from 4 ft,2,89-89,,
9:53.0,,,89-91,2,D. DeRozan makes 2-pt shot from 5 ft
9:40.0,K. O'Quinn makes 2-pt shot from 17 ft (assist by J. Grant),2,91-91,,
9:26.0,,,91-91,,A. Bennett misses 2-pt shot from 3 ft
9:25.0,Defensive rebound by Team,,91-91,,
9:25.0,L. Amundson enters the game for K. O'Quinn,,91-91,,
9:17.0,Shooting foul by D. DeRozan (drawn by J. Grant),,91-91,,
9:17.0,J. Grant makes free throw 1 of 2,1,92-91,,
9:17.0,J. Grant makes free throw 2 of 2,1,93-91,,
8:58.0,,,93-93,2,C. Joseph makes 2-pt shot from 1 ft (assist by D. DeRozan)
8:43.0,L. Galloway makes 3-pt shot from 26 ft (assist by J. Grant),3,96-93,,
8:14.0,,,96-93,,P. Patterson misses 3-pt shot from 23 ft
8:13.0,Defensive rebound by L. Galloway,,96-93,,
8:08.0,C. Early makes 2-pt shot from 3 ft (assist by L. Galloway),2,98-93,,
8:03.0,,,98-93,,Toronto full timeout
8:03.0,C. Anthony enters the game for L. Thomas,,98-93,,
8:03.0,J. Calderon enters the game for L. Galloway,,98-93,,
8:03.0,,,98-93,,K. Lowry enters the game for A. Bennett
7:52.0,Personal foul by L. Amundson,,98-93,,
7:52.0,,,98-93,,J. Johnson enters the game for P. Patterson
7:38.0,,,98-93,,C. Joseph misses 2-pt shot from 4 ft
7:37.0,Defensive rebound by J. Calderon,,98-93,,
7:28.0,C. Anthony misses 2-pt shot from 13 ft,,98-93,,
7:27.0,Offensive rebound by J. Grant,,98-93,,
7:11.0,C. Early misses 3-pt shot from 24 ft,,98-93,,
7:10.0,,,98-93,,Defensive rebound by C. Joseph
6:51.0,,,98-95,2,K. Lowry makes 2-pt shot from 3 ft (assist by J. Johnson)
6:24.0,Turnover by Team (shot clock),,98-95,,
6:24.0,,,98-95,,J. Valanciunas enters the game for B. Biyombo
6:24.0,R. Lopez enters the game for L. Amundson,,98-95,,
