time,New York,pts.away,score,pts.home,Boston
0:35.0,,,58-51,1,I. Thomas makes free throw 2 of 2
0:18.0,L. Galloway misses 3-pt shot from 27 ft,,58-51,,
0:17.0,,,58-51,,Defensive rebound by E. Turner
0:01.0,,,58-53,2,E. Turner makes 2-pt shot from 9 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,C. Anthony makes 2-pt shot from 18 ft,2,60-53,,
11:19.0,,,60-53,,J. Sullinger misses 2-pt shot from 20 ft
11:18.0,Defensive rebound by C. Anthony,,60-53,,
11:07.0,K. Porzingis makes 3-pt shot from 26 ft (assist by C. Anthony),3,63-53,,
11:07.0,,,63-53,,Boston full timeout
10:58.0,,,63-56,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
10:40.0,K. Porzingis misses 3-pt shot from 26 ft,,63-56,,
10:38.0,Offensive rebound by R. Lopez,,63-56,,
10:38.0,,,63-56,,Personal foul by J. Sullinger (drawn by K. Porzingis)
10:38.0,K. Porzingis makes free throw 1 of 2,1,64-56,,
10:38.0,K. Porzingis makes free throw 2 of 2,1,65-56,,
10:25.0,,,65-56,,Shooting foul by C. Anthony (drawn by I. Thomas)
10:25.0,,,65-57,1,I. Thomas makes free throw 1 of 2
10:25.0,,,65-58,1,I. Thomas makes free throw 2 of 2
10:12.0,C. Anthony misses 3-pt shot from 25 ft,,65-58,,
10:10.0,Offensive rebound by K. Porzingis,,65-58,,
10:03.0,Turnover by J. Calderon (bad pass),,65-58,,
10:03.0,,,65-58,,M. Smart enters the game for A. Johnson
9:54.0,,,65-60,2,I. Thomas makes 2-pt shot at rim
9:54.0,New York full timeout,,65-60,,
9:54.0,L. Thomas enters the game for K. Porzingis,,65-60,,
9:30.0,Turnover by A. Afflalo (bad pass; steal by J. Crowder),,65-60,,
9:25.0,,,65-62,2,I. Thomas makes 2-pt shot at rim (assist by J. Crowder)
9:06.0,Turnover by A. Afflalo (lost ball; steal by M. Smart),,65-62,,
9:00.0,,,65-65,3,A. Bradley makes 3-pt shot from 26 ft (assist by I. Thomas)
8:34.0,C. Anthony misses 2-pt shot from 4 ft,,65-65,,
8:33.0,Offensive rebound by R. Lopez,,65-65,,
8:30.0,A. Afflalo misses 3-pt shot from 22 ft,,65-65,,
8:29.0,,,65-65,,Defensive rebound by M. Smart
8:22.0,,,65-67,2,J. Crowder makes 2-pt shot at rim (assist by I. Thomas)
8:03.0,R. Lopez makes 2-pt shot from 3 ft (assist by L. Thomas),2,67-67,,
7:58.0,,,67-69,2,I. Thomas makes 2-pt shot at rim
7:46.0,J. Calderon misses 2-pt shot from 18 ft,,67-69,,
7:45.0,,,67-69,,Defensive rebound by M. Smart
7:41.0,,,67-71,2,A. Bradley makes 2-pt shot at rim (assist by M. Smart)
7:41.0,New York full timeout,,67-71,,
7:41.0,L. Galloway enters the game for R. Lopez,,67-71,,
7:41.0,K. O'Quinn enters the game for J. Calderon,,67-71,,
7:25.0,K. O'Quinn makes 2-pt shot from 15 ft (assist by A. Afflalo),2,69-71,,
7:03.0,,,69-71,,Shooting foul by L. Galloway (drawn by J. Crowder)
7:03.0,,,69-71,,J. Crowder misses free throw 1 of 2
7:03.0,,,69-71,,Offensive rebound by Team
7:03.0,,,69-71,,J. Crowder misses free throw 2 of 2
7:03.0,Defensive rebound by K. O'Quinn,,69-71,,
6:51.0,K. O'Quinn makes 2-pt shot from 19 ft (assist by L. Galloway),2,71-71,,
6:35.0,,,71-73,2,I. Thomas makes 2-pt shot from 14 ft
6:19.0,C. Anthony makes 2-pt shot from 19 ft (assist by A. Afflalo),2,73-73,,
6:03.0,,,73-73,,J. Sullinger misses 2-pt shot from 18 ft
6:02.0,Defensive rebound by C. Anthony,,73-73,,
5:55.0,Turnover by L. Galloway (bad pass; steal by M. Smart),,73-73,,
5:50.0,,,73-73,,J. Crowder misses 2-pt shot from 21 ft
5:49.0,Defensive rebound by K. O'Quinn,,73-73,,
5:26.0,K. O'Quinn misses 2-pt shot from 13 ft,,73-73,,
5:26.0,Offensive rebound by Team,,73-73,,
5:26.0,,,73-73,,Loose ball foul by I. Thomas (drawn by L. Thomas)
5:26.0,,,73-73,,E. Turner enters the game for A. Bradley
5:26.0,,,73-73,,T. Zeller enters the game for J. Sullinger
5:12.0,A. Afflalo makes 2-pt shot from 5 ft (assist by K. O'Quinn),2,75-73,,
4:49.0,,,75-73,,E. Turner misses 2-pt shot from 2 ft
4:48.0,Defensive rebound by K. O'Quinn,,75-73,,
4:35.0,A. Afflalo makes 2-pt shot from 17 ft (assist by K. O'Quinn),2,77-73,,
4:23.0,,,77-73,,Shooting foul by L. Thomas (drawn by I. Thomas)
4:23.0,,,77-74,1,I. Thomas makes free throw 1 of 2
4:23.0,,,77-74,,J. Jerebko enters the game for J. Crowder
4:23.0,,,77-75,1,I. Thomas makes free throw 2 of 2
4:16.0,,,77-75,,Personal foul by M. Smart (drawn by C. Anthony)
4:16.0,J. Calderon enters the game for A. Afflalo,,77-75,,
4:10.0,,,77-75,,Personal foul by T. Zeller (drawn by C. Anthony)
3:57.0,L. Thomas misses 2-pt shot from 6 ft (block by T. Zeller),,77-75,,
3:55.0,,,77-75,,Defensive rebound by J. Jerebko
3:51.0,,,77-75,,Turnover by E. Turner (bad pass; steal by C. Anthony)
3:39.0,L. Thomas misses 2-pt shot from 20 ft,,77-75,,
3:37.0,,,77-75,,Defensive rebound by E. Turner
3:31.0,,,77-77,2,E. Turner makes 2-pt shot from 1 ft
3:10.0,Turnover by C. Anthony (bad pass; steal by I. Thomas),,77-77,,
3:05.0,,,77-77,,E. Turner misses 2-pt shot from 1 ft
3:04.0,Defensive rebound by L. Galloway,,77-77,,
2:54.0,C. Anthony misses 3-pt shot from 27 ft,,77-77,,
2:53.0,,,77-77,,Defensive rebound by T. Zeller
2:48.0,,,77-77,,I. Thomas misses 2-pt shot from 2 ft (block by K. O'Quinn)
2:46.0,Defensive rebound by L. Galloway,,77-77,,
2:33.0,,,77-77,,Personal foul by J. Jerebko (drawn by L. Galloway)
2:33.0,L. Galloway makes free throw 1 of 2,1,78-77,,
2:33.0,K. Porzingis enters the game for K. O'Quinn,,78-77,,
2:33.0,L. Galloway makes free throw 2 of 2,1,79-77,,
2:16.0,,,79-79,2,E. Turner makes 2-pt shot from 2 ft
2:04.0,J. Calderon misses 2-pt shot from 1 ft,,79-79,,
2:03.0,Offensive rebound by C. Anthony,,79-79,,
2:03.0,C. Anthony makes 2-pt shot at rim,2,81-79,,
2:02.0,Violation by Team (jump ball),,81-79,,
1:49.0,,,81-79,,Offensive foul by M. Smart
1:49.0,,,81-79,,Turnover by M. Smart (offensive foul)
1:49.0,A. Afflalo enters the game for C. Anthony,,81-79,,
1:49.0,,,81-79,,Technical foul by M. Smart
1:49.0,J. Calderon makes technical free throw,1,82-79,,
1:28.0,K. Porzingis misses 2-pt shot from 4 ft,,82-79,,
1:27.0,,,82-79,,Defensive rebound by E. Turner
1:19.0,,,82-79,,T. Zeller misses 2-pt shot from 6 ft
1:19.0,,,82-79,,Offensive rebound by J. Jerebko
1:19.0,,,82-79,,J. Jerebko misses 2-pt shot from 2 ft
1:18.0,Defensive rebound by L. Thomas,,82-79,,
1:07.0,J. Calderon makes 2-pt shot from 21 ft,2,84-79,,
0:49.0,,,84-79,,E. Turner misses 2-pt shot from 21 ft
0:48.0,,,84-79,,Offensive rebound by T. Zeller
0:42.0,,,84-79,,I. Thomas misses 2-pt shot from 1 ft
0:40.0,,,84-79,,Offensive rebound by E. Turner
0:39.0,,,84-79,,Turnover by E. Turner (traveling)
0:30.0,K. Porzingis misses 2-pt shot from 4 ft,,84-79,,
0:29.0,,,84-79,,Defensive rebound by J. Jerebko
0:21.0,,,84-81,2,E. Turner makes 2-pt shot from 1 ft
0:03.0,A. Afflalo makes 3-pt shot from 27 ft (assist by L. Thomas),3,87-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,87-81,,T. Zeller misses 2-pt shot from 14 ft
11:43.0,Defensive rebound by L. Galloway,,87-81,,
11:35.0,A. Afflalo makes 2-pt shot from 20 ft (assist by J. Calderon),2,89-81,,
11:22.0,,,89-81,,E. Turner misses 2-pt shot from 3 ft
11:21.0,,,89-81,,Offensive rebound by T. Zeller
11:20.0,,,89-83,2,T. Zeller makes 2-pt shot from 2 ft
10:57.0,L. Galloway misses 2-pt shot from 18 ft,,89-83,,
10:56.0,,,89-83,,Defensive rebound by J. Jerebko
10:49.0,,,89-83,,J. Jerebko misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by L. Thomas,,89-83,,
10:38.0,J. Calderon misses 2-pt shot from 2 ft,,89-83,,
10:37.0,,,89-83,,Defensive rebound by J. Jerebko
10:29.0,,,89-83,,E. Turner misses 2-pt shot from 4 ft
10:28.0,Defensive rebound by L. Thomas,,89-83,,
10:12.0,K. Porzingis misses 2-pt shot from 1 ft,,89-83,,
10:11.0,,,89-83,,Defensive rebound by T. Zeller
9:56.0,,,89-85,2,T. Zeller makes 2-pt shot from 20 ft (assist by E. Turner)
9:38.0,L. Galloway misses 2-pt shot from 3 ft,,89-85,,
9:37.0,,,89-85,,Defensive rebound by Team
9:37.0,,,89-85,,J. Crowder enters the game for M. Smart
9:37.0,C. Anthony enters the game for K. Porzingis,,89-85,,
9:37.0,R. Lopez enters the game for L. Thomas,,89-85,,
9:26.0,,,89-87,2,T. Zeller makes 2-pt shot at rim
9:02.0,R. Lopez makes 2-pt shot from 6 ft,2,91-87,,
8:55.0,,,91-87,,J. Crowder misses 3-pt shot from 27 ft
8:54.0,Defensive rebound by R. Lopez,,91-87,,
8:43.0,J. Calderon misses 2-pt shot from 10 ft,,91-87,,
8:42.0,Offensive rebound by R. Lopez,,91-87,,
8:42.0,R. Lopez misses 2-pt shot at rim,,91-87,,
8:41.0,Offensive rebound by R. Lopez,,91-87,,
8:41.0,R. Lopez misses 2-pt shot at rim,,91-87,,
8:40.0,,,91-87,,Defensive rebound by J. Jerebko
8:21.0,,,91-87,,J. Jerebko misses 3-pt shot from 23 ft
8:20.0,Defensive rebound by L. Galloway,,91-87,,
8:15.0,L. Galloway misses 2-pt shot from 10 ft,,91-87,,
8:14.0,,,91-87,,Defensive rebound by Team
8:14.0,Official timeout,,91-87,,
8:14.0,L. Thomas enters the game for L. Galloway,,91-87,,
8:00.0,,,91-87,,A. Bradley misses 2-pt shot from 19 ft
7:59.0,,,91-87,,Offensive rebound by J. Crowder
7:50.0,,,91-87,,E. Turner misses 2-pt shot from 12 ft
7:50.0,Defensive rebound by J. Calderon,,91-87,,
7:30.0,C. Anthony makes 2-pt shot from 17 ft,2,93-87,,
7:15.0,,,93-89,2,T. Zeller makes 2-pt shot from 19 ft (assist by E. Turner)
6:51.0,A. Afflalo misses 3-pt shot from 25 ft,,93-89,,
6:50.0,,,93-89,,Defensive rebound by J. Crowder
6:38.0,,,93-89,,E. Turner misses 2-pt shot from 3 ft
6:37.0,,,93-89,,Offensive rebound by J. Crowder
6:36.0,,,93-89,,J. Crowder misses 2-pt shot from 2 ft
6:35.0,Defensive rebound by R. Lopez,,93-89,,
6:27.0,A. Afflalo makes 3-pt shot from 23 ft (assist by C. Anthony),3,96-89,,
6:14.0,Personal foul by L. Thomas (drawn by E. Turner),,96-89,,
6:14.0,,,96-89,,J. Sullinger enters the game for T. Zeller
6:14.0,,,96-89,,I. Thomas enters the game for J. Jerebko
6:14.0,,,96-89,,Boston full timeout
6:09.0,,,96-89,,A. Bradley misses 2-pt shot from 20 ft
6:08.0,Defensive rebound by L. Thomas,,96-89,,
5:45.0,C. Anthony misses 2-pt shot from 13 ft,,96-89,,
5:44.0,,,96-89,,Defensive rebound by E. Turner
5:26.0,,,96-89,,Shooting foul by L. Thomas (drawn by E. Turner)
5:26.0,,,96-90,1,E. Turner makes free throw 1 of 2
5:26.0,,,96-90,,E. Turner misses free throw 2 of 2
5:26.0,Defensive rebound by R. Lopez,,96-90,,
5:09.0,J. Calderon makes 2-pt shot from 20 ft,2,98-90,,
4:54.0,,,98-92,2,E. Turner makes 2-pt shot from 8 ft
4:30.0,C. Anthony misses 3-pt shot from 26 ft,,98-92,,
4:29.0,,,98-92,,Defensive rebound by A. Bradley
4:25.0,Personal foul by J. Calderon (drawn by J. Sullinger),,98-92,,
4:25.0,L. Galloway enters the game for L. Thomas,,98-92,,
4:22.0,,,98-92,,Turnover by J. Crowder (bad pass; steal by L. Galloway)
4:16.0,L. Galloway makes 2-pt shot from 1 ft,2,100-92,,
4:04.0,Personal foul by L. Galloway (drawn by I. Thomas),,100-92,,
3:53.0,,,100-92,,I. Thomas misses 3-pt shot from 27 ft
3:52.0,Defensive rebound by J. Calderon,,100-92,,
3:44.0,New York full timeout,,100-92,,
3:28.0,L. Galloway misses 3-pt shot from 26 ft,,100-92,,
3:27.0,,,100-92,,Defensive rebound by J. Sullinger
