time,Detroit,pts.away,score,pts.home,Washington
8:20.0,M. Morris misses 2-pt shot from 14 ft,,2-6,,
8:19.0,,,2-6,,Defensive rebound by J. Wall
8:09.0,,,2-6,,J. Dudley misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by A. Tolliver,,2-6,,
7:53.0,R. Jackson misses 3-pt shot from 26 ft,,2-6,,
7:52.0,,,2-6,,Defensive rebound by O. Porter
7:45.0,,,2-9,3,J. Wall makes 3-pt shot from 22 ft (assist by G. Temple)
7:32.0,R. Jackson misses 2-pt shot from 3 ft,,2-9,,
7:31.0,Offensive rebound by R. Jackson,,2-9,,
7:24.0,R. Jackson makes 2-pt shot from 1 ft,2,4-9,,
7:24.0,Shooting foul by J. Dudley (drawn by R. Jackson),,4-9,,
7:24.0,R. Jackson makes free throw 1 of 1,1,5-9,,
7:01.0,,,5-9,,J. Wall misses 2-pt shot from 19 ft
7:00.0,Defensive rebound by M. Morris,,5-9,,
6:53.0,A. Tolliver makes 3-pt shot from 24 ft (assist by M. Morris),3,8-9,,
6:39.0,,,8-12,3,O. Porter makes 3-pt shot from 26 ft (assist by M. Gortat)
6:21.0,Turnover by M. Morris (lost ball),,8-12,,
6:01.0,,,8-12,,G. Temple misses 2-pt shot from 17 ft
6:00.0,Defensive rebound by K. Caldwell-Pope,,8-12,,
5:57.0,,,8-12,,Personal foul by J. Wall (drawn by K. Caldwell-Pope)
5:57.0,,,8-12,,Washington full timeout
5:57.0,T. Harris enters the game for A. Tolliver,,8-12,,
5:50.0,R. Jackson misses 2-pt shot from 20 ft,,8-12,,
5:49.0,,,8-12,,Defensive rebound by O. Porter
5:32.0,,,8-12,,G. Temple misses 3-pt shot from 23 ft
5:31.0,,,8-12,,Offensive rebound by M. Gortat
5:28.0,,,8-14,2,M. Gortat makes 2-pt shot from 14 ft
5:09.0,K. Caldwell-Pope misses 2-pt shot from 19 ft,,8-14,,
5:08.0,,,8-14,,Defensive rebound by G. Temple
4:51.0,,,8-16,2,J. Wall makes 2-pt shot from 16 ft
4:21.0,R. Jackson misses 3-pt shot from 30 ft,,8-16,,
4:20.0,,,8-16,,Defensive rebound by G. Temple
4:09.0,,,8-18,2,J. Dudley makes 2-pt shot from 14 ft (assist by J. Wall)
3:58.0,Detroit full timeout,,8-18,,
3:58.0,,,8-18,,M. Morris enters the game for J. Dudley
3:58.0,,,8-18,,B. Beal enters the game for G. Temple
3:58.0,S. Johnson enters the game for K. Caldwell-Pope,,8-18,,
3:48.0,Turnover by T. Harris (traveling),,8-18,,
3:35.0,,,8-18,,Turnover by J. Wall (lost ball; steal by A. Drummond)
3:21.0,A. Drummond makes 2-pt shot from 3 ft (assist by R. Jackson),2,10-18,,
3:10.0,,,10-20,2,M. Gortat makes 2-pt shot from 1 ft (assist by B. Beal)
3:10.0,,,10-20,,Shooting foul by A. Drummond (drawn by M. Gortat)
3:10.0,,,10-21,1,M. Gortat makes free throw 1 of 1
2:57.0,T. Harris makes 3-pt shot from 25 ft (assist by R. Jackson),3,13-21,,
2:48.0,,,13-23,2,B. Beal makes 2-pt shot from 16 ft
2:28.0,Turnover by R. Jackson (bad pass; steal by B. Beal),,13-23,,
2:24.0,,,13-23,,Shooting foul by S. Johnson (drawn by M. Morris)
2:24.0,,,13-24,1,M. Morris makes free throw 1 of 2
2:24.0,S. Blake enters the game for R. Jackson,,13-24,,
2:24.0,A. Tolliver enters the game for M. Morris,,13-24,,
2:24.0,,,13-25,1,M. Morris makes free throw 2 of 2
2:04.0,A. Drummond misses 2-pt shot from 4 ft,,13-25,,
2:03.0,,,13-25,,Defensive rebound by M. Gortat
1:53.0,,,13-25,,Shooting foul by T. Harris (drawn by M. Gortat)
1:53.0,,,13-26,1,M. Gortat makes free throw 1 of 2
1:53.0,,,13-26,,R. Sessions enters the game for J. Wall
1:53.0,,,13-27,1,M. Gortat makes free throw 2 of 2
1:37.0,S. Johnson misses 3-pt shot from 27 ft,,13-27,,
1:36.0,,,13-27,,Defensive rebound by M. Gortat
1:18.0,,,13-27,,B. Beal misses 2-pt shot from 19 ft
1:17.0,Defensive rebound by A. Drummond,,13-27,,
1:03.0,A. Drummond makes 2-pt shot at rim (assist by S. Blake),2,15-27,,
0:53.0,,,15-29,2,R. Sessions makes 2-pt shot from 1 ft
0:40.0,Offensive foul by A. Tolliver,,15-29,,
0:40.0,Turnover by A. Tolliver (offensive foul),,15-29,,
0:40.0,,,15-29,,N. Hilario enters the game for M. Gortat
0:40.0,,,15-29,,G. Temple enters the game for O. Porter
0:21.0,,,15-29,,M. Morris misses 2-pt shot from 18 ft
0:20.0,Defensive rebound by A. Drummond,,15-29,,
0:05.0,,,15-29,,Personal take foul by R. Sessions (drawn by S. Blake)
0:01.0,S. Blake misses 2-pt shot from 14 ft,,15-29,,
0:00.0,Offensive rebound by Team,,15-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,Personal foul by T. Harris (drawn by G. Temple),,15-29,,
11:46.0,,,15-31,2,R. Sessions makes 2-pt shot from 1 ft
11:22.0,A. Tolliver misses 3-pt shot from 25 ft,,15-31,,
11:21.0,,,15-31,,Defensive rebound by G. Temple
11:12.0,,,15-31,,M. Morris misses 2-pt shot from 12 ft
11:11.0,Defensive rebound by T. Harris,,15-31,,
11:03.0,S. Blake makes 3-pt shot from 26 ft,3,18-31,,
10:51.0,,,18-33,2,R. Sessions makes 2-pt shot from 6 ft (assist by B. Beal)
10:51.0,,,18-33,,Shooting foul by S. Blake (drawn by R. Sessions)
10:51.0,M. Morris enters the game for A. Tolliver,,18-33,,
10:51.0,,,18-34,1,R. Sessions makes free throw 1 of 1
10:39.0,Shooting foul by N. Hilario (drawn by T. Harris),,18-34,,
10:39.0,T. Harris makes free throw 1 of 2,1,19-34,,
10:39.0,T. Harris makes free throw 2 of 2,1,20-34,,
10:24.0,,,20-36,2,B. Beal makes 2-pt shot from 15 ft (assist by N. Hilario)
10:02.0,M. Morris misses 2-pt shot from 17 ft,,20-36,,
10:01.0,,,20-36,,Defensive rebound by R. Sessions
9:53.0,,,20-36,,Turnover by M. Morris (3 sec)
9:53.0,K. Caldwell-Pope enters the game for S. Johnson,,20-36,,
9:38.0,A. Baynes makes 2-pt shot from 6 ft (assist by M. Morris),2,22-36,,
9:28.0,,,22-36,,Turnover by B. Beal (bad pass)
9:13.0,T. Harris makes 2-pt shot from 8 ft (assist by S. Blake),2,24-36,,
9:00.0,,,24-36,,R. Sessions misses 2-pt shot from 3 ft
8:58.0,,,24-36,,Offensive rebound by N. Hilario
8:56.0,,,24-36,,N. Hilario misses 2-pt shot from 1 ft
8:56.0,Defensive rebound by A. Baynes,,24-36,,
8:50.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,24-36,,
8:49.0,,,24-36,,Defensive rebound by N. Hilario
8:28.0,,,24-36,,M. Morris misses 2-pt shot from 10 ft
8:27.0,Defensive rebound by A. Baynes,,24-36,,
8:17.0,A. Baynes makes 2-pt shot from 8 ft (assist by M. Morris),2,26-36,,
7:59.0,,,26-39,3,B. Beal makes 3-pt shot from 27 ft (assist by R. Sessions)
7:40.0,T. Harris makes 2-pt shot from 5 ft,2,28-39,,
7:26.0,,,28-39,,Offensive foul by M. Morris
7:26.0,,,28-39,,Turnover by M. Morris (offensive foul)
7:26.0,Official timeout,,28-39,,
7:26.0,,,28-39,,J. Dudley enters the game for M. Morris
7:13.0,T. Harris misses 2-pt shot from 11 ft,,28-39,,
7:12.0,,,28-39,,Defensive rebound by J. Dudley
7:03.0,Def 3 sec tech foul by A. Baynes,,28-39,,
7:03.0,,,28-39,,B. Beal misses technical free throw
7:03.0,,,28-39,,Offensive rebound by Team
6:54.0,,,28-39,,Shooting foul by A. Baynes (drawn by N. Hilario)
6:54.0,,,28-39,,N. Hilario misses free throw 1 of 2
6:54.0,,,28-39,,Offensive rebound by Team
6:54.0,R. Jackson enters the game for S. Blake,,28-39,,
6:54.0,,,28-39,,N. Hilario misses free throw 2 of 2
6:53.0,Defensive rebound by A. Baynes,,28-39,,
6:43.0,M. Morris makes 2-pt shot from 15 ft,2,30-39,,
6:27.0,,,30-39,,N. Hilario misses 2-pt shot at rim
6:26.0,Defensive rebound by A. Baynes,,30-39,,
6:23.0,,,30-39,,J. Wall enters the game for R. Sessions
6:07.0,Turnover by R. Jackson (bad pass; steal by N. Hilario),,30-39,,
5:50.0,,,30-39,,J. Wall misses 2-pt shot from 2 ft (block by A. Baynes)
5:49.0,Defensive rebound by M. Morris,,30-39,,
5:46.0,,,30-39,,Washington full timeout
5:46.0,,,30-39,,M. Gortat enters the game for N. Hilario
5:46.0,A. Drummond enters the game for A. Baynes,,30-39,,
5:36.0,T. Harris makes 2-pt shot from 1 ft,2,32-39,,
5:13.0,,,32-41,2,M. Gortat makes 2-pt shot from 8 ft (assist by G. Temple)
4:59.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,34-41,,
4:48.0,,,34-41,,B. Beal misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by A. Drummond,,34-41,,
4:38.0,R. Jackson misses 2-pt shot from 3 ft,,34-41,,
4:37.0,Offensive rebound by R. Jackson,,34-41,,
4:34.0,T. Harris makes 2-pt shot from 1 ft (assist by R. Jackson),2,36-41,,
4:16.0,,,36-41,,M. Gortat misses 2-pt shot from 11 ft
4:15.0,Defensive rebound by A. Drummond,,36-41,,
4:15.0,,,36-41,,Personal foul by B. Beal (drawn by A. Drummond)
4:15.0,,,36-41,,O. Porter enters the game for G. Temple
4:00.0,M. Morris misses 2-pt shot from 18 ft,,36-41,,
3:59.0,,,36-41,,Defensive rebound by O. Porter
3:48.0,,,36-43,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
3:48.0,,,36-43,,Shooting foul by M. Morris (drawn by M. Gortat)
3:48.0,,,36-43,,M. Gortat misses free throw 1 of 1
3:47.0,,,36-43,,Offensive rebound by J. Dudley
3:31.0,,,36-43,,Turnover by J. Wall (lost ball; steal by A. Drummond)
3:23.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,36-43,,
3:22.0,,,36-43,,Defensive rebound by J. Dudley
3:17.0,,,36-45,2,B. Beal makes 2-pt shot from 1 ft (assist by J. Dudley)
3:04.0,Detroit full timeout,,36-45,,
3:04.0,S. Johnson enters the game for T. Harris,,36-45,,
2:54.0,Turnover by M. Morris (bad pass),,36-45,,
2:40.0,,,36-47,2,M. Gortat makes 2-pt shot from 5 ft (assist by J. Wall)
2:25.0,R. Jackson misses 2-pt shot from 4 ft,,36-47,,
2:24.0,,,36-47,,Defensive rebound by M. Gortat
2:12.0,,,36-50,3,O. Porter makes 3-pt shot from 28 ft (assist by J. Wall)
1:57.0,,,36-50,,Personal foul by J. Wall (drawn by R. Jackson)
1:57.0,,,36-50,,G. Temple enters the game for B. Beal
1:47.0,S. Johnson makes 2-pt shot from 9 ft (assist by A. Drummond),2,38-50,,
1:38.0,,,38-52,2,J. Wall makes 2-pt shot from 16 ft
1:26.0,R. Jackson makes 2-pt shot at rim,2,40-52,,
1:10.0,,,40-54,2,G. Temple makes 2-pt shot from 2 ft (assist by M. Gortat)
0:57.0,R. Jackson misses 2-pt shot from 18 ft,,40-54,,
0:55.0,,,40-54,,Defensive rebound by O. Porter
0:45.0,Violation by M. Morris (kicked ball),,40-54,,
0:38.0,,,40-54,,J. Wall misses 3-pt shot from 27 ft
0:37.0,,,40-54,,Offensive rebound by J. Dudley
0:36.0,Personal foul by R. Jackson (drawn by J. Dudley),,40-54,,
0:36.0,,,40-55,1,J. Dudley makes free throw 1 of 2
0:36.0,,,40-55,,R. Sessions enters the game for J. Wall
0:36.0,,,40-55,,J. Dudley misses free throw 2 of 2
0:35.0,Defensive rebound by M. Morris,,40-55,,
0:21.0,Offensive foul by S. Johnson,,40-55,,
0:21.0,Turnover by S. Johnson (offensive foul),,40-55,,
0:21.0,,,40-55,,J. Wall enters the game for G. Temple
0:02.0,,,40-55,,J. Wall misses 2-pt shot from 14 ft
0:01.0,Defensive rebound by A. Drummond,,40-55,,
0:01.0,A. Drummond misses 3-pt shot from 70 ft,,40-55,,
0:00.0,Offensive rebound by Team,,40-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,40-57,2,J. Wall makes 2-pt shot from 20 ft (assist by J. Dudley)
11:09.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,40-57,,
11:08.0,,,40-57,,Defensive rebound by M. Gortat
11:01.0,,,40-57,,J. Dudley misses 3-pt shot from 25 ft
11:00.0,,,40-57,,Offensive rebound by M. Gortat
10:46.0,,,40-57,,J. Wall misses 3-pt shot from 27 ft
10:45.0,Defensive rebound by A. Drummond,,40-57,,
10:35.0,R. Jackson makes 2-pt shot from 10 ft,2,42-57,,
10:25.0,,,42-57,,Shooting foul by A. Tolliver (drawn by J. Dudley)
10:25.0,,,42-57,,J. Dudley misses free throw 1 of 2
10:25.0,,,42-57,,Offensive rebound by Team
10:25.0,,,42-58,1,J. Dudley makes free throw 2 of 2
10:06.0,A. Drummond makes 2-pt shot from 9 ft,2,44-58,,
9:51.0,,,44-60,2,J. Dudley makes 2-pt shot from 17 ft (assist by G. Temple)
9:34.0,A. Tolliver misses 3-pt shot from 23 ft,,44-60,,
9:33.0,,,44-60,,Defensive rebound by J. Wall
9:27.0,,,44-60,,O. Porter misses 3-pt shot from 27 ft
9:25.0,Defensive rebound by A. Drummond,,44-60,,
9:12.0,A. Drummond misses 2-pt shot at rim (block by J. Wall),,44-60,,
9:11.0,Offensive rebound by M. Morris,,44-60,,
9:11.0,M. Morris makes 2-pt shot from 1 ft,2,46-60,,
9:11.0,Shooting foul by J. Dudley (drawn by M. Morris),,46-60,,
9:11.0,M. Morris misses free throw 1 of 1,,46-60,,
9:10.0,,,46-60,,Defensive rebound by J. Dudley
8:52.0,,,46-62,2,M. Gortat makes 2-pt shot at rim (assist by G. Temple)
8:51.0,Detroit full timeout,,46-62,,
8:51.0,Violation by Team (jump ball),,46-62,,
8:29.0,R. Jackson misses 2-pt shot from 1 ft (block by M. Gortat),,46-62,,
8:29.0,Offensive rebound by Team,,46-62,,
8:27.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,46-62,,
8:27.0,Offensive rebound by Team,,46-62,,
8:27.0,Turnover by Team (shot clock),,46-62,,
8:20.0,,,46-62,,Offensive foul by J. Dudley
8:20.0,,,46-62,,Turnover by J. Dudley (offensive foul)
8:01.0,A. Drummond misses 2-pt shot from 1 ft (block by M. Gortat),,46-62,,
8:00.0,,,46-62,,Defensive rebound by Team
8:00.0,Loose ball foul by A. Drummond (drawn by M. Gortat),,46-62,,
7:45.0,,,46-62,,O. Porter misses 2-pt shot from 17 ft
7:44.0,Defensive rebound by R. Jackson,,46-62,,
7:39.0,R. Jackson misses 2-pt shot from 3 ft (block by J. Dudley),,46-62,,
7:38.0,,,46-62,,Defensive rebound by J. Dudley
7:25.0,,,46-62,,M. Gortat misses 2-pt shot at rim (block by A. Drummond)
7:24.0,,,46-62,,Offensive rebound by M. Gortat
7:15.0,,,46-62,,J. Dudley misses 3-pt shot from 26 ft
7:15.0,Defensive rebound by A. Drummond,,46-62,,
6:56.0,Shooting foul by M. Gortat (drawn by A. Drummond),,46-62,,
6:56.0,A. Drummond makes free throw 1 of 2,1,47-62,,
6:56.0,A. Drummond misses free throw 2 of 2,,47-62,,
6:54.0,,,47-62,,Defensive rebound by G. Temple
6:47.0,,,47-62,,O. Porter misses 2-pt shot from 1 ft (block by R. Jackson)
6:46.0,Defensive rebound by K. Caldwell-Pope,,47-62,,
6:30.0,Shooting foul by G. Temple (drawn by K. Caldwell-Pope),,47-62,,
6:30.0,K. Caldwell-Pope makes free throw 1 of 2,1,48-62,,
6:30.0,K. Caldwell-Pope makes free throw 2 of 2,1,49-62,,
6:11.0,,,49-64,2,J. Wall makes 2-pt shot from 20 ft
5:48.0,K. Caldwell-Pope makes 2-pt shot from 10 ft,2,51-64,,
5:38.0,,,51-64,,Shooting foul by A. Drummond (drawn by J. Wall)
5:38.0,,,51-65,1,J. Wall makes free throw 1 of 2
5:38.0,,,51-65,,B. Beal enters the game for G. Temple
5:38.0,T. Harris enters the game for A. Tolliver,,51-65,,
5:38.0,,,51-66,1,J. Wall makes free throw 2 of 2
5:20.0,Turnover by A. Drummond (bad pass),,51-66,,
5:05.0,,,51-66,,J. Wall misses 2-pt shot from 16 ft
5:04.0,Defensive rebound by A. Drummond,,51-66,,
4:54.0,R. Jackson makes 2-pt shot from 5 ft,2,53-66,,
4:34.0,,,53-68,2,B. Beal makes 2-pt shot from 17 ft (assist by J. Wall)
4:07.0,R. Jackson misses 2-pt shot from 2 ft (block by J. Dudley),,53-68,,
4:07.0,Offensive rebound by Team,,53-68,,
4:04.0,M. Morris misses 3-pt shot from 24 ft,,53-68,,
4:03.0,Offensive rebound by T. Harris,,53-68,,
4:01.0,T. Harris makes 2-pt shot at rim,2,55-68,,
3:43.0,Personal foul by M. Morris (drawn by J. Dudley),,55-68,,
3:43.0,S. Johnson enters the game for K. Caldwell-Pope,,55-68,,
3:28.0,,,55-71,3,J. Wall makes 3-pt shot from 26 ft
3:11.0,A. Drummond misses 2-pt shot from 2 ft,,55-71,,
3:10.0,,,55-71,,Defensive rebound by J. Wall
3:05.0,,,55-71,,Offensive foul by M. Gortat
3:05.0,,,55-71,,Turnover by M. Gortat (offensive foul)
3:05.0,,,55-71,,N. Hilario enters the game for M. Gortat
2:54.0,R. Jackson makes 3-pt shot from 27 ft,3,58-71,,
2:39.0,,,58-74,3,B. Beal makes 3-pt shot from 25 ft
2:21.0,R. Jackson makes 2-pt shot from 1 ft,2,60-74,,
2:02.0,,,60-74,,N. Hilario misses 2-pt shot from 16 ft
2:01.0,Defensive rebound by S. Johnson,,60-74,,
1:55.0,Turnover by S. Johnson (lost ball; steal by J. Dudley),,60-74,,
1:50.0,,,60-76,2,O. Porter makes 2-pt shot at rim (assist by J. Dudley)
1:31.0,Shooting foul by J. Dudley (drawn by A. Drummond),,60-76,,
1:31.0,,,60-76,,Washington full timeout
1:31.0,S. Blake enters the game for R. Jackson,,60-76,,
1:31.0,K. Caldwell-Pope enters the game for M. Morris,,60-76,,
1:31.0,,,60-76,,M. Morris enters the game for J. Dudley
1:31.0,,,60-76,,Violation by Team (jump ball)
1:31.0,A. Drummond makes free throw 1 of 2,1,61-76,,
1:31.0,A. Drummond misses free throw 2 of 2,,61-76,,
1:30.0,,,61-76,,Defensive rebound by M. Morris
1:08.0,,,61-78,2,M. Morris makes 2-pt shot from 12 ft (assist by J. Wall)
0:54.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,61-78,,
0:53.0,,,61-78,,Defensive rebound by J. Wall
0:47.0,,,61-81,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
0:32.0,T. Harris misses 3-pt shot from 25 ft,,61-81,,
0:31.0,,,61-81,,Defensive rebound by J. Wall
0:26.0,,,61-81,,Shooting foul by S. Johnson (drawn by J. Wall)
0:26.0,,,61-82,1,J. Wall makes free throw 1 of 2
0:26.0,,,61-83,1,J. Wall makes free throw 2 of 2
0:07.0,,,61-83,,R. Sessions enters the game for J. Wall
0:02.0,T. Harris misses 2-pt shot from 5 ft,,61-83,,
0:01.0,,,61-83,,Defensive rebound by N. Hilario
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,T. Harris makes 2-pt shot from 2 ft,2,63-83,,
11:33.0,,,63-83,,Shooting foul by K. Caldwell-Pope (drawn by B. Beal)
11:33.0,,,63-83,,B. Beal misses free throw 1 of 2
11:33.0,,,63-83,,Offensive rebound by Team
11:33.0,,,63-84,1,B. Beal makes free throw 2 of 2
11:19.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,63-84,,
11:18.0,,,63-84,,Defensive rebound by N. Hilario
11:09.0,,,63-86,2,M. Morris makes 2-pt shot from 21 ft (assist by R. Sessions)
10:44.0,T. Harris makes 2-pt shot from 16 ft,2,65-86,,
10:29.0,,,65-88,2,N. Hilario makes 2-pt shot at rim (assist by B. Beal)
10:01.0,S. Blake makes 2-pt shot from 1 ft,2,67-88,,
9:50.0,,,67-88,,Turnover by N. Hilario (traveling)
9:27.0,T. Harris makes 2-pt shot from 17 ft,2,69-88,,
9:11.0,Personal foul by A. Baynes (drawn by N. Hilario),,69-88,,
9:11.0,,,69-88,,J. Wall enters the game for B. Beal
8:58.0,,,69-88,,R. Sessions misses 2-pt shot from 13 ft
8:57.0,Defensive rebound by T. Harris,,69-88,,
8:47.0,Turnover by S. Blake (lost ball; steal by G. Temple),,69-88,,
8:42.0,,,69-88,,G. Temple misses 2-pt shot from 1 ft
8:40.0,Defensive rebound by S. Johnson,,69-88,,
8:37.0,A. Baynes makes 2-pt shot from 2 ft (assist by S. Johnson),2,71-88,,
8:37.0,Shooting foul by M. Morris (drawn by A. Baynes),,71-88,,
8:37.0,Official timeout,,71-88,,
8:37.0,A. Baynes misses free throw 1 of 1,,71-88,,
8:36.0,,,71-88,,Defensive rebound by N. Hilario
8:12.0,,,71-88,,J. Wall misses 3-pt shot from 24 ft
8:11.0,Defensive rebound by T. Harris,,71-88,,
8:04.0,K. Caldwell-Pope misses 2-pt shot from 19 ft,,71-88,,
8:03.0,,,71-88,,Defensive rebound by R. Sessions
7:51.0,,,71-90,2,N. Hilario makes 2-pt shot at rim (assist by R. Sessions)
7:33.0,Turnover by T. Harris (traveling),,71-90,,
7:33.0,M. Morris enters the game for K. Caldwell-Pope,,71-90,,
7:22.0,,,71-90,,M. Morris misses 3-pt shot from 26 ft
7:21.0,Defensive rebound by A. Baynes,,71-90,,
7:12.0,S. Blake misses 2-pt shot from 23 ft,,71-90,,
7:11.0,Offensive rebound by Team,,71-90,,
7:11.0,,,71-90,,Loose ball foul by R. Sessions (drawn by A. Baynes)
7:11.0,R. Jackson enters the game for S. Blake,,71-90,,
7:01.0,S. Johnson makes 3-pt shot from 26 ft (assist by R. Jackson),3,74-90,,
6:39.0,,,74-90,,R. Sessions misses 2-pt shot from 1 ft
6:38.0,Defensive rebound by A. Baynes,,74-90,,
6:23.0,S. Johnson misses 3-pt shot from 25 ft,,74-90,,
6:22.0,,,74-90,,Defensive rebound by M. Morris
6:11.0,,,74-90,,Shooting foul by A. Baynes (drawn by R. Sessions)
6:11.0,,,74-91,1,R. Sessions makes free throw 1 of 2
6:11.0,A. Drummond enters the game for A. Baynes,,74-91,,
6:11.0,,,74-91,,B. Beal enters the game for G. Temple
6:11.0,,,74-92,1,R. Sessions makes free throw 2 of 2
6:00.0,,,74-92,,Personal foul by B. Beal (drawn by T. Harris)
6:00.0,,,74-92,,O. Porter enters the game for R. Sessions
5:52.0,M. Morris makes 2-pt shot from 16 ft,2,76-92,,
5:29.0,,,76-92,,Washington full timeout
5:29.0,,,76-92,,M. Gortat enters the game for N. Hilario
5:25.0,,,76-94,2,B. Beal makes 2-pt shot from 16 ft (assist by O. Porter)
5:01.0,S. Johnson misses 2-pt shot from 12 ft,,76-94,,
5:00.0,,,76-94,,Defensive rebound by J. Wall
4:41.0,,,76-94,,M. Morris misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by A. Drummond,,76-94,,
4:28.0,R. Jackson misses 2-pt shot from 20 ft,,76-94,,
4:27.0,,,76-94,,Defensive rebound by J. Wall
4:11.0,,,76-96,2,J. Wall makes 2-pt shot from 16 ft
3:47.0,,,76-96,,Personal foul by B. Beal (drawn by S. Johnson)
3:34.0,M. Morris misses 2-pt shot from 18 ft,,76-96,,
3:33.0,,,76-96,,Defensive rebound by B. Beal
3:14.0,,,76-96,,M. Gortat misses 2-pt shot from 16 ft
3:13.0,Defensive rebound by M. Morris,,76-96,,
3:08.0,M. Morris makes 3-pt shot from 25 ft,3,79-96,,
2:48.0,,,79-96,,J. Wall misses 3-pt shot from 30 ft
2:47.0,,,79-96,,Offensive rebound by M. Gortat
2:28.0,,,79-96,,B. Beal misses 3-pt shot from 29 ft
2:27.0,Defensive rebound by Team,,79-96,,
2:27.0,,,79-96,,Loose ball foul by M. Gortat (drawn by A. Drummond)
2:27.0,Detroit full timeout,,79-96,,
2:27.0,,,79-96,,R. Sessions enters the game for J. Wall
2:27.0,,,79-96,,K. Oubre enters the game for B. Beal
2:27.0,,,79-96,,D. Gooden enters the game for M. Gortat
2:27.0,,,79-96,,J. Eddie enters the game for O. Porter
2:27.0,D. Hilliard enters the game for M. Morris,,79-96,,
2:27.0,A. Tolliver enters the game for R. Jackson,,79-96,,
2:27.0,S. Blake enters the game for T. Harris,,79-96,,
2:27.0,R. Bullock enters the game for S. Johnson,,79-96,,
2:27.0,A. Drummond misses free throw 1 of 2,,79-96,,
2:27.0,Offensive rebound by Team,,79-96,,
2:27.0,A. Drummond makes free throw 2 of 2,1,80-96,,
2:16.0,,,80-96,,R. Sessions misses 2-pt shot from 2 ft
2:14.0,Defensive rebound by A. Drummond,,80-96,,
2:07.0,Shooting foul by M. Morris (drawn by D. Hilliard),,80-96,,
2:07.0,D. Hilliard makes free throw 1 of 2,1,81-96,,
2:07.0,A. Baynes enters the game for A. Drummond,,81-96,,
2:07.0,D. Hilliard misses free throw 2 of 2,,81-96,,
2:06.0,,,81-96,,Defensive rebound by D. Gooden
1:49.0,,,81-96,,D. Gooden misses 2-pt shot from 15 ft
1:48.0,Defensive rebound by S. Blake,,81-96,,
1:40.0,A. Tolliver misses 3-pt shot from 25 ft,,81-96,,
