time,New York,pts.away,score,pts.home,Brooklyn
1:06.0,,,95-100,,Offensive rebound by B. Lopez
1:05.0,,,95-102,2,B. Lopez makes 2-pt shot at rim
0:57.0,K. Porzingis misses 2-pt shot from 7 ft,,95-102,,
0:56.0,Offensive rebound by R. Lopez,,95-102,,
0:55.0,R. Lopez misses 2-pt shot from 1 ft,,95-102,,
0:55.0,Offensive rebound by R. Lopez,,95-102,,
0:54.0,R. Lopez misses 2-pt shot from 1 ft,,95-102,,
0:53.0,Offensive rebound by R. Lopez,,95-102,,
0:53.0,Shooting foul by T. Young (drawn by R. Lopez),,95-102,,
0:53.0,R. Lopez makes free throw 1 of 2,1,96-102,,
0:53.0,R. Lopez misses free throw 2 of 2,,96-102,,
0:52.0,,,96-102,,Defensive rebound by T. Young
0:34.0,,,96-104,2,S. Larkin makes 2-pt shot from 20 ft
0:34.0,New York full timeout,,96-104,,
0:34.0,L. Galloway enters the game for R. Lopez,,96-104,,
0:27.0,A. Afflalo makes 2-pt shot from 6 ft,2,98-104,,
0:20.0,Personal foul by K. Porzingis (drawn by B. Bogdanovic),,98-104,,
0:20.0,,,98-105,1,B. Bogdanovic makes free throw 1 of 2
0:20.0,,,98-106,1,B. Bogdanovic makes free throw 2 of 2
0:13.0,A. Afflalo makes 3-pt shot from 25 ft (assist by L. Galloway),3,101-106,,
0:11.0,Personal foul by J. Calderon (drawn by S. Larkin),,101-106,,
0:11.0,,,101-107,1,S. Larkin makes free throw 1 of 2
0:11.0,,,101-107,,W. Ellington enters the game for B. Lopez
0:11.0,,,101-108,1,S. Larkin makes free throw 2 of 2
0:05.0,A. Afflalo makes 3-pt shot from 25 ft (assist by J. Calderon),3,104-108,,
0:05.0,,,104-108,,Brooklyn full timeout
0:05.0,L. Thomas enters the game for D. Williams,,104-108,,
0:05.0,J. Grant enters the game for J. Calderon,,104-108,,
0:05.0,,,104-108,,B. Lopez enters the game for W. Ellington
0:05.0,Personal foul by A. Afflalo (drawn by S. Larkin),,104-108,,
0:05.0,,,104-109,1,S. Larkin makes free throw 1 of 2
0:05.0,,,104-109,,W. Ellington enters the game for B. Lopez
0:05.0,,,104-110,1,S. Larkin makes free throw 2 of 2
0:05.0,New York full timeout,,104-110,,
0:05.0,D. Williams enters the game for L. Thomas,,104-110,,
0:05.0,J. Calderon enters the game for J. Grant,,104-110,,
0:02.0,A. Afflalo misses 3-pt shot from 25 ft,,104-110,,
0:01.0,,,104-110,,Defensive rebound by B. Bogdanovic
0:00.0,End of 4th quarter,,,,End of 4th quarter
