time,Phoenix,pts.away,score,pts.home,Dallas
6:40.0,,,10-14,1,Z. Pachulia makes free throw 1 of 2
6:40.0,,,10-14,,Z. Pachulia misses free throw 2 of 2
6:39.0,Defensive rebound by T. Chandler,,10-14,,
6:24.0,A. Goodwin misses 2-pt shot from 2 ft,,10-14,,
6:22.0,,,10-14,,Defensive rebound by W. Matthews
6:18.0,,,10-14,,R. Felton misses 2-pt shot from 1 ft (block by D. Booker)
6:18.0,,,10-14,,Offensive rebound by Team
6:18.0,,,10-14,,J. Barea enters the game for R. Felton
6:18.0,,,10-14,,C. Villanueva enters the game for C. Parsons
6:15.0,,,10-14,,D. Williams misses 2-pt shot from 19 ft
6:14.0,Defensive rebound by D. Booker,,10-14,,
6:06.0,M. Teletovic misses 2-pt shot from 15 ft,,10-14,,
6:05.0,,,10-14,,Defensive rebound by Team
5:45.0,,,10-14,,W. Matthews misses 2-pt shot from 8 ft (block by T. Chandler)
5:42.0,Defensive rebound by P. Tucker,,10-14,,
5:27.0,,,10-14,,Def 3 sec tech foul by W. Matthews
5:27.0,,,10-14,,Dallas full timeout
5:27.0,A. Len enters the game for T. Chandler,,10-14,,
5:27.0,D. Booker makes technical free throw,1,11-14,,
5:16.0,P. Tucker misses 2-pt shot from 5 ft,,11-14,,
5:14.0,,,11-14,,Defensive rebound by Z. Pachulia
4:51.0,,,11-14,,W. Matthews misses 3-pt shot from 24 ft
4:51.0,,,11-14,,Offensive rebound by C. Villanueva
4:45.0,,,11-14,,D. Williams misses 3-pt shot from 24 ft
4:45.0,Defensive rebound by A. Len,,11-14,,
4:24.0,M. Teletovic misses 3-pt shot from 26 ft,,11-14,,
4:23.0,,,11-14,,Defensive rebound by W. Matthews
4:08.0,,,11-16,2,D. Williams makes 2-pt shot from 2 ft (assist by Z. Pachulia)
3:55.0,A. Goodwin makes 2-pt shot from 2 ft,2,13-16,,
3:47.0,,,13-16,,J. Barea misses 2-pt shot from 1 ft
3:46.0,Defensive rebound by A. Len,,13-16,,
3:38.0,Shooting foul by D. Williams (drawn by A. Len),,13-16,,
3:38.0,A. Len makes free throw 1 of 2,1,14-16,,
3:38.0,M. Morris enters the game for A. Goodwin,,14-16,,
3:38.0,J. McRae enters the game for M. Teletovic,,14-16,,
3:38.0,,,14-16,,S. Mejri enters the game for Z. Pachulia
3:38.0,,,14-16,,C. Parsons enters the game for W. Matthews
3:38.0,,,14-16,,R. Felton enters the game for D. Williams
3:38.0,A. Len makes free throw 2 of 2,1,15-16,,
3:31.0,,,15-16,,Turnover by J. Barea (bad pass; steal by M. Morris)
3:25.0,D. Booker makes 2-pt shot from 7 ft (assist by M. Morris),2,17-16,,
3:03.0,,,17-16,,Turnover by C. Parsons (lost ball; steal by M. Morris)
2:59.0,Phoenix full timeout,,17-16,,
2:54.0,M. Morris makes 2-pt shot from 8 ft,2,19-16,,
2:36.0,,,19-19,3,C. Villanueva makes 3-pt shot from 25 ft (assist by R. Felton)
2:22.0,M. Morris misses 2-pt shot from 15 ft,,19-19,,
2:21.0,,,19-19,,Defensive rebound by R. Felton
2:14.0,,,19-21,2,R. Felton makes 2-pt shot from 1 ft
1:50.0,J. McRae misses 3-pt shot from 26 ft,,19-21,,
1:48.0,Offensive rebound by M. Morris,,19-21,,
1:38.0,Offensive foul by M. Morris,,19-21,,
1:38.0,Turnover by M. Morris (offensive foul),,19-21,,
1:24.0,,,19-21,,S. Mejri misses 2-pt shot from 1 ft (block by A. Len)
1:22.0,Defensive rebound by D. Booker,,19-21,,
1:17.0,,,19-21,,Shooting block foul by C. Villanueva (drawn by D. Booker)
1:17.0,D. Booker makes free throw 1 of 2,1,20-21,,
1:17.0,D. Booker makes free throw 2 of 2,1,21-21,,
1:04.0,,,21-21,,C. Villanueva misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by A. Len,,21-21,,
0:47.0,A. Len makes 2-pt shot from 6 ft,2,23-21,,
0:34.0,,,23-21,,J. Barea misses 2-pt shot from 16 ft
0:32.0,Defensive rebound by A. Len,,23-21,,
0:10.0,M. Morris misses 2-pt shot from 9 ft,,23-21,,
0:09.0,Offensive rebound by Team,,23-21,,
0:09.0,Turnover by Team (shot clock),,23-21,,
0:09.0,S. Weems enters the game for D. Booker,,23-21,,
0:09.0,Violation by Team (delay of game),,23-21,,
0:02.0,,,23-21,,J. Barea misses 2-pt shot from 2 ft (block by A. Len)
0:01.0,Defensive rebound by A. Len,,23-21,,
0:00.0,M. Morris misses 3-pt shot from 55 ft,,23-21,,
0:00.0,Offensive rebound by Team,,23-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,23-21,,Turnover by J. Anderson (traveling)
11:15.0,A. Len makes 2-pt shot from 2 ft,2,25-21,,
10:57.0,,,25-23,2,J. Barea makes 2-pt shot at rim
10:42.0,,,25-23,,Personal foul by J. McGee (drawn by A. Len)
10:37.0,Turnover by J. McRae (traveling),,25-23,,
10:12.0,,,25-26,3,C. Parsons makes 3-pt shot from 27 ft (assist by R. Felton)
9:57.0,M. Morris makes 2-pt shot from 9 ft,2,27-26,,
9:45.0,,,27-26,,C. Parsons misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by A. Len,,27-26,,
9:35.0,J. McRae makes 2-pt shot from 2 ft (assist by M. Morris),2,29-26,,
9:20.0,,,29-28,2,R. Felton makes 2-pt shot from 2 ft
9:09.0,M. Morris misses 2-pt shot at rim,,29-28,,
9:09.0,Offensive rebound by M. Morris,,29-28,,
9:09.0,M. Morris misses 2-pt shot at rim,,29-28,,
9:06.0,Offensive rebound by A. Goodwin,,29-28,,
8:59.0,S. Weems misses 3-pt shot from 24 ft,,29-28,,
8:59.0,,,29-28,,Defensive rebound by J. Anderson
8:51.0,,,29-30,2,J. McGee makes 2-pt shot at rim (assist by J. Barea)
8:50.0,Phoenix full timeout,,29-30,,
8:34.0,S. Weems makes 2-pt shot from 2 ft (assist by J. McRae),2,31-30,,
8:18.0,,,31-30,,Offensive foul by J. McGee
8:18.0,,,31-30,,Turnover by J. McGee (offensive foul)
8:18.0,T. Chandler enters the game for A. Len,,31-30,,
8:18.0,,,31-30,,Z. Pachulia enters the game for J. McGee
8:18.0,,,31-30,,W. Matthews enters the game for J. Anderson
8:18.0,D. Booker enters the game for J. McRae,,31-30,,
8:04.0,S. Weems makes 3-pt shot from 23 ft (assist by M. Morris),3,34-30,,
7:48.0,,,34-30,,J. Barea misses 2-pt shot from 6 ft
7:47.0,Defensive rebound by A. Goodwin,,34-30,,
7:41.0,Turnover by D. Booker (bad pass),,34-30,,
7:24.0,,,34-30,,C. Parsons misses 2-pt shot from 21 ft
7:24.0,Defensive rebound by T. Chandler,,34-30,,
7:08.0,M. Morris misses 2-pt shot from 11 ft,,34-30,,
7:07.0,,,34-30,,Defensive rebound by Team
7:06.0,,,34-30,,D. Williams enters the game for J. Barea
6:46.0,,,34-32,2,W. Matthews makes 2-pt shot from 22 ft (assist by Z. Pachulia)
6:21.0,D. Booker misses 3-pt shot from 29 ft,,34-32,,
6:21.0,,,34-32,,Defensive rebound by Z. Pachulia
6:09.0,,,34-32,,W. Matthews misses 3-pt shot from 25 ft
6:07.0,Defensive rebound by S. Weems,,34-32,,
6:01.0,T. Chandler makes 2-pt shot from 2 ft (assist by S. Weems),2,36-32,,
6:01.0,Shooting foul by C. Parsons (drawn by T. Chandler),,36-32,,
6:01.0,P. Tucker enters the game for M. Morris,,36-32,,
6:01.0,,,36-32,,C. Villanueva enters the game for C. Parsons
6:01.0,T. Chandler misses free throw 1 of 1,,36-32,,
6:00.0,,,36-32,,Defensive rebound by C. Villanueva
5:41.0,,,36-34,2,Z. Pachulia makes 2-pt shot at rim (assist by R. Felton)
5:30.0,Turnover by S. Weems (bad pass; steal by R. Felton),,36-34,,
5:21.0,,,36-34,,W. Matthews misses 3-pt shot from 24 ft
5:20.0,,,36-34,,Offensive rebound by C. Villanueva
5:20.0,Loose ball foul by T. Chandler (drawn by C. Villanueva),,36-34,,
5:20.0,Official timeout,,36-34,,
5:04.0,,,36-34,,D. Williams misses 2-pt shot from 18 ft
5:02.0,Defensive rebound by T. Chandler,,36-34,,
4:56.0,S. Weems misses 2-pt shot from 15 ft,,36-34,,
4:55.0,Offensive rebound by T. Chandler,,36-34,,
4:55.0,Shooting foul by C. Villanueva (drawn by T. Chandler),,36-34,,
4:55.0,T. Chandler misses free throw 1 of 2,,36-34,,
4:55.0,Offensive rebound by Team,,36-34,,
4:55.0,,,36-34,,D. Powell enters the game for C. Villanueva
4:55.0,T. Chandler misses free throw 2 of 2,,36-34,,
4:54.0,,,36-34,,Defensive rebound by Z. Pachulia
4:42.0,M. Teletovic enters the game for S. Weems,,36-34,,
4:35.0,,,36-34,,R. Felton misses 2-pt shot from 20 ft
4:34.0,Defensive rebound by T. Chandler,,36-34,,
4:23.0,,,36-34,,Violation by W. Matthews (kicked ball)
4:13.0,Turnover by P. Tucker (bad pass),,36-34,,
4:00.0,,,36-34,,R. Felton misses 2-pt shot from 12 ft
3:58.0,Defensive rebound by T. Chandler,,36-34,,
3:49.0,,,36-34,,Personal foul by D. Powell (drawn by A. Goodwin)
3:49.0,,,36-34,,J. Barea enters the game for R. Felton
3:49.0,,,36-34,,C. Parsons enters the game for D. Powell
3:42.0,Turnover by M. Teletovic (lost ball),,36-34,,
3:35.0,Personal foul by P. Tucker (drawn by Z. Pachulia),,36-34,,
3:24.0,,,36-37,3,D. Williams makes 3-pt shot from 24 ft (assist by C. Parsons)
3:02.0,A. Goodwin misses 2-pt shot from 5 ft,,36-37,,
3:01.0,Offensive rebound by T. Chandler,,36-37,,
3:01.0,T. Chandler makes 2-pt shot at rim,2,38-37,,
2:48.0,,,38-37,,Turnover by D. Williams (bad pass; steal by A. Goodwin)
2:48.0,,,38-37,,Loose ball foul by Z. Pachulia (drawn by A. Goodwin)
2:48.0,,,38-37,,Dallas full timeout
2:48.0,A. Goodwin makes free throw 1 of 2,1,39-37,,
2:48.0,A. Goodwin misses free throw 2 of 2,,39-37,,
2:47.0,,,39-37,,Defensive rebound by Z. Pachulia
2:29.0,,,39-37,,Shooting foul by D. Booker (drawn by D. Williams)
2:29.0,,,39-38,1,D. Williams makes free throw 1 of 2
2:29.0,,,39-39,1,D. Williams makes free throw 2 of 2
2:19.0,Turnover by A. Goodwin (lost ball; steal by C. Parsons),,39-39,,
2:13.0,,,39-41,2,C. Parsons makes 2-pt shot from 5 ft
1:50.0,D. Booker makes 2-pt shot from 7 ft,2,41-41,,
1:35.0,,,41-44,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
1:18.0,D. Booker misses 2-pt shot from 23 ft,,41-44,,
1:17.0,Offensive rebound by M. Teletovic,,41-44,,
1:17.0,,,41-44,,Loose ball foul by W. Matthews (drawn by M. Teletovic)
1:17.0,M. Teletovic makes free throw 1 of 2,1,42-44,,
1:17.0,M. Teletovic makes free throw 2 of 2,1,43-44,,
1:04.0,,,43-46,2,D. Williams makes 2-pt shot from 4 ft
0:53.0,Turnover by A. Goodwin (bad pass),,43-46,,
0:37.0,,,43-48,2,D. Williams makes 2-pt shot from 16 ft
0:37.0,,,43-48,,Shooting foul by D. Booker (drawn by D. Williams)
0:37.0,,,43-49,1,D. Williams makes free throw 1 of 1
0:28.0,,,43-49,,Personal foul by J. Barea
0:28.0,M. Teletovic makes free throw 1 of 2,1,44-49,,
0:28.0,S. Weems enters the game for D. Booker,,44-49,,
0:28.0,M. Teletovic makes free throw 2 of 2,1,45-49,,
0:06.0,,,45-49,,D. Williams misses 2-pt shot from 17 ft
0:05.0,,,45-49,,Offensive rebound by Z. Pachulia
0:03.0,Personal foul by P. Tucker (drawn by D. Williams),,45-49,,
0:03.0,,,45-50,1,D. Williams makes free throw 1 of 2
0:03.0,,,45-50,,R. Felton enters the game for J. Barea
0:03.0,,,45-51,1,D. Williams makes free throw 2 of 2
0:00.0,A. Goodwin misses 3-pt shot from 37 ft,,45-51,,
0:00.0,Offensive rebound by Team,,45-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Personal foul by A. Goodwin (drawn by C. Parsons),,45-51,,
11:43.0,,,45-51,,D. Williams misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by P. Tucker,,45-51,,
11:19.0,M. Teletovic makes 2-pt shot from 8 ft (assist by D. Booker),2,47-51,,
11:00.0,,,47-51,,W. Matthews misses 2-pt shot from 20 ft
10:59.0,,,47-51,,Offensive rebound by Z. Pachulia
10:50.0,,,47-51,,D. Williams misses 2-pt shot from 1 ft (block by M. Teletovic)
10:48.0,Defensive rebound by A. Goodwin,,47-51,,
10:44.0,P. Tucker misses 2-pt shot from 1 ft,,47-51,,
10:43.0,Offensive rebound by T. Chandler,,47-51,,
10:42.0,T. Chandler misses 2-pt shot from 1 ft,,47-51,,
10:40.0,,,47-51,,Defensive rebound by Z. Pachulia
10:39.0,,,47-51,,Turnover by Z. Pachulia (lost ball; steal by P. Tucker)
10:33.0,Shooting foul by W. Matthews (drawn by M. Teletovic),,47-51,,
10:33.0,M. Teletovic makes free throw 1 of 2,1,48-51,,
10:33.0,M. Teletovic makes free throw 2 of 2,1,49-51,,
10:17.0,,,49-51,,W. Matthews misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by P. Tucker,,49-51,,
9:57.0,Turnover by P. Tucker (traveling),,49-51,,
9:48.0,,,49-51,,R. Felton misses 2-pt shot from 22 ft
9:48.0,Defensive rebound by Team,,49-51,,
9:36.0,M. Teletovic misses 3-pt shot from 24 ft,,49-51,,
9:34.0,,,49-51,,Defensive rebound by W. Matthews
9:15.0,,,49-51,,Shooting foul by M. Teletovic (drawn by C. Parsons)
9:15.0,,,49-52,1,C. Parsons makes free throw 1 of 2
9:15.0,,,49-52,,C. Parsons misses free throw 2 of 2
9:14.0,,,49-52,,Offensive rebound by W. Matthews
9:00.0,,,49-54,2,D. Williams makes 2-pt shot from 1 ft
8:43.0,A. Goodwin misses 2-pt shot from 3 ft,,49-54,,
8:41.0,Offensive rebound by T. Chandler,,49-54,,
8:41.0,T. Chandler makes 2-pt shot from 2 ft,2,51-54,,
8:29.0,,,51-56,2,Z. Pachulia makes 2-pt shot from 8 ft (assist by D. Williams)
8:13.0,T. Chandler makes 2-pt shot at rim (assist by D. Booker),2,53-56,,
7:57.0,,,53-56,,D. Williams misses 2-pt shot from 3 ft
7:55.0,Defensive rebound by D. Booker,,53-56,,
7:48.0,D. Booker misses 2-pt shot from 10 ft,,53-56,,
7:47.0,,,53-56,,Defensive rebound by C. Parsons
7:40.0,,,53-58,2,C. Parsons makes 2-pt shot from 1 ft
7:39.0,Phoenix full timeout,,53-58,,
7:17.0,M. Teletovic misses 2-pt shot from 12 ft,,53-58,,
7:16.0,,,53-58,,Defensive rebound by Z. Pachulia
7:10.0,,,53-58,,Turnover by D. Williams (bad pass)
6:47.0,M. Teletovic misses 2-pt shot from 11 ft,,53-58,,
6:46.0,,,53-58,,Defensive rebound by C. Parsons
6:39.0,,,53-58,,C. Parsons misses 3-pt shot from 25 ft
6:37.0,,,53-58,,Offensive rebound by D. Williams
6:18.0,,,53-58,,C. Parsons misses 3-pt shot from 26 ft
6:18.0,Defensive rebound by D. Booker,,53-58,,
6:13.0,D. Booker makes 2-pt shot at rim,2,55-58,,
5:50.0,,,55-58,,Shooting foul by M. Teletovic (drawn by Z. Pachulia)
5:50.0,,,55-59,1,Z. Pachulia makes free throw 1 of 2
5:50.0,,,55-59,,C. Villanueva enters the game for C. Parsons
5:50.0,,,55-59,,J. Barea enters the game for R. Felton
5:50.0,J. McRae enters the game for M. Teletovic,,55-59,,
5:50.0,M. Morris enters the game for A. Goodwin,,55-59,,
5:50.0,,,55-60,1,Z. Pachulia makes free throw 2 of 2
5:38.0,T. Chandler makes 2-pt shot at rim (assist by M. Morris),2,57-60,,
5:20.0,Personal foul by D. Booker (drawn by W. Matthews),,57-60,,
5:05.0,,,57-60,,D. Williams misses 3-pt shot from 25 ft
5:04.0,,,57-60,,Offensive rebound by C. Villanueva
5:03.0,,,57-60,,Turnover by C. Villanueva (step out of bounds)
4:50.0,D. Booker makes 3-pt shot from 26 ft (assist by T. Chandler),3,60-60,,
4:50.0,,,60-60,,Dallas full timeout
4:42.0,,,60-60,,C. Villanueva misses 3-pt shot from 26 ft
4:41.0,Defensive rebound by P. Tucker,,60-60,,
4:24.0,M. Morris misses 2-pt shot from 6 ft,,60-60,,
4:22.0,,,60-60,,Defensive rebound by Z. Pachulia
4:10.0,,,60-60,,W. Matthews misses 3-pt shot from 23 ft
4:09.0,Defensive rebound by M. Morris,,60-60,,
4:03.0,Turnover by J. McRae (step out of bounds),,60-60,,
3:47.0,,,60-60,,Z. Pachulia misses 2-pt shot from 12 ft
3:46.0,Defensive rebound by T. Chandler,,60-60,,
3:34.0,D. Booker makes 3-pt shot from 24 ft,3,63-60,,
3:24.0,,,63-60,,Turnover by D. Williams (bad pass; steal by M. Morris)
3:21.0,Turnover by J. McRae (bad pass; steal by C. Villanueva),,63-60,,
3:10.0,,,63-60,,J. Barea misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by M. Morris,,63-60,,
2:55.0,D. Booker makes 2-pt shot from 1 ft,2,65-60,,
2:55.0,,,65-60,,Dallas full timeout
2:55.0,,,65-60,,C. Parsons enters the game for C. Villanueva
2:40.0,,,65-60,,W. Matthews misses 3-pt shot from 25 ft
2:39.0,,,65-60,,Offensive rebound by Z. Pachulia
2:29.0,,,65-60,,J. Barea misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by T. Chandler,,65-60,,
2:11.0,D. Booker misses 2-pt shot from 2 ft,,65-60,,
2:10.0,,,65-60,,Defensive rebound by Z. Pachulia
1:54.0,,,65-62,2,J. Barea makes 2-pt shot from 4 ft (assist by D. Williams)
1:35.0,Turnover by T. Chandler (lost ball; steal by D. Williams),,65-62,,
1:14.0,,,65-65,3,J. Barea makes 3-pt shot from 24 ft (assist by W. Matthews)
1:10.0,Phoenix full timeout,,65-65,,
0:50.0,Shooting foul by C. Parsons (drawn by D. Booker),,65-65,,
0:50.0,D. Booker makes free throw 1 of 2,1,66-65,,
0:50.0,D. Booker makes free throw 2 of 2,1,67-65,,
0:34.0,,,67-65,,C. Parsons misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by T. Chandler,,67-65,,
0:14.0,T. Chandler misses 2-pt shot from 4 ft,,67-65,,
0:12.0,Offensive rebound by J. McRae,,67-65,,
0:12.0,,,67-65,,Personal foul by J. Barea
0:12.0,J. McRae makes free throw 1 of 2,1,68-65,,
0:12.0,,,68-65,,R. Felton enters the game for W. Matthews
0:12.0,J. McRae makes free throw 2 of 2,1,69-65,,
0:04.0,,,69-68,3,J. Barea makes 3-pt shot from 25 ft
0:00.0,J. McRae misses 3-pt shot from 26 ft,,69-68,,
0:00.0,Offensive rebound by Team,,69-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,M. Morris makes 2-pt shot from 2 ft,2,71-68,,
11:16.0,,,71-68,,Z. Pachulia misses 2-pt shot from 4 ft (block by A. Len)
11:15.0,Defensive rebound by D. Booker,,71-68,,
11:12.0,Turnover by D. Booker (lost ball; steal by R. Felton),,71-68,,
11:06.0,,,71-68,,C. Parsons misses 2-pt shot from 1 ft
11:05.0,,,71-68,,Offensive rebound by Z. Pachulia
11:05.0,,,71-68,,Z. Pachulia misses 2-pt shot from 1 ft
11:03.0,Defensive rebound by A. Len,,71-68,,
10:47.0,M. Morris makes 2-pt shot from 10 ft,2,73-68,,
10:32.0,Violation by M. Morris (kicked ball),,73-68,,
10:32.0,,,73-68,,J. McGee enters the game for Z. Pachulia
10:32.0,,,73-68,,W. Matthews enters the game for D. Powell
10:20.0,,,73-68,,C. Parsons misses 2-pt shot from 18 ft
10:19.0,,,73-68,,Offensive rebound by J. McGee
10:19.0,Loose ball foul by A. Len (drawn by J. McGee),,73-68,,
10:05.0,,,73-68,,R. Felton misses 2-pt shot from 7 ft
10:03.0,Defensive rebound by A. Len,,73-68,,
9:47.0,D. Booker misses 2-pt shot from 10 ft,,73-68,,
9:46.0,,,73-68,,Defensive rebound by J. McGee
9:27.0,,,73-68,,Turnover by J. Barea (bad pass; steal by M. Morris)
9:23.0,D. Booker misses 2-pt shot from 2 ft,,73-68,,
9:22.0,Offensive rebound by Team,,73-68,,
9:22.0,S. Weems enters the game for D. Booker,,73-68,,
9:09.0,S. Weems misses 2-pt shot from 2 ft (block by J. McGee),,73-68,,
9:08.0,,,73-68,,Defensive rebound by J. Barea
8:59.0,,,73-68,,Shooting foul by A. Goodwin (drawn by W. Matthews)
8:59.0,Official timeout,,73-68,,
8:59.0,,,73-68,,D. Powell enters the game for C. Parsons
8:59.0,,,73-68,,D. Williams enters the game for J. Barea
8:59.0,,,73-69,1,W. Matthews makes free throw 1 of 2
8:59.0,,,73-70,1,W. Matthews makes free throw 2 of 2
8:45.0,A. Goodwin misses 2-pt shot at rim,,73-70,,
8:43.0,,,73-70,,Defensive rebound by D. Powell
8:26.0,,,73-70,,D. Williams misses 3-pt shot from 23 ft
8:26.0,,,73-70,,Offensive rebound by R. Felton
8:11.0,,,73-70,,Offensive foul by D. Williams
8:11.0,,,73-70,,Turnover by D. Williams (offensive foul)
7:52.0,Turnover by M. Morris (lost ball; steal by W. Matthews),,73-70,,
7:48.0,,,73-72,2,D. Williams makes 2-pt shot at rim
7:36.0,P. Tucker misses 3-pt shot from 23 ft,,73-72,,
7:36.0,Offensive rebound by Team,,73-72,,
7:36.0,,,73-72,,Personal foul by J. McGee (drawn by A. Len)
7:36.0,D. Booker enters the game for S. Weems,,73-72,,
7:22.0,Turnover by M. Morris (bad pass),,73-72,,
6:58.0,,,73-74,2,J. McGee makes 2-pt shot from 18 ft (assist by D. Williams)
6:33.0,Shooting foul by W. Matthews (drawn by M. Morris),,73-74,,
6:33.0,M. Morris makes free throw 1 of 2,1,74-74,,
6:33.0,M. Morris makes free throw 2 of 2,1,75-74,,
6:16.0,,,75-74,,W. Matthews misses 3-pt shot from 25 ft
6:15.0,,,75-74,,Offensive rebound by Team
6:14.0,,,75-74,,Dallas full timeout
6:14.0,,,75-74,,C. Parsons enters the game for W. Matthews
6:14.0,,,75-74,,Z. Pachulia enters the game for J. McGee
6:14.0,M. Teletovic enters the game for A. Len,,75-74,,
6:14.0,T. Chandler enters the game for M. Morris,,75-74,,
6:00.0,,,75-76,2,D. Powell makes 2-pt shot from 1 ft (assist by R. Felton)
5:35.0,M. Teletovic misses 3-pt shot from 26 ft,,75-76,,
5:34.0,,,75-76,,Defensive rebound by R. Felton
5:34.0,Loose ball foul by P. Tucker (drawn by R. Felton),,75-76,,
5:19.0,,,75-78,2,D. Powell makes 2-pt shot at rim (assist by R. Felton)
4:59.0,Turnover by M. Teletovic (lost ball; steal by R. Felton),,75-78,,
4:53.0,,,75-78,,Shooting foul by M. Teletovic (drawn by D. Powell)
4:53.0,,,75-79,1,D. Powell makes free throw 1 of 2
4:53.0,M. Morris enters the game for M. Teletovic,,75-79,,
4:53.0,,,75-80,1,D. Powell makes free throw 2 of 2
4:31.0,Turnover by D. Booker (bad pass; steal by C. Parsons),,75-80,,
4:14.0,,,75-80,,C. Parsons misses 3-pt shot from 25 ft
4:13.0,,,75-80,,Offensive rebound by R. Felton
3:57.0,Personal foul by D. Booker (drawn by R. Felton),,75-80,,
3:57.0,,,75-81,1,R. Felton makes free throw 1 of 2
3:57.0,,,75-82,1,R. Felton makes free throw 2 of 2
3:41.0,A. Goodwin misses 2-pt shot from 3 ft,,75-82,,
3:40.0,,,75-82,,Defensive rebound by Z. Pachulia
3:22.0,,,75-82,,R. Felton misses 2-pt shot from 18 ft
3:20.0,Defensive rebound by P. Tucker,,75-82,,
3:07.0,A. Goodwin misses 3-pt shot from 24 ft,,75-82,,
3:07.0,,,75-82,,Defensive rebound by Team
2:50.0,,,75-82,,Offensive charge foul by Z. Pachulia
2:50.0,,,75-82,,Turnover by Z. Pachulia (offensive foul)
2:50.0,Phoenix full timeout,,75-82,,
2:50.0,S. Weems enters the game for A. Goodwin,,75-82,,
2:36.0,,,75-82,,Shooting block foul by Z. Pachulia (drawn by M. Morris)
2:36.0,M. Morris misses free throw 1 of 2,,75-82,,
2:36.0,Offensive rebound by Team,,75-82,,
2:36.0,M. Morris makes free throw 2 of 2,1,76-82,,
2:14.0,,,76-84,2,D. Williams makes 2-pt shot from 1 ft
2:02.0,D. Booker misses 3-pt shot from 25 ft,,76-84,,
2:01.0,,,76-84,,Defensive rebound by D. Williams
1:35.0,,,76-87,3,D. Williams makes 3-pt shot from 25 ft
