time,Golden State,pts.away,score,pts.home,San Antonio
1:33.0,S. Curry makes free throw 2 of 3,1,34-43,,
1:33.0,S. Curry makes free throw 3 of 3,1,35-43,,
1:15.0,,,35-43,,Turnover by M. Ginobili (lost ball; steal by S. Livingston)
0:51.0,S. Curry misses 3-pt shot from 38 ft,,35-43,,
0:51.0,Offensive rebound by Team,,35-43,,
0:51.0,Turnover by Team (shot clock),,35-43,,
0:33.0,,,35-43,,K. Leonard misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by K. Thompson,,35-43,,
0:15.0,B. Rush makes 2-pt shot at rim (assist by D. Green),2,37-43,,
0:00.0,,,37-43,,L. Aldridge misses 2-pt shot from 16 ft
0:00.0,Defensive rebound by D. Green,,37-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Green misses 2-pt shot from 2 ft,,37-43,,
11:40.0,,,37-43,,Defensive rebound by K. Leonard
11:19.0,,,37-43,,D. Green misses 3-pt shot from 23 ft
11:18.0,Defensive rebound by H. Barnes,,37-43,,
11:07.0,K. Thompson misses 2-pt shot from 1 ft,,37-43,,
11:07.0,Offensive rebound by Team,,37-43,,
10:56.0,D. Green makes 3-pt shot from 25 ft (assist by H. Barnes),3,40-43,,
10:31.0,,,40-46,3,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker)
10:13.0,D. Green makes 2-pt shot at rim (assist by H. Barnes),2,42-46,,
9:53.0,,,42-46,,Turnover by T. Parker (lost ball; steal by H. Barnes)
9:45.0,D. Green misses 3-pt shot from 24 ft,,42-46,,
9:44.0,,,42-46,,Defensive rebound by L. Aldridge
9:26.0,,,42-48,2,B. Diaw makes 2-pt shot at rim
9:16.0,S. Curry misses 3-pt shot from 25 ft,,42-48,,
9:15.0,,,42-48,,Defensive rebound by K. Leonard
9:06.0,,,42-51,3,T. Parker makes 3-pt shot from 23 ft (assist by K. Leonard)
8:49.0,H. Barnes makes 3-pt shot from 24 ft (assist by D. Green),3,45-51,,
8:33.0,,,45-51,,K. Leonard misses 3-pt shot from 24 ft
8:33.0,Defensive rebound by S. Curry,,45-51,,
8:30.0,,,45-51,,Personal foul by B. Diaw
8:22.0,K. Thompson makes 2-pt shot from 13 ft (assist by S. Curry),2,47-51,,
7:58.0,,,47-51,,T. Parker misses 2-pt shot from 16 ft
7:57.0,,,47-51,,Offensive rebound by L. Aldridge
7:54.0,,,47-53,2,L. Aldridge makes 2-pt shot at rim
7:42.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,50-53,,
7:30.0,,,50-53,,Shooting foul by D. Green (drawn by L. Aldridge)
7:30.0,,,50-54,1,L. Aldridge makes free throw 1 of 2
7:30.0,,,50-55,1,L. Aldridge makes free throw 2 of 2
7:15.0,K. Thompson misses 2-pt shot from 13 ft,,50-55,,
7:14.0,,,50-55,,Defensive rebound by D. Green
7:09.0,,,50-55,,Offensive foul by K. Leonard
7:09.0,,,50-55,,Turnover by K. Leonard (offensive foul)
6:56.0,K. Thompson misses 3-pt shot from 25 ft,,50-55,,
6:56.0,,,50-55,,Defensive rebound by T. Parker
6:47.0,,,50-55,,K. Leonard misses 2-pt shot from 1 ft
6:46.0,Defensive rebound by B. Rush,,50-55,,
6:44.0,,,50-55,,Personal foul by T. Parker
6:44.0,Golden State full timeout,,50-55,,
6:26.0,S. Curry makes 2-pt shot at rim,2,52-55,,
6:05.0,,,52-55,,Turnover by K. Leonard (lost ball; steal by H. Barnes)
6:00.0,H. Barnes misses 2-pt shot at rim (block by B. Diaw),,52-55,,
5:58.0,,,52-55,,Defensive rebound by K. Leonard
5:46.0,,,52-55,,Turnover by L. Aldridge (lost ball)
5:34.0,K. Thompson misses 3-pt shot from 23 ft,,52-55,,
5:33.0,Offensive rebound by D. Green,,52-55,,
5:23.0,S. Curry makes 3-pt shot from 27 ft,3,55-55,,
5:00.0,,,55-58,3,T. Parker makes 3-pt shot from 23 ft (assist by D. Green)
4:41.0,S. Curry misses 2-pt shot from 1 ft (block by D. Green),,55-58,,
4:40.0,,,55-58,,Defensive rebound by L. Aldridge
4:35.0,,,55-58,,Shooting foul by D. Green (drawn by L. Aldridge)
4:35.0,,,55-59,1,L. Aldridge makes free throw 1 of 2
4:35.0,J. McAdoo enters the game for K. Thompson,,55-59,,
4:35.0,L. Barbosa enters the game for H. Barnes,,55-59,,
4:35.0,,,55-59,,P. Mills enters the game for T. Parker
4:35.0,,,55-59,,M. Ginobili enters the game for D. Green
4:35.0,,,55-60,1,L. Aldridge makes free throw 2 of 2
4:28.0,,,55-60,,Personal foul by K. Leonard
4:28.0,,,55-60,,D. West enters the game for B. Diaw
4:16.0,L. Barbosa makes 3-pt shot from 26 ft (assist by J. McAdoo),3,58-60,,
3:58.0,S. Livingston enters the game for B. Rush,,58-60,,
3:50.0,,,58-60,,L. Aldridge misses 2-pt shot from 18 ft
3:48.0,,,58-60,,Offensive rebound by K. Leonard
3:43.0,,,58-63,3,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Leonard)
3:23.0,L. Barbosa misses 3-pt shot from 25 ft,,58-63,,
3:23.0,,,58-63,,Defensive rebound by K. Leonard
3:23.0,Loose ball foul by J. McAdoo,,58-63,,
3:11.0,,,58-65,2,L. Aldridge makes 2-pt shot from 4 ft (assist by D. West)
2:42.0,L. Barbosa makes 3-pt shot from 25 ft (assist by D. Green),3,61-65,,
2:23.0,,,61-65,,L. Aldridge misses 2-pt shot from 12 ft
2:22.0,Defensive rebound by L. Barbosa,,61-65,,
2:19.0,Shooting foul by P. Mills (drawn by L. Barbosa),,61-65,,
2:19.0,,,61-65,,San Antonio full timeout
2:19.0,,,61-65,,K. Anderson enters the game for K. Leonard
2:19.0,L. Barbosa makes free throw 1 of 2,1,62-65,,
2:19.0,L. Barbosa makes free throw 2 of 2,1,63-65,,
1:56.0,,,63-65,,D. West misses 2-pt shot from 14 ft
1:56.0,,,63-65,,Offensive rebound by L. Aldridge
1:53.0,,,63-65,,L. Aldridge misses 2-pt shot from 1 ft
1:52.0,,,63-65,,Offensive rebound by P. Mills
1:50.0,,,63-65,,P. Mills misses 3-pt shot from 25 ft
1:50.0,,,63-65,,Offensive rebound by Team
1:33.0,,,63-65,,Turnover by M. Ginobili (lost ball; steal by S. Curry)
1:26.0,,,63-65,,Violation by M. Ginobili (kicked ball)
1:26.0,M. Speights enters the game for J. McAdoo,,63-65,,
1:12.0,D. Green misses 3-pt shot from 24 ft,,63-65,,
1:11.0,,,63-65,,Defensive rebound by M. Ginobili
1:00.0,,,63-65,,D. West misses 2-pt shot from 7 ft
1:00.0,Defensive rebound by S. Curry,,63-65,,
1:00.0,,,63-65,,Personal foul by M. Ginobili
1:00.0,S. Curry makes free throw 1 of 2,1,64-65,,
1:00.0,,,64-65,,B. Diaw enters the game for L. Aldridge
1:00.0,S. Curry makes free throw 2 of 2,1,65-65,,
0:45.0,Personal foul by M. Speights,,65-65,,
0:30.0,,,65-65,,M. Ginobili misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by S. Curry,,65-65,,
0:11.0,Turnover by D. Green (lost ball),,65-65,,
0:11.0,,,65-65,,D. Green enters the game for K. Anderson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,65-65,,P. Mills misses 3-pt shot from 24 ft
11:46.0,Defensive rebound by L. Barbosa,,65-65,,
11:32.0,M. Speights makes 2-pt shot from 19 ft (assist by S. Livingston),2,67-65,,
11:09.0,,,67-65,,D. Green misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by L. Barbosa,,67-65,,
11:02.0,Offensive foul by L. Barbosa,,67-65,,
11:02.0,Turnover by L. Barbosa (offensive foul),,67-65,,
10:50.0,,,67-67,2,B. Diaw makes 2-pt shot at rim
10:25.0,M. Speights misses 2-pt shot from 14 ft,,67-67,,
10:25.0,,,67-67,,Defensive rebound by D. West
10:13.0,Personal foul by K. Thompson,,67-67,,
9:58.0,,,67-67,,D. Green misses 3-pt shot from 25 ft (block by S. Livingston)
9:58.0,,,67-67,,Offensive rebound by Team
9:58.0,,,67-67,,Turnover by Team (shot clock)
9:51.0,,,67-67,,Personal foul by M. Ginobili
9:46.0,M. Speights misses 2-pt shot from 17 ft,,67-67,,
9:45.0,,,67-67,,Defensive rebound by B. Diaw
9:34.0,Personal foul by S. Livingston,,67-67,,
9:34.0,I. Clark enters the game for L. Barbosa,,67-67,,
9:34.0,,,67-67,,K. Martin enters the game for M. Ginobili
9:32.0,Personal foul by I. Clark,,67-67,,
9:16.0,,,67-67,,D. Green misses 2-pt shot from 11 ft
9:16.0,Defensive rebound by S. Livingston,,67-67,,
9:05.0,K. Thompson makes 2-pt shot from 6 ft,2,69-67,,
8:42.0,,,69-67,,D. Green misses 2-pt shot at rim
8:41.0,,,69-67,,Offensive rebound by D. Green
8:37.0,,,69-69,2,D. Green makes 2-pt shot at rim
8:29.0,Golden State full timeout,,69-69,,
8:29.0,,,69-69,,K. Leonard enters the game for D. Green
8:29.0,,,69-69,,L. Aldridge enters the game for D. West
8:29.0,D. Green enters the game for M. Speights,,69-69,,
8:29.0,A. Varejao enters the game for S. Livingston,,69-69,,
8:15.0,K. Thompson misses 3-pt shot from 23 ft,,69-69,,
8:13.0,,,69-69,,Defensive rebound by L. Aldridge
7:56.0,,,69-69,,L. Aldridge misses 2-pt shot from 18 ft
7:56.0,Defensive rebound by H. Barnes,,69-69,,
7:36.0,K. Thompson misses 2-pt shot from 13 ft,,69-69,,
7:36.0,Offensive rebound by Team,,69-69,,
7:36.0,,,69-69,,Loose ball foul by K. Leonard
7:36.0,,,69-69,,T. Parker enters the game for K. Martin
7:16.0,H. Barnes makes 2-pt shot at rim (assist by A. Varejao),2,71-69,,
6:50.0,,,71-71,2,L. Aldridge makes 2-pt shot from 15 ft (assist by T. Parker)
6:39.0,,,71-71,,Personal foul by T. Parker
6:34.0,A. Varejao misses 2-pt shot at rim,,71-71,,
6:34.0,,,71-71,,Defensive rebound by B. Diaw
6:25.0,,,71-73,2,L. Aldridge makes 2-pt shot at rim (assist by T. Parker)
6:08.0,Turnover by K. Thompson (lost ball; steal by B. Diaw),,71-73,,
6:00.0,,,71-73,,B. Diaw misses 2-pt shot at rim
5:58.0,,,71-73,,Offensive rebound by B. Diaw
5:58.0,,,71-75,2,B. Diaw makes 2-pt shot at rim
5:58.0,Golden State full timeout,,71-75,,
5:58.0,Official timeout,,71-75,,
5:58.0,B. Rush enters the game for A. Varejao,,71-75,,
5:58.0,S. Curry enters the game for I. Clark,,71-75,,
5:43.0,H. Barnes makes 3-pt shot from 25 ft (assist by D. Green),3,74-75,,
5:22.0,,,74-75,,L. Aldridge misses 2-pt shot from 13 ft
5:21.0,Defensive rebound by S. Curry,,74-75,,
5:13.0,S. Curry misses 3-pt shot from 26 ft,,74-75,,
5:13.0,,,74-75,,Defensive rebound by T. Parker
4:54.0,,,74-75,,L. Aldridge misses 2-pt shot from 1 ft
4:51.0,,,74-75,,Offensive rebound by L. Aldridge
4:48.0,,,74-75,,L. Aldridge misses 2-pt shot at rim
4:47.0,,,74-75,,Offensive rebound by K. Leonard
4:35.0,,,74-75,,T. Parker misses 2-pt shot at rim (block by D. Green)
4:35.0,,,74-75,,Offensive rebound by Team
4:35.0,Loose ball foul by H. Barnes,,74-75,,
4:35.0,,,74-75,,D. Green enters the game for P. Mills
4:20.0,,,74-78,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
4:01.0,B. Rush makes 3-pt shot from 24 ft (assist by K. Thompson),3,77-78,,
3:37.0,,,77-80,2,D. Green makes 2-pt shot from 2 ft
3:21.0,Turnover by H. Barnes (bad pass),,77-80,,
3:12.0,,,77-80,,Offensive foul by L. Aldridge
3:12.0,,,77-80,,Turnover by L. Aldridge (offensive foul)
2:57.0,D. Green misses 3-pt shot from 26 ft,,77-80,,
2:57.0,,,77-80,,Defensive rebound by L. Aldridge
2:43.0,,,77-80,,San Antonio full timeout
2:43.0,S. Livingston enters the game for B. Rush,,77-80,,
2:39.0,,,77-80,,Shooting foul by D. Green (drawn by K. Leonard)
2:39.0,,,77-81,1,K. Leonard makes free throw 1 of 2
2:39.0,,,77-82,1,K. Leonard makes free throw 2 of 2
2:23.0,K. Thompson makes 2-pt shot at rim (assist by S. Curry),2,79-82,,
2:03.0,,,79-82,,K. Leonard misses 2-pt shot from 1 ft
2:02.0,,,79-82,,Offensive rebound by K. Leonard
1:46.0,,,79-84,2,L. Aldridge makes 2-pt shot from 12 ft
1:23.0,H. Barnes misses 3-pt shot from 24 ft,,79-84,,
1:22.0,,,79-84,,Defensive rebound by T. Parker
0:59.0,,,79-84,,L. Aldridge misses 2-pt shot from 14 ft
0:58.0,Defensive rebound by D. Green,,79-84,,
0:58.0,,,79-84,,Loose ball foul by B. Diaw
0:47.0,S. Curry misses 3-pt shot from 28 ft,,79-84,,
0:47.0,,,79-84,,Defensive rebound by K. Leonard
0:24.0,,,79-84,,T. Parker misses 2-pt shot from 20 ft
0:23.0,,,79-84,,Offensive rebound by K. Leonard
0:23.0,Personal foul by H. Barnes,,79-84,,
0:23.0,,,79-84,,K. Leonard misses free throw 1 of 2
0:23.0,,,79-84,,Offensive rebound by Team
0:23.0,,,79-85,1,K. Leonard makes free throw 2 of 2
0:23.0,Golden State full timeout,,79-85,,
0:19.0,K. Thompson misses 3-pt shot from 25 ft,,79-85,,
0:18.0,Offensive rebound by S. Livingston,,79-85,,
0:12.0,S. Curry misses 3-pt shot from 25 ft,,79-85,,
0:12.0,,,79-85,,Defensive rebound by B. Diaw
0:12.0,Personal take foul by S. Livingston,,79-85,,
0:12.0,,,79-86,1,B. Diaw makes free throw 1 of 2
0:12.0,,,79-87,1,B. Diaw makes free throw 2 of 2
0:02.0,H. Barnes misses 2-pt shot from 14 ft,,79-87,,
0:02.0,Offensive rebound by S. Curry,,79-87,,
0:00.0,S. Curry misses 3-pt shot from 26 ft,,79-87,,
0:00.0,Offensive rebound by Team,,79-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
