time,Atlanta,pts.away,score,pts.home,Charlotte
3:34.0,,,21-14,,S. Hawes enters the game for P. Hairston
3:34.0,,,21-14,,J. Lin enters the game for A. Jefferson
3:34.0,,,21-14,,M. Williams enters the game for K. Walker
3:14.0,,,21-16,2,S. Hawes makes 2-pt shot from 19 ft (assist by J. Lin)
2:56.0,,,21-16,,Personal foul by J. Lin (drawn by D. Schroder)
2:44.0,P. Millsap misses 2-pt shot from 9 ft,,21-16,,
2:42.0,Offensive rebound by P. Millsap,,21-16,,
2:37.0,L. Patterson misses 3-pt shot from 25 ft,,21-16,,
2:37.0,,,21-16,,Defensive rebound by Team
2:10.0,,,21-16,,Turnover by J. Lin (bad pass; steal by T. Splitter)
2:04.0,D. Schroder makes 2-pt shot from 2 ft,2,23-16,,
1:46.0,Personal foul by T. Splitter (drawn by J. Lin),,23-16,,
1:46.0,M. Scott enters the game for P. Millsap,,23-16,,
1:46.0,,,23-16,,J. Lamb enters the game for N. Batum
1:35.0,,,23-16,,S. Hawes misses 2-pt shot from 11 ft
1:34.0,Defensive rebound by T. Sefolosha,,23-16,,
1:26.0,T. Sefolosha misses 2-pt shot from 17 ft (block by J. Lamb),,23-16,,
1:26.0,Offensive rebound by Team,,23-16,,
1:22.0,D. Schroder misses 2-pt shot from 20 ft,,23-16,,
1:21.0,,,23-16,,Defensive rebound by S. Hawes
1:13.0,,,23-16,,Turnover by M. Williams (bad pass; steal by T. Splitter)
1:04.0,T. Sefolosha makes 3-pt shot from 23 ft (assist by M. Scott),3,26-16,,
0:50.0,,,26-16,,J. Lamb misses 2-pt shot from 2 ft
0:49.0,Defensive rebound by T. Splitter,,26-16,,
0:32.0,D. Schroder makes 2-pt shot from 1 ft,2,28-16,,
0:16.0,,,28-16,,Shooting foul by T. Sefolosha (drawn by J. Lin)
0:16.0,,,28-17,1,J. Lin makes free throw 1 of 2
0:16.0,,,28-18,1,J. Lin makes free throw 2 of 2
0:02.0,L. Patterson misses 2-pt shot from 2 ft (block by M. Williams),,28-18,,
0:01.0,,,28-18,,Defensive rebound by C. Zeller
0:00.0,,,28-18,,Turnover by C. Zeller (bad pass; steal by D. Schroder)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,M. Scott misses 3-pt shot from 26 ft,,28-18,,
11:38.0,,,28-18,,Defensive rebound by S. Hawes
11:21.0,,,28-20,2,J. Lamb makes 2-pt shot from 17 ft (assist by S. Hawes)
11:02.0,D. Schroder misses 2-pt shot from 12 ft,,28-20,,
10:59.0,,,28-20,,Defensive rebound by M. Williams
10:51.0,,,28-20,,J. Lamb misses 3-pt shot from 26 ft
10:49.0,Defensive rebound by A. Horford,,28-20,,
10:41.0,M. Scott misses 2-pt shot from 6 ft (block by J. Lamb),,28-20,,
10:39.0,,,28-20,,Defensive rebound by S. Hawes
10:26.0,,,28-20,,S. Hawes misses 3-pt shot from 25 ft (block by A. Horford)
10:23.0,Defensive rebound by A. Horford,,28-20,,
10:20.0,A. Horford makes 2-pt shot from 1 ft,2,30-20,,
10:03.0,,,30-20,,J. Lin misses 3-pt shot from 24 ft
10:01.0,,,30-20,,Offensive rebound by C. Zeller
9:53.0,,,30-20,,J. Lamb misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by Team,,30-20,,
9:52.0,,,30-20,,F. Kaminsky enters the game for C. Zeller
9:52.0,K. Korver enters the game for T. Sefolosha,,30-20,,
9:38.0,J. Teague makes 2-pt shot from 1 ft,2,32-20,,
9:28.0,Personal foul by J. Teague (drawn by J. Lin),,32-20,,
9:28.0,K. Bazemore enters the game for D. Schroder,,32-20,,
9:15.0,,,32-20,,S. Hawes misses 2-pt shot from 2 ft
9:13.0,Defensive rebound by J. Teague,,32-20,,
9:10.0,,,32-20,,Violation by S. Hawes (def goaltending)
9:10.0,A. Horford makes 2-pt shot from 1 ft (assist by M. Scott),2,34-20,,
9:10.0,,,34-20,,Charlotte full timeout
8:56.0,,,34-22,2,J. Lamb makes 2-pt shot from 15 ft (assist by S. Hawes)
8:28.0,A. Horford misses 2-pt shot from 15 ft,,34-22,,
8:27.0,,,34-22,,Defensive rebound by J. Lamb
8:14.0,,,34-22,,M. Williams misses 3-pt shot from 25 ft
8:12.0,Defensive rebound by M. Scott,,34-22,,
8:04.0,J. Teague misses 2-pt shot from 3 ft (block by J. Lin),,34-22,,
8:02.0,,,34-22,,Defensive rebound by M. Williams
7:53.0,,,34-24,2,J. Lamb makes 2-pt shot from 1 ft (assist by J. Lin)
7:32.0,J. Teague misses 3-pt shot from 23 ft,,34-24,,
7:31.0,,,34-24,,Defensive rebound by J. Lamb
7:12.0,,,34-27,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by J. Lin)
6:52.0,A. Horford makes 2-pt shot from 8 ft,2,36-27,,
6:39.0,,,36-27,,J. Lin misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by K. Bazemore,,36-27,,
6:20.0,A. Horford misses 3-pt shot from 22 ft,,36-27,,
6:19.0,,,36-27,,Defensive rebound by M. Williams
5:57.0,,,36-27,,S. Hawes misses 3-pt shot from 37 ft
5:57.0,,,36-27,,Offensive rebound by Team
5:57.0,,,36-27,,Turnover by Team (shot clock)
5:57.0,Official timeout,,36-27,,
5:57.0,T. Splitter enters the game for A. Horford,,36-27,,
5:57.0,P. Millsap enters the game for J. Teague,,36-27,,
5:57.0,D. Schroder enters the game for M. Scott,,36-27,,
5:57.0,,,36-27,,K. Walker enters the game for M. Williams
5:57.0,,,36-27,,P. Hairston enters the game for S. Hawes
5:57.0,,,36-27,,A. Jefferson enters the game for J. Lin
5:57.0,,,36-27,,N. Batum enters the game for J. Lamb
5:36.0,T. Splitter makes 2-pt shot from 2 ft (assist by K. Bazemore),2,38-27,,
5:18.0,,,38-27,,Shooting foul by D. Schroder (drawn by K. Walker)
5:18.0,,,38-27,,K. Walker misses free throw 1 of 2
5:18.0,,,38-27,,Offensive rebound by Team
5:18.0,,,38-28,1,K. Walker makes free throw 2 of 2
5:02.0,K. Bazemore makes 2-pt shot at rim (assist by T. Splitter),2,40-28,,
4:41.0,,,40-30,2,K. Walker makes 2-pt shot from 2 ft
4:21.0,D. Schroder misses 3-pt shot from 24 ft,,40-30,,
4:20.0,,,40-30,,Defensive rebound by A. Jefferson
4:12.0,,,40-32,2,K. Walker makes 2-pt shot from 1 ft
3:53.0,T. Sefolosha enters the game for K. Bazemore,,40-32,,
3:53.0,,,40-32,,C. Zeller enters the game for F. Kaminsky
3:46.0,P. Millsap makes 2-pt shot from 11 ft (assist by K. Korver),2,42-32,,
3:34.0,,,42-32,,Turnover by P. Hairston (bad pass; steal by T. Sefolosha)
3:13.0,Turnover by D. Schroder (bad pass; steal by K. Walker),,42-32,,
3:10.0,,,42-32,,Shooting foul by P. Millsap (drawn by P. Hairston)
3:10.0,,,42-34,2,P. Hairston makes 2-pt shot from 1 ft (assist by N. Batum)
3:10.0,J. Teague enters the game for T. Splitter,,42-34,,
3:10.0,A. Horford enters the game for K. Korver,,42-34,,
3:10.0,,,42-35,1,P. Hairston makes free throw 1 of 1
2:44.0,J. Teague misses 2-pt shot from 1 ft,,42-35,,
2:43.0,,,42-35,,Defensive rebound by A. Jefferson
2:37.0,,,42-35,,P. Hairston misses 3-pt shot from 26 ft
2:35.0,,,42-35,,Offensive rebound by N. Batum
2:30.0,,,42-35,,K. Walker misses 3-pt shot from 26 ft
2:27.0,Defensive rebound by D. Schroder,,42-35,,
2:15.0,Turnover by T. Sefolosha (bad pass; steal by K. Walker),,42-35,,
2:10.0,,,42-35,,K. Walker misses 2-pt shot at rim
2:07.0,,,42-35,,Offensive rebound by C. Zeller
2:07.0,,,42-35,,C. Zeller misses 2-pt shot from 1 ft
2:05.0,Defensive rebound by A. Horford,,42-35,,
1:52.0,A. Horford makes 2-pt shot from 1 ft (assist by P. Millsap),2,44-35,,
1:24.0,,,44-35,,N. Batum misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by A. Horford,,44-35,,
1:17.0,Atlanta full timeout,,44-35,,
1:13.0,Turnover by A. Horford (offensive foul),,44-35,,
1:13.0,Offensive foul by A. Horford,,44-35,,
0:51.0,,,44-37,2,A. Jefferson makes 2-pt shot from 6 ft (assist by P. Hairston)
0:38.0,P. Millsap misses 3-pt shot from 24 ft,,44-37,,
0:37.0,Offensive rebound by T. Sefolosha,,44-37,,
0:34.0,T. Sefolosha misses 2-pt shot from 1 ft,,44-37,,
0:33.0,,,44-37,,Defensive rebound by K. Walker
0:32.0,,,44-39,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
0:12.0,D. Schroder misses 2-pt shot from 1 ft (block by C. Zeller),,44-39,,
0:09.0,,,44-39,,Defensive rebound by P. Hairston
0:09.0,,,44-39,,Offensive foul by P. Hairston
0:09.0,,,44-39,,Turnover by P. Hairston (offensive foul)
0:09.0,Atlanta full timeout,,44-39,,
0:09.0,K. Korver enters the game for D. Schroder,,44-39,,
0:09.0,K. Bazemore enters the game for T. Sefolosha,,44-39,,
0:09.0,,,44-39,,M. Williams enters the game for A. Jefferson
0:03.0,J. Teague makes 2-pt shot from 5 ft,2,46-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,K. Bazemore misses 2-pt shot from 2 ft (block by N. Batum),,46-39,,
11:43.0,,,46-39,,Defensive rebound by K. Walker
11:39.0,,,46-41,2,A. Jefferson makes 2-pt shot at rim (assist by K. Walker)
11:23.0,J. Teague misses 2-pt shot from 7 ft (block by A. Jefferson),,46-41,,
11:21.0,,,46-41,,Defensive rebound by M. Williams
11:14.0,,,46-41,,Shooting foul by P. Millsap (drawn by K. Walker)
11:14.0,,,46-42,1,K. Walker makes free throw 1 of 2
11:14.0,,,46-43,1,K. Walker makes free throw 2 of 2
10:59.0,K. Bazemore misses 2-pt shot from 2 ft (block by N. Batum),,46-43,,
10:57.0,,,46-43,,Defensive rebound by K. Walker
10:53.0,,,46-43,,K. Walker misses 2-pt shot from 17 ft
10:51.0,Defensive rebound by A. Horford,,46-43,,
10:46.0,,,46-43,,Personal foul by K. Walker (drawn by J. Teague)
10:39.0,A. Horford misses 3-pt shot from 25 ft,,46-43,,
10:37.0,,,46-43,,Defensive rebound by P. Hairston
10:24.0,,,46-43,,N. Batum misses 2-pt shot from 11 ft
10:23.0,Defensive rebound by A. Horford,,46-43,,
10:17.0,J. Teague makes 2-pt shot from 1 ft,2,48-43,,
10:04.0,,,48-45,2,N. Batum makes 2-pt shot from 10 ft
9:49.0,K. Bazemore makes 3-pt shot from 27 ft (assist by P. Millsap),3,51-45,,
9:37.0,Personal foul by K. Bazemore (drawn by A. Jefferson),,51-45,,
9:30.0,,,51-48,3,N. Batum makes 3-pt shot from 25 ft (assist by M. Williams)
9:17.0,A. Horford misses 2-pt shot from 3 ft (block by M. Williams),,51-48,,
9:13.0,,,51-48,,Defensive rebound by Team
9:13.0,Jump ball: A. Horford vs. A. Jefferson (M. Williams gains possession),,,,Jump ball: A. Horford vs. A. Jefferson (M. Williams gains possession)
9:02.0,,,51-51,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
9:01.0,Atlanta full timeout,,51-51,,
8:48.0,K. Bazemore makes 2-pt shot from 2 ft (assist by P. Millsap),2,53-51,,
8:27.0,,,53-51,,A. Jefferson misses 2-pt shot from 1 ft (block by A. Horford)
8:24.0,,,53-51,,Offensive rebound by N. Batum
8:19.0,,,53-54,3,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum)
8:01.0,A. Horford misses 3-pt shot from 23 ft,,53-54,,
7:59.0,,,53-54,,Defensive rebound by N. Batum
7:48.0,,,53-56,2,A. Jefferson makes 2-pt shot from 1 ft (assist by K. Walker)
7:37.0,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague),2,55-56,,
7:20.0,,,55-59,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
7:05.0,J. Teague misses 2-pt shot from 3 ft (block by A. Jefferson),,55-59,,
7:03.0,,,55-59,,Defensive rebound by P. Hairston
7:03.0,,,55-59,,Shooting foul by K. Korver (drawn by P. Hairston)
7:03.0,T. Splitter enters the game for K. Bazemore,,55-59,,
7:03.0,,,55-60,1,P. Hairston makes free throw 1 of 2
7:03.0,,,55-61,1,P. Hairston makes free throw 2 of 2
6:52.0,P. Millsap misses 2-pt shot from 17 ft,,55-61,,
6:49.0,,,55-61,,Defensive rebound by Team
6:39.0,Personal foul by K. Korver (drawn by K. Walker),,55-61,,
6:28.0,,,55-61,,P. Hairston misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by J. Teague,,55-61,,
6:24.0,,,55-61,,Personal foul by N. Batum (drawn by P. Millsap)
6:16.0,K. Korver misses 3-pt shot from 22 ft,,55-61,,
6:14.0,Offensive rebound by T. Splitter,,55-61,,
6:14.0,Shooting foul by A. Jefferson (drawn by T. Splitter),,55-61,,
6:14.0,T. Splitter makes free throw 1 of 2,1,56-61,,
6:14.0,T. Splitter misses free throw 2 of 2,,56-61,,
6:13.0,,,56-61,,Defensive rebound by A. Jefferson
5:57.0,,,56-63,2,A. Jefferson makes 2-pt shot from 1 ft (assist by N. Batum)
5:39.0,J. Teague makes 3-pt shot from 25 ft,3,59-63,,
5:23.0,,,59-63,,A. Jefferson misses 2-pt shot from 15 ft
5:21.0,Defensive rebound by K. Korver,,59-63,,
5:12.0,J. Teague misses 2-pt shot from 9 ft,,59-63,,
5:09.0,,,59-63,,Defensive rebound by A. Jefferson
4:59.0,,,59-63,,N. Batum misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by T. Splitter,,59-63,,
4:50.0,Turnover by A. Horford (bad pass; steal by N. Batum),,59-63,,
4:42.0,,,59-65,2,P. Hairston makes 2-pt shot from 1 ft (assist by N. Batum)
4:31.0,K. Korver misses 3-pt shot from 25 ft,,59-65,,
4:29.0,Offensive rebound by Team,,59-65,,
4:29.0,,,59-65,,C. Zeller enters the game for M. Williams
4:29.0,D. Schroder enters the game for J. Teague,,59-65,,
4:23.0,K. Korver makes 2-pt shot from 18 ft (assist by D. Schroder),2,61-65,,
4:06.0,,,61-65,,A. Jefferson misses 2-pt shot from 3 ft
4:05.0,Defensive rebound by T. Splitter,,61-65,,
3:52.0,K. Korver makes 2-pt shot from 17 ft,2,63-65,,
3:25.0,,,63-65,,K. Walker misses 2-pt shot from 1 ft (block by P. Millsap)
3:23.0,Defensive rebound by D. Schroder,,63-65,,
3:19.0,K. Korver misses 3-pt shot from 24 ft,,63-65,,
3:18.0,Offensive rebound by A. Horford,,63-65,,
3:15.0,K. Korver misses 3-pt shot from 23 ft,,63-65,,
3:14.0,,,63-65,,Defensive rebound by A. Jefferson
3:11.0,,,63-65,,Charlotte full timeout
3:11.0,L. Patterson enters the game for A. Horford,,63-65,,
3:11.0,T. Sefolosha enters the game for K. Korver,,63-65,,
3:11.0,,,63-65,,J. Lin enters the game for P. Hairston
3:11.0,,,63-65,,S. Hawes enters the game for A. Jefferson
3:11.0,,,63-65,,J. Lamb enters the game for K. Walker
3:02.0,,,63-67,2,C. Zeller makes 2-pt shot at rim (assist by J. Lamb)
2:51.0,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder),3,66-67,,
2:45.0,Personal foul by D. Schroder (drawn by N. Batum),,66-67,,
2:45.0,,,66-68,1,N. Batum makes free throw 1 of 2
2:45.0,,,66-69,1,N. Batum makes free throw 2 of 2
2:31.0,,,66-69,,Personal foul by S. Hawes (drawn by D. Schroder)
2:19.0,P. Millsap makes 2-pt shot from 1 ft (assist by L. Patterson),2,68-69,,
2:02.0,,,68-72,3,J. Lin makes 3-pt shot from 24 ft (assist by N. Batum)
1:48.0,P. Millsap misses 3-pt shot from 25 ft,,68-72,,
1:47.0,,,68-72,,Defensive rebound by N. Batum
1:36.0,,,68-74,2,C. Zeller makes 2-pt shot from 1 ft (assist by J. Lamb)
1:20.0,D. Schroder misses 3-pt shot from 24 ft,,68-74,,
1:19.0,,,68-74,,Defensive rebound by Team
1:19.0,M. Scott enters the game for P. Millsap,,68-74,,
1:03.0,,,68-74,,J. Lin misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by T. Splitter,,68-74,,
0:48.0,Turnover by L. Patterson (lost ball; steal by C. Zeller),,68-74,,
0:44.0,,,68-76,2,J. Lin makes 2-pt shot from 1 ft
0:31.0,T. Splitter misses 2-pt shot from 1 ft (block by J. Lin),,68-76,,
0:29.0,Offensive rebound by T. Splitter,,68-76,,
0:27.0,Turnover by T. Splitter (lost ball; steal by J. Lin),,68-76,,
0:09.0,,,68-76,,N. Batum misses 3-pt shot from 28 ft
0:07.0,Defensive rebound by M. Scott,,68-76,,
0:00.0,T. Sefolosha makes 2-pt shot from 21 ft (assist by L. Patterson),2,70-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,70-76,,J. Lin misses 2-pt shot from 6 ft
11:45.0,Defensive rebound by Team,,70-76,,
11:45.0,,,70-76,,Loose ball foul by S. Hawes (drawn by L. Patterson)
11:35.0,D. Schroder misses 2-pt shot from 1 ft (block by S. Hawes),,70-76,,
11:33.0,Offensive rebound by T. Sefolosha,,70-76,,
11:30.0,T. Sefolosha misses 2-pt shot from 1 ft,,70-76,,
11:29.0,Offensive rebound by D. Schroder,,70-76,,
11:15.0,L. Patterson misses 2-pt shot from 11 ft,,70-76,,
11:13.0,,,70-76,,Defensive rebound by M. Williams
11:04.0,,,70-76,,C. Zeller misses 2-pt shot from 18 ft
11:03.0,Defensive rebound by L. Patterson,,70-76,,
10:48.0,M. Scott misses 3-pt shot from 25 ft,,70-76,,
10:47.0,,,70-76,,Defensive rebound by J. Lamb
10:38.0,,,70-76,,J. Lamb misses 2-pt shot from 2 ft
10:36.0,Defensive rebound by T. Sefolosha,,70-76,,
10:33.0,Turnover by T. Sefolosha (lost ball),,70-76,,
10:33.0,A. Horford enters the game for T. Splitter,,70-76,,
10:31.0,K. Bazemore enters the game for L. Patterson,,70-76,,
10:18.0,,,70-76,,Turnover by S. Hawes (bad pass; steal by K. Bazemore)
10:15.0,Shooting foul by J. Lin (drawn by K. Bazemore),,70-76,,
10:15.0,K. Bazemore makes free throw 1 of 2,1,71-76,,
10:15.0,K. Bazemore makes free throw 2 of 2,1,72-76,,
10:04.0,Personal foul by M. Scott (drawn by C. Zeller),,72-76,,
9:55.0,,,72-76,,S. Hawes misses 2-pt shot from 9 ft
9:54.0,Defensive rebound by A. Horford,,72-76,,
9:45.0,D. Schroder makes 2-pt shot from 17 ft,2,74-76,,
9:22.0,,,74-76,,Turnover by M. Williams (bad pass; steal by T. Sefolosha)
9:11.0,Turnover by T. Sefolosha (bad pass; steal by S. Hawes),,74-76,,
9:03.0,,,74-79,3,J. Lamb makes 3-pt shot from 22 ft (assist by J. Lin)
8:43.0,A. Horford misses 3-pt shot from 24 ft,,74-79,,
8:41.0,,,74-79,,Defensive rebound by J. Lin
8:19.0,,,74-79,,J. Lin misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by M. Scott,,74-79,,
8:04.0,Shooting foul by S. Hawes (drawn by K. Bazemore),,74-79,,
8:04.0,Official timeout,,74-79,,
8:04.0,J. Teague enters the game for D. Schroder,,74-79,,
8:04.0,P. Millsap enters the game for T. Sefolosha,,74-79,,
8:04.0,K. Korver enters the game for M. Scott,,74-79,,
8:04.0,,,74-79,,N. Batum enters the game for M. Williams
8:04.0,,,74-79,,K. Walker enters the game for J. Lin
8:04.0,K. Bazemore makes free throw 1 of 2,1,75-79,,
8:04.0,K. Bazemore makes free throw 2 of 2,1,76-79,,
7:39.0,,,76-79,,J. Lamb misses 3-pt shot from 25 ft
7:37.0,,,76-79,,Offensive rebound by K. Walker
7:36.0,,,76-79,,Charlotte full timeout
7:29.0,,,76-79,,S. Hawes misses 2-pt shot from 17 ft
7:28.0,Defensive rebound by K. Korver,,76-79,,
7:18.0,,,76-79,,Personal foul by J. Lamb (drawn by K. Korver)
7:10.0,K. Bazemore misses 3-pt shot from 25 ft,,76-79,,
7:09.0,,,76-79,,Defensive rebound by J. Lamb
6:57.0,,,76-79,,S. Hawes misses 2-pt shot from 3 ft
6:56.0,Defensive rebound by J. Teague,,76-79,,
6:48.0,P. Millsap misses 2-pt shot from 10 ft,,76-79,,
6:48.0,Offensive rebound by Team,,76-79,,
6:48.0,,,76-79,,Loose ball foul by N. Batum (drawn by P. Millsap)
6:48.0,A. Horford makes free throw 1 of 2,1,77-79,,
6:48.0,,,77-79,,A. Jefferson enters the game for S. Hawes
6:48.0,A. Horford makes free throw 2 of 2,1,78-79,,
6:31.0,,,78-79,,C. Zeller misses 2-pt shot from 20 ft
6:30.0,Defensive rebound by P. Millsap,,78-79,,
6:21.0,Turnover by J. Teague (bad pass; steal by N. Batum),,78-79,,
6:17.0,Personal foul by J. Teague (drawn by N. Batum),,78-79,,
6:12.0,,,78-79,,N. Batum misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by A. Horford,,78-79,,
6:01.0,A. Horford makes 2-pt shot from 12 ft (assist by J. Teague),2,80-79,,
5:42.0,,,80-79,,J. Lamb misses 2-pt shot from 12 ft
5:40.0,Defensive rebound by P. Millsap,,80-79,,
5:27.0,A. Horford misses 3-pt shot from 22 ft,,80-79,,
5:26.0,,,80-79,,Defensive rebound by C. Zeller
5:14.0,,,80-79,,A. Jefferson misses 2-pt shot from 9 ft
5:13.0,Defensive rebound by A. Horford,,80-79,,
5:01.0,J. Teague misses 3-pt shot from 25 ft,,80-79,,
4:59.0,,,80-79,,Defensive rebound by C. Zeller
4:44.0,,,80-79,,J. Lamb misses 2-pt shot at rim (block by K. Bazemore)
4:44.0,,,80-79,,Offensive rebound by Team
4:44.0,,,80-79,,Charlotte full timeout
4:44.0,T. Splitter enters the game for A. Horford,,80-79,,
4:44.0,,,80-79,,M. Williams enters the game for C. Zeller
4:44.0,,,80-79,,J. Lin enters the game for J. Lamb
4:44.0,Violation by K. Bazemore (kicked ball),,80-79,,
4:41.0,,,80-79,,N. Batum misses 2-pt shot from 18 ft
4:39.0,Defensive rebound by P. Millsap,,80-79,,
4:27.0,,,80-79,,Personal foul by K. Walker (drawn by J. Teague)
4:27.0,J. Teague makes free throw 1 of 2,1,81-79,,
4:27.0,J. Teague makes free throw 2 of 2,1,82-79,,
4:06.0,,,82-79,,J. Lin misses 2-pt shot at rim
4:03.0,Defensive rebound by K. Bazemore,,82-79,,
3:44.0,J. Teague misses 2-pt shot from 3 ft,,82-79,,
3:43.0,Offensive rebound by T. Splitter,,82-79,,
3:43.0,T. Splitter makes 2-pt shot from 1 ft,2,84-79,,
3:30.0,Personal foul by T. Splitter (drawn by K. Walker),,84-79,,
3:30.0,A. Horford enters the game for T. Splitter,,84-79,,
3:17.0,,,84-79,,N. Batum misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by J. Teague,,84-79,,
2:54.0,K. Bazemore misses 3-pt shot from 27 ft,,84-79,,
2:53.0,,,84-79,,Defensive rebound by K. Walker
2:44.0,,,84-79,,J. Lin misses 3-pt shot from 24 ft
2:42.0,,,84-79,,Offensive rebound by J. Lin
2:38.0,,,84-79,,Shooting foul by K. Korver (drawn by K. Walker)
2:38.0,Atlanta full timeout,,84-79,,
2:38.0,,,84-80,1,K. Walker makes free throw 1 of 2
2:38.0,,,84-81,1,K. Walker makes free throw 2 of 2
2:23.0,K. Korver misses 2-pt shot from 22 ft,,84-81,,
2:21.0,,,84-81,,Defensive rebound by A. Jefferson
