time,Portland,pts.away,score,pts.home,Memphis
6:53.0,,,55-66,,Violation by Z. Randolph (kicked ball)
6:46.0,D. Lillard misses 3-pt shot from 26 ft,,55-66,,
6:45.0,,,55-66,,Defensive rebound by C. Lee
6:30.0,,,55-66,,Z. Randolph misses 2-pt shot from 6 ft (block by E. Davis)
6:27.0,,,55-66,,Offensive rebound by Z. Randolph
6:19.0,,,55-69,3,M. Gasol makes 3-pt shot from 28 ft (assist by M. Conley)
5:58.0,C. McCollum misses 2-pt shot from 5 ft,,55-69,,
5:57.0,Offensive rebound by C. Kaman,,55-69,,
5:52.0,C. Kaman makes 2-pt shot from 2 ft (assist by D. Lillard),2,57-69,,
5:32.0,,,57-69,,Z. Randolph misses 2-pt shot from 15 ft
5:31.0,Defensive rebound by E. Davis,,57-69,,
5:23.0,D. Lillard misses 2-pt shot from 5 ft,,57-69,,
5:22.0,Offensive rebound by E. Davis,,57-69,,
5:21.0,Turnover by E. Davis (lost ball),,57-69,,
5:21.0,A. Crabbe enters the game for C. McCollum,,57-69,,
5:03.0,,,57-69,,C. Lee misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by E. Davis,,57-69,,
4:54.0,A. Crabbe makes 2-pt shot from 4 ft (assist by D. Lillard),2,59-69,,
4:31.0,,,59-71,2,M. Gasol makes 2-pt shot from 4 ft (assist by Z. Randolph)
4:19.0,C. Kaman makes 2-pt shot from 13 ft (assist by D. Lillard),2,61-71,,
4:06.0,,,61-71,,M. Conley misses 2-pt shot from 1 ft
4:06.0,,,61-71,,Offensive rebound by Team
4:06.0,M. Harkless enters the game for A. Aminu,,61-71,,
3:58.0,,,61-71,,M. Conley misses 3-pt shot from 23 ft
3:57.0,,,61-71,,Offensive rebound by T. Allen
3:53.0,,,61-71,,T. Allen misses 2-pt shot from 2 ft
3:52.0,,,61-71,,Offensive rebound by Z. Randolph
3:52.0,,,61-73,2,Z. Randolph makes 2-pt shot at rim
3:39.0,A. Crabbe makes 2-pt shot from 19 ft,2,63-73,,
3:38.0,,,63-73,,Memphis full timeout
3:38.0,,,63-73,,J. Green enters the game for T. Allen
3:38.0,,,63-73,,M. Chalmers enters the game for C. Lee
3:15.0,,,63-75,2,Z. Randolph makes 2-pt shot from 5 ft (assist by M. Gasol)
2:59.0,A. Crabbe makes 3-pt shot from 23 ft (assist by D. Lillard),3,66-75,,
2:35.0,,,66-77,2,Z. Randolph makes 2-pt shot from 18 ft (assist by M. Conley)
2:21.0,M. Harkless makes 2-pt shot at rim (assist by D. Lillard),2,68-77,,
2:02.0,,,68-77,,Turnover by M. Conley (bad pass; steal by D. Lillard)
1:57.0,Turnover by D. Lillard (bad pass; steal by J. Green),,68-77,,
1:55.0,Personal take foul by C. Kaman (drawn by J. Green),,68-77,,
1:55.0,C. McCollum enters the game for C. Kaman,,68-77,,
1:55.0,A. Aminu enters the game for D. Lillard,,68-77,,
1:55.0,,,68-77,,J. Green enters the game for M. Gasol
1:55.0,,,68-77,,M. Barnes enters the game for M. Conley
1:34.0,,,68-77,,Z. Randolph misses 2-pt shot at rim
1:32.0,Defensive rebound by A. Aminu,,68-77,,
1:28.0,Turnover by A. Aminu (turnover),,68-77,,
1:11.0,,,68-77,,Z. Randolph misses 2-pt shot from 2 ft (block by E. Davis)
1:10.0,Defensive rebound by A. Crabbe,,68-77,,
1:07.0,,,68-77,,Personal foul by M. Chalmers (drawn by C. McCollum)
1:07.0,Turnover by C. McCollum (offensive foul),,68-77,,
1:07.0,Offensive foul by C. McCollum,,68-77,,
0:44.0,,,68-77,,Turnover by M. Chalmers (lost ball)
0:33.0,C. McCollum makes 2-pt shot from 20 ft,2,70-77,,
0:18.0,,,70-77,,Shooting foul by E. Davis (drawn by Z. Randolph)
0:18.0,,,70-78,1,Z. Randolph makes free throw 1 of 2
0:18.0,,,70-79,1,Z. Randolph makes free throw 2 of 2
0:01.0,C. McCollum misses 2-pt shot from 2 ft,,70-79,,
0:00.0,Offensive rebound by E. Davis,,70-79,,
0:00.0,E. Davis misses 2-pt shot from 1 ft,,70-79,,
0:00.0,Offensive rebound by E. Davis,,70-79,,
0:00.0,E. Davis misses 2-pt shot from 1 ft,,70-79,,
0:00.0,Offensive rebound by Team,,70-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,Turnover by M. Harkless (bad pass; steal by M. Barnes),,70-79,,
11:18.0,,,70-79,,M. Gasol misses 2-pt shot from 11 ft
11:18.0,Defensive rebound by M. Harkless,,70-79,,
11:07.0,Turnover by C. McCollum (lost ball; steal by M. Chalmers),,70-79,,
10:55.0,,,70-79,,Turnover by J. Green (traveling)
10:55.0,G. Henderson enters the game for A. Crabbe,,70-79,,
10:55.0,D. Lillard enters the game for C. McCollum,,70-79,,
10:46.0,,,70-79,,Personal foul by M. Barnes (drawn by E. Davis)
10:34.0,D. Lillard misses 3-pt shot from 26 ft,,70-79,,
10:33.0,,,70-79,,Defensive rebound by J. Green
10:18.0,,,70-79,,J. Green misses 2-pt shot from 1 ft (block by A. Aminu)
10:17.0,,,70-79,,Offensive rebound by J. Green
10:17.0,,,70-79,,J. Green misses 2-pt shot from 1 ft
10:14.0,Defensive rebound by M. Harkless,,70-79,,
10:07.0,A. Aminu misses 3-pt shot from 23 ft,,70-79,,
10:06.0,,,70-79,,Defensive rebound by Team
9:53.0,,,70-81,2,M. Gasol makes 2-pt shot from 8 ft
9:37.0,Shooting foul by J. Green (drawn by E. Davis),,70-81,,
9:37.0,E. Davis makes free throw 1 of 2,1,71-81,,
9:37.0,E. Davis makes free throw 2 of 2,1,72-81,,
9:22.0,,,72-81,,M. Chalmers misses 3-pt shot from 22 ft
9:21.0,,,72-81,,Offensive rebound by J. Green
9:18.0,,,72-81,,J. Green misses 2-pt shot from 1 ft (block by A. Aminu)
9:16.0,Defensive rebound by D. Lillard,,72-81,,
9:12.0,M. Harkless makes 2-pt shot from 1 ft,2,74-81,,
9:12.0,,,74-81,,Memphis full timeout
9:12.0,M. Plumlee enters the game for A. Aminu,,74-81,,
9:12.0,C. McCollum enters the game for E. Davis,,74-81,,
9:00.0,,,74-81,,Shooting foul by D. Lillard (drawn by J. Green)
9:00.0,,,74-82,1,J. Green makes free throw 1 of 2
9:00.0,,,74-83,1,J. Green makes free throw 2 of 2
8:43.0,Shooting foul by J. Green (drawn by M. Plumlee),,74-83,,
8:43.0,M. Plumlee makes free throw 1 of 2,1,75-83,,
8:43.0,,,75-83,,T. Allen enters the game for J. Green
8:43.0,M. Plumlee misses free throw 2 of 2,,75-83,,
8:42.0,,,75-83,,Defensive rebound by J. Green
8:22.0,,,75-85,2,M. Chalmers makes 2-pt shot from 2 ft
7:56.0,G. Henderson makes 2-pt shot from 9 ft,2,77-85,,
7:28.0,,,77-85,,Shooting foul by M. Harkless (drawn by T. Allen)
7:28.0,,,77-85,,T. Allen misses free throw 1 of 2
7:28.0,,,77-85,,Offensive rebound by Team
7:28.0,,,77-85,,M. Conley enters the game for M. Chalmers
7:28.0,,,77-85,,T. Allen misses free throw 2 of 2
7:27.0,Defensive rebound by G. Henderson,,77-85,,
7:07.0,G. Henderson misses 2-pt shot from 18 ft,,77-85,,
7:05.0,,,77-85,,Defensive rebound by M. Gasol
6:53.0,Def 3 sec tech foul by G. Henderson,,77-85,,
6:53.0,,,77-85,,M. Conley misses technical free throw
6:53.0,,,77-85,,Offensive rebound by Team
6:38.0,,,77-85,,J. Green misses 2-pt shot from 12 ft
6:38.0,Defensive rebound by M. Plumlee,,77-85,,
6:28.0,D. Lillard misses 3-pt shot from 27 ft,,77-85,,
6:27.0,,,77-85,,Defensive rebound by M. Barnes
6:16.0,,,77-87,2,M. Gasol makes 2-pt shot from 18 ft (assist by J. Green)
6:02.0,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee),2,79-87,,
5:50.0,,,79-89,2,M. Conley makes 2-pt shot from 3 ft
5:50.0,Portland full timeout,,79-89,,
5:50.0,A. Crabbe enters the game for M. Harkless,,79-89,,
5:50.0,A. Aminu enters the game for G. Henderson,,79-89,,
5:31.0,D. Lillard misses 2-pt shot from 21 ft,,79-89,,
5:29.0,,,79-89,,Defensive rebound by T. Allen
5:13.0,,,79-89,,M. Conley misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by C. McCollum,,79-89,,
5:05.0,,,79-89,,Personal foul by M. Barnes (drawn by A. Crabbe)
4:57.0,C. McCollum makes 2-pt shot from 5 ft,2,81-89,,
4:39.0,,,81-92,3,M. Barnes makes 3-pt shot from 24 ft (assist by M. Gasol)
4:27.0,A. Aminu misses 3-pt shot from 23 ft,,81-92,,
4:26.0,,,81-92,,Defensive rebound by M. Barnes
4:04.0,,,81-92,,J. Green misses 2-pt shot from 2 ft (block by C. McCollum)
4:03.0,Defensive rebound by C. McCollum,,81-92,,
4:03.0,,,81-92,,Personal take foul by M. Barnes (drawn by C. McCollum)
4:03.0,C. McCollum makes free throw 1 of 2,1,82-92,,
4:03.0,,,82-92,,Z. Randolph enters the game for M. Barnes
4:03.0,C. McCollum makes free throw 2 of 2,1,83-92,,
3:51.0,Personal foul by M. Plumlee (drawn by M. Conley),,83-92,,
3:43.0,,,83-92,,M. Conley misses 3-pt shot from 25 ft
3:43.0,,,83-92,,Offensive rebound by T. Allen
3:39.0,,,83-92,,Turnover by T. Allen (lost ball; steal by M. Plumlee)
3:24.0,,,83-92,,Personal foul by J. Green (drawn by D. Lillard)
3:24.0,D. Lillard misses free throw 1 of 2,,83-92,,
3:24.0,Offensive rebound by Team,,83-92,,
3:24.0,D. Lillard makes free throw 2 of 2,1,84-92,,
3:05.0,,,84-92,,J. Green misses 2-pt shot from 19 ft
3:04.0,Defensive rebound by C. McCollum,,84-92,,
2:56.0,,,84-92,,Personal foul by T. Allen (drawn by C. McCollum)
2:56.0,Portland full timeout,,84-92,,
2:56.0,C. McCollum makes free throw 1 of 2,1,85-92,,
2:56.0,C. McCollum makes free throw 2 of 2,1,86-92,,
2:38.0,,,86-92,,Turnover by Z. Randolph (bad pass; steal by M. Plumlee)
2:32.0,A. Crabbe makes 2-pt shot at rim (assist by A. Aminu),2,88-92,,
2:14.0,,,88-92,,Shooting foul by D. Lillard (drawn by M. Gasol)
2:14.0,,,88-93,1,M. Gasol makes free throw 1 of 2
2:14.0,,,88-93,,C. Lee enters the game for T. Allen
2:14.0,,,88-94,1,M. Gasol makes free throw 2 of 2
2:05.0,C. McCollum makes 2-pt shot from 1 ft,2,90-94,,
1:46.0,Personal block foul by M. Plumlee (drawn by M. Gasol),,90-94,,
1:46.0,,,90-95,1,M. Gasol makes free throw 1 of 2
