time,New Orleans,pts.away,score,pts.home,Sacramento
2:11.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Holiday),3,103-87,,
2:04.0,,,103-87,,Turnover by D. Collison (lost ball)
2:04.0,,,103-87,,Loose ball foul by D. Collison (drawn by J. Holiday)
2:04.0,,,103-87,,Q. Acy enters the game for D. Cousins
1:54.0,J. Holiday misses 2-pt shot from 19 ft,,103-87,,
1:54.0,Offensive rebound by A. Davis,,103-87,,
1:54.0,A. Davis makes 2-pt shot from 1 ft,2,105-87,,
1:54.0,Shooting foul by D. Collison (drawn by A. Davis),,105-87,,
1:54.0,A. Davis makes free throw 1 of 1,1,106-87,,
1:46.0,,,106-90,3,O. Casspi makes 3-pt shot from 25 ft
1:34.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,108-90,,
1:34.0,Shooting foul by O. Casspi (drawn by A. Davis),,108-90,,
1:34.0,A. Davis makes free throw 1 of 1,1,109-90,,
1:27.0,,,109-93,3,D. Collison makes 3-pt shot from 25 ft
1:15.0,R. Anderson misses 3-pt shot from 25 ft,,109-93,,
1:13.0,,,109-93,,Defensive rebound by S. Curry
1:08.0,,,109-95,2,S. Curry makes 2-pt shot from 8 ft
0:45.0,N. Cole misses 3-pt shot from 25 ft,,109-95,,
0:44.0,Offensive rebound by R. Anderson,,109-95,,
0:23.0,Turnover by J. Holiday (lost ball; steal by D. Collison),,109-95,,
0:19.0,,,109-97,2,D. Collison makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
