time,Golden State,pts.away,score,pts.home,Oklahoma City
5:41.0,,,8-22,,R. Foye enters the game for K. Durant
5:28.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,11-22,,
5:16.0,,,11-22,,Shooting foul by A. Iguodala (drawn by A. Roberson)
5:16.0,,,11-22,,A. Roberson misses free throw 1 of 2
5:16.0,,,11-22,,Offensive rebound by Team
5:16.0,S. Livingston enters the game for A. Iguodala,,11-22,,
5:16.0,,,11-23,1,A. Roberson makes free throw 2 of 2
5:10.0,Shooting foul by R. Foye (drawn by S. Curry),,11-23,,
5:10.0,S. Curry makes free throw 1 of 3,1,12-23,,
5:10.0,S. Curry makes free throw 2 of 3,1,13-23,,
5:10.0,S. Curry misses free throw 3 of 3,,13-23,,
5:10.0,,,13-23,,Defensive rebound by A. Roberson
4:56.0,,,13-25,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:41.0,Shooting foul by R. Foye (drawn by S. Curry),,13-25,,
4:41.0,S. Curry makes free throw 1 of 2,1,14-25,,
4:41.0,,,14-25,,S. Adams enters the game for R. Foye
4:41.0,F. Ezeli enters the game for K. Thompson,,14-25,,
4:41.0,S. Curry makes free throw 2 of 2,1,15-25,,
4:28.0,,,15-27,2,S. Adams makes 2-pt shot from 4 ft (assist by A. Roberson)
4:19.0,Turnover by D. Green (bad pass),,15-27,,
4:05.0,,,15-27,,R. Westbrook misses 2-pt shot from 17 ft
4:04.0,Defensive rebound by S. Curry,,15-27,,
3:58.0,S. Livingston misses 2-pt shot from 11 ft,,15-27,,
3:58.0,,,15-27,,Defensive rebound by S. Ibaka
3:44.0,,,15-27,,Turnover by R. Westbrook (lost ball; steal by D. Green)
3:44.0,,,15-27,,Personal foul by S. Adams
3:44.0,,,15-27,,K. Durant enters the game for A. Roberson
3:44.0,A. Iguodala enters the game for H. Barnes,,15-27,,
3:27.0,S. Curry misses 3-pt shot from 25 ft,,15-27,,
3:27.0,,,15-27,,Defensive rebound by Team
3:27.0,Loose ball foul by F. Ezeli,,15-27,,
3:27.0,,,15-28,1,S. Adams makes free throw 1 of 2
3:27.0,,,15-28,,S. Adams misses free throw 2 of 2
3:26.0,Defensive rebound by A. Iguodala,,15-28,,
3:16.0,H. Barnes enters the game for D. Green,,15-28,,
3:08.0,F. Ezeli makes 2-pt shot from 2 ft (assist by S. Livingston),2,17-28,,
2:49.0,,,17-28,,Turnover by K. Durant (lost ball; steal by A. Iguodala)
2:44.0,S. Livingston makes 2-pt shot from 2 ft,2,19-28,,
2:36.0,,,19-28,,Oklahoma City full timeout
2:36.0,,,19-28,,A. Roberson enters the game for S. Ibaka
2:29.0,,,19-30,2,K. Durant makes 2-pt shot from 19 ft (assist by R. Westbrook)
2:15.0,S. Curry misses 3-pt shot from 25 ft,,19-30,,
2:14.0,,,19-30,,Defensive rebound by A. Roberson
2:09.0,,,19-30,,K. Durant misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by S. Livingston,,19-30,,
1:56.0,S. Curry misses 2-pt shot from 4 ft,,19-30,,
1:55.0,,,19-30,,Defensive rebound by S. Adams
1:36.0,,,19-30,,D. Waiters misses 2-pt shot from 4 ft
1:36.0,Defensive rebound by H. Barnes,,19-30,,
1:25.0,A. Iguodala misses 2-pt shot from 3 ft,,19-30,,
1:22.0,Offensive rebound by F. Ezeli,,19-30,,
1:13.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry),3,22-30,,
0:59.0,,,22-30,,Turnover by R. Westbrook (bad pass)
0:59.0,,,22-30,,R. Foye enters the game for R. Westbrook
0:51.0,F. Ezeli makes 2-pt shot from 2 ft (assist by S. Curry),2,24-30,,
0:36.0,,,24-30,,Turnover by K. Durant (lost ball; steal by A. Iguodala)
0:32.0,Turnover by S. Livingston (lost ball; steal by K. Durant),,24-30,,
0:31.0,,,24-30,,Turnover by D. Waiters (step out of bounds)
0:09.0,S. Curry misses 2-pt shot from 22 ft (block by S. Adams),,24-30,,
0:07.0,Offensive rebound by F. Ezeli,,24-30,,
0:07.0,F. Ezeli makes 2-pt shot from 2 ft,2,26-30,,
0:00.0,,,26-30,,A. Roberson misses 2-pt shot from 1 ft
0:00.0,,,26-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,26-30,,E. Kanter misses 2-pt shot from 16 ft
11:35.0,,,26-30,,Offensive rebound by S. Adams
11:23.0,Personal foul by K. Thompson,,26-30,,
11:19.0,,,26-30,,R. Foye misses 2-pt shot from 6 ft
11:18.0,,,26-30,,Offensive rebound by R. Foye
11:10.0,,,26-30,,Shooting foul by M. Speights (drawn by K. Durant)
11:10.0,,,26-31,1,K. Durant makes free throw 1 of 2
11:10.0,,,26-32,1,K. Durant makes free throw 2 of 2
10:59.0,M. Speights makes 2-pt shot from 19 ft (assist by D. Green),2,28-32,,
10:46.0,,,28-32,,K. Durant misses 2-pt shot from 24 ft
10:45.0,Defensive rebound by D. Green,,28-32,,
10:36.0,Turnover by M. Speights (lost ball),,28-32,,
10:16.0,,,28-32,,E. Kanter misses 3-pt shot from 23 ft
10:16.0,,,28-32,,Offensive rebound by Team
10:12.0,,,28-32,,Turnover by E. Kanter (lost ball; steal by K. Thompson)
10:07.0,K. Thompson makes 2-pt shot from 1 ft,2,30-32,,
10:07.0,,,30-32,,Oklahoma City full timeout
10:07.0,,,30-32,,S. Ibaka enters the game for S. Adams
9:57.0,,,30-32,,Shooting foul by A. Iguodala (drawn by K. Durant)
9:57.0,,,30-33,1,K. Durant makes free throw 1 of 2
9:57.0,,,30-33,,R. Westbrook enters the game for R. Foye
9:57.0,,,30-34,1,K. Durant makes free throw 2 of 2
9:45.0,Shooting foul by D. Waiters (drawn by M. Speights),,30-34,,
9:45.0,M. Speights makes free throw 1 of 2,1,31-34,,
9:45.0,M. Speights misses free throw 2 of 2,,31-34,,
9:45.0,,,31-34,,Defensive rebound by K. Durant
9:33.0,,,31-34,,K. Durant misses 3-pt shot from 25 ft
9:32.0,,,31-34,,Offensive rebound by R. Westbrook
9:21.0,,,31-34,,K. Durant misses 2-pt shot from 2 ft
9:21.0,Defensive rebound by M. Speights,,31-34,,
9:19.0,Turnover by M. Speights (bad pass),,31-34,,
9:19.0,H. Barnes enters the game for M. Speights,,31-34,,
9:04.0,,,31-36,2,R. Westbrook makes 2-pt shot from 18 ft
8:50.0,Turnover by D. Green (lost ball; steal by K. Durant),,31-36,,
8:45.0,,,31-36,,Shooting foul by D. Green (drawn by K. Durant)
8:45.0,,,31-37,1,K. Durant makes free throw 1 of 2
8:45.0,S. Curry enters the game for S. Livingston,,31-37,,
8:45.0,,,31-38,1,K. Durant makes free throw 2 of 2
8:32.0,Shooting foul by K. Durant (drawn by D. Green),,31-38,,
8:32.0,D. Green makes free throw 1 of 2,1,32-38,,
8:32.0,,,32-38,,A. Roberson enters the game for E. Kanter
8:32.0,D. Green makes free throw 2 of 2,1,33-38,,
8:21.0,,,33-40,2,R. Westbrook makes 2-pt shot from 1 ft
8:11.0,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala),3,36-40,,
7:55.0,,,36-40,,Shooting foul by K. Thompson (drawn by R. Westbrook)
7:55.0,,,36-41,1,R. Westbrook makes free throw 1 of 2
7:55.0,I. Clark enters the game for K. Thompson,,36-41,,
7:55.0,,,36-42,1,R. Westbrook makes free throw 2 of 2
7:41.0,,,36-42,,Personal foul by D. Waiters
7:41.0,,,36-42,,S. Adams enters the game for D. Waiters
7:41.0,A. Bogut enters the game for I. Clark,,36-42,,
7:39.0,Turnover by A. Bogut (offensive foul),,36-42,,
7:39.0,Offensive foul by A. Bogut,,36-42,,
7:26.0,,,36-42,,R. Westbrook misses 2-pt shot from 7 ft
7:26.0,,,36-42,,Offensive rebound by R. Westbrook
7:16.0,,,36-42,,R. Westbrook misses 3-pt shot from 25 ft
7:15.0,,,36-42,,Offensive rebound by A. Roberson
7:10.0,,,36-42,,Turnover by K. Durant (bad pass)
7:05.0,A. Bogut makes 2-pt shot at rim (assist by A. Iguodala),2,38-42,,
6:53.0,Personal block foul by S. Curry,,38-42,,
6:53.0,,,38-43,1,R. Westbrook makes free throw 1 of 2
6:53.0,,,38-44,1,R. Westbrook makes free throw 2 of 2
6:39.0,A. Bogut makes 2-pt shot from 1 ft (assist by A. Iguodala),2,40-44,,
6:21.0,,,40-46,2,K. Durant makes 2-pt shot from 19 ft (assist by R. Westbrook)
6:10.0,,,40-46,,Personal foul by R. Westbrook
6:03.0,S. Curry misses 2-pt shot from 1 ft,,40-46,,
6:03.0,,,40-46,,Defensive rebound by S. Adams
6:03.0,Personal foul by A. Bogut,,40-46,,
6:03.0,,,40-47,1,S. Adams makes free throw 1 of 2
6:03.0,Golden State full timeout,,40-47,,
6:03.0,F. Ezeli enters the game for A. Bogut,,40-47,,
6:03.0,,,40-48,1,S. Adams makes free throw 2 of 2
6:03.0,,,40-48,,Personal take foul by A. Roberson
6:03.0,F. Ezeli misses free throw 1 of 2,,40-48,,
6:03.0,Offensive rebound by Team,,40-48,,
6:03.0,F. Ezeli misses free throw 2 of 2,,40-48,,
6:02.0,,,40-48,,Defensive rebound by A. Roberson
5:48.0,,,40-48,,A. Roberson misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by D. Green,,40-48,,
5:40.0,S. Curry misses 3-pt shot from 26 ft,,40-48,,
5:38.0,Offensive rebound by A. Iguodala,,40-48,,
5:38.0,A. Iguodala makes 2-pt shot at rim,2,42-48,,
5:27.0,,,42-48,,Turnover by R. Westbrook (lost ball; steal by S. Curry)
5:21.0,A. Iguodala misses 2-pt shot from 1 ft (block by K. Durant),,42-48,,
5:20.0,,,42-48,,Defensive rebound by S. Ibaka
5:13.0,,,42-48,,K. Durant misses 2-pt shot from 5 ft
5:11.0,,,42-48,,Offensive rebound by S. Ibaka
5:11.0,,,42-50,2,S. Ibaka makes 2-pt shot from 2 ft
5:04.0,,,42-50,,Personal foul by S. Adams
5:04.0,S. Curry misses free throw 1 of 2,,42-50,,
5:04.0,Offensive rebound by Team,,42-50,,
5:04.0,S. Curry makes free throw 2 of 2,1,43-50,,
4:51.0,,,43-52,2,A. Roberson makes 2-pt shot from 2 ft (assist by S. Adams)
4:37.0,F. Ezeli misses 2-pt shot from 4 ft (block by S. Ibaka),,43-52,,
4:36.0,,,43-52,,Defensive rebound by S. Ibaka
4:25.0,,,43-54,2,R. Westbrook makes 2-pt shot from 1 ft
4:16.0,S. Curry misses 2-pt shot from 1 ft,,43-54,,
4:15.0,,,43-54,,Defensive rebound by S. Adams
4:05.0,,,43-56,2,A. Roberson makes 2-pt shot at rim (assist by S. Adams)
4:05.0,Golden State full timeout,,43-56,,
4:05.0,S. Livingston enters the game for H. Barnes,,43-56,,
4:03.0,,,43-56,,Personal take foul by S. Ibaka
4:03.0,F. Ezeli misses free throw 1 of 2,,43-56,,
4:03.0,Offensive rebound by Team,,43-56,,
4:03.0,F. Ezeli misses free throw 2 of 2,,43-56,,
4:02.0,,,43-56,,Defensive rebound by K. Durant
3:48.0,,,43-58,2,K. Durant makes 2-pt shot from 15 ft (assist by R. Westbrook)
3:36.0,Turnover by D. Green (lost ball; steal by S. Adams),,43-58,,
3:25.0,,,43-58,,Turnover by R. Westbrook (lost ball; steal by D. Green)
3:16.0,S. Curry makes 2-pt shot from 22 ft,2,45-58,,
2:58.0,,,45-61,3,S. Ibaka makes 3-pt shot from 25 ft (assist by R. Westbrook)
2:48.0,,,45-61,,Personal foul by S. Ibaka
2:48.0,F. Ezeli misses free throw 1 of 2,,45-61,,
2:48.0,Offensive rebound by Team,,45-61,,
2:48.0,F. Ezeli makes free throw 2 of 2,1,46-61,,
2:48.0,Personal take foul by S. Livingston,,46-61,,
2:48.0,,,46-61,,A. Roberson misses free throw 1 of 2
2:48.0,,,46-61,,Offensive rebound by Team
2:48.0,M. Speights enters the game for F. Ezeli,,46-61,,
2:48.0,,,46-61,,D. Waiters enters the game for S. Adams
2:48.0,,,46-61,,A. Roberson misses free throw 2 of 2
2:47.0,Defensive rebound by D. Green,,46-61,,
2:33.0,M. Speights misses 2-pt shot from 2 ft,,46-61,,
2:32.0,Offensive rebound by M. Speights,,46-61,,
2:32.0,M. Speights misses 2-pt shot from 2 ft,,46-61,,
2:31.0,Offensive rebound by M. Speights,,46-61,,
2:28.0,M. Speights misses 2-pt shot from 6 ft,,46-61,,
2:27.0,,,46-61,,Defensive rebound by K. Durant
2:16.0,,,46-64,3,R. Westbrook makes 3-pt shot from 25 ft
2:03.0,Turnover by S. Curry (lost ball; steal by A. Roberson),,46-64,,
1:55.0,,,46-66,2,S. Ibaka makes 2-pt shot from 4 ft (assist by D. Waiters)
1:41.0,S. Curry makes 2-pt shot from 2 ft,2,48-66,,
1:25.0,,,48-66,,Shooting foul by M. Speights (drawn by S. Ibaka)
1:25.0,,,48-67,1,S. Ibaka makes free throw 1 of 2
1:25.0,,,48-68,1,S. Ibaka makes free throw 2 of 2
1:13.0,D. Green misses 2-pt shot from 2 ft,,48-68,,
1:12.0,Offensive rebound by D. Green,,48-68,,
1:11.0,D. Green misses 2-pt shot from 3 ft (block by A. Roberson),,48-68,,
1:07.0,Offensive rebound by D. Green,,48-68,,
1:07.0,D. Green makes 2-pt shot from 3 ft,2,50-68,,
1:04.0,Personal take foul by M. Speights,,50-68,,
1:04.0,,,50-68,,A. Roberson misses free throw 1 of 2
1:04.0,,,50-68,,Offensive rebound by Team
1:04.0,,,50-69,1,A. Roberson makes free throw 2 of 2
0:54.0,S. Livingston misses 2-pt shot at rim (block by K. Durant),,50-69,,
0:53.0,,,50-69,,Defensive rebound by K. Durant
0:39.0,,,50-69,,R. Westbrook misses 2-pt shot from 18 ft
0:38.0,,,50-69,,Offensive rebound by Team
0:37.0,,,50-69,,Oklahoma City full timeout
0:37.0,B. Rush enters the game for S. Livingston,,50-69,,
0:33.0,Personal take foul by B. Rush,,50-69,,
0:33.0,,,50-69,,A. Roberson misses free throw 1 of 2
0:33.0,,,50-69,,Offensive rebound by Team
0:33.0,K. Thompson enters the game for B. Rush,,50-69,,
0:33.0,,,50-69,,A. Roberson misses free throw 2 of 2
0:31.0,Defensive rebound by M. Speights,,50-69,,
0:12.0,S. Curry makes 3-pt shot from 25 ft,3,53-69,,
0:03.0,,,53-72,3,R. Westbrook makes 3-pt shot from 26 ft
0:00.0,S. Curry misses 3-pt shot from 56 ft,,53-72,,
0:00.0,Offensive rebound by Team,,53-72,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,53-72,,S. Adams misses 2-pt shot from 1 ft
11:48.0,Defensive rebound by S. Curry,,53-72,,
11:36.0,D. Green misses 2-pt shot from 3 ft,,53-72,,
11:35.0,Offensive rebound by A. Bogut,,53-72,,
11:35.0,A. Bogut makes 2-pt shot from 2 ft,2,55-72,,
11:23.0,,,55-72,,K. Durant misses 3-pt shot from 25 ft
11:22.0,Defensive rebound by D. Green,,55-72,,
11:01.0,K. Thompson misses 3-pt shot from 25 ft,,55-72,,
11:00.0,,,55-72,,Defensive rebound by R. Westbrook
10:55.0,,,55-72,,A. Roberson misses 2-pt shot from 1 ft (block by K. Thompson)
10:54.0,,,55-72,,Offensive rebound by R. Westbrook
10:53.0,,,55-72,,R. Westbrook misses 2-pt shot from 1 ft (block by D. Green)
10:50.0,Defensive rebound by D. Green,,55-72,,
10:39.0,H. Barnes misses 2-pt shot from 2 ft (block by S. Ibaka),,55-72,,
10:37.0,,,55-72,,Defensive rebound by S. Ibaka
10:25.0,,,55-72,,K. Durant misses 2-pt shot from 18 ft
10:24.0,Defensive rebound by K. Thompson,,55-72,,
10:16.0,S. Curry misses 3-pt shot from 25 ft,,55-72,,
10:15.0,,,55-72,,Defensive rebound by A. Roberson
10:15.0,,,55-72,,Oklahoma City full timeout
10:00.0,,,55-72,,Turnover by S. Ibaka (lost ball; steal by H. Barnes)
9:55.0,Shooting foul by A. Roberson (drawn by K. Thompson),,55-72,,
9:55.0,K. Thompson makes free throw 1 of 2,1,56-72,,
9:55.0,K. Thompson makes free throw 2 of 2,1,57-72,,
9:40.0,,,57-72,,K. Durant misses 2-pt shot from 14 ft
9:38.0,,,57-72,,Offensive rebound by K. Durant
9:35.0,,,57-74,2,K. Durant makes 2-pt shot from 9 ft
9:19.0,Shooting foul by S. Ibaka (drawn by K. Thompson),,57-74,,
9:19.0,K. Thompson makes free throw 1 of 2,1,58-74,,
9:19.0,K. Thompson makes free throw 2 of 2,1,59-74,,
9:05.0,,,59-74,,Shooting foul by S. Curry (drawn by R. Westbrook)
9:05.0,,,59-75,1,R. Westbrook makes free throw 1 of 2
9:05.0,,,59-76,1,R. Westbrook makes free throw 2 of 2
8:57.0,Turnover by S. Curry (bad pass),,59-76,,
8:46.0,,,59-76,,R. Westbrook misses 2-pt shot from 16 ft
8:45.0,Defensive rebound by S. Curry,,59-76,,
8:39.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,62-76,,
8:21.0,,,62-76,,K. Durant misses 2-pt shot from 12 ft
8:20.0,,,62-76,,Offensive rebound by S. Ibaka
8:09.0,,,62-76,,R. Westbrook misses 2-pt shot from 14 ft
8:08.0,Defensive rebound by D. Green,,62-76,,
7:58.0,K. Thompson makes 3-pt shot from 24 ft,3,65-76,,
7:56.0,,,65-76,,Oklahoma City full timeout
7:46.0,,,65-76,,Turnover by S. Adams (offensive foul)
7:46.0,,,65-76,,Offensive foul by S. Adams
7:27.0,K. Thompson misses 3-pt shot from 25 ft,,65-76,,
7:26.0,,,65-76,,Defensive rebound by A. Roberson
7:15.0,,,65-76,,Turnover by S. Ibaka (lost ball; steal by D. Green)
7:12.0,Turnover by D. Green (lost ball; steal by A. Roberson),,65-76,,
7:06.0,,,65-76,,R. Westbrook misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by A. Bogut,,65-76,,
6:54.0,K. Thompson makes 3-pt shot from 26 ft,3,68-76,,
6:39.0,,,68-76,,K. Durant misses 3-pt shot from 25 ft
6:39.0,,,68-76,,Offensive rebound by Team
6:39.0,Personal foul by A. Bogut,,68-76,,
6:39.0,,,68-76,,D. Waiters enters the game for S. Adams
6:39.0,A. Iguodala enters the game for A. Bogut,,68-76,,
6:27.0,,,68-78,2,R. Westbrook makes 2-pt shot from 4 ft
6:12.0,K. Thompson makes 2-pt shot from 5 ft,2,70-78,,
5:57.0,,,70-78,,K. Durant misses 2-pt shot from 16 ft
5:56.0,Defensive rebound by D. Green,,70-78,,
5:45.0,S. Curry misses 3-pt shot from 23 ft,,70-78,,
5:44.0,,,70-78,,Defensive rebound by K. Durant
5:27.0,,,70-78,,Shooting foul by D. Green (drawn by R. Westbrook)
5:27.0,,,70-79,1,R. Westbrook makes free throw 1 of 2
5:27.0,,,70-80,1,R. Westbrook makes free throw 2 of 2
5:17.0,K. Thompson makes 2-pt shot from 2 ft,2,72-80,,
5:02.0,,,72-80,,Offensive foul by S. Ibaka
5:02.0,,,72-80,,Turnover by S. Ibaka (offensive foul)
5:02.0,,,72-80,,R. Foye enters the game for K. Durant
5:02.0,,,72-80,,S. Adams enters the game for S. Ibaka
4:48.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry),2,74-80,,
4:22.0,,,74-80,,R. Westbrook misses 2-pt shot from 16 ft
4:21.0,,,74-80,,Offensive rebound by S. Adams
4:21.0,,,74-80,,Shooting foul by K. Thompson (drawn by S. Adams)
4:21.0,,,74-81,1,S. Adams makes free throw 1 of 2
4:21.0,S. Livingston enters the game for H. Barnes,,74-81,,
4:21.0,,,74-82,1,S. Adams makes free throw 2 of 2
4:12.0,K. Thompson misses 3-pt shot from 26 ft,,74-82,,
4:11.0,,,74-82,,Defensive rebound by A. Roberson
4:04.0,,,74-82,,R. Westbrook misses 2-pt shot from 1 ft
4:03.0,Defensive rebound by K. Thompson,,74-82,,
3:54.0,Turnover by K. Thompson (lost ball; steal by R. Westbrook),,74-82,,
3:49.0,,,74-84,2,R. Westbrook makes 2-pt shot from 1 ft
3:49.0,Golden State full timeout,,74-84,,
3:49.0,F. Ezeli enters the game for D. Green,,74-84,,
3:49.0,H. Barnes enters the game for K. Thompson,,74-84,,
3:36.0,Shooting foul by D. Waiters (drawn by F. Ezeli),,74-84,,
3:36.0,F. Ezeli misses free throw 1 of 2,,74-84,,
3:36.0,Offensive rebound by Team,,74-84,,
3:36.0,F. Ezeli makes free throw 2 of 2,1,75-84,,
3:16.0,,,75-84,,R. Foye misses 3-pt shot from 26 ft
3:16.0,Defensive rebound by S. Livingston,,75-84,,
2:59.0,S. Livingston makes 2-pt shot from 5 ft (assist by F. Ezeli),2,77-84,,
2:44.0,,,77-86,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
2:34.0,S. Livingston misses 2-pt shot from 4 ft,,77-86,,
2:34.0,,,77-86,,Defensive rebound by R. Westbrook
2:19.0,,,77-89,3,D. Waiters makes 3-pt shot from 25 ft
2:04.0,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Curry),3,80-89,,
1:48.0,,,80-91,2,R. Westbrook makes 2-pt shot from 14 ft
1:35.0,S. Curry misses 3-pt shot from 25 ft,,80-91,,
1:35.0,Offensive rebound by Team,,80-91,,
1:35.0,,,80-91,,K. Durant enters the game for A. Roberson
1:20.0,Shooting foul by S. Adams (drawn by H. Barnes),,80-91,,
1:20.0,A. Varejao enters the game for F. Ezeli,,80-91,,
1:20.0,,,80-91,,E. Kanter enters the game for S. Adams
1:20.0,H. Barnes makes free throw 1 of 2,1,81-91,,
1:20.0,H. Barnes makes free throw 2 of 2,1,82-91,,
1:05.0,,,82-91,,D. Waiters misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by S. Curry,,82-91,,
0:45.0,H. Barnes misses 3-pt shot from 23 ft,,82-91,,
0:45.0,,,82-91,,Defensive rebound by K. Durant
0:30.0,,,82-93,2,K. Durant makes 2-pt shot from 14 ft
0:21.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,82-93,,
0:18.0,,,82-93,,Shooting foul by S. Livingston (drawn by E. Kanter)
0:18.0,,,82-94,1,E. Kanter makes free throw 1 of 2
0:18.0,M. Speights enters the game for A. Varejao,,82-94,,
0:18.0,K. Thompson enters the game for H. Barnes,,82-94,,
0:18.0,,,82-94,,E. Kanter misses free throw 2 of 2
0:17.0,Defensive rebound by K. Thompson,,82-94,,
0:07.0,K. Thompson misses 2-pt shot from 15 ft,,82-94,,
0:07.0,,,82-94,,Defensive rebound by R. Westbrook
0:02.0,,,82-94,,Turnover by R. Westbrook (lost ball; steal by S. Curry)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,K. Thompson makes 3-pt shot from 28 ft (assist by S. Livingston),3,85-94,,
11:27.0,,,85-94,,A. Roberson misses 3-pt shot from 23 ft
11:27.0,Defensive rebound by Team,,85-94,,
11:10.0,S. Livingston misses 2-pt shot from 3 ft,,85-94,,
11:10.0,,,85-94,,Defensive rebound by D. Waiters
11:04.0,,,85-97,3,K. Durant makes 3-pt shot from 25 ft (assist by D. Waiters)
10:47.0,M. Speights misses 2-pt shot from 2 ft (block by A. Roberson),,85-97,,
10:46.0,,,85-97,,Defensive rebound by A. Roberson
10:25.0,,,85-97,,K. Durant misses 2-pt shot from 13 ft
10:25.0,Defensive rebound by K. Thompson,,85-97,,
