time,Philadelphia,pts.away,score,pts.home,Boston
0:01.0,J. Grant misses 2-pt shot from 7 ft,,24-26,,
0:00.0,Offensive rebound by Team,,24-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Okafor misses 2-pt shot from 7 ft,,24-26,,
11:40.0,,,24-26,,Defensive rebound by K. Olynyk
11:29.0,,,24-26,,E. Turner misses 2-pt shot from 15 ft
11:28.0,Defensive rebound by J. Okafor,,24-26,,
11:10.0,P. Pressey misses 2-pt shot from 2 ft,,24-26,,
11:09.0,,,24-26,,Defensive rebound by E. Turner
10:56.0,,,24-26,,K. Olynyk misses 2-pt shot from 12 ft
10:55.0,Defensive rebound by R. Covington,,24-26,,
10:42.0,Offensive foul by J. Okafor,,24-26,,
10:42.0,Turnover by J. Okafor (offensive foul),,24-26,,
10:42.0,,,24-26,,J. Crowder enters the game for K. Olynyk
10:42.0,J. Sampson enters the game for J. Grant,,24-26,,
10:33.0,,,24-26,,Shooting foul by R. Covington (drawn by D. Lee)
10:33.0,,,24-26,,D. Lee misses free throw 1 of 2
10:33.0,,,24-26,,Offensive rebound by Team
10:33.0,,,24-26,,D. Lee misses free throw 2 of 2
10:32.0,Defensive rebound by P. Pressey,,24-26,,
10:23.0,Turnover by J. Okafor (lost ball; steal by D. Lee),,24-26,,
10:17.0,,,24-26,,R. Hunter misses 2-pt shot from 17 ft
10:16.0,Defensive rebound by R. Covington,,24-26,,
10:09.0,J. Sampson makes 2-pt shot from 1 ft (assist by P. Pressey),2,26-26,,
10:08.0,,,26-26,,Boston full timeout
10:08.0,,,26-26,,J. Sullinger enters the game for D. Lee
10:08.0,I. Canaan enters the game for P. Pressey,,26-26,,
10:04.0,,,26-26,,Turnover by J. Crowder (bad pass; steal by R. Covington)
10:03.0,R. Covington makes 2-pt shot from 1 ft,2,28-26,,
9:41.0,,,28-26,,J. Sullinger misses 2-pt shot from 19 ft
9:40.0,,,28-26,,Offensive rebound by J. Crowder
9:32.0,,,28-26,,E. Turner misses 2-pt shot from 18 ft
9:31.0,Defensive rebound by J. Okafor,,28-26,,
9:08.0,J. Okafor misses 3-pt shot from 25 ft,,28-26,,
9:06.0,,,28-26,,Defensive rebound by R. Hunter
8:53.0,,,28-26,,J. Crowder misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by Team,,28-26,,
8:52.0,,,28-26,,Personal foul by J. Jerebko (drawn by J. Sampson)
8:52.0,N. Noel enters the game for J. Sampson,,28-26,,
8:52.0,,,28-26,,T. Zeller enters the game for J. Jerebko
8:33.0,J. Okafor makes 2-pt shot from 7 ft,2,30-26,,
8:20.0,,,30-26,,Turnover by R. Hunter (lost ball; steal by R. Covington)
8:13.0,R. Covington misses 2-pt shot from 1 ft,,30-26,,
8:12.0,,,30-26,,Defensive rebound by J. Sullinger
8:06.0,,,30-26,,J. Crowder misses 2-pt shot from 6 ft
8:05.0,Defensive rebound by J. Okafor,,30-26,,
7:45.0,Shooting foul by J. Sullinger (drawn by R. Covington),,30-26,,
7:45.0,R. Covington makes free throw 1 of 3,1,31-26,,
7:45.0,R. Covington misses free throw 2 of 3,,31-26,,
7:45.0,Offensive rebound by Team,,31-26,,
7:45.0,,,31-26,,I. Thomas enters the game for E. Turner
7:45.0,,,31-26,,A. Bradley enters the game for R. Hunter
7:45.0,T. McConnell enters the game for H. Thompson,,31-26,,
7:45.0,R. Covington misses free throw 3 of 3,,31-26,,
7:45.0,,,31-26,,Defensive rebound by J. Sullinger
7:29.0,,,31-26,,Turnover by J. Sullinger (lost ball; steal by I. Canaan)
7:23.0,R. Covington makes 3-pt shot from 24 ft (assist by T. McConnell),3,34-26,,
7:02.0,,,34-28,2,I. Thomas makes 2-pt shot from 14 ft
6:47.0,J. Okafor misses 2-pt shot from 10 ft,,34-28,,
6:46.0,Offensive rebound by N. Noel,,34-28,,
6:46.0,N. Noel makes 2-pt shot at rim,2,36-28,,
6:33.0,,,36-30,2,J. Crowder makes 2-pt shot from 1 ft
6:33.0,Philadelphia full timeout,,36-30,,
6:33.0,J. Grant enters the game for J. Okafor,,36-30,,
6:10.0,R. Covington misses 2-pt shot from 4 ft (block by T. Zeller),,36-30,,
6:09.0,Offensive rebound by T. McConnell,,36-30,,
5:45.0,J. Grant makes 2-pt shot from 1 ft,2,38-30,,
5:32.0,,,38-30,,A. Bradley misses 2-pt shot from 19 ft
5:31.0,Defensive rebound by J. Grant,,38-30,,
5:25.0,I. Canaan misses 3-pt shot from 26 ft,,38-30,,
5:24.0,,,38-30,,Defensive rebound by J. Crowder
5:11.0,,,38-30,,A. Johnson enters the game for J. Sullinger
5:11.0,H. Thompson enters the game for R. Covington,,38-30,,
5:09.0,,,38-30,,Shooting foul by N. Noel (drawn by T. Zeller)
5:09.0,,,38-31,1,T. Zeller makes free throw 1 of 2
5:09.0,,,38-32,1,T. Zeller makes free throw 2 of 2
4:52.0,H. Thompson makes 2-pt shot from 6 ft (assist by I. Canaan),2,40-32,,
4:36.0,,,40-34,2,A. Johnson makes 2-pt shot from 1 ft (assist by J. Crowder)
4:20.0,Turnover by T. McConnell (step out of bounds),,40-34,,
4:11.0,,,40-36,2,I. Thomas makes 2-pt shot from 19 ft
3:59.0,,,40-36,,Personal foul by T. Zeller (drawn by N. Noel)
3:47.0,J. Grant misses 2-pt shot from 6 ft,,40-36,,
3:46.0,,,40-36,,Defensive rebound by J. Crowder
3:39.0,,,40-36,,A. Bradley misses 3-pt shot from 22 ft (block by I. Canaan)
3:38.0,Defensive rebound by N. Noel,,40-36,,
3:32.0,H. Thompson misses 3-pt shot from 23 ft,,40-36,,
3:31.0,,,40-36,,Defensive rebound by T. Zeller
3:21.0,,,40-36,,A. Bradley misses 2-pt shot from 19 ft
3:20.0,Defensive rebound by I. Canaan,,40-36,,
3:00.0,Shooting foul by T. Zeller (drawn by I. Canaan),,40-36,,
3:00.0,I. Canaan makes free throw 1 of 2,1,41-36,,
3:00.0,J. Okafor enters the game for T. McConnell,,41-36,,
3:00.0,,,41-36,,J. Sullinger enters the game for T. Zeller
3:00.0,I. Canaan makes free throw 2 of 2,1,42-36,,
2:52.0,Personal foul by J. Grant (drawn by I. Thomas),,42-36,,
2:52.0,Official timeout,,42-36,,
2:52.0,,,42-36,,E. Turner enters the game for J. Crowder
2:50.0,,,42-36,,Turnover by I. Thomas (bad pass; steal by J. Grant)
2:38.0,,,42-36,,Personal foul by A. Bradley (drawn by I. Canaan)
2:38.0,I. Canaan makes free throw 1 of 2,1,43-36,,
2:38.0,I. Canaan makes free throw 2 of 2,1,44-36,,
2:19.0,,,44-38,2,E. Turner makes 2-pt shot from 12 ft
2:00.0,H. Thompson misses 2-pt shot from 16 ft,,44-38,,
1:59.0,,,44-38,,Defensive rebound by A. Johnson
1:54.0,Personal foul by I. Canaan (drawn by I. Thomas),,44-38,,
1:54.0,R. Covington enters the game for J. Grant,,44-38,,
1:39.0,,,44-38,,E. Turner misses 2-pt shot from 1 ft
1:38.0,Defensive rebound by I. Canaan,,44-38,,
1:18.0,N. Noel misses 2-pt shot from 5 ft,,44-38,,
1:17.0,,,44-38,,Defensive rebound by J. Sullinger
1:09.0,,,44-38,,E. Turner misses 3-pt shot from 23 ft
1:08.0,Defensive rebound by J. Okafor,,44-38,,
0:49.0,R. Covington misses 3-pt shot from 25 ft,,44-38,,
0:49.0,,,44-38,,Defensive rebound by J. Sullinger
0:41.0,,,44-38,,I. Thomas misses 3-pt shot from 24 ft
0:40.0,,,44-38,,Offensive rebound by J. Sullinger
0:35.0,,,44-40,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
0:35.0,Philadelphia full timeout,,44-40,,
0:35.0,T. McConnell enters the game for N. Noel,,44-40,,
0:14.0,J. Okafor misses 2-pt shot from 6 ft,,44-40,,
0:13.0,,,44-40,,Defensive rebound by J. Sullinger
0:10.0,,,44-40,,A. Bradley misses 2-pt shot at rim
0:08.0,Defensive rebound by R. Covington,,44-40,,
0:00.0,I. Canaan makes 3-pt shot from 26 ft,3,47-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,T. McConnell makes 2-pt shot from 9 ft,2,49-40,,
11:21.0,,,49-40,,J. Sullinger misses 3-pt shot from 24 ft
11:20.0,Defensive rebound by R. Covington,,49-40,,
11:15.0,Turnover by T. McConnell (lost ball),,49-40,,
11:03.0,,,49-40,,J. Sullinger misses 3-pt shot from 25 ft
11:02.0,Defensive rebound by R. Covington,,49-40,,
10:41.0,Turnover by I. Canaan (lost ball),,49-40,,
10:28.0,,,49-42,2,I. Thomas makes 2-pt shot from 13 ft
10:03.0,I. Canaan misses 3-pt shot from 25 ft,,49-42,,
10:02.0,,,49-42,,Defensive rebound by E. Turner
9:55.0,,,49-42,,Turnover by E. Turner (bad pass; steal by R. Covington)
9:47.0,J. Okafor misses 2-pt shot at rim,,49-42,,
9:46.0,,,49-42,,Defensive rebound by E. Turner
9:40.0,,,49-45,3,A. Bradley makes 3-pt shot from 25 ft (assist by E. Turner)
9:20.0,T. McConnell makes 2-pt shot from 20 ft,2,51-45,,
9:09.0,,,51-45,,A. Bradley misses 2-pt shot from 20 ft
9:08.0,Defensive rebound by N. Noel,,51-45,,
8:46.0,J. Okafor misses 2-pt shot from 12 ft,,51-45,,
8:45.0,,,51-45,,Defensive rebound by I. Thomas
8:37.0,,,51-47,2,E. Turner makes 2-pt shot from 8 ft
8:37.0,Philadelphia full timeout,,51-47,,
8:33.0,Turnover by T. McConnell (lost ball; steal by A. Johnson),,51-47,,
8:33.0,Jump ball: A. Johnson vs. T. McConnell (A. Bradley gains possession),,,,Jump ball: A. Johnson vs. T. McConnell (A. Bradley gains possession)
8:27.0,,,51-47,,E. Turner misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by N. Noel,,51-47,,
8:06.0,N. Noel misses 2-pt shot at rim,,51-47,,
8:05.0,,,51-47,,Defensive rebound by J. Sullinger
7:57.0,,,51-47,,Turnover by A. Johnson (3 sec)
7:46.0,Turnover by N. Noel (3 sec),,51-47,,
7:32.0,,,51-47,,E. Turner misses 2-pt shot from 11 ft
7:30.0,Defensive rebound by I. Canaan,,51-47,,
7:26.0,J. Okafor makes 2-pt shot at rim (assist by I. Canaan),2,53-47,,
7:26.0,,,53-47,,Violation by A. Johnson (def goaltending)
7:15.0,,,53-47,,Turnover by A. Johnson (bad pass; steal by T. McConnell)
7:05.0,Turnover by J. Okafor (bad pass; steal by A. Bradley),,53-47,,
6:54.0,,,53-49,2,I. Thomas makes 2-pt shot from 17 ft
6:33.0,I. Canaan misses 3-pt shot from 25 ft,,53-49,,
6:32.0,,,53-49,,Defensive rebound by A. Johnson
6:31.0,,,53-49,,Turnover by A. Johnson (bad pass; steal by R. Covington)
6:27.0,N. Noel misses 2-pt shot from 1 ft (block by J. Sullinger),,53-49,,
6:25.0,Offensive rebound by R. Covington,,53-49,,
6:12.0,N. Noel misses 2-pt shot from 4 ft,,53-49,,
6:11.0,,,53-49,,Defensive rebound by A. Johnson
6:03.0,Personal foul by R. Covington (drawn by A. Johnson),,53-49,,
6:03.0,J. Grant enters the game for N. Noel,,53-49,,
6:03.0,H. Thompson enters the game for T. McConnell,,53-49,,
5:54.0,,,53-49,,I. Thomas misses 2-pt shot from 13 ft
5:53.0,Defensive rebound by J. Okafor,,53-49,,
5:43.0,H. Thompson misses 3-pt shot from 23 ft,,53-49,,
5:42.0,,,53-49,,Defensive rebound by E. Turner
5:33.0,,,53-51,2,E. Turner makes 2-pt shot from 18 ft
5:15.0,Turnover by J. Grant (traveling),,53-51,,
5:15.0,,,53-51,,K. Olynyk enters the game for A. Johnson
5:03.0,,,53-51,,I. Thomas misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by J. Okafor,,53-51,,
4:46.0,H. Thompson makes 3-pt shot from 23 ft (assist by J. Grant),3,56-51,,
4:29.0,,,56-51,,I. Thomas misses 2-pt shot at rim (block by R. Covington)
4:28.0,Defensive rebound by I. Canaan,,56-51,,
4:25.0,I. Canaan makes 2-pt shot at rim,2,58-51,,
4:04.0,,,58-53,2,E. Turner makes 2-pt shot from 18 ft
3:48.0,R. Covington misses 2-pt shot from 3 ft,,58-53,,
3:47.0,,,58-53,,Defensive rebound by J. Sullinger
3:46.0,Personal foul by R. Covington (drawn by I. Thomas),,58-53,,
3:46.0,,,58-53,,J. Crowder enters the game for J. Sullinger
3:46.0,N. Noel enters the game for J. Okafor,,58-53,,
3:46.0,P. Pressey enters the game for I. Canaan,,58-53,,
3:35.0,,,58-53,,A. Bradley misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by H. Thompson,,58-53,,
3:28.0,P. Pressey makes 2-pt shot from 1 ft,2,60-53,,
3:10.0,,,60-53,,E. Turner misses 2-pt shot from 4 ft (block by N. Noel)
3:09.0,,,60-53,,Offensive rebound by J. Crowder
3:04.0,,,60-53,,J. Crowder misses 3-pt shot from 24 ft
3:03.0,,,60-53,,Offensive rebound by K. Olynyk
2:57.0,,,60-56,3,I. Thomas makes 3-pt shot from 26 ft (assist by K. Olynyk)
2:33.0,J. Grant misses 3-pt shot from 24 ft,,60-56,,
2:32.0,,,60-56,,Defensive rebound by E. Turner
2:25.0,Personal foul by N. Noel (drawn by A. Bradley),,60-56,,
2:25.0,,,60-56,,Boston full timeout
2:25.0,,,60-56,,J. Jerebko enters the game for A. Bradley
2:25.0,J. Sampson enters the game for R. Covington,,60-56,,
2:09.0,,,60-56,,E. Turner misses 3-pt shot from 23 ft
2:08.0,Defensive rebound by N. Noel,,60-56,,
1:57.0,H. Thompson makes 2-pt shot from 4 ft (assist by P. Pressey),2,62-56,,
1:43.0,,,62-56,,J. Crowder misses 2-pt shot from 1 ft (block by H. Thompson)
1:42.0,Defensive rebound by J. Grant,,62-56,,
1:32.0,Turnover by P. Pressey (bad pass),,62-56,,
1:08.0,,,62-56,,I. Thomas misses 3-pt shot from 35 ft
1:08.0,,,62-56,,Offensive rebound by Team
1:08.0,,,62-56,,Turnover by Team (shot clock)
0:48.0,J. Sampson misses 3-pt shot from 25 ft,,62-56,,
0:47.0,,,62-56,,Defensive rebound by J. Jerebko
0:32.0,,,62-56,,J. Jerebko misses 2-pt shot from 22 ft
0:30.0,Defensive rebound by N. Noel,,62-56,,
0:08.0,P. Pressey misses 2-pt shot from 3 ft (block by K. Olynyk),,62-56,,
0:07.0,Offensive rebound by J. Grant,,62-56,,
0:07.0,Turnover by Team (shot clock),,62-56,,
0:07.0,,,62-56,,R. Hunter enters the game for E. Turner
0:02.0,,,62-56,,Shooting foul by H. Thompson (drawn by K. Olynyk)
0:02.0,,,62-57,1,K. Olynyk makes free throw 1 of 2
0:02.0,,,62-57,,E. Turner enters the game for I. Thomas
0:02.0,R. Covington enters the game for J. Sampson,,62-57,,
0:02.0,I. Canaan enters the game for J. Grant,,62-57,,
0:02.0,,,62-57,,K. Olynyk misses free throw 2 of 2
0:02.0,Defensive rebound by R. Covington,,62-57,,
0:00.0,R. Covington misses 3-pt shot from 80 ft,,62-57,,
0:00.0,Offensive rebound by Team,,62-57,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,62-57,,R. Hunter misses 2-pt shot from 17 ft
11:43.0,Defensive rebound by Team,,62-57,,
11:33.0,Turnover by R. Covington (offensive foul),,62-57,,
11:33.0,Offensive foul by R. Covington,,62-57,,
11:23.0,,,62-57,,E. Turner misses 2-pt shot from 18 ft
11:22.0,Defensive rebound by R. Covington,,62-57,,
11:09.0,R. Covington misses 2-pt shot at rim,,62-57,,
11:08.0,Offensive rebound by R. Covington,,62-57,,
11:07.0,R. Covington misses 2-pt shot from 1 ft (block by E. Turner),,62-57,,
11:06.0,,,62-57,,Defensive rebound by R. Hunter
10:54.0,,,62-57,,K. Olynyk misses 3-pt shot from 24 ft
10:53.0,Defensive rebound by P. Pressey,,62-57,,
10:45.0,H. Thompson makes 3-pt shot from 23 ft (assist by P. Pressey),3,65-57,,
10:41.0,,,65-57,,J. Crowder misses 2-pt shot from 2 ft
10:40.0,,,65-57,,Offensive rebound by Team
10:40.0,,,65-57,,A. Bradley enters the game for R. Hunter
10:34.0,,,65-57,,K. Olynyk misses 2-pt shot from 3 ft (block by J. Okafor)
10:33.0,,,65-57,,Offensive rebound by K. Olynyk
10:32.0,,,65-57,,K. Olynyk misses 2-pt shot from 2 ft
10:31.0,,,65-57,,Offensive rebound by J. Crowder
10:24.0,,,65-59,2,E. Turner makes 2-pt shot from 2 ft (assist by J. Crowder)
9:56.0,I. Canaan misses 2-pt shot from 7 ft,,65-59,,
9:55.0,,,65-59,,Defensive rebound by E. Turner
9:48.0,,,65-59,,J. Crowder misses 2-pt shot from 1 ft (block by J. Okafor)
9:47.0,Defensive rebound by P. Pressey,,65-59,,
9:41.0,H. Thompson makes 3-pt shot from 26 ft (assist by P. Pressey),3,68-59,,
9:39.0,,,68-59,,Boston full timeout
9:39.0,,,68-59,,A. Johnson enters the game for J. Jerebko
9:28.0,,,68-59,,A. Bradley misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by J. Okafor,,68-59,,
9:09.0,Shooting foul by A. Johnson (drawn by J. Okafor),,68-59,,
9:09.0,J. Okafor makes free throw 1 of 2,1,69-59,,
9:09.0,J. Grant enters the game for R. Covington,,69-59,,
9:09.0,,,69-59,,I. Thomas enters the game for K. Olynyk
9:09.0,,,69-59,,J. Sullinger enters the game for J. Crowder
9:09.0,J. Okafor makes free throw 2 of 2,1,70-59,,
9:00.0,,,70-61,2,I. Thomas makes 2-pt shot from 1 ft
8:35.0,J. Grant misses 3-pt shot from 24 ft,,70-61,,
8:34.0,,,70-61,,Defensive rebound by Team
8:34.0,Loose ball foul by I. Canaan (drawn by A. Bradley),,70-61,,
8:24.0,,,70-61,,J. Sullinger misses 2-pt shot from 2 ft
8:23.0,Defensive rebound by H. Thompson,,70-61,,
8:07.0,J. Okafor makes 2-pt shot from 13 ft,2,72-61,,
7:51.0,,,72-61,,I. Thomas misses 2-pt shot from 9 ft
7:50.0,Defensive rebound by J. Okafor,,72-61,,
7:33.0,J. Okafor misses 2-pt shot from 4 ft,,72-61,,
7:32.0,,,72-61,,Defensive rebound by E. Turner
7:26.0,,,72-64,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner)
6:59.0,I. Canaan makes 3-pt shot from 26 ft,3,75-64,,
6:49.0,N. Noel enters the game for J. Okafor,,75-64,,
6:47.0,Personal block foul by P. Pressey (drawn by I. Thomas),,75-64,,
6:47.0,R. Covington enters the game for I. Canaan,,75-64,,
6:36.0,,,75-66,2,E. Turner makes 2-pt shot from 12 ft
6:16.0,H. Thompson makes 2-pt shot from 1 ft (assist by N. Noel),2,77-66,,
6:01.0,,,77-68,2,J. Sullinger makes 2-pt shot from 2 ft (assist by A. Johnson)
6:00.0,Philadelphia full timeout,,77-68,,
6:00.0,,,77-68,,J. Crowder enters the game for A. Johnson
5:42.0,R. Covington misses 2-pt shot from 6 ft (block by J. Crowder),,77-68,,
5:41.0,,,77-68,,Defensive rebound by I. Thomas
5:39.0,,,77-68,,Turnover by E. Turner (traveling)
5:31.0,,,77-68,,Personal foul by A. Bradley (drawn by H. Thompson)
5:31.0,J. Okafor enters the game for J. Grant,,77-68,,
5:23.0,Turnover by P. Pressey (traveling),,77-68,,
5:15.0,,,77-68,,Shooting foul by J. Okafor (drawn by I. Thomas)
