time,New Orleans,pts.away,score,pts.home,Utah
1:05.0,,,14-23,,A. Burks misses 2-pt shot from 17 ft
1:03.0,,,14-23,,Offensive rebound by J. Withey
1:02.0,,,14-23,,Turnover by J. Withey (lost ball; steal by A. Davis)
0:46.0,I. Smith misses 2-pt shot from 6 ft (block by J. Withey),,14-23,,
0:44.0,,,14-23,,Defensive rebound by J. Ingles
0:37.0,,,14-23,,J. Ingles misses 2-pt shot from 18 ft
0:36.0,Defensive rebound by I. Smith,,14-23,,
0:24.0,,,14-23,,Personal foul by J. Withey (drawn by A. Davis)
0:24.0,A. Davis makes free throw 1 of 2,1,15-23,,
0:24.0,A. Davis makes free throw 2 of 2,1,16-23,,
0:03.0,,,16-23,,Shooting foul by A. Davis (drawn by J. Withey)
0:03.0,,,16-23,,J. Withey misses free throw 1 of 2
0:03.0,,,16-23,,Offensive rebound by Team
0:03.0,,,16-23,,C. Johnson enters the game for J. Ingles
0:03.0,,,16-23,,J. Withey misses free throw 2 of 2
0:03.0,,,16-23,,Offensive rebound by A. Burks
0:01.0,,,16-23,,A. Burks misses 2-pt shot from 9 ft
0:00.0,Defensive rebound by D. Cunningham,,16-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,16-25,2,A. Burks makes 2-pt shot from 17 ft
11:31.0,R. Anderson misses 2-pt shot from 17 ft,,16-25,,
11:30.0,,,16-25,,Defensive rebound by J. Withey
11:09.0,,,16-27,2,T. Lyles makes 2-pt shot from 16 ft
10:57.0,A. Ajinca makes 2-pt shot from 18 ft (assist by I. Smith),2,18-27,,
10:43.0,,,18-27,,Shooting foul by T. Douglas (drawn by G. Hayward)
10:43.0,,,18-28,1,G. Hayward makes free throw 1 of 2
10:43.0,,,18-29,1,G. Hayward makes free throw 2 of 2
10:36.0,,,18-29,,Personal foul by J. Ingles (drawn by I. Smith)
10:36.0,,,18-29,,T. Booker enters the game for T. Lyles
10:30.0,I. Smith misses 2-pt shot from 6 ft,,18-29,,
10:29.0,,,18-29,,Defensive rebound by T. Booker
10:14.0,Personal foul by D. Cunningham (drawn by G. Hayward),,18-29,,
10:14.0,,,18-29,,R. Gobert enters the game for J. Withey
10:07.0,,,18-31,2,A. Burks makes 2-pt shot from 3 ft
10:07.0,,,18-31,,Shooting foul by A. Ajinca (drawn by A. Burks)
10:07.0,,,18-32,1,A. Burks makes free throw 1 of 1
9:52.0,A. Ajinca misses 2-pt shot from 9 ft,,18-32,,
9:52.0,,,18-32,,Defensive rebound by R. Gobert
9:37.0,,,18-35,3,J. Ingles makes 3-pt shot from 23 ft (assist by T. Booker)
9:32.0,New Orleans full timeout,,18-35,,
9:32.0,A. Davis enters the game for R. Anderson,,18-35,,
9:22.0,A. Davis misses 2-pt shot from 18 ft,,18-35,,
9:22.0,,,18-35,,Defensive rebound by R. Gobert
9:09.0,Personal foul by T. Douglas (drawn by J. Ingles),,18-35,,
9:09.0,Technical foul by A. Ajinca,,18-35,,
9:09.0,,,18-35,,Technical foul by J. Ingles
9:09.0,Technical foul by T. Douglas (drawn by J. Ingles),,18-35,,
9:09.0,,,18-36,1,A. Burks makes technical free throw
9:01.0,,,18-36,,G. Hayward misses 2-pt shot from 18 ft
9:01.0,,,18-36,,Offensive rebound by T. Booker
9:01.0,Loose ball foul by A. Davis (drawn by R. Gobert),,18-36,,
9:01.0,,,18-36,,R. Hood enters the game for J. Ingles
9:01.0,,,18-36,,R. Neto enters the game for A. Burks
9:01.0,,,18-37,1,R. Gobert makes free throw 1 of 2
9:01.0,,,18-38,1,R. Gobert makes free throw 2 of 2
8:46.0,T. Douglas makes 2-pt shot from 9 ft,2,20-38,,
8:20.0,,,20-38,,R. Hood misses 3-pt shot from 24 ft
8:20.0,Defensive rebound by A. Davis,,20-38,,
8:01.0,A. Davis makes 2-pt shot from 11 ft,2,22-38,,
7:41.0,,,22-38,,R. Hood misses 2-pt shot from 10 ft
7:40.0,,,22-38,,Offensive rebound by R. Gobert
7:39.0,,,22-38,,J. Withey enters the game for R. Gobert
7:39.0,R. Anderson enters the game for A. Ajinca,,22-38,,
7:34.0,,,22-38,,G. Hayward misses 3-pt shot from 23 ft
7:33.0,Defensive rebound by T. Douglas,,22-38,,
7:14.0,,,22-38,,Personal foul by J. Withey (drawn by D. Cunningham)
7:08.0,T. Douglas misses 3-pt shot from 24 ft,,22-38,,
7:08.0,,,22-38,,Defensive rebound by T. Booker
6:53.0,,,22-38,,Shooting foul by I. Smith (drawn by R. Hood)
6:53.0,,,22-39,1,R. Hood makes free throw 1 of 2
6:53.0,,,22-39,,T. Lyles enters the game for J. Withey
6:53.0,,,22-40,1,R. Hood makes free throw 2 of 2
6:37.0,I. Smith misses 2-pt shot from 17 ft,,22-40,,
6:35.0,,,22-40,,Defensive rebound by T. Booker
6:22.0,,,22-42,2,T. Lyles makes 2-pt shot from 19 ft (assist by R. Hood)
6:13.0,Shooting foul by R. Neto (drawn by I. Smith),,22-42,,
6:13.0,I. Smith makes 2-pt shot from 5 ft,2,24-42,,
6:13.0,I. Smith makes free throw 1 of 1,1,25-42,,
6:00.0,Personal foul by D. Cunningham (drawn by G. Hayward),,25-42,,
6:00.0,,,25-43,1,G. Hayward makes free throw 1 of 2
6:00.0,,,25-43,,G. Hayward misses free throw 2 of 2
5:59.0,Defensive rebound by A. Davis,,25-43,,
5:46.0,Turnover by T. Douglas (bad pass; steal by T. Booker),,25-43,,
5:35.0,Violation by A. Davis (kicked ball),,25-43,,
5:35.0,,,25-43,,Utah full timeout
5:35.0,,,25-43,,A. Burks enters the game for R. Neto
5:35.0,E. Gordon enters the game for T. Douglas,,25-43,,
5:22.0,,,25-43,,R. Hood misses 2-pt shot from 11 ft
5:22.0,Defensive rebound by D. Cunningham,,25-43,,
5:08.0,R. Anderson misses 3-pt shot from 24 ft,,25-43,,
5:07.0,,,25-43,,Defensive rebound by A. Burks
4:57.0,Shooting block foul by R. Anderson (drawn by G. Hayward),,25-43,,
4:57.0,,,25-45,2,G. Hayward makes 2-pt shot from 7 ft (assist by R. Hood)
4:57.0,A. Gee enters the game for D. Cunningham,,25-45,,
4:57.0,,,25-46,1,G. Hayward makes free throw 1 of 1
4:48.0,A. Gee misses 3-pt shot from 22 ft,,25-46,,
4:47.0,,,25-46,,Defensive rebound by T. Booker
4:39.0,,,25-46,,T. Lyles misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by A. Davis,,25-46,,
4:29.0,,,25-46,,Personal foul by R. Hood (drawn by A. Davis)
4:25.0,I. Smith misses 2-pt shot from 5 ft (block by T. Lyles),,25-46,,
4:24.0,Offensive rebound by Team,,25-46,,
4:19.0,R. Anderson misses 2-pt shot from 14 ft,,25-46,,
4:18.0,,,25-46,,Defensive rebound by A. Burks
4:12.0,,,25-46,,Turnover by A. Burks (lost ball)
3:53.0,Shooting foul by T. Lyles (drawn by R. Anderson),,25-46,,
3:53.0,R. Anderson makes free throw 1 of 2,1,26-46,,
3:53.0,R. Anderson makes free throw 2 of 2,1,27-46,,
3:41.0,,,27-46,,R. Hood misses 2-pt shot from 9 ft
3:40.0,Defensive rebound by I. Smith,,27-46,,
3:31.0,A. Davis makes 2-pt shot at rim (assist by R. Anderson),2,29-46,,
3:30.0,,,29-46,,Utah full timeout
3:14.0,,,29-46,,G. Hayward misses 2-pt shot from 7 ft
3:13.0,Defensive rebound by A. Davis,,29-46,,
3:01.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,31-46,,
2:48.0,,,31-46,,G. Hayward misses 2-pt shot from 17 ft
2:48.0,Defensive rebound by A. Davis,,31-46,,
2:42.0,Turnover by E. Gordon (lost ball),,31-46,,
2:22.0,,,31-46,,T. Booker misses 2-pt shot from 15 ft
2:21.0,Defensive rebound by I. Smith,,31-46,,
2:16.0,Shooting foul by A. Burks (drawn by I. Smith),,31-46,,
2:16.0,I. Smith makes free throw 1 of 2,1,32-46,,
2:16.0,I. Smith misses free throw 2 of 2,,32-46,,
2:16.0,,,32-46,,Defensive rebound by A. Burks
1:54.0,,,32-46,,G. Hayward misses 2-pt shot from 9 ft
1:53.0,Defensive rebound by R. Anderson,,32-46,,
1:42.0,A. Gee makes 2-pt shot at rim (assist by I. Smith),2,34-46,,
1:38.0,,,34-46,,Utah full timeout
1:38.0,,,34-46,,R. Neto enters the game for A. Burks
1:28.0,,,34-48,2,G. Hayward makes 2-pt shot from 2 ft (assist by R. Neto)
1:14.0,I. Smith makes 2-pt shot from 17 ft,2,36-48,,
1:01.0,,,36-48,,Turnover by T. Booker (bad pass; steal by I. Smith)
0:58.0,A. Gee makes 2-pt shot at rim (assist by R. Anderson),2,38-48,,
0:45.0,,,38-48,,Turnover by G. Hayward (traveling)
0:35.0,Shooting foul by R. Neto (drawn by A. Davis),,38-48,,
0:35.0,A. Davis makes free throw 1 of 2,1,39-48,,
0:35.0,,,39-48,,A. Burks enters the game for R. Neto
0:35.0,D. Cunningham enters the game for A. Gee,,39-48,,
0:35.0,A. Davis misses free throw 2 of 2,,39-48,,
0:35.0,,,39-48,,Defensive rebound by T. Booker
0:13.0,,,39-48,,A. Burks misses 3-pt shot from 23 ft
0:13.0,Defensive rebound by D. Cunningham,,39-48,,
0:01.0,I. Smith misses 3-pt shot from 25 ft,,39-48,,
0:00.0,,,39-48,,Defensive rebound by R. Hood
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,39-48,,Turnover by R. Hood (traveling)
11:21.0,O. Asik misses 2-pt shot at rim,,39-48,,
11:20.0,,,39-48,,Defensive rebound by R. Neto
11:01.0,Violation by A. Gee (kicked ball),,39-48,,
10:47.0,,,39-50,2,T. Booker makes 2-pt shot at rim (assist by R. Neto)
10:28.0,I. Smith makes 2-pt shot from 16 ft,2,41-50,,
10:03.0,,,41-50,,R. Gobert misses 2-pt shot from 3 ft
10:02.0,,,41-50,,Offensive rebound by T. Booker
9:57.0,,,41-52,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
9:57.0,,,41-52,,Shooting foul by A. Davis (drawn by R. Gobert)
9:57.0,,,41-53,1,R. Gobert makes free throw 1 of 1
9:49.0,Turnover by E. Gordon (bad pass; steal by R. Neto),,41-53,,
9:44.0,,,41-55,2,R. Neto makes 2-pt shot from 1 ft (assist by T. Booker)
9:31.0,E. Gordon misses 3-pt shot from 24 ft,,41-55,,
9:30.0,,,41-55,,Defensive rebound by R. Gobert
9:16.0,,,41-57,2,R. Neto makes 2-pt shot from 16 ft
9:15.0,New Orleans full timeout,,41-57,,
9:15.0,R. Anderson enters the game for O. Asik,,41-57,,
8:52.0,R. Anderson misses 3-pt shot from 23 ft,,41-57,,
8:51.0,,,41-57,,Defensive rebound by T. Booker
8:32.0,,,41-57,,Turnover by R. Neto (3 sec)
8:16.0,A. Gee makes 2-pt shot from 2 ft (assist by A. Davis),2,43-57,,
7:56.0,,,43-57,,R. Hood misses 3-pt shot from 24 ft
7:56.0,Defensive rebound by A. Davis,,43-57,,
7:35.0,E. Gordon makes 3-pt shot from 24 ft (assist by R. Anderson),3,46-57,,
7:15.0,,,46-57,,G. Hayward misses 2-pt shot from 2 ft
7:14.0,Defensive rebound by A. Davis,,46-57,,
7:09.0,A. Davis makes 2-pt shot at rim (assist by A. Gee),2,48-57,,
6:58.0,,,48-57,,G. Hayward misses 2-pt shot from 3 ft (block by A. Davis)
6:58.0,Defensive rebound by I. Smith,,48-57,,
6:52.0,Turnover by R. Anderson (bad pass; steal by R. Hood),,48-57,,
6:41.0,,,48-57,,R. Neto misses 2-pt shot from 8 ft
6:40.0,Defensive rebound by I. Smith,,48-57,,
6:32.0,A. Gee makes 2-pt shot at rim (assist by R. Anderson),2,50-57,,
6:31.0,,,50-57,,Utah full timeout
6:31.0,,,50-57,,A. Burks enters the game for G. Hayward
6:31.0,,,50-57,,T. Burke enters the game for R. Neto
6:16.0,,,50-60,3,R. Hood makes 3-pt shot from 24 ft
5:49.0,A. Davis misses 3-pt shot from 24 ft (block by R. Gobert),,50-60,,
5:49.0,Offensive rebound by Team,,50-60,,
5:49.0,Turnover by Team (shot clock),,50-60,,
5:31.0,Personal foul by A. Gee (drawn by R. Gobert),,50-60,,
5:31.0,D. Cunningham enters the game for A. Gee,,50-60,,
5:24.0,Personal foul by D. Cunningham (drawn by R. Gobert),,50-60,,
5:14.0,,,50-62,2,A. Burks makes 2-pt shot from 13 ft
5:01.0,E. Gordon misses 2-pt shot from 16 ft,,50-62,,
5:00.0,,,50-62,,Defensive rebound by R. Gobert
4:54.0,,,50-62,,Shooting foul by R. Anderson (drawn by T. Booker)
4:54.0,,,50-64,2,T. Booker makes 2-pt shot from 2 ft (assist by A. Burks)
4:54.0,,,50-65,1,T. Booker makes free throw 1 of 1
4:36.0,A. Davis makes 2-pt shot from 17 ft (assist by I. Smith),2,52-65,,
4:21.0,,,52-65,,T. Burke misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by D. Cunningham,,52-65,,
4:11.0,I. Smith makes 2-pt shot from 3 ft,2,54-65,,
3:50.0,,,54-67,2,A. Burks makes 2-pt shot from 17 ft
3:43.0,I. Smith misses 2-pt shot from 2 ft,,54-67,,
3:42.0,,,54-67,,Defensive rebound by R. Gobert
3:23.0,,,54-69,2,R. Gobert makes 2-pt shot from 1 ft (assist by A. Burks)
3:02.0,Shooting foul by R. Gobert (drawn by I. Smith),,54-69,,
3:02.0,I. Smith makes free throw 1 of 2,1,55-69,,
3:02.0,,,55-69,,T. Lyles enters the game for T. Booker
3:02.0,,,55-69,,J. Ingles enters the game for R. Hood
3:02.0,T. Douglas enters the game for E. Gordon,,55-69,,
3:02.0,I. Smith misses free throw 2 of 2,,55-69,,
3:02.0,,,55-69,,Defensive rebound by T. Lyles
2:39.0,,,55-71,2,A. Burks makes 2-pt shot from 1 ft
2:27.0,A. Davis misses 2-pt shot from 21 ft,,55-71,,
2:25.0,,,55-71,,Defensive rebound by T. Lyles
2:16.0,,,55-73,2,T. Burke makes 2-pt shot from 21 ft
1:58.0,R. Anderson misses 2-pt shot from 16 ft,,55-73,,
1:57.0,Offensive rebound by T. Douglas,,55-73,,
1:51.0,,,55-73,,Personal foul by J. Ingles (drawn by T. Douglas)
1:35.0,D. Cunningham makes 3-pt shot from 24 ft (assist by T. Douglas),3,58-73,,
1:28.0,,,58-73,,Offensive foul by J. Ingles
1:28.0,,,58-73,,Turnover by J. Ingles (offensive foul)
1:12.0,D. Cunningham makes 2-pt shot at rim,2,60-73,,
0:55.0,,,60-73,,Offensive foul by T. Lyles
0:55.0,,,60-73,,Turnover by T. Lyles (offensive foul)
0:55.0,,,60-73,,G. Hayward enters the game for J. Ingles
0:43.0,Turnover by A. Davis (traveling),,60-73,,
0:30.0,,,60-76,3,T. Burke makes 3-pt shot from 24 ft (assist by A. Burks)
0:07.0,I. Smith misses 2-pt shot from 3 ft (block by R. Gobert),,60-76,,
0:05.0,Offensive rebound by D. Cunningham,,60-76,,
0:01.0,D. Cunningham misses 2-pt shot from 3 ft,,60-76,,
0:00.0,,,60-76,,Defensive rebound by T. Lyles
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Shooting foul by T. Booker (drawn by J. Holiday),,60-76,,
11:48.0,J. Holiday makes free throw 1 of 2,1,61-76,,
11:48.0,J. Holiday makes free throw 2 of 2,1,62-76,,
11:24.0,,,62-78,2,A. Burks makes 2-pt shot from 2 ft
11:13.0,Turnover by J. Holiday (bad pass; steal by G. Hayward),,62-78,,
11:07.0,,,62-81,3,T. Burke makes 3-pt shot from 24 ft (assist by T. Booker)
10:52.0,Turnover by J. Holiday (bad pass; steal by T. Booker),,62-81,,
10:48.0,,,62-83,2,T. Booker makes 2-pt shot at rim
10:48.0,New Orleans full timeout,,62-83,,
10:48.0,A. Davis enters the game for D. Cunningham,,62-83,,
10:31.0,J. Holiday misses 2-pt shot from 5 ft (block by T. Booker),,62-83,,
10:31.0,Jump ball: T. Booker vs. J. Holiday (A. Burks gains possession),,,,Jump ball: T. Booker vs. J. Holiday (A. Burks gains possession)
10:31.0,,,62-83,,Defensive rebound by T. Booker
10:09.0,,,62-83,,T. Lyles misses 2-pt shot from 2 ft
10:09.0,Defensive rebound by A. Davis,,62-83,,
10:05.0,Turnover by J. Holiday (traveling),,62-83,,
9:47.0,,,62-83,,Turnover by G. Hayward (bad pass; steal by A. Gee)
9:46.0,,,62-83,,Personal foul by T. Burke (drawn by T. Douglas)
9:46.0,,,62-83,,R. Gobert enters the game for T. Booker
9:31.0,T. Douglas makes 3-pt shot from 24 ft (assist by A. Gee),3,65-83,,
9:19.0,Personal foul by J. Holiday (drawn by A. Burks),,65-83,,
9:14.0,Personal foul by T. Douglas (drawn by T. Burke),,65-83,,
9:14.0,,,65-83,,J. Ingles enters the game for G. Hayward
9:09.0,,,65-83,,T. Burke misses 2-pt shot from 19 ft
9:09.0,Defensive rebound by J. Holiday,,65-83,,
9:03.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,67-83,,
8:47.0,,,67-83,,Turnover by T. Burke (bad pass; steal by A. Gee)
8:43.0,,,67-83,,Shooting block foul by J. Ingles (drawn by A. Davis)
8:43.0,A. Davis makes free throw 1 of 2,1,68-83,,
8:43.0,,,68-83,,R. Hood enters the game for J. Ingles
8:43.0,A. Davis misses free throw 2 of 2,,68-83,,
8:42.0,,,68-83,,Defensive rebound by R. Gobert
8:26.0,,,68-83,,Turnover by T. Burke (lost ball; steal by R. Anderson)
8:22.0,Shooting foul by A. Burks (drawn by A. Davis),,68-83,,
8:22.0,A. Davis makes free throw 1 of 2,1,69-83,,
8:22.0,,,69-83,,R. Neto enters the game for T. Burke
8:22.0,,,69-83,,G. Hayward enters the game for T. Lyles
8:22.0,A. Davis makes free throw 2 of 2,1,70-83,,
8:04.0,,,70-83,,A. Burks misses 2-pt shot from 2 ft (block by R. Anderson)
8:04.0,Defensive rebound by Team,,70-83,,
7:54.0,A. Davis makes 2-pt shot from 18 ft (assist by T. Douglas),2,72-83,,
7:37.0,,,72-83,,R. Hood misses 2-pt shot from 4 ft (block by A. Davis)
7:36.0,,,72-83,,Offensive rebound by R. Gobert
7:35.0,,,72-83,,Shooting foul by A. Davis (drawn by R. Gobert)
7:35.0,,,72-83,,R. Gobert misses free throw 1 of 2
7:35.0,,,72-83,,Offensive rebound by Team
7:35.0,,,72-83,,T. Booker enters the game for R. Neto
7:35.0,,,72-83,,R. Gobert misses free throw 2 of 2
7:34.0,Defensive rebound by A. Gee,,72-83,,
7:20.0,,,72-83,,Def 3 sec tech foul by R. Gobert
7:20.0,A. Davis misses technical free throw,,72-83,,
7:20.0,Offensive rebound by Team,,72-83,,
7:07.0,J. Holiday misses 2-pt shot from 1 ft,,72-83,,
7:07.0,,,72-83,,Defensive rebound by G. Hayward
6:45.0,,,72-85,2,T. Booker makes 2-pt shot at rim (assist by G. Hayward)
6:28.0,T. Douglas makes 3-pt shot from 24 ft (assist by R. Anderson),3,75-85,,
6:08.0,,,75-87,2,A. Burks makes 2-pt shot at rim
5:47.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Holiday),3,78-87,,
5:42.0,,,78-87,,Utah full timeout
5:42.0,I. Smith enters the game for J. Holiday,,78-87,,
5:42.0,E. Gordon enters the game for T. Douglas,,78-87,,
5:27.0,,,78-90,3,G. Hayward makes 3-pt shot from 24 ft (assist by A. Burks)
5:14.0,Shooting foul by R. Gobert (drawn by R. Anderson),,78-90,,
5:14.0,R. Anderson makes free throw 1 of 2,1,79-90,,
5:14.0,R. Anderson makes free throw 2 of 2,1,80-90,,
4:57.0,,,80-90,,Turnover by A. Burks (bad pass; steal by I. Smith)
4:53.0,I. Smith makes 2-pt shot from 1 ft,2,82-90,,
4:35.0,,,82-90,,Turnover by T. Booker (traveling)
4:21.0,Shooting foul by R. Hood (drawn by A. Davis),,82-90,,
4:21.0,A. Davis makes free throw 1 of 2,1,83-90,,
4:21.0,A. Davis makes free throw 2 of 2,1,84-90,,
4:04.0,,,84-90,,G. Hayward misses 2-pt shot from 20 ft
4:03.0,Defensive rebound by A. Gee,,84-90,,
3:46.0,E. Gordon misses 2-pt shot from 2 ft,,84-90,,
3:45.0,,,84-90,,Defensive rebound by T. Booker
3:26.0,,,84-92,2,G. Hayward makes 2-pt shot from 5 ft
3:06.0,Turnover by A. Gee (bad pass; steal by R. Hood),,84-92,,
2:54.0,,,84-92,,Shooting foul by E. Gordon (drawn by R. Hood)
2:54.0,Official timeout,,84-92,,
2:54.0,J. Holiday enters the game for A. Gee,,84-92,,
2:54.0,,,84-93,1,R. Hood makes free throw 1 of 2
