time,LA Lakers,pts.away,score,pts.home,Portland
7:06.0,Offensive foul by R. Kelly,,35-49,,
7:06.0,Turnover by R. Kelly (offensive foul),,35-49,,
6:45.0,,,35-49,,Turnover by C. McCollum (bad pass; steal by B. Bass)
6:33.0,A. Brown makes 3-pt shot from 25 ft (assist by D. Russell),3,38-49,,
6:32.0,,,38-49,,Portland full timeout
6:32.0,J. Randle enters the game for R. Kelly,,38-49,,
6:32.0,,,38-49,,D. Lillard enters the game for C. McCollum
6:32.0,,,38-49,,M. Plumlee enters the game for E. Davis
6:32.0,,,38-49,,A. Aminu enters the game for G. Henderson
6:25.0,,,38-51,2,D. Lillard makes 2-pt shot from 1 ft
6:09.0,L. Williams misses 2-pt shot from 14 ft,,38-51,,
6:09.0,Offensive rebound by B. Bass,,38-51,,
6:01.0,L. Williams makes 3-pt shot from 24 ft,3,41-51,,
5:47.0,,,41-53,2,D. Lillard makes 2-pt shot from 22 ft
5:29.0,D. Russell misses 2-pt shot from 13 ft,,41-53,,
5:28.0,,,41-53,,Defensive rebound by M. Plumlee
5:07.0,,,41-53,,M. Plumlee misses 2-pt shot from 12 ft
5:06.0,Defensive rebound by D. Russell,,41-53,,
4:54.0,J. Randle makes 2-pt shot from 3 ft,2,43-53,,
4:28.0,,,43-53,,D. Lillard misses 2-pt shot from 13 ft
4:28.0,,,43-53,,Offensive rebound by Team
4:28.0,,,43-53,,Turnover by Team (shot clock)
4:28.0,K. Bryant enters the game for D. Russell,,43-53,,
4:28.0,J. Clarkson enters the game for A. Brown,,43-53,,
4:28.0,R. Hibbert enters the game for B. Bass,,43-53,,
4:28.0,,,43-53,,N. Vonleh enters the game for M. Leonard
4:17.0,L. Williams makes 2-pt shot from 7 ft,2,45-53,,
4:17.0,Shooting foul by A. Crabbe (drawn by L. Williams),,45-53,,
4:17.0,L. Williams makes free throw 1 of 1,1,46-53,,
4:00.0,,,46-53,,M. Plumlee misses 2-pt shot at rim
4:00.0,Defensive rebound by J. Randle,,46-53,,
3:43.0,Turnover by K. Bryant (lost ball; steal by M. Plumlee),,46-53,,
3:40.0,Personal foul by L. Williams,,46-53,,
3:40.0,,,46-53,,C. McCollum enters the game for A. Crabbe
3:35.0,,,46-55,2,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum)
3:35.0,,,46-55,,Shooting foul by J. Clarkson (drawn by M. Plumlee)
3:35.0,,,46-56,1,M. Plumlee makes free throw 1 of 1
3:22.0,L. Williams misses 2-pt shot from 10 ft,,46-56,,
3:21.0,,,46-56,,Defensive rebound by M. Plumlee
3:18.0,,,46-56,,Turnover by M. Plumlee (bad pass)
2:58.0,R. Hibbert misses 2-pt shot from 3 ft,,46-56,,
2:57.0,Offensive rebound by J. Randle,,46-56,,
2:52.0,J. Randle misses 2-pt shot from 5 ft,,46-56,,
2:51.0,,,46-56,,Defensive rebound by M. Plumlee
2:41.0,,,46-56,,A. Aminu misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by K. Bryant,,46-56,,
2:19.0,J. Clarkson misses 2-pt shot from 8 ft,,46-56,,
2:17.0,,,46-56,,Defensive rebound by A. Aminu
2:12.0,,,46-56,,Shooting foul by J. Clarkson (drawn by N. Vonleh)
2:12.0,LA Lakers full timeout,,46-56,,
2:12.0,,,46-56,,N. Vonleh misses free throw 1 of 2
2:12.0,,,46-56,,Offensive rebound by Team
2:12.0,,,46-57,1,N. Vonleh makes free throw 2 of 2
1:56.0,K. Bryant makes 2-pt shot from 18 ft,2,48-57,,
1:32.0,,,48-57,,M. Plumlee misses 2-pt shot at rim
1:32.0,Defensive rebound by J. Randle,,48-57,,
1:27.0,Turnover by J. Randle (bad pass; steal by N. Vonleh),,48-57,,
1:20.0,,,48-59,2,N. Vonleh makes 2-pt shot at rim (assist by C. McCollum)
1:01.0,Shooting foul by N. Vonleh (drawn by J. Randle),,48-59,,
1:01.0,J. Randle makes free throw 1 of 2,1,49-59,,
1:01.0,J. Randle misses free throw 2 of 2,,49-59,,
1:00.0,,,49-59,,Defensive rebound by C. McCollum
0:44.0,,,49-59,,C. McCollum misses 2-pt shot from 15 ft
0:42.0,Defensive rebound by Team,,49-59,,
0:29.0,L. Williams makes 3-pt shot from 23 ft (assist by J. Clarkson),3,52-59,,
0:09.0,,,52-62,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
0:00.0,L. Williams misses 3-pt shot from 25 ft,,52-62,,
0:00.0,Offensive rebound by Team,,52-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,,,52-62,,M. Plumlee misses 2-pt shot from 8 ft
11:32.0,Defensive rebound by J. Randle,,52-62,,
11:23.0,,,52-62,,Def 3 sec tech foul by M. Plumlee
11:23.0,J. Clarkson makes technical free throw,1,53-62,,
11:09.0,Turnover by Team (shot clock),,53-62,,
11:02.0,Personal foul by J. Randle (drawn by D. Lillard),,53-62,,
10:56.0,,,53-64,2,D. Lillard makes 2-pt shot from 19 ft
10:35.0,K. Bryant misses 2-pt shot from 23 ft,,53-64,,
10:34.0,,,53-64,,Defensive rebound by M. Plumlee
10:27.0,,,53-67,3,D. Lillard makes 3-pt shot from 25 ft
10:03.0,K. Bryant makes 2-pt shot from 9 ft (assist by L. Williams),2,55-67,,
9:52.0,,,55-69,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
9:52.0,,,55-69,,Shooting foul by J. Clarkson (drawn by M. Plumlee)
9:52.0,,,55-70,1,M. Plumlee makes free throw 1 of 1
9:42.0,Turnover by R. Hibbert (lost ball; steal by M. Plumlee),,55-70,,
9:41.0,,,55-70,,Shooting foul by R. Hibbert (drawn by M. Plumlee)
9:41.0,,,55-71,1,M. Plumlee makes free throw 1 of 2
9:41.0,,,55-72,1,M. Plumlee makes free throw 2 of 2
9:31.0,R. Hibbert makes 2-pt shot from 18 ft (assist by L. Williams),2,57-72,,
9:14.0,,,57-74,2,N. Vonleh makes 2-pt shot at rim (assist by M. Plumlee)
8:56.0,K. Bryant misses 2-pt shot from 15 ft,,57-74,,
8:55.0,,,57-74,,Defensive rebound by N. Vonleh
8:48.0,,,57-76,2,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum)
8:48.0,,,57-76,,Shooting foul by K. Bryant (drawn by M. Plumlee)
8:48.0,,,57-77,1,M. Plumlee makes free throw 1 of 1
8:48.0,LA Lakers full timeout,,57-77,,
8:25.0,K. Bryant misses 2-pt shot from 9 ft,,57-77,,
8:23.0,Offensive rebound by Team,,57-77,,
8:23.0,Shooting foul by N. Vonleh (drawn by J. Clarkson),,57-77,,
8:23.0,J. Clarkson makes free throw 1 of 2,1,58-77,,
8:23.0,J. Clarkson makes free throw 2 of 2,1,59-77,,
8:03.0,,,59-79,2,C. McCollum makes 2-pt shot from 15 ft
7:57.0,Offensive foul by R. Hibbert,,59-79,,
7:57.0,Turnover by R. Hibbert (offensive foul),,59-79,,
7:41.0,,,59-79,,Offensive foul by N. Vonleh
7:41.0,,,59-79,,Turnover by N. Vonleh (offensive foul)
7:24.0,J. Clarkson makes 3-pt shot from 24 ft (assist by K. Bryant),3,62-79,,
7:12.0,,,62-79,,Shooting foul by J. Randle (drawn by M. Plumlee)
7:12.0,,,62-80,1,M. Plumlee makes free throw 1 of 2
7:12.0,,,62-81,1,M. Plumlee makes free throw 2 of 2
6:55.0,J. Randle makes 2-pt shot from 2 ft (assist by L. Williams),2,64-81,,
6:55.0,Shooting foul by N. Vonleh (drawn by J. Randle),,64-81,,
6:55.0,J. Randle makes free throw 1 of 1,1,65-81,,
6:32.0,,,65-81,,C. McCollum misses 3-pt shot from 24 ft (block by L. Williams)
6:30.0,Defensive rebound by J. Clarkson,,65-81,,
6:23.0,Turnover by K. Bryant (bad pass; steal by A. Aminu),,65-81,,
6:15.0,,,65-83,2,D. Lillard makes 2-pt shot from 22 ft (assist by M. Plumlee)
5:52.0,K. Bryant makes 2-pt shot from 15 ft,2,67-83,,
5:41.0,,,67-83,,Shooting foul by J. Clarkson (drawn by D. Lillard)
5:41.0,,,67-84,1,D. Lillard makes free throw 1 of 3
5:41.0,,,67-85,1,D. Lillard makes free throw 2 of 3
5:41.0,D. Russell enters the game for J. Clarkson,,67-85,,
5:41.0,,,67-85,,E. Davis enters the game for N. Vonleh
5:41.0,,,67-86,1,D. Lillard makes free throw 3 of 3
5:23.0,Shooting foul by E. Davis (drawn by J. Randle),,67-86,,
5:23.0,J. Randle misses free throw 1 of 2,,67-86,,
5:23.0,Offensive rebound by Team,,67-86,,
5:23.0,J. Randle makes free throw 2 of 2,1,68-86,,
5:07.0,,,68-88,2,C. McCollum makes 2-pt shot from 17 ft
4:48.0,B. Bass enters the game for R. Hibbert,,68-88,,
4:41.0,D. Russell makes 2-pt shot from 5 ft,2,70-88,,
4:23.0,,,70-88,,C. McCollum misses 2-pt shot from 8 ft
4:22.0,Defensive rebound by J. Randle,,70-88,,
4:16.0,L. Williams misses 2-pt shot from 8 ft,,70-88,,
4:15.0,Offensive rebound by J. Randle,,70-88,,
4:15.0,J. Randle makes 2-pt shot at rim,2,72-88,,
4:14.0,,,72-88,,Portland full timeout
4:14.0,,,72-88,,A. Crabbe enters the game for A. Aminu
4:14.0,,,72-88,,G. Henderson enters the game for M. Plumlee
4:14.0,,,72-88,,M. Leonard enters the game for C. McCollum
3:50.0,,,72-88,,M. Leonard misses 2-pt shot from 19 ft
3:49.0,Defensive rebound by D. Russell,,72-88,,
3:44.0,Turnover by D. Russell (bad pass),,72-88,,
3:28.0,,,72-88,,A. Crabbe misses 2-pt shot from 16 ft
3:28.0,Defensive rebound by L. Williams,,72-88,,
3:07.0,K. Bryant makes 2-pt shot from 14 ft,2,74-88,,
2:52.0,A. Brown enters the game for K. Bryant,,74-88,,
2:46.0,,,74-90,2,D. Lillard makes 2-pt shot from 16 ft
2:33.0,B. Bass misses 2-pt shot from 4 ft (block by E. Davis),,74-90,,
2:32.0,,,74-90,,Defensive rebound by A. Crabbe
2:25.0,,,74-90,,A. Crabbe misses 3-pt shot from 24 ft
2:23.0,,,74-90,,Offensive rebound by G. Henderson
2:21.0,,,74-90,,G. Henderson misses 2-pt shot from 19 ft
2:18.0,,,74-90,,Offensive rebound by A. Crabbe
2:14.0,,,74-93,3,D. Lillard makes 3-pt shot from 24 ft (assist by A. Crabbe)
2:14.0,,,74-93,,Personal foul by M. Leonard
2:14.0,LA Lakers full timeout,,74-93,,
1:57.0,Turnover by L. Williams (lost ball; steal by E. Davis),,74-93,,
1:53.0,,,74-93,,G. Henderson misses 2-pt shot at rim (block by J. Randle)
1:53.0,,,74-93,,Offensive rebound by Team
1:41.0,,,74-95,2,A. Crabbe makes 2-pt shot from 8 ft (assist by M. Leonard)
1:28.0,D. Russell misses 2-pt shot from 20 ft,,74-95,,
1:28.0,,,74-95,,Defensive rebound by G. Henderson
1:17.0,,,74-95,,Shooting foul by L. Williams (drawn by E. Davis)
1:17.0,,,74-95,,E. Davis misses free throw 1 of 2
1:17.0,,,74-95,,Offensive rebound by Team
1:17.0,R. Kelly enters the game for J. Randle,,74-95,,
1:17.0,,,74-96,1,E. Davis makes free throw 2 of 2
1:00.0,D. Russell misses 3-pt shot from 24 ft,,74-96,,
1:00.0,,,74-96,,Defensive rebound by G. Henderson
0:51.0,,,74-99,3,D. Lillard makes 3-pt shot from 26 ft (assist by E. Davis)
0:38.0,L. Williams misses 3-pt shot from 24 ft,,74-99,,
0:37.0,,,74-99,,Defensive rebound by G. Henderson
0:30.0,,,74-99,,A. Crabbe misses 2-pt shot from 6 ft
0:30.0,,,74-99,,Offensive rebound by E. Davis
0:28.0,,,74-99,,G. Henderson misses 2-pt shot from 18 ft
0:27.0,,,74-99,,Offensive rebound by M. Leonard
0:24.0,,,74-99,,D. Lillard misses 3-pt shot from 25 ft
0:24.0,,,74-99,,Offensive rebound by G. Henderson
0:24.0,,,74-101,2,G. Henderson makes 2-pt shot at rim
0:05.0,D. Russell makes 2-pt shot from 9 ft,2,76-101,,
0:00.0,,,76-101,,D. Lillard misses 3-pt shot from 25 ft
0:00.0,,,76-101,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Shooting foul by E. Davis (drawn by B. Bass),,76-101,,
11:44.0,B. Bass makes free throw 1 of 2,1,77-101,,
11:44.0,B. Bass makes free throw 2 of 2,1,78-101,,
11:32.0,,,78-101,,E. Davis misses 2-pt shot from 2 ft (block by M. Huertas)
11:31.0,Defensive rebound by B. Bass,,78-101,,
11:21.0,D. Russell makes 2-pt shot from 1 ft,2,80-101,,
11:00.0,,,80-101,,M. Leonard misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by D. Russell,,80-101,,
10:54.0,,,80-101,,Personal foul by C. McCollum (drawn by D. Russell)
10:47.0,D. Russell makes 2-pt shot from 5 ft,2,82-101,,
10:47.0,,,82-101,,Portland full timeout
10:32.0,,,82-101,,Turnover by C. McCollum (lost ball; steal by D. Russell)
10:27.0,A. Brown misses 2-pt shot from 1 ft,,82-101,,
10:27.0,Offensive rebound by Team,,82-101,,
10:18.0,A. Brown makes 2-pt shot from 6 ft (assist by B. Bass),2,84-101,,
9:51.0,,,84-101,,G. Henderson misses 3-pt shot from 27 ft
9:50.0,,,84-101,,Offensive rebound by M. Leonard
9:46.0,,,84-101,,Shooting foul by R. Kelly (drawn by G. Henderson)
9:46.0,,,84-102,1,G. Henderson makes free throw 1 of 2
9:46.0,,,84-103,1,G. Henderson makes free throw 2 of 2
9:24.0,D. Russell makes 3-pt shot from 26 ft,3,87-103,,
9:24.0,Shooting foul by A. Crabbe (drawn by D. Russell),,87-103,,
9:24.0,D. Russell makes free throw 1 of 1,1,88-103,,
9:14.0,,,88-103,,Portland full timeout
9:00.0,,,88-105,2,A. Crabbe makes 2-pt shot from 22 ft
8:41.0,Shooting foul by A. Crabbe (drawn by D. Russell),,88-105,,
8:41.0,D. Russell misses free throw 1 of 2,,88-105,,
8:41.0,Offensive rebound by Team,,88-105,,
8:41.0,D. Russell makes free throw 2 of 2,1,89-105,,
8:32.0,Personal foul by A. Brown (drawn by G. Henderson),,89-105,,
8:24.0,,,89-108,3,C. McCollum makes 3-pt shot from 24 ft (assist by M. Leonard)
8:06.0,Turnover by A. Brown (bad pass; steal by A. Crabbe),,89-108,,
8:01.0,,,89-108,,A. Crabbe misses 2-pt shot at rim
8:01.0,,,89-108,,Offensive rebound by M. Leonard
8:01.0,,,89-110,2,M. Leonard makes 2-pt shot at rim
7:47.0,B. Bass misses 2-pt shot from 19 ft,,89-110,,
7:47.0,,,89-110,,Defensive rebound by M. Leonard
7:27.0,,,89-110,,E. Davis misses 2-pt shot from 2 ft (block by B. Bass)
7:27.0,N. Young enters the game for D. Russell,,89-110,,
7:27.0,Jump ball: B. Bass vs. E. Davis (R. Kelly gains possession),,,,Jump ball: B. Bass vs. E. Davis (R. Kelly gains possession)
7:27.0,Offensive rebound by Team,,89-110,,
7:11.0,R. Kelly misses 2-pt shot from 7 ft,,89-110,,
7:10.0,,,89-110,,Defensive rebound by C. McCollum
7:02.0,,,89-110,,C. McCollum misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by B. Bass,,89-110,,
6:44.0,A. Brown makes 3-pt shot from 24 ft,3,92-110,,
6:19.0,,,92-110,,M. Leonard misses 3-pt shot from 22 ft
6:18.0,Defensive rebound by A. Brown,,92-110,,
6:14.0,Turnover by M. Huertas (lost ball; steal by E. Davis),,92-110,,
6:07.0,,,92-112,2,C. McCollum makes 2-pt shot at rim (assist by G. Henderson)
5:48.0,R. Kelly misses 3-pt shot from 25 ft,,92-112,,
5:48.0,,,92-112,,Defensive rebound by E. Davis
5:43.0,,,92-112,,A. Crabbe misses 3-pt shot from 24 ft
5:42.0,Defensive rebound by B. Bass,,92-112,,
5:32.0,N. Young misses 3-pt shot from 24 ft,,92-112,,
5:32.0,,,92-112,,Defensive rebound by E. Davis
5:12.0,,,92-114,2,C. McCollum makes 2-pt shot from 1 ft
4:56.0,R. Kelly misses 3-pt shot from 24 ft,,92-114,,
4:56.0,,,92-114,,Defensive rebound by C. McCollum
4:38.0,,,92-114,,G. Henderson misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by R. Kelly,,92-114,,
4:19.0,Turnover by A. Brown (lost ball; steal by E. Davis),,92-114,,
4:07.0,,,92-114,,M. Leonard misses 3-pt shot from 24 ft
4:07.0,,,92-114,,Offensive rebound by E. Davis
3:50.0,,,92-114,,G. Henderson misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by B. Bass,,92-114,,
3:43.0,,,92-114,,Personal foul by E. Davis (drawn by M. Huertas)
3:43.0,M. Huertas makes free throw 1 of 2,1,93-114,,
3:43.0,R. Sacre enters the game for B. Bass,,93-114,,
3:43.0,,,93-114,,C. Kaman enters the game for C. McCollum
3:43.0,,,93-114,,T. Frazier enters the game for G. Henderson
3:43.0,,,93-114,,P. Connaughton enters the game for E. Davis
3:43.0,,,93-114,,N. Vonleh enters the game for M. Leonard
3:43.0,M. Huertas makes free throw 2 of 2,1,94-114,,
3:19.0,,,94-116,2,C. Kaman makes 2-pt shot from 17 ft (assist by P. Connaughton)
3:01.0,N. Young misses 3-pt shot from 24 ft,,94-116,,
3:00.0,,,94-116,,Defensive rebound by N. Vonleh
2:44.0,,,94-118,2,N. Vonleh makes 2-pt shot from 14 ft (assist by T. Frazier)
2:29.0,M. Huertas makes 2-pt shot from 1 ft (assist by R. Kelly),2,96-118,,
2:15.0,,,96-118,,A. Crabbe misses 2-pt shot from 19 ft
2:15.0,Defensive rebound by R. Sacre,,96-118,,
1:56.0,Shooting foul by P. Connaughton (drawn by R. Kelly),,96-118,,
1:56.0,Official timeout,,96-118,,
1:56.0,,,96-118,,M. Harkless enters the game for A. Crabbe
1:56.0,R. Kelly misses free throw 1 of 2,,96-118,,
1:56.0,Offensive rebound by Team,,96-118,,
1:56.0,R. Kelly makes free throw 2 of 2,1,97-118,,
1:44.0,,,97-120,2,P. Connaughton makes 2-pt shot from 22 ft (assist by C. Kaman)
