time,Utah,pts.away,score,pts.home,LA Clippers
7:58.0,,,30-26,,A. Rivers misses 2-pt shot from 3 ft (block by R. Gobert)
7:58.0,,,30-26,,Offensive rebound by D. Jordan
7:58.0,Loose ball foul by R. Hood (drawn by D. Jordan),,30-26,,
7:58.0,,,30-26,,C. Paul enters the game for A. Rivers
7:52.0,,,30-26,,Shooting foul by R. Hood (drawn by J. Crawford)
7:52.0,,,30-27,1,J. Crawford makes free throw 1 of 2
7:52.0,,,30-27,,J. Crawford misses free throw 2 of 2
7:50.0,,,30-27,,Offensive rebound by L. Stephenson
7:45.0,,,30-27,,J. Crawford misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by A. Burks,,30-27,,
7:33.0,A. Burks misses 2-pt shot from 15 ft,,30-27,,
7:32.0,,,30-27,,Defensive rebound by L. Stephenson
7:26.0,,,30-27,,L. Stephenson misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by R. Gobert,,30-27,,
7:22.0,,,30-27,,Personal foul by C. Paul (drawn by R. Neto)
7:22.0,,,30-27,,J. Redick enters the game for J. Crawford
7:22.0,C. Johnson enters the game for R. Hood,,30-27,,
7:17.0,G. Hayward makes 2-pt shot from 16 ft,2,32-27,,
6:54.0,,,32-27,,D. Jordan misses 2-pt shot from 1 ft (block by C. Johnson)
6:53.0,,,32-27,,Offensive rebound by D. Jordan
6:51.0,,,32-27,,D. Jordan misses 2-pt shot from 1 ft (block by C. Johnson)
6:49.0,Defensive rebound by C. Johnson,,32-27,,
6:47.0,C. Johnson misses 3-pt shot from 22 ft,,32-27,,
6:47.0,,,32-27,,Defensive rebound by Team
6:47.0,Loose ball foul by R. Gobert (drawn by D. Jordan),,32-27,,
6:47.0,,,32-27,,B. Griffin enters the game for P. Pierce
6:47.0,,,32-27,,W. Johnson enters the game for L. Stephenson
6:47.0,J. Withey enters the game for C. Johnson,,32-27,,
6:30.0,,,32-29,2,B. Griffin makes 2-pt shot from 2 ft
6:21.0,,,32-29,,Personal foul by W. Johnson (drawn by R. Gobert)
6:15.0,G. Hayward misses 2-pt shot from 17 ft,,32-29,,
6:14.0,,,32-29,,Defensive rebound by D. Jordan
6:04.0,,,32-31,2,B. Griffin makes 2-pt shot from 13 ft
5:50.0,A. Burks misses 2-pt shot from 10 ft,,32-31,,
5:49.0,,,32-31,,Defensive rebound by B. Griffin
5:32.0,,,32-33,2,C. Paul makes 2-pt shot from 14 ft
5:32.0,Utah full timeout,,32-33,,
5:32.0,T. Booker enters the game for J. Withey,,32-33,,
5:15.0,G. Hayward makes 3-pt shot from 25 ft (assist by R. Gobert),3,35-33,,
4:58.0,,,35-33,,J. Redick misses 3-pt shot from 24 ft
4:58.0,Defensive rebound by R. Gobert,,35-33,,
4:46.0,A. Burks misses 2-pt shot from 18 ft,,35-33,,
4:45.0,,,35-33,,Defensive rebound by B. Griffin
4:38.0,,,35-35,2,B. Griffin makes 2-pt shot at rim
4:28.0,,,35-35,,Personal foul by J. Redick (drawn by A. Burks)
4:28.0,R. Hood enters the game for R. Neto,,35-35,,
4:11.0,A. Burks makes 2-pt shot from 3 ft (assist by G. Hayward),2,37-35,,
3:59.0,,,37-35,,Turnover by J. Redick (traveling)
3:59.0,T. Lyles enters the game for T. Booker,,37-35,,
3:42.0,Shooting foul by J. Redick (drawn by R. Hood),,37-35,,
3:42.0,R. Hood makes free throw 1 of 2,1,38-35,,
3:42.0,C. Johnson enters the game for A. Burks,,38-35,,
3:42.0,,,38-35,,J. Crawford enters the game for J. Redick
3:42.0,R. Hood makes free throw 2 of 2,1,39-35,,
3:28.0,,,39-37,2,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul)
3:17.0,T. Lyles makes 2-pt shot from 1 ft (assist by R. Hood),2,41-37,,
3:17.0,Shooting foul by J. Crawford (drawn by T. Lyles),,41-37,,
3:17.0,T. Lyles misses free throw 1 of 1,,41-37,,
3:14.0,,,41-37,,Defensive rebound by B. Griffin
3:04.0,,,41-37,,Turnover by C. Paul (bad pass; steal by G. Hayward)
3:02.0,Turnover by G. Hayward (bad pass; steal by C. Paul),,41-37,,
3:02.0,,,41-37,,Shooting foul by G. Hayward (drawn by C. Paul)
3:02.0,,,41-38,1,C. Paul makes free throw 1 of 2
3:02.0,,,41-38,,A. Rivers enters the game for W. Johnson
3:02.0,,,41-39,1,C. Paul makes free throw 2 of 2
2:43.0,G. Hayward misses 2-pt shot from 16 ft,,41-39,,
2:41.0,,,41-39,,Defensive rebound by B. Griffin
2:17.0,,,41-39,,J. Crawford misses 2-pt shot from 4 ft
2:17.0,Defensive rebound by R. Gobert,,41-39,,
2:07.0,R. Hood misses 2-pt shot from 16 ft,,41-39,,
2:06.0,,,41-39,,Defensive rebound by C. Paul
1:57.0,,,41-41,2,C. Paul makes 2-pt shot from 2 ft
1:38.0,C. Johnson misses 2-pt shot from 13 ft,,41-41,,
1:37.0,,,41-41,,Defensive rebound by B. Griffin
1:30.0,,,41-41,,Shooting foul by R. Hood (drawn by D. Jordan)
1:30.0,Official timeout,,41-41,,
1:30.0,T. Booker enters the game for R. Hood,,41-41,,
1:30.0,A. Burks enters the game for T. Lyles,,41-41,,
1:30.0,,,41-41,,D. Jordan misses free throw 1 of 2
1:30.0,,,41-41,,Offensive rebound by Team
1:30.0,,,41-42,1,D. Jordan makes free throw 2 of 2
1:11.0,A. Burks misses 2-pt shot from 1 ft (block by D. Jordan),,41-42,,
1:10.0,,,41-42,,Defensive rebound by J. Crawford
1:03.0,Personal foul by C. Johnson (drawn by D. Jordan),,41-42,,
1:03.0,,,41-43,1,D. Jordan makes free throw 1 of 2
1:03.0,,,41-43,,D. Jordan misses free throw 2 of 2
1:01.0,Defensive rebound by G. Hayward,,41-43,,
0:40.0,A. Burks misses 2-pt shot from 3 ft (block by D. Jordan),,41-43,,
0:40.0,Offensive rebound by Team,,41-43,,
0:40.0,Utah full timeout,,41-43,,
0:40.0,T. Lyles enters the game for T. Booker,,41-43,,
0:38.0,T. Lyles makes 2-pt shot from 21 ft (assist by C. Johnson),2,43-43,,
0:38.0,,,43-43,,LA Clippers full timeout
0:38.0,R. Neto enters the game for T. Lyles,,43-43,,
0:38.0,,,43-43,,W. Johnson enters the game for D. Jordan
0:33.0,,,43-45,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
0:15.0,G. Hayward misses 2-pt shot from 6 ft,,43-45,,
0:15.0,Offensive rebound by R. Gobert,,43-45,,
0:15.0,R. Gobert makes 2-pt shot at rim,2,45-45,,
0:03.0,,,45-45,,C. Paul misses 2-pt shot from 14 ft (block by R. Gobert)
0:01.0,Defensive rebound by G. Hayward,,45-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,D. Favors misses 2-pt shot from 14 ft,,45-45,,
11:38.0,,,45-45,,Defensive rebound by B. Griffin
11:24.0,,,45-47,2,B. Griffin makes 2-pt shot from 5 ft
11:15.0,Shooting foul by J. Redick (drawn by R. Hood),,45-47,,
11:15.0,R. Hood makes free throw 1 of 2,1,46-47,,
11:15.0,R. Hood misses free throw 2 of 2,,46-47,,
11:13.0,,,46-47,,Defensive rebound by D. Jordan
10:56.0,,,46-47,,Turnover by D. Jordan (offensive goaltending)
10:42.0,G. Hayward misses 3-pt shot from 24 ft,,46-47,,
10:41.0,,,46-47,,Defensive rebound by B. Griffin
10:34.0,,,46-49,2,B. Griffin makes 2-pt shot from 1 ft
10:20.0,D. Favors makes 2-pt shot at rim (assist by R. Neto),2,48-49,,
10:02.0,,,48-49,,J. Redick misses 2-pt shot from 19 ft
10:01.0,,,48-49,,Offensive rebound by D. Jordan
9:51.0,,,48-51,2,C. Paul makes 2-pt shot from 17 ft
9:28.0,R. Hood makes 2-pt shot from 1 ft,2,50-51,,
9:16.0,,,50-51,,W. Johnson misses 3-pt shot from 24 ft
9:15.0,Defensive rebound by R. Gobert,,50-51,,
8:57.0,R. Neto makes 3-pt shot from 24 ft (assist by R. Hood),3,53-51,,
8:42.0,,,53-51,,Turnover by J. Redick (bad pass; steal by R. Neto)
8:36.0,R. Neto makes 2-pt shot from 1 ft,2,55-51,,
8:28.0,,,55-51,,LA Clippers full timeout
8:28.0,,,55-51,,J. Crawford enters the game for J. Redick
8:16.0,,,55-53,2,C. Paul makes 2-pt shot from 15 ft
7:59.0,R. Neto makes 2-pt shot from 11 ft,2,57-53,,
7:46.0,,,57-53,,Turnover by W. Johnson (bad pass)
7:30.0,G. Hayward makes 3-pt shot from 24 ft (assist by R. Neto),3,60-53,,
7:07.0,,,60-53,,B. Griffin misses 2-pt shot from 4 ft
7:06.0,,,60-53,,Offensive rebound by C. Paul
7:01.0,,,60-53,,Turnover by W. Johnson (bad pass; steal by G. Hayward)
6:48.0,,,60-53,,Personal foul by W. Johnson (drawn by R. Gobert)
6:48.0,,,60-53,,A. Rivers enters the game for W. Johnson
6:41.0,D. Favors makes 2-pt shot from 16 ft (assist by R. Neto),2,62-53,,
6:29.0,,,62-53,,J. Crawford misses 2-pt shot from 17 ft
6:28.0,,,62-53,,Offensive rebound by D. Jordan
6:24.0,,,62-55,2,D. Jordan makes 2-pt shot at rim
6:13.0,,,62-55,,Violation by D. Jordan (def goaltending)
6:13.0,D. Favors makes 2-pt shot from 5 ft,2,64-55,,
5:49.0,,,64-55,,A. Rivers misses 2-pt shot from 1 ft
5:48.0,,,64-55,,Offensive rebound by A. Rivers
5:32.0,,,64-55,,B. Griffin misses 2-pt shot from 19 ft
5:32.0,,,64-55,,Offensive rebound by Team
5:32.0,Loose ball foul by R. Gobert (drawn by D. Jordan),,64-55,,
5:32.0,C. Johnson enters the game for G. Hayward,,64-55,,
5:20.0,,,64-55,,C. Paul misses 2-pt shot from 6 ft
5:20.0,,,64-55,,Offensive rebound by B. Griffin
5:20.0,Personal foul by R. Neto (drawn by B. Griffin),,64-55,,
5:20.0,T. Booker enters the game for R. Gobert,,64-55,,
5:01.0,,,64-57,2,B. Griffin makes 2-pt shot from 2 ft
5:01.0,,,64-57,,Shooting foul by C. Johnson (drawn by B. Griffin)
5:01.0,,,64-58,1,B. Griffin makes free throw 1 of 1
4:47.0,,,64-58,,Personal foul by D. Jordan (drawn by R. Neto)
4:47.0,R. Gobert enters the game for T. Booker,,64-58,,
4:41.0,Shooting foul by D. Jordan (drawn by R. Neto),,64-58,,
4:41.0,R. Neto misses free throw 1 of 2,,64-58,,
4:41.0,Offensive rebound by Team,,64-58,,
4:41.0,A. Burks enters the game for R. Hood,,64-58,,
4:41.0,R. Neto makes free throw 2 of 2,1,65-58,,
4:15.0,,,65-60,2,C. Paul makes 2-pt shot from 12 ft
3:57.0,D. Favors misses 2-pt shot from 9 ft (block by B. Griffin),,65-60,,
3:55.0,,,65-60,,Defensive rebound by A. Rivers
3:48.0,,,65-60,,Turnover by A. Rivers (lost ball; steal by R. Gobert)
3:42.0,R. Neto makes 2-pt shot from 2 ft,2,67-60,,
3:19.0,,,67-62,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
2:54.0,Turnover by C. Johnson (bad pass),,67-62,,
2:54.0,Utah full timeout,,67-62,,
2:54.0,,,67-62,,J. Smith enters the game for D. Jordan
2:54.0,G. Hayward enters the game for R. Gobert,,67-62,,
2:54.0,T. Booker enters the game for C. Johnson,,67-62,,
2:37.0,,,67-62,,J. Crawford misses 2-pt shot from 13 ft
2:36.0,Defensive rebound by G. Hayward,,67-62,,
2:13.0,A. Burks misses 2-pt shot from 14 ft,,67-62,,
2:12.0,Offensive rebound by Team,,67-62,,
2:12.0,,,67-62,,L. Stephenson enters the game for C. Paul
2:02.0,D. Favors makes 2-pt shot from 14 ft (assist by R. Neto),2,69-62,,
1:43.0,,,69-64,2,J. Smith makes 2-pt shot at rim (assist by B. Griffin)
1:24.0,D. Favors misses 2-pt shot from 9 ft,,69-64,,
1:23.0,,,69-64,,Defensive rebound by B. Griffin
1:14.0,,,69-64,,Shooting foul by T. Booker (drawn by B. Griffin)
1:14.0,,,69-65,1,B. Griffin makes free throw 1 of 2
1:14.0,J. Ingles enters the game for R. Neto,,69-65,,
1:14.0,,,69-66,1,B. Griffin makes free throw 2 of 2
1:00.0,Shooting foul by L. Stephenson (drawn by D. Favors),,69-66,,
1:00.0,D. Favors makes free throw 1 of 2,1,70-66,,
1:00.0,D. Favors makes free throw 2 of 2,1,71-66,,
0:41.0,,,71-66,,B. Griffin misses 2-pt shot from 1 ft
0:41.0,Defensive rebound by D. Favors,,71-66,,
0:34.0,A. Burks makes 2-pt shot from 15 ft,2,73-66,,
0:11.0,,,73-68,2,B. Griffin makes 2-pt shot from 16 ft
0:01.0,Turnover by A. Burks (lost ball; steal by L. Stephenson),,73-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,73-68,,J. Crawford misses 2-pt shot from 20 ft
11:41.0,Defensive rebound by A. Burks,,73-68,,
11:25.0,Shooting foul by P. Pierce (drawn by G. Hayward),,73-68,,
11:25.0,G. Hayward makes free throw 1 of 2,1,74-68,,
11:25.0,R. Gobert enters the game for D. Favors,,74-68,,
11:25.0,G. Hayward makes free throw 2 of 2,1,75-68,,
11:15.0,,,75-68,,Turnover by P. Pierce (bad pass; steal by T. Booker)
11:01.0,T. Booker misses 2-pt shot from 2 ft,,75-68,,
10:57.0,Offensive rebound by R. Gobert,,75-68,,
10:57.0,R. Gobert makes 2-pt shot at rim,2,77-68,,
10:47.0,,,77-68,,Turnover by J. Crawford (step out of bounds)
10:47.0,,,77-68,,D. Jordan enters the game for P. Pierce
10:27.0,Turnover by G. Hayward (bad pass; steal by D. Jordan),,77-68,,
10:26.0,Personal take foul by G. Hayward (drawn by J. Smith),,77-68,,
10:26.0,R. Hood enters the game for J. Ingles,,77-68,,
10:14.0,,,77-68,,J. Smith misses 2-pt shot from 1 ft
10:14.0,,,77-68,,Offensive rebound by Team
10:14.0,,,77-68,,Turnover by L. Stephenson (illegal assist)
10:00.0,,,77-68,,Personal foul by J. Smith (drawn by A. Burks)
9:51.0,G. Hayward makes 2-pt shot from 5 ft,2,79-68,,
9:47.0,,,79-68,,LA Clippers full timeout
9:41.0,,,79-68,,Turnover by D. Jordan (lost ball; steal by R. Gobert)
9:39.0,,,79-68,,Clear path foul by D. Jordan
9:39.0,R. Gobert misses clear path free throw 1 of 2,,79-68,,
9:39.0,Offensive rebound by Team,,79-68,,
9:39.0,R. Gobert makes clear path free throw 2 of 2,1,80-68,,
9:39.0,,,80-68,,J. Redick enters the game for A. Rivers
9:39.0,,,80-68,,B. Griffin enters the game for J. Smith
9:39.0,,,80-68,,C. Paul enters the game for L. Stephenson
9:30.0,G. Hayward misses 2-pt shot from 6 ft (block by D. Jordan),,80-68,,
9:29.0,,,80-68,,Defensive rebound by B. Griffin
9:23.0,,,80-68,,D. Jordan misses 2-pt shot at rim
9:20.0,Defensive rebound by R. Hood,,80-68,,
9:13.0,A. Burks misses 3-pt shot from 24 ft,,80-68,,
9:12.0,,,80-68,,Defensive rebound by B. Griffin
9:00.0,,,80-68,,J. Crawford misses 2-pt shot from 3 ft
9:00.0,Defensive rebound by A. Burks,,80-68,,
8:56.0,Turnover by R. Hood (bad pass; steal by J. Redick),,80-68,,
8:43.0,,,80-70,2,B. Griffin makes 2-pt shot from 20 ft (assist by J. Redick)
8:17.0,R. Gobert makes 2-pt shot from 2 ft (assist by A. Burks),2,82-70,,
8:01.0,,,82-73,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
7:40.0,Turnover by R. Gobert (bad pass),,82-73,,
7:40.0,R. Neto enters the game for A. Burks,,82-73,,
7:40.0,D. Favors enters the game for T. Booker,,82-73,,
7:22.0,,,82-73,,J. Redick misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by R. Hood,,82-73,,
7:02.0,G. Hayward misses 2-pt shot from 10 ft,,82-73,,
7:02.0,Offensive rebound by R. Gobert,,82-73,,
6:58.0,R. Neto misses 3-pt shot from 25 ft,,82-73,,
6:58.0,Offensive rebound by Team,,82-73,,
6:39.0,G. Hayward makes 2-pt shot from 10 ft,2,84-73,,
6:39.0,Shooting foul by C. Paul (drawn by G. Hayward),,84-73,,
6:39.0,G. Hayward misses free throw 1 of 1,,84-73,,
6:37.0,,,84-73,,Defensive rebound by D. Jordan
6:22.0,,,84-75,2,C. Paul makes 2-pt shot from 7 ft
6:07.0,,,84-75,,Personal foul by B. Griffin (drawn by G. Hayward)
6:07.0,G. Hayward makes free throw 1 of 2,1,85-75,,
6:07.0,G. Hayward makes free throw 2 of 2,1,86-75,,
5:52.0,,,86-75,,B. Griffin misses 2-pt shot from 17 ft
5:51.0,Defensive rebound by R. Hood,,86-75,,
5:32.0,G. Hayward makes 2-pt shot from 8 ft (assist by R. Neto),2,88-75,,
5:32.0,Shooting foul by B. Griffin (drawn by G. Hayward),,88-75,,
5:32.0,Official timeout,,88-75,,
5:32.0,,,88-75,,A. Rivers enters the game for J. Crawford
5:32.0,G. Hayward makes free throw 1 of 1,1,89-75,,
5:10.0,,,89-75,,Turnover by B. Griffin (bad pass)
4:54.0,D. Favors makes 2-pt shot from 14 ft (assist by R. Neto),2,91-75,,
4:39.0,,,91-77,2,C. Paul makes 2-pt shot from 15 ft
4:12.0,Turnover by R. Gobert (bad pass; steal by C. Paul),,91-77,,
4:12.0,Personal foul by R. Neto (drawn by C. Paul),,91-77,,
4:12.0,A. Burks enters the game for R. Neto,,91-77,,
4:03.0,,,91-77,,Turnover by C. Paul (bad pass; steal by G. Hayward)
3:59.0,G. Hayward misses 2-pt shot from 1 ft (block by B. Griffin),,91-77,,
3:59.0,,,91-77,,Defensive rebound by Team
3:42.0,,,91-77,,Turnover by B. Griffin (bad pass; steal by D. Favors)
3:40.0,Shooting foul by J. Redick (drawn by R. Hood),,91-77,,
3:40.0,R. Hood makes free throw 1 of 2,1,92-77,,
3:40.0,,,92-77,,J. Smith enters the game for D. Jordan
3:40.0,R. Hood makes free throw 2 of 2,1,93-77,,
3:27.0,,,93-79,2,B. Griffin makes 2-pt shot at rim
3:01.0,G. Hayward makes 3-pt shot from 23 ft (assist by D. Favors),3,96-79,,
2:48.0,,,96-79,,Shooting foul by D. Favors (drawn by B. Griffin)
2:48.0,Utah full timeout,,96-79,,
