time,Miami,pts.away,score,pts.home,Charlotte
10:06.0,Defensive rebound by G. Dragic,,30-33,,
10:01.0,Shooting foul by M. Williams (drawn by G. Dragic),,30-33,,
10:01.0,G. Dragic makes free throw 1 of 2,1,31-33,,
10:01.0,G. Dragic makes free throw 2 of 2,1,32-33,,
9:42.0,,,32-33,,C. Lee misses 2-pt shot from 19 ft
9:40.0,Defensive rebound by J. Richardson,,32-33,,
9:36.0,Turnover by J. Winslow (bad pass),,32-33,,
9:25.0,,,32-33,,J. Lin misses 3-pt shot from 25 ft
9:24.0,Defensive rebound by L. Deng,,32-33,,
9:09.0,J. Winslow misses 3-pt shot from 24 ft,,32-33,,
9:07.0,,,32-33,,Defensive rebound by C. Zeller
9:02.0,,,32-33,,Turnover by C. Zeller (lost ball; steal by A. Stoudemire)
8:52.0,G. Dragic misses 2-pt shot from 14 ft,,32-33,,
8:50.0,,,32-33,,Defensive rebound by Team
8:50.0,Official timeout,,32-33,,
8:27.0,,,32-35,2,J. Lin makes 2-pt shot from 6 ft
8:14.0,A. Stoudemire misses 2-pt shot from 20 ft,,32-35,,
8:13.0,,,32-35,,Defensive rebound by M. Williams
8:03.0,,,32-37,2,J. Lin makes 2-pt shot from 2 ft
7:56.0,Offensive foul by A. Stoudemire,,32-37,,
7:56.0,Turnover by A. Stoudemire (offensive foul),,32-37,,
7:39.0,,,32-37,,Shooting foul by G. Dragic (drawn by J. Lin)
7:39.0,,,32-37,,J. Lin misses free throw 1 of 2
7:39.0,,,32-37,,Offensive rebound by Team
7:39.0,D. Wade enters the game for G. Dragic,,32-37,,
7:39.0,,,32-38,1,J. Lin makes free throw 2 of 2
7:30.0,D. Wade makes 2-pt shot from 13 ft,2,34-38,,
7:18.0,,,34-38,,J. Lin misses 2-pt shot from 3 ft (block by J. Richardson)
7:14.0,Defensive rebound by D. Wade,,34-38,,
7:11.0,D. Wade misses 2-pt shot from 1 ft (block by C. Zeller),,34-38,,
7:10.0,Offensive rebound by D. Wade,,34-38,,
7:10.0,D. Wade misses 2-pt shot from 1 ft,,34-38,,
7:10.0,Offensive rebound by Team,,34-38,,
7:10.0,H. Whiteside enters the game for A. Stoudemire,,34-38,,
7:10.0,,,34-38,,K. Walker enters the game for M. Williams
7:05.0,Shooting foul by C. Zeller (drawn by H. Whiteside),,34-38,,
7:05.0,H. Whiteside makes free throw 1 of 2,1,35-38,,
7:05.0,H. Whiteside makes free throw 2 of 2,1,36-38,,
6:53.0,,,36-38,,Offensive foul by C. Zeller
6:53.0,,,36-38,,Turnover by C. Zeller (offensive foul)
6:53.0,,,36-38,,F. Kaminsky enters the game for C. Zeller
6:53.0,,,36-38,,A. Jefferson enters the game for S. Hawes
6:41.0,J. Richardson misses 3-pt shot from 25 ft,,36-38,,
6:38.0,Offensive rebound by L. Deng,,36-38,,
6:36.0,Turnover by L. Deng (bad pass),,36-38,,
6:12.0,,,36-40,2,A. Jefferson makes 2-pt shot from 2 ft (assist by J. Lin)
5:49.0,D. Wade misses 2-pt shot from 17 ft (block by A. Jefferson),,36-40,,
5:47.0,Offensive rebound by D. Wade,,36-40,,
5:43.0,D. Wade misses 2-pt shot from 21 ft,,36-40,,
5:42.0,Offensive rebound by J. Richardson,,36-40,,
5:33.0,J. Richardson makes 2-pt shot from 13 ft (assist by D. Wade),2,38-40,,
5:15.0,,,38-42,2,K. Walker makes 2-pt shot from 14 ft
5:15.0,Miami full timeout,,38-42,,
5:15.0,J. Johnson enters the game for L. Deng,,38-42,,
5:00.0,J. Winslow makes 2-pt shot from 3 ft,2,40-42,,
4:36.0,,,40-42,,C. Lee misses 2-pt shot from 2 ft
4:34.0,,,40-42,,Offensive rebound by A. Jefferson
4:34.0,,,40-44,2,A. Jefferson makes 2-pt shot from 1 ft
4:14.0,J. Richardson misses 3-pt shot from 26 ft,,40-44,,
4:12.0,,,40-44,,Defensive rebound by J. Lin
4:06.0,Personal foul by D. Wade,,40-44,,
4:06.0,,,40-44,,M. Williams enters the game for C. Lee
3:46.0,,,40-44,,A. Jefferson misses 2-pt shot from 3 ft
3:45.0,Defensive rebound by J. Winslow,,40-44,,
3:41.0,D. Wade makes 2-pt shot from 18 ft (assist by J. Winslow),2,42-44,,
3:19.0,,,42-44,,K. Walker misses 2-pt shot from 1 ft
3:18.0,Defensive rebound by Team,,42-44,,
2:57.0,D. Wade misses 2-pt shot from 13 ft,,42-44,,
2:55.0,,,42-44,,Defensive rebound by A. Jefferson
2:45.0,,,42-44,,K. Walker misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by H. Whiteside,,42-44,,
2:32.0,Shooting foul by A. Jefferson (drawn by H. Whiteside),,42-44,,
2:32.0,,,42-44,,Charlotte full timeout
2:32.0,,,42-44,,C. Zeller enters the game for A. Jefferson
2:32.0,,,42-44,,C. Lee enters the game for J. Lin
2:32.0,H. Whiteside misses free throw 1 of 2,,42-44,,
2:32.0,Offensive rebound by Team,,42-44,,
2:32.0,H. Whiteside makes free throw 2 of 2,1,43-44,,
2:21.0,Personal foul by J. Winslow,,43-44,,
2:10.0,,,43-46,2,C. Zeller makes 2-pt shot from 19 ft
1:52.0,J. Winslow misses 2-pt shot from 4 ft (block by F. Kaminsky),,43-46,,
1:52.0,Offensive rebound by H. Whiteside,,43-46,,
1:48.0,H. Whiteside misses 2-pt shot from 2 ft (block by M. Williams),,43-46,,
1:48.0,,,43-46,,Defensive rebound by Team
1:24.0,,,43-46,,C. Lee misses 3-pt shot from 28 ft
1:23.0,Defensive rebound by D. Wade,,43-46,,
1:08.0,Shooting foul by F. Kaminsky (drawn by J. Winslow),,43-46,,
1:08.0,J. Winslow misses free throw 1 of 2,,43-46,,
1:08.0,Offensive rebound by Team,,43-46,,
1:08.0,A. Stoudemire enters the game for H. Whiteside,,43-46,,
1:08.0,L. Deng enters the game for D. Wade,,43-46,,
1:08.0,J. Winslow makes free throw 2 of 2,1,44-46,,
0:58.0,,,44-49,3,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker)
0:35.0,J. Winslow misses 3-pt shot from 31 ft,,44-49,,
0:34.0,Offensive rebound by Team,,44-49,,
0:34.0,Turnover by Team (shot clock),,44-49,,
0:34.0,,,44-49,,J. Lin enters the game for F. Kaminsky
0:14.0,,,44-49,,J. Lin misses 2-pt shot from 17 ft
0:11.0,Defensive rebound by L. Deng,,44-49,,
0:01.0,J. Johnson misses 2-pt shot from 18 ft,,44-49,,
0:00.0,Offensive rebound by Team,,44-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,44-49,,F. Kaminsky misses 2-pt shot from 7 ft
11:41.0,Defensive rebound by H. Whiteside,,44-49,,
11:33.0,G. Dragic misses 3-pt shot from 25 ft,,44-49,,
11:30.0,,,44-49,,Defensive rebound by A. Jefferson
11:23.0,,,44-49,,Shooting foul by L. Deng (drawn by K. Walker)
11:23.0,,,44-50,1,K. Walker makes free throw 1 of 2
11:23.0,,,44-51,1,K. Walker makes free throw 2 of 2
11:10.0,Turnover by J. Johnson (lost ball; steal by A. Jefferson),,44-51,,
11:01.0,,,44-51,,K. Walker misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by H. Whiteside,,44-51,,
10:43.0,H. Whiteside misses 2-pt shot from 7 ft,,44-51,,
10:42.0,,,44-51,,Defensive rebound by M. Williams
10:24.0,,,44-51,,K. Walker misses 2-pt shot from 3 ft
10:22.0,,,44-51,,Offensive rebound by A. Jefferson
10:22.0,,,44-51,,A. Jefferson misses 2-pt shot at rim
10:20.0,Defensive rebound by G. Dragic,,44-51,,
10:12.0,J. Johnson misses 3-pt shot from 24 ft,,44-51,,
10:11.0,,,44-51,,Defensive rebound by C. Lee
9:53.0,,,44-51,,A. Jefferson misses 2-pt shot from 6 ft
9:52.0,Defensive rebound by G. Dragic,,44-51,,
9:46.0,L. Deng makes 3-pt shot from 24 ft (assist by G. Dragic),3,47-51,,
9:17.0,,,47-51,,K. Walker misses 3-pt shot from 29 ft
9:15.0,Defensive rebound by D. Wade,,47-51,,
9:03.0,G. Dragic makes 2-pt shot from 16 ft,2,49-51,,
8:53.0,,,49-51,,Charlotte full timeout
8:44.0,,,49-51,,K. Walker misses 2-pt shot from 2 ft (block by D. Wade)
8:43.0,Defensive rebound by H. Whiteside,,49-51,,
8:27.0,G. Dragic misses 2-pt shot from 1 ft,,49-51,,
8:26.0,Offensive rebound by H. Whiteside,,49-51,,
8:24.0,H. Whiteside makes 2-pt shot from 1 ft,2,51-51,,
8:06.0,,,51-53,2,F. Kaminsky makes 2-pt shot from 1 ft
7:41.0,G. Dragic makes 2-pt shot from 18 ft (assist by L. Deng),2,53-53,,
7:20.0,,,53-53,,Shooting foul by D. Wade (drawn by F. Kaminsky)
7:20.0,,,53-54,1,F. Kaminsky makes free throw 1 of 2
7:20.0,,,53-55,1,F. Kaminsky makes free throw 2 of 2
7:04.0,L. Deng misses 2-pt shot from 22 ft,,53-55,,
7:03.0,,,53-55,,Defensive rebound by A. Jefferson
6:57.0,,,53-57,2,K. Walker makes 2-pt shot from 1 ft
6:30.0,D. Wade misses 2-pt shot from 18 ft,,53-57,,
6:28.0,,,53-57,,Defensive rebound by F. Kaminsky
6:10.0,,,53-57,,F. Kaminsky misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by H. Whiteside,,53-57,,
6:02.0,L. Deng misses 2-pt shot from 3 ft,,53-57,,
6:01.0,,,53-57,,Defensive rebound by A. Jefferson
5:46.0,,,53-57,,F. Kaminsky misses 2-pt shot from 7 ft
5:45.0,Defensive rebound by L. Deng,,53-57,,
5:22.0,H. Whiteside misses 2-pt shot from 9 ft,,53-57,,
5:21.0,,,53-57,,Defensive rebound by F. Kaminsky
5:16.0,,,53-57,,K. Walker misses 2-pt shot from 1 ft (block by H. Whiteside)
5:14.0,,,53-57,,Offensive rebound by C. Lee
5:14.0,,,53-59,2,C. Lee makes 2-pt shot from 6 ft
5:14.0,Miami full timeout,,53-59,,
5:14.0,J. Richardson enters the game for L. Deng,,53-59,,
5:14.0,J. Winslow enters the game for D. Wade,,53-59,,
5:14.0,,,53-59,,J. Lin enters the game for C. Lee
4:52.0,J. Johnson misses 3-pt shot from 25 ft,,53-59,,
4:51.0,,,53-59,,Defensive rebound by A. Jefferson
4:37.0,,,53-61,2,F. Kaminsky makes 2-pt shot from 2 ft (assist by K. Walker)
4:37.0,,,53-61,,Shooting foul by J. Winslow (drawn by F. Kaminsky)
4:37.0,,,53-61,,C. Zeller enters the game for A. Jefferson
4:37.0,,,53-62,1,F. Kaminsky makes free throw 1 of 1
4:28.0,Offensive foul by H. Whiteside,,53-62,,
4:28.0,Turnover by H. Whiteside (offensive foul),,53-62,,
4:28.0,,,53-62,,C. Lee enters the game for M. Williams
4:12.0,,,53-64,2,F. Kaminsky makes 2-pt shot from 9 ft
3:54.0,J. Winslow misses 3-pt shot from 25 ft,,53-64,,
3:52.0,,,53-64,,Defensive rebound by K. Walker
3:46.0,,,53-67,3,J. Lin makes 3-pt shot from 26 ft (assist by K. Walker)
3:38.0,Miami full timeout,,53-67,,
3:31.0,,,53-67,,Personal foul by C. Lee
3:16.0,J. Richardson misses 2-pt shot from 7 ft,,53-67,,
3:14.0,,,53-67,,Defensive rebound by J. Lin
3:03.0,,,53-67,,J. Lin misses 2-pt shot from 8 ft
3:02.0,Defensive rebound by G. Dragic,,53-67,,
2:42.0,J. Johnson misses 2-pt shot from 2 ft,,53-67,,
2:41.0,,,53-67,,Defensive rebound by F. Kaminsky
2:26.0,,,53-69,2,F. Kaminsky makes 2-pt shot from 2 ft (assist by J. Lin)
2:10.0,J. Richardson misses 3-pt shot from 24 ft,,53-69,,
2:09.0,,,53-69,,Defensive rebound by C. Zeller
2:01.0,,,53-69,,K. Walker misses 3-pt shot from 25 ft
2:01.0,,,53-69,,Offensive rebound by Team
2:01.0,Loose ball foul by H. Whiteside,,53-69,,
2:01.0,D. Wade enters the game for J. Johnson,,53-69,,
2:01.0,A. Stoudemire enters the game for H. Whiteside,,53-69,,
1:54.0,,,53-69,,C. Zeller misses 2-pt shot from 1 ft (block by A. Stoudemire)
1:53.0,Defensive rebound by J. Winslow,,53-69,,
1:50.0,Turnover by G. Dragic (traveling),,53-69,,
1:38.0,,,53-69,,K. Walker misses 2-pt shot from 2 ft
1:38.0,,,53-69,,Offensive rebound by Team
1:38.0,Loose ball foul by J. Richardson,,53-69,,
1:38.0,,,53-70,1,C. Zeller makes free throw 1 of 2
1:38.0,,,53-71,1,C. Zeller makes free throw 2 of 2
1:31.0,,,53-71,,Personal block foul by C. Zeller
1:19.0,Turnover by J. Winslow (bad pass),,53-71,,
1:07.0,,,53-71,,J. Lin misses 2-pt shot from 3 ft
1:06.0,Defensive rebound by G. Dragic,,53-71,,
1:04.0,Shooting foul by J. Lin (drawn by G. Dragic),,53-71,,
1:04.0,G. Dragic misses free throw 1 of 2,,53-71,,
1:04.0,Offensive rebound by Team,,53-71,,
1:04.0,G. Dragic makes free throw 2 of 2,1,54-71,,
0:46.0,,,54-73,2,F. Kaminsky makes 2-pt shot from 7 ft
0:33.0,D. Wade makes 2-pt shot from 9 ft,2,56-73,,
0:33.0,Shooting foul by C. Lee (drawn by D. Wade),,56-73,,
0:33.0,D. Wade makes free throw 1 of 1,1,57-73,,
0:21.0,,,57-73,,Shooting foul by A. Stoudemire (drawn by K. Walker)
0:21.0,,,57-74,1,K. Walker makes free throw 1 of 2
0:21.0,,,57-74,,M. Williams enters the game for C. Lee
0:21.0,,,57-75,1,K. Walker makes free throw 2 of 2
0:02.0,G. Dragic misses 2-pt shot from 15 ft,,57-75,,
0:02.0,Offensive rebound by J. Winslow,,57-75,,
0:02.0,Shooting foul by K. Walker (drawn by J. Winslow),,57-75,,
0:02.0,J. Winslow misses free throw 1 of 2,,57-75,,
0:02.0,Offensive rebound by Team,,57-75,,
0:02.0,L. Deng enters the game for G. Dragic,,57-75,,
0:02.0,J. Winslow makes free throw 2 of 2,1,58-75,,
0:01.0,,,58-75,,K. Walker misses 3-pt shot from 57 ft
0:00.0,,,58-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,58-75,,Personal foul by M. Williams
11:36.0,D. Wade makes 2-pt shot from 1 ft,2,60-75,,
11:16.0,,,60-78,3,M. Williams makes 3-pt shot from 24 ft (assist by C. Lee)
11:00.0,L. Deng misses 3-pt shot from 24 ft,,60-78,,
10:59.0,,,60-78,,Defensive rebound by M. Williams
10:47.0,,,60-80,2,C. Zeller makes 2-pt shot from 1 ft (assist by C. Lee)
10:36.0,Turnover by J. Richardson (bad pass),,60-80,,
10:12.0,,,60-80,,C. Zeller misses 2-pt shot from 2 ft
10:11.0,,,60-80,,Offensive rebound by S. Hawes
10:11.0,,,60-82,2,S. Hawes makes 2-pt shot from 1 ft
9:52.0,D. Wade misses 2-pt shot from 3 ft,,60-82,,
9:51.0,,,60-82,,Defensive rebound by C. Zeller
9:46.0,,,60-84,2,J. Lin makes 2-pt shot from 1 ft
9:46.0,Miami full timeout,,60-84,,
9:46.0,G. Dragic enters the game for J. Richardson,,60-84,,
9:46.0,H. Whiteside enters the game for J. Winslow,,60-84,,
9:34.0,D. Wade misses 2-pt shot from 2 ft,,60-84,,
9:34.0,Offensive rebound by H. Whiteside,,60-84,,
9:34.0,H. Whiteside makes 2-pt shot from 1 ft,2,62-84,,
9:34.0,Shooting foul by J. Lin (drawn by H. Whiteside),,62-84,,
9:34.0,H. Whiteside makes free throw 1 of 1,1,63-84,,
9:19.0,,,63-86,2,C. Lee makes 2-pt shot from 1 ft (assist by J. Lin)
9:06.0,D. Wade misses 2-pt shot from 2 ft,,63-86,,
9:05.0,,,63-86,,Defensive rebound by J. Lin
8:55.0,,,63-86,,C. Lee misses 2-pt shot from 3 ft (block by H. Whiteside)
8:53.0,Defensive rebound by H. Whiteside,,63-86,,
8:50.0,G. Dragic misses 2-pt shot from 2 ft,,63-86,,
8:49.0,Offensive rebound by D. Wade,,63-86,,
8:45.0,D. Wade makes 2-pt shot from 9 ft,2,65-86,,
8:30.0,,,65-86,,C. Lee misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by H. Whiteside,,65-86,,
8:14.0,L. Deng makes 2-pt shot from 7 ft,2,67-86,,
8:00.0,,,67-86,,M. Williams misses 3-pt shot from 26 ft
7:59.0,Defensive rebound by H. Whiteside,,67-86,,
7:38.0,J. Johnson misses 3-pt shot from 24 ft,,67-86,,
7:37.0,,,67-86,,Defensive rebound by M. Williams
7:19.0,,,67-86,,J. Lin misses 2-pt shot from 12 ft
7:18.0,Defensive rebound by G. Dragic,,67-86,,
7:13.0,Turnover by D. Wade (lost ball; steal by J. Lin),,67-86,,
7:06.0,,,67-86,,S. Hawes misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by H. Whiteside,,67-86,,
6:54.0,J. Johnson misses 2-pt shot from 2 ft,,67-86,,
6:53.0,,,67-86,,Defensive rebound by M. Williams
6:49.0,,,67-86,,Offensive charge foul by C. Lee
6:49.0,,,67-86,,Turnover by C. Lee (offensive foul)
6:49.0,,,67-86,,A. Jefferson enters the game for J. Lin
6:49.0,,,67-86,,K. Walker enters the game for S. Hawes
6:32.0,Shooting foul by A. Jefferson (drawn by L. Deng),,67-86,,
6:32.0,L. Deng makes free throw 1 of 2,1,68-86,,
6:32.0,,,68-86,,F. Kaminsky enters the game for C. Zeller
6:32.0,L. Deng misses free throw 2 of 2,,68-86,,
6:31.0,,,68-86,,Defensive rebound by M. Williams
6:05.0,,,68-86,,C. Lee misses 2-pt shot from 14 ft
6:04.0,Defensive rebound by H. Whiteside,,68-86,,
5:56.0,D. Wade makes 2-pt shot from 18 ft,2,70-86,,
5:49.0,,,70-86,,Charlotte full timeout
5:49.0,,,70-86,,C. Zeller enters the game for A. Jefferson
5:44.0,,,70-86,,K. Walker misses 2-pt shot from 17 ft
5:44.0,,,70-86,,Offensive rebound by Team
5:37.0,Loose ball foul by G. Dragic,,70-86,,
5:37.0,,,70-86,,Shooting foul by H. Whiteside (drawn by C. Zeller)
5:37.0,,,70-87,1,C. Zeller makes free throw 1 of 2
5:37.0,,,70-88,1,C. Zeller makes free throw 2 of 2
5:27.0,Turnover by D. Wade (lost ball; steal by K. Walker),,70-88,,
5:19.0,,,70-88,,K. Walker misses 2-pt shot from 5 ft (block by H. Whiteside)
5:19.0,Defensive rebound by L. Deng,,70-88,,
5:19.0,,,70-88,,Personal foul by C. Zeller
5:08.0,,,70-88,,Personal foul by K. Walker
5:08.0,H. Whiteside misses free throw 1 of 2,,70-88,,
5:08.0,Offensive rebound by Team,,70-88,,
5:08.0,H. Whiteside misses free throw 2 of 2,,70-88,,
5:07.0,,,70-88,,Defensive rebound by M. Williams
4:54.0,,,70-88,,K. Walker misses 2-pt shot from 18 ft
4:53.0,,,70-88,,Offensive rebound by C. Zeller
4:47.0,,,70-88,,M. Williams misses 2-pt shot from 1 ft
4:46.0,,,70-88,,Offensive rebound by C. Zeller
4:46.0,,,70-90,2,C. Zeller makes 2-pt shot from 1 ft
4:33.0,D. Wade misses 2-pt shot from 10 ft,,70-90,,
4:32.0,,,70-90,,Defensive rebound by F. Kaminsky
4:21.0,,,70-90,,C. Lee misses 2-pt shot from 16 ft
4:20.0,,,70-90,,Offensive rebound by C. Zeller
4:07.0,,,70-92,2,K. Walker makes 2-pt shot from 1 ft
3:50.0,D. Wade misses 2-pt shot from 7 ft,,70-92,,
3:49.0,Offensive rebound by D. Wade,,70-92,,
3:49.0,D. Wade misses 2-pt shot from 7 ft,,70-92,,
3:49.0,Offensive rebound by Team,,70-92,,
3:49.0,,,70-92,,Loose ball foul by C. Zeller
3:49.0,H. Whiteside makes free throw 1 of 2,1,71-92,,
