time,Houston,pts.away,score,pts.home,Golden State
3:26.0,,,74-104,,B. Rush enters the game for S. Livingston
3:08.0,,,74-104,,I. Clark misses 2-pt shot from 8 ft
3:06.0,Defensive rebound by A. Goudelock,,74-104,,
3:02.0,Turnover by A. Goudelock (lost ball; steal by L. Barbosa),,74-104,,
3:00.0,,,74-106,2,L. Barbosa makes 2-pt shot from 3 ft
2:56.0,C. Capela makes 2-pt shot from 1 ft (assist by K. McDaniels),2,76-106,,
2:43.0,,,76-106,,Turnover by B. Rush (lost ball; steal by C. Capela)
2:41.0,Shooting foul by F. Ezeli (drawn by M. Harrell),,76-106,,
2:41.0,Houston full timeout,,76-106,,
2:41.0,M. Harrell makes free throw 1 of 2,1,77-106,,
2:41.0,M. Harrell misses free throw 2 of 2,,77-106,,
2:40.0,,,77-106,,Defensive rebound by I. Clark
2:29.0,,,77-108,2,B. Rush makes 2-pt shot from 20 ft (assist by L. Barbosa)
2:14.0,Turnover by M. Harrell (lost ball; steal by J. McAdoo),,77-108,,
1:57.0,,,77-111,3,B. Rush makes 3-pt shot from 26 ft (assist by F. Ezeli)
1:46.0,A. Goudelock misses 2-pt shot from 18 ft,,77-111,,
1:45.0,Offensive rebound by C. Capela,,77-111,,
1:41.0,Turnover by C. Capela (lost ball; steal by J. McAdoo),,77-111,,
1:39.0,Personal foul by M. Harrell,,77-111,,
1:24.0,,,77-111,,Turnover by F. Ezeli (lost ball; steal by C. Capela)
1:13.0,C. Capela misses 2-pt shot from 5 ft (block by F. Ezeli),,77-111,,
1:12.0,Offensive rebound by K. McDaniels,,77-111,,
1:09.0,K. McDaniels makes 2-pt shot from 7 ft,2,79-111,,
0:50.0,,,79-111,,F. Ezeli misses 2-pt shot from 8 ft
0:48.0,Defensive rebound by K. McDaniels,,79-111,,
0:37.0,A. Goudelock makes 2-pt shot from 13 ft,2,81-111,,
0:21.0,,,81-113,2,I. Clark makes 2-pt shot from 19 ft (assist by L. Barbosa)
0:21.0,,,81-113,,Shooting foul by K. McDaniels (drawn by I. Clark)
0:21.0,,,81-114,1,I. Clark makes free throw 1 of 1
0:03.0,D. Howard misses 3-pt shot from 27 ft,,81-114,,
0:00.0,,,81-114,,Defensive rebound by L. Barbosa
0:00.0,End of 4th quarter,,,,End of 4th quarter
