time,Washington,pts.away,score,pts.home,Toronto
4:35.0,,,79-85,,D. Carroll misses free throw 1 of 2
4:35.0,,,79-85,,Offensive rebound by Team
4:35.0,,,79-85,,D. Carroll misses free throw 2 of 2
4:34.0,Defensive rebound by M. Gortat,,79-85,,
4:24.0,,,79-85,,Personal foul by D. DeRozan (drawn by M. Gortat)
4:19.0,Shooting foul by K. Lowry (drawn by R. Sessions),,79-85,,
4:19.0,R. Sessions makes free throw 1 of 2,1,80-85,,
4:19.0,,,80-85,,J. Valanciunas enters the game for B. Biyombo
4:19.0,,,80-85,,T. Ross enters the game for D. Carroll
4:19.0,R. Sessions makes free throw 2 of 2,1,81-85,,
3:59.0,,,81-85,,Shooting foul by J. Wall (drawn by D. DeRozan)
3:59.0,,,81-86,1,D. DeRozan makes free throw 1 of 2
3:59.0,,,81-87,1,D. DeRozan makes free throw 2 of 2
3:48.0,M. Gortat misses 2-pt shot from 2 ft (block by J. Valanciunas),,81-87,,
3:46.0,,,81-87,,Defensive rebound by T. Ross
3:36.0,,,81-87,,T. Ross misses 2-pt shot from 15 ft
3:33.0,Defensive rebound by O. Porter,,81-87,,
3:25.0,J. Wall misses 2-pt shot from 1 ft,,81-87,,
3:24.0,,,81-87,,Defensive rebound by T. Ross
3:13.0,Shooting block foul by O. Porter (drawn by K. Lowry),,81-87,,
3:13.0,Technical foul by J. Wall,,81-87,,
3:13.0,,,81-88,1,D. DeRozan makes technical free throw
3:13.0,,,81-89,1,K. Lowry makes free throw 1 of 2
3:13.0,Washington full timeout,,81-89,,
3:13.0,,,81-90,1,K. Lowry makes free throw 2 of 2
3:02.0,J. Wall makes 2-pt shot from 2 ft,2,83-90,,
2:43.0,,,83-90,,K. Lowry misses 2-pt shot from 1 ft
2:43.0,,,83-90,,Offensive rebound by J. Valanciunas
2:40.0,,,83-90,,J. Valanciunas misses 2-pt shot from 2 ft
2:39.0,Defensive rebound by R. Sessions,,83-90,,
2:36.0,J. Wall misses 2-pt shot from 2 ft,,83-90,,
2:35.0,Offensive rebound by Team,,83-90,,
2:35.0,,,83-90,,Personal foul by T. Ross (drawn by J. Dudley)
2:26.0,R. Sessions misses 2-pt shot from 1 ft,,83-90,,
2:25.0,,,83-90,,Defensive rebound by J. Valanciunas
2:08.0,,,83-90,,K. Lowry misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by M. Gortat,,83-90,,
1:58.0,J. Dudley makes 2-pt shot from 16 ft (assist by O. Porter),2,85-90,,
1:39.0,,,85-90,,D. DeRozan misses 2-pt shot from 11 ft
1:37.0,Defensive rebound by M. Gortat,,85-90,,
1:28.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,87-90,,
1:28.0,,,87-90,,Toronto full timeout
1:09.0,,,87-90,,K. Lowry misses 2-pt shot from 10 ft
1:08.0,Defensive rebound by J. Wall,,87-90,,
1:05.0,,,87-90,,Personal foul by T. Ross (drawn by J. Wall)
1:05.0,J. Wall misses free throw 1 of 2,,87-90,,
1:05.0,Offensive rebound by Team,,87-90,,
1:05.0,J. Wall makes free throw 2 of 2,1,88-90,,
0:48.0,,,88-90,,Shooting foul by J. Wall (drawn by D. DeRozan)
0:48.0,,,88-91,1,D. DeRozan makes free throw 1 of 2
0:48.0,,,88-91,,B. Biyombo enters the game for J. Valanciunas
0:48.0,,,88-91,,D. Carroll enters the game for T. Ross
0:48.0,,,88-92,1,D. DeRozan makes free throw 2 of 2
0:48.0,Washington full timeout,,88-92,,
0:40.0,J. Dudley makes 3-pt shot from 22 ft (assist by J. Wall),3,91-92,,
0:40.0,,,91-92,,Toronto full timeout
0:40.0,,,91-92,,T. Ross enters the game for D. Carroll
0:40.0,,,91-92,,J. Valanciunas enters the game for B. Biyombo
0:30.0,,,91-92,,D. DeRozan misses 2-pt shot from 11 ft
0:29.0,Defensive rebound by R. Sessions,,91-92,,
0:27.0,Washington full timeout,,91-92,,
0:27.0,,,91-92,,B. Biyombo enters the game for J. Valanciunas
0:27.0,,,91-92,,D. Carroll enters the game for T. Ross
0:18.0,J. Dudley misses 3-pt shot from 24 ft,,91-92,,
0:16.0,,,91-92,,Defensive rebound by K. Lowry
0:16.0,Personal foul by J. Dudley (drawn by K. Lowry),,91-92,,
0:16.0,,,91-93,1,K. Lowry makes free throw 1 of 2
0:16.0,K. Humphries enters the game for R. Sessions,,91-93,,
0:16.0,,,91-94,1,K. Lowry makes free throw 2 of 2
0:16.0,Washington full timeout,,91-94,,
0:16.0,R. Sessions enters the game for K. Humphries,,91-94,,
0:09.0,J. Wall misses 3-pt shot from 23 ft,,91-94,,
0:08.0,Offensive rebound by R. Sessions,,91-94,,
0:02.0,O. Porter misses 3-pt shot from 25 ft,,91-94,,
0:01.0,Offensive rebound by J. Dudley,,91-94,,
0:00.0,J. Wall misses 3-pt shot from 25 ft (block by D. Carroll),,91-94,,
0:00.0,,,91-94,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
